"query"	"ko"
"Lachancea_fermentati@Seq_4587"	"K02145"
"yHMPu5000035047_Barnettozyma_pratensis@Seq_2015"	"K08518"
"Schizosaccharomyces_pombe@Seq_4460"	"K22721"
"Neurospora_crassa@Seq_9239"	"K03841"
"Tetrapisispora_blattae@Seq_190"	"K00354"
"Saccharomyces_cerevisiae@YGR104C"	"K15136"
"Saccharomyces_cerevisiae@YOR303W"	"K01956"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_8998"	"K19839"
"Metschnikowia_matae_maris@Seq_384"	"K05665"
"Arthrobotrys_oligospora@Seq_928"	"K09281"
"Ascoidea_rubescens@Seq_4162"	"K06009"
"yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4177"	"K10624"
"Saprochaete_clavata@Seq_5211"	"K06689"
"yHMPu5000035261_Candida_ponderosae@Seq_4053"	"K12606"
"Saccharomyces_cerevisiae@YHR058C"	"K15128"
"yHMPu5000035268_Wickerhamomyces_hampshirensis@Seq_4912"	"K14794"
"Saitoella_complicata@Seq_857"	"K15122"
"yHMPu5000034607_Saccharomycopsis_capsularis@Seq_5215"	"K06009"
"Metschnikowia_matae@Seq_2320"	"K10356"
"Lipomyces_starkeyi@Seq_4539"	"K18487"
"yHMPu5000035650_Trigonopsis_variabilis@Seq_4258"	"K15158"
"yHMPu5000034901_Ogataea_methylivora@Seq_781"	"K05528"
"Candida_apicola@Seq_786"	"K20478"
"yHMPu5000035690_Candida_vartiovaarae@Seq_1343"	"K22376"
"yHMPu5000035244_Candida_incommunis@Seq_1234"	"K05916"
"Saccharomyces_cerevisiae@YGR125W"	"K03321"
"Sclerotinia_sclerotiorum@Seq_2579"	"K22017"
"yHMPu5000035691_Candida_salmanticensis@Seq_5296"	"K09419"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_3365"	"K04794"
"yHMPu5000035274_Wickerhamomyces_alni@Seq_1585"	"K11541"
"Tetrapisispora_blattae@Seq_5185"	"K19799"
"Saccharomyces_cerevisiae@YOR103C"	"K12668"
"yHMPu5000034673_Blastobotrys_nivea@Seq_2553"	"K01647"
"Geotrichum_candidum@Seq_4262"	"K18703"
"Metschnikowia_santaceciliae@Seq_821"	"K00033"
"yHMPu5000034654_Aciculoconidium_aculeatum@Seq_3785"	"K07393"
"Metschnikowia_arizonensis@Seq_3269"	"K16938"
"Torulaspora_delbrueckii@Seq_4482"	"K00849"
"yHMPu5000035673_Candida_orba@Seq_2623"	"K23503"
"yHMPu5000034952_Citeromyces_siamensis@Seq_4031"	"K01180"
"yHMPu5000034952_Citeromyces_siamensis@Seq_378"	"K22132"
"yHMPu5000035684_Kloeckera_hatyaiensis@Seq_3417"	"K08139"
"yHMPu5000034952_Citeromyces_siamensis@Seq_4363"	"K01810"
"yHMPu5000035687_Cyberlindnera_suaveolens@Seq_4598"	"K08711"
"yHMPu5000034604_Sporopachydermia_lactativora@Seq_1409"	"K09201"
"yHMPu5000026142_Citeromyces_matritensis@Seq_2475"	"K18097"
"yHMPu5000034757_Lipomyces_doorenjongii@Seq_2601"	"K02183"
"yHMPu5000041824_Debaryomyces_subglobosus@Seq_3914"	"K15442"
"Fusarium_graminearum@Seq_12268"	"K01400"
"Zygosaccharomyces_bailii@Seq_2331"	"K22016"
"Fusarium_graminearum@Seq_3635"	"K04780"
"Metschnikowia_bowlesiae@Seq_2924"	"K14837"
"yHMPu5000035691_Candida_salmanticensis@Seq_2829"	"K01483"
"Lachancea_cidri@Seq_2640"	"K17918"
"Stagonospora_nodorum@Seq_2248"	"K19564"
"yHMPu5000035654_Tortispora_ganteri@Seq_3895"	"K01304"
"Hyphopichia_burtonii@Seq_2159"	"K06013"
"Candida_homilentoma@Seq_826"	"K19788"
"yHMPu5000041713_Debaryomyces_maramus@Seq_1745"	"K22698"
"yHMPu5000034654_Aciculoconidium_aculeatum@Seq_1659"	"K14572"
"Fusarium_graminearum@Seq_2375"	"K03153"
"yHMPu5000035665_Middelhovenomyces_tepae@Seq_1488"	"K12177"
"Saccharomyces_cerevisiae@YNL233W"	"K18638"
"yHMPu5000035261_Candida_ponderosae@Seq_1700"	"K08712"
"Saccharomyces_cerevisiae@YLR422W"	"K05727"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_368"	"K01885"
"yHMPu5000034625_Pichia_kudriavzevii@Seq_3474"	"K09228"
"yHMPu5000035696_Hanseniaspora_singularis@Seq_1720"	"K15339"
"yHMPu5000034597_Candida_stellimalicola@Seq_4857"	"K07841"
"Metschnikowia_shivogae@Seq_4820"	"K00720"
"Eremothecium_sinecaudum@Seq_2696"	"K03034"
"yHMPu5000034952_Citeromyces_siamensis@Seq_3679"	"K01077"
"yHAB133_Kazachstania_unispora@Seq_3922"	"K11682"
"Spathaspora_gorwiae@Seq_4694"	"K14023"
"Metschnikowia_arizonensis@Seq_2761"	"K01638"
"yHMPu5000034952_Citeromyces_siamensis@Seq_4503"	"K00162"
"yHAB160_Kazachstania_kunashirensis@Seq_4669"	"K11253"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_6451"	"K23469"
"yHMPu5000035684_Kloeckera_hatyaiensis@Seq_4352"	"K21543"
"Botrytis_cinerea@Seq_11133"	"K15560"
"Metschnikowia_similis@Seq_3213"	"K17550"
"Saccharomyces_cerevisiae@YIL049W"	"K12345"
"Stagonospora_nodorum@Seq_3042"	"K01443"
"yHMPu5000034986_Candida_oregonensis@Seq_488"	"K08675"
"Saccharomyces_cerevisiae@YNL112W"	"K12823"
"yHMPu5000034875_Tetrapisispora_fleetii@Seq_2885"	"K04513"
"yHMPu5000035654_Tortispora_ganteri@Seq_2980"	"K19815"
"Hanseniaspora_valbyensis@Seq_4435"	"K03695"
"Cyberlindnera_fabianii_JCM3601@Seq_4236"	"K01490"
"Ascoidea_asiatica@Seq_2606"	"K20478"
"Botrytis_cinerea@Seq_14760"	"K17726"
"yHMPu5000041743_Candida_hawaiiana@Seq_3893"	"K03809"
"Metschnikowia_hamakuensis@Seq_1225"	"K00232"
"Wickerhamomyces_anomalus@Seq_3519"	"K09175"
"Sporopachydermia_quercuum@Seq_2857"	"K01507"
"Saccharomyces_cerevisiae@YIL160C"	"K07513"
"yHMPu5000034946_Ambrosiozyma_oregonensis@Seq_2659"	"K01405"
"Ascoidea_asiatica@Seq_7323"	"K09243"
"Lachancea_cidri@Seq_3535"	"K01182"
"Schizosaccharomyces_pombe@Seq_1454"	"K13336"
"Kuraishia_capsulata@Seq_3706"	"K06009"
"Brettanomyces_anomalus@Seq_311"	"K09247"
"Saccharomyces_cerevisiae@YFL036W"	"K10908"
"Scheffersomyces_stipitis@Seq_5858"	"K00626"
"Saccharomyces_cerevisiae@YAL019W"	"K14439"
"yHMPu5000034947_Ambrosiozyma_philentoma@Seq_4881"	"K01488"
"Alloascoidea_hylecoeti@Seq_2919"	"K20223"
"Saitoella_complicata@Seq_5006"	"K22966"
"Alloascoidea_hylecoeti@Seq_8661"	"K10421"
"yHAB158_Kazachstania_viticola@Seq_5827"	"K23469"
"yHMPu5000034670_Blastobotrys_proliferans@Seq_3929"	"K19848"
"Xylona_heveae@Seq_445"	"K09396"
"yHMPu5000034947_Ambrosiozyma_philentoma@Seq_380"	"K02183"
"Botrytis_cinerea@Seq_14445"	"K06125"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_310"	"K17053"
"yHMPu5000026142_Citeromyces_matritensis@Seq_2386"	"K06689"
"yHMPu5000035268_Wickerhamomyces_hampshirensis@Seq_4307"	"K20299"
"Kazachstania_africana@Seq_1518"	"K09448"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_874"	"K14766"
"yHMPu5000035650_Trigonopsis_variabilis@Seq_452"	"K09247"
"yHMPu5000035703_Cyberlindnera_americana@Seq_509"	"K13333"
"Naumovozyma_castellii@Seq_2200"	"K17053"
"yHMPu5000035673_Candida_orba@Seq_174"	"K16261"
"Saccharomyces_cerevisiae@YNL024C"	"K21804"
"yHAB155_Kazachstania_spencerorum@Seq_5161"	"K18173"
"yHMPu5000035286_Candida_azyma@Seq_3490"	"K06999"
"Metschnikowia_matae@Seq_1962"	"K01883"
"yHMPu5000026145_Ambrosiozyma_vanderkliftii@Seq_87"	"K13979"
"yHMPu5000035691_Candida_salmanticensis@Seq_2984"	"K03955"
"yHMPu5000034952_Citeromyces_siamensis@Seq_6930"	"K01193"
"yHMPu5000035650_Trigonopsis_variabilis@Seq_539"	"K20724"
"Candida_infanticola@Seq_265"	"K06009"
"Metschnikowia_matae_maris@Seq_823"	"K03235"
"Nakaseomyces_castellii@Seq_3073"	"K10245"
"yHAB132_Kazachstania_martiniae@Seq_2919"	"K05275"
"yHMPu5000035242_Zygoascus_ofunaensis@Seq_3702"	"K00129"
"Ambrosiozyma_monospora@Seq_3978"	"K06123"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_10078"	"K08286"
"yHMPu5000026142_Citeromyces_matritensis@Seq_4559"	"K03097"
"Saccharomycopsis_malanga@Seq_3473"	"K01183"
"yHMPu5000035658_Starmera_amethionina@Seq_1452"	"K01078"
"yHMPu5000034673_Blastobotrys_nivea@Seq_1155"	"K09704"
"yHMPu5000034952_Citeromyces_siamensis@Seq_2857"	"K14799"
"Neurospora_crassa@Seq_905"	"K09338"
"Alloascoidea_hylecoeti@Seq_5843"	"K02943"
"yHMPu5000041855_Candida_ascalaphidarum@Seq_3416"	"K07034"
"yHMPu5000041862_Candida_golubevii@Seq_2988"	"K14812"
"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_3950"	"K11493"
"Alloascoidea_hylecoeti@Seq_3569"	"K03842"
"Saccharomyces_cerevisiae@YNR023W"	"K11775"
"yHMPu5000035302_Candida_fragi@Seq_1500"	"K21989"
"yHMPu5000034635_Nadsonia_fulvescens@Seq_1563"	"K01408"
"Spathaspora_gorwiae@Seq_2052"	"K11229"
"yHMPu5000026142_Citeromyces_matritensis@Seq_6647"	"K00994"
"Saccharomyces_cerevisiae@YPL024W"	"K15364"
"Arthrobotrys_oligospora@Seq_8958"	"K17686"
"Hanseniaspora_valbyensis@Seq_1382"	"K15145"
"Pichia_membranifaciens@Seq_1143"	"K19272"
"Aspergillus_nidulans@Seq_2375"	"K06045"
"yHAB153_Kazachstania_rosinii@Seq_1916"	"K11367"
"Metschnikowia_continentalis@Seq_3019"	"K00868"
"Saccharomyces_cerevisiae@YGR206W"	"K12187"
"Metschnikowia_cerradonensis@Seq_5792"	"K10392"
"yHMPu5000041829_Debaryomyces_fabryi@Seq_3241"	"K08157"
"Aspergillus_nidulans@Seq_2545"	"K01195"
"Lachancea_waltii@Seq_5123"	"K01265"
"Wickerhamomyces_ciferrii@Seq_4508"	"K09243"
"yHAB143_Kazachstania_siamensis@Seq_4157"	"K13093"
"yHAB132_Kazachstania_martiniae@Seq_5606"	"K05275"
"yHMPu5000034952_Citeromyces_siamensis@Seq_8848"	"K11673"
"Arthrobotrys_oligospora@Seq_1984"	"K01102"
"Nadsonia_fulvescens_var_elongata@Seq_5581"	"K03317"
"yHMPu5000034661_Dipodascus_albidus@Seq_4715"	"K06911"
"yHMPu5000034761_Lipomyces_lipofer@Seq_475"	"K16302"
"Botrytis_cinerea@Seq_1198"	"K01581"
"yHMPu5000034952_Citeromyces_siamensis@Seq_23"	"K14950"
"Aspergillus_nidulans@Seq_10591"	"K00294"
"yHMPu5000034742_Lipomyces_suomiensis@Seq_1164"	"K08139"
"yHMPu5000035261_Candida_ponderosae@Seq_3547"	"K08955"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_1520"	"K00511"
"yHMPu5000026274_Komagataella_populi@Seq_3339"	"K09464"
"Metschnikowia_borealis@Seq_4132"	"K09490"
"Neurospora_crassa@Seq_9437"	"K10750"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_6038"	"K13338"
"yHMPu5000041822_Dipodascus_geniculatus@Seq_2102"	"K17978"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_12559"	"K00764"
"Spathaspora_gorwiae@Seq_1819"	"K21996"
"Hanseniaspora_vinae@Seq_2308"	"K03233"
"yHMPu5000034957_Hanseniaspora_osmophila@Seq_1815"	"K00876"
"yHMPu5000034665_Kodamaea_laetipori@Seq_95"	"K04513"
"yHMPu5000034979_Cyberlindnera_misumaiensis@Seq_771"	"K03441"
"Sporopachydermia_quercuum@Seq_224"	"K02212"
"yHMPu5000035011_Candida_pyralidae@Seq_3570"	"K03936"
"yHMPu5000034865_Zygosaccharomyces_kombuchaensis@Seq_4343"	"K03234"
"Spathaspora_arborariae@Seq_5292"	"K21543"
"Lipomyces_starkeyi@Seq_1810"	"K07827"
"yHMPu5000034612_Saturnispora_saitoi@Seq_2697"	"K07034"
"yHMPu5000035629_Yueomyces_sinensis@Seq_3686"	"K21125"
"Saccharomyces_cerevisiae@YCL033C"	"K07305"
"yHMPu5000034865_Zygosaccharomyces_kombuchaensis@Seq_2945"	"K04513"
"yHMPu5000026142_Citeromyces_matritensis@Seq_1093"	"K00031"
"Neurospora_crassa@Seq_5115"	"K20478"
"Saitoella_complicata@Seq_3628"	"K06691"
"Arthrobotrys_oligospora@Seq_166"	"K11778"
"Saccharomyces_cerevisiae@YGL078C"	"K14811"
"Saccharomyces_cerevisiae@YFL005W"	"K07901"
"yHMPu5000035268_Wickerhamomyces_hampshirensis@Seq_4227"	"K03233"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_4583"	"K00720"
"yHMPu5000035261_Candida_ponderosae@Seq_5529"	"K10967"
"yHMPu5000035684_Kloeckera_hatyaiensis@Seq_3375"	"K21627"
"yHAB160_Kazachstania_kunashirensis@Seq_630"	"K15160"
"Saccharomyces_cerevisiae@YML021C"	"K03648"
"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_3065"	"K14541"
"yHMPu5000026145_Ambrosiozyma_vanderkliftii@Seq_2404"	"K07034"
"Tetrapisispora_blattae@Seq_1306"	"K19851"
"Aspergillus_nidulans@Seq_7488"	"K21632"
"yHAB154_Kazachstania_transvaalensis@Seq_3695"	"K11397"
"yHMPu5000034952_Citeromyces_siamensis@Seq_12636"	"K14168"
"Saccharomyces_cerevisiae@YLR348C"	"K13577"
"Saccharomyces_cerevisiae@YPR182W"	"K11098"
"yHMPu5000026142_Citeromyces_matritensis@Seq_6358"	"K03857"
"yHMPu5000034670_Blastobotrys_proliferans@Seq_2217"	"K13208"
"Saccharomyces_cerevisiae@YBR025C"	"K19788"
"yHMPu5000034901_Ogataea_methylivora@Seq_2946"	"K03529"
"yHMPu5000034952_Citeromyces_siamensis@Seq_1137"	"K00765"
"yHMPu5000035261_Candida_ponderosae@Seq_3724"	"K00615"
"Metschnikowia_matae@Seq_3817"	"K09496"
"Metschnikowia_shivogae@Seq_3925"	"K03231"
"yHMPu5000034749_Lipomyces_mesembrius@Seq_6600"	"K01526"
"yHMPu5000034932_Kuraishia_ogatae@Seq_3850"	"K21597"
"yHMPu5000034947_Ambrosiozyma_philentoma@Seq_503"	"K03013"
"yHAB155_Kazachstania_spencerorum@Seq_2017"	"K17782"
"yHMPu5000035261_Candida_ponderosae@Seq_3773"	"K00668"
"yHAB159_Kazachstania_solicola@Seq_5953"	"K14312"
"yHMPu5000034758_Lipomyces_japonicus@Seq_3114"	"K09184"
"Saccharomyces_cerevisiae@YGR188C"	"K02178"
"Fusarium_graminearum@Seq_4243"	"K00019"
"Saccharomyces_cerevisiae@YBR245C"	"K11654"
"yHMPu5000026142_Citeromyces_matritensis@Seq_6829"	"K01872"
"yHMPu5000034661_Dipodascus_albidus@Seq_5807"	"K04705"
"yHMPu5000034946_Ambrosiozyma_oregonensis@Seq_1121"	"K10908"
"yHMPu5000034952_Citeromyces_siamensis@Seq_3063"	"K08794"
"yHMPu5000035261_Candida_ponderosae@Seq_1244"	"K15128"
"Spathaspora_passalidarum@Seq_3718"	"K03847"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_11754"	"K01535"
"yHMPu5000034670_Blastobotrys_proliferans@Seq_1441"	"K18097"
"Saccharomyces_cerevisiae@YPR192W"	"K09885"
"yHAB134_Kazachstania_turicensis@Seq_2007"	"K09468"
"yHMPu5000034761_Lipomyces_lipofer@Seq_1194"	"K14709"
"Lachancea_dasiensis@Seq_951"	"K08192"
"Arthrobotrys_oligospora@Seq_2955"	"K11153"
"yHAB159_Kazachstania_solicola@Seq_2330"	"K21842"
"yHMPu5000034760_Lipomyces_kononenkoae@Seq_6922"	"K00232"
"yHMPu5000041855_Candida_ascalaphidarum@Seq_4043"	"K12478"
"Metschnikowia_dekortum@Seq_4271"	"K01610"
"Metschnikowia_santaceciliae@Seq_3941"	"K07375"
"Saccharomyces_cerevisiae@YKL154W"	"K12272"
"Aspergillus_nidulans@Seq_2595"	"K00128"
"yHMPu5000035675_Kregervanrija_fluxuum@Seq_4234"	"K21157"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_2172"	"K11373"
"Alloascoidea_hylecoeti@Seq_8723"	"K06675"
"yHMPu5000034754_Lipomyces_arxii@Seq_6656"	"K15109"
"yHAB155_Kazachstania_spencerorum@Seq_5760"	"K04371"
"Candida_tropicalis@Seq_290"	"K06911"
"Fusarium_graminearum@Seq_9551"	"K21125"
"yHMPu5000035302_Candida_fragi@Seq_4640"	"K00344"
"Saccharomyces_cerevisiae@YMR312W"	"K11377"
"Saccharomycopsis_malanga@Seq_2247"	"K12472"
"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_5510"	"K12041"
"Metschnikowia_hamakuensis@Seq_3910"	"K04967"
"yHMPu5000035695_Hanseniaspora_pseudoguilliermondii@Seq_708"	"K11873"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_8736"	"K16261"
"yHMPu5000041829_Debaryomyces_fabryi@Seq_43"	"K00706"
"Alloascoidea_hylecoeti@Seq_6727"	"K19845"
"yHMPu5000035650_Trigonopsis_variabilis@Seq_2594"	"K09468"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_4629"	"K07936"
"Arthrobotrys_oligospora@Seq_2000"	"K07393"
"Saccharomyces_cerevisiae@YLR178C"	"K06910"
"Alloascoidea_hylecoeti@Seq_8282"	"K22496"
"Saccharomyces_cerevisiae@YJR135W-A"	"K17780"
"Scheffersomyces_lignosus@Seq_2710"	"K07034"
"yHMPu5000035679_Candida_rhagii@Seq_3485"	"K20247"
"yHMPu5000035675_Kregervanrija_fluxuum@Seq_2349"	"K02126"
"Kazachstania_naganishii@Seq_1142"	"K18738"
"yHMPu5000034637_Ogataea_populiabae@Seq_1934"	"K00273"
"Metschnikowia_hamakuensis@Seq_5813"	"K06269"
"Debaryomyces_hansenii@Seq_4131"	"K00002"
"yHAB166_Kazachstania_yakushimaensis@Seq_2317"	"K15255"
"yHMPu5000034757_Lipomyces_doorenjongii@Seq_2503"	"K13114"
"Saccharomyces_cerevisiae@YBR198C"	"K03130"
"Candida_boidinii_JCM9604@Seq_5510"	"K18638"
"yHMPu5000035325_Cyberlindnera_petersonii@Seq_1936"	"K11245"
"Nakaseomyces_bacillisporus@Seq_716"	"K06687"
"yHMPu5000034673_Blastobotrys_nivea@Seq_3430"	"K11839"
"yHAB166_Kazachstania_yakushimaensis@Seq_573"	"K05537"
"yHMPu5000035252_Yamadazyma_nakazawae@Seq_2015"	"K15040"
"yHMPu5000034978_Cyberlindnera_mrakii@Seq_5134"	"K03457"
"Saccharomyces_cerevisiae@YPR070W"	"K15145"
"yHMPu5000034952_Citeromyces_siamensis@Seq_4032"	"K04574"
"Arthrobotrys_oligospora@Seq_8517"	"K08794"
"yHMPu5000034883_Peterozyma_xylosa@Seq_107"	"K19851"
"Saccharomyces_cerevisiae@YNL161W"	"K08286"
"Lipomyces_starkeyi@Seq_404"	"K01897"
"yHAB134_Kazachstania_turicensis@Seq_4381"	"K23314"
"Lachancea_kluyveri@Seq_5056"	"K17871"
"Wickerhamomyces_ciferrii@Seq_3823"	"K22684"
"yHMPu5000034673_Blastobotrys_nivea@Seq_6369"	"K01201"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_3719"	"K07375"
"Stagonospora_nodorum@Seq_1965"	"K00108"
"Stagonospora_nodorum@Seq_3643"	"K10799"
"yHAB158_Kazachstania_viticola@Seq_3202"	"K17497"
"Aspergillus_nidulans@Seq_8628"	"K08157"
"Metschnikowia_dekortum@Seq_1960"	"K01497"
"yHMPu5000034742_Lipomyces_suomiensis@Seq_1812"	"K03676"
"yHMPu5000034749_Lipomyces_mesembrius@Seq_5840"	"K01078"
"Saccharomyces_cerevisiae@YGL187C"	"K02265"
"yHMPu5000034952_Citeromyces_siamensis@Seq_9027"	"K04739"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_2843"	"K14851"
"Spathaspora_hagerdaliae@Seq_1199"	"K14429"
"Hanseniaspora_valbyensis@Seq_3616"	"K05821"
"yHMPu5000034665_Kodamaea_laetipori@Seq_5065"	"K06009"
"Pachysolen_tannophilus@Seq_3738"	"K17267"
"yHAB159_Kazachstania_solicola@Seq_1013"	"K02179"
"Saccharomyces_cerevisiae@YJL128C"	"K11227"
"yHMPu5000035271_Wickerhamomyces_bovis@Seq_602"	"K03094"
"Dekkera_bruxellensis@Seq_5105"	"K20361"
"Saccharomyces_cerevisiae@YJL148W"	"K03003"
"Arthrobotrys_oligospora@Seq_9300"	"K15287"
"yHAB159_Kazachstania_solicola@Seq_5494"	"K14862"
"yHMPu5000035673_Candida_orba@Seq_5341"	"K01880"
"Neurospora_crassa@Seq_10191"	"K08596"
"yHMPu5000035699_Cyberlindnera_maclurae@Seq_1296"	"K07034"
"Metschnikowia_mauinuiana@Seq_5652"	"K02937"
"yHAB158_Kazachstania_viticola@Seq_1595"	"K07766"
"Saccharomyces_cerevisiae@YOL139C"	"K03259"
"yHAB158_Kazachstania_viticola@Seq_2627"	"K02875"
"yHAB159_Kazachstania_solicola@Seq_195"	"K18718"
"Metschnikowia_santaceciliae@Seq_5853"	"K17798"
"yHMPu5000035670_Phaffomyces_opuntiae@Seq_63"	"K17741"
"Metschnikowia_hamakuensis@Seq_1417"	"K07195"
"Botrytis_cinerea@Seq_11582"	"K08165"
"Saccharomyces_cerevisiae@YML046W"	"K13217"
"Arthrobotrys_oligospora@Seq_8431"	"K20715"
"Babjeviella_inositovora@Seq_3257"	"K00276"
"yHMPu5000034918_Nakazawaea_holstii@Seq_492"	"K03137"
"Schizosaccharomyces_pombe@Seq_2308"	"K11552"
"Xylona_heveae@Seq_5090"	"K22833"
"yHMPu5000035242_Zygoascus_ofunaensis@Seq_2592"	"K01372"
"yHMPu5000034952_Citeromyces_siamensis@Seq_1074"	"K00273"
"Fusarium_graminearum@Seq_12928"	"K10260"
"Alloascoidea_hylecoeti@Seq_1751"	"K20032"
"yHMPu5000035689_Candida_mycetangii@Seq_3427"	"K01273"
"Xylona_heveae@Seq_5172"	"K07513"
"yHAB155_Kazachstania_spencerorum@Seq_4411"	"K14006"
"Stagonospora_nodorum@Seq_5903"	"K20872"
"yHMPu5000034998_Cephaloascus_albidus@Seq_3660"	"K15283"
"Neurospora_crassa@Seq_5422"	"K11969"
"yHAB166_Kazachstania_yakushimaensis@Seq_2846"	"K05355"
"yHMPu5000034673_Blastobotrys_nivea@Seq_6419"	"K12405"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_10307"	"K14311"
"Fusarium_graminearum@Seq_5786"	"K09537"
"yHMPu5000034607_Saccharomycopsis_capsularis@Seq_813"	"K13333"
"Metschnikowia_ipomoeae@Seq_1532"	"K14533"
"Saccharomyces_eubayanus@Seq_1313"	"K22211"
"yHMPu5000035645_Yarrowia_divulgata@Seq_6435"	"K09512"
"yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4594"	"K10955"
"yHMPu5000026142_Citeromyces_matritensis@Seq_2366"	"K09497"
"yHMPu5000034673_Blastobotrys_nivea@Seq_2835"	"K17800"
"Saccharomyces_cerevisiae@YML086C"	"K00107"
"Ambrosiozyma_monospora@Seq_161"	"K00877"
"Saccharomyces_cerevisiae@YJR024C"	"K08964"
"Saccharomyces_cerevisiae@YBL045C"	"K00414"
"Fusarium_graminearum@Seq_7666"	"K15504"
"Ashbya_aceri@Seq_3503"	"K13993"
"Ambrosiozyma_monospora@Seq_3132"	"K21633"
"yHMPu5000034952_Citeromyces_siamensis@Seq_7250"	"K03448"
"Yarrowia_deformans@Seq_2263"	"K10352"
"Metschnikowia_matae_maris@Seq_6119"	"K02145"
"Spathaspora_hagerdaliae@Seq_4767"	"K00939"
"Candida_sojae@Seq_20"	"K22493"
"yHMPu5000034952_Citeromyces_siamensis@Seq_6628"	"K17871"
"Nakaseomyces_nivariensis@Seq_4272"	"K20827"
"yHMPu5000034990_Candida_corydali@Seq_261"	"K10421"
"yHAB155_Kazachstania_spencerorum@Seq_6054"	"K00591"
"Saccharomyces_cerevisiae@YCR093W"	"K12604"
"yHMPu5000035261_Candida_ponderosae@Seq_635"	"K11267"
"Candida_glabrata@Seq_547"	"K14568"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_11027"	"K00700"
"yHMPu5000035261_Candida_ponderosae@Seq_2702"	"K03870"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_2676"	"K00940"
"yHMPu5000035703_Cyberlindnera_americana@Seq_1071"	"K17743"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_2674"	"K10967"
"Spathaspora_gorwiae@Seq_2578"	"K05287"
"Sclerotinia_sclerotiorum@Seq_2526"	"K01279"
"Botrytis_cinerea@Seq_10982"	"K10380"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_8135"	"K03254"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_8000"	"K02540"
"Candida_apicola@Seq_4228"	"K03320"
"yHMPu5000034918_Nakazawaea_holstii@Seq_4903"	"K11786"
"Botrytis_cinerea@Seq_15203"	"K12818"
"Saccharomyces_cerevisiae@YDL200C"	"K00567"
"yHMPu5000034681_Blastobotrys_americana@Seq_1705"	"K03034"
"yHMPu5000035645_Yarrowia_divulgata@Seq_1123"	"K13711"
"Vanderwaltozyma_polyspora@Seq_2063"	"K14309"
"Sclerotinia_sclerotiorum@Seq_11964"	"K14326"
"yHMPu5000034673_Blastobotrys_nivea@Seq_1613"	"K01968"
"yHMPu5000034947_Ambrosiozyma_philentoma@Seq_2254"	"K12661"
"Spathaspora_passalidarum@Seq_1002"	"K11557"
"Schizosaccharomyces_pombe@Seq_2945"	"K01507"
"yHAB155_Kazachstania_spencerorum@Seq_2876"	"K06699"
"Vanderwaltozyma_polyspora@Seq_3219"	"K09184"
"yHMPu5000026137_Ambrosiozyma_ambrosiae@Seq_3811"	"K14688"
"Metschnikowia_matae@Seq_1342"	"K13113"
"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_4530"	"K03011"
"Metschnikowia_hamakuensis@Seq_3718"	"K01835"
"yHAB166_Kazachstania_yakushimaensis@Seq_1926"	"K02962"
"yHMPu5000034761_Lipomyces_lipofer@Seq_4244"	"K08157"
"yHAB166_Kazachstania_yakushimaensis@Seq_1641"	"K18717"
"Neurospora_crassa@Seq_9246"	"K12484"
"yHAB159_Kazachstania_solicola@Seq_997"	"K15147"
"Saccharomyces_cerevisiae@YMR117C"	"K11557"
"yHMPu5000035643_Yarrowia_bubula@Seq_5470"	"K09510"
"yHMPu5000034952_Citeromyces_siamensis@Seq_9059"	"K01899"
"Ambrosiozyma_monospora@Seq_6055"	"K05668"
"yHMPu5000034999_Cephaloascus_fragrans@Seq_5545"	"K10352"
"yHMPu5000034946_Ambrosiozyma_oregonensis@Seq_4341"	"K17741"
"Metschnikowia_matae@Seq_2425"	"K02021"
"Ambrosiozyma_kashinagacola@Seq_5058"	"K05528"
"Metschnikowia_kamakouana@Seq_5166"	"K11644"
"yHMPu5000035279_Tortispora_starmeri@Seq_1952"	"K17437"
