"locus_tag"	"SNP_NUM"	"nsSNP"	"nsSNP_unique"
"YPL116W"	3088	"461"	1
"YPL115C"	11737	"5602"	12
"YPL113C"	2260	"543"	1
"YPL112C"	3914	"628"	2
"YPL111W"	2808	"688"	1
"YPL110C"	10604	"5571"	19
"YPL109C"	2727	"725"	2
"YPL108W"	3210	"985"	2
"YPL107W"	1981	"1572"	2
"YPL106C"	6868	"902"	4
"YPL105C"	7466	"4593"	20
"YPL104W"	8631	"3155"	6
"YPL103C"	4074	"1131"	4
"YPL101W"	3783	"1384"	6
"YPL100W"	3702	"2025"	5
"YPL099C"	1389	"984"	4
"YPL098C"	1237	"1161"	2
"YPL097W"	2165	"772"	4
"YPL096C-A"	350	"39"	0
"YPL096W"	1443	"585"	4
"YPL095C"	7807	"1957"	2
"YPL094C"	1531	"168"	1
"YPL093W"	6432	"180"	0
"YPL092W"	4664	"3632"	8
"YPL091W"	4706	"2667"	5
"YPL090C"	5419	"2"	0
"YPL089C"	11264	"6729"	10
"YPL088W"	6709	"3627"	4
"YPL087W"	1967	"122"	0
"YPL086C"	2427	"42"	0
"YPL085W"	21432	"13647"	31
"YPL084W"	4596	"2116"	4
"YPL083C"	2378	"556"	1
"YPL082C"	12055	"1555"	5
"YPL081W"	1393	"41"	0
"YPL080C"	880	"598"	1
"YPL079W"	2366	"32"	0
"YPL078C"	1120	"305"	2
"YPL077C"	1001	"465"	1
"YPL076W"	1539	"320"	1
"YPL075W"	4496	"2888"	6
"YPL074W"	3133	"1779"	5
"YPL072W"	6199	"3702"	10
"YPL071C"	1534	"624"	3
"YPL070W"	2507	"449"	2
"YPL069C"	1028	"306"	1
"YPL068C"	2511	"599"	3
"YPL067C"	3446	"1345"	2
"YPL066W"	7674	"2223"	3
"YPL065W"	6486	"1552"	2
"YPL064C"	6694	"4839"	10
"YPL063W"	5839	"862"	1
"YPL062W"	2579	"2345"	7
"YPL061W"	3017	"214"	2
"YPL060W"	5329	"1525"	2
"YPL059W"	3407	"661"	1
"YPL058C"	13165	"4604"	6
"YPL057C"	6351	"2466"	5
"YPL056C"	2626	"1134"	3
"YPL055C"	5161	"2348"	5
"YPL054W"	2933	"2006"	4
"YPL053C"	1873	"538"	1
"YPL052W"	2960	"1176"	5
"YPL051W"	447	"171"	1
"YPL050C"	896	"562"	1
"YPL049C"	9309	"5520"	12
"YPL048W"	2226	"207"	0
"YPL047W"	590	"544"	1
"YPL046C"	678	"612"	1
"YPL045W"	6469	"2603"	4
"YPL043W"	5254	"1366"	1
"YPL042C"	7272	"1431"	3
"YPL041C"	1675	"125"	0
"YPL040C"	16661	"5456"	9
"YPL039W"	4920	"2463"	3
"YPL038W-A"	1232	"1219"	2
"YPL038W"	1618	"727"	1
"YPL037C"	1158	"27"	0
"YPL036W"	16418	"3464"	6
"YPL034W"	2732	"1014"	2
"YPL033C"	2025	"657"	1
"YPL032C"	11397	"3211"	4
"YPL031C"	1743	"74"	0
"YPL030W"	2859	"814"	3
"YPL029W"	5909	"847"	3
"YPL028W"	4950	"75"	1
"YPL027W"	4781	"1431"	5
"YPL026C"	9537	"6100"	9
"YPL024W"	1174	"123"	0
"YPL023C"	8617	"2649"	3
"YPL022W"	22044	"7778"	12
"YPL021W"	5406	"2973"	6
"YPL020C"	5254	"1971"	4
"YPL019C"	9449	"3316"	6
"YPL018W"	4096	"1738"	4
"YPL017C"	6957	"2217"	8
"YPL016W"	14190	"5186"	11
"YPL015C"	3716	"1221"	5
"YPL014W"	2693	"542"	4
"YPL013C"	1043	"48"	0
"YPL012W"	11471	"5728"	7
"YPL011C"	4458	"932"	3
"YPL010W"	540	"72"	0
"YPL009C"	6214	"3550"	9
"YPL008W"	6400	"2858"	10
"YPL007C"	5179	"1612"	6
"YPL006W"	7953	"1595"	5
"YPL005W"	6660	"2945"	9
"YPL004C"	2535	"715"	2
"YPL003W"	3117	"2192"	8
"YPL002C"	667	"67"	0
"YPL001W"	2120	"1251"	2
"YPR001W"	2184	"1084"	3
"YPR002W"	833	"406"	3
"YPR003C"	4292	"1885"	5
"YPR004C"	3048	"881"	1
"YPR005C"	3027	"2024"	4
"YPR006C"	4103	"2418"	6
"YPR007C"	7018	"2448"	9
"YPR008W"	5739	"2654"	10
"YPR009W"	3139	"1248"	5
"YPR010C"	12114	"803"	2
"YPR010C-A"	1360	"11"	0
"YPR011C"	2809	"806"	3
"YPR013C"	3360	"2341"	7
"YPR014C"	603	"193"	2
"YPR015C"	2746	"769"	3
"YPR016C"	491	"24"	0
"YPR017C"	2048	"647"	3
"YPR018W"	7640	"4564"	15
"YPR019W"	5037	"1948"	4
"YPR020W"	505	"149"	1
"YPR021C"	7313	"2010"	5
"YPR022C"	9498	"4017"	7
"YPR023C"	4409	"1424"	2
"YPR024W"	6505	"1465"	2
"YPR025C"	4589	"1122"	5
"YPR026W"	9692	"2263"	5
"YPR027C"	2581	"464"	2
"YPR028W"	1477	"39"	0
"YPR029C"	6425	"2150"	4
"YPR030W"	8779	"3908"	11
"YPR031W"	3644	"1912"	5
"YPR032W"	3712	"2163"	6
"YPR033C"	2648	"568"	1
"YPR034W"	3098	"536"	1
"YPR035W"	999	"17"	0
"YPR036W"	1852	"733"	1
"YPR036W-A"	157	"53"	0
"YPR037C"	587	"122"	1
"YPR040W"	2392	"193"	0
"YPR041W"	2555	"78"	0
"YPR042C"	5631	"1741"	9
"YPR043W"	1878	"3"	0
"YPR045C"	2286	"706"	3
"YPR046W"	1292	"537"	3
"YPR047W"	2003	"374"	1
"YPR048W"	4530	"1507"	7
"YPR049C"	6531	"2681"	9
"YPR051W"	2848	"1021"	1
"YPR052C"	1059	"996"	1
"YPR053C"	326	"308"	1
"YPR054W"	3718	"1159"	1
"YPR055W"	4713	"1213"	5
"YPR056W"	1818	"509"	1
"YPR057W"	4256	"1866"	7
"YPR058W"	1617	"152"	0
"YPR060C"	1544	"147"	1
"YPR061C"	1473	"834"	1
"YPR062W"	490	"51"	0
"YPR063C"	870	"62"	0
"YPR064W"	898	"395"	2
"YPR065W"	3510	"1454"	6
"YPR066W"	2761	"1052"	4
"YPR067W"	1282	"595"	2
"YPR068C"	2158	"1505"	5
"YPR069C"	1228	"130"	2
"YPR070W"	2603	"939"	5
"YPR071W"	2509	"2295"	14
"YPR072W"	3560	"1380"	3
"YPR073C"	1739	"253"	2
"YPR074C"	4482	"199"	0
"YPR075C"	1991	"462"	3
"YPR078C"	3044	"1655"	3
"YPR079W"	3653	"1197"	4
"YPR080W"	18	"2"	0
"YPR081C"	4122	"2018"	5
"YPR082C"	1257	"1120"	2
"YPR083W"	3107	"891"	2
"YPR084W"	4611	"1964"	5
"YPR085C"	2695	"895"	3
"YPR086W"	2257	"1025"	1
"YPR088C"	1785	"188"	0
"YPR089W"	5926	"2759"	10
"YPR091C"	7114	"3469"	9
"YPR093C"	2598	"1267"	4
"YPR094W"	1315	"11"	0
"YPR095C"	9654	"4029"	10
"YPR096C"	1565	"1154"	3
"YPR097W"	8092	"3882"	8
"YPR098C"	1199	"206"	1
"YPR100W"	494	"21"	0
"YPR101W"	1056	"726"	3
"YPR102C"	90	"4"	0
"YPR103W"	890	"129"	2
"YPR104C"	7096	"2583"	10
"YPR105C"	6602	"1572"	6
"YPR106W"	4363	"1493"	5
"YPR107C"	1386	"973"	2
"YPR108W"	3845	"537"	4
"YPR108W-A"	904	"817"	2
"YPR109W"	2536	"1548"	3
"YPR110C"	3391	"312"	1
"YPR111W"	6156	"1499"	5
"YPR112C"	10094	"5173"	9
"YPR113W"	1553	"302"	1
"YPR114W"	3929	"1348"	3
"YPR115W"	14219	"5884"	21
"YPR116W"	4484	"3934"	8
"YPR117W"	11375	"4408"	16
"YPR118W"	2657	"752"	3
"YPR119W"	1385	"233"	0
"YPR120C"	2763	"1172"	3
"YPR121W"	3176	"1986"	5
"YPR122W"	5557	"2033"	7
"YPR124W"	2534	"1250"	2
"YPR125W"	4369	"500"	2
"YPR127W"	4211	"1811"	5
"YPR128C"	1423	"560"	3
"YPR129W"	3788	"2450"	7
"YPR131C"	632	"93"	0
"YPR132W"	3091	"0"	0
"YPR133C"	2517	"942"	3
"YPR133W-A"	23	"11"	0
"YPR134W"	1887	"1250"	5
"YPR135W"	12512	"2625"	6
"YPR137W"	5292	"2299"	4
"YPR138C"	1834	"348"	5
"YPR139C"	3817	"240"	0
"YPR140W"	1414	"360"	2
"YPR141C"	3489	"680"	2
"YPR143W"	1156	"815"	2
"YPR144C"	2098	"790"	3
"YPR145W"	3290	"171"	0
"YPR145C-A"	596	"89"	0
"YPR147C"	2758	"778"	4
"YPR148C"	4756	"1577"	4
"YPR149W"	239	"27"	0
"YPR151C"	1460	"135"	0
"YPR152C"	4642	"3024"	9
"YPR153W"	1060	"122"	0
"YPR154W"	1840	"566"	1
"YPR155C"	2781	"1371"	6
"YPR156C"	4317	"300"	1
"YPR157W"	3763	"2127"	5
"YPR158W"	3078	"1309"	4
"YPR159W"	3246	"965"	5
"YPR159C-A"	999	"668"	2
"YPR160W"	5233	"1704"	5
"YPR161C"	5760	"1595"	7
"YPR162C"	1766	"1073"	5
"YPR163C"	4692	"795"	2
"YPR164W"	15015	"7373"	15
"YPR165W"	321	"63"	1
"YPR166C"	151	"22"	0
"YPR167C"	2103	"259"	2
"YPR168W"	1194	"62"	0
"YPR169W"	4168	"2490"	5
"YPR170W-B"	848	"9"	0
"YPR171W"	5555	"2980"	9
"YPR172W"	3391	"1773"	3
"YPR173C"	3791	"117"	0
"YPR174C"	1939	"1455"	5
"YPR175W"	7536	"3944"	10
"YPR176C"	2872	"1312"	4
"YPR178W"	4973	"2393"	5
"YPR179C"	8649	"4361"	8
"YPR180W"	4905	"1526"	4
"YPR181C"	5766	"172"	0
"YPR182W"	272	"16"	0
"YPR183W"	3464	"131"	0
"YPR184W"	13059	"2500"	11
"YPR185W"	9709	"3978"	6
"YPR186C"	4404	"1545"	4
"YPR187W"	715	"72"	0
"YPR188C"	867	"334"	1
"YPR189W"	9884	"4149"	12
"YPR190C"	6343	"836"	2
"YPR191W"	6498	"2557"	4
"YPR192W"	7745	"3999"	6
"YPR193C"	2255	"958"	7
"YPR194C"	14577	"9470"	25
"YPR195C"	2251	"663"	2
"YPR196W"	8587	"4596"	11
"YPR198W"	5322	"1603"	3
"YPR199C"	2675	"1115"	4
"YPR200C"	2156	"228"	0
"YPR201W"	2100	"677"	1
"YPR202W"	0	"NA"	NA
"YPR203W"	0	"NA"	NA
"YPR204W"	0	"NA"	NA
