	Kazachstania_africana	Saccharomyces_cerevisiae
OG0003383	augustus_masked-scaffold_6-processed-gene-7.136-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.136&CDS=1-675	YGR049W
OG0003384	genemark-scaffold_6-processed-gene-7.226-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.226&CDS=1-1152	YGR052W
OG0003385	augustus_masked-scaffold_6-processed-gene-7.170-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.170&CDS=1-810	YGR053C
OG0003386	genemark-scaffold_6-processed-gene-7.264-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.264&CDS=1-729	YGR057C
OG0003387	genemark-scaffold_6-processed-gene-7.228-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.228&CDS=1-1095	YGR058W
OG0003388	augustus_masked-scaffold_6-processed-gene-7.140-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.140&CDS=1-1398	YGR059W
OG0003389	genemark-scaffold_6-processed-gene-7.265-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.265&CDS=1-4077	YGR061C
OG0003390	snap_masked-scaffold_6-processed-gene-7.45-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-7.45&CDS=1-264	YLR363W-A
OG0003391	genemark-scaffold_6-processed-gene-7.266-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.266&CDS=1-924	YGR062C
OG0003392	genemark-scaffold_6-processed-gene-7.267-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.267&CDS=1-306	YGR063C
OG0003393	genemark-scaffold_6-processed-gene-7.269-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.269&CDS=1-1761	YGR065C
OG0003394	genemark-scaffold_6-processed-gene-7.270-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.270&CDS=1-756	YER026C
OG0003395	genemark-scaffold_6-processed-gene-7.271-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.271&CDS=1-2259	YGL205W
OG0003396	genemark-scaffold_6-processed-gene-7.231-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.231&CDS=1-4959	YGL206C
OG0003397	genemark-scaffold_6-processed-gene-7.272-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.272&CDS=1-4140	YGL207W
OG0003398	snap_masked-scaffold_6-processed-gene-7.90-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-7.90&CDS=1-678	YGL210W
OG0003399	genemark-scaffold_6-processed-gene-7.275-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.275&CDS=1-1119	YGL211W
OG0003400	snap_masked-scaffold_6-processed-gene-7.92-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-7.92&CDS=1-957	YGL212W
OG0003401	genemark-scaffold_6-processed-gene-7.232-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.232&CDS=1-1182	YGL213C
OG0003402	snap_masked-scaffold_6-processed-gene-7.93-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-7.93&CDS=1-1002	YGL215W
OG0003403	genemark-scaffold_6-processed-gene-7.278-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.278&CDS=1-2016	YGL216W
OG0003404	genemark-scaffold_6-processed-gene-7.233-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.233&CDS=1-1260	YGL219C
OG0003405	snap_masked-scaffold_6-processed-gene-7.95-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-7.95&CDS=1-252	YGL220W
OG0003406	genemark-scaffold_6-processed-gene-7.279-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.279&CDS=1-1449	YGR255C
OG0003407	augustus_masked-scaffold_6-processed-gene-7.187-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.187&CDS=1-6363	YCR081W
OG0003408	genemark-scaffold_6-processed-gene-7.234-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.234&CDS=1-2562	YCR077C
OG0003409	snap_masked-scaffold_6-processed-gene-7.50-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-7.50&CDS=1-849	YCR076C
OG0003410	snap_masked-scaffold_6-processed-gene-7.101-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-7.101&CDS=1-273	YCR075W-A
OG0003411	genemark-scaffold_6-processed-gene-7.236-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.236&CDS=1-777	YCR075C
OG0003412	genemark-scaffold_6-processed-gene-7.238-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.238&CDS=1-1545	YCR072C
OG0003413	snap_masked-scaffold_6-processed-gene-7.54-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-7.54&CDS=1-357	YCR071C
OG0003414	genemark-scaffold_6-processed-gene-7.285-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.285&CDS=1-966	YCR069W
OG0003415	genemark-scaffold_6-processed-gene-7.240-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.240&CDS=1-2205	YLL029W
OG0003416	genemark-scaffold_6-processed-gene-7.242-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.242&CDS=1-990	YJL208C
OG0003417	snap_masked-scaffold_7-processed-gene-0.22-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-0.22&CDS=1-285	YNL319W
OG0003418	snap_masked-scaffold_7-processed-gene-0.24-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-0.24&CDS=1-237	YCR097W
OG0003419	genemark-scaffold_7-processed-gene-0.46-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-0.46&CDS=1-1008	YCR036W
OG0003420	snap_masked-scaffold_7-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-0.8&CDS=1-1140	YCR035C
OG0003421	genemark-scaffold_7-processed-gene-0.47-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-0.47&CDS=1-1041	YCR034W
OG0003422	snap_masked-scaffold_7-processed-gene-1.4-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.4&CDS=1-3852	YCR033W
OG0003423	snap_masked-scaffold_7-processed-gene-1.5-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.5&CDS=1-5844	YCR032W
OG0003424	genemark-scaffold_7-processed-gene-1.83-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.83&CDS=1-162	YJL189W
OG0003425	genemark-scaffold_7-processed-gene-1.85-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.85&CDS=1-408	YCR028C-A
OG0003426	genemark-scaffold_7-processed-gene-1.86-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.86&CDS=1-1443	YCR028C
OG0003427	augustus_masked-scaffold_7-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.49&CDS=1-2385	YJR030C
OG0003428	genemark-scaffold_7-processed-gene-1.104-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.104&CDS=1-2070	YKL179C
OG0003429	genemark-scaffold_7-processed-gene-1.105-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.105&CDS=1-1425	YKL178C
OG0003430	augustus_masked-scaffold_7-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.68&CDS=1-5469	YJL171C
OG0003431	snap_masked-scaffold_7-processed-gene-1.6-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.6&CDS=1-1356	YKL175W
OG0003432	genemark-scaffold_7-processed-gene-1.108-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.108&CDS=1-1821	YKL174C
OG0003433	genemark-scaffold_7-processed-gene-1.90-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.90&CDS=1-2865	YKL173W
OG0003434	genemark-scaffold_7-processed-gene-1.91-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.91&CDS=1-1170	YKL172W
OG0003435	genemark-scaffold_7-processed-gene-1.93-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.93&CDS=1-1050	YJL167W
OG0003436	snap_masked-scaffold_7-processed-gene-1.11-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.11&CDS=1-2430	YKL171W
OG0003437	genemark-scaffold_7-processed-gene-1.95-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.95&CDS=1-396	YKL170W
OG0003438	snap_masked-scaffold_7-processed-gene-1.27-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.27&CDS=1-402	YKL167C
OG0003439	snap_masked-scaffold_7-processed-gene-1.28-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.28&CDS=1-1626	YJL163C
OG0003440	genemark-scaffold_7-processed-gene-1.112-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.112&CDS=1-2766	YKL165C
OG0003441	genemark-scaffold_7-processed-gene-1.115-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.115&CDS=1-2682	YJL154C
OG0003442	genemark-scaffold_7-processed-gene-1.97-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.97&CDS=1-1056	YKR066C
OG0003443	genemark-scaffold_7-processed-gene-1.98-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.98&CDS=1-564	YKR065C
OG0003444	augustus_masked-scaffold_7-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.77&CDS=1-2586	YKR064W
OG0003445	genemark-scaffold_7-processed-gene-1.99-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.99&CDS=1-1458	YKR063C
OG0003446	genemark-scaffold_7-processed-gene-1.100-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.100&CDS=1-630	YJL148W
OG0003447	genemark-scaffold_7-processed-gene-1.117-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.117&CDS=1-975	YKR062W
OG0003448	genemark-scaffold_7-processed-gene-1.120-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.120&CDS=1-813	YKR060W
OG0003449	snap_masked-scaffold_7-processed-gene-1.42-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.42&CDS=1-2430	YKR056W
OG0003450	augustus_masked-scaffold_7-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.63&CDS=1-12309	YKR054C
OG0003451	genemark-scaffold_7-processed-gene-1.102-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.102&CDS=1-1209	YKR053C
OG0003452	snap_masked-scaffold_7-processed-gene-2.0-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.0&CDS=1-2934	YJR107W
OG0003453	genemark-scaffold_7-processed-gene-2.58-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.58&CDS=1-3312	YJR109C
OG0003454	genemark-scaffold_7-processed-gene-2.85-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.85&CDS=1-903	YJR111C
OG0003455	genemark-scaffold_7-processed-gene-2.59-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.59&CDS=1-624	YJR112W
OG0003456	genemark-scaffold_7-processed-gene-2.87-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.87&CDS=1-738	YJR113C
OG0003457	genemark-scaffold_7-processed-gene-2.61-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.61&CDS=1-462	YJR104C
OG0003458	genemark-scaffold_7-processed-gene-2.62-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.62&CDS=1-558	YJR102C
OG0003459	genemark-scaffold_7-processed-gene-2.88-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.88&CDS=1-768	YJR101W
OG0003460	genemark-scaffold_7-processed-gene-2.63-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.63&CDS=1-744	YJR100C
OG0003461	genemark-scaffold_7-processed-gene-2.89-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.89&CDS=1-702	YJR099W
OG0003462	genemark-scaffold_7-processed-gene-2.64-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.64&CDS=1-2064	YJR098C
OG0003463	genemark-scaffold_7-processed-gene-2.90-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.90&CDS=1-489	YJR097W
OG0003464	genemark-scaffold_7-processed-gene-2.91-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.91&CDS=1-858	YJR096W
OG0003465	genemark-scaffold_7-processed-gene-2.92-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.92&CDS=1-951	YJR095W
OG0003466	genemark-scaffold_7-processed-gene-2.66-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.66&CDS=1-834	YJR093C
OG0003467	genemark-scaffold_7-processed-gene-2.68-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.68&CDS=1-3369	YJR090C
OG0003468	genemark-scaffold_7-processed-gene-2.94-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.94&CDS=1-2406	YJR089W
OG0003469	genemark-scaffold_7-processed-gene-2.69-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.69&CDS=1-564	YPR037C
OG0003470	genemark-scaffold_7-processed-gene-2.95-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.95&CDS=1-315	YJR086W
OG0003471	genemark-scaffold_7-processed-gene-2.70-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.70&CDS=1-315	YJR085C
OG0003472	augustus_masked-scaffold_7-processed-gene-2.147-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.147&CDS=1-1248	YJR084W
OG0003473	genemark-scaffold_7-processed-gene-2.72-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.72&CDS=1-516	YJR082C
OG0003474	augustus_masked-scaffold_7-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.124&CDS=1-1008	YJR080C
OG0003475	genemark-scaffold_7-processed-gene-2.97-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.97&CDS=1-588	YBL107C
OG0003476	snap_masked-scaffold_7-processed-gene-2.43-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.43&CDS=1-8376	YBL104C
OG0003477	genemark-scaffold_7-processed-gene-2.101-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.101&CDS=1-1164	YBL103C
OG0003478	genemark-scaffold_7-processed-gene-2.74-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.74&CDS=1-642	YBL102W
OG0003479	genemark-scaffold_7-processed-gene-2.75-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.75&CDS=1-1629	YBL099W
OG0003480	maker-scaffold_7-augustus-gene-2.52-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-2.52&CDS=1-3141	YBL097W
OG0003481	genemark-scaffold_7-processed-gene-2.79-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.79&CDS=1-2352	YGR200C
OG0003482	genemark-scaffold_7-processed-gene-2.103-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.103&CDS=1-2268	YGR199W
OG0003483	snap_masked-scaffold_7-processed-gene-2.25-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.25&CDS=1-1113	YDR524C
OG0003484	genemark-scaffold_7-processed-gene-2.81-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.81&CDS=1-1521	YDR523C
OG0003485	genemark-scaffold_7-processed-gene-2.83-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.83&CDS=1-2547	YDR520C
OG0003486	genemark-scaffold_7-processed-gene-2.104-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.104&CDS=1-429	YDR519W
OG0003487	genemark-scaffold_7-processed-gene-2.106-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.106&CDS=1-1068	YDR517W
OG0003488	genemark-scaffold_7-processed-gene-2.107-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.107&CDS=1-879	YDR489W
OG0003489	augustus_masked-scaffold_7-processed-gene-3.54-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.54&CDS=1-1680	YDR488C
OG0003490	genemark-scaffold_7-processed-gene-3.5-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.5&CDS=1-702	YDR486C
OG0003491	augustus_masked-scaffold_7-processed-gene-3.57-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.57&CDS=1-2256	YDR485C
OG0003492	genemark-scaffold_7-processed-gene-3.8-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.8&CDS=1-1848	YDR484W
OG0003493	genemark-scaffold_7-processed-gene-3.10-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.10&CDS=1-972	YBR149W
OG0003494	genemark-scaffold_7-processed-gene-3.11-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.11&CDS=1-951	YBR151W
OG0003495	augustus_masked-scaffold_7-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.63&CDS=1-750	YBR152W
OG0003496	genemark-scaffold_7-processed-gene-3.13-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.13&CDS=1-729	YBR153W
OG0003497	genemark-scaffold_7-processed-gene-3.37-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.37&CDS=1-645	YBR154C
OG0003498	genemark-scaffold_7-processed-gene-3.38-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.38&CDS=1-855	YBR146W
OG0003499	genemark-scaffold_7-processed-gene-3.15-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.15&CDS=1-1314	YBR143C
OG0003500	genemark-scaffold_7-processed-gene-3.40-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.40&CDS=1-2157	YBR142W
OG0003501	genemark-scaffold_7-processed-gene-3.16-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.16&CDS=1-966	YBR141C
OG0003502	genemark-scaffold_7-processed-gene-3.18-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.18&CDS=1-2379	YOL076W
OG0003503	genemark-scaffold_7-processed-gene-3.19-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.19&CDS=1-1455	YBR138C
OG0003504	genemark-scaffold_7-processed-gene-3.41-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.41&CDS=1-519	YBR137W
OG0003505	genemark-scaffold_7-processed-gene-3.42-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.42&CDS=1-1116	YMR244W
OG0003506	maker-scaffold_7-augustus-gene-3.159-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-3.159&CDS=1-1026	YGR078C
OG0003507	genemark-scaffold_7-processed-gene-3.43-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.43&CDS=1-444	YGR074W
OG0003508	genemark-scaffold_7-processed-gene-3.22-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.22&CDS=1-939	YDL047W
OG0003509	genemark-scaffold_7-processed-gene-3.23-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.23&CDS=1-513	YDL046W
OG0003510	snap_masked-scaffold_7-processed-gene-3.148-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.148&CDS=1-276	YBR085C-A
OG0003511	genemark-scaffold_7-processed-gene-3.24-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.24&CDS=1-747	YBL036C
OG0003512	genemark-scaffold_7-processed-gene-3.25-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.25&CDS=1-1872	YPR048W
OG0003513	genemark-scaffold_7-processed-gene-3.46-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.46&CDS=1-774	YBR088C
OG0003514	snap_masked-scaffold_7-processed-gene-3.152-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.152&CDS=1-330	YBR091C
OG0003515	genemark-scaffold_7-processed-gene-3.26-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.26&CDS=1-2229	YBR094W
OG0003516	genemark-scaffold_7-processed-gene-3.48-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.48&CDS=1-1065	YBR095C
OG0003517	genemark-scaffold_7-processed-gene-3.27-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.27&CDS=1-684	YBR096W
OG0003518	genemark-scaffold_7-processed-gene-3.28-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.28&CDS=1-6342	YBR097W
OG0003519	genemark-scaffold_7-processed-gene-3.49-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.49&CDS=1-867	YBR101C
OG0003520	genemark-scaffold_7-processed-gene-3.50-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.50&CDS=1-2286	YBR102C
OG0003521	genemark-scaffold_7-processed-gene-3.29-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.29&CDS=1-1563	YBR103W
OG0003522	genemark-scaffold_7-processed-gene-3.30-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.30&CDS=1-720	YJL121C
OG0003523	genemark-scaffold_7-processed-gene-3.52-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.52&CDS=1-480	YJL122W
OG0003524	genemark-scaffold_7-processed-gene-3.31-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.31&CDS=1-1338	YJL123C
OG0003525	genemark-scaffold_7-processed-gene-3.32-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.32&CDS=1-540	YJL124C
OG0003526	genemark-scaffold_7-processed-gene-3.33-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.33&CDS=1-1158	YJL125C
OG0003527	genemark-scaffold_7-processed-gene-3.53-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.53&CDS=1-918	YJL126W
OG0003528	genemark-scaffold_7-processed-gene-3.34-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.34&CDS=1-2118	YJL127C
OG0003529	genemark-scaffold_7-processed-gene-3.35-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.35&CDS=1-2508	YJL128C
OG0003530	genemark-scaffold_7-processed-gene-4.103-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.103&CDS=1-720	YOR220W
OG0003531	genemark-scaffold_7-processed-gene-4.107-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.107&CDS=1-1017	YOR221C
OG0003532	genemark-scaffold_7-processed-gene-4.105-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.105&CDS=1-831	YOR223W
OG0003533	genemark-scaffold_7-processed-gene-4.108-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.108&CDS=1-441	YOR224C
OG0003534	genemark-scaffold_7-processed-gene-4.109-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.109&CDS=1-477	YOR226C
OG0003535	genemark-scaffold_7-processed-gene-4.134-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.134&CDS=1-2583	YOR217W
OG0003536	genemark-scaffold_7-processed-gene-4.112-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.112&CDS=1-1419	YOR216C
OG0003537	genemark-scaffold_7-processed-gene-4.113-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.113&CDS=1-549	YOR215C
OG0003538	genemark-scaffold_7-processed-gene-4.135-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.135&CDS=1-1254	YOR212W
OG0003539	genemark-scaffold_7-processed-gene-4.136-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.136&CDS=1-741	YPL127C
OG0003540	genemark-scaffold_7-processed-gene-4.115-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.115&CDS=1-6156	YOR207C
OG0003541	genemark-scaffold_7-processed-gene-4.137-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.137&CDS=1-2076	YOR206W
OG0003542	genemark-scaffold_7-processed-gene-4.116-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.116&CDS=1-1623	YOR205C
OG0003543	genemark-scaffold_7-processed-gene-4.139-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.139&CDS=1-657	YOR202W
OG0003544	snap_masked-scaffold_7-processed-gene-4.15-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.15&CDS=1-1005	YOR201C
OG0003545	genemark-scaffold_7-processed-gene-4.118-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.118&CDS=1-1494	YOR198C
OG0003546	genemark-scaffold_7-processed-gene-4.140-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.140&CDS=1-1080	YOR197W
OG0003547	genemark-scaffold_7-processed-gene-4.119-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.119&CDS=1-1098	YOR196C
OG0003548	snap_masked-scaffold_7-processed-gene-4.38-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.38&CDS=1-1848	YOR195W
OG0003549	snap_masked-scaffold_7-processed-gene-4.39-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.39&CDS=1-1077	YPL112C
OG0003550	augustus_masked-scaffold_7-processed-gene-4.76-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.76&CDS=1-753	YBR165W
OG0003551	genemark-scaffold_7-processed-gene-4.143-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.143&CDS=1-1332	YBR166C
OG0003552	genemark-scaffold_7-processed-gene-4.144-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.144&CDS=1-381	YBR167C
OG0003553	snap_masked-scaffold_7-processed-gene-4.18-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.18&CDS=1-1230	YBR168W
OG0003554	genemark-scaffold_7-processed-gene-4.125-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.125&CDS=1-2778	YBR229C
