	Saccharomyces_cerevisiae	yHMPu5000035318_Hyphopichia_heimii
OG0003381	YPL184C	snap_masked-NODE_65_length_64414_cov_19.0737_ID_27107-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_65_length_64414_cov_19.0737_ID_27107-processed-gene-0.4&CDS=1-1830
OG0003382	YPL190C	snap_masked-NODE_28_length_132068_cov_17.5269_ID_17499-processed-gene-0.192-mRNA-1_1&gene=snap_masked-NODE_28_length_132068_cov_17.5269_ID_17499-processed-gene-0.192&CDS=1-2427
OG0003383	YPL194W	snap_masked-NODE_40_length_99243_cov_23.3573_ID_26809-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_40_length_99243_cov_23.3573_ID_26809-processed-gene-0.15&CDS=1-1485
OG0003384	YPL195W	snap_masked-NODE_40_length_99243_cov_23.3573_ID_26809-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_40_length_99243_cov_23.3573_ID_26809-processed-gene-0.43&CDS=1-3339
OG0003385	YPL196W	snap_masked-NODE_40_length_99243_cov_23.3573_ID_26809-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_40_length_99243_cov_23.3573_ID_26809-processed-gene-0.38&CDS=1-924
OG0003386	YPL199C	snap_masked-NODE_28_length_132068_cov_17.5269_ID_17499-processed-gene-0.139-mRNA-1_1&gene=snap_masked-NODE_28_length_132068_cov_17.5269_ID_17499-processed-gene-0.139&CDS=1-750
OG0003387	YPL203W	snap_masked-NODE_213_length_5766_cov_15.0292_ID_27415-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_213_length_5766_cov_15.0292_ID_27415-processed-gene-0.1&CDS=1-1185
OG0003388	YPL204W	snap_masked-NODE_143_length_19087_cov_18.3032_ID_22837-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_143_length_19087_cov_18.3032_ID_22837-processed-gene-0.7&CDS=1-1362
OG0003389	YPL206C	genemark-NODE_143_length_19087_cov_18.3032_ID_22837-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_143_length_19087_cov_18.3032_ID_22837-processed-gene-0.12&CDS=1-2223
OG0003390	YPL207W	augustus_masked-NODE_26_length_133046_cov_18.0642_ID_24063-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_26_length_133046_cov_18.0642_ID_24063-processed-gene-0.68&CDS=1-2241
OG0003391	YPL208W	snap_masked-NODE_4_length_299148_cov_21.5119_ID_28963-processed-gene-1.252-mRNA-1_1&gene=snap_masked-NODE_4_length_299148_cov_21.5119_ID_28963-processed-gene-1.252&CDS=1-1749
OG0003392	YPL209C	snap_masked-NODE_215_length_5089_cov_18.3766_ID_27665-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_215_length_5089_cov_18.3766_ID_27665-processed-gene-0.0&CDS=1-1128
OG0003393	YPL210C	snap_masked-NODE_65_length_64414_cov_19.0737_ID_27107-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_65_length_64414_cov_19.0737_ID_27107-processed-gene-0.18&CDS=1-1965
OG0003394	YPL211W	snap_masked-NODE_143_length_19087_cov_18.3032_ID_22837-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_143_length_19087_cov_18.3032_ID_22837-processed-gene-0.6&CDS=1-543
OG0003395	YPL212C	snap_masked-NODE_143_length_19087_cov_18.3032_ID_22837-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_143_length_19087_cov_18.3032_ID_22837-processed-gene-0.2&CDS=1-1503
OG0003396	YPL214C	snap_masked-NODE_40_length_99243_cov_23.3573_ID_26809-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_40_length_99243_cov_23.3573_ID_26809-processed-gene-0.34&CDS=1-1587
OG0003397	YPL215W	snap_masked-NODE_65_length_64414_cov_19.0737_ID_27107-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_65_length_64414_cov_19.0737_ID_27107-processed-gene-0.1&CDS=1-987
OG0003398	YPL217C	snap_masked-NODE_188_length_9529_cov_21.5117_ID_25972-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_188_length_9529_cov_21.5117_ID_25972-processed-gene-0.10&CDS=1-3489
OG0003399	YPL218W	snap_masked-NODE_27_length_132587_cov_17.0824_ID_144313-processed-gene-0.121-mRNA-1_1&gene=snap_masked-NODE_27_length_132587_cov_17.0824_ID_144313-processed-gene-0.121&CDS=1-567
OG0003400	YPL222W	snap_masked-NODE_7_length_241877_cov_16.5541_ID_27338-processed-gene-1.30-mRNA-1_1&gene=snap_masked-NODE_7_length_241877_cov_16.5541_ID_27338-processed-gene-1.30&CDS=1-1980
OG0003401	YPL225W	snap_masked-NODE_4_length_299148_cov_21.5119_ID_28963-processed-gene-1.249-mRNA-1_1&gene=snap_masked-NODE_4_length_299148_cov_21.5119_ID_28963-processed-gene-1.249&CDS=1-435
OG0003402	YPL226W	genemark-NODE_4_length_299148_cov_21.5119_ID_28963-processed-gene-1.55-mRNA-1_1&gene=genemark-NODE_4_length_299148_cov_21.5119_ID_28963-processed-gene-1.55&CDS=1-4257
OG0003403	YPL227C	snap_masked-NODE_48_length_87499_cov_16.6838_ID_19881-processed-gene-0.88-mRNA-1_1&gene=snap_masked-NODE_48_length_87499_cov_16.6838_ID_19881-processed-gene-0.88&CDS=1-972
OG0003404	YPL228W	snap_masked-NODE_48_length_87499_cov_16.6838_ID_19881-processed-gene-0.87-mRNA-1_1&gene=snap_masked-NODE_48_length_87499_cov_16.6838_ID_19881-processed-gene-0.87&CDS=1-1704
OG0003405	YPL231W	snap_masked-NODE_31_length_126349_cov_17.3347_ID_18600-processed-gene-0.153-mRNA-1_1&gene=snap_masked-NODE_31_length_126349_cov_17.3347_ID_18600-processed-gene-0.153&CDS=1-5649
OG0003406	YPL233W	snap_masked-NODE_45_length_92142_cov_16.7978_ID_20267-processed-gene-0.91-mRNA-1_1&gene=snap_masked-NODE_45_length_92142_cov_16.7978_ID_20267-processed-gene-0.91&CDS=1-672
OG0003407	YPL234C	snap_masked-NODE_45_length_92142_cov_16.7978_ID_20267-processed-gene-0.115-mRNA-1_1&gene=snap_masked-NODE_45_length_92142_cov_16.7978_ID_20267-processed-gene-0.115&CDS=1-531
OG0003408	YPL235W	snap_masked-NODE_45_length_92142_cov_16.7978_ID_20267-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NODE_45_length_92142_cov_16.7978_ID_20267-processed-gene-0.90&CDS=1-1443
OG0003409	YPL236C	snap_masked-NODE_45_length_92142_cov_16.7978_ID_20267-processed-gene-0.113-mRNA-1_1&gene=snap_masked-NODE_45_length_92142_cov_16.7978_ID_20267-processed-gene-0.113&CDS=1-1068
OG0003410	YPL237W	snap_masked-NODE_135_length_24017_cov_17.5869_ID_22012-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_135_length_24017_cov_17.5869_ID_22012-processed-gene-0.3&CDS=1-837
OG0003411	YPL239W	snap_masked-NODE_135_length_24017_cov_17.5869_ID_22012-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_135_length_24017_cov_17.5869_ID_22012-processed-gene-0.4&CDS=1-603
OG0003412	YPL242C	snap_masked-NODE_45_length_92142_cov_16.7978_ID_20267-processed-gene-0.92-mRNA-1_1&gene=snap_masked-NODE_45_length_92142_cov_16.7978_ID_20267-processed-gene-0.92&CDS=1-4761
OG0003413	YPL244C	maker-NODE_6_length_253678_cov_16.585_ID_18500-snap-gene-0.78-mRNA-1_1&gene=maker-NODE_6_length_253678_cov_16.585_ID_18500-snap-gene-0.78&CDS=1-2796
OG0003414	YPL246C	snap_masked-NODE_45_length_92142_cov_16.7978_ID_20267-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_45_length_92142_cov_16.7978_ID_20267-processed-gene-0.85&CDS=1-822
OG0003415	YPL247C	snap_masked-NODE_35_length_122776_cov_16.9709_ID_30454-processed-gene-0.155-mRNA-1_1&gene=snap_masked-NODE_35_length_122776_cov_16.9709_ID_30454-processed-gene-0.155&CDS=1-1575
OG0003416	YPL248C	genemark-NODE_59_length_67375_cov_28.3995_ID_38366-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_59_length_67375_cov_28.3995_ID_38366-processed-gene-0.58&CDS=1-2187
OG0003417	YPL249C	snap_masked-NODE_35_length_122776_cov_16.9709_ID_30454-processed-gene-0.142-mRNA-1_1&gene=snap_masked-NODE_35_length_122776_cov_16.9709_ID_30454-processed-gene-0.142&CDS=1-2022
OG0003418	YPL252C	snap_masked-NODE_52_length_81500_cov_18.613_ID_27766-processed-gene-0.68-mRNA-1_1&gene=snap_masked-NODE_52_length_81500_cov_18.613_ID_27766-processed-gene-0.68&CDS=1-516
OG0003419	YPL254W	snap_masked-NODE_52_length_81500_cov_18.613_ID_27766-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_52_length_81500_cov_18.613_ID_27766-processed-gene-0.83&CDS=1-1311
OG0003420	YPL259C	snap_masked-NODE_26_length_133046_cov_18.0642_ID_24063-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_26_length_133046_cov_18.0642_ID_24063-processed-gene-0.46&CDS=1-1332
OG0003421	YPL260W	snap_masked-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-1.64-mRNA-1_1&gene=snap_masked-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-1.64&CDS=1-1863
OG0003422	YPL262W	snap_masked-NODE_15_length_165856_cov_16.9442_ID_20110-processed-gene-0.135-mRNA-1_1&gene=snap_masked-NODE_15_length_165856_cov_16.9442_ID_20110-processed-gene-0.135&CDS=1-1401
OG0003423	YPL263C	snap_masked-NODE_145_length_18698_cov_16.7855_ID_22966-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_145_length_18698_cov_16.7855_ID_22966-processed-gene-0.7&CDS=1-1869
OG0003424	YPL265W	maker-NODE_94_length_42254_cov_17.0824_ID_26534-snap-gene-0.56-mRNA-1_1&gene=maker-NODE_94_length_42254_cov_17.0824_ID_26534-snap-gene-0.56&CDS=1-2775
OG0003425	YPL266W	snap_masked-NODE_145_length_18698_cov_16.7855_ID_22966-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_145_length_18698_cov_16.7855_ID_22966-processed-gene-0.2&CDS=1-975
OG0003426	YPL269W	genemark-NODE_145_length_18698_cov_16.7855_ID_22966-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_145_length_18698_cov_16.7855_ID_22966-processed-gene-0.18&CDS=1-2034
OG0003427	YPL270W	snap_masked-NODE_7_length_241877_cov_16.5541_ID_27338-processed-gene-0.121-mRNA-1_1&gene=snap_masked-NODE_7_length_241877_cov_16.5541_ID_27338-processed-gene-0.121&CDS=1-2427
OG0003428	YPL271W	snap_masked-NODE_7_length_241877_cov_16.5541_ID_27338-processed-gene-0.100-mRNA-1_1&gene=snap_masked-NODE_7_length_241877_cov_16.5541_ID_27338-processed-gene-0.100&CDS=1-180
OG0003429	YPR003C	snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-1.64-mRNA-1_1&gene=snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-1.64&CDS=1-2580
OG0003430	YPR004C	snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-1.85-mRNA-1_1&gene=snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-1.85&CDS=1-984
OG0003431	YPR007C	snap_masked-NODE_8_length_237339_cov_17.8205_ID_26405-processed-gene-1.32-mRNA-1_1&gene=snap_masked-NODE_8_length_237339_cov_17.8205_ID_26405-processed-gene-1.32&CDS=1-1674
OG0003432	YPR010C	genemark-NODE_12_length_180239_cov_16.75_ID_18367-processed-gene-0.159-mRNA-1_1&gene=genemark-NODE_12_length_180239_cov_16.75_ID_18367-processed-gene-0.159&CDS=1-3492
OG0003433	YPR010C-A	snap_masked-NODE_55_length_79861_cov_16.653_ID_16856-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_55_length_79861_cov_16.653_ID_16856-processed-gene-0.29&CDS=1-243
OG0003434	YPR011C	snap_masked-NODE_55_length_79861_cov_16.653_ID_16856-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_55_length_79861_cov_16.653_ID_16856-processed-gene-0.30&CDS=1-993
OG0003435	YPR016C	snap_masked-NODE_11_length_197687_cov_22.5789_ID_23058-processed-gene-0.225-mRNA-1_1&gene=snap_masked-NODE_11_length_197687_cov_22.5789_ID_23058-processed-gene-0.225&CDS=1-735
OG0003436	YPR017C	snap_masked-NODE_11_length_197687_cov_22.5789_ID_23058-processed-gene-0.229-mRNA-1_1&gene=snap_masked-NODE_11_length_197687_cov_22.5789_ID_23058-processed-gene-0.229&CDS=1-456
OG0003437	YPR018W	snap_masked-NODE_137_length_22752_cov_17.0108_ID_24628-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_137_length_22752_cov_17.0108_ID_24628-processed-gene-0.26&CDS=1-1908
OG0003438	YPR019W	snap_masked-NODE_5_length_272244_cov_18.3867_ID_32304-processed-gene-1.65-mRNA-1_1&gene=snap_masked-NODE_5_length_272244_cov_18.3867_ID_32304-processed-gene-1.65&CDS=1-2694
OG0003439	YPR020W	snap_masked-NODE_5_length_272244_cov_18.3867_ID_32304-processed-gene-1.24-mRNA-1_1&gene=snap_masked-NODE_5_length_272244_cov_18.3867_ID_32304-processed-gene-1.24&CDS=1-375
OG0003440	YPR021C	snap_masked-NODE_82_length_48149_cov_16.7937_ID_21417-processed-gene-0.68-mRNA-1_1&gene=snap_masked-NODE_82_length_48149_cov_16.7937_ID_21417-processed-gene-0.68&CDS=1-2190
OG0003441	YPR022C	snap_masked-NODE_82_length_48149_cov_16.7937_ID_21417-processed-gene-0.56-mRNA-1_1&gene=snap_masked-NODE_82_length_48149_cov_16.7937_ID_21417-processed-gene-0.56&CDS=1-3345
OG0003442	YPR023C	snap_masked-NODE_4_length_299148_cov_21.5119_ID_28963-processed-gene-1.267-mRNA-1_1&gene=snap_masked-NODE_4_length_299148_cov_21.5119_ID_28963-processed-gene-1.267&CDS=1-948
OG0003443	YPR024W	augustus_masked-NODE_56_length_79256_cov_17.539_ID_29615-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_56_length_79256_cov_17.539_ID_29615-processed-gene-0.54&CDS=1-4113
OG0003444	YPR025C	snap_masked-NODE_2_length_316506_cov_16.9557_ID_27379-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_2_length_316506_cov_16.9557_ID_27379-processed-gene-0.32&CDS=1-972
OG0003445	YPR026W	snap_masked-NODE_26_length_133046_cov_18.0642_ID_24063-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_26_length_133046_cov_18.0642_ID_24063-processed-gene-0.9&CDS=1-3159
OG0003446	YPR028W	snap_masked-NODE_209_length_6405_cov_18.5395_ID_27038-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_209_length_6405_cov_18.5395_ID_27038-processed-gene-0.2&CDS=1-525
OG0003447	YPR029C	snap_masked-NODE_209_length_6405_cov_18.5395_ID_27038-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_209_length_6405_cov_18.5395_ID_27038-processed-gene-0.0&CDS=1-2430
OG0003448	YPR031W	snap_masked-NODE_43_length_95397_cov_16.6454_ID_20684-processed-gene-0.108-mRNA-1_1&gene=snap_masked-NODE_43_length_95397_cov_16.6454_ID_20684-processed-gene-0.108&CDS=1-2394
OG0003449	YPR033C	snap_masked-NODE_39_length_104675_cov_24.4927_ID_26108-processed-gene-0.94-mRNA-1_1&gene=snap_masked-NODE_39_length_104675_cov_24.4927_ID_26108-processed-gene-0.94&CDS=1-1605
OG0003450	YPR035W	snap_masked-NODE_49_length_85120_cov_22.9756_ID_22926-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_49_length_85120_cov_22.9756_ID_22926-processed-gene-0.27&CDS=1-1110
OG0003451	YPR036W	snap_masked-NODE_49_length_85120_cov_22.9756_ID_22926-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_49_length_85120_cov_22.9756_ID_22926-processed-gene-0.26&CDS=1-1413
OG0003452	YPR037C	augustus_masked-NODE_153_length_16698_cov_16.0961_ID_23565-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_153_length_16698_cov_16.0961_ID_23565-processed-gene-0.19&CDS=1-792
OG0003453	YPR040W	snap_masked-NODE_49_length_85120_cov_22.9756_ID_22926-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_49_length_85120_cov_22.9756_ID_22926-processed-gene-0.36&CDS=1-1272
OG0003454	YPR041W	snap_masked-NODE_49_length_85120_cov_22.9756_ID_22926-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_49_length_85120_cov_22.9756_ID_22926-processed-gene-0.31&CDS=1-1203
OG0003455	YPR045C	snap_masked-NODE_32_length_126318_cov_17.2359_ID_16641-processed-gene-0.145-mRNA-1_1&gene=snap_masked-NODE_32_length_126318_cov_17.2359_ID_16641-processed-gene-0.145&CDS=1-1626
OG0003456	YPR047W	snap_masked-NODE_14_length_173023_cov_17.2555_ID_27503-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_14_length_173023_cov_17.2555_ID_27503-processed-gene-0.11&CDS=1-1362
OG0003457	YPR048W	snap_masked-NODE_14_length_173023_cov_17.2555_ID_27503-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_14_length_173023_cov_17.2555_ID_27503-processed-gene-0.60&CDS=1-1746
OG0003458	YPR049C	snap_masked-NODE_115_length_34625_cov_26.9302_ID_25678-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_115_length_34625_cov_26.9302_ID_25678-processed-gene-0.13&CDS=1-3654
OG0003459	YPR051W	snap_masked-NODE_115_length_34625_cov_26.9302_ID_25678-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_115_length_34625_cov_26.9302_ID_25678-processed-gene-0.16&CDS=1-546
OG0003460	YPR054W	maker-NODE_3_length_307707_cov_19.6315_ID_16958-snap-gene-1.154-mRNA-1_1&gene=maker-NODE_3_length_307707_cov_19.6315_ID_16958-snap-gene-1.154&CDS=1-1074
OG0003461	YPR055W	snap_masked-NODE_80_length_49429_cov_17.6476_ID_21053-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_80_length_49429_cov_17.6476_ID_21053-processed-gene-0.58&CDS=1-3324
OG0003462	YPR056W	snap_masked-NODE_36_length_121639_cov_16.6683_ID_16828-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_36_length_121639_cov_16.6683_ID_16828-processed-gene-0.8&CDS=1-1140
OG0003463	YPR058W	snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-2.6-mRNA-1_1&gene=snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-2.6&CDS=1-897
OG0003464	YPR060C	genemark-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-2.124-mRNA-1_1&gene=genemark-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-2.124&CDS=1-801
OG0003465	YPR061C	snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-2.1-mRNA-1_1&gene=snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-2.1&CDS=1-966
OG0003466	YPR063C	snap_masked-NODE_36_length_121639_cov_16.6683_ID_16828-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_36_length_121639_cov_16.6683_ID_16828-processed-gene-0.10&CDS=1-366
OG0003467	YPR065W	snap_masked-NODE_90_length_42864_cov_21.6107_ID_29944-processed-gene-0.68-mRNA-1_1&gene=snap_masked-NODE_90_length_42864_cov_21.6107_ID_29944-processed-gene-0.68&CDS=1-1245
OG0003468	YPR066W	maker-NODE_8_length_237339_cov_17.8205_ID_26405-augustus-gene-1.185-mRNA-1_1&gene=maker-NODE_8_length_237339_cov_17.8205_ID_26405-augustus-gene-1.185&CDS=1-2559
OG0003469	YPR067W	snap_masked-NODE_69_length_59586_cov_16.3273_ID_18938-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_69_length_59586_cov_16.3273_ID_18938-processed-gene-0.50&CDS=1-678
OG0003470	YPR069C	snap_masked-NODE_2_length_316506_cov_16.9557_ID_27379-processed-gene-2.194-mRNA-1_1&gene=snap_masked-NODE_2_length_316506_cov_16.9557_ID_27379-processed-gene-2.194&CDS=1-885
OG0003471	YPR073C	maker-NODE_18_length_149404_cov_17.6318_ID_33062-augustus-gene-0.130-mRNA-1_1&gene=maker-NODE_18_length_149404_cov_17.6318_ID_33062-augustus-gene-0.130&CDS=1-501
OG0003472	YPR074C	snap_masked-NODE_18_length_149404_cov_17.6318_ID_33062-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_18_length_149404_cov_17.6318_ID_33062-processed-gene-0.33&CDS=1-2028
OG0003473	YPR075C	snap_masked-NODE_18_length_149404_cov_17.6318_ID_33062-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_18_length_149404_cov_17.6318_ID_33062-processed-gene-0.34&CDS=1-1746
OG0003474	YPR079W	snap_masked-NODE_91_length_42770_cov_17.5302_ID_21210-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_91_length_42770_cov_17.5302_ID_21210-processed-gene-0.38&CDS=1-864
OG0003475	YPR082C	snap_masked-NODE_7_length_241877_cov_16.5541_ID_27338-processed-gene-1.15-mRNA-1_1&gene=snap_masked-NODE_7_length_241877_cov_16.5541_ID_27338-processed-gene-1.15&CDS=1-429
OG0003476	YPR084W	snap_masked-NODE_15_length_165856_cov_16.9442_ID_20110-processed-gene-0.159-mRNA-1_1&gene=snap_masked-NODE_15_length_165856_cov_16.9442_ID_20110-processed-gene-0.159&CDS=1-1269
OG0003477	YPR086W	snap_masked-NODE_15_length_165856_cov_16.9442_ID_20110-processed-gene-0.152-mRNA-1_1&gene=snap_masked-NODE_15_length_165856_cov_16.9442_ID_20110-processed-gene-0.152&CDS=1-1035
OG0003478	YPR088C	snap_masked-NODE_14_length_173023_cov_17.2555_ID_27503-processed-gene-0.84-mRNA-1_1&gene=snap_masked-NODE_14_length_173023_cov_17.2555_ID_27503-processed-gene-0.84&CDS=1-1656
OG0003479	YPR089W	snap_masked-NODE_91_length_42770_cov_17.5302_ID_21210-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_91_length_42770_cov_17.5302_ID_21210-processed-gene-0.46&CDS=1-2511
OG0003480	YPR091C	snap_masked-NODE_28_length_132068_cov_17.5269_ID_17499-processed-gene-0.156-mRNA-1_1&gene=snap_masked-NODE_28_length_132068_cov_17.5269_ID_17499-processed-gene-0.156&CDS=1-2616
OG0003481	YPR094W	snap_masked-NODE_201_length_7409_cov_18.2527_ID_177374-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_201_length_7409_cov_18.2527_ID_177374-processed-gene-0.10&CDS=1-342
OG0003482	YPR097W	snap_masked-NODE_12_length_180239_cov_16.75_ID_18367-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_12_length_180239_cov_16.75_ID_18367-processed-gene-0.20&CDS=1-2889
OG0003483	YPR098C	snap_masked-NODE_111_length_36432_cov_16.9356_ID_22865-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_111_length_36432_cov_16.9356_ID_22865-processed-gene-0.9&CDS=1-507
OG0003484	YPR103W	snap_masked-NODE_53_length_81234_cov_16.3993_ID_17330-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NODE_53_length_81234_cov_16.3993_ID_17330-processed-gene-0.90&CDS=1-846
OG0003485	YPR105C	snap_masked-NODE_55_length_79861_cov_16.653_ID_16856-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_55_length_79861_cov_16.653_ID_16856-processed-gene-0.25&CDS=1-2544
OG0003486	YPR107C	genemark-NODE_55_length_79861_cov_16.653_ID_16856-processed-gene-0.98-mRNA-1_1&gene=genemark-NODE_55_length_79861_cov_16.653_ID_16856-processed-gene-0.98&CDS=1-582
OG0003487	YPR108W	snap_masked-NODE_121_length_31199_cov_19.6624_ID_24656-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_121_length_31199_cov_19.6624_ID_24656-processed-gene-0.9&CDS=1-1203
OG0003488	YPR110C	augustus_masked-NODE_37_length_117182_cov_21.9344_ID_38234-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-NODE_37_length_117182_cov_21.9344_ID_38234-processed-gene-0.124&CDS=1-1719
OG0003489	YPR112C	snap_masked-NODE_153_length_16698_cov_16.0961_ID_23565-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_153_length_16698_cov_16.0961_ID_23565-processed-gene-0.5&CDS=1-2511
OG0003490	YPR113W	snap_masked-NODE_2_length_316506_cov_16.9557_ID_27379-processed-gene-1.103-mRNA-1_1&gene=snap_masked-NODE_2_length_316506_cov_16.9557_ID_27379-processed-gene-1.103&CDS=1-642
OG0003491	YPR118W	snap_masked-NODE_106_length_37701_cov_17.956_ID_28546-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_106_length_37701_cov_17.956_ID_28546-processed-gene-0.21&CDS=1-1212
OG0003492	YPR122W	snap_masked-NODE_14_length_173023_cov_17.2555_ID_27503-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_14_length_173023_cov_17.2555_ID_27503-processed-gene-0.6&CDS=1-3246
OG0003493	YPR124W	snap_masked-NODE_80_length_49429_cov_17.6476_ID_21053-processed-gene-0.66-mRNA-1_1&gene=snap_masked-NODE_80_length_49429_cov_17.6476_ID_21053-processed-gene-0.66&CDS=1-756
