	Candida_succiphila	Saccharomyces_cerevisiae
OG0002879	-processed-gene-0.111-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-0.111&CDS=1-2208	YJR113C
OG0002880	-processed-gene-0.112-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-0.112&CDS=1-1329	YBL045C
OG0002881	-processed-gene-0.94-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-0.94&CDS=1-387	YPR166C
OG0002882	-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-0.71&CDS=1-1725	YHR045W
OG0002883	-processed-gene-0.115-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-0.115&CDS=1-978	YBL049W
OG0002884	-processed-gene-0.97-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-0.97&CDS=1-2178	YJR110W
OG0002885	-processed-gene-0.116-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-0.116&CDS=1-843	YJR111C
OG0002886	-processed-gene-0.119-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-0.119&CDS=1-1701	YDR536W
OG0002887	-processed-gene-0.120-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-0.120&CDS=1-1704	YPR169W
OG0002888	-processed-gene-0.121-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-0.121&CDS=1-591	YPR165W
OG0002889	-processed-gene-0.122-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-0.122&CDS=1-855	YPR167C
OG0002890	-processed-gene-0.98-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-0.98&CDS=1-438	YPR168W
OG0002891	-processed-gene-1.101-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.101&CDS=1-3750	YBR080C
OG0002892	-processed-gene-1.97-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.97&CDS=1-816	YBR261C
OG0002893	-processed-gene-1.99-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.99&CDS=1-954	YCL031C
OG0002894	-snap-gene-1.46-mRNA-1_1&gene=maker-gi|1002316223|dbj|BCGL01000001.1|-snap-gene-1.46&CDS=1-1380	YCL032W
OG0002895	-processed-gene-1.122-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.122&CDS=1-2628	YIL140W
OG0002896	-processed-gene-1.106-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.106&CDS=1-3435	YFL025C
OG0002897	-processed-gene-1.107-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.107&CDS=1-2535	YNL082W
OG0002898	-processed-gene-1.108-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.108&CDS=1-1200	YFL026W
OG0002899	-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.28&CDS=1-1653	YNL083W
OG0002900	-processed-gene-1.109-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.109&CDS=1-1578	YIL142W
OG0002901	-processed-gene-1.125-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.125&CDS=1-1203	YNL084C
OG0002902	-processed-gene-1.126-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.126&CDS=1-8004	YIL129C
OG0002903	-processed-gene-1.111-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.111&CDS=1-3225	YIL128W
OG0002904	-processed-gene-1.127-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.127&CDS=1-297	YKL053C-A
OG0002905	-processed-gene-1.114-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.114&CDS=1-1242	YLR056W
OG0002906	-processed-gene-1.129-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.129&CDS=1-1008	YFL028C
OG0002907	-processed-gene-1.115-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.115&CDS=1-2289	YLR055C
OG0002908	-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.34&CDS=1-1962	YML042W
OG0002909	-processed-gene-1.116-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.116&CDS=1-1689	YCR098C
OG0002910	-processed-gene-1.119-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.119&CDS=1-813	YOR157C
OG0002911	-processed-gene-1.132-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.132&CDS=1-639	YDR408C
OG0002912	-processed-gene-1.133-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.133&CDS=1-1674	YOR136W
OG0002913	-processed-gene-1.120-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.120&CDS=1-306	YDR377W
OG0002914	-processed-gene-1.135-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.135&CDS=1-1515	YDR376W
OG0002915	-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.41&CDS=1-288	YDR510W
OG0002916	-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-2.89&CDS=1-2478	YDR499W
OG0002917	-processed-gene-2.49-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-2.49&CDS=1-813	YLR186W
OG0002918	-augustus-gene-2.42-mRNA-1_1&gene=maker-gi|1002316223|dbj|BCGL01000001.1|-augustus-gene-2.42&CDS=1-3177	YNL279W
OG0002919	-processed-gene-2.54-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-2.54&CDS=1-1092	YCL059C
OG0002920	-processed-gene-2.55-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-2.55&CDS=1-1254	YGL153W
OG0002921	-processed-gene-2.56-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-2.56&CDS=1-1860	YDL119C
OG0002922	-processed-gene-2.72-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-2.72&CDS=1-1119	YGL155W
OG0002923	-processed-gene-2.73-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-2.73&CDS=1-3354	YGL156W
OG0002924	-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-2.109&CDS=1-3234	YFR030W
OG0002925	-processed-gene-2.58-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-2.58&CDS=1-1116	YPR035W
OG0002926	-processed-gene-2.95-mRNA-1_1&gene=augustus_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-2.95&CDS=1-2604	YPR036W
OG0002927	-processed-gene-2.61-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-2.61&CDS=1-1209	YPR041W
OG0002928	-processed-gene-2.63-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-2.63&CDS=1-2595	YJR090C
OG0002929	-processed-gene-2.78-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-2.78&CDS=1-879	YJR088C
OG0002930	-processed-gene-2.79-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-2.79&CDS=1-834	YPR037C
OG0002931	-processed-gene-2.64-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-2.64&CDS=1-1431	YPR040W
OG0002932	-processed-gene-2.65-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-2.65&CDS=1-1317	YJR093C
OG0002933	-processed-gene-2.82-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-2.82&CDS=1-4569	YJR092W
OG0002934	-processed-gene-2.67-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-2.67&CDS=1-816	YIL070C
OG0002935	-processed-gene-2.68-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-2.68&CDS=1-4575	YPR184W
OG0002936	-processed-gene-2.70-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-2.70&CDS=1-744	YPL129W
OG0002937	-processed-gene-2.85-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-2.85&CDS=1-1272	YOR212W
OG0002938	-processed-gene-3.0-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.0&CDS=1-1233	YKL021C
OG0002939	-processed-gene-3.4-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.4&CDS=1-1107	YIR034C
OG0002940	-processed-gene-3.1-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.1&CDS=1-2097	YKL022C
OG0002941	-processed-gene-3.2-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.2&CDS=1-1101	YGR223C
OG0002942	-processed-gene-3.5-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.5&CDS=1-2712	YLL013C
OG0002943	-processed-gene-3.7-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.7&CDS=1-819	YOR278W
OG0002944	-processed-gene-3.69-mRNA-1_1&gene=snap_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.69&CDS=1-3642	YMR218C
OG0002945	-processed-gene-3.29-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.29&CDS=1-3594	YGR233C
OG0002946	-processed-gene-3.31-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.31&CDS=1-1098	YOR025W
OG0002947	-processed-gene-3.10-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.10&CDS=1-2013	YDR479C
OG0002948	-processed-gene-3.32-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.32&CDS=1-1674	YDR257C
OG0002949	-processed-gene-3.13-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.13&CDS=1-1776	YOR027W
OG0002950	-processed-gene-3.14-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.14&CDS=1-1755	YDR477W
OG0002951	-processed-gene-3.18-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.18&CDS=1-1308	YOL125W
OG0002952	-processed-gene-3.19-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.19&CDS=1-756	YKL055C
OG0002953	-processed-gene-3.20-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.20&CDS=1-504	YKL056C
OG0002954	-processed-gene-3.33-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.33&CDS=1-1494	YER168C
OG0002955	-processed-gene-3.63-mRNA-1_1&gene=snap_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.63&CDS=1-768	YGR158C
OG0002956	-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.119&CDS=1-2730	YGR157W
OG0002957	-processed-gene-3.37-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.37&CDS=1-327	YKL160W
OG0002958	-processed-gene-3.22-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.22&CDS=1-1143	YHR052W
OG0002959	-processed-gene-3.80-mRNA-1_1&gene=snap_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.80&CDS=1-1896	YJL163C
OG0002960	-processed-gene-3.39-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.39&CDS=1-2265	YBL011W
OG0002961	-processed-gene-3.24-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.24&CDS=1-2322	YGL022W
OG0002962	-processed-gene-4.46-mRNA-1_1&gene=snap_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-4.46&CDS=1-3936	YMR190C
OG0002963	-processed-gene-4.90-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-4.90&CDS=1-2391	YGL234W
OG0002964	-snap-gene-4.43-mRNA-1_1&gene=maker-gi|1002316223|dbj|BCGL01000001.1|-snap-gene-4.43&CDS=1-2004	YBR160W
OG0002965	-processed-gene-4.114-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-4.114&CDS=1-1566	YOR301W
OG0002966	-processed-gene-4.95-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-4.95&CDS=1-1695	YOR128C
OG0002967	-processed-gene-4.96-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-4.96&CDS=1-1716	YHR168W
OG0002968	-processed-gene-4.115-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-4.115&CDS=1-2424	YHR172W
OG0002969	-processed-gene-4.97-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-4.97&CDS=1-2283	YGR245C
OG0002970	-processed-gene-4.116-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-4.116&CDS=1-1302	YHR169W
OG0002971	-processed-gene-4.98-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-4.98&CDS=1-1773	YDR292C
OG0002972	-processed-gene-4.117-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-4.117&CDS=1-1998	YHR171W
OG0002973	-processed-gene-4.118-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-4.118&CDS=1-1545	YHR170W
OG0002974	-processed-gene-4.100-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-4.100&CDS=1-1713	YGR246C
OG0002975	-processed-gene-4.101-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-4.101&CDS=1-1590	YJR006W
OG0002976	-augustus-gene-4.131-mRNA-1_1&gene=maker-gi|1002316223|dbj|BCGL01000001.1|-augustus-gene-4.131&CDS=1-1899	YGR171C
OG0002977	-processed-gene-4.121-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-4.121&CDS=1-1428	YLR015W
OG0002978	-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-4.15&CDS=1-1446	YMR293C
OG0002979	-processed-gene-4.122-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-4.122&CDS=1-417	YMR292W
OG0002980	-processed-gene-4.123-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-4.123&CDS=1-1110	YGR173W
OG0002981	-processed-gene-4.110-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-4.110&CDS=1-1554	YNL277W
OG0002982	-processed-gene-4.128-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-4.128&CDS=1-4032	YLR189C
OG0002983	-processed-gene-4.129-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-4.129&CDS=1-1344	YER019W
OG0002984	-processed-gene-4.130-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-4.130&CDS=1-2103	YGR266W
OG0002985	-processed-gene-5.46-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-5.46&CDS=1-9585	YLL040C
OG0002986	-processed-gene-5.50-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-5.50&CDS=1-1050	YBL013W
OG0002987	-processed-gene-5.52-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-5.52&CDS=1-2100	YGL026C
OG0002988	-processed-gene-5.104-mRNA-1_1&gene=snap_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-5.104&CDS=1-2478	YBL014C
OG0002989	-processed-gene-5.54-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-5.54&CDS=1-2481	YGL027C
OG0002990	-processed-gene-5.106-mRNA-1_1&gene=snap_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-5.106&CDS=1-630	YGL033W
OG0002991	-processed-gene-5.56-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-5.56&CDS=1-735	YNL178W
OG0002992	-snap-gene-5.92-mRNA-1_1&gene=maker-gi|1002316223|dbj|BCGL01000001.1|-snap-gene-5.92&CDS=1-636	YDL212W
OG0002993	-processed-gene-5.73-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-5.73&CDS=1-918	YNL177C
OG0002994	-processed-gene-5.75-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-5.75&CDS=1-945	YKR025W
OG0002995	-processed-gene-5.60-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-5.60&CDS=1-2385	YKR024C
OG0002996	-processed-gene-5.61-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-5.61&CDS=1-579	YDR013W
OG0002997	-snap-gene-5.93-mRNA-1_1&gene=maker-gi|1002316223|dbj|BCGL01000001.1|-snap-gene-5.93&CDS=1-3279	YDR017C
OG0002998	-processed-gene-5.64-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-5.64&CDS=1-738	YMR134W
OG0002999	-processed-gene-5.79-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-5.79&CDS=1-1359	YMR135C
OG0003000	-processed-gene-5.35-mRNA-1_1&gene=augustus_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-5.35&CDS=1-5289	YGL017W
OG0003001	-processed-gene-5.66-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-5.66&CDS=1-885	YDR429C
OG0003002	-processed-gene-5.36-mRNA-1_1&gene=augustus_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-5.36&CDS=1-735	YDR428C
OG0003003	-processed-gene-5.67-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-5.67&CDS=1-1053	YDR432W
OG0003004	-processed-gene-5.84-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-5.84&CDS=1-651	YCR051W
OG0003005	-processed-gene-5.69-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-5.69&CDS=1-705	YNR020C
OG0003006	-processed-gene-5.70-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-5.70&CDS=1-816	YCR047C
OG0003007	-processed-gene-5.25-mRNA-1_1&gene=augustus_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-5.25&CDS=1-504	YCR046C
OG0003008	-processed-gene-5.26-mRNA-1_1&gene=augustus_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-5.26&CDS=1-1131	YNR021W
OG0003009	-processed-gene-5.87-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-5.87&CDS=1-801	YNR022C
OG0003010	-processed-gene-5.88-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-5.88&CDS=1-1254	YEL056W
OG0003011	-snap-gene-5.95-mRNA-1_1&gene=maker-gi|1002316223|dbj|BCGL01000001.1|-snap-gene-5.95&CDS=1-3093	YCR053W
OG0003012	-snap-gene-6.150-mRNA-1_1&gene=maker-gi|1002316223|dbj|BCGL01000001.1|-snap-gene-6.150&CDS=1-1374	YBR126C
OG0003013	-processed-gene-6.3-mRNA-1_1&gene=snap_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-6.3&CDS=1-912	YBR125C
OG0003014	-processed-gene-6.70-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-6.70&CDS=1-369	YKL003C
OG0003015	-processed-gene-6.7-mRNA-1_1&gene=snap_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-6.7&CDS=1-651	YKL002W
OG0003016	-processed-gene-6.55-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-6.55&CDS=1-753	YKL007W
OG0003017	-processed-gene-6.22-mRNA-1_1&gene=snap_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-6.22&CDS=1-279	YKL006C-A
OG0003018	-processed-gene-6.23-mRNA-1_1&gene=snap_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-6.23&CDS=1-1749	YKL005C
OG0003019	-processed-gene-6.113-mRNA-1_1&gene=augustus_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-6.113&CDS=1-1716	YBR123C
OG0003020	-processed-gene-6.73-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-6.73&CDS=1-1374	YHL004W
OG0003021	-processed-gene-6.74-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-6.74&CDS=1-1515	YHL002W
OG0003022	-processed-gene-6.129-mRNA-1_1&gene=augustus_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-6.129&CDS=1-4008	YER093C
OG0003023	-processed-gene-6.77-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-6.77&CDS=1-1851	YBR122C
OG0003024	-processed-gene-6.62-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-6.62&CDS=1-564	YNL260C
OG0003025	-processed-gene-6.132-mRNA-1_1&gene=augustus_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-6.132&CDS=1-1269	YNL261W
OG0003026	-processed-gene-6.79-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-6.79&CDS=1-1362	YDR171W
OG0003027	-processed-gene-6.118-mRNA-1_1&gene=augustus_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-6.118&CDS=1-1161	YDL002C
OG0003028	-processed-gene-6.136-mRNA-1_1&gene=augustus_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-6.136&CDS=1-7767	YBL004W
OG0003029	-processed-gene-6.64-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-6.64&CDS=1-1308	YDL001W
OG0003030	-snap-gene-6.152-mRNA-1_1&gene=maker-gi|1002316223|dbj|BCGL01000001.1|-snap-gene-6.152&CDS=1-330	YBL001C
OG0003031	-processed-gene-6.85-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-6.85&CDS=1-1338	YJR125C
OG0003032	-processed-gene-6.87-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-6.87&CDS=1-2634	YDR074W
OG0003033	-processed-gene-6.41-mRNA-1_1&gene=snap_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-6.41&CDS=1-1575	YER149C
OG0003034	-processed-gene-6.144-mRNA-1_1&gene=augustus_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-6.144&CDS=1-1821	YBL019W
OG0003035	-processed-gene-6.68-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-6.68&CDS=1-960	YHR085W
OG0003036	-processed-gene-6.47-mRNA-1_1&gene=snap_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-6.47&CDS=1-792	YHR040W
OG0003037	-processed-gene-6.69-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-6.69&CDS=1-345	YHR039C-A
OG0003038	-processed-gene-7.86-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-7.86&CDS=1-1887	YHR039C
OG0003039	-processed-gene-7.4-mRNA-1_1&gene=augustus_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-7.4&CDS=1-744	YHR038W
OG0003040	-processed-gene-7.90-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-7.90&CDS=1-336	YHR087W
OG0003041	-processed-gene-7.91-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-7.91&CDS=1-4611	YDR334W
OG0003042	-processed-gene-7.49-mRNA-1_1&gene=snap_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-7.49&CDS=1-1431	YHR086W
OG0003043	-processed-gene-7.73-mRNA-1_1&gene=snap_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-7.73&CDS=1-2160	YOR353C
OG0003044	-processed-gene-7.117-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-7.117&CDS=1-2004	YJL010C
OG0003045	-processed-gene-7.93-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-7.93&CDS=1-1455	YLR005W
OG0003046	-processed-gene-7.97-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-7.97&CDS=1-1584	YJL014W
OG0003047	-processed-gene-7.98-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-7.98&CDS=1-2205	YHR084W
OG0003048	-processed-gene-7.118-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-7.118&CDS=1-2076	YLR002C
OG0003049	-processed-gene-7.100-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-7.100&CDS=1-1227	YGR193C
OG0003050	-processed-gene-7.58-mRNA-1_1&gene=snap_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-7.58&CDS=1-756	YEL029C
