	Lachancea_kluyveri	Saccharomyces_cerevisiae
OG0003906	augustus_masked-SAKL0H-processed-gene-12.88-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-12.88&CDS=1-1908	YLR152C
OG0003907	augustus_masked-SAKL0H-processed-gene-12.89-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-12.89&CDS=1-972	YLR151C
OG0003908	augustus_masked-SAKL0H-processed-gene-12.101-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-12.101&CDS=1-774	YLR150W
OG0003909	augustus_masked-SAKL0H-processed-gene-12.90-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-12.90&CDS=1-1497	YDR169C
OG0003910	augustus_masked-SAKL0H-processed-gene-12.91-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-12.91&CDS=1-2088	YLR149C
OG0003911	augustus_masked-SAKL0H-processed-gene-12.102-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-12.102&CDS=1-1494	YDR168W
OG0003912	augustus_masked-SAKL0H-processed-gene-12.103-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-12.103&CDS=1-609	YDR167W
OG0003913	augustus_masked-SAKL0H-processed-gene-12.104-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-12.104&CDS=1-2724	YLR148W
OG0003914	snap_masked-SAKL0H-processed-gene-12.18-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-12.18&CDS=1-306	YLR147C
OG0003915	augustus_masked-SAKL0H-processed-gene-12.92-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-12.92&CDS=1-2697	YDR166C
OG0003916	snap_masked-SAKL0H-processed-gene-12.32-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-12.32&CDS=1-321	YLR146W-A
OG0003917	augustus_masked-SAKL0H-processed-gene-12.106-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-12.106&CDS=1-1332	YDR165W
OG0003918	augustus_masked-SAKL0H-processed-gene-12.107-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-12.107&CDS=1-696	YLR145W
OG0003919	augustus_masked-SAKL0H-processed-gene-13.3-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.3&CDS=1-2073	YLR143W
OG0003920	snap_masked-SAKL0H-processed-gene-13.53-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-13.53&CDS=1-1401	YLR142W
OG0003921	snap_masked-SAKL0H-processed-gene-13.54-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-13.54&CDS=1-1560	YLR141W
OG0003922	augustus_masked-SAKL0H-processed-gene-13.5-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.5&CDS=1-2097	YLR139C
OG0003923	augustus_masked-SAKL0H-processed-gene-13.22-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.22&CDS=1-630	YDR163W
OG0003924	augustus_masked-SAKL0H-processed-gene-13.6-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.6&CDS=1-621	YDR162C
OG0003925	augustus_masked-SAKL0H-processed-gene-13.23-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.23&CDS=1-1140	YDR161W
OG0003926	augustus_masked-SAKL0H-processed-gene-13.25-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.25&CDS=1-7905	YLR138W
OG0003927	augustus_masked-SAKL0H-processed-gene-13.26-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.26&CDS=1-1095	YDR158W
OG0003928	augustus_masked-SAKL0H-processed-gene-13.27-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.27&CDS=1-555	YDR156W
OG0003929	augustus_masked-SAKL0H-processed-gene-13.7-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.7&CDS=1-486	YDR155C
OG0003930	augustus_masked-SAKL0H-processed-gene-13.8-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.8&CDS=1-1179	YDR153C
OG0003931	augustus_masked-SAKL0H-processed-gene-13.28-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.28&CDS=1-789	YDR152W
OG0003932	augustus_masked-SAKL0H-processed-gene-13.9-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.9&CDS=1-855	YDR151C
OG0003933	augustus_masked-SAKL0H-processed-gene-13.31-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.31&CDS=1-2118	YLR135W
OG0003934	augustus_masked-SAKL0H-processed-gene-13.10-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.10&CDS=1-1296	YDR148C
OG0003935	augustus_masked-SAKL0H-processed-gene-13.32-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.32&CDS=1-1626	YLR133W
OG0003936	snap_masked-SAKL0H-processed-gene-13.61-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-13.61&CDS=1-888	YLR132C
OG0003937	snap_masked-SAKL0H-processed-gene-13.62-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-13.62&CDS=1-2394	YLR131C
OG0003938	maker-SAKL0H-augustus-gene-13.46-mRNA-1_1&gene=maker-SAKL0H-augustus-gene-13.46&CDS=1-4455	YLR129W
OG0003939	snap_masked-SAKL0H-processed-gene-13.89-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-13.89&CDS=1-780	YLR128W
OG0003940	augustus_masked-SAKL0H-processed-gene-13.13-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.13&CDS=1-2361	YLR127C
OG0003941	snap_masked-SAKL0H-processed-gene-13.65-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-13.65&CDS=1-768	YLR126C
OG0003942	augustus_masked-SAKL0H-processed-gene-13.17-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.17&CDS=1-1104	YDR142C
OG0003943	augustus_masked-SAKL0H-processed-gene-13.35-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.35&CDS=1-540	YLR119W
OG0003944	augustus_masked-SAKL0H-processed-gene-13.18-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.18&CDS=1-684	YLR118C
OG0003945	augustus_masked-SAKL0H-processed-gene-13.19-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.19&CDS=1-5148	YDR141C
OG0003946	genemark-SAKL0H-processed-gene-13.132-mRNA-1_1&gene=genemark-SAKL0H-processed-gene-13.132&CDS=1-681	YDR140W
OG0003947	augustus_masked-SAKL0H-processed-gene-13.20-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.20&CDS=1-2067	YLR117C
OG0003948	augustus_masked-SAKL0H-processed-gene-13.37-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.37&CDS=1-1572	YLR116W
OG0003949	augustus_masked-SAKL0H-processed-gene-13.38-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.38&CDS=1-2412	YLR115W
OG0003950	augustus_masked-SAKL0H-processed-gene-14.2-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.2&CDS=1-2358	YDR138W
OG0003951	augustus_masked-SAKL0H-processed-gene-14.0-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.0&CDS=1-1902	YLR114C
OG0003952	augustus_masked-SAKL0H-processed-gene-14.3-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.3&CDS=1-1797	YDR137W
OG0003953	augustus_masked-SAKL0H-processed-gene-14.24-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.24&CDS=1-1302	YLR113W
OG0003954	augustus_masked-SAKL0H-processed-gene-14.25-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.25&CDS=1-516	YLR109W
OG0003955	augustus_masked-SAKL0H-processed-gene-14.5-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.5&CDS=1-1488	YDR132C
OG0003956	augustus_masked-SAKL0H-processed-gene-14.6-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.6&CDS=1-1590	YDR131C
OG0003957	augustus_masked-SAKL0H-processed-gene-14.7-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.7&CDS=1-837	YDR130C
OG0003958	augustus_masked-SAKL0H-processed-gene-14.26-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.26&CDS=1-1182	YLR107W
OG0003959	augustus_masked-SAKL0H-processed-gene-14.8-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.8&CDS=1-14769	YLR106C
OG0003960	augustus_masked-SAKL0H-processed-gene-14.9-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.9&CDS=1-1062	YLR105C
OG0003961	augustus_masked-SAKL0H-processed-gene-14.27-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.27&CDS=1-390	YLR104W
OG0003962	augustus_masked-SAKL0H-processed-gene-14.10-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.10&CDS=1-1767	YLR103C
OG0003963	augustus_masked-SAKL0H-processed-gene-14.11-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.11&CDS=1-873	YLR102C
OG0003964	maker-SAKL0H-augustus-gene-14.42-mRNA-1_1&gene=maker-SAKL0H-augustus-gene-14.42&CDS=1-1929	YDR129C
OG0003965	augustus_masked-SAKL0H-processed-gene-14.28-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.28&CDS=1-4404	YDR128W
OG0003966	augustus_masked-SAKL0H-processed-gene-14.29-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.29&CDS=1-4752	YDR127W
OG0003967	maker-SAKL0H-snap-gene-14.46-mRNA-1_1&gene=maker-SAKL0H-snap-gene-14.46&CDS=1-921	YDR126W
OG0003968	augustus_masked-SAKL0H-processed-gene-14.31-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.31&CDS=1-324	YLR099W-A
OG0003969	augustus_masked-SAKL0H-processed-gene-14.13-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.13&CDS=1-1173	YDR125C
OG0003970	augustus_masked-SAKL0H-processed-gene-14.14-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.14&CDS=1-1272	YLR098C
OG0003971	augustus_masked-SAKL0H-processed-gene-14.33-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.33&CDS=1-1095	YDR124W
OG0003972	augustus_masked-SAKL0H-processed-gene-14.15-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.15&CDS=1-1050	YLR097C
OG0003973	augustus_masked-SAKL0H-processed-gene-14.16-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.16&CDS=1-945	YDR123C
OG0003974	augustus_masked-SAKL0H-processed-gene-14.34-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.34&CDS=1-3186	YDR122W
OG0003975	augustus_masked-SAKL0H-processed-gene-14.17-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.17&CDS=1-2112	YLR095C
OG0003976	augustus_masked-SAKL0H-processed-gene-14.18-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.18&CDS=1-1344	YLR094C
OG0003977	augustus_masked-SAKL0H-processed-gene-14.20-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.20&CDS=1-684	YLR093C
OG0003978	augustus_masked-SAKL0H-processed-gene-14.35-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.35&CDS=1-741	YDR121W
OG0003979	augustus_masked-SAKL0H-processed-gene-14.21-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.21&CDS=1-1626	YDR120C
OG0003980	augustus_masked-SAKL0H-processed-gene-14.36-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.36&CDS=1-222	YDR119W-A
OG0003981	augustus_masked-SAKL0H-processed-gene-14.39-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.39&CDS=1-1932	YDR118W
OG0003982	augustus_masked-SAKL0H-processed-gene-14.22-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.22&CDS=1-1689	YDR117C
OG0003983	augustus_masked-SAKL0H-processed-gene-14.23-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.23&CDS=1-855	YDR116C
OG0003984	snap_masked-SAKL0H-processed-gene-14.88-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-14.88&CDS=1-333	YDR115W
OG0003985	augustus_masked-SAKL0H-processed-gene-14.40-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.40&CDS=1-909	YLR091W
OG0003986	augustus_masked-SAKL0H-processed-gene-15.3-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.3&CDS=1-1008	YDR113C
OG0003987	augustus_masked-SAKL0H-processed-gene-15.6-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.6&CDS=1-1305	YLR090W
OG0003988	augustus_masked-SAKL0H-processed-gene-15.4-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.4&CDS=1-1593	YLR089C
OG0003989	augustus_masked-SAKL0H-processed-gene-15.7-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.7&CDS=1-1650	YDR110W
OG0003990	augustus_masked-SAKL0H-processed-gene-15.8-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.8&CDS=1-1752	YLR088W
OG0003991	augustus_masked-SAKL0H-processed-gene-15.5-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.5&CDS=1-8991	YLR087C
OG0003992	augustus_masked-SAKL0H-processed-gene-15.24-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.24&CDS=1-4266	YLR086W
OG0003993	augustus_masked-SAKL0H-processed-gene-15.9-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.9&CDS=1-1257	YLR085C
OG0003994	augustus_masked-SAKL0H-processed-gene-15.10-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.10&CDS=1-2217	YDR109C
OG0003995	augustus_masked-SAKL0H-processed-gene-15.12-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.12&CDS=1-3633	YLR084C
OG0003996	augustus_masked-SAKL0H-processed-gene-15.26-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.26&CDS=1-2157	YDR108W
OG0003997	snap_masked-SAKL0H-processed-gene-15.85-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-15.85&CDS=1-285	YER180C-A
OG0003998	snap_masked-SAKL0H-processed-gene-15.86-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-15.86&CDS=1-948	YER180C
OG0003999	augustus_masked-SAKL0H-processed-gene-15.27-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.27&CDS=1-933	YDR106W
OG0004000	augustus_masked-SAKL0H-processed-gene-15.15-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.15&CDS=1-1428	YDR105C
OG0004001	augustus_masked-SAKL0H-processed-gene-15.28-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.28&CDS=1-996	YER179W
OG0004002	augustus_masked-SAKL0H-processed-gene-15.30-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.30&CDS=1-1833	YDR101C
OG0004003	augustus_masked-SAKL0H-processed-gene-15.16-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.16&CDS=1-1221	YER178W
OG0004004	augustus_masked-SAKL0H-processed-gene-15.17-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.17&CDS=1-2742	YDR103W
OG0004005	augustus_masked-SAKL0H-processed-gene-15.31-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.31&CDS=1-3711	YDR104C
OG0004006	augustus_masked-SAKL0H-processed-gene-15.32-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.32&CDS=1-414	YDR100W
OG0004007	augustus_masked-SAKL0H-processed-gene-15.33-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.33&CDS=1-765	YER177W
OG0004008	snap_masked-SAKL0H-processed-gene-15.90-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-15.90&CDS=1-1002	YCL049C
OG0004009	augustus_masked-SAKL0H-processed-gene-15.34-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.34&CDS=1-3387	YER176W
OG0004010	augustus_masked-SAKL0H-processed-gene-15.19-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.19&CDS=1-861	YER175C
OG0004011	augustus_masked-SAKL0H-processed-gene-15.35-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.35&CDS=1-2016	YER173W
OG0004012	augustus_masked-SAKL0H-processed-gene-15.36-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.36&CDS=1-2943	YER171W
OG0004013	augustus_masked-SAKL0H-processed-gene-15.22-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.22&CDS=1-3750	YDR097C
OG0004014	augustus_masked-SAKL0H-processed-gene-15.37-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.37&CDS=1-2442	YER169W
OG0004015	augustus_masked-SAKL0H-processed-gene-15.23-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.23&CDS=1-1536	YER168C
OG0004016	snap_masked-SAKL0H-processed-gene-16.105-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-16.105&CDS=1-2172	YER167W
OG0004017	augustus_masked-SAKL0H-processed-gene-16.9-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.9&CDS=1-4725	YER166W
OG0004018	maker-SAKL0H-augustus-gene-16.4-mRNA-1_1&gene=maker-SAKL0H-augustus-gene-16.4&CDS=1-459	YDR092W
OG0004019	augustus_masked-SAKL0H-processed-gene-16.11-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.11&CDS=1-1767	YER165W
OG0004020	augustus_masked-SAKL0H-processed-gene-16.40-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.40&CDS=1-4395	YER164W
OG0004021	augustus_masked-SAKL0H-processed-gene-16.12-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.12&CDS=1-1821	YDR091C
OG0004022	maker-SAKL0H-augustus-gene-16.2-mRNA-1_1&gene=maker-SAKL0H-augustus-gene-16.2&CDS=1-1317	YDR090C
OG0004023	augustus_masked-SAKL0H-processed-gene-16.15-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.15&CDS=1-2553	YER162C
OG0004024	augustus_masked-SAKL0H-processed-gene-16.16-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.16&CDS=1-969	YER161C
OG0004025	snap_masked-SAKL0H-processed-gene-16.140-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-16.140&CDS=1-2529	YDR089W
OG0004026	augustus_masked-SAKL0H-processed-gene-16.17-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.17&CDS=1-1095	YDR088C
OG0004027	augustus_masked-SAKL0H-processed-gene-16.18-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.18&CDS=1-816	YDR087C
OG0004028	augustus_masked-SAKL0H-processed-gene-16.19-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.19&CDS=1-210	YDR086C
OG0004029	augustus_masked-SAKL0H-processed-gene-16.20-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.20&CDS=1-381	YER159C
OG0004030	snap_masked-SAKL0H-processed-gene-16.120-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-16.120&CDS=1-2316	YDR085C
OG0004031	augustus_masked-SAKL0H-processed-gene-16.23-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.23&CDS=1-585	YDR084C
OG0004032	augustus_masked-SAKL0H-processed-gene-16.42-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.42&CDS=1-1155	YDR083W
OG0004033	augustus_masked-SAKL0H-processed-gene-16.43-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.43&CDS=1-1434	YDR082W
OG0004034	augustus_masked-SAKL0H-processed-gene-16.25-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.25&CDS=1-2385	YDR081C
OG0004035	augustus_masked-SAKL0H-processed-gene-16.44-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.44&CDS=1-2946	YDR080W
OG0004036	augustus_masked-SAKL0H-processed-gene-16.26-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.26&CDS=1-216	YDR079C-A
OG0004037	snap_masked-SAKL0H-processed-gene-16.144-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-16.144&CDS=1-2166	YER157W
OG0004038	augustus_masked-SAKL0H-processed-gene-16.46-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.46&CDS=1-405	YDR079W
OG0004039	snap_masked-SAKL0H-processed-gene-16.125-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-16.125&CDS=1-1002	YER156C
OG0004040	augustus_masked-SAKL0H-processed-gene-16.28-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.28&CDS=1-6081	YER155C
OG0004041	augustus_masked-SAKL0H-processed-gene-16.47-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.47&CDS=1-1137	YER154W
OG0004042	snap_masked-SAKL0H-processed-gene-16.127-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-16.127&CDS=1-936	YER153C
OG0004043	augustus_masked-SAKL0H-processed-gene-16.30-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.30&CDS=1-1335	YER152C
OG0004044	maker-SAKL0H-augustus-gene-16.3-mRNA-1_1&gene=maker-SAKL0H-augustus-gene-16.3&CDS=1-2925	YER151C
OG0004045	augustus_masked-SAKL0H-processed-gene-16.49-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.49&CDS=1-1113	YDR076W
OG0004046	augustus_masked-SAKL0H-processed-gene-16.50-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.50&CDS=1-921	YDR075W
OG0004047	augustus_masked-SAKL0H-processed-gene-16.33-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.33&CDS=1-1194	YER149C
OG0004048	augustus_masked-SAKL0H-processed-gene-16.51-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.51&CDS=1-726	YER148W
OG0004049	snap_masked-SAKL0H-processed-gene-16.132-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-16.132&CDS=1-1899	YER147C
OG0004050	snap_masked-SAKL0H-processed-gene-16.151-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-16.151&CDS=1-2721	YDR074W
OG0004051	snap_masked-SAKL0H-processed-gene-16.152-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-16.152&CDS=1-339	YDR073W
OG0004052	augustus_masked-SAKL0H-processed-gene-16.35-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.35&CDS=1-1473	YDR072C
OG0004053	augustus_masked-SAKL0H-processed-gene-16.53-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.53&CDS=1-240	YER146W
OG0004054	augustus_masked-SAKL0H-processed-gene-16.37-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.37&CDS=1-579	YDR071C
OG0004055	snap_masked-SAKL0H-processed-gene-16.136-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-16.136&CDS=1-336	YDR070C
OG0004056	augustus_masked-SAKL0H-processed-gene-16.39-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.39&CDS=1-2679	YDR069C
OG0004057	augustus_masked-SAKL0H-processed-gene-16.54-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.54&CDS=1-942	YDR068W
OG0004058	snap_masked-SAKL0H-processed-gene-16.138-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-16.138&CDS=1-642	YDR067C
OG0004059	augustus_masked-SAKL0H-processed-gene-16.55-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.55&CDS=1-1191	YER143W
OG0004060	augustus_masked-SAKL0H-processed-gene-17.96-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.96&CDS=1-831	YER142C
OG0004061	augustus_masked-SAKL0H-processed-gene-17.98-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.98&CDS=1-1449	YER141W
OG0004062	augustus_masked-SAKL0H-processed-gene-17.99-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.99&CDS=1-1488	YER140W
OG0004063	augustus_masked-SAKL0H-processed-gene-17.97-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.97&CDS=1-669	YER139C
OG0004064	genemark-SAKL0H-processed-gene-17.4-mRNA-1_1&gene=genemark-SAKL0H-processed-gene-17.4&CDS=1-1116	YDR065W
OG0004065	maker-SAKL0H-snap-gene-17.88-mRNA-1_1&gene=maker-SAKL0H-snap-gene-17.88&CDS=1-846	YDR064W
OG0004066	augustus_masked-SAKL0H-processed-gene-17.119-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.119&CDS=1-1686	YDR062W
OG0004067	augustus_masked-SAKL0H-processed-gene-17.120-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.120&CDS=1-1560	YDR061W
OG0004068	augustus_masked-SAKL0H-processed-gene-17.121-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.121&CDS=1-2289	YER001W
OG0004069	augustus_masked-SAKL0H-processed-gene-17.102-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.102&CDS=1-1341	YER136W
OG0004070	maker-SAKL0H-augustus-gene-17.85-mRNA-1_1&gene=maker-SAKL0H-augustus-gene-17.85&CDS=1-285	YBL026W
OG0004071	augustus_masked-SAKL0H-processed-gene-17.122-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.122&CDS=1-441	YER137C
OG0004072	augustus_masked-SAKL0H-processed-gene-17.104-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.104&CDS=1-414	YBL025W
OG0004073	augustus_masked-SAKL0H-processed-gene-17.105-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.105&CDS=1-2073	YBL024W
OG0004074	augustus_masked-SAKL0H-processed-gene-17.123-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.123&CDS=1-2652	YBL023C
OG0004075	augustus_masked-SAKL0H-processed-gene-17.125-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.125&CDS=1-3264	YBL022C
OG0004076	augustus_masked-SAKL0H-processed-gene-17.126-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.126&CDS=1-678	YBL021C
OG0004077	augustus_masked-SAKL0H-processed-gene-17.107-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.107&CDS=1-1698	YBL020W
OG0004078	augustus_masked-SAKL0H-processed-gene-17.108-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.108&CDS=1-1587	YBL019W
OG0004079	genemark-SAKL0H-processed-gene-17.33-mRNA-1_1&gene=genemark-SAKL0H-processed-gene-17.33&CDS=1-303	YBL018C
OG0004080	augustus_masked-SAKL0H-processed-gene-17.109-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.109&CDS=1-1047	YBL016W
