	Saccharomyces_cerevisiae	yHMPu5000034990_Candida_corydali
OG0002929	YOR125C	augustus_masked-flattened_line_15-processed-gene-3.49-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-3.49&CDS=1-2556
OG0002930	YOR128C	snap_masked-flattened_line_9-processed-gene-5.150-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-5.150&CDS=1-1689
OG0002931	YOR129C	snap_masked-flattened_line_9-processed-gene-5.148-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-5.148&CDS=1-1902
OG0002932	YOR136W	snap_masked-flattened_line_17-processed-gene-1.119-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.119&CDS=1-1098
OG0002933	YOR137C	genemark-flattened_line_15-processed-gene-3.229-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-3.229&CDS=1-1509
OG0002934	YOR140W	snap_masked-flattened_line_3-processed-gene-5.107-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-5.107&CDS=1-1440
OG0002935	YOR143C	snap_masked-flattened_line_43-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.96&CDS=1-894
OG0002936	YOR144C	augustus_masked-flattened_line_33-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-0.30&CDS=1-1950
OG0002937	YOR145C	snap_masked-flattened_line_33-processed-gene-1.216-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-1.216&CDS=1-777
OG0002938	YOR149C	augustus_masked-flattened_line_17-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-1.38&CDS=1-1290
OG0002939	YOR150W	snap_masked-flattened_line_67-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_67-processed-gene-0.41&CDS=1-525
OG0002940	YOR151C	snap_masked-flattened_line_67-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_67-processed-gene-0.30&CDS=1-3681
OG0002941	YOR154W	snap_masked-flattened_line_21-processed-gene-2.150-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-2.150&CDS=1-1410
OG0002942	YOR155C	augustus_masked-flattened_line_27-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.56&CDS=1-1743
OG0002943	YOR157C	snap_masked-flattened_line_33-processed-gene-1.262-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-1.262&CDS=1-801
OG0002944	YOR159C	snap_masked-flattened_line_37-processed-gene-1.81-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-1.81&CDS=1-258
OG0002945	YOR160W	snap_masked-flattened_line_43-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.97&CDS=1-2859
OG0002946	YOR163W	snap_masked-flattened_line_35-processed-gene-1.69-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-1.69&CDS=1-549
OG0002947	YOR164C	snap_masked-flattened_line_35-processed-gene-1.27-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-1.27&CDS=1-939
OG0002948	YOR165W	genemark-flattened_line_5-processed-gene-6.37-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-6.37&CDS=1-2361
OG0002949	YOR166C	snap_masked-flattened_line_11-processed-gene-5.128-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-5.128&CDS=1-1227
OG0002950	YOR168W	snap_masked-flattened_line_11-processed-gene-5.130-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-5.130&CDS=1-2331
OG0002951	YOR174W	snap_masked-flattened_line_39-processed-gene-1.118-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-1.118&CDS=1-930
OG0002952	YOR187W	augustus_masked-flattened_line_25-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-0.7&CDS=1-2193
OG0002953	YOR188W	genemark-flattened_line_13-processed-gene-1.117-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-1.117&CDS=1-3423
OG0002954	YOR191W	maker-flattened_line_27-snap-gene-0.52-mRNA-1_1&gene=maker-flattened_line_27-snap-gene-0.52&CDS=1-3432
OG0002955	YOR194C	snap_masked-flattened_line_27-processed-gene-1.231-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-1.231&CDS=1-708
OG0002956	YOR196C	snap_masked-flattened_line_27-processed-gene-1.272-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-1.272&CDS=1-1125
OG0002957	YOR197W	snap_masked-flattened_line_13-processed-gene-1.21-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-1.21&CDS=1-1305
OG0002958	YOR198C	snap_masked-flattened_line_59-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_59-processed-gene-0.53&CDS=1-1326
OG0002959	YOR202W	genemark-flattened_line_17-processed-gene-3.77-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-3.77&CDS=1-1884
OG0002960	YOR205C	snap_masked-flattened_line_45-processed-gene-0.188-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.188&CDS=1-1713
OG0002961	YOR206W	snap_masked-flattened_line_3-processed-gene-6.64-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-6.64&CDS=1-2130
OG0002962	YOR207C	augustus_masked-flattened_line_3-processed-gene-6.32-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-6.32&CDS=1-3477
OG0002963	YOR208W	snap_masked-flattened_line_23-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-0.82&CDS=1-2448
OG0002964	YOR209C	snap_masked-flattened_line_11-processed-gene-3.58-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-3.58&CDS=1-1266
OG0002965	YOR210W	snap_masked-flattened_line_1-processed-gene-3.26-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-3.26&CDS=1-216
OG0002966	YOR211C	snap_masked-flattened_line_1-processed-gene-3.25-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-3.25&CDS=1-2670
OG0002967	YOR212W	genemark-flattened_line_17-processed-gene-2.123-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-2.123&CDS=1-1341
OG0002968	YOR216C	genemark-flattened_line_17-processed-gene-2.134-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-2.134&CDS=1-1314
OG0002969	YOR217W	augustus_masked-flattened_line_17-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.30&CDS=1-4089
OG0002970	YOR219C	snap_masked-flattened_line_3-processed-gene-6.63-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-6.63&CDS=1-2733
OG0002971	YOR221C	genemark-flattened_line_3-processed-gene-2.107-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-2.107&CDS=1-915
OG0002972	YOR224C	augustus_masked-flattened_line_3-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-1.123&CDS=1-693
OG0002973	YOR228C	snap_masked-flattened_line_9-processed-gene-3.93-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-3.93&CDS=1-855
OG0002974	YOR232W	snap_masked-flattened_line_3-processed-gene-3.96-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.96&CDS=1-702
OG0002975	YOR233W	snap_masked-flattened_line_3-processed-gene-1.51-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-1.51&CDS=1-2286
OG0002976	YOR236W	augustus_masked-flattened_line_9-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-1.49&CDS=1-1281
OG0002977	YOR239W	snap_masked-flattened_line_25-processed-gene-1.123-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.123&CDS=1-951
OG0002978	YOR241W	snap_masked-flattened_line_31-processed-gene-1.162-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-1.162&CDS=1-1548
OG0002979	YOR243C	snap_masked-flattened_line_41-processed-gene-1.85-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-1.85&CDS=1-1974
OG0002980	YOR244W	snap_masked-flattened_line_11-processed-gene-2.13-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-2.13&CDS=1-1578
OG0002981	YOR245C	snap_masked-flattened_line_49-processed-gene-0.139-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-0.139&CDS=1-1476
OG0002982	YOR246C	snap_masked-flattened_line_31-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-0.93&CDS=1-1017
OG0002983	YOR249C	snap_masked-flattened_line_1-processed-gene-6.90-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-6.90&CDS=1-2184
OG0002984	YOR250C	snap_masked-flattened_line_11-processed-gene-1.75-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-1.75&CDS=1-1431
OG0002985	YOR251C	snap_masked-flattened_line_41-processed-gene-1.86-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-1.86&CDS=1-891
OG0002986	YOR252W	snap_masked-flattened_line_31-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-0.83&CDS=1-510
OG0002987	YOR253W	snap_masked-flattened_line_19-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-0.25&CDS=1-519
OG0002988	YOR257W	augustus_masked-flattened_line_19-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-0.137&CDS=1-1440
OG0002989	YOR258W	augustus_masked-flattened_line_19-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-2.19&CDS=1-1122
OG0002990	YOR259C	snap_masked-flattened_line_19-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-0.23&CDS=1-1269
OG0002991	YOR260W	snap_masked-flattened_line_19-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-0.47&CDS=1-1467
OG0002992	YOR261C	snap_masked-flattened_line_43-processed-gene-0.126-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.126&CDS=1-2280
OG0002993	YOR262W	snap_masked-flattened_line_43-processed-gene-0.172-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.172&CDS=1-1044
OG0002994	YOR267C	snap_masked-flattened_line_11-processed-gene-1.78-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-1.78&CDS=1-1971
OG0002995	YOR269W	augustus_masked-flattened_line_11-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-2.133&CDS=1-2199
OG0002996	YOR270C	augustus_masked-flattened_line_1-processed-gene-6.50-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-6.50&CDS=1-4479
OG0002997	YOR271C	genemark-flattened_line_5-processed-gene-2.149-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-2.149&CDS=1-984
OG0002998	YOR272W	maker-flattened_line_5-augustus-gene-3.54-mRNA-1_1&gene=maker-flattened_line_5-augustus-gene-3.54&CDS=1-2307
OG0002999	YOR273C	snap_masked-flattened_line_19-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-0.43&CDS=1-2040
OG0003000	YOR274W	snap_masked-flattened_line_5-processed-gene-3.64-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-3.64&CDS=1-1353
OG0003001	YOR275C	maker-flattened_line_31-augustus-gene-0.116-mRNA-1_1&gene=maker-flattened_line_31-augustus-gene-0.116&CDS=1-4026
OG0003002	YOR276W	genemark-flattened_line_31-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-0.28&CDS=1-543
OG0003003	YOR281C	genemark-flattened_line_41-processed-gene-1.47-mRNA-1_1&gene=genemark-flattened_line_41-processed-gene-1.47&CDS=1-780
OG0003004	YOR287C	snap_masked-flattened_line_3-processed-gene-2.85-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-2.85&CDS=1-786
OG0003005	YOR289W	snap_masked-flattened_line_17-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-0.68&CDS=1-609
OG0003006	YOR291W	snap_masked-flattened_line_17-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-0.78&CDS=1-3816
OG0003007	YOR292C	snap_masked-flattened_line_33-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.91&CDS=1-876
OG0003008	YOR298C-A	snap_masked-flattened_line_41-processed-gene-1.81-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-1.81&CDS=1-450
OG0003009	YOR298W	maker-flattened_line_25-snap-gene-1.106-mRNA-1_1&gene=maker-flattened_line_25-snap-gene-1.106&CDS=1-948
OG0003010	YOR301W	snap_masked-flattened_line_9-processed-gene-5.112-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-5.112&CDS=1-1425
OG0003011	YOR303W	snap_masked-flattened_line_1-processed-gene-5.92-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-5.92&CDS=1-1251
OG0003012	YOR304W	snap_masked-flattened_line_13-processed-gene-2.85-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-2.85&CDS=1-3168
OG0003013	YOR305W	augustus_masked-flattened_line_33-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-1.70&CDS=1-687
OG0003014	YOR307C	snap_masked-flattened_line_37-processed-gene-1.117-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-1.117&CDS=1-1383
OG0003015	YOR310C	snap_masked-flattened_line_37-processed-gene-1.126-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-1.126&CDS=1-1524
OG0003016	YOR311C	maker-flattened_line_17-augustus-gene-0.57-mRNA-1_1&gene=maker-flattened_line_17-augustus-gene-0.57&CDS=1-1491
OG0003017	YOR319W	maker-flattened_line_41-augustus-gene-0.40-mRNA-1_1&gene=maker-flattened_line_41-augustus-gene-0.40&CDS=1-1659
OG0003018	YOR320C	snap_masked-flattened_line_17-processed-gene-3.20-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-3.20&CDS=1-1389
OG0003019	YOR322C	snap_masked-flattened_line_21-processed-gene-2.143-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-2.143&CDS=1-1842
OG0003020	YOR323C	snap_masked-flattened_line_45-processed-gene-0.202-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.202&CDS=1-1278
OG0003021	YOR326W	snap_masked-flattened_line_21-processed-gene-0.98-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-0.98&CDS=1-4560
OG0003022	YOR329C	snap_masked-flattened_line_33-processed-gene-1.245-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-1.245&CDS=1-1218
OG0003023	YOR330C	snap_masked-flattened_line_23-processed-gene-2.78-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-2.78&CDS=1-3501
OG0003024	YOR334W	augustus_masked-flattened_line_47-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.29&CDS=1-1839
OG0003025	YOR335C	snap_masked-flattened_line_63-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_63-processed-gene-0.51&CDS=1-2844
OG0003026	YOR336W	genemark-flattened_line_11-processed-gene-2.108-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-2.108&CDS=1-4248
OG0003027	YOR340C	snap_masked-flattened_line_47-processed-gene-0.141-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.141&CDS=1-810
OG0003028	YOR341W	snap_masked-flattened_line_31-processed-gene-0.104-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-0.104&CDS=1-4908
OG0003029	YOR344C	snap_masked-flattened_line_21-processed-gene-1.38-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.38&CDS=1-948
OG0003030	YOR346W	snap_masked-flattened_line_53-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-0.58&CDS=1-3192
OG0003031	YOR348C	snap_masked-flattened_line_5-processed-gene-2.77-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.77&CDS=1-1731
OG0003032	YOR349W	snap_masked-flattened_line_11-processed-gene-2.20-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-2.20&CDS=1-2931
OG0003033	YOR352W	snap_masked-flattened_line_13-processed-gene-3.13-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-3.13&CDS=1-867
OG0003034	YOR353C	snap_masked-flattened_line_7-processed-gene-6.93-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-6.93&CDS=1-2514
OG0003035	YOR355W	maker-flattened_line_15-snap-gene-2.1-mRNA-1_1&gene=maker-flattened_line_15-snap-gene-2.1&CDS=1-3147
OG0003036	YOR356W	snap_masked-flattened_line_15-processed-gene-2.120-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-2.120&CDS=1-1773
OG0003037	YOR357C	snap_masked-flattened_line_31-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-0.94&CDS=1-471
OG0003038	YOR358W	snap_masked-flattened_line_15-processed-gene-1.27-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.27&CDS=1-603
OG0003039	YOR359W	snap_masked-flattened_line_25-processed-gene-1.155-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.155&CDS=1-1794
OG0003040	YOR360C	genemark-flattened_line_25-processed-gene-1.274-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-1.274&CDS=1-1638
OG0003041	YOR361C	snap_masked-flattened_line_11-processed-gene-4.124-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-4.124&CDS=1-2121
OG0003042	YOR362C	genemark-flattened_line_11-processed-gene-4.35-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-4.35&CDS=1-765
OG0003043	YOR368W	genemark-flattened_line_27-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-0.0&CDS=1-918
OG0003044	YOR369C	snap_masked-flattened_line_13-processed-gene-3.75-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-3.75&CDS=1-426
OG0003045	YOR370C	genemark-flattened_line_45-processed-gene-0.117-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.117&CDS=1-1773
OG0003046	YOR373W	augustus_masked-flattened_line_13-processed-gene-3.218-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-3.218&CDS=1-2535
OG0003047	YOR374W	snap_masked-flattened_line_17-processed-gene-1.140-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.140&CDS=1-1479
OG0003048	YPL002C	genemark-flattened_line_35-processed-gene-1.109-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-1.109&CDS=1-729
OG0003049	YPL003W	snap_masked-flattened_line_35-processed-gene-1.64-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-1.64&CDS=1-1563
OG0003050	YPL006W	snap_masked-flattened_line_5-processed-gene-1.77-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-1.77&CDS=1-3684
OG0003051	YPL008W	snap_masked-flattened_line_17-processed-gene-1.122-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.122&CDS=1-2151
OG0003052	YPL010W	snap_masked-flattened_line_3-processed-gene-2.47-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-2.47&CDS=1-585
OG0003053	YPL011C	snap_masked-flattened_line_3-processed-gene-2.48-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-2.48&CDS=1-1092
OG0003054	YPL012W	snap_masked-flattened_line_11-processed-gene-5.144-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-5.144&CDS=1-3606
OG0003055	YPL013C	genemark-flattened_line_11-processed-gene-5.48-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-5.48&CDS=1-432
OG0003056	YPL014W	snap_masked-flattened_line_3-processed-gene-2.49-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-2.49&CDS=1-1377
OG0003057	YPL015C	snap_masked-flattened_line_19-processed-gene-2.98-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-2.98&CDS=1-972
OG0003058	YPL020C	snap_masked-flattened_line_3-processed-gene-2.45-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-2.45&CDS=1-1398
OG0003059	YPL022W	snap_masked-flattened_line_51-processed-gene-0.124-mRNA-1_1&gene=snap_masked-flattened_line_51-processed-gene-0.124&CDS=1-2511
OG0003060	YPL023C	snap_masked-flattened_line_51-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_51-processed-gene-0.91&CDS=1-1608
OG0003061	YPL028W	snap_masked-flattened_line_31-processed-gene-0.114-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-0.114&CDS=1-1212
OG0003062	YPL029W	augustus_masked-flattened_line_31-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.77&CDS=1-2232
OG0003063	YPL030W	genemark-flattened_line_67-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_67-processed-gene-0.56&CDS=1-3186
OG0003064	YPL031C	snap_masked-flattened_line_67-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_67-processed-gene-0.32&CDS=1-924
OG0003065	YPL034W	snap_masked-flattened_line_27-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-0.77&CDS=1-537
OG0003066	YPL040C	genemark-flattened_line_19-processed-gene-2.194-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-2.194&CDS=1-2856
OG0003067	YPL041C	snap_masked-flattened_line_17-processed-gene-1.129-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.129&CDS=1-696
OG0003068	YPL043W	snap_masked-flattened_line_67-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_67-processed-gene-0.24&CDS=1-2151
OG0003069	YPL045W	snap_masked-flattened_line_67-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_67-processed-gene-0.23&CDS=1-2634
OG0003070	YPL050C	augustus_masked-flattened_line_13-processed-gene-3.260-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-3.260&CDS=1-2262
