	Candida_infanticola	Saccharomyces_cerevisiae
OG0002767	augustus_masked-LWLF01000022.1-processed-gene-20.169-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-20.169&CDS=1-795	YMR178W
OG0002768	augustus_masked-LWLF01000022.1-processed-gene-20.145-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-20.145&CDS=1-447	YPL225W
OG0002769	genemark-LWLF01000022.1-processed-gene-20.51-mRNA-1_1&gene=genemark-LWLF01000022.1-processed-gene-20.51&CDS=1-1140	YMR171C
OG0002770	augustus_masked-LWLF01000022.1-processed-gene-20.173-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-20.173&CDS=1-939	YJR141W
OG0002771	augustus_masked-LWLF01000022.1-processed-gene-20.174-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-20.174&CDS=1-1794	YOR254C
OG0002772	augustus_masked-LWLF01000022.1-processed-gene-20.148-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-20.148&CDS=1-1632	YPL169C
OG0002773	maker-LWLF01000022.1-augustus-gene-20.4-mRNA-1_1&gene=maker-LWLF01000022.1-augustus-gene-20.4&CDS=1-1281	YDL182W
OG0002774	augustus_masked-LWLF01000022.1-processed-gene-20.149-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-20.149&CDS=1-5502	YPL082C
OG0002775	augustus_masked-LWLF01000022.1-processed-gene-20.178-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-20.178&CDS=1-1344	YOR250C
OG0002776	augustus_masked-LWLF01000022.1-processed-gene-20.179-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-20.179&CDS=1-3159	YOR330C
OG0002777	augustus_masked-LWLF01000022.1-processed-gene-20.150-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-20.150&CDS=1-618	YAR008W
OG0002778	augustus_masked-LWLF01000022.1-processed-gene-20.151-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-20.151&CDS=1-642	YLR268W
OG0002779	augustus_masked-LWLF01000022.1-processed-gene-20.154-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-20.154&CDS=1-741	YDR405W
OG0002780	augustus_masked-LWLF01000022.1-processed-gene-20.185-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-20.185&CDS=1-2217	YJR143C
OG0002781	genemark-LWLF01000022.1-processed-gene-20.33-mRNA-1_1&gene=genemark-LWLF01000022.1-processed-gene-20.33&CDS=1-840	YJR144W
OG0002782	augustus_masked-LWLF01000022.1-processed-gene-20.156-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-20.156&CDS=1-609	YMR048W
OG0002783	augustus_masked-LWLF01000022.1-processed-gene-20.187-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-20.187&CDS=1-1257	YOR155C
OG0002784	augustus_masked-LWLF01000022.1-processed-gene-20.158-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-20.158&CDS=1-414	YGL096W
OG0002785	augustus_masked-LWLF01000022.1-processed-gene-20.190-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-20.190&CDS=1-480	YPL178W
OG0002786	augustus_masked-LWLF01000022.1-processed-gene-20.191-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-20.191&CDS=1-1827	YBL084C
OG0002787	augustus_masked-LWLF01000022.1-processed-gene-20.162-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-20.162&CDS=1-2739	YDR060W
OG0002788	augustus_masked-LWLF01000022.1-processed-gene-20.163-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-20.163&CDS=1-1125	YNL005C
OG0002789	augustus_masked-LWLF01000022.1-processed-gene-20.193-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-20.193&CDS=1-1506	YGL186C
OG0002790	augustus_masked-LWLF01000022.1-processed-gene-21.5-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-21.5&CDS=1-1077	YBR019C
OG0002791	augustus_masked-LWLF01000022.1-processed-gene-21.7-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-21.7&CDS=1-1125	YGL148W
OG0002792	augustus_masked-LWLF01000022.1-processed-gene-21.3-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-21.3&CDS=1-702	YKL154W
OG0002793	augustus_masked-LWLF01000022.1-processed-gene-21.8-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-21.8&CDS=1-1494	YGL179C
OG0002794	augustus_masked-LWLF01000022.1-processed-gene-21.9-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-21.9&CDS=1-1383	YKL045W
OG0002795	maker-LWLF01000022.1-augustus-gene-21.91-mRNA-1_1&gene=maker-LWLF01000022.1-augustus-gene-21.91&CDS=1-3609	YGL207W
OG0002796	augustus_masked-LWLF01000022.1-processed-gene-21.11-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-21.11&CDS=1-1368	YER151C
OG0002797	genemark-LWLF01000022.1-processed-gene-21.73-mRNA-1_1&gene=genemark-LWLF01000022.1-processed-gene-21.73&CDS=1-1290	YGL035C
OG0002798	snap_masked-LWLF01000022.1-processed-gene-21.122-mRNA-1_1&gene=snap_masked-LWLF01000022.1-processed-gene-21.122&CDS=1-1218	YER152C
OG0002799	snap_masked-LWLF01000022.1-processed-gene-21.123-mRNA-1_1&gene=snap_masked-LWLF01000022.1-processed-gene-21.123&CDS=1-1893	YGL216W
OG0002800	augustus_masked-LWLF01000022.1-processed-gene-21.13-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-21.13&CDS=1-1164	YER154W
OG0002801	augustus_masked-LWLF01000022.1-processed-gene-21.29-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-21.29&CDS=1-1113	YOR084W
OG0002802	augustus_masked-LWLF01000022.1-processed-gene-21.15-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-21.15&CDS=1-960	YER156C
OG0002803	snap_masked-LWLF01000022.1-processed-gene-21.128-mRNA-1_1&gene=snap_masked-LWLF01000022.1-processed-gene-21.128&CDS=1-5001	YER155C
OG0002804	augustus_masked-LWLF01000022.1-processed-gene-21.16-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-21.16&CDS=1-1188	YGR185C
OG0002805	genemark-LWLF01000022.1-processed-gene-21.81-mRNA-1_1&gene=genemark-LWLF01000022.1-processed-gene-21.81&CDS=1-5514	YGR184C
OG0002806	snap_masked-LWLF01000022.1-processed-gene-21.131-mRNA-1_1&gene=snap_masked-LWLF01000022.1-processed-gene-21.131&CDS=1-222	YGR183C
OG0002807	augustus_masked-LWLF01000022.1-processed-gene-21.17-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-21.17&CDS=1-1251	YGR202C
OG0002808	maker-LWLF01000022.1-snap-gene-21.43-mRNA-1_1&gene=maker-LWLF01000022.1-snap-gene-21.43&CDS=1-2388	YGR258C
OG0002809	augustus_masked-LWLF01000022.1-processed-gene-21.18-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-21.18&CDS=1-1773	YDR244W
OG0002810	genemark-LWLF01000022.1-processed-gene-21.65-mRNA-1_1&gene=genemark-LWLF01000022.1-processed-gene-21.65&CDS=1-1905	YML065W
OG0002811	augustus_masked-LWLF01000022.1-processed-gene-21.36-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-21.36&CDS=1-618	YML064C
OG0002812	augustus_masked-LWLF01000022.1-processed-gene-21.20-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-21.20&CDS=1-1194	YLR355C
OG0002813	augustus_masked-LWLF01000022.1-processed-gene-21.37-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-21.37&CDS=1-537	YLR306W
OG0002814	augustus_masked-LWLF01000022.1-processed-gene-21.38-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-21.38&CDS=1-342	YKL058W
OG0002815	augustus_masked-LWLF01000022.1-processed-gene-21.39-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-21.39&CDS=1-1146	YDR427W
OG0002816	augustus_masked-LWLF01000022.1-processed-gene-21.40-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-21.40&CDS=1-2181	YLR001C
OG0002817	augustus_masked-LWLF01000022.1-processed-gene-21.41-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-21.41&CDS=1-1902	YBR086C
OG0002818	augustus_masked-LWLF01000022.1-processed-gene-21.22-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-21.22&CDS=1-735	YBL036C
OG0002819	augustus_masked-LWLF01000022.1-processed-gene-21.42-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-21.42&CDS=1-2796	YBL037W
OG0002820	augustus_masked-LWLF01000022.1-processed-gene-22.62-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-22.62&CDS=1-1674	YBL035C
OG0002821	maker-LWLF01000022.1-augustus-gene-22.2-mRNA-1_1&gene=maker-LWLF01000022.1-augustus-gene-22.2&CDS=1-1827	YDL051W
OG0002822	augustus_masked-LWLF01000022.1-processed-gene-22.61-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-22.61&CDS=1-4872	YKR031C
OG0002823	genemark-LWLF01000022.1-processed-gene-22.136-mRNA-1_1&gene=genemark-LWLF01000022.1-processed-gene-22.136&CDS=1-1425	YMR013C
OG0002824	augustus_masked-LWLF01000022.1-processed-gene-22.83-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-22.83&CDS=1-1887	YJL101C
OG0002825	augustus_masked-LWLF01000022.1-processed-gene-22.85-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-22.85&CDS=1-4458	YKL010C
OG0002826	augustus_masked-LWLF01000022.1-processed-gene-22.64-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-22.64&CDS=1-1116	YNL207W
OG0002827	augustus_masked-LWLF01000022.1-processed-gene-22.87-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-22.87&CDS=1-696	YKL009W
OG0002828	augustus_masked-LWLF01000022.1-processed-gene-22.88-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-22.88&CDS=1-642	YHR128W
OG0002829	augustus_masked-LWLF01000022.1-processed-gene-22.89-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-22.89&CDS=1-1404	YOR322C
OG0002830	augustus_masked-LWLF01000022.1-processed-gene-22.65-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-22.65&CDS=1-804	YNL284C
OG0002831	augustus_masked-LWLF01000022.1-processed-gene-22.90-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-22.90&CDS=1-6804	YOR326W
OG0002832	augustus_masked-LWLF01000022.1-processed-gene-22.66-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-22.66&CDS=1-1149	YGR083C
OG0002833	augustus_masked-LWLF01000022.1-processed-gene-22.92-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-22.92&CDS=1-498	YAL044C
OG0002834	augustus_masked-LWLF01000022.1-processed-gene-22.68-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-22.68&CDS=1-1467	YLR345W
OG0002835	snap_masked-LWLF01000022.1-processed-gene-22.44-mRNA-1_1&gene=snap_masked-LWLF01000022.1-processed-gene-22.44&CDS=1-702	YGR036C
OG0002836	augustus_masked-LWLF01000022.1-processed-gene-22.69-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-22.69&CDS=1-1017	YPR127W
OG0002837	augustus_masked-LWLF01000022.1-processed-gene-22.93-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-22.93&CDS=1-708	YDR007W
OG0002838	augustus_masked-LWLF01000022.1-processed-gene-22.70-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-22.70&CDS=1-4230	YML103C
OG0002839	maker-LWLF01000022.1-augustus-gene-22.1-mRNA-1_1&gene=maker-LWLF01000022.1-augustus-gene-22.1&CDS=1-1722	YEL002C
OG0002840	snap_masked-LWLF01000022.1-processed-gene-22.49-mRNA-1_1&gene=snap_masked-LWLF01000022.1-processed-gene-22.49&CDS=1-321	YEL003W
OG0002841	augustus_masked-LWLF01000022.1-processed-gene-22.74-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-22.74&CDS=1-645	YBL040C
OG0002842	augustus_masked-LWLF01000022.1-processed-gene-22.75-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-22.75&CDS=1-675	YBL041W
OG0002843	augustus_masked-LWLF01000022.1-processed-gene-22.96-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-22.96&CDS=1-1710	YMR284W
OG0002844	augustus_masked-LWLF01000022.1-processed-gene-22.97-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-22.97&CDS=1-1332	YER078C
OG0002845	augustus_masked-LWLF01000022.1-processed-gene-22.78-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-22.78&CDS=1-780	YOR079C
OG0002846	augustus_masked-LWLF01000022.1-processed-gene-22.79-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-22.79&CDS=1-1206	YKL216W
OG0002847	augustus_masked-LWLF01000022.1-processed-gene-22.80-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-22.80&CDS=1-1020	YKR090W
OG0002848	augustus_masked-LWLF01000022.1-processed-gene-22.102-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-22.102&CDS=1-2076	YLR127C
OG0002849	genemark-LWLF01000022.1-processed-gene-22.133-mRNA-1_1&gene=genemark-LWLF01000022.1-processed-gene-22.133&CDS=1-1350	YMR020W
OG0002850	augustus_masked-LWLF01000022.1-processed-gene-22.82-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-22.82&CDS=1-3822	YNL172W
OG0002851	augustus_masked-LWLF01000022.1-processed-gene-22.104-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-22.104&CDS=1-1299	YNL169C
OG0002852	augustus_masked-LWLF01000022.1-processed-gene-23.3-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-23.3&CDS=1-693	YNL168C
OG0002853	augustus_masked-LWLF01000022.1-processed-gene-23.6-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-23.6&CDS=1-1074	YEL046C
OG0002854	augustus_masked-LWLF01000022.1-processed-gene-23.7-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-23.7&CDS=1-1053	YJR139C
OG0002855	snap_masked-LWLF01000022.1-processed-gene-23.124-mRNA-1_1&gene=snap_masked-LWLF01000022.1-processed-gene-23.124&CDS=1-1005	YHR201C
OG0002856	augustus_masked-LWLF01000022.1-processed-gene-23.2-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-23.2&CDS=1-5196	YJR140C
OG0002857	augustus_masked-LWLF01000022.1-processed-gene-23.8-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-23.8&CDS=1-936	YLR005W
OG0002858	augustus_masked-LWLF01000022.1-processed-gene-23.30-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-23.30&CDS=1-3777	YDL195W
OG0002859	augustus_masked-LWLF01000022.1-processed-gene-23.31-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-23.31&CDS=1-309	YJR085C
OG0002860	snap_masked-LWLF01000022.1-processed-gene-23.157-mRNA-1_1&gene=snap_masked-LWLF01000022.1-processed-gene-23.157&CDS=1-234	YLR218C
OG0002861	augustus_masked-LWLF01000022.1-processed-gene-23.9-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-23.9&CDS=1-1884	YDL141W
OG0002862	augustus_masked-LWLF01000022.1-processed-gene-23.33-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-23.33&CDS=1-378	YEL026W
OG0002863	augustus_masked-LWLF01000022.1-processed-gene-23.34-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-23.34&CDS=1-264	YNR037C
OG0002864	augustus_masked-LWLF01000022.1-processed-gene-23.14-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-23.14&CDS=1-2184	YGL083W
OG0002865	augustus_masked-LWLF01000022.1-processed-gene-23.37-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-23.37&CDS=1-1290	YPR036W
OG0002866	augustus_masked-LWLF01000022.1-processed-gene-23.18-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-23.18&CDS=1-702	YCL047C
OG0002867	augustus_masked-LWLF01000022.1-processed-gene-23.38-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-23.38&CDS=1-1263	YBR078W
OG0002868	augustus_masked-LWLF01000022.1-processed-gene-23.41-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-23.41&CDS=1-1872	YOR204W
OG0002869	genemark-LWLF01000022.1-processed-gene-23.106-mRNA-1_1&gene=genemark-LWLF01000022.1-processed-gene-23.106&CDS=1-1431	YEL042W
OG0002870	augustus_masked-LWLF01000022.1-processed-gene-23.19-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-23.19&CDS=1-903	YCL055W
OG0002871	augustus_masked-LWLF01000022.1-processed-gene-23.46-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-23.46&CDS=1-861	YNL320W
OG0002872	augustus_masked-LWLF01000022.1-processed-gene-23.20-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-23.20&CDS=1-1395	YOR046C
OG0002873	augustus_masked-LWLF01000022.1-processed-gene-23.21-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-23.21&CDS=1-1473	YFL022C
OG0002874	augustus_masked-LWLF01000022.1-processed-gene-23.22-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-23.22&CDS=1-1254	YHR005C
OG0002875	augustus_masked-LWLF01000022.1-processed-gene-23.23-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-23.23&CDS=1-1011	YKL085W
OG0002876	augustus_masked-LWLF01000022.1-processed-gene-23.48-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-23.48&CDS=1-483	YMR071C
OG0002877	snap_masked-LWLF01000022.1-processed-gene-23.150-mRNA-1_1&gene=snap_masked-LWLF01000022.1-processed-gene-23.150&CDS=1-306	YDL098C
OG0002878	augustus_masked-LWLF01000022.1-processed-gene-23.51-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-23.51&CDS=1-894	YKL024C
OG0002879	augustus_masked-LWLF01000022.1-processed-gene-23.26-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-23.26&CDS=1-474	YMR158W
OG0002880	augustus_masked-LWLF01000022.1-processed-gene-23.27-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-23.27&CDS=1-4059	YLR247C
OG0002881	augustus_masked-LWLF01000022.1-processed-gene-23.28-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-23.28&CDS=1-1971	YBL011W
OG0002882	maker-LWLF01000022.1-snap-gene-23.121-mRNA-1_1&gene=maker-LWLF01000022.1-snap-gene-23.121&CDS=1-567	YKR068C
OG0002883	augustus_masked-LWLF01000022.1-processed-gene-23.55-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-23.55&CDS=1-1077	YOR051C
OG0002884	augustus_masked-LWLF01000022.1-processed-gene-23.29-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-23.29&CDS=1-1431	YKR069W
OG0002885	augustus_masked-LWLF01000022.1-processed-gene-23.56-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-23.56&CDS=1-486	YOR052C
OG0002886	augustus_masked-LWLF01000022.1-processed-gene-24.104-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-24.104&CDS=1-1464	YBR286W
OG0002887	augustus_masked-LWLF01000022.1-processed-gene-24.107-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-24.107&CDS=1-2184	YGL022W
OG0002888	augustus_masked-LWLF01000022.1-processed-gene-24.110-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-24.110&CDS=1-801	YIL084C
OG0002889	augustus_masked-LWLF01000022.1-processed-gene-24.113-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-24.113&CDS=1-1344	YJR117W
OG0002890	augustus_masked-LWLF01000022.1-processed-gene-24.158-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-24.158&CDS=1-1659	YGR055W
OG0002891	augustus_masked-LWLF01000022.1-processed-gene-24.114-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-24.114&CDS=1-1137	YDR030C
OG0002892	augustus_masked-LWLF01000022.1-processed-gene-24.159-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-24.159&CDS=1-1611	YKL116C
OG0002893	augustus_masked-LWLF01000022.1-processed-gene-24.116-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-24.116&CDS=1-2460	YLR071C
OG0002894	augustus_masked-LWLF01000022.1-processed-gene-24.117-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-24.117&CDS=1-1014	YNL092W
OG0002895	augustus_masked-LWLF01000022.1-processed-gene-24.118-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-24.118&CDS=1-2016	YMR058W
OG0002896	augustus_masked-LWLF01000022.1-processed-gene-24.119-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-24.119&CDS=1-2241	YLR069C
OG0002897	augustus_masked-LWLF01000022.1-processed-gene-24.162-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-24.162&CDS=1-1701	YOR356W
OG0002898	snap_masked-LWLF01000022.1-processed-gene-24.258-mRNA-1_1&gene=snap_masked-LWLF01000022.1-processed-gene-24.258&CDS=1-795	YGL161C
OG0002899	augustus_masked-LWLF01000022.1-processed-gene-24.164-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-24.164&CDS=1-1044	YBR046C
OG0002900	augustus_masked-LWLF01000022.1-processed-gene-24.121-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-24.121&CDS=1-810	YLR393W
OG0002901	augustus_masked-LWLF01000022.1-processed-gene-24.165-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-24.165&CDS=1-597	YLR229C
OG0002902	augustus_masked-LWLF01000022.1-processed-gene-24.166-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-24.166&CDS=1-1950	YDR211W
OG0002903	augustus_masked-LWLF01000022.1-processed-gene-24.126-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-24.126&CDS=1-1785	YGL099W
OG0002904	augustus_masked-LWLF01000022.1-processed-gene-24.128-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-24.128&CDS=1-1347	YER043C
OG0002905	snap_masked-LWLF01000022.1-processed-gene-24.223-mRNA-1_1&gene=snap_masked-LWLF01000022.1-processed-gene-24.223&CDS=1-1560	YGL227W
OG0002906	augustus_masked-LWLF01000022.1-processed-gene-24.130-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-24.130&CDS=1-726	YOR004W
OG0002907	augustus_masked-LWLF01000022.1-processed-gene-24.174-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-24.174&CDS=1-1545	YGL203C
OG0002908	augustus_masked-LWLF01000022.1-processed-gene-24.175-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-24.175&CDS=1-2436	YIL140W
OG0002909	snap_masked-LWLF01000022.1-processed-gene-24.274-mRNA-1_1&gene=snap_masked-LWLF01000022.1-processed-gene-24.274&CDS=1-1038	YFL026W
OG0002910	augustus_masked-LWLF01000022.1-processed-gene-24.133-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-24.133&CDS=1-2649	YPR160W
OG0002911	augustus_masked-LWLF01000022.1-processed-gene-24.134-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-24.134&CDS=1-1587	YIL142W
OG0002912	genemark-LWLF01000022.1-processed-gene-24.80-mRNA-1_1&gene=genemark-LWLF01000022.1-processed-gene-24.80&CDS=1-1812	YER068W
