	Naumovozyma_dairenensis	Saccharomyces_cerevisiae
OG0003205	augustus_masked-NC_016485.2-processed-gene-7.100-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-7.100&CDS=1-468	YFL017C
OG0003206	augustus_masked-NC_016485.2-processed-gene-7.101-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-7.101&CDS=1-1656	YFL016C
OG0003207	augustus_masked-NC_016485.2-processed-gene-7.85-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-7.85&CDS=1-324	YFL014W
OG0003208	augustus_masked-NC_016485.2-processed-gene-7.102-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-7.102&CDS=1-2439	YFL013C
OG0003209	augustus_masked-NC_016485.2-processed-gene-7.86-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-7.86&CDS=1-3693	YFL008W
OG0003210	augustus_masked-NC_016485.2-processed-gene-8.34-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-8.34&CDS=1-6375	YFL007W
OG0003211	genemark-NC_016485.2-processed-gene-8.66-mRNA-1_1&gene=genemark-NC_016485.2-processed-gene-8.66&CDS=1-621	YFL005W
OG0003212	genemark-NC_016485.2-processed-gene-8.67-mRNA-1_1&gene=genemark-NC_016485.2-processed-gene-8.67&CDS=1-2550	YFL004W
OG0003213	augustus_masked-NC_016485.2-processed-gene-8.36-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-8.36&CDS=1-2565	YFL003C
OG0003214	augustus_masked-NC_016485.2-processed-gene-8.37-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-8.37&CDS=1-3111	YPL009C
OG0003215	augustus_masked-NC_016485.2-processed-gene-8.52-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-8.52&CDS=1-1140	YGL185C
OG0003216	augustus_masked-NC_016485.2-processed-gene-8.53-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-8.53&CDS=1-726	YGL183C
OG0003217	augustus_masked-NC_016485.2-processed-gene-8.39-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-8.39&CDS=1-1275	YGL181W
OG0003218	augustus_masked-NC_016485.2-processed-gene-8.40-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-8.40&CDS=1-2844	YGL180W
OG0003219	genemark-NC_016485.2-processed-gene-8.73-mRNA-1_1&gene=genemark-NC_016485.2-processed-gene-8.73&CDS=1-2652	YGL178W
OG0003220	augustus_masked-NC_016485.2-processed-gene-8.56-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-8.56&CDS=1-2748	YGL175C
OG0003221	snap_masked-NC_016485.2-processed-gene-8.10-mRNA-1_1&gene=snap_masked-NC_016485.2-processed-gene-8.10&CDS=1-783	YGL174W
OG0003222	augustus_masked-NC_016485.2-processed-gene-8.57-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-8.57&CDS=1-4644	YGL173C
OG0003223	augustus_masked-NC_016485.2-processed-gene-8.43-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-8.43&CDS=1-1617	YGL172W
OG0003224	augustus_masked-NC_016485.2-processed-gene-8.58-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-8.58&CDS=1-378	YPR020W
OG0003225	augustus_masked-NC_016485.2-processed-gene-8.59-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-8.59&CDS=1-2781	YPR019W
OG0003226	augustus_masked-NC_016485.2-processed-gene-8.60-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-8.60&CDS=1-1929	YPR018W
OG0003227	augustus_masked-NC_016485.2-processed-gene-8.45-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-8.45&CDS=1-3612	YPR010C
OG0003228	augustus_masked-NC_016485.2-processed-gene-8.46-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-8.46&CDS=1-2829	YGL167C
OG0003229	maker-NC_016485.2-snap-gene-8.33-mRNA-1_1&gene=maker-NC_016485.2-snap-gene-8.33&CDS=1-1335	YGL169W
OG0003230	snap_masked-NC_016485.2-processed-gene-8.14-mRNA-1_1&gene=snap_masked-NC_016485.2-processed-gene-8.14&CDS=1-1797	YGL161C
OG0003231	augustus_masked-NC_016485.2-processed-gene-8.48-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-8.48&CDS=1-642	YOL149W
OG0003232	augustus_masked-NC_016485.2-processed-gene-9.1-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-9.1&CDS=1-1971	YOL148C
OG0003233	augustus_masked-NC_016485.2-processed-gene-9.2-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-9.2&CDS=1-753	YOL147C
OG0003234	augustus_masked-NC_016485.2-processed-gene-9.3-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-9.3&CDS=1-3363	YOL145C
OG0003235	augustus_masked-NC_016485.2-processed-gene-9.0-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-9.0&CDS=1-1584	YOL144W
OG0003236	augustus_masked-NC_016485.2-processed-gene-9.4-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-9.4&CDS=1-507	YOL143C
OG0003237	augustus_masked-NC_016485.2-processed-gene-9.25-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-9.25&CDS=1-1299	YNL330C
OG0003238	augustus_masked-NC_016485.2-processed-gene-9.5-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-9.5&CDS=1-759	YOL142W
OG0003239	augustus_masked-NC_016485.2-processed-gene-9.6-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-9.6&CDS=1-2118	YOL141W
OG0003240	augustus_masked-NC_016485.2-processed-gene-9.7-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-9.7&CDS=1-1242	YNL323W
OG0003241	augustus_masked-NC_016485.2-processed-gene-9.8-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-9.8&CDS=1-1281	YOL140W
OG0003242	augustus_masked-NC_016485.2-processed-gene-9.26-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-9.26&CDS=1-630	YOL139C
OG0003243	augustus_masked-NC_016485.2-processed-gene-9.27-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-9.27&CDS=1-4131	YOL138C
OG0003244	augustus_masked-NC_016485.2-processed-gene-9.10-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-9.10&CDS=1-1506	YOL137W
OG0003245	augustus_masked-NC_016485.2-processed-gene-9.11-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-9.11&CDS=1-1530	YNL317W
OG0003246	augustus_masked-NC_016485.2-processed-gene-9.28-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-9.28&CDS=1-1449	YOL136C
OG0003247	augustus_masked-NC_016485.2-processed-gene-9.29-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-9.29&CDS=1-579	YOL135C
OG0003248	augustus_masked-NC_016485.2-processed-gene-9.12-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-9.12&CDS=1-369	YOL133W
OG0003249	augustus_masked-NC_016485.2-processed-gene-9.30-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-9.30&CDS=1-2781	YNL313C
OG0003250	maker-NC_016485.2-augustus-gene-9.77-mRNA-1_1&gene=maker-NC_016485.2-augustus-gene-9.77&CDS=1-852	YNL312W
OG0003251	snap_masked-NC_016485.2-processed-gene-9.92-mRNA-1_1&gene=snap_masked-NC_016485.2-processed-gene-9.92&CDS=1-1344	YOL132W
OG0003252	augustus_masked-NC_016485.2-processed-gene-9.15-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-9.15&CDS=1-543	YOL129W
OG0003253	augustus_masked-NC_016485.2-processed-gene-9.31-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-9.31&CDS=1-1122	YNL307C
OG0003254	augustus_masked-NC_016485.2-processed-gene-9.32-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-9.32&CDS=1-1128	YOL126C
OG0003255	augustus_masked-NC_016485.2-processed-gene-9.17-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-9.17&CDS=1-1407	YOL125W
OG0003256	augustus_masked-NC_016485.2-processed-gene-9.33-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-9.33&CDS=1-1332	YOL124C
OG0003257	augustus_masked-NC_016485.2-processed-gene-9.34-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-9.34&CDS=1-1710	YOL122C
OG0003258	augustus_masked-NC_016485.2-processed-gene-9.19-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-9.19&CDS=1-1881	YOL117W
OG0003259	augustus_masked-NC_016485.2-processed-gene-9.21-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-9.21&CDS=1-1179	YOL116W
OG0003260	augustus_masked-NC_016485.2-processed-gene-9.36-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-9.36&CDS=1-630	YOL111C
OG0003261	augustus_masked-NC_016485.2-processed-gene-9.24-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-9.24&CDS=1-849	YOL110W
OG0003262	genemark-NC_016485.2-processed-gene-10.87-mRNA-1_1&gene=genemark-NC_016485.2-processed-gene-10.87&CDS=1-753	YOL102C
OG0003263	augustus_masked-NC_016485.2-processed-gene-10.46-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-10.46&CDS=1-3000	YOL089C
OG0003264	snap_masked-NC_016485.2-processed-gene-10.4-mRNA-1_1&gene=snap_masked-NC_016485.2-processed-gene-10.4&CDS=1-951	YCL005W
OG0003265	snap_masked-NC_016485.2-processed-gene-10.5-mRNA-1_1&gene=snap_masked-NC_016485.2-processed-gene-10.5&CDS=1-1446	YCL008C
OG0003266	augustus_masked-NC_016485.2-processed-gene-10.50-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-10.50&CDS=1-909	YCL009C
OG0003267	augustus_masked-NC_016485.2-processed-gene-10.51-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-10.51&CDS=1-762	YCL010C
OG0003268	augustus_masked-NC_016485.2-processed-gene-10.74-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-10.74&CDS=1-4707	YCL014W
OG0003269	augustus_masked-NC_016485.2-processed-gene-10.53-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-10.53&CDS=1-1254	YCL016C
OG0003270	augustus_masked-NC_016485.2-processed-gene-10.54-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-10.54&CDS=1-1557	YCL017C
OG0003271	augustus_masked-NC_016485.2-processed-gene-10.75-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-10.75&CDS=1-1089	YCL018W
OG0003272	maker-NC_016485.2-augustus-gene-10.0-mRNA-1_1&gene=maker-NC_016485.2-augustus-gene-10.0&CDS=1-2985	YLR176C
OG0003273	augustus_masked-NC_016485.2-processed-gene-10.57-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-10.57&CDS=1-927	YOL096C
OG0003274	augustus_masked-NC_016485.2-processed-gene-10.58-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-10.58&CDS=1-1320	YOL097C
OG0003275	augustus_masked-NC_016485.2-processed-gene-10.59-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-10.59&CDS=1-3102	YOL098C
OG0003276	augustus_masked-NC_016485.2-processed-gene-10.76-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-10.76&CDS=1-3339	YOL100W
OG0003277	augustus_masked-NC_016485.2-processed-gene-10.77-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-10.77&CDS=1-2289	YOL095C
OG0003278	augustus_masked-NC_016485.2-processed-gene-10.60-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-10.60&CDS=1-1449	YLR175W
OG0003279	augustus_masked-NC_016485.2-processed-gene-10.78-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-10.78&CDS=1-1053	YFR007W
OG0003280	augustus_masked-NC_016485.2-processed-gene-10.61-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-10.61&CDS=1-822	YOL088C
OG0003281	augustus_masked-NC_016485.2-processed-gene-10.62-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-10.62&CDS=1-1482	YCL004W
OG0003282	augustus_masked-NC_016485.2-processed-gene-10.63-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-10.63&CDS=1-510	YCL001W
OG0003283	augustus_masked-NC_016485.2-processed-gene-10.65-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-10.65&CDS=1-543	YCR003W
OG0003284	augustus_masked-NC_016485.2-processed-gene-10.79-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-10.79&CDS=1-786	YCR004C
OG0003285	augustus_masked-NC_016485.2-processed-gene-10.80-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-10.80&CDS=1-1410	YNR001C
OG0003286	augustus_masked-NC_016485.2-processed-gene-10.66-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-10.66&CDS=1-1182	YIR026C
OG0003287	snap_masked-NC_016485.2-processed-gene-10.39-mRNA-1_1&gene=snap_masked-NC_016485.2-processed-gene-10.39&CDS=1-1665	YIR025W
OG0003288	snap_masked-NC_016485.2-processed-gene-10.40-mRNA-1_1&gene=snap_masked-NC_016485.2-processed-gene-10.40&CDS=1-5124	YKL014C
OG0003289	augustus_masked-NC_016485.2-processed-gene-10.67-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-10.67&CDS=1-723	YIR024C
OG0003290	augustus_masked-NC_016485.2-processed-gene-10.82-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-10.82&CDS=1-3414	YIR023W
OG0003291	augustus_masked-NC_016485.2-processed-gene-10.68-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-10.68&CDS=1-861	YMR063W
OG0003292	snap_masked-NC_016485.2-processed-gene-10.27-mRNA-1_1&gene=snap_masked-NC_016485.2-processed-gene-10.27&CDS=1-1572	YMR064W
OG0003293	augustus_masked-NC_016485.2-processed-gene-10.70-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-10.70&CDS=1-1461	YMR065W
OG0003294	augustus_masked-NC_016485.2-processed-gene-10.71-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-10.71&CDS=1-1398	YKL082C
OG0003295	augustus_masked-NC_016485.2-processed-gene-10.72-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-10.72&CDS=1-2751	YMR066W
OG0003296	snap_masked-NC_016485.2-processed-gene-10.43-mRNA-1_1&gene=snap_masked-NC_016485.2-processed-gene-10.43&CDS=1-1554	YMR067C
OG0003297	augustus_masked-NC_016485.2-processed-gene-10.73-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-10.73&CDS=1-1368	YMR068W
OG0003298	augustus_masked-NC_016485.2-processed-gene-10.85-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-10.85&CDS=1-1464	YHR005C
OG0003299	augustus_masked-NC_016485.2-processed-gene-11.79-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-11.79&CDS=1-1365	YMR097C
OG0003300	augustus_masked-NC_016485.2-processed-gene-11.80-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-11.80&CDS=1-279	YHR005C-A
OG0003301	snap_masked-NC_016485.2-processed-gene-11.0-mRNA-1_1&gene=snap_masked-NC_016485.2-processed-gene-11.0&CDS=1-1350	YIR021W
OG0003302	augustus_masked-NC_016485.2-processed-gene-11.82-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-11.82&CDS=1-1941	YKL012W
OG0003303	augustus_masked-NC_016485.2-processed-gene-11.78-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-11.78&CDS=1-1386	YMR062C
OG0003304	augustus_masked-NC_016485.2-processed-gene-11.83-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-11.83&CDS=1-2061	YMR061W
OG0003305	snap_masked-NC_016485.2-processed-gene-11.7-mRNA-1_1&gene=snap_masked-NC_016485.2-processed-gene-11.7&CDS=1-1056	YMR060C
OG0003306	augustus_masked-NC_016485.2-processed-gene-11.99-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-11.99&CDS=1-1929	YMR058W
OG0003307	augustus_masked-NC_016485.2-processed-gene-11.85-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-11.85&CDS=1-930	YMR056C
OG0003308	augustus_masked-NC_016485.2-processed-gene-11.86-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-11.86&CDS=1-1041	YMR055C
OG0003309	augustus_masked-NC_016485.2-processed-gene-11.100-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-11.100&CDS=1-2706	YMR054W
OG0003310	augustus_masked-NC_016485.2-processed-gene-11.103-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-11.103&CDS=1-417	YJR044C
OG0003311	augustus_masked-NC_016485.2-processed-gene-11.104-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-11.104&CDS=1-1962	YJR045C
OG0003312	augustus_masked-NC_016485.2-processed-gene-11.89-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-11.89&CDS=1-1797	YJR046W
OG0003313	augustus_masked-NC_016485.2-processed-gene-11.90-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-11.90&CDS=1-1047	YMR048W
OG0003314	augustus_masked-NC_016485.2-processed-gene-11.91-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-11.91&CDS=1-1242	YJR043C
OG0003315	snap_masked-NC_016485.2-processed-gene-11.16-mRNA-1_1&gene=snap_masked-NC_016485.2-processed-gene-11.16&CDS=1-3492	YJR041C
OG0003316	augustus_masked-NC_016485.2-processed-gene-11.107-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-11.107&CDS=1-2418	YJR040W
OG0003317	augustus_masked-NC_016485.2-processed-gene-11.93-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-11.93&CDS=1-378	YEL026W
OG0003318	snap_masked-NC_016485.2-processed-gene-11.33-mRNA-1_1&gene=snap_masked-NC_016485.2-processed-gene-11.33&CDS=1-3441	YJR039W
OG0003319	augustus_masked-NC_016485.2-processed-gene-11.94-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-11.94&CDS=1-2538	YJR036C
OG0003320	augustus_masked-NC_016485.2-processed-gene-11.109-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-11.109&CDS=1-3270	YJR035W
OG0003321	augustus_masked-NC_016485.2-processed-gene-11.110-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-11.110&CDS=1-324	YJR034W
OG0003322	augustus_masked-NC_016485.2-processed-gene-11.95-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-11.95&CDS=1-4146	YJR033C
OG0003323	augustus_masked-NC_016485.2-processed-gene-11.111-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-11.111&CDS=1-1182	YJR032W
OG0003324	augustus_masked-NC_016485.2-processed-gene-11.113-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-11.113&CDS=1-1578	YCR024C
OG0003325	augustus_masked-NC_016485.2-processed-gene-12.2-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-12.2&CDS=1-630	YCR027C
OG0003326	genemark-NC_016485.2-processed-gene-12.37-mRNA-1_1&gene=genemark-NC_016485.2-processed-gene-12.37&CDS=1-1070	YCR019W
OG0003327	augustus_masked-NC_016485.2-processed-gene-12.3-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-12.3&CDS=1-645	YCR020C
OG0003328	augustus_masked-NC_016485.2-processed-gene-12.4-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-12.4&CDS=1-213	YCR020W-B
OG0003329	augustus_masked-NC_016485.2-processed-gene-12.5-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-12.5&CDS=1-2928	YCR017C
OG0003330	augustus_masked-NC_016485.2-processed-gene-12.7-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-12.7&CDS=1-1710	YCR014C
OG0003331	augustus_masked-NC_016485.2-processed-gene-12.24-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-12.24&CDS=1-1248	YCR012W
OG0003332	augustus_masked-NC_016485.2-processed-gene-12.8-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-12.8&CDS=1-3219	YCR011C
OG0003333	augustus_masked-NC_016485.2-processed-gene-12.9-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-12.9&CDS=1-990	YNR003C
OG0003334	augustus_masked-NC_016485.2-processed-gene-12.11-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-12.11&CDS=1-798	YCR009C
OG0003335	augustus_masked-NC_016485.2-processed-gene-12.25-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-12.25&CDS=1-2124	YCR008W
OG0003336	augustus_masked-NC_016485.2-processed-gene-12.12-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-12.12&CDS=1-702	YFR008W
OG0003337	augustus_masked-NC_016485.2-processed-gene-12.14-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-12.14&CDS=1-1116	YIR034C
OG0003338	augustus_masked-NC_016485.2-processed-gene-12.27-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-12.27&CDS=1-2886	YOL090W
OG0003339	augustus_masked-NC_016485.2-processed-gene-12.29-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-12.29&CDS=1-912	YOL092W
OG0003340	augustus_masked-NC_016485.2-processed-gene-12.30-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-12.30&CDS=1-888	YOL093W
OG0003341	augustus_masked-NC_016485.2-processed-gene-12.15-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-12.15&CDS=1-963	YOL094C
OG0003342	augustus_masked-NC_016485.2-processed-gene-12.32-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-12.32&CDS=1-729	YLR250W
OG0003343	augustus_masked-NC_016485.2-processed-gene-12.34-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-12.34&CDS=1-1812	YLR248W
OG0003344	augustus_masked-NC_016485.2-processed-gene-12.16-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-12.16&CDS=1-4758	YLR247C
OG0003345	snap_masked-NC_016485.2-processed-gene-12.95-mRNA-1_1&gene=snap_masked-NC_016485.2-processed-gene-12.95&CDS=1-468	YLR170C
OG0003346	augustus_masked-NC_016485.2-processed-gene-12.35-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-12.35&CDS=1-897	YLR172C
OG0003347	augustus_masked-NC_016485.2-processed-gene-12.18-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-12.18&CDS=1-1821	YLR173W
OG0003348	augustus_masked-NC_016485.2-processed-gene-12.19-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-12.19&CDS=1-1548	YLR253W
OG0003349	augustus_masked-NC_016485.2-processed-gene-12.20-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-12.20&CDS=1-4743	YLR256W
OG0003350	augustus_masked-NC_016485.2-processed-gene-12.21-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-12.21&CDS=1-801	YLR257W
OG0003351	snap_masked-NC_016485.2-processed-gene-12.100-mRNA-1_1&gene=snap_masked-NC_016485.2-processed-gene-12.100&CDS=1-573	YLR254C
OG0003352	augustus_masked-NC_016485.2-processed-gene-13.32-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-13.32&CDS=1-1311	YOL016C
OG0003353	augustus_masked-NC_016485.2-processed-gene-13.33-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-13.33&CDS=1-1221	YOL018C
OG0003354	augustus_masked-NC_016485.2-processed-gene-13.35-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-13.35&CDS=1-1770	YOL019W
OG0003355	augustus_masked-NC_016485.2-processed-gene-13.36-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-13.36&CDS=1-2136	YJL112W
OG0003356	snap_masked-NC_016485.2-processed-gene-13.87-mRNA-1_1&gene=snap_masked-NC_016485.2-processed-gene-13.87&CDS=1-1269	YJL110C
OG0003357	augustus_masked-NC_016485.2-processed-gene-13.52-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-13.52&CDS=1-5334	YJL109C
OG0003358	augustus_masked-NC_016485.2-processed-gene-13.37-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-13.37&CDS=1-2538	YJL106W
OG0003359	augustus_masked-NC_016485.2-processed-gene-13.38-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-13.38&CDS=1-1779	YJL105W
OG0003360	augustus_masked-NC_016485.2-processed-gene-13.39-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-13.39&CDS=1-447	YJL104W
