	Saccharomyces_cerevisiae	yHMPu5000041829_Debaryomyces_fabryi
OG0002794	YNL221C	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-5.41-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-5.41&CDS=1-4356
OG0002795	YNL224C	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-5.15-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-5.15&CDS=1-2391
OG0002796	YNL227C	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-5.42-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-5.42&CDS=1-4227
OG0002797	YNL229C	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-3.153-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-3.153&CDS=1-924
OG0002798	YNL230C	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-4.5-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-4.5&CDS=1-1239
OG0002799	YNL231C	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-4.2-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-4.2&CDS=1-1044
OG0002800	YNL232W	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-4.6-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-4.6&CDS=1-894
OG0002801	YNL233W	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-4.7-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-4.7&CDS=1-3552
OG0002802	YNL236W	augustus_masked-NODE_11_length_619339_cov_14.2281_ID_2975-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-NODE_11_length_619339_cov_14.2281_ID_2975-processed-gene-1.122&CDS=1-3123
OG0002803	YNL237W	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-7.30-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-7.30&CDS=1-1407
OG0002804	YNL238W	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-7.56-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-7.56&CDS=1-2772
OG0002805	YNL239W	snap_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-5.64-mRNA-1_1&gene=snap_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-5.64&CDS=1-1515
OG0002806	YNL240C	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-7.31-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-7.31&CDS=1-1635
OG0002807	YNL241C	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-7.55-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-7.55&CDS=1-1506
OG0002808	YNL242W	augustus_masked-NODE_11_length_619339_cov_14.2281_ID_2975-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-NODE_11_length_619339_cov_14.2281_ID_2975-processed-gene-3.31&CDS=1-7062
OG0002809	YNL243W	maker-NODE_3_length_903599_cov_13.2106_ID_2211-snap-gene-8.58-mRNA-1_1&gene=maker-NODE_3_length_903599_cov_13.2106_ID_2211-snap-gene-8.58&CDS=1-4827
OG0002810	YNL244C	maker-NODE_8_length_710497_cov_13.5056_ID_2357-snap-gene-5.125-mRNA-1_1&gene=maker-NODE_8_length_710497_cov_13.5056_ID_2357-snap-gene-5.125&CDS=1-327
OG0002811	YNL245C	augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-5.106-mRNA-1_1&gene=augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-5.106&CDS=1-771
OG0002812	YNL246W	augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-6.134-mRNA-1_1&gene=augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-6.134&CDS=1-843
OG0002813	YNL247W	augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-5.43-mRNA-1_1&gene=augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-5.43&CDS=1-3012
OG0002814	YNL248C	augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-6.135-mRNA-1_1&gene=augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-6.135&CDS=1-1245
OG0002815	YNL250W	snap_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-1.84-mRNA-1_1&gene=snap_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-1.84&CDS=1-5145
OG0002816	YNL251C	augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-3.147-mRNA-1_1&gene=augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-3.147&CDS=1-1962
OG0002817	YNL252C	augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-3.130&CDS=1-819
OG0002818	YNL256W	augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-3.146-mRNA-1_1&gene=augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-3.146&CDS=1-4272
OG0002819	YNL258C	augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-5.114-mRNA-1_1&gene=augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-5.114&CDS=1-2139
OG0002820	YNL259C	augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-5.102-mRNA-1_1&gene=augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-5.102&CDS=1-213
OG0002821	YNL260C	augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-5.101-mRNA-1_1&gene=augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-5.101&CDS=1-516
OG0002822	YNL262W	augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-5.100-mRNA-1_1&gene=augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-5.100&CDS=1-9030
OG0002823	YNL267W	augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-3.138-mRNA-1_1&gene=augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-3.138&CDS=1-2973
OG0002824	YNL271C	augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-5.23-mRNA-1_1&gene=augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-5.23&CDS=1-5292
OG0002825	YNL272C	augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-5.22-mRNA-1_1&gene=augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-5.22&CDS=1-1935
OG0002826	YNL273W	augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-4.99-mRNA-1_1&gene=augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-4.99&CDS=1-3939
OG0002827	YNL275W	augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-6.128-mRNA-1_1&gene=augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-6.128&CDS=1-1698
OG0002828	YNL277W	augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-6.161-mRNA-1_1&gene=augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-6.161&CDS=1-2415
OG0002829	YNL279W	genemark-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-5.65-mRNA-1_1&gene=genemark-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-5.65&CDS=1-1938
OG0002830	YNL280C	augustus_masked-NODE_11_length_619339_cov_14.2281_ID_2975-processed-gene-4.1-mRNA-1_1&gene=augustus_masked-NODE_11_length_619339_cov_14.2281_ID_2975-processed-gene-4.1&CDS=1-1329
OG0002831	YNL281W	snap_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-7.80-mRNA-1_1&gene=snap_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-7.80&CDS=1-903
OG0002832	YNL284C	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-4.14-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-4.14&CDS=1-837
OG0002833	YNL286W	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-7.240-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-7.240&CDS=1-1161
OG0002834	YNL287W	augustus_masked-NODE_19_length_146246_cov_13.4085_ID_3555-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-NODE_19_length_146246_cov_13.4085_ID_3555-processed-gene-0.158&CDS=1-2826
OG0002835	YNL288W	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-7.213-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-7.213&CDS=1-936
OG0002836	YNL289W	augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-4.113-mRNA-1_1&gene=augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-4.113&CDS=1-876
OG0002837	YNL290W	maker-NODE_8_length_710497_cov_13.5056_ID_2357-snap-gene-5.127-mRNA-1_1&gene=maker-NODE_8_length_710497_cov_13.5056_ID_2357-snap-gene-5.127&CDS=1-2535
OG0002838	YNL293W	augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-3.124-mRNA-1_1&gene=augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-3.124&CDS=1-1710
OG0002839	YNL294C	augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-3.142-mRNA-1_1&gene=augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-3.142&CDS=1-1668
OG0002840	YNL297C	snap_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-6.7-mRNA-1_1&gene=snap_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-6.7&CDS=1-4797
OG0002841	YNL305C	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-3.17-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-3.17&CDS=1-762
OG0002842	YNL307C	augustus_masked-NODE_12_length_444481_cov_14.6249_ID_3069-processed-gene-3.70-mRNA-1_1&gene=augustus_masked-NODE_12_length_444481_cov_14.6249_ID_3069-processed-gene-3.70&CDS=1-1128
OG0002843	YNL308C	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-9.62-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-9.62&CDS=1-1743
OG0002844	YNL312W	augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-4.146-mRNA-1_1&gene=augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-4.146&CDS=1-780
OG0002845	YNL313C	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-2.28&CDS=1-5841
OG0002846	YNL315C	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-9.52-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-9.52&CDS=1-906
OG0002847	YNL317W	augustus_masked-NODE_13_length_289920_cov_14.0381_ID_3657-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-NODE_13_length_289920_cov_14.0381_ID_3657-processed-gene-1.36&CDS=1-1512
OG0002848	YNL320W	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-0.118&CDS=1-867
OG0002849	YNL321W	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-0.103&CDS=1-3240
OG0002850	YNL325C	augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-3.145-mRNA-1_1&gene=augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-3.145&CDS=1-3168
OG0002851	YNL328C	snap_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-6.145-mRNA-1_1&gene=snap_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-6.145&CDS=1-429
OG0002852	YNL329C	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-6.27-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-6.27&CDS=1-3594
OG0002853	YNL330C	augustus_masked-NODE_14_length_271302_cov_16.67_ID_4278-processed-gene-1.245-mRNA-1_1&gene=augustus_masked-NODE_14_length_271302_cov_16.67_ID_4278-processed-gene-1.245&CDS=1-1506
OG0002854	YNR001C	maker-NODE_7_length_751370_cov_14.0062_ID_3727-augustus-gene-1.4-mRNA-1_1&gene=maker-NODE_7_length_751370_cov_14.0062_ID_3727-augustus-gene-1.4&CDS=1-1389
OG0002855	YNR003C	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-7.181-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-7.181&CDS=1-969
OG0002856	YNR006W	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-8.98-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-8.98&CDS=1-2190
OG0002857	YNR008W	maker-NODE_1_length_1085505_cov_12.3365_ID_2412-augustus-gene-7.143-mRNA-1_1&gene=maker-NODE_1_length_1085505_cov_12.3365_ID_2412-augustus-gene-7.143&CDS=1-2982
OG0002858	YNR012W	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-5.37-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-5.37&CDS=1-1518
OG0002859	YNR015W	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-3.32&CDS=1-1122
OG0002860	YNR016C	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-3.33&CDS=1-6672
OG0002861	YNR017W	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-3.56-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-3.56&CDS=1-627
OG0002862	YNR018W	augustus_masked-NODE_16_length_253375_cov_11.5577_ID_3229-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_16_length_253375_cov_11.5577_ID_3229-processed-gene-0.113&CDS=1-621
OG0002863	YNR020C	augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-4.135-mRNA-1_1&gene=augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-4.135&CDS=1-708
OG0002864	YNR021W	maker-NODE_7_length_751370_cov_14.0062_ID_3727-augustus-gene-4.172-mRNA-1_1&gene=maker-NODE_7_length_751370_cov_14.0062_ID_3727-augustus-gene-4.172&CDS=1-1125
OG0002865	YNR022C	augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-4.134-mRNA-1_1&gene=augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-4.134&CDS=1-1935
OG0002866	YNR023W	augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-4.148-mRNA-1_1&gene=augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-4.148&CDS=1-1449
OG0002867	YNR029C	augustus_masked-NODE_11_length_619339_cov_14.2281_ID_2975-processed-gene-5.170-mRNA-1_1&gene=augustus_masked-NODE_11_length_619339_cov_14.2281_ID_2975-processed-gene-5.170&CDS=1-1278
OG0002868	YNR030W	augustus_masked-NODE_11_length_619339_cov_14.2281_ID_2975-processed-gene-5.143-mRNA-1_1&gene=augustus_masked-NODE_11_length_619339_cov_14.2281_ID_2975-processed-gene-5.143&CDS=1-1896
OG0002869	YNR032C-A	snap_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-6.83-mRNA-1_1&gene=snap_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-6.83&CDS=1-219
OG0002870	YNR032W	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-6.22-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-6.22&CDS=1-1107
OG0002871	YNR033W	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-6.14-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-6.14&CDS=1-2358
OG0002872	YNR035C	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-6.28-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-6.28&CDS=1-1020
OG0002873	YNR036C	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-6.9-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-6.9&CDS=1-531
OG0002874	YNR037C	augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-2.163-mRNA-1_1&gene=augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-2.163&CDS=1-273
OG0002875	YNR038W	augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-3.114-mRNA-1_1&gene=augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-3.114&CDS=1-2022
OG0002876	YNR041C	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-0.124&CDS=1-1185
OG0002877	YNR042W	snap_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-0.23&CDS=1-213
OG0002878	YNR043W	maker-NODE_5_length_854671_cov_13.4875_ID_2683-snap-gene-1.56-mRNA-1_1&gene=maker-NODE_5_length_854671_cov_13.4875_ID_2683-snap-gene-1.56&CDS=1-1164
OG0002879	YNR046W	augustus_masked-NODE_13_length_289920_cov_14.0381_ID_3657-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_13_length_289920_cov_14.0381_ID_3657-processed-gene-0.92&CDS=1-387
OG0002880	YNR049C	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-5.32-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-5.32&CDS=1-720
OG0002881	YNR050C	augustus_masked-NODE_18_length_150317_cov_11.9441_ID_3603-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_18_length_150317_cov_11.9441_ID_3603-processed-gene-0.16&CDS=1-1335
OG0002882	YNR051C	maker-NODE_12_length_444481_cov_14.6249_ID_3069-snap-gene-1.1-mRNA-1_1&gene=maker-NODE_12_length_444481_cov_14.6249_ID_3069-snap-gene-1.1&CDS=1-1467
OG0002883	YNR052C	augustus_masked-NODE_12_length_444481_cov_14.6249_ID_3069-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_12_length_444481_cov_14.6249_ID_3069-processed-gene-1.5&CDS=1-1494
OG0002884	YNR053C	maker-NODE_12_length_444481_cov_14.6249_ID_3069-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_12_length_444481_cov_14.6249_ID_3069-augustus-gene-0.0&CDS=1-1632
OG0002885	YNR054C	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-9.220-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-9.220&CDS=1-1047
OG0002886	YNR055C	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-7.289-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-7.289&CDS=1-1728
OG0002887	YNR057C	augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-5.248-mRNA-1_1&gene=augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-5.248&CDS=1-636
OG0002888	YNR058W	augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-5.293-mRNA-1_1&gene=augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-5.293&CDS=1-1284
OG0002889	YNR064C	augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-4.154-mRNA-1_1&gene=augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-4.154&CDS=1-870
OG0002890	YOL001W	augustus_masked-NODE_19_length_146246_cov_13.4085_ID_3555-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-NODE_19_length_146246_cov_13.4085_ID_3555-processed-gene-0.151&CDS=1-1320
OG0002891	YOL003C	maker-NODE_2_length_1055133_cov_10.9579_ID_2135-augustus-gene-5.3-mRNA-1_1&gene=maker-NODE_2_length_1055133_cov_10.9579_ID_2135-augustus-gene-5.3&CDS=1-1206
OG0002892	YOL004W	maker-NODE_2_length_1055133_cov_10.9579_ID_2135-snap-gene-5.56-mRNA-1_1&gene=maker-NODE_2_length_1055133_cov_10.9579_ID_2135-snap-gene-5.56&CDS=1-4314
OG0002893	YOL005C	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-5.18-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-5.18&CDS=1-366
OG0002894	YOL006C	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-5.19-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-5.19&CDS=1-2367
OG0002895	YOL009C	augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-2.166-mRNA-1_1&gene=augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-2.166&CDS=1-1266
OG0002896	YOL010W	augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-3.27&CDS=1-1116
OG0002897	YOL016C	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-4.51-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-4.51&CDS=1-1314
OG0002898	YOL021C	augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-7.119-mRNA-1_1&gene=augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-7.119&CDS=1-2973
OG0002899	YOL022C	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-1.25&CDS=1-1323
OG0002900	YOL023W	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-1.24&CDS=1-2328
OG0002901	YOL026C	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-8.50-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-8.50&CDS=1-447
OG0002902	YOL027C	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-3.128-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-3.128&CDS=1-1473
OG0002903	YOL030W	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-4.166-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-4.166&CDS=1-1374
