	Candida_tropicalis	Saccharomyces_cerevisiae
OG0002690	augustus_masked-NW_003020057.1-processed-gene-8.62-mRNA-1_1&gene=augustus_masked-NW_003020057.1-processed-gene-8.62&CDS=1-1560	YFL055W
OG0002691	augustus_masked-NW_003020057.1-processed-gene-8.63-mRNA-1_1&gene=augustus_masked-NW_003020057.1-processed-gene-8.63&CDS=1-651	YBL102W
OG0002692	snap_masked-NW_003020057.1-processed-gene-8.128-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-8.128&CDS=1-447	YDL125C
OG0002693	augustus_masked-NW_003020057.1-processed-gene-8.64-mRNA-1_1&gene=augustus_masked-NW_003020057.1-processed-gene-8.64&CDS=1-2478	YDL126C
OG0002694	snap_masked-NW_003020057.1-processed-gene-8.114-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-8.114&CDS=1-966	YHR101C
OG0002695	snap_masked-NW_003020057.1-processed-gene-8.130-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-8.130&CDS=1-1464	YHR009C
OG0002696	augustus_masked-NW_003020057.1-processed-gene-8.67-mRNA-1_1&gene=augustus_masked-NW_003020057.1-processed-gene-8.67&CDS=1-756	YDR446W
OG0002697	snap_masked-NW_003020057.1-processed-gene-8.131-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-8.131&CDS=1-1335	YDR448W
OG0002698	genemark-NW_003020057.1-processed-gene-8.23-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-8.23&CDS=1-1245	YDR449C
OG0002699	genemark-NW_003020057.1-processed-gene-8.41-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-8.41&CDS=1-1473	YDR363W
OG0002700	genemark-NW_003020057.1-processed-gene-8.42-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-8.42&CDS=1-1335	YHR111W
OG0002701	maker-NW_003020057.1-snap-gene-8.94-mRNA-1_1&gene=maker-NW_003020057.1-snap-gene-8.94&CDS=1-654	YHR110W
OG0002702	snap_masked-NW_003020057.1-processed-gene-8.136-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-8.136&CDS=1-1476	YOR119C
OG0002703	maker-NW_003020057.1-augustus-gene-8.143-mRNA-1_1&gene=maker-NW_003020057.1-augustus-gene-8.143&CDS=1-2556	YOR118W
OG0002704	snap_masked-NW_003020057.1-processed-gene-8.121-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-8.121&CDS=1-2043	YDR365C
OG0002705	snap_masked-NW_003020057.1-processed-gene-8.137-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-8.137&CDS=1-1623	YBL103C
OG0002706	snap_masked-NW_003020057.1-processed-gene-9.46-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-9.46&CDS=1-189	YFR032C-A
OG0002707	maker-NW_003020057.1-snap-gene-9.131-mRNA-1_1&gene=maker-NW_003020057.1-snap-gene-9.131&CDS=1-969	YFR032C
OG0002708	snap_masked-NW_003020057.1-processed-gene-9.48-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-9.48&CDS=1-2106	YOR017W
OG0002709	genemark-NW_003020057.1-processed-gene-9.95-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-9.95&CDS=1-1119	YOL136C
OG0002710	snap_masked-NW_003020057.1-processed-gene-9.69-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-9.69&CDS=1-1635	YNL317W
OG0002711	genemark-NW_003020057.1-processed-gene-9.96-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-9.96&CDS=1-534	YMR009W
OG0002712	snap_masked-NW_003020057.1-processed-gene-9.70-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-9.70&CDS=1-363	YEL003W
OG0002713	snap_masked-NW_003020057.1-processed-gene-9.54-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-9.54&CDS=1-1653	YML123C
OG0002714	snap_masked-NW_003020057.1-processed-gene-9.72-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-9.72&CDS=1-1155	YDR502C
OG0002715	snap_masked-NW_003020057.1-processed-gene-9.56-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-9.56&CDS=1-3606	YCL061C
OG0002716	snap_masked-NW_003020057.1-processed-gene-9.74-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-9.74&CDS=1-1020	YCL059C
OG0002717	snap_masked-NW_003020057.1-processed-gene-9.76-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-9.76&CDS=1-792	YLR186W
OG0002718	snap_masked-NW_003020057.1-processed-gene-9.59-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-9.59&CDS=1-2157	YDR499W
OG0002719	genemark-NW_003020057.1-processed-gene-9.121-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-9.121&CDS=1-1920	YNL279W
OG0002720	snap_masked-NW_003020057.1-processed-gene-9.61-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-9.61&CDS=1-297	YDR510W
OG0002721	snap_masked-NW_003020057.1-processed-gene-9.64-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-9.64&CDS=1-1713	YDR243C
OG0002722	snap_masked-NW_003020057.1-processed-gene-9.80-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-9.80&CDS=1-1047	YDL209C
OG0002723	maker-NW_003020057.1-snap-gene-9.132-mRNA-1_1&gene=maker-NW_003020057.1-snap-gene-9.132&CDS=1-1092	YER016W
OG0002724	snap_masked-NW_003020057.1-processed-gene-9.65-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-9.65&CDS=1-837	YER026C
OG0002725	snap_masked-NW_003020057.1-processed-gene-9.66-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-9.66&CDS=1-1437	YPL063W
OG0002726	snap_masked-NW_003020057.1-processed-gene-9.85-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-9.85&CDS=1-771	YPL051W
OG0002727	snap_masked-NW_003020057.1-processed-gene-9.86-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-9.86&CDS=1-1347	YEL002C
OG0002728	snap_masked-NW_003020057.1-processed-gene-9.68-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-9.68&CDS=1-303	YIL008W
OG0002729	genemark-NW_003020057.1-processed-gene-9.130-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-9.130&CDS=1-2358	YIL007C
OG0002730	snap_masked-NW_003020057.1-processed-gene-10.1-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-10.1&CDS=1-1380	YDR072C
OG0002731	snap_masked-NW_003020057.1-processed-gene-10.4-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-10.4&CDS=1-939	YPR061C
OG0002732	snap_masked-NW_003020057.1-processed-gene-10.12-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-10.12&CDS=1-651	YHR079C-A
OG0002733	snap_masked-NW_003020057.1-processed-gene-10.13-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-10.13&CDS=1-3651	YHR079C
OG0002734	snap_masked-NW_003020057.1-processed-gene-10.31-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-10.31&CDS=1-666	YHR081W
OG0002735	snap_masked-NW_003020057.1-processed-gene-10.14-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-10.14&CDS=1-888	YDR412W
OG0002736	genemark-NW_003020057.1-processed-gene-10.53-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-10.53&CDS=1-1083	YKL018W
OG0002737	snap_masked-NW_003020057.1-processed-gene-10.17-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-10.17&CDS=1-2811	YBR086C
OG0002738	genemark-NW_003020057.1-processed-gene-10.68-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-10.68&CDS=1-762	YBL036C
OG0002739	snap_masked-NW_003020057.1-processed-gene-10.18-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-10.18&CDS=1-906	YDL051W
OG0002740	snap_masked-NW_003020057.1-processed-gene-10.19-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-10.19&CDS=1-3939	YBL035C
OG0002741	snap_masked-NW_003020057.1-processed-gene-10.20-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-10.20&CDS=1-1173	YDR331W
OG0002742	augustus_masked-NW_003020057.1-processed-gene-10.97-mRNA-1_1&gene=augustus_masked-NW_003020057.1-processed-gene-10.97&CDS=1-4101	YBL034C
OG0002743	snap_masked-NW_003020057.1-processed-gene-10.33-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-10.33&CDS=1-1920	YHR084W
OG0002744	snap_masked-NW_003020057.1-processed-gene-10.34-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-10.34&CDS=1-2685	YHR082C
OG0002745	snap_masked-NW_003020057.1-processed-gene-10.22-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-10.22&CDS=1-1524	YDR330W
OG0002746	snap_masked-NW_003020057.1-processed-gene-11.4-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-11.4&CDS=1-492	YDR328C
OG0002747	snap_masked-NW_003020057.1-processed-gene-11.6-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-11.6&CDS=1-1377	YDR329C
OG0002748	snap_masked-NW_003020057.1-processed-gene-11.33-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-11.33&CDS=1-3042	YBL037W
OG0002749	snap_masked-NW_003020057.1-processed-gene-11.10-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-11.10&CDS=1-522	YKL016C
OG0002750	snap_masked-NW_003020057.1-processed-gene-11.11-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-11.11&CDS=1-426	YPL059W
OG0002751	maker-NW_003020057.1-augustus-gene-11.46-mRNA-1_1&gene=maker-NW_003020057.1-augustus-gene-11.46&CDS=1-4737	YKL014C
OG0002752	genemark-NW_003020057.1-processed-gene-11.64-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-11.64&CDS=1-2019	YKL017C
OG0002753	snap_masked-NW_003020057.1-processed-gene-11.18-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-11.18&CDS=1-2820	YKL015W
OG0002754	snap_masked-NW_003020057.1-processed-gene-11.38-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-11.38&CDS=1-2424	YJL102W
OG0002755	snap_masked-NW_003020057.1-processed-gene-11.41-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-11.41&CDS=1-903	YJR007W
OG0002756	snap_masked-NW_003020057.1-processed-gene-11.24-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-11.24&CDS=1-3249	YPR026W
OG0002757	snap_masked-NW_003020057.1-processed-gene-11.42-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-11.42&CDS=1-3828	YDL195W
OG0002758	snap_masked-NW_003020057.1-processed-gene-11.29-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-11.29&CDS=1-2742	YIL073C
OG0002759	snap_masked-NW_003020057.1-processed-gene-11.31-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-11.31&CDS=1-306	YER058W
OG0002760	snap_masked-NW_003020057.1-processed-gene-12.150-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.150&CDS=1-1455	YDR256C
OG0002761	genemark-NW_003020057.1-processed-gene-12.3-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-12.3&CDS=1-1224	YGL246C
OG0002762	genemark-NW_003020057.1-processed-gene-12.0-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-12.0&CDS=1-429	YNL185C
OG0002763	snap_masked-NW_003020057.1-processed-gene-12.152-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.152&CDS=1-2628	YNL183C
OG0002764	snap_masked-NW_003020057.1-processed-gene-12.153-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.153&CDS=1-1407	YNL181W
OG0002765	snap_masked-NW_003020057.1-processed-gene-12.149-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.149&CDS=1-1566	YNL182C
OG0002766	snap_masked-NW_003020057.1-processed-gene-12.154-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.154&CDS=1-699	YDL213C
OG0002767	genemark-NW_003020057.1-processed-gene-12.43-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-12.43&CDS=1-1056	YDL108W
OG0002768	snap_masked-NW_003020057.1-processed-gene-12.190-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.190&CDS=1-3123	YDL117W
OG0002769	maker-NW_003020057.1-augustus-gene-12.221-mRNA-1_1&gene=maker-NW_003020057.1-augustus-gene-12.221&CDS=1-5211	YLR240W
OG0002770	genemark-NW_003020057.1-processed-gene-12.48-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-12.48&CDS=1-564	YPR131C
OG0002771	snap_masked-NW_003020057.1-processed-gene-12.195-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.195&CDS=1-2538	YPR135W
OG0002772	genemark-NW_003020057.1-processed-gene-12.51-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-12.51&CDS=1-1029	YPR129W
OG0002773	snap_masked-NW_003020057.1-processed-gene-12.161-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.161&CDS=1-1338	YPR133C
OG0002774	snap_masked-NW_003020057.1-processed-gene-12.199-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.199&CDS=1-1053	YPR128C
OG0002775	snap_masked-NW_003020057.1-processed-gene-12.200-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.200&CDS=1-1257	YGR117C
OG0002776	snap_masked-NW_003020057.1-processed-gene-12.201-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.201&CDS=1-6375	YDL171C
OG0002777	snap_masked-NW_003020057.1-processed-gene-12.162-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.162&CDS=1-1038	YCR035C
OG0002778	snap_masked-NW_003020057.1-processed-gene-12.163-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.163&CDS=1-3972	YJL197W
OG0002779	snap_masked-NW_003020057.1-processed-gene-12.166-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.166&CDS=1-525	YNL044W
OG0002780	snap_masked-NW_003020057.1-processed-gene-12.167-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.167&CDS=1-390	YJL190C
OG0002781	snap_masked-NW_003020057.1-processed-gene-12.168-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.168&CDS=1-396	YCR031C
OG0002782	snap_masked-NW_003020057.1-processed-gene-12.171-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.171&CDS=1-1926	YBR007C
OG0002783	snap_masked-NW_003020057.1-processed-gene-12.172-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.172&CDS=1-729	YJR099W
OG0002784	snap_masked-NW_003020057.1-processed-gene-12.203-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.203&CDS=1-1674	YPR045C
OG0002785	genemark-NW_003020057.1-processed-gene-12.29-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-12.29&CDS=1-876	YHR142W
OG0002786	snap_masked-NW_003020057.1-processed-gene-12.182-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.182&CDS=1-1602	YBR260C
OG0002787	snap_masked-NW_003020057.1-processed-gene-12.210-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.210&CDS=1-234	YHR001W-A
OG0002788	snap_masked-NW_003020057.1-processed-gene-12.184-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.184&CDS=1-504	YNR036C
OG0002789	snap_masked-NW_003020057.1-processed-gene-12.212-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.212&CDS=1-1011	YNR035C
OG0002790	snap_masked-NW_003020057.1-processed-gene-12.213-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.213&CDS=1-1974	YMR216C
OG0002791	genemark-NW_003020057.1-processed-gene-12.73-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-12.73&CDS=1-909	YFL031W
OG0002792	augustus_masked-NW_003020057.1-processed-gene-12.112-mRNA-1_1&gene=augustus_masked-NW_003020057.1-processed-gene-12.112&CDS=1-972	YEL029C
OG0002793	augustus_masked-NW_003020057.1-processed-gene-12.113-mRNA-1_1&gene=augustus_masked-NW_003020057.1-processed-gene-12.113&CDS=1-1071	YDL144C
OG0002794	snap_masked-NW_003020057.1-processed-gene-12.218-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.218&CDS=1-2130	YJL100W
OG0002795	maker-NW_003020058.1-augustus-gene-0.47-mRNA-1_1&gene=maker-NW_003020058.1-augustus-gene-0.47&CDS=1-2205	YNR043W
OG0002796	snap_masked-NW_003020058.1-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-0.22&CDS=1-684	YDL142C
OG0002797	snap_masked-NW_003020058.1-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-0.2&CDS=1-1620	YJL008C
OG0002798	augustus_masked-NW_003020058.1-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NW_003020058.1-processed-gene-0.119&CDS=1-2643	YJL029C
OG0002799	snap_masked-NW_003020058.1-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-0.24&CDS=1-1932	YGL045W
OG0002800	snap_masked-NW_003020058.1-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-0.25&CDS=1-1326	YGR159C
OG0002801	snap_masked-NW_003020058.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-0.4&CDS=1-1740	YNL104C
OG0002802	snap_masked-NW_003020058.1-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-0.5&CDS=1-600	YIL133C
OG0002803	snap_masked-NW_003020058.1-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-0.28&CDS=1-1182	YML048W
OG0002804	snap_masked-NW_003020058.1-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-0.6&CDS=1-1656	YMR307W
OG0002805	snap_masked-NW_003020058.1-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-0.29&CDS=1-1293	YJR053W
OG0002806	augustus_masked-NW_003020058.1-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NW_003020058.1-processed-gene-0.102&CDS=1-1557	YOR161C
OG0002807	augustus_masked-NW_003020058.1-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NW_003020058.1-processed-gene-0.103&CDS=1-825	YHR012W
OG0002808	genemark-NW_003020058.1-processed-gene-0.83-mRNA-1_1&gene=genemark-NW_003020058.1-processed-gene-0.83&CDS=1-546	YDL165W
OG0002809	snap_masked-NW_003020058.1-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-0.9&CDS=1-732	YDL166C
OG0002810	snap_masked-NW_003020058.1-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-0.30&CDS=1-870	YLR205C
OG0002811	snap_masked-NW_003020058.1-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-0.32&CDS=1-2241	YOL076W
OG0002812	snap_masked-NW_003020058.1-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-0.33&CDS=1-666	YOR283W
OG0002813	snap_masked-NW_003020058.1-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-0.34&CDS=1-927	YBR176W
OG0002814	snap_masked-NW_003020058.1-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-0.13&CDS=1-975	YML004C
OG0002815	maker-NW_003020058.1-augustus-gene-0.49-mRNA-1_1&gene=maker-NW_003020058.1-augustus-gene-0.49&CDS=1-2523	YFR009W
OG0002816	snap_masked-NW_003020058.1-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-0.16&CDS=1-1326	YPL103C
OG0002817	snap_masked-NW_003020058.1-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-0.35&CDS=1-318	YPL098C
OG0002818	maker-NW_003020058.1-snap-gene-0.46-mRNA-1_1&gene=maker-NW_003020058.1-snap-gene-0.46&CDS=1-450	YFR011C
OG0002819	snap_masked-NW_003020058.1-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-0.36&CDS=1-1434	YFR010W
OG0002820	snap_masked-NW_003020058.1-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-0.19&CDS=1-1683	YOR360C
OG0002821	snap_masked-NW_003020058.1-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-0.20&CDS=1-1992	YOR359W
OG0002822	snap_masked-NW_003020058.1-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-0.38&CDS=1-600	YKL196C
OG0002823	snap_masked-NW_003020058.1-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-0.39&CDS=1-810	YKL195W
OG0002824	augustus_masked-NW_003020058.1-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-NW_003020058.1-processed-gene-0.136&CDS=1-2151	YLR424W
OG0002825	genemark-NW_003020058.1-processed-gene-1.49-mRNA-1_1&gene=genemark-NW_003020058.1-processed-gene-1.49&CDS=1-1122	YLR418C
OG0002826	genemark-NW_003020058.1-processed-gene-1.53-mRNA-1_1&gene=genemark-NW_003020058.1-processed-gene-1.53&CDS=1-1365	YKL194C
OG0002827	genemark-NW_003020058.1-processed-gene-1.50-mRNA-1_1&gene=genemark-NW_003020058.1-processed-gene-1.50&CDS=1-1764	YHR194W
OG0002828	snap_masked-NW_003020058.1-processed-gene-1.101-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-1.101&CDS=1-321	YDL081C
OG0002829	snap_masked-NW_003020058.1-processed-gene-1.103-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-1.103&CDS=1-801	YKL183W
OG0002830	snap_masked-NW_003020058.1-processed-gene-1.122-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-1.122&CDS=1-654	YLR435W
OG0002831	augustus_masked-NW_003020058.1-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-NW_003020058.1-processed-gene-1.32&CDS=1-3093	YML064C
OG0002832	snap_masked-NW_003020058.1-processed-gene-1.105-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-1.105&CDS=1-768	YLR441C
OG0002833	genemark-NW_003020058.1-processed-gene-1.65-mRNA-1_1&gene=genemark-NW_003020058.1-processed-gene-1.65&CDS=1-4776	YML072C
OG0002834	snap_masked-NW_003020058.1-processed-gene-1.108-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-1.108&CDS=1-1284	YLR449W
OG0002835	snap_masked-NW_003020058.1-processed-gene-1.109-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-1.109&CDS=1-3129	YML075C
OG0002836	snap_masked-NW_003020058.1-processed-gene-1.125-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-1.125&CDS=1-3387	YML076C
OG0002837	snap_masked-NW_003020058.1-processed-gene-1.111-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-1.111&CDS=1-1932	YJR131W
OG0002838	snap_masked-NW_003020058.1-processed-gene-1.113-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-1.113&CDS=1-3750	YOR188W
OG0002839	snap_masked-NW_003020058.1-processed-gene-1.114-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-1.114&CDS=1-2274	YAR035W
OG0002840	snap_masked-NW_003020058.1-processed-gene-1.126-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-1.126&CDS=1-1821	YLR299W
OG0002841	snap_masked-NW_003020058.1-processed-gene-1.118-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-1.118&CDS=1-1014	YLR026C
OG0002842	snap_masked-NW_003020058.1-processed-gene-1.119-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-1.119&CDS=1-678	YLR025W
OG0002843	genemark-NW_003020058.1-processed-gene-1.79-mRNA-1_1&gene=genemark-NW_003020058.1-processed-gene-1.79&CDS=1-3879	YFL036W
OG0002844	snap_masked-NW_003020058.1-processed-gene-1.130-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-1.130&CDS=1-945	YFL034C-B
OG0002845	snap_masked-NW_003020058.1-processed-gene-1.131-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-1.131&CDS=1-1836	YNL169C
OG0002846	snap_masked-NW_003020058.1-processed-gene-2.0-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-2.0&CDS=1-4599	YNL172W
OG0002847	maker-NW_003020058.1-snap-gene-2.42-mRNA-1_1&gene=maker-NW_003020058.1-snap-gene-2.42&CDS=1-1290	YOR187W
OG0002848	snap_masked-NW_003020058.1-processed-gene-2.4-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-2.4&CDS=1-1179	YBR155W
