	Saccharomyces_cerevisiae	yHMPu5000035675_Kregervanrija_fluxuum
OG0002751	YNL151C	augustus_masked-NODE_15_length_219373_cov_38.4414_ID_13220-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-NODE_15_length_219373_cov_38.4414_ID_13220-processed-gene-1.34&CDS=1-705
OG0002752	YNL152W	snap_masked-NODE_15_length_219373_cov_38.4414_ID_13220-processed-gene-1.68-mRNA-1_1&gene=snap_masked-NODE_15_length_219373_cov_38.4414_ID_13220-processed-gene-1.68&CDS=1-1584
OG0002753	YNL153C	augustus_masked-NODE_21_length_199737_cov_39.4463_ID_14280-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_21_length_199737_cov_39.4463_ID_14280-processed-gene-0.51&CDS=1-387
OG0002754	YNL155W	augustus_masked-NODE_33_length_128489_cov_37.6364_ID_12872-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-NODE_33_length_128489_cov_37.6364_ID_12872-processed-gene-0.145&CDS=1-843
OG0002755	YNL161W	maker-NODE_2_length_544514_cov_38.891_ID_36300-snap-gene-0.123-mRNA-1_1&gene=maker-NODE_2_length_544514_cov_38.891_ID_36300-snap-gene-0.123&CDS=1-4848
OG0002756	YNL163C	augustus_masked-NODE_37_length_120017_cov_41.1689_ID_25789-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_37_length_120017_cov_41.1689_ID_25789-processed-gene-0.17&CDS=1-2871
OG0002757	YNL168C	augustus_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-0.9&CDS=1-702
OG0002758	YNL169C	augustus_masked-NODE_33_length_128489_cov_37.6364_ID_12872-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-NODE_33_length_128489_cov_37.6364_ID_12872-processed-gene-0.152&CDS=1-1281
OG0002759	YNL172W	augustus_masked-NODE_33_length_128489_cov_37.6364_ID_12872-processed-gene-0.188-mRNA-1_1&gene=augustus_masked-NODE_33_length_128489_cov_37.6364_ID_12872-processed-gene-0.188&CDS=1-5076
OG0002760	YNL175C	augustus_masked-NODE_32_length_131835_cov_39.2395_ID_12605-processed-gene-0.173-mRNA-1_1&gene=augustus_masked-NODE_32_length_131835_cov_39.2395_ID_12605-processed-gene-0.173&CDS=1-1152
OG0002761	YNL177C	snap_masked-NODE_79_length_34392_cov_40.3817_ID_19435-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_79_length_34392_cov_40.3817_ID_19435-processed-gene-0.6&CDS=1-870
OG0002762	YNL178W	augustus_masked-NODE_64_length_52425_cov_41.8268_ID_17105-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_64_length_52425_cov_41.8268_ID_17105-processed-gene-0.80&CDS=1-720
OG0002763	YNL181W	augustus_masked-NODE_64_length_52425_cov_41.8268_ID_17105-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_64_length_52425_cov_41.8268_ID_17105-processed-gene-0.92&CDS=1-1377
OG0002764	YNL182C	augustus_masked-NODE_64_length_52425_cov_41.8268_ID_17105-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_64_length_52425_cov_41.8268_ID_17105-processed-gene-0.76&CDS=1-1458
OG0002765	YNL183C	genemark-NODE_29_length_143840_cov_40.7451_ID_12393-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_29_length_143840_cov_40.7451_ID_12393-processed-gene-0.75&CDS=1-7443
OG0002766	YNL185C	augustus_masked-NODE_29_length_143840_cov_40.7451_ID_12393-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-NODE_29_length_143840_cov_40.7451_ID_12393-processed-gene-0.142&CDS=1-453
OG0002767	YNL189W	augustus_masked-NODE_56_length_65492_cov_53.0562_ID_49771-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_56_length_65492_cov_53.0562_ID_49771-processed-gene-0.17&CDS=1-1647
OG0002768	YNL191W	augustus_masked-NODE_56_length_65492_cov_53.0562_ID_49771-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_56_length_65492_cov_53.0562_ID_49771-processed-gene-0.6&CDS=1-1086
OG0002769	YNL193W	augustus_masked-NODE_61_length_57207_cov_38.7658_ID_16727-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_61_length_57207_cov_38.7658_ID_16727-processed-gene-0.67&CDS=1-1521
OG0002770	YNL200C	augustus_masked-NODE_7_length_295593_cov_39.4802_ID_11207-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_7_length_295593_cov_39.4802_ID_11207-processed-gene-0.101&CDS=1-714
OG0002771	YNL202W	maker-NODE_14_length_221329_cov_39.3294_ID_10776-augustus-gene-0.70-mRNA-1_1&gene=maker-NODE_14_length_221329_cov_39.3294_ID_10776-augustus-gene-0.70&CDS=1-2973
OG0002772	YNL206C	genemark-NODE_9_length_260814_cov_39.3821_ID_13670-processed-gene-0.105-mRNA-1_1&gene=genemark-NODE_9_length_260814_cov_39.3821_ID_13670-processed-gene-0.105&CDS=1-1323
OG0002773	YNL212W	augustus_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-1.40&CDS=1-2487
OG0002774	YNL213C	augustus_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-1.11&CDS=1-747
OG0002775	YNL216W	maker-NODE_16_length_214599_cov_38.2211_ID_10423-snap-gene-0.45-mRNA-1_1&gene=maker-NODE_16_length_214599_cov_38.2211_ID_10423-snap-gene-0.45&CDS=1-2496
OG0002776	YNL217W	augustus_masked-NODE_70_length_45645_cov_39.2794_ID_19815-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_70_length_45645_cov_39.2794_ID_19815-processed-gene-0.10&CDS=1-1302
OG0002777	YNL218W	maker-NODE_29_length_143840_cov_40.7451_ID_12393-snap-gene-0.66-mRNA-1_1&gene=maker-NODE_29_length_143840_cov_40.7451_ID_12393-snap-gene-0.66&CDS=1-2532
OG0002778	YNL219C	augustus_masked-NODE_33_length_128489_cov_37.6364_ID_12872-processed-gene-0.169-mRNA-1_1&gene=augustus_masked-NODE_33_length_128489_cov_37.6364_ID_12872-processed-gene-0.169&CDS=1-2367
OG0002779	YNL220W	augustus_masked-NODE_44_length_88802_cov_40.0904_ID_21692-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_44_length_88802_cov_40.0904_ID_21692-processed-gene-0.101&CDS=1-1284
OG0002780	YNL221C	augustus_masked-NODE_22_length_196581_cov_37.2978_ID_11317-processed-gene-0.294-mRNA-1_1&gene=augustus_masked-NODE_22_length_196581_cov_37.2978_ID_11317-processed-gene-0.294&CDS=1-2670
OG0002781	YNL222W	augustus_masked-NODE_27_length_156879_cov_38.324_ID_11372-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_27_length_156879_cov_38.324_ID_11372-processed-gene-0.11&CDS=1-681
OG0002782	YNL223W	augustus_masked-NODE_27_length_156879_cov_38.324_ID_11372-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_27_length_156879_cov_38.324_ID_11372-processed-gene-0.5&CDS=1-1884
OG0002783	YNL224C	augustus_masked-NODE_27_length_156879_cov_38.324_ID_11372-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_27_length_156879_cov_38.324_ID_11372-processed-gene-0.35&CDS=1-2649
OG0002784	YNL227C	augustus_masked-NODE_24_length_176600_cov_41.8587_ID_12679-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_24_length_176600_cov_41.8587_ID_12679-processed-gene-0.38&CDS=1-1587
OG0002785	YNL229C	augustus_masked-NODE_26_length_161125_cov_39.819_ID_18698-processed-gene-0.172-mRNA-1_1&gene=augustus_masked-NODE_26_length_161125_cov_39.819_ID_18698-processed-gene-0.172&CDS=1-915
OG0002786	YNL230C	augustus_masked-NODE_33_length_128489_cov_37.6364_ID_12872-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-NODE_33_length_128489_cov_37.6364_ID_12872-processed-gene-0.144&CDS=1-885
OG0002787	YNL231C	augustus_masked-NODE_7_length_295593_cov_39.4802_ID_11207-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-NODE_7_length_295593_cov_39.4802_ID_11207-processed-gene-1.60&CDS=1-1149
OG0002788	YNL232W	augustus_masked-NODE_10_length_259899_cov_37.9377_ID_10059-processed-gene-1.202-mRNA-1_1&gene=augustus_masked-NODE_10_length_259899_cov_37.9377_ID_10059-processed-gene-1.202&CDS=1-759
OG0002789	YNL233W	snap_masked-NODE_7_length_295593_cov_39.4802_ID_11207-processed-gene-1.156-mRNA-1_1&gene=snap_masked-NODE_7_length_295593_cov_39.4802_ID_11207-processed-gene-1.156&CDS=1-4329
OG0002790	YNL234W	augustus_masked-NODE_7_length_295593_cov_39.4802_ID_11207-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-NODE_7_length_295593_cov_39.4802_ID_11207-processed-gene-1.62&CDS=1-1161
OG0002791	YNL236W	augustus_masked-NODE_7_length_295593_cov_39.4802_ID_11207-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-NODE_7_length_295593_cov_39.4802_ID_11207-processed-gene-1.63&CDS=1-3450
OG0002792	YNL237W	maker-NODE_14_length_221329_cov_39.3294_ID_10776-snap-gene-0.67-mRNA-1_1&gene=maker-NODE_14_length_221329_cov_39.3294_ID_10776-snap-gene-0.67&CDS=1-3471
OG0002793	YNL238W	augustus_masked-NODE_7_length_295593_cov_39.4802_ID_11207-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-NODE_7_length_295593_cov_39.4802_ID_11207-processed-gene-0.125&CDS=1-5625
OG0002794	YNL239W	augustus_masked-NODE_11_length_257823_cov_39.7523_ID_10145-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_11_length_257823_cov_39.7523_ID_10145-processed-gene-0.12&CDS=1-1536
OG0002795	YNL240C	augustus_masked-NODE_14_length_221329_cov_39.3294_ID_10776-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_14_length_221329_cov_39.3294_ID_10776-processed-gene-0.82&CDS=1-1605
OG0002796	YNL241C	augustus_masked-NODE_14_length_221329_cov_39.3294_ID_10776-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_14_length_221329_cov_39.3294_ID_10776-processed-gene-0.83&CDS=1-1515
OG0002797	YNL242W	snap_masked-NODE_78_length_35961_cov_46.2465_ID_20263-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_78_length_35961_cov_46.2465_ID_20263-processed-gene-0.24&CDS=1-5346
OG0002798	YNL243W	augustus_masked-NODE_107_length_15051_cov_58.9796_ID_23139-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_107_length_15051_cov_58.9796_ID_23139-processed-gene-0.28&CDS=1-3171
OG0002799	YNL244C	maker-NODE_107_length_15051_cov_58.9796_ID_23139-augustus-gene-0.21-mRNA-1_1&gene=maker-NODE_107_length_15051_cov_58.9796_ID_23139-augustus-gene-0.21&CDS=1-327
OG0002800	YNL245C	augustus_masked-NODE_107_length_15051_cov_58.9796_ID_23139-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_107_length_15051_cov_58.9796_ID_23139-processed-gene-0.24&CDS=1-702
OG0002801	YNL246W	augustus_masked-NODE_13_length_240629_cov_39.7979_ID_36636-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NODE_13_length_240629_cov_39.7979_ID_36636-processed-gene-0.115&CDS=1-762
OG0002802	YNL247W	augustus_masked-NODE_7_length_295593_cov_39.4802_ID_11207-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-NODE_7_length_295593_cov_39.4802_ID_11207-processed-gene-1.2&CDS=1-2289
OG0002803	YNL248C	augustus_masked-NODE_32_length_131835_cov_39.2395_ID_12605-processed-gene-0.201-mRNA-1_1&gene=augustus_masked-NODE_32_length_131835_cov_39.2395_ID_12605-processed-gene-0.201&CDS=1-1287
OG0002804	YNL250W	augustus_masked-NODE_7_length_295593_cov_39.4802_ID_11207-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-NODE_7_length_295593_cov_39.4802_ID_11207-processed-gene-0.132&CDS=1-3936
OG0002805	YNL251C	augustus_masked-NODE_1_length_545607_cov_39.0795_ID_37410-processed-gene-1.159-mRNA-1_1&gene=augustus_masked-NODE_1_length_545607_cov_39.0795_ID_37410-processed-gene-1.159&CDS=1-2001
OG0002806	YNL252C	maker-NODE_2_length_544514_cov_38.891_ID_36300-snap-gene-1.103-mRNA-1_1&gene=maker-NODE_2_length_544514_cov_38.891_ID_36300-snap-gene-1.103&CDS=1-4023
OG0002807	YNL254C	maker-NODE_34_length_128199_cov_43.1447_ID_15142-augustus-gene-0.117-mRNA-1_1&gene=maker-NODE_34_length_128199_cov_43.1447_ID_15142-augustus-gene-0.117&CDS=1-2031
OG0002808	YNL256W	augustus_masked-NODE_34_length_128199_cov_43.1447_ID_15142-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-NODE_34_length_128199_cov_43.1447_ID_15142-processed-gene-0.158&CDS=1-2331
OG0002809	YNL260C	augustus_masked-NODE_14_length_221329_cov_39.3294_ID_10776-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-NODE_14_length_221329_cov_39.3294_ID_10776-processed-gene-1.37&CDS=1-555
OG0002810	YNL261W	augustus_masked-NODE_14_length_221329_cov_39.3294_ID_10776-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-NODE_14_length_221329_cov_39.3294_ID_10776-processed-gene-1.15&CDS=1-1500
OG0002811	YNL262W	augustus_masked-NODE_25_length_163307_cov_38.207_ID_16192-processed-gene-0.211-mRNA-1_1&gene=augustus_masked-NODE_25_length_163307_cov_38.207_ID_16192-processed-gene-0.211&CDS=1-6690
OG0002812	YNL267W	augustus_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-1.210-mRNA-1_1&gene=augustus_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-1.210&CDS=1-3099
OG0002813	YNL271C	augustus_masked-NODE_27_length_156879_cov_38.324_ID_11372-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_27_length_156879_cov_38.324_ID_11372-processed-gene-0.7&CDS=1-5448
OG0002814	YNL272C	augustus_masked-NODE_45_length_88143_cov_39.1685_ID_14790-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_45_length_88143_cov_39.1685_ID_14790-processed-gene-0.106&CDS=1-1554
OG0002815	YNL273W	augustus_masked-NODE_27_length_156879_cov_38.324_ID_11372-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_27_length_156879_cov_38.324_ID_11372-processed-gene-0.6&CDS=1-4050
OG0002816	YNL274C	maker-NODE_71_length_44874_cov_51.2053_ID_19079-augustus-gene-0.47-mRNA-1_1&gene=maker-NODE_71_length_44874_cov_51.2053_ID_19079-augustus-gene-0.47&CDS=1-2106
OG0002817	YNL275W	augustus_masked-NODE_80_length_34270_cov_45.88_ID_19537-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_80_length_34270_cov_45.88_ID_19537-processed-gene-0.36&CDS=1-1407
OG0002818	YNL277W	augustus_masked-NODE_38_length_119021_cov_39.2331_ID_13124-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_38_length_119021_cov_39.2331_ID_13124-processed-gene-0.54&CDS=1-1494
OG0002819	YNL278W	augustus_masked-NODE_27_length_156879_cov_38.324_ID_11372-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_27_length_156879_cov_38.324_ID_11372-processed-gene-0.38&CDS=1-3051
OG0002820	YNL279W	augustus_masked-NODE_20_length_199813_cov_39.3871_ID_10920-processed-gene-0.266-mRNA-1_1&gene=augustus_masked-NODE_20_length_199813_cov_39.3871_ID_10920-processed-gene-0.266&CDS=1-2289
OG0002821	YNL280C	augustus_masked-NODE_10_length_259899_cov_37.9377_ID_10059-processed-gene-1.163-mRNA-1_1&gene=augustus_masked-NODE_10_length_259899_cov_37.9377_ID_10059-processed-gene-1.163&CDS=1-1323
OG0002822	YNL282W	augustus_masked-NODE_9_length_260814_cov_39.3821_ID_13670-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_9_length_260814_cov_39.3821_ID_13670-processed-gene-0.31&CDS=1-699
OG0002823	YNL284C	augustus_masked-NODE_38_length_119021_cov_39.2331_ID_13124-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_38_length_119021_cov_39.2331_ID_13124-processed-gene-0.49&CDS=1-855
OG0002824	YNL287W	augustus_masked-NODE_23_length_194901_cov_37.8474_ID_45764-processed-gene-0.236-mRNA-1_1&gene=augustus_masked-NODE_23_length_194901_cov_37.8474_ID_45764-processed-gene-0.236&CDS=1-2790
OG0002825	YNL288W	maker-NODE_23_length_194901_cov_37.8474_ID_45764-snap-gene-0.84-mRNA-1_1&gene=maker-NODE_23_length_194901_cov_37.8474_ID_45764-snap-gene-0.84&CDS=1-3447
OG0002826	YNL290W	augustus_masked-NODE_87_length_26144_cov_45.975_ID_20414-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_87_length_26144_cov_45.975_ID_20414-processed-gene-0.34&CDS=1-987
OG0002827	YNL292W	augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-1.26&CDS=1-1137
OG0002828	YNL293W	augustus_masked-NODE_41_length_99009_cov_41.2695_ID_23704-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-NODE_41_length_99009_cov_41.2695_ID_23704-processed-gene-0.137&CDS=1-2040
OG0002829	YNL294C	snap_masked-NODE_41_length_99009_cov_41.2695_ID_23704-processed-gene-0.66-mRNA-1_1&gene=snap_masked-NODE_41_length_99009_cov_41.2695_ID_23704-processed-gene-0.66&CDS=1-1659
OG0002830	YNL297C	augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-1.42&CDS=1-5046
OG0002831	YNL298W	augustus_masked-NODE_1_length_545607_cov_39.0795_ID_37410-processed-gene-3.43-mRNA-1_1&gene=augustus_masked-NODE_1_length_545607_cov_39.0795_ID_37410-processed-gene-3.43&CDS=1-2514
OG0002832	YNL306W	augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-0.161-mRNA-1_1&gene=augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-0.161&CDS=1-618
OG0002833	YNL307C	augustus_masked-NODE_5_length_303051_cov_38.0798_ID_9543-processed-gene-2.155-mRNA-1_1&gene=augustus_masked-NODE_5_length_303051_cov_38.0798_ID_9543-processed-gene-2.155&CDS=1-1104
OG0002834	YNL308C	augustus_masked-NODE_31_length_131929_cov_41.0666_ID_14960-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_31_length_131929_cov_41.0666_ID_14960-processed-gene-0.58&CDS=1-1680
OG0002835	YNL310C	maker-NODE_37_length_120017_cov_41.1689_ID_25789-augustus-gene-0.113-mRNA-1_1&gene=maker-NODE_37_length_120017_cov_41.1689_ID_25789-augustus-gene-0.113&CDS=1-720
OG0002836	YNL312W	augustus_masked-NODE_32_length_131835_cov_39.2395_ID_12605-processed-gene-0.207-mRNA-1_1&gene=augustus_masked-NODE_32_length_131835_cov_39.2395_ID_12605-processed-gene-0.207&CDS=1-858
OG0002837	YNL313C	augustus_masked-NODE_37_length_120017_cov_41.1689_ID_25789-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_37_length_120017_cov_41.1689_ID_25789-processed-gene-0.20&CDS=1-3978
OG0002838	YNL315C	augustus_masked-NODE_38_length_119021_cov_39.2331_ID_13124-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_38_length_119021_cov_39.2331_ID_13124-processed-gene-0.19&CDS=1-945
OG0002839	YNL316C	maker-NODE_38_length_119021_cov_39.2331_ID_13124-augustus-gene-0.59-mRNA-1_1&gene=maker-NODE_38_length_119021_cov_39.2331_ID_13124-augustus-gene-0.59&CDS=1-996
OG0002840	YNL317W	augustus_masked-NODE_9_length_260814_cov_39.3821_ID_13670-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_9_length_260814_cov_39.3821_ID_13670-processed-gene-0.34&CDS=1-1662
OG0002841	YNL321W	augustus_masked-NODE_8_length_291183_cov_38.6591_ID_11116-processed-gene-1.296-mRNA-1_1&gene=augustus_masked-NODE_8_length_291183_cov_38.6591_ID_11116-processed-gene-1.296&CDS=1-3387
OG0002842	YNL323W	snap_masked-NODE_57_length_61462_cov_46.266_ID_20586-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_57_length_61462_cov_46.266_ID_20586-processed-gene-0.62&CDS=1-1296
OG0002843	YNL325C	augustus_masked-NODE_25_length_163307_cov_38.207_ID_16192-processed-gene-0.175-mRNA-1_1&gene=augustus_masked-NODE_25_length_163307_cov_38.207_ID_16192-processed-gene-0.175&CDS=1-3288
OG0002844	YNL326C	augustus_masked-NODE_63_length_53522_cov_42.0536_ID_17017-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_63_length_53522_cov_42.0536_ID_17017-processed-gene-0.12&CDS=1-6420
OG0002845	YNL328C	augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-0.152&CDS=1-402
OG0002846	YNL329C	augustus_masked-NODE_9_length_260814_cov_39.3821_ID_13670-processed-gene-1.249-mRNA-1_1&gene=augustus_masked-NODE_9_length_260814_cov_39.3821_ID_13670-processed-gene-1.249&CDS=1-3279
OG0002847	YNL330C	maker-NODE_63_length_53522_cov_42.0536_ID_17017-augustus-gene-0.43-mRNA-1_1&gene=maker-NODE_63_length_53522_cov_42.0536_ID_17017-augustus-gene-0.43&CDS=1-1512
OG0002848	YNR001C	augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-2.197-mRNA-1_1&gene=augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-2.197&CDS=1-1383
OG0002849	YNR003C	augustus_masked-NODE_42_length_96774_cov_44.1452_ID_24743-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_42_length_96774_cov_44.1452_ID_24743-processed-gene-0.34&CDS=1-1017
OG0002850	YNR008W	augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-0.154&CDS=1-2070
OG0002851	YNR012W	augustus_masked-NODE_23_length_194901_cov_37.8474_ID_45764-processed-gene-0.195-mRNA-1_1&gene=augustus_masked-NODE_23_length_194901_cov_37.8474_ID_45764-processed-gene-0.195&CDS=1-1437
OG0002852	YNR013C	augustus_masked-NODE_23_length_194901_cov_37.8474_ID_45764-processed-gene-0.230-mRNA-1_1&gene=augustus_masked-NODE_23_length_194901_cov_37.8474_ID_45764-processed-gene-0.230&CDS=1-2499
OG0002853	YNR015W	augustus_masked-NODE_36_length_122900_cov_38.302_ID_12940-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_36_length_122900_cov_38.302_ID_12940-processed-gene-0.25&CDS=1-1107
OG0002854	YNR016C	snap_masked-NODE_11_length_257823_cov_39.7523_ID_10145-processed-gene-1.104-mRNA-1_1&gene=snap_masked-NODE_11_length_257823_cov_39.7523_ID_10145-processed-gene-1.104&CDS=1-6663
OG0002855	YNR017W	augustus_masked-NODE_11_length_257823_cov_39.7523_ID_10145-processed-gene-1.187-mRNA-1_1&gene=augustus_masked-NODE_11_length_257823_cov_39.7523_ID_10145-processed-gene-1.187&CDS=1-660
OG0002856	YNR018W	augustus_masked-NODE_38_length_119021_cov_39.2331_ID_13124-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_38_length_119021_cov_39.2331_ID_13124-processed-gene-0.4&CDS=1-675
OG0002857	YNR019W	augustus_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-1.269-mRNA-1_1&gene=augustus_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-1.269&CDS=1-1602
OG0002858	YNR020C	augustus_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-1.225-mRNA-1_1&gene=augustus_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-1.225&CDS=1-624
