	Saccharomyces_cerevisiae	yHMPu5000035689_Candida_mycetangii
OG0002909	YMR298W	genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-5.82-mRNA-1_1&gene=genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-5.82&CDS=1-366
OG0002910	YMR300C	genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-5.108-mRNA-1_1&gene=genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-5.108&CDS=1-1545
OG0002911	YMR301C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-3.93-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-3.93&CDS=1-2031
OG0002912	YMR302C	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-3.97-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-3.97&CDS=1-2511
OG0002913	YMR304W	genemark-NODE_16_length_229239_cov_28.4716_ID_2531-processed-gene-1.78-mRNA-1_1&gene=genemark-NODE_16_length_229239_cov_28.4716_ID_2531-processed-gene-1.78&CDS=1-3609
OG0002914	YMR307W	maker-NODE_16_length_229239_cov_28.4716_ID_2531-snap-gene-1.57-mRNA-1_1&gene=maker-NODE_16_length_229239_cov_28.4716_ID_2531-snap-gene-1.57&CDS=1-3300
OG0002915	YMR308C	maker-NODE_16_length_229239_cov_28.4716_ID_2531-augustus-gene-1.63-mRNA-1_1&gene=maker-NODE_16_length_229239_cov_28.4716_ID_2531-augustus-gene-1.63&CDS=1-4191
OG0002916	YMR309C	genemark-NODE_17_length_199916_cov_36.786_ID_2328-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_17_length_199916_cov_36.786_ID_2328-processed-gene-0.2&CDS=1-2595
OG0002917	YMR310C	genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-0.63-mRNA-1_1&gene=genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-0.63&CDS=1-1065
OG0002918	YMR311C	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-4.19-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-4.19&CDS=1-579
OG0002919	YMR312W	genemark-NODE_16_length_229239_cov_28.4716_ID_2531-processed-gene-1.83-mRNA-1_1&gene=genemark-NODE_16_length_229239_cov_28.4716_ID_2531-processed-gene-1.83&CDS=1-780
OG0002920	YMR313C	snap_masked-NODE_16_length_229239_cov_28.4716_ID_2531-processed-gene-1.175-mRNA-1_1&gene=snap_masked-NODE_16_length_229239_cov_28.4716_ID_2531-processed-gene-1.175&CDS=1-2802
OG0002921	YMR314W	maker-NODE_5_length_936046_cov_26.7859_ID_1564-snap-gene-1.65-mRNA-1_1&gene=maker-NODE_5_length_936046_cov_26.7859_ID_1564-snap-gene-1.65&CDS=1-861
OG0002922	YMR315W	genemark-NODE_15_length_262161_cov_34.6843_ID_2117-processed-gene-0.27-mRNA-1_1&gene=genemark-NODE_15_length_262161_cov_34.6843_ID_2117-processed-gene-0.27&CDS=1-1047
OG0002923	YNL001W	maker-NODE_5_length_936046_cov_26.7859_ID_1564-snap-gene-2.60-mRNA-1_1&gene=maker-NODE_5_length_936046_cov_26.7859_ID_1564-snap-gene-2.60&CDS=1-2286
OG0002924	YNL002C	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-9.35-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-9.35&CDS=1-861
OG0002925	YNL003C	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-9.36-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-9.36&CDS=1-840
OG0002926	YNL005C	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-9.38-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-9.38&CDS=1-1164
OG0002927	YNL006W	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-1.107-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-1.107&CDS=1-909
OG0002928	YNL007C	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-1.83-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-1.83&CDS=1-1005
OG0002929	YNL010W	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-7.136-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-7.136&CDS=1-738
OG0002930	YNL011C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-12.39-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-12.39&CDS=1-1320
OG0002931	YNL014W	maker-NODE_15_length_262161_cov_34.6843_ID_2117-augustus-gene-1.90-mRNA-1_1&gene=maker-NODE_15_length_262161_cov_34.6843_ID_2117-augustus-gene-1.90&CDS=1-3948
OG0002932	YNL016W	genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-0.133-mRNA-1_1&gene=genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-0.133&CDS=1-1374
OG0002933	YNL021W	genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-0.5&CDS=1-2277
OG0002934	YNL022C	genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-0.30&CDS=1-1389
OG0002935	YNL023C	augustus_masked-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-6.47-mRNA-1_1&gene=augustus_masked-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-6.47&CDS=1-1614
OG0002936	YNL024C	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-6.101-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-6.101&CDS=1-861
OG0002937	YNL024C-A	maker-NODE_4_length_1011378_cov_28.5779_ID_1711-snap-gene-6.120-mRNA-1_1&gene=maker-NODE_4_length_1011378_cov_28.5779_ID_1711-snap-gene-6.120&CDS=1-249
OG0002938	YNL025C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-9.134-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-9.134&CDS=1-924
OG0002939	YNL026W	snap_masked-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-9.37-mRNA-1_1&gene=snap_masked-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-9.37&CDS=1-1416
OG0002940	YNL032W	snap_masked-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-9.12-mRNA-1_1&gene=snap_masked-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-9.12&CDS=1-675
OG0002941	YNL035C	genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-0.32&CDS=1-1203
OG0002942	YNL036W	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-3.172-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-3.172&CDS=1-714
OG0002943	YNL037C	genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-0.26&CDS=1-1074
OG0002944	YNL039W	genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-3.56-mRNA-1_1&gene=genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-3.56&CDS=1-2301
OG0002945	YNL040W	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-8.130-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-8.130&CDS=1-1263
OG0002946	YNL041C	maker-NODE_6_length_684522_cov_27.6258_ID_2038-augustus-gene-3.117-mRNA-1_1&gene=maker-NODE_6_length_684522_cov_27.6258_ID_2038-augustus-gene-3.117&CDS=1-3120
OG0002947	YNL044W	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-3.166-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-3.166&CDS=1-525
OG0002948	YNL045W	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-3.167-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-3.167&CDS=1-1890
OG0002949	YNL048W	genemark-NODE_18_length_176896_cov_26.038_ID_2667-processed-gene-0.232-mRNA-1_1&gene=genemark-NODE_18_length_176896_cov_26.038_ID_2667-processed-gene-0.232&CDS=1-1452
OG0002950	YNL051W	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-6.9-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-6.9&CDS=1-1164
OG0002951	YNL054W	genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-4.191-mRNA-1_1&gene=genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-4.191&CDS=1-2373
OG0002952	YNL055C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-8.83-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-8.83&CDS=1-906
OG0002953	YNL056W	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-8.88-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-8.88&CDS=1-519
OG0002954	YNL058C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-8.89-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-8.89&CDS=1-729
OG0002955	YNL059C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-10.54-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-10.54&CDS=1-2205
OG0002956	YNL061W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-10.58-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-10.58&CDS=1-1830
OG0002957	YNL062C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-10.55-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-10.55&CDS=1-1434
OG0002958	YNL063W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-10.60-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-10.60&CDS=1-618
OG0002959	YNL070W	genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-1.64-mRNA-1_1&gene=genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-1.64&CDS=1-168
OG0002960	YNL071W	maker-NODE_11_length_448003_cov_30.8281_ID_1903-augustus-gene-2.64-mRNA-1_1&gene=maker-NODE_11_length_448003_cov_30.8281_ID_1903-augustus-gene-2.64&CDS=1-4251
OG0002961	YNL075W	genemark-NODE_19_length_157684_cov_26.3241_ID_2499-processed-gene-0.89-mRNA-1_1&gene=genemark-NODE_19_length_157684_cov_26.3241_ID_2499-processed-gene-0.89&CDS=1-849
OG0002962	YNL076W	genemark-NODE_19_length_157684_cov_26.3241_ID_2499-processed-gene-0.125-mRNA-1_1&gene=genemark-NODE_19_length_157684_cov_26.3241_ID_2499-processed-gene-0.125&CDS=1-2988
OG0002963	YNL081C	genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-3.100-mRNA-1_1&gene=genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-3.100&CDS=1-441
OG0002964	YNL082W	genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-3.76-mRNA-1_1&gene=genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-3.76&CDS=1-2652
OG0002965	YNL083W	genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-3.75-mRNA-1_1&gene=genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-3.75&CDS=1-1476
OG0002966	YNL084C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-7.74-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-7.74&CDS=1-1167
OG0002967	YNL085W	augustus_masked-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-2.56&CDS=1-2169
OG0002968	YNL086W	genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-2.110-mRNA-1_1&gene=genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-2.110&CDS=1-342
OG0002969	YNL088W	genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-2.86-mRNA-1_1&gene=genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-2.86&CDS=1-4509
OG0002970	YNL090W	genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-1.80-mRNA-1_1&gene=genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-1.80&CDS=1-567
OG0002971	YNL091W	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-6.132-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-6.132&CDS=1-3672
OG0002972	YNL092W	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-10.127-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-10.127&CDS=1-1206
OG0002973	YNL094W	genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-2.18-mRNA-1_1&gene=genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-2.18&CDS=1-1923
OG0002974	YNL096C	genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-2.34-mRNA-1_1&gene=genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-2.34&CDS=1-567
OG0002975	YNL099C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-10.91-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-10.91&CDS=1-654
OG0002976	YNL101W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-11.65-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-11.65&CDS=1-1977
OG0002977	YNL102W	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-8.114-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-8.114&CDS=1-4335
OG0002978	YNL104C	genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-2.14-mRNA-1_1&gene=genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-2.14&CDS=1-1806
OG0002979	YNL107W	genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-2.1-mRNA-1_1&gene=genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-2.1&CDS=1-648
OG0002980	YNL108C	genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-2.5-mRNA-1_1&gene=genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-2.5&CDS=1-1008
OG0002981	YNL110C	genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-2.9-mRNA-1_1&gene=genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-2.9&CDS=1-750
OG0002982	YNL111C	genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-2.10-mRNA-1_1&gene=genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-2.10&CDS=1-363
OG0002983	YNL112W	genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-2.11-mRNA-1_1&gene=genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-2.11&CDS=1-1641
OG0002984	YNL113W	genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-1.31-mRNA-1_1&gene=genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-1.31&CDS=1-381
OG0002985	YNL115C	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-7.55-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-7.55&CDS=1-1656
OG0002986	YNL118C	genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-2.87-mRNA-1_1&gene=genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-2.87&CDS=1-2892
OG0002987	YNL119W	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-14.215-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-14.215&CDS=1-1329
OG0002988	YNL122C	snap_masked-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-14.67-mRNA-1_1&gene=snap_masked-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-14.67&CDS=1-285
OG0002989	YNL123W	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-14.177-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-14.177&CDS=1-2991
OG0002990	YNL124W	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-14.175-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-14.175&CDS=1-1485
OG0002991	YNL129W	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-14.173-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-14.173&CDS=1-741
OG0002992	YNL130C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-14.208-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-14.208&CDS=1-1164
OG0002993	YNL131W	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-14.172-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-14.172&CDS=1-435
OG0002994	YNL132W	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-14.210-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-14.210&CDS=1-3129
OG0002995	YNL135C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-9.184-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-9.184&CDS=1-405
OG0002996	YNL137C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-10.57-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-10.57&CDS=1-1383
OG0002997	YNL138W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-10.53-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-10.53&CDS=1-1512
OG0002998	YNL138W-A	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-8.115-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-8.115&CDS=1-249
OG0002999	YNL139C	augustus_masked-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-8.145-mRNA-1_1&gene=augustus_masked-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-8.145&CDS=1-5094
OG0003000	YNL141W	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-2.6-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-2.6&CDS=1-1071
OG0003001	YNL142W	genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-3.85-mRNA-1_1&gene=genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-3.85&CDS=1-1458
OG0003002	YNL147W	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-8.95-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-8.95&CDS=1-357
OG0003003	YNL149C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-8.117-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-8.117&CDS=1-372
OG0003004	YNL151C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-8.116-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-8.116&CDS=1-681
OG0003005	YNL152W	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-8.94-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-8.94&CDS=1-1422
OG0003006	YNL153C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-14.144-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-14.144&CDS=1-387
OG0003007	YNL155W	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-6.149-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-6.149&CDS=1-792
OG0003008	YNL161W	maker-NODE_13_length_379008_cov_27.2557_ID_1972-snap-gene-1.81-mRNA-1_1&gene=maker-NODE_13_length_379008_cov_27.2557_ID_1972-snap-gene-1.81&CDS=1-2334
OG0003009	YNL163C	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-7.104-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-7.104&CDS=1-3084
OG0003010	YNL166C	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-7.100-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-7.100&CDS=1-714
OG0003011	YNL167C	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-5.91-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-5.91&CDS=1-1308
OG0003012	YNL168C	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-5.70-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-5.70&CDS=1-702
OG0003013	YNL169C	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-5.96-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-5.96&CDS=1-1581
OG0003014	YNL172W	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-5.97-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-5.97&CDS=1-4527
OG0003015	YNL175C	genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-1.27-mRNA-1_1&gene=genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-1.27&CDS=1-1119
OG0003016	YNL177C	genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-2.74-mRNA-1_1&gene=genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-2.74&CDS=1-873
OG0003017	YNL178W	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-1.79-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-1.79&CDS=1-732
OG0003018	YNL181W	augustus_masked-NODE_14_length_319563_cov_30.9459_ID_1873-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-NODE_14_length_319563_cov_30.9459_ID_1873-processed-gene-1.144&CDS=1-1320
OG0003019	YNL182C	genemark-NODE_14_length_319563_cov_30.9459_ID_1873-processed-gene-1.68-mRNA-1_1&gene=genemark-NODE_14_length_319563_cov_30.9459_ID_1873-processed-gene-1.68&CDS=1-1458
OG0003020	YNL185C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-3.29-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-3.29&CDS=1-450
OG0003021	YNL186W	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-3.50-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-3.50&CDS=1-2271
OG0003022	YNL187W	augustus_masked-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-3.96-mRNA-1_1&gene=augustus_masked-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-3.96&CDS=1-1038
OG0003023	YNL189W	genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-4.154-mRNA-1_1&gene=genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-4.154&CDS=1-1605
OG0003024	YNL191W	maker-NODE_9_length_534558_cov_31.6761_ID_2611-augustus-gene-4.159-mRNA-1_1&gene=maker-NODE_9_length_534558_cov_31.6761_ID_2611-augustus-gene-4.159&CDS=1-1602
OG0003025	YNL193W	genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-1.72-mRNA-1_1&gene=genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-1.72&CDS=1-1527
OG0003026	YNL200C	maker-NODE_9_length_534558_cov_31.6761_ID_2611-snap-gene-3.58-mRNA-1_1&gene=maker-NODE_9_length_534558_cov_31.6761_ID_2611-snap-gene-3.58&CDS=1-639
