	Ascoidea_rubescens	Saccharomyces_cerevisiae
OG0002550	genemark-scaffold_4-processed-gene-3.43-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-3.43&CDS=1-1167	YLR308W
OG0002551	maker-scaffold_4-snap-gene-3.100-mRNA-1_1&gene=maker-scaffold_4-snap-gene-3.100&CDS=1-3318	YLL019C
OG0002552	genemark-scaffold_4-processed-gene-3.45-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-3.45&CDS=1-354	YBL078C
OG0002553	genemark-scaffold_4-processed-gene-3.47-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-3.47&CDS=1-4359	YGL036W
OG0002554	genemark-scaffold_4-processed-gene-3.49-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-3.49&CDS=1-792	YHR140W
OG0002555	genemark-scaffold_4-processed-gene-3.52-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-3.52&CDS=1-1938	YDR289C
OG0002556	genemark-scaffold_4-processed-gene-3.54-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-3.54&CDS=1-702	YIR030C
OG0002557	augustus_masked-scaffold_4-processed-gene-5.28-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.28&CDS=1-276	YLR438C-A
OG0002558	augustus_masked-scaffold_4-processed-gene-5.14-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.14&CDS=1-960	YLR439W
OG0002559	genemark-scaffold_4-processed-gene-5.47-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-5.47&CDS=1-1245	YPR133C
OG0002560	maker-scaffold_4-snap-gene-5.7-mRNA-1_1&gene=maker-scaffold_4-snap-gene-5.7&CDS=1-4110	YFL003C
OG0002561	maker-scaffold_4-augustus-gene-5.109-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-5.109&CDS=1-1962	YJL125C
OG0002562	genemark-scaffold_4-processed-gene-5.52-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-5.52&CDS=1-504	YJL124C
OG0002563	genemark-scaffold_4-processed-gene-5.69-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-5.69&CDS=1-1599	YGR091W
OG0002564	genemark-scaffold_4-processed-gene-5.53-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-5.53&CDS=1-6003	YKL014C
OG0002565	genemark-scaffold_4-processed-gene-5.54-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-5.54&CDS=1-1554	YHR011W
OG0002566	augustus_masked-scaffold_4-processed-gene-5.23-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.23&CDS=1-2973	YPR048W
OG0002567	genemark-scaffold_4-processed-gene-5.73-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-5.73&CDS=1-660	YBL038W
OG0002568	genemark-scaffold_4-processed-gene-5.74-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-5.74&CDS=1-909	YDR428C
OG0002569	genemark-scaffold_4-processed-gene-5.58-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-5.58&CDS=1-744	YOR319W
OG0002570	genemark-scaffold_4-processed-gene-6.2-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.2&CDS=1-3501	YNL329C
OG0002571	maker-scaffold_4-snap-gene-6.94-mRNA-1_1&gene=maker-scaffold_4-snap-gene-6.94&CDS=1-180	YMR256C
OG0002572	genemark-scaffold_4-processed-gene-6.1-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.1&CDS=1-5295	YDR334W
OG0002573	genemark-scaffold_4-processed-gene-6.3-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.3&CDS=1-528	YJR025C
OG0002574	genemark-scaffold_4-processed-gene-6.4-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.4&CDS=1-1782	YER152C
OG0002575	snap_masked-scaffold_4-processed-gene-6.33-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-6.33&CDS=1-2751	YLR187W
OG0002576	maker-scaffold_4-snap-gene-6.91-mRNA-1_1&gene=maker-scaffold_4-snap-gene-6.91&CDS=1-2523	YDR176W
OG0002577	genemark-scaffold_4-processed-gene-6.19-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.19&CDS=1-558	YOR357C
OG0002578	augustus_masked-scaffold_4-processed-gene-6.65-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-6.65&CDS=1-6576	YER155C
OG0002579	snap_masked-scaffold_4-processed-gene-6.46-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-6.46&CDS=1-2214	YKL078W
OG0002580	genemark-scaffold_4-processed-gene-6.7-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.7&CDS=1-1686	YPR006C
OG0002581	genemark-scaffold_4-processed-gene-6.21-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.21&CDS=1-1812	YJR016C
OG0002582	genemark-scaffold_4-processed-gene-6.8-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.8&CDS=1-942	YCL009C
OG0002583	snap_masked-scaffold_4-processed-gene-6.49-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-6.49&CDS=1-2997	YCR065W
OG0002584	snap_masked-scaffold_4-processed-gene-6.50-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-6.50&CDS=1-2535	YOR168W
OG0002585	genemark-scaffold_4-processed-gene-6.9-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.9&CDS=1-759	YER183C
OG0002586	genemark-scaffold_4-processed-gene-6.23-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.23&CDS=1-942	YER182W
OG0002587	genemark-scaffold_4-processed-gene-6.10-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.10&CDS=1-1707	YHR207C
OG0002588	snap_masked-scaffold_4-processed-gene-6.52-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-6.52&CDS=1-2274	YHR206W
OG0002589	augustus_masked-scaffold_4-processed-gene-6.85-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-6.85&CDS=1-2919	YHR204W
OG0002590	genemark-scaffold_4-processed-gene-6.11-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.11&CDS=1-2262	YGR245C
OG0002591	genemark-scaffold_4-processed-gene-6.25-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.25&CDS=1-870	YPL132W
OG0002592	snap_masked-scaffold_4-processed-gene-6.55-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-6.55&CDS=1-2295	YJL112W
OG0002593	augustus_masked-scaffold_4-processed-gene-6.74-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-6.74&CDS=1-7779	YFR019W
OG0002594	augustus_masked-scaffold_4-processed-gene-6.89-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-6.89&CDS=1-3252	YIL125W
OG0002595	genemark-scaffold_4-processed-gene-7.81-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.81&CDS=1-2316	YKL125W
OG0002596	genemark-scaffold_4-processed-gene-7.98-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.98&CDS=1-1110	YJR153W
OG0002597	genemark-scaffold_4-processed-gene-7.99-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.99&CDS=1-1230	YDR197W
OG0002598	genemark-scaffold_4-processed-gene-7.84-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.84&CDS=1-636	YHR100C
OG0002599	genemark-scaffold_4-processed-gene-7.101-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.101&CDS=1-1524	YJL002C
OG0002600	genemark-scaffold_4-processed-gene-7.105-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.105&CDS=1-822	YGR031W
OG0002601	genemark-scaffold_4-processed-gene-7.89-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.89&CDS=1-1506	YJR121W
OG0002602	augustus_masked-scaffold_4-processed-gene-7.60-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-7.60&CDS=1-1590	YIL142W
OG0002603	genemark-scaffold_4-processed-gene-7.90-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.90&CDS=1-2112	YDR390C
OG0002604	maker-scaffold_4-snap-gene-7.71-mRNA-1_1&gene=maker-scaffold_4-snap-gene-7.71&CDS=1-1161	YMR010W
OG0002605	genemark-scaffold_4-processed-gene-7.107-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.107&CDS=1-2256	YJL127C
OG0002606	genemark-scaffold_4-processed-gene-7.93-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.93&CDS=1-450	YOR224C
OG0002607	snap_masked-scaffold_4-processed-gene-7.14-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-7.14&CDS=1-2292	YDR208W
OG0002608	genemark-scaffold_4-processed-gene-7.109-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.109&CDS=1-609	YFL005W
OG0002609	genemark-scaffold_4-processed-gene-7.110-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.110&CDS=1-2685	YDL035C
OG0002610	snap_masked-scaffold_4-processed-gene-7.15-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-7.15&CDS=1-261	YGR105W
OG0002611	genemark-scaffold_4-processed-gene-7.111-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.111&CDS=1-1149	YML008C
OG0002612	genemark-scaffold_4-processed-gene-7.112-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.112&CDS=1-7545	YJR137C
OG0002613	genemark-scaffold_4-processed-gene-7.97-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.97&CDS=1-474	YCR087C-A
OG0002614	genemark-scaffold_4-processed-gene-8.0-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.0&CDS=1-1740	YKR093W
OG0002615	genemark-scaffold_4-processed-gene-8.3-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.3&CDS=1-2748	YJL029C
OG0002616	snap_masked-scaffold_4-processed-gene-8.84-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-8.84&CDS=1-642	YDR476C
OG0002617	maker-scaffold_4-snap-gene-8.39-mRNA-1_1&gene=maker-scaffold_4-snap-gene-8.39&CDS=1-1986	YDR205W
OG0002618	genemark-scaffold_4-processed-gene-8.21-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.21&CDS=1-1965	YEL042W
OG0002619	genemark-scaffold_4-processed-gene-8.23-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.23&CDS=1-4641	YGR200C
OG0002620	genemark-scaffold_4-processed-gene-8.25-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.25&CDS=1-1332	YDL237W
OG0002621	genemark-scaffold_4-processed-gene-8.26-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.26&CDS=1-768	YNL305C
OG0002622	genemark-scaffold_4-processed-gene-8.10-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.10&CDS=1-6123	YML059C
OG0002623	snap_masked-scaffold_4-processed-gene-8.89-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-8.89&CDS=1-2634	YGL003C
OG0002624	augustus_masked-scaffold_4-processed-gene-8.55-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-8.55&CDS=1-435	YOL127W
OG0002625	genemark-scaffold_4-processed-gene-8.14-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.14&CDS=1-453	YNL131W
OG0002626	snap_masked-scaffold_4-processed-gene-8.113-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-8.113&CDS=1-378	YKL160W
OG0002627	snap_masked-scaffold_4-processed-gene-8.114-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-8.114&CDS=1-429	YCR028C-A
OG0002628	genemark-scaffold_4-processed-gene-8.15-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.15&CDS=1-1635	YPR085C
OG0002629	genemark-scaffold_4-processed-gene-8.16-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.16&CDS=1-309	YDL008W
OG0002630	snap_masked-scaffold_4-processed-gene-8.97-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-8.97&CDS=1-1035	YDR041W
OG0002631	snap_masked-scaffold_4-processed-gene-8.117-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-8.117&CDS=1-2136	YMR036C
OG0002632	snap_masked-scaffold_4-processed-gene-9.81-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-9.81&CDS=1-288	YPL189C-A
OG0002633	genemark-scaffold_4-processed-gene-9.51-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-9.51&CDS=1-3480	YER041W
OG0002634	genemark-scaffold_4-processed-gene-9.66-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-9.66&CDS=1-4953	YCR033W
OG0002635	snap_masked-scaffold_4-processed-gene-9.103-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-9.103&CDS=1-951	YGR028W
OG0002636	snap_masked-scaffold_4-processed-gene-9.105-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-9.105&CDS=1-993	YHR012W
OG0002637	genemark-scaffold_4-processed-gene-9.69-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-9.69&CDS=1-936	YMR101C
OG0002638	maker-scaffold_4-snap-gene-9.43-mRNA-1_1&gene=maker-scaffold_4-snap-gene-9.43&CDS=1-435	YHL018W
OG0002639	genemark-scaffold_4-processed-gene-9.70-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-9.70&CDS=1-672	YKL119C
OG0002640	genemark-scaffold_4-processed-gene-9.71-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-9.71&CDS=1-1035	YDR214W
OG0002641	genemark-scaffold_4-processed-gene-9.72-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-9.72&CDS=1-678	YHR008C
OG0002642	genemark-scaffold_4-processed-gene-9.73-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-9.73&CDS=1-1980	YPL222W
OG0002643	genemark-scaffold_4-processed-gene-9.74-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-9.74&CDS=1-1680	YHR009C
OG0002644	genemark-scaffold_4-processed-gene-9.75-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-9.75&CDS=1-708	YDR468C
OG0002645	genemark-scaffold_4-processed-gene-9.57-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-9.57&CDS=1-369	YDR469W
OG0002646	genemark-scaffold_4-processed-gene-9.76-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-9.76&CDS=1-1863	YDR470C
OG0002647	genemark-scaffold_4-processed-gene-9.58-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-9.58&CDS=1-2100	YHL020C
OG0002648	genemark-scaffold_4-processed-gene-9.60-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-9.60&CDS=1-1509	YMR023C
OG0002649	genemark-scaffold_4-processed-gene-9.61-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-9.61&CDS=1-570	YPR051W
OG0002650	genemark-scaffold_4-processed-gene-9.80-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-9.80&CDS=1-771	YBR088C
OG0002651	maker-scaffold_4-snap-gene-10.48-mRNA-1_1&gene=maker-scaffold_4-snap-gene-10.48&CDS=1-4125	YPR049C
OG0002652	genemark-scaffold_4-processed-gene-10.4-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-10.4&CDS=1-3096	YDR336W
OG0002653	genemark-scaffold_4-processed-gene-10.25-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-10.25&CDS=1-3228	YFL034W
OG0002654	genemark-scaffold_4-processed-gene-10.7-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-10.7&CDS=1-1095	YDR161W
OG0002655	snap_masked-scaffold_4-processed-gene-10.138-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-10.138&CDS=1-13365	YKR054C
OG0002656	genemark-scaffold_4-processed-gene-10.28-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-10.28&CDS=1-1347	YBR143C
OG0002657	augustus_masked-scaffold_4-processed-gene-10.63-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-10.63&CDS=1-933	YIL061C
OG0002658	genemark-scaffold_4-processed-gene-10.10-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-10.10&CDS=1-1284	YHR076W
OG0002659	snap_masked-scaffold_4-processed-gene-10.117-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-10.117&CDS=1-957	YDR353W
OG0002660	genemark-scaffold_4-processed-gene-10.12-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-10.12&CDS=1-1245	YLR418C
OG0002661	genemark-scaffold_4-processed-gene-10.13-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-10.13&CDS=1-1803	YHR166C
OG0002662	genemark-scaffold_4-processed-gene-10.14-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-10.14&CDS=1-813	YLR051C
OG0002663	snap_masked-scaffold_4-processed-gene-10.143-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-10.143&CDS=1-1929	YGR054W
OG0002664	augustus_masked-scaffold_4-processed-gene-10.70-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-10.70&CDS=1-2478	YML123C
OG0002665	genemark-scaffold_4-processed-gene-10.16-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-10.16&CDS=1-1089	YDR158W
OG0002666	genemark-scaffold_4-processed-gene-10.31-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-10.31&CDS=1-2382	YFL047W
OG0002667	maker-scaffold_4-snap-gene-10.49-mRNA-1_1&gene=maker-scaffold_4-snap-gene-10.49&CDS=1-4464	YPR189W
OG0002668	maker-scaffold_4-snap-gene-10.47-mRNA-1_1&gene=maker-scaffold_4-snap-gene-10.47&CDS=1-1419	YDR531W
OG0002669	genemark-scaffold_4-processed-gene-10.20-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-10.20&CDS=1-1407	YGR252W
OG0002670	snap_masked-scaffold_4-processed-gene-10.148-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-10.148&CDS=1-1008	YFL028C
OG0002671	genemark-scaffold_42-processed-gene-0.3-mRNA-1_1&gene=genemark-scaffold_42-processed-gene-0.3&CDS=1-1812	Q0050
OG0002672	genemark-scaffold_5-processed-gene-0.74-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.74&CDS=1-447	YHR051W
OG0002673	genemark-scaffold_5-processed-gene-0.75-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.75&CDS=1-1785	YOR244W
OG0002674	genemark-scaffold_5-processed-gene-0.76-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.76&CDS=1-5523	YLR212C
OG0002675	snap_masked-scaffold_5-processed-gene-0.23-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-0.23&CDS=1-1083	YNR021W
OG0002676	genemark-scaffold_5-processed-gene-0.78-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.78&CDS=1-1464	YER048C
OG0002677	snap_masked-scaffold_5-processed-gene-0.14-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-0.14&CDS=1-2109	YER047C
OG0002678	genemark-scaffold_5-processed-gene-0.99-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.99&CDS=1-318	YER048W-A
OG0002679	genemark-scaffold_5-processed-gene-0.82-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.82&CDS=1-993	YIL041W
OG0002680	genemark-scaffold_5-processed-gene-0.85-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.85&CDS=1-4191	YOR330C
OG0002681	genemark-scaffold_5-processed-gene-0.87-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.87&CDS=1-4788	YGL150C
OG0002682	genemark-scaffold_5-processed-gene-0.88-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.88&CDS=1-1605	YBL080C
OG0002683	genemark-scaffold_5-processed-gene-0.105-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.105&CDS=1-1341	YOL041C
OG0002684	maker-scaffold_5-snap-gene-1.80-mRNA-1_1&gene=maker-scaffold_5-snap-gene-1.80&CDS=1-456	YIR015W
OG0002685	augustus_masked-scaffold_5-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-1.1&CDS=1-756	YOL038W
OG0002686	genemark-scaffold_5-processed-gene-1.99-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.99&CDS=1-3735	YKL211C
OG0002687	genemark-scaffold_5-processed-gene-1.114-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.114&CDS=1-948	YKR081C
OG0002688	genemark-scaffold_5-processed-gene-1.100-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.100&CDS=1-2865	YGL064C
OG0002689	genemark-scaffold_5-processed-gene-1.116-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.116&CDS=1-870	YKL183W
OG0002690	genemark-scaffold_5-processed-gene-1.117-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.117&CDS=1-1986	YMR213W
OG0002691	genemark-scaffold_5-processed-gene-1.118-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.118&CDS=1-1941	YKL148C
OG0002692	augustus_masked-scaffold_5-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-1.28&CDS=1-3519	YPL147W
OG0002693	genemark-scaffold_5-processed-gene-1.111-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.111&CDS=1-1725	YBR248C
OG0002694	snap_masked-scaffold_5-processed-gene-1.71-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-1.71&CDS=1-1326	YIL063C
OG0002695	genemark-scaffold_5-processed-gene-1.112-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.112&CDS=1-1167	YDR502C
OG0002696	genemark-scaffold_5-processed-gene-1.124-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.124&CDS=1-2481	YER068W
OG0002697	genemark-scaffold_5-processed-gene-1.125-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.125&CDS=1-459	YIL062C
OG0002698	genemark-scaffold_5-processed-gene-2.46-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.46&CDS=1-2772	YMR078C
OG0002699	genemark-scaffold_5-processed-gene-2.58-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.58&CDS=1-1572	YCR072C
OG0002700	genemark-scaffold_5-processed-gene-2.49-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.49&CDS=1-417	YCR071C
OG0002701	genemark-scaffold_5-processed-gene-2.59-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.59&CDS=1-975	YDR044W
OG0002702	genemark-scaffold_5-processed-gene-2.50-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.50&CDS=1-1014	YOR358W
OG0002703	genemark-scaffold_5-processed-gene-2.61-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.61&CDS=1-1608	YDR523C
OG0002704	genemark-scaffold_5-processed-gene-2.63-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.63&CDS=1-894	YDR412W
OG0002705	genemark-scaffold_5-processed-gene-2.64-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.64&CDS=1-678	YLR326W
OG0002706	genemark-scaffold_5-processed-gene-2.65-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.65&CDS=1-3138	YNL014W
OG0002707	genemark-scaffold_5-processed-gene-2.68-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.68&CDS=1-2391	YOL095C
OG0002708	augustus_masked-scaffold_5-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-2.8&CDS=1-666	YOR236W
OG0002709	genemark-scaffold_5-processed-gene-2.70-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.70&CDS=1-1716	YLR259C
OG0002710	genemark-scaffold_5-processed-gene-2.71-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.71&CDS=1-1452	YOL136C
OG0002711	genemark-scaffold_5-processed-gene-2.54-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.54&CDS=1-2961	YGR157W
OG0002712	genemark-scaffold_5-processed-gene-2.75-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.75&CDS=1-1764	YGL084C
OG0002713	genemark-scaffold_5-processed-gene-2.56-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.56&CDS=1-4686	YNL102W
OG0002714	genemark-scaffold_5-processed-gene-2.78-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.78&CDS=1-2961	YOL090W
OG0002715	genemark-scaffold_5-processed-gene-3.5-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.5&CDS=1-1434	YBR207W
OG0002716	genemark-scaffold_5-processed-gene-3.1-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.1&CDS=1-1548	YBR199W
OG0002717	genemark-scaffold_5-processed-gene-3.2-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.2&CDS=1-1317	YPL060W
OG0002718	augustus_masked-scaffold_5-processed-gene-3.54-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-3.54&CDS=1-2526	YDR258C
OG0002719	genemark-scaffold_5-processed-gene-3.10-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.10&CDS=1-954	YPR023C
OG0002720	snap_masked-scaffold_5-processed-gene-3.114-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.114&CDS=1-1644	YER124C
OG0002721	genemark-scaffold_5-processed-gene-3.11-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.11&CDS=1-531	YOR253W
OG0002722	maker-scaffold_5-snap-gene-3.35-mRNA-1_1&gene=maker-scaffold_5-snap-gene-3.35&CDS=1-1848	YFR048W
OG0002723	snap_masked-scaffold_5-processed-gene-3.100-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.100&CDS=1-225	YFR049W
OG0002724	genemark-scaffold_5-processed-gene-3.13-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.13&CDS=1-849	YFR050C
OG0002725	genemark-scaffold_5-processed-gene-3.15-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.15&CDS=1-933	YKR062W
