	Eremothecium_gossypii	Saccharomyces_cerevisiae
OG0003159	augustus_masked-AE016819-processed-gene-17.35-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-17.35&CDS=1-1083	YDR532C
OG0003160	augustus_masked-AE016819-processed-gene-17.69-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-17.69&CDS=1-1056	YDR531W
OG0003161	augustus_masked-AE016819-processed-gene-17.37-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-17.37&CDS=1-378	YDR529C
OG0003162	augustus_masked-AE016819-processed-gene-17.38-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-17.38&CDS=1-1239	YCL052C
OG0003163	augustus_masked-AE016819-processed-gene-17.71-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-17.71&CDS=1-2490	YCL054W
OG0003164	augustus_masked-AE016819-processed-gene-17.72-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-17.72&CDS=1-966	YCL055W
OG0003165	augustus_masked-AE016819-processed-gene-17.43-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-17.43&CDS=1-246	YCL057C-A
OG0003166	genemark-AE016819-processed-gene-17.223-mRNA-1_1&gene=genemark-AE016819-processed-gene-17.223&CDS=1-303	YCL058W-A
OG0003167	augustus_masked-AE016819-processed-gene-17.44-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-17.44&CDS=1-1029	YCL059C
OG0003168	augustus_masked-AE016819-processed-gene-17.45-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-17.45&CDS=1-3054	YCL061C
OG0003169	snap_masked-AE016820-processed-gene-0.3-mRNA-1_1&gene=snap_masked-AE016820-processed-gene-0.3&CDS=1-516	YIL161W
OG0003170	augustus_masked-AE016820-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-0.32&CDS=1-1083	YML131W
OG0003171	snap_masked-AE016820-processed-gene-0.19-mRNA-1_1&gene=snap_masked-AE016820-processed-gene-0.19&CDS=1-1125	YER187W
OG0003172	genemark-AE016820-processed-gene-0.75-mRNA-1_1&gene=genemark-AE016820-processed-gene-0.75&CDS=1-2418	YMR302C
OG0003173	augustus_masked-AE016820-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-0.33&CDS=1-3498	YMR304W
OG0003174	augustus_masked-AE016820-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-0.47&CDS=1-861	YGR277C
OG0003175	augustus_masked-AE016820-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-0.34&CDS=1-1662	YGR278W
OG0003176	genemark-AE016820-processed-gene-0.78-mRNA-1_1&gene=genemark-AE016820-processed-gene-0.78&CDS=1-1005	YGR280C
OG0003177	genemark-AE016820-processed-gene-0.79-mRNA-1_1&gene=genemark-AE016820-processed-gene-0.79&CDS=1-3276	YMR308C
OG0003178	augustus_masked-AE016820-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-0.51&CDS=1-2436	YMR309C
OG0003179	maker-AE016820-augustus-gene-0.1-mRNA-1_1&gene=maker-AE016820-augustus-gene-0.1&CDS=1-2250	YGR282C
OG0003180	augustus_masked-AE016820-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-0.53&CDS=1-567	YMR311C
OG0003181	augustus_masked-AE016820-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-0.54&CDS=1-918	YGR284C
OG0003182	augustus_masked-AE016820-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-0.55&CDS=1-1290	YGR285C
OG0003183	augustus_masked-AE016820-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-0.40&CDS=1-810	YMR312W
OG0003184	augustus_masked-AE016820-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-0.56&CDS=1-1743	YMR313C
OG0003185	augustus_masked-AE016820-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-1.58&CDS=1-699	YMR314W
OG0003186	augustus_masked-AE016820-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-1.59&CDS=1-2073	YMR301C
OG0003187	augustus_masked-AE016820-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-1.60&CDS=1-1530	YMR300C
OG0003188	augustus_masked-AE016820-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-1.61&CDS=1-1113	YMR299C
OG0003189	augustus_masked-AE016820-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-1.62&CDS=1-2007	YGR276C
OG0003190	snap_masked-AE016820-processed-gene-1.115-mRNA-1_1&gene=snap_masked-AE016820-processed-gene-1.115&CDS=1-408	YGR275W
OG0003191	augustus_masked-AE016820-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-1.63&CDS=1-3033	YGR274C
OG0003192	augustus_masked-AE016820-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-1.65&CDS=1-423	YMR298W
OG0003193	genemark-AE016820-processed-gene-1.12-mRNA-1_1&gene=genemark-AE016820-processed-gene-1.12&CDS=1-726	YBL041W
OG0003194	augustus_masked-AE016820-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-1.84&CDS=1-654	YBL040C
OG0003195	augustus_masked-AE016820-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-1.69&CDS=1-462	YJR104C
OG0003196	augustus_masked-AE016820-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-1.85&CDS=1-1728	YBL039C
OG0003197	augustus_masked-AE016820-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-1.70&CDS=1-540	YJR102C
OG0003198	augustus_masked-AE016820-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-1.86&CDS=1-753	YJR101W
OG0003199	augustus_masked-AE016820-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-1.72&CDS=1-1311	YPR045C
OG0003200	augustus_masked-AE016820-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-1.87&CDS=1-693	YJR099W
OG0003201	genemark-AE016820-processed-gene-1.37-mRNA-1_1&gene=genemark-AE016820-processed-gene-1.37&CDS=1-1194	YJR095W
OG0003202	snap_masked-AE016820-processed-gene-1.125-mRNA-1_1&gene=snap_masked-AE016820-processed-gene-1.125&CDS=1-648	YJR094C
OG0003203	genemark-AE016820-processed-gene-1.19-mRNA-1_1&gene=genemark-AE016820-processed-gene-1.19&CDS=1-969	YJR093C
OG0003204	augustus_masked-AE016820-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-1.91&CDS=1-3777	YJR092W
OG0003205	augustus_masked-AE016820-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-1.75&CDS=1-3171	YJR091C
OG0003206	snap_masked-AE016820-processed-gene-1.128-mRNA-1_1&gene=snap_masked-AE016820-processed-gene-1.128&CDS=1-876	YER106W
OG0003207	genemark-AE016820-processed-gene-1.22-mRNA-1_1&gene=genemark-AE016820-processed-gene-1.22&CDS=1-1608	YBL080C
OG0003208	snap_masked-AE016820-processed-gene-1.146-mRNA-1_1&gene=snap_masked-AE016820-processed-gene-1.146&CDS=1-891	YBL081W
OG0003209	augustus_masked-AE016820-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-1.93&CDS=1-1038	YER107C
OG0003210	snap_masked-AE016820-processed-gene-1.148-mRNA-1_1&gene=snap_masked-AE016820-processed-gene-1.148&CDS=1-2817	YER109C
OG0003211	augustus_masked-AE016820-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-1.95&CDS=1-1296	YBL082C
OG0003212	augustus_masked-AE016820-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-1.96&CDS=1-3345	YER110C
OG0003213	maker-AE016820-augustus-gene-1.57-mRNA-1_1&gene=maker-AE016820-augustus-gene-1.57&CDS=1-2892	YER111C
OG0003214	augustus_masked-AE016820-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-1.77&CDS=1-504	YER112W
OG0003215	augustus_masked-AE016820-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-1.98&CDS=1-1971	YER113C
OG0003216	augustus_masked-AE016820-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-1.78&CDS=1-1929	YBL084C
OG0003217	augustus_masked-AE016820-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-1.99&CDS=1-2952	YER114C
OG0003218	snap_masked-AE016820-processed-gene-1.132-mRNA-1_1&gene=snap_masked-AE016820-processed-gene-1.132&CDS=1-1338	YBL086C
OG0003219	augustus_masked-AE016820-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-1.101&CDS=1-723	YER116C
OG0003220	augustus_masked-AE016820-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-1.80&CDS=1-8727	YBL088C
OG0003221	augustus_masked-AE016820-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-1.102&CDS=1-990	YER118C
OG0003222	augustus_masked-AE016820-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-1.104&CDS=1-432	YBL090W
OG0003223	augustus_masked-AE016820-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-1.81&CDS=1-1233	YBL091C
OG0003224	augustus_masked-AE016820-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-1.82&CDS=1-642	YER120W
OG0003225	augustus_masked-AE016820-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-1.105&CDS=1-393	YBL092W
OG0003226	augustus_masked-AE016820-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-1.83&CDS=1-621	YBL093C
OG0003227	augustus_masked-AE016820-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-1.106&CDS=1-1353	YER122C
OG0003228	augustus_masked-AE016820-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-1.107&CDS=1-690	YBL095W
OG0003229	augustus_masked-AE016820-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-2.119&CDS=1-1398	YBL098W
OG0003230	augustus_masked-AE016820-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-2.120&CDS=1-2262	YBL097W
OG0003231	genemark-AE016820-processed-gene-2.3-mRNA-1_1&gene=genemark-AE016820-processed-gene-2.3&CDS=1-2043	YPR024W
OG0003232	augustus_masked-AE016820-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-2.122&CDS=1-1197	YPR025C
OG0003233	augustus_masked-AE016820-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-2.123&CDS=1-1641	YBL099W
OG0003234	augustus_masked-AE016820-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-2.124&CDS=1-3405	YPR026W
OG0003235	snap_masked-AE016820-processed-gene-2.69-mRNA-1_1&gene=snap_masked-AE016820-processed-gene-2.69&CDS=1-1092	YBR157C
OG0003236	augustus_masked-AE016820-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-2.126&CDS=1-2415	YBR156C
OG0003237	augustus_masked-AE016820-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-2.127&CDS=1-723	YPL052W
OG0003238	augustus_masked-AE016820-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-2.129&CDS=1-375	YDR482C
OG0003239	snap_masked-AE016820-processed-gene-2.75-mRNA-1_1&gene=snap_masked-AE016820-processed-gene-2.75&CDS=1-594	YPL051W
OG0003240	snap_masked-AE016820-processed-gene-2.76-mRNA-1_1&gene=snap_masked-AE016820-processed-gene-2.76&CDS=1-1539	YDR481C
OG0003241	augustus_masked-AE016820-processed-gene-2.152-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-2.152&CDS=1-1167	YPL050C
OG0003242	snap_masked-AE016820-processed-gene-2.98-mRNA-1_1&gene=snap_masked-AE016820-processed-gene-2.98&CDS=1-1128	YDR480W
OG0003243	snap_masked-AE016820-processed-gene-2.77-mRNA-1_1&gene=snap_masked-AE016820-processed-gene-2.77&CDS=1-1521	YDR256C
OG0003244	augustus_masked-AE016820-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-2.134&CDS=1-315	YPL047W
OG0003245	augustus_masked-AE016820-processed-gene-2.135-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-2.135&CDS=1-1221	YDR255C
OG0003246	augustus_masked-AE016820-processed-gene-2.154-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-2.154&CDS=1-300	YPL046C
OG0003247	augustus_masked-AE016820-processed-gene-2.136-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-2.136&CDS=1-2385	YPL045W
OG0003248	snap_masked-AE016820-processed-gene-2.100-mRNA-1_1&gene=snap_masked-AE016820-processed-gene-2.100&CDS=1-1194	YDR254W
OG0003249	augustus_masked-AE016820-processed-gene-2.137-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-2.137&CDS=1-2187	YPL043W
OG0003250	maker-AE016820-augustus-gene-2.59-mRNA-1_1&gene=maker-AE016820-augustus-gene-2.59&CDS=1-5265	YPL040C
OG0003251	augustus_masked-AE016820-processed-gene-2.138-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-2.138&CDS=1-681	YDR253C
OG0003252	augustus_masked-AE016820-processed-gene-2.157-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-2.157&CDS=1-483	YPL037C
OG0003253	snap_masked-AE016820-processed-gene-2.104-mRNA-1_1&gene=snap_masked-AE016820-processed-gene-2.104&CDS=1-2526	YPL032C
OG0003254	snap_masked-AE016820-processed-gene-2.83-mRNA-1_1&gene=snap_masked-AE016820-processed-gene-2.83&CDS=1-987	YDR249C
OG0003255	genemark-AE016820-processed-gene-2.43-mRNA-1_1&gene=genemark-AE016820-processed-gene-2.43&CDS=1-897	YPL031C
OG0003256	augustus_masked-AE016820-processed-gene-2.140-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-2.140&CDS=1-3579	YPL030W
OG0003257	augustus_masked-AE016820-processed-gene-2.160-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-2.160&CDS=1-1188	YNR045W
OG0003258	augustus_masked-AE016820-processed-gene-2.141-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-2.141&CDS=1-558	YCR090C
OG0003259	augustus_masked-AE016820-processed-gene-2.142-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-2.142&CDS=1-480	YCR087C-A
OG0003260	augustus_masked-AE016820-processed-gene-2.162-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-2.162&CDS=1-555	YCR086W
OG0003261	augustus_masked-AE016820-processed-gene-2.143-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-2.143&CDS=1-1887	YCR084C
OG0003262	snap_masked-AE016820-processed-gene-2.109-mRNA-1_1&gene=snap_masked-AE016820-processed-gene-2.109&CDS=1-1887	YKL222C
OG0003263	maker-AE016820-augustus-gene-2.60-mRNA-1_1&gene=maker-AE016820-augustus-gene-2.60&CDS=1-1191	YNR043W
OG0003264	augustus_masked-AE016820-processed-gene-2.144-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-2.144&CDS=1-1068	YNR041C
OG0003265	snap_masked-AE016820-processed-gene-2.111-mRNA-1_1&gene=snap_masked-AE016820-processed-gene-2.111&CDS=1-759	YNR040W
OG0003266	snap_masked-AE016820-processed-gene-2.113-mRNA-1_1&gene=snap_masked-AE016820-processed-gene-2.113&CDS=1-381	YCR082W
OG0003267	augustus_masked-AE016820-processed-gene-2.145-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-2.145&CDS=1-1557	YNR039C
OG0003268	augustus_masked-AE016820-processed-gene-2.168-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-2.168&CDS=1-4074	YCR081W
OG0003269	augustus_masked-AE016820-processed-gene-2.169-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-2.169&CDS=1-1821	YNR038W
OG0003270	augustus_masked-AE016820-processed-gene-2.146-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-2.146&CDS=1-273	YNR037C
OG0003271	augustus_masked-AE016820-processed-gene-2.170-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-2.170&CDS=1-1392	YCR079W
OG0003272	augustus_masked-AE016820-processed-gene-2.147-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-2.147&CDS=1-480	YNR036C
OG0003273	augustus_masked-AE016820-processed-gene-2.148-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-2.148&CDS=1-951	YNR035C
OG0003274	augustus_masked-AE016820-processed-gene-3.0-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-3.0&CDS=1-2640	YCR077C
OG0003275	snap_masked-AE016820-processed-gene-3.46-mRNA-1_1&gene=snap_masked-AE016820-processed-gene-3.46&CDS=1-1650	YMR258C
OG0003276	snap_masked-AE016820-processed-gene-3.47-mRNA-1_1&gene=snap_masked-AE016820-processed-gene-3.47&CDS=1-3402	YOL054W
OG0003277	genemark-AE016820-processed-gene-3.106-mRNA-1_1&gene=genemark-AE016820-processed-gene-3.106&CDS=1-1035	YOL053W
OG0003278	augustus_masked-AE016820-processed-gene-3.3-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-3.3&CDS=1-375	YMR252C
OG0003279	augustus_masked-AE016820-processed-gene-3.4-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-3.4&CDS=1-2709	YBR073W
OG0003280	augustus_masked-AE016820-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-3.26&CDS=1-1836	YDR049W
OG0003281	augustus_masked-AE016820-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-3.27&CDS=1-1101	YDR047W
OG0003282	augustus_masked-AE016820-processed-gene-3.6-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-3.6&CDS=1-3033	YBR074W
OG0003283	genemark-AE016820-processed-gene-3.134-mRNA-1_1&gene=genemark-AE016820-processed-gene-3.134&CDS=1-1845	YDR052C
OG0003284	augustus_masked-AE016820-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-3.30&CDS=1-495	YBR077C
OG0003285	augustus_masked-AE016820-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-3.31&CDS=1-810	YDR054C
OG0003286	augustus_masked-AE016820-processed-gene-3.8-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-3.8&CDS=1-672	YBR070C
OG0003287	augustus_masked-AE016820-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-3.32&CDS=1-744	YDR050C
OG0003288	augustus_masked-AE016820-processed-gene-3.9-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-3.9&CDS=1-1251	YDR148C
OG0003289	augustus_masked-AE016820-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-3.33&CDS=1-1677	YLR133W
OG0003290	augustus_masked-AE016820-processed-gene-3.11-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-3.11&CDS=1-2532	YDR146C
OG0003291	maker-AE016820-augustus-gene-3.96-mRNA-1_1&gene=maker-AE016820-augustus-gene-3.96&CDS=1-4245	YLR129W
OG0003292	maker-AE016820-augustus-gene-3.97-mRNA-1_1&gene=maker-AE016820-augustus-gene-3.97&CDS=1-768	YLR128W
OG0003293	augustus_masked-AE016820-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-3.12&CDS=1-2127	YLR127C
OG0003294	augustus_masked-AE016820-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-3.14&CDS=1-1110	YDR142C
OG0003295	augustus_masked-AE016820-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-3.36&CDS=1-537	YLR119W
OG0003296	augustus_masked-AE016820-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-3.15&CDS=1-705	YLR118C
OG0003297	augustus_masked-AE016820-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-3.16&CDS=1-5016	YDR141C
OG0003298	genemark-AE016820-processed-gene-3.143-mRNA-1_1&gene=genemark-AE016820-processed-gene-3.143&CDS=1-657	YDR140W
OG0003299	augustus_masked-AE016820-processed-gene-3.17-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-3.17&CDS=1-2049	YLR117C
OG0003300	genemark-AE016820-processed-gene-3.144-mRNA-1_1&gene=genemark-AE016820-processed-gene-3.144&CDS=1-1455	YLR116W
OG0003301	augustus_masked-AE016820-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-3.39&CDS=1-2409	YLR115W
OG0003302	augustus_masked-AE016820-processed-gene-3.40-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-3.40&CDS=1-2133	YDR138W
OG0003303	augustus_masked-AE016820-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-3.18&CDS=1-1833	YLR114C
OG0003304	snap_masked-AE016820-processed-gene-3.89-mRNA-1_1&gene=snap_masked-AE016820-processed-gene-3.89&CDS=1-1842	YDR137W
OG0003305	augustus_masked-AE016820-processed-gene-3.42-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-3.42&CDS=1-486	YDR155C
OG0003306	augustus_masked-AE016820-processed-gene-3.20-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-3.20&CDS=1-462	YDR156W
OG0003307	augustus_masked-AE016820-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-3.21&CDS=1-1095	YDR158W
OG0003308	augustus_masked-AE016820-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-3.22&CDS=1-951	YLR137W
OG0003309	augustus_masked-AE016820-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-3.23&CDS=1-4122	YDR159W
OG0003310	augustus_masked-AE016820-processed-gene-3.43-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-3.43&CDS=1-756	YDR162C
OG0003311	augustus_masked-AE016820-processed-gene-3.25-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-3.25&CDS=1-552	YDR163W
OG0003312	augustus_masked-AE016820-processed-gene-3.44-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-3.44&CDS=1-2181	YLR139C
OG0003313	augustus_masked-AE016820-processed-gene-4.25-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-4.25&CDS=1-4785	YLR143W
OG0003314	augustus_masked-AE016820-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-4.27&CDS=1-573	YLR145W
OG0003315	genemark-AE016820-processed-gene-4.57-mRNA-1_1&gene=genemark-AE016820-processed-gene-4.57&CDS=1-1350	YDR165W
