	Komagataella_pastoris	Saccharomyces_cerevisiae
OG0002621	snap_masked-chromosome_3-processed-gene-17.115-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-17.115&CDS=1-987	YGL225W
OG0002622	snap_masked-chromosome_3-processed-gene-17.92-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-17.92&CDS=1-1803	YER036C
OG0002623	snap_masked-chromosome_3-processed-gene-17.93-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-17.93&CDS=1-1098	YOL018C
OG0002624	maker-chromosome_3-augustus-gene-18.168-mRNA-1_1&gene=maker-chromosome_3-augustus-gene-18.168&CDS=1-7299	YFR019W
OG0002625	snap_masked-chromosome_3-processed-gene-18.63-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.63&CDS=1-2259	YPR089W
OG0002626	genemark-chromosome_3-processed-gene-18.1-mRNA-1_1&gene=genemark-chromosome_3-processed-gene-18.1&CDS=1-1320	YMR020W
OG0002627	augustus_masked-chromosome_3-processed-gene-18.118-mRNA-1_1&gene=augustus_masked-chromosome_3-processed-gene-18.118&CDS=1-999	YHR118C
OG0002628	augustus_masked-chromosome_3-processed-gene-18.119-mRNA-1_1&gene=augustus_masked-chromosome_3-processed-gene-18.119&CDS=1-495	YAL033W
OG0002629	snap_masked-chromosome_3-processed-gene-18.85-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.85&CDS=1-1368	YAL032C
OG0002630	snap_masked-chromosome_3-processed-gene-18.86-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.86&CDS=1-1746	YBR227C
OG0002631	snap_masked-chromosome_3-processed-gene-18.88-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.88&CDS=1-1629	YFR021W
OG0002632	snap_masked-chromosome_3-processed-gene-18.68-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.68&CDS=1-1095	YOR388C
OG0002633	snap_masked-chromosome_3-processed-gene-18.89-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.89&CDS=1-681	YBR057C
OG0002634	snap_masked-chromosome_3-processed-gene-18.90-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.90&CDS=1-2388	YBR058C
OG0002635	snap_masked-chromosome_3-processed-gene-18.92-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.92&CDS=1-2961	YCR011C
OG0002636	snap_masked-chromosome_3-processed-gene-18.93-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.93&CDS=1-1101	YDR035W
OG0002637	snap_masked-chromosome_3-processed-gene-18.94-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.94&CDS=1-1512	YDR036C
OG0002638	snap_masked-chromosome_3-processed-gene-18.96-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.96&CDS=1-1599	YBR060C
OG0002639	snap_masked-chromosome_3-processed-gene-18.97-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.97&CDS=1-975	YDR044W
OG0002640	augustus_masked-chromosome_3-processed-gene-18.148-mRNA-1_1&gene=augustus_masked-chromosome_3-processed-gene-18.148&CDS=1-606	YDR043C
OG0002641	snap_masked-chromosome_3-processed-gene-18.99-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.99&CDS=1-645	YBR070C
OG0002642	snap_masked-chromosome_3-processed-gene-18.70-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.70&CDS=1-525	YBR062C
OG0002643	snap_masked-chromosome_3-processed-gene-18.100-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.100&CDS=1-729	YDR041W
OG0002644	snap_masked-chromosome_3-processed-gene-18.71-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.71&CDS=1-933	YBR061C
OG0002645	maker-chromosome_3-snap-gene-18.170-mRNA-1_1&gene=maker-chromosome_3-snap-gene-18.170&CDS=1-810	YDR051C
OG0002646	snap_masked-chromosome_3-processed-gene-18.74-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.74&CDS=1-855	YDR050C
OG0002647	snap_masked-chromosome_3-processed-gene-18.103-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.103&CDS=1-2970	YBR074W
OG0002648	snap_masked-chromosome_3-processed-gene-18.75-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.75&CDS=1-1083	YDR047W
OG0002649	snap_masked-chromosome_3-processed-gene-18.76-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.76&CDS=1-894	YDR280W
OG0002650	snap_masked-chromosome_3-processed-gene-18.105-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.105&CDS=1-1545	YHR007C
OG0002651	snap_masked-chromosome_3-processed-gene-18.106-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.106&CDS=1-423	YKL167C
OG0002652	snap_masked-chromosome_3-processed-gene-18.107-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.107&CDS=1-396	YKL170W
OG0002653	snap_masked-chromosome_3-processed-gene-18.77-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.77&CDS=1-792	YJL174W
OG0002654	snap_masked-chromosome_3-processed-gene-18.78-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.78&CDS=1-1458	YKL211C
OG0002655	snap_masked-chromosome_3-processed-gene-18.108-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.108&CDS=1-1335	YPL203W
OG0002656	snap_masked-chromosome_3-processed-gene-18.81-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.81&CDS=1-1668	YMR250W
OG0002657	snap_masked-chromosome_3-processed-gene-18.109-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.109&CDS=1-1197	YKL175W
OG0002658	snap_masked-chromosome_3-processed-gene-18.110-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.110&CDS=1-1197	YJR076C
OG0002659	augustus_masked-chromosome_3-processed-gene-18.164-mRNA-1_1&gene=augustus_masked-chromosome_3-processed-gene-18.164&CDS=1-825	YMR042W
OG0002660	snap_masked-chromosome_3-processed-gene-18.82-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.82&CDS=1-2448	YKR079C
OG0002661	snap_masked-chromosome_3-processed-gene-18.83-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.83&CDS=1-606	YOL139C
OG0002662	snap_masked-chromosome_3-processed-gene-19.4-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.4&CDS=1-1074	YDL226C
OG0002663	snap_masked-chromosome_3-processed-gene-19.5-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.5&CDS=1-834	YNL202W
OG0002664	snap_masked-chromosome_3-processed-gene-19.6-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.6&CDS=1-696	YNL200C
OG0002665	snap_masked-chromosome_3-processed-gene-19.2-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.2&CDS=1-1989	YLR214W
OG0002666	snap_masked-chromosome_3-processed-gene-19.33-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.33&CDS=1-906	YDL115C
OG0002667	maker-chromosome_3-augustus-gene-19.177-mRNA-1_1&gene=maker-chromosome_3-augustus-gene-19.177&CDS=1-1893	YDL114W
OG0002668	maker-chromosome_3-snap-gene-19.59-mRNA-1_1&gene=maker-chromosome_3-snap-gene-19.59&CDS=1-1803	YKR084C
OG0002669	snap_masked-chromosome_3-processed-gene-19.34-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.34&CDS=1-990	YOR075W
OG0002670	snap_masked-chromosome_3-processed-gene-19.13-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.13&CDS=1-1980	YOR069W
OG0002671	snap_masked-chromosome_3-processed-gene-19.35-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.35&CDS=1-957	YKR081C
OG0002672	snap_masked-chromosome_3-processed-gene-19.14-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.14&CDS=1-3537	YML049C
OG0002673	snap_masked-chromosome_3-processed-gene-19.15-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.15&CDS=1-3447	YKR082W
OG0002674	snap_masked-chromosome_3-processed-gene-19.16-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.16&CDS=1-1074	YOR073W
OG0002675	augustus_masked-chromosome_3-processed-gene-19.101-mRNA-1_1&gene=augustus_masked-chromosome_3-processed-gene-19.101&CDS=1-894	YOR074C
OG0002676	snap_masked-chromosome_3-processed-gene-19.17-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.17&CDS=1-864	YOR065W
OG0002677	augustus_masked-chromosome_3-processed-gene-19.82-mRNA-1_1&gene=augustus_masked-chromosome_3-processed-gene-19.82&CDS=1-690	YOR064C
OG0002678	snap_masked-chromosome_3-processed-gene-19.38-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.38&CDS=1-1629	YOR067C
OG0002679	snap_masked-chromosome_3-processed-gene-19.40-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.40&CDS=1-1785	YCR084C
OG0002680	augustus_masked-chromosome_3-processed-gene-19.83-mRNA-1_1&gene=augustus_masked-chromosome_3-processed-gene-19.83&CDS=1-747	YLR285W
OG0002681	maker-chromosome_3-augustus-gene-19.180-mRNA-1_1&gene=maker-chromosome_3-augustus-gene-19.180&CDS=1-1968	YLR286C
OG0002682	snap_masked-chromosome_3-processed-gene-19.42-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.42&CDS=1-1140	YJR072C
OG0002683	snap_masked-chromosome_3-processed-gene-19.21-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.21&CDS=1-1008	YPL069C
OG0002684	snap_masked-chromosome_3-processed-gene-19.22-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.22&CDS=1-1536	YOL070C
OG0002685	snap_masked-chromosome_3-processed-gene-19.23-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.23&CDS=1-1272	YLR149C
OG0002686	snap_masked-chromosome_3-processed-gene-19.44-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.44&CDS=1-1386	YPL091W
OG0002687	snap_masked-chromosome_3-processed-gene-19.24-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.24&CDS=1-921	YBR176W
OG0002688	snap_masked-chromosome_3-processed-gene-19.45-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.45&CDS=1-1206	YPL103C
OG0002689	snap_masked-chromosome_3-processed-gene-19.46-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.46&CDS=1-849	YPL094C
OG0002690	maker-chromosome_3-snap-gene-19.61-mRNA-1_1&gene=maker-chromosome_3-snap-gene-19.61&CDS=1-303	YPL098C
OG0002691	snap_masked-chromosome_3-processed-gene-19.47-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.47&CDS=1-2040	YLR207W
OG0002692	snap_masked-chromosome_3-processed-gene-19.49-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.49&CDS=1-1770	YDL174C
OG0002693	snap_masked-chromosome_3-processed-gene-19.50-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.50&CDS=1-768	YLR192C
OG0002694	maker-chromosome_3-augustus-gene-19.181-mRNA-1_1&gene=maker-chromosome_3-augustus-gene-19.181&CDS=1-8205	YDL171C
OG0002695	snap_masked-chromosome_3-processed-gene-19.29-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.29&CDS=1-1380	YLR195C
OG0002696	snap_masked-chromosome_3-processed-gene-19.54-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.54&CDS=1-1923	YDL167C
OG0002697	maker-chromosome_3-snap-gene-19.64-mRNA-1_1&gene=maker-chromosome_3-snap-gene-19.64&CDS=1-1137	YDL168W
OG0002698	snap_masked-chromosome_3-processed-gene-19.58-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.58&CDS=1-1431	YOR056C
OG0002699	snap_masked-chromosome_3-processed-gene-20.5-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-20.5&CDS=1-3132	YOL145C
OG0002700	snap_masked-chromosome_3-processed-gene-20.2-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-20.2&CDS=1-1755	YOL144W
OG0002701	snap_masked-chromosome_3-processed-gene-20.6-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-20.6&CDS=1-483	YOL143C
OG0002702	snap_masked-chromosome_3-processed-gene-20.4-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-20.4&CDS=1-2301	YJR042W
OG0002703	snap_masked-chromosome_3-processed-gene-20.32-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-20.32&CDS=1-480	YEL027W
OG0002704	snap_masked-chromosome_3-processed-gene-20.7-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-20.7&CDS=1-378	YEL026W
OG0002705	snap_masked-chromosome_3-processed-gene-20.8-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-20.8&CDS=1-2874	YOL021C
OG0002706	snap_masked-chromosome_3-processed-gene-20.9-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-20.9&CDS=1-1797	YBR156C
OG0002707	snap_masked-chromosome_3-processed-gene-20.10-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-20.10&CDS=1-2250	YFR009W
OG0002708	augustus_masked-chromosome_3-processed-gene-20.136-mRNA-1_1&gene=augustus_masked-chromosome_3-processed-gene-20.136&CDS=1-3420	YKL197C
OG0002709	snap_masked-chromosome_3-processed-gene-20.11-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-20.11&CDS=1-435	YJR058C
OG0002710	snap_masked-chromosome_3-processed-gene-20.35-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-20.35&CDS=1-465	YEL034W
OG0002711	snap_masked-chromosome_3-processed-gene-20.12-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-20.12&CDS=1-459	YJL011C
OG0002712	snap_masked-chromosome_3-processed-gene-20.40-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-20.40&CDS=1-480	YBL093C
OG0002713	snap_masked-chromosome_3-processed-gene-20.15-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-20.15&CDS=1-396	YBL092W
OG0002714	snap_masked-chromosome_3-processed-gene-20.42-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-20.42&CDS=1-711	YJR056C
OG0002715	augustus_masked-chromosome_3-processed-gene-20.125-mRNA-1_1&gene=augustus_masked-chromosome_3-processed-gene-20.125&CDS=1-1851	YGL145W
OG0002716	snap_masked-chromosome_3-processed-gene-20.22-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-20.22&CDS=1-4371	YDL112W
OG0002717	maker-chromosome_3-augustus-gene-20.153-mRNA-1_1&gene=maker-chromosome_3-augustus-gene-20.153&CDS=1-1194	YDL111C
OG0002718	snap_masked-chromosome_3-processed-gene-20.23-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-20.23&CDS=1-1215	YGL143C
OG0002719	genemark-chromosome_3-processed-gene-20.79-mRNA-1_1&gene=genemark-chromosome_3-processed-gene-20.79&CDS=1-1278	YDL097C
OG0002720	snap_masked-chromosome_3-processed-gene-20.46-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-20.46&CDS=1-2349	YDL116W
OG0002721	snap_masked-chromosome_3-processed-gene-20.25-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-20.25&CDS=1-540	YHR081W
OG0002722	snap_masked-chromosome_3-processed-gene-20.26-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-20.26&CDS=1-1365	YDR329C
OG0002723	snap_masked-chromosome_3-processed-gene-20.49-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-20.49&CDS=1-1233	YLR094C
OG0002724	maker-chromosome_3-augustus-gene-20.154-mRNA-1_1&gene=maker-chromosome_3-augustus-gene-20.154&CDS=1-8886	YHR165C
OG0002725	snap_masked-chromosome_3-processed-gene-20.31-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-20.31&CDS=1-273	YJR135W-A
OG0002726	snap_masked-chromosome_3-processed-gene-21.175-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.175&CDS=1-645	YOR319W
OG0002727	snap_masked-chromosome_3-processed-gene-21.177-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.177&CDS=1-801	YHR200W
OG0002728	snap_masked-chromosome_3-processed-gene-21.178-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.178&CDS=1-4242	YJR137C
OG0002729	snap_masked-chromosome_3-processed-gene-21.174-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.174&CDS=1-657	YMR197C
OG0002730	snap_masked-chromosome_3-processed-gene-21.179-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.179&CDS=1-4398	YMR196W
OG0002731	snap_masked-chromosome_3-processed-gene-21.218-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.218&CDS=1-2277	YPL153C
OG0002732	snap_masked-chromosome_3-processed-gene-21.180-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.180&CDS=1-1998	YOR243C
OG0002733	snap_masked-chromosome_3-processed-gene-21.181-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.181&CDS=1-1158	YOR242C
OG0002734	snap_masked-chromosome_3-processed-gene-21.183-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.183&CDS=1-1500	YOR269W
OG0002735	genemark-chromosome_3-processed-gene-21.24-mRNA-1_1&gene=genemark-chromosome_3-processed-gene-21.24&CDS=1-2976	YDR430C
OG0002736	snap_masked-chromosome_3-processed-gene-21.222-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.222&CDS=1-912	YDL201W
OG0002737	snap_masked-chromosome_3-processed-gene-21.223-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.223&CDS=1-735	YDL202W
OG0002738	snap_masked-chromosome_3-processed-gene-21.190-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.190&CDS=1-1170	YDR414C
OG0002739	snap_masked-chromosome_3-processed-gene-21.224-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.224&CDS=1-5268	YHR079C
OG0002740	maker-chromosome_3-augustus-gene-21.1-mRNA-1_1&gene=maker-chromosome_3-augustus-gene-21.1&CDS=1-2766	YJL059W
OG0002741	augustus_masked-chromosome_3-processed-gene-21.136-mRNA-1_1&gene=augustus_masked-chromosome_3-processed-gene-21.136&CDS=1-792	YOL002C
OG0002742	snap_masked-chromosome_3-processed-gene-21.194-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.194&CDS=1-813	YGL181W
OG0002743	augustus_masked-chromosome_3-processed-gene-21.137-mRNA-1_1&gene=augustus_masked-chromosome_3-processed-gene-21.137&CDS=1-1482	YPL097W
OG0002744	snap_masked-chromosome_3-processed-gene-21.195-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.195&CDS=1-801	YLL041C
OG0002745	snap_masked-chromosome_3-processed-gene-21.196-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.196&CDS=1-2130	YDL164C
OG0002746	augustus_masked-chromosome_3-processed-gene-21.139-mRNA-1_1&gene=augustus_masked-chromosome_3-processed-gene-21.139&CDS=1-375	YER009W
OG0002747	augustus_masked-chromosome_3-processed-gene-21.112-mRNA-1_1&gene=augustus_masked-chromosome_3-processed-gene-21.112&CDS=1-1302	YER003C
OG0002748	maker-chromosome_3-snap-gene-21.167-mRNA-1_1&gene=maker-chromosome_3-snap-gene-21.167&CDS=1-273	YNR037C
OG0002749	snap_masked-chromosome_3-processed-gene-21.199-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.199&CDS=1-2163	YNR038W
OG0002750	snap_masked-chromosome_3-processed-gene-21.229-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.229&CDS=1-390	YKL192C
OG0002751	snap_masked-chromosome_3-processed-gene-21.200-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.200&CDS=1-528	YNR036C
OG0002752	maker-chromosome_3-snap-gene-21.163-mRNA-1_1&gene=maker-chromosome_3-snap-gene-21.163&CDS=1-2349	YNL062C
OG0002753	snap_masked-chromosome_3-processed-gene-21.230-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.230&CDS=1-876	YNL063W
OG0002754	snap_masked-chromosome_3-processed-gene-21.233-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.233&CDS=1-3066	YGR170W
OG0002755	snap_masked-chromosome_3-processed-gene-21.234-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.234&CDS=1-765	YGR253C
OG0002756	snap_masked-chromosome_3-processed-gene-21.205-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.205&CDS=1-564	YDR328C
OG0002757	snap_masked-chromosome_3-processed-gene-21.207-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.207&CDS=1-1302	YJL060W
OG0002758	snap_masked-chromosome_3-processed-gene-21.208-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.208&CDS=1-1980	YDR440W
OG0002759	snap_masked-chromosome_3-processed-gene-21.235-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.235&CDS=1-4353	YDR443C
OG0002760	maker-chromosome_3-snap-gene-21.164-mRNA-1_1&gene=maker-chromosome_3-snap-gene-21.164&CDS=1-225	YML009C
OG0002761	augustus_masked-chromosome_3-processed-gene-21.124-mRNA-1_1&gene=augustus_masked-chromosome_3-processed-gene-21.124&CDS=1-3264	YML012W
OG0002762	snap_masked-chromosome_3-processed-gene-21.236-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.236&CDS=1-507	YML011C
OG0002763	snap_masked-chromosome_3-processed-gene-21.212-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.212&CDS=1-549	YML022W
OG0002764	snap_masked-chromosome_3-processed-gene-21.237-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.237&CDS=1-1500	YDR425W
OG0002765	snap_masked-chromosome_3-processed-gene-21.213-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.213&CDS=1-294	YDR424C
OG0002766	snap_masked-chromosome_3-processed-gene-21.214-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.214&CDS=1-1020	YML019W
OG0002767	genemark-chromosome_3-processed-gene-21.79-mRNA-1_1&gene=genemark-chromosome_3-processed-gene-21.79&CDS=1-1020	YML018C
OG0002768	maker-chromosome_3-snap-gene-21.169-mRNA-1_1&gene=maker-chromosome_3-snap-gene-21.169&CDS=1-456	YDR519W
OG0002769	snap_masked-chromosome_3-processed-gene-21.241-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.241&CDS=1-2316	YDR520C
OG0002770	snap_masked-chromosome_3-processed-gene-21.242-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.242&CDS=1-1263	YDR522C
OG0002771	snap_masked-chromosome_3-processed-gene-21.244-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.244&CDS=1-1221	YHL004W
OG0002772	augustus_masked-chromosome_3-processed-gene-21.153-mRNA-1_1&gene=augustus_masked-chromosome_3-processed-gene-21.153&CDS=1-780	YKL007W
OG0002773	augustus_masked-chromosome_3-processed-gene-21.127-mRNA-1_1&gene=augustus_masked-chromosome_3-processed-gene-21.127&CDS=1-1302	YHL002W
OG0002774	snap_masked-chromosome_3-processed-gene-21.245-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.245&CDS=1-456	YBR122C
OG0002775	maker-chromosome_3-augustus-gene-21.9-mRNA-1_1&gene=maker-chromosome_3-augustus-gene-21.9&CDS=1-1827	YKL002W
