	Saccharomyces_cerevisiae	yHMPu5000041855_Candida_ascalaphidarum
OG0002725	YNL316C	maker-NODE_1_length_1005075_cov_44.4753_ID_3314-snap-gene-1.60-mRNA-1_1&gene=maker-NODE_1_length_1005075_cov_44.4753_ID_3314-snap-gene-1.60&CDS=1-870
OG0002726	YNL317W	snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-0.112-mRNA-1_1&gene=snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-0.112&CDS=1-1428
OG0002727	YNL320W	snap_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-0.81&CDS=1-912
OG0002728	YNL321W	snap_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-0.63&CDS=1-3117
OG0002729	YNL325C	maker-NODE_5_length_535006_cov_46.4439_ID_3900-augustus-gene-4.3-mRNA-1_1&gene=maker-NODE_5_length_535006_cov_46.4439_ID_3900-augustus-gene-4.3&CDS=1-4035
OG0002730	YNL326C	genemark-NODE_18_length_241785_cov_49.2315_ID_5503-processed-gene-1.206-mRNA-1_1&gene=genemark-NODE_18_length_241785_cov_49.2315_ID_5503-processed-gene-1.206&CDS=1-1098
OG0002731	YNL328C	snap_masked-NODE_21_length_203277_cov_48.2929_ID_3858-processed-gene-0.112-mRNA-1_1&gene=snap_masked-NODE_21_length_203277_cov_48.2929_ID_3858-processed-gene-0.112&CDS=1-435
OG0002732	YNL329C	genemark-NODE_21_length_203277_cov_48.2929_ID_3858-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_21_length_203277_cov_48.2929_ID_3858-processed-gene-0.31&CDS=1-3489
OG0002733	YNL330C	snap_masked-NODE_18_length_241785_cov_49.2315_ID_5503-processed-gene-1.126-mRNA-1_1&gene=snap_masked-NODE_18_length_241785_cov_49.2315_ID_5503-processed-gene-1.126&CDS=1-1476
OG0002734	YNR003C	snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-2.80-mRNA-1_1&gene=snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-2.80&CDS=1-942
OG0002735	YNR006W	snap_masked-NODE_19_length_233523_cov_44.9681_ID_4879-processed-gene-0.107-mRNA-1_1&gene=snap_masked-NODE_19_length_233523_cov_44.9681_ID_4879-processed-gene-0.107&CDS=1-2169
OG0002736	YNR007C	snap_masked-NODE_19_length_233523_cov_44.9681_ID_4879-processed-gene-0.119-mRNA-1_1&gene=snap_masked-NODE_19_length_233523_cov_44.9681_ID_4879-processed-gene-0.119&CDS=1-822
OG0002737	YNR008W	augustus_masked-NODE_19_length_233523_cov_44.9681_ID_4879-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_19_length_233523_cov_44.9681_ID_4879-processed-gene-0.34&CDS=1-1932
OG0002738	YNR012W	snap_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-1.50-mRNA-1_1&gene=snap_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-1.50&CDS=1-1467
OG0002739	YNR015W	augustus_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-3.142-mRNA-1_1&gene=augustus_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-3.142&CDS=1-1155
OG0002740	YNR017W	snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-3.70-mRNA-1_1&gene=snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-3.70&CDS=1-606
OG0002741	YNR018W	augustus_masked-NODE_14_length_348416_cov_44.5817_ID_5116-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-NODE_14_length_348416_cov_44.5817_ID_5116-processed-gene-1.7&CDS=1-609
OG0002742	YNR021W	maker-NODE_11_length_451756_cov_44.098_ID_3270-snap-gene-1.88-mRNA-1_1&gene=maker-NODE_11_length_451756_cov_44.098_ID_3270-snap-gene-1.88&CDS=1-1122
OG0002743	YNR022C	snap_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-1.33-mRNA-1_1&gene=snap_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-1.33&CDS=1-657
OG0002744	YNR023W	snap_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-1.34-mRNA-1_1&gene=snap_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-1.34&CDS=1-1356
OG0002745	YNR027W	snap_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-2.4-mRNA-1_1&gene=snap_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-2.4&CDS=1-879
OG0002746	YNR029C	maker-NODE_6_length_512164_cov_45.7198_ID_4775-augustus-gene-4.133-mRNA-1_1&gene=maker-NODE_6_length_512164_cov_45.7198_ID_4775-augustus-gene-4.133&CDS=1-2595
OG0002747	YNR030W	snap_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-4.13-mRNA-1_1&gene=snap_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-4.13&CDS=1-1878
OG0002748	YNR032C-A	snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-0.18&CDS=1-216
OG0002749	YNR033W	snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-1.2-mRNA-1_1&gene=snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-1.2&CDS=1-2301
OG0002750	YNR034W	snap_masked-NODE_21_length_203277_cov_48.2929_ID_3858-processed-gene-0.146-mRNA-1_1&gene=snap_masked-NODE_21_length_203277_cov_48.2929_ID_3858-processed-gene-0.146&CDS=1-972
OG0002751	YNR035C	augustus_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-4.48-mRNA-1_1&gene=augustus_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-4.48&CDS=1-1011
OG0002752	YNR036C	augustus_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-4.52-mRNA-1_1&gene=augustus_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-4.52&CDS=1-537
OG0002753	YNR037C	snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-2.156-mRNA-1_1&gene=snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-2.156&CDS=1-273
OG0002754	YNR038W	snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-2.142-mRNA-1_1&gene=snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-2.142&CDS=1-1830
OG0002755	YNR041C	augustus_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-0.129&CDS=1-1113
OG0002756	YNR043W	maker-NODE_17_length_248381_cov_48.134_ID_3588-snap-gene-1.82-mRNA-1_1&gene=maker-NODE_17_length_248381_cov_48.134_ID_3588-snap-gene-1.82&CDS=1-1146
OG0002757	YNR046W	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-6.9-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-6.9&CDS=1-387
OG0002758	YNR049C	snap_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-3.188-mRNA-1_1&gene=snap_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-3.188&CDS=1-642
OG0002759	YNR050C	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-1.101-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-1.101&CDS=1-1335
OG0002760	YNR051C	snap_masked-NODE_16_length_253190_cov_44.7928_ID_5425-processed-gene-1.148-mRNA-1_1&gene=snap_masked-NODE_16_length_253190_cov_44.7928_ID_5425-processed-gene-1.148&CDS=1-1350
OG0002761	YNR052C	snap_masked-NODE_16_length_253190_cov_44.7928_ID_5425-processed-gene-1.146-mRNA-1_1&gene=snap_masked-NODE_16_length_253190_cov_44.7928_ID_5425-processed-gene-1.146&CDS=1-1476
OG0002762	YNR053C	maker-NODE_16_length_253190_cov_44.7928_ID_5425-snap-gene-1.225-mRNA-1_1&gene=maker-NODE_16_length_253190_cov_44.7928_ID_5425-snap-gene-1.225&CDS=1-1581
OG0002763	YNR054C	snap_masked-NODE_9_length_463673_cov_43.3768_ID_4133-processed-gene-3.56-mRNA-1_1&gene=snap_masked-NODE_9_length_463673_cov_43.3768_ID_4133-processed-gene-3.56&CDS=1-906
OG0002764	YNR055C	snap_masked-NODE_19_length_233523_cov_44.9681_ID_4879-processed-gene-1.213-mRNA-1_1&gene=snap_masked-NODE_19_length_233523_cov_44.9681_ID_4879-processed-gene-1.213&CDS=1-1698
OG0002765	YNR074C	snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-0.122-mRNA-1_1&gene=snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-0.122&CDS=1-1074
OG0002766	YOL001W	genemark-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-0.11&CDS=1-471
OG0002767	YOL003C	snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-0.111-mRNA-1_1&gene=snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-0.111&CDS=1-1236
OG0002768	YOL004W	genemark-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-0.41&CDS=1-4524
OG0002769	YOL005C	snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-0.97-mRNA-1_1&gene=snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-0.97&CDS=1-369
OG0002770	YOL006C	snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-0.98-mRNA-1_1&gene=snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-0.98&CDS=1-2265
OG0002771	YOL008W	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-1.66-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-1.66&CDS=1-513
OG0002772	YOL009C	snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-2.62-mRNA-1_1&gene=snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-2.62&CDS=1-1071
OG0002773	YOL010W	augustus_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-1.84&CDS=1-1092
OG0002774	YOL012C	snap_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-5.177-mRNA-1_1&gene=snap_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-5.177&CDS=1-396
OG0002775	YOL013C	snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-1.103-mRNA-1_1&gene=snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-1.103&CDS=1-1515
OG0002776	YOL018C	augustus_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-3.136-mRNA-1_1&gene=augustus_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-3.136&CDS=1-1152
OG0002777	YOL019W	augustus_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-3.118-mRNA-1_1&gene=augustus_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-3.118&CDS=1-1584
OG0002778	YOL021C	snap_masked-NODE_25_length_116117_cov_42.0179_ID_5263-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_25_length_116117_cov_42.0179_ID_5263-processed-gene-0.7&CDS=1-2955
OG0002779	YOL023W	maker-NODE_24_length_151756_cov_42.0566_ID_4017-augustus-gene-0.81-mRNA-1_1&gene=maker-NODE_24_length_151756_cov_42.0566_ID_4017-augustus-gene-0.81&CDS=1-4629
OG0002780	YOL026C	snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-3.177-mRNA-1_1&gene=snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-3.177&CDS=1-399
OG0002781	YOL027C	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-7.129-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-7.129&CDS=1-1302
OG0002782	YOL031C	snap_masked-NODE_15_length_257095_cov_44.3098_ID_3969-processed-gene-1.198-mRNA-1_1&gene=snap_masked-NODE_15_length_257095_cov_44.3098_ID_3969-processed-gene-1.198&CDS=1-1200
OG0002783	YOL032W	maker-NODE_15_length_257095_cov_44.3098_ID_3969-augustus-gene-1.0-mRNA-1_1&gene=maker-NODE_15_length_257095_cov_44.3098_ID_3969-augustus-gene-1.0&CDS=1-1443
OG0002784	YOL033W	augustus_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-0.62&CDS=1-1533
OG0002785	YOL034W	augustus_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-0.82&CDS=1-3186
OG0002786	YOL038W	maker-NODE_7_length_480310_cov_44.8896_ID_3472-snap-gene-3.3-mRNA-1_1&gene=maker-NODE_7_length_480310_cov_44.8896_ID_3472-snap-gene-3.3&CDS=1-750
OG0002787	YOL039W	snap_masked-NODE_15_length_257095_cov_44.3098_ID_3969-processed-gene-1.234-mRNA-1_1&gene=snap_masked-NODE_15_length_257095_cov_44.3098_ID_3969-processed-gene-1.234&CDS=1-351
OG0002788	YOL040C	snap_masked-NODE_14_length_348416_cov_44.5817_ID_5116-processed-gene-2.9-mRNA-1_1&gene=snap_masked-NODE_14_length_348416_cov_44.5817_ID_5116-processed-gene-2.9&CDS=1-426
OG0002789	YOL041C	snap_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-1.145-mRNA-1_1&gene=snap_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-1.145&CDS=1-1308
OG0002790	YOL049W	snap_masked-NODE_15_length_257095_cov_44.3098_ID_3969-processed-gene-1.199-mRNA-1_1&gene=snap_masked-NODE_15_length_257095_cov_44.3098_ID_3969-processed-gene-1.199&CDS=1-1482
OG0002791	YOL051W	maker-NODE_3_length_696070_cov_41.4075_ID_3205-augustus-gene-0.120-mRNA-1_1&gene=maker-NODE_3_length_696070_cov_41.4075_ID_3205-augustus-gene-0.120&CDS=1-2850
OG0002792	YOL052C	snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-1.20-mRNA-1_1&gene=snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-1.20&CDS=1-1182
OG0002793	YOL058W	augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-4.98-mRNA-1_1&gene=augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-4.98&CDS=1-1242
OG0002794	YOL060C	snap_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-2.109-mRNA-1_1&gene=snap_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-2.109&CDS=1-3522
OG0002795	YOL061W	augustus_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-1.75&CDS=1-1377
OG0002796	YOL064C	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-5.165-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-5.165&CDS=1-1077
OG0002797	YOL065C	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-0.3&CDS=1-1281
OG0002798	YOL066C	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-0.19&CDS=1-1707
OG0002799	YOL067C	snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-2.124-mRNA-1_1&gene=snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-2.124&CDS=1-687
OG0002800	YOL069W	snap_masked-NODE_13_length_368441_cov_46.401_ID_4565-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_13_length_368441_cov_46.401_ID_4565-processed-gene-0.16&CDS=1-1368
OG0002801	YOL070C	snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-2.117-mRNA-1_1&gene=snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-2.117&CDS=1-1596
OG0002802	YOL071W	snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-2.126-mRNA-1_1&gene=snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-2.126&CDS=1-420
OG0002803	YOL072W	snap_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-3.229-mRNA-1_1&gene=snap_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-3.229&CDS=1-1320
OG0002804	YOL073C	augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-2.28&CDS=1-978
OG0002805	YOL075C	augustus_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-3.118-mRNA-1_1&gene=augustus_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-3.118&CDS=1-3813
OG0002806	YOL076W	augustus_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-3.138-mRNA-1_1&gene=augustus_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-3.138&CDS=1-2334
OG0002807	YOL077C	snap_masked-NODE_25_length_116117_cov_42.0179_ID_5263-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_25_length_116117_cov_42.0179_ID_5263-processed-gene-0.11&CDS=1-861
OG0002808	YOL077W-A	snap_masked-NODE_25_length_116117_cov_42.0179_ID_5263-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_25_length_116117_cov_42.0179_ID_5263-processed-gene-0.10&CDS=1-204
OG0002809	YOL078W	augustus_masked-NODE_25_length_116117_cov_42.0179_ID_5263-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_25_length_116117_cov_42.0179_ID_5263-processed-gene-0.66&CDS=1-2544
OG0002810	YOL080C	augustus_masked-NODE_25_length_116117_cov_42.0179_ID_5263-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_25_length_116117_cov_42.0179_ID_5263-processed-gene-0.67&CDS=1-864
OG0002811	YOL086W-A	snap_masked-NODE_25_length_116117_cov_42.0179_ID_5263-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_25_length_116117_cov_42.0179_ID_5263-processed-gene-0.47&CDS=1-288
OG0002812	YOL090W	snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-0.86-mRNA-1_1&gene=snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-0.86&CDS=1-2973
OG0002813	YOL093W	snap_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-3.198-mRNA-1_1&gene=snap_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-3.198&CDS=1-981
OG0002814	YOL094C	snap_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-0.74&CDS=1-975
OG0002815	YOL095C	snap_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-0.75&CDS=1-2073
OG0002816	YOL096C	snap_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-2.8-mRNA-1_1&gene=snap_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-2.8&CDS=1-843
OG0002817	YOL097C	snap_masked-NODE_25_length_116117_cov_42.0179_ID_5263-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_25_length_116117_cov_42.0179_ID_5263-processed-gene-0.39&CDS=1-1272
OG0002818	YOL098C	snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-4.187-mRNA-1_1&gene=snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-4.187&CDS=1-3105
OG0002819	YOL102C	maker-NODE_3_length_696070_cov_41.4075_ID_3205-augustus-gene-5.216-mRNA-1_1&gene=maker-NODE_3_length_696070_cov_41.4075_ID_3205-augustus-gene-5.216&CDS=1-939
OG0002820	YOL108C	snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-3.163-mRNA-1_1&gene=snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-3.163&CDS=1-357
OG0002821	YOL110W	genemark-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-1.51-mRNA-1_1&gene=genemark-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-1.51&CDS=1-633
OG0002822	YOL114C	augustus_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-2.75&CDS=1-1005
OG0002823	YOL123W	augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-2.10&CDS=1-1311
OG0002824	YOL124C	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-2.45-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-2.45&CDS=1-1293
OG0002825	YOL125W	snap_masked-NODE_13_length_368441_cov_46.401_ID_4565-processed-gene-2.80-mRNA-1_1&gene=snap_masked-NODE_13_length_368441_cov_46.401_ID_4565-processed-gene-2.80&CDS=1-1398
OG0002826	YOL127W	augustus_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-5.0-mRNA-1_1&gene=augustus_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-5.0&CDS=1-1095
OG0002827	YOL129W	maker-NODE_3_length_696070_cov_41.4075_ID_3205-augustus-gene-4.118-mRNA-1_1&gene=maker-NODE_3_length_696070_cov_41.4075_ID_3205-augustus-gene-4.118&CDS=1-1542
OG0002828	YOL133W	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-1.97-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-1.97&CDS=1-336
OG0002829	YOL135C	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-1.75-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-1.75&CDS=1-627
OG0002830	YOL137W	augustus_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-4.96-mRNA-1_1&gene=augustus_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-4.96&CDS=1-1443
OG0002831	YOL138C	genemark-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-0.13&CDS=1-2877
OG0002832	YOL139C	snap_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-0.55&CDS=1-639
OG0002833	YOL140W	snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-0.28&CDS=1-2598
OG0002834	YOL141W	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-7.117-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-7.117&CDS=1-1770
OG0002835	YOL142W	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-7.116-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-7.116&CDS=1-771
OG0002836	YOL143C	maker-NODE_10_length_456859_cov_49.344_ID_5607-snap-gene-2.55-mRNA-1_1&gene=maker-NODE_10_length_456859_cov_49.344_ID_5607-snap-gene-2.55&CDS=1-495
OG0002837	YOL145C	snap_masked-NODE_23_length_183325_cov_47.6541_ID_4205-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_23_length_183325_cov_47.6541_ID_4205-processed-gene-0.62&CDS=1-3297
OG0002838	YOL146W	snap_masked-NODE_23_length_183325_cov_47.6541_ID_4205-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_23_length_183325_cov_47.6541_ID_4205-processed-gene-0.17&CDS=1-519
OG0002839	YOL147C	snap_masked-NODE_23_length_183325_cov_47.6541_ID_4205-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_23_length_183325_cov_47.6541_ID_4205-processed-gene-0.20&CDS=1-678
