	Saccharomyces_cerevisiae	yHMPu5000035279_Tortispora_starmeri
OG0002421	YNL321W	augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-0.89&CDS=1-2922
OG0002422	YNL322C	augustus_masked-NODE_48_length_51838_cov_10.782_ID_7465-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_48_length_51838_cov_10.782_ID_7465-processed-gene-0.56&CDS=1-396
OG0002423	YNL325C	genemark-NODE_28_length_110160_cov_11.4914_ID_8006-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_28_length_110160_cov_11.4914_ID_8006-processed-gene-0.53&CDS=1-2733
OG0002424	YNL326C	genemark-NODE_7_length_343474_cov_9.93038_ID_8452-processed-gene-2.158-mRNA-1_1&gene=genemark-NODE_7_length_343474_cov_9.93038_ID_8452-processed-gene-2.158&CDS=1-1125
OG0002425	YNR003C	augustus_masked-NODE_7_length_343474_cov_9.93038_ID_8452-processed-gene-2.190-mRNA-1_1&gene=augustus_masked-NODE_7_length_343474_cov_9.93038_ID_8452-processed-gene-2.190&CDS=1-807
OG0002426	YNR006W	augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-2.59&CDS=1-1755
OG0002427	YNR007C	augustus_masked-NODE_53_length_39482_cov_9.37408_ID_7619-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_53_length_39482_cov_9.37408_ID_7619-processed-gene-0.24&CDS=1-939
OG0002428	YNR008W	augustus_masked-NODE_30_length_101976_cov_20.5881_ID_8284-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_30_length_101976_cov_20.5881_ID_8284-processed-gene-0.15&CDS=1-1818
OG0002429	YNR012W	augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-4.12-mRNA-1_1&gene=augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-4.12&CDS=1-1302
OG0002430	YNR013C	augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.49&CDS=1-2373
OG0002431	YNR015W	augustus_masked-NODE_50_length_47779_cov_10.5208_ID_7381-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_50_length_47779_cov_10.5208_ID_7381-processed-gene-0.60&CDS=1-1065
OG0002432	YNR016C	augustus_masked-NODE_10_length_297535_cov_17.7821_ID_8534-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-NODE_10_length_297535_cov_17.7821_ID_8534-processed-gene-1.3&CDS=1-6663
OG0002433	YNR018W	augustus_masked-NODE_16_length_219844_cov_10.6473_ID_4879-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-NODE_16_length_219844_cov_10.6473_ID_4879-processed-gene-0.133&CDS=1-648
OG0002434	YNR019W	augustus_masked-NODE_34_length_94713_cov_11.1369_ID_5741-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_34_length_94713_cov_11.1369_ID_5741-processed-gene-0.51&CDS=1-1587
OG0002435	YNR020C	augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-2.171-mRNA-1_1&gene=augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-2.171&CDS=1-684
OG0002436	YNR027W	augustus_masked-NODE_16_length_219844_cov_10.6473_ID_4879-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-NODE_16_length_219844_cov_10.6473_ID_4879-processed-gene-1.43&CDS=1-957
OG0002437	YNR029C	augustus_masked-NODE_22_length_149070_cov_11.0274_ID_7759-processed-gene-0.183-mRNA-1_1&gene=augustus_masked-NODE_22_length_149070_cov_11.0274_ID_7759-processed-gene-0.183&CDS=1-1035
OG0002438	YNR030W	augustus_masked-NODE_22_length_149070_cov_11.0274_ID_7759-processed-gene-0.243-mRNA-1_1&gene=augustus_masked-NODE_22_length_149070_cov_11.0274_ID_7759-processed-gene-0.243&CDS=1-1593
OG0002439	YNR033W	genemark-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-3.60-mRNA-1_1&gene=genemark-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-3.60&CDS=1-2136
OG0002440	YNR035C	augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-0.79&CDS=1-960
OG0002441	YNR036C	augustus_masked-NODE_59_length_25806_cov_6.65163_ID_8331-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_59_length_25806_cov_6.65163_ID_8331-processed-gene-0.9&CDS=1-576
OG0002442	YNR037C	snap_masked-NODE_25_length_124534_cov_8.87526_ID_6206-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_25_length_124534_cov_8.87526_ID_6206-processed-gene-0.62&CDS=1-273
OG0002443	YNR039C	augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-0.102&CDS=1-1893
OG0002444	YNR041C	augustus_masked-NODE_49_length_48947_cov_9.6271_ID_8710-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_49_length_48947_cov_9.6271_ID_8710-processed-gene-0.40&CDS=1-1056
OG0002445	YNR043W	augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-3.137-mRNA-1_1&gene=augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-3.137&CDS=1-1146
OG0002446	YNR046W	augustus_masked-NODE_12_length_274470_cov_11.5893_ID_6473-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-NODE_12_length_274470_cov_11.5893_ID_6473-processed-gene-0.131&CDS=1-372
OG0002447	YNR050C	augustus_masked-NODE_51_length_47217_cov_25.182_ID_9480-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_51_length_47217_cov_25.182_ID_9480-processed-gene-0.71&CDS=1-1347
OG0002448	YNR052C	augustus_masked-NODE_54_length_38395_cov_5.40587_ID_7683-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_54_length_38395_cov_5.40587_ID_7683-processed-gene-0.35&CDS=1-1251
OG0002449	YNR053C	maker-NODE_39_length_68645_cov_16.4678_ID_8572-augustus-gene-0.87-mRNA-1_1&gene=maker-NODE_39_length_68645_cov_16.4678_ID_8572-augustus-gene-0.87&CDS=1-1446
OG0002450	YNR054C	augustus_masked-NODE_12_length_274470_cov_11.5893_ID_6473-processed-gene-1.203-mRNA-1_1&gene=augustus_masked-NODE_12_length_274470_cov_11.5893_ID_6473-processed-gene-1.203&CDS=1-903
OG0002451	YOL001W	augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-0.1&CDS=1-939
OG0002452	YOL003C	augustus_masked-NODE_31_length_100489_cov_13.4032_ID_6409-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NODE_31_length_100489_cov_13.4032_ID_6409-processed-gene-0.121&CDS=1-591
OG0002453	YOL004W	maker-NODE_31_length_100489_cov_13.4032_ID_6409-augustus-gene-0.96-mRNA-1_1&gene=maker-NODE_31_length_100489_cov_13.4032_ID_6409-augustus-gene-0.96&CDS=1-6081
OG0002454	YOL005C	maker-NODE_19_length_165505_cov_10.3433_ID_4723-augustus-gene-0.192-mRNA-1_1&gene=maker-NODE_19_length_165505_cov_10.3433_ID_4723-augustus-gene-0.192&CDS=1-366
OG0002455	YOL008W	augustus_masked-NODE_27_length_112744_cov_10.9011_ID_7258-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_27_length_112744_cov_10.9011_ID_7258-processed-gene-0.72&CDS=1-408
OG0002456	YOL009C	augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-1.21&CDS=1-735
OG0002457	YOL010W	augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-0.28&CDS=1-1101
OG0002458	YOL013C	maker-NODE_13_length_269795_cov_9.87415_ID_4553-augustus-gene-1.316-mRNA-1_1&gene=maker-NODE_13_length_269795_cov_9.87415_ID_4553-augustus-gene-1.316&CDS=1-1545
OG0002459	YOL018C	augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-4.57-mRNA-1_1&gene=augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-4.57&CDS=1-978
OG0002460	YOL021C	augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.77&CDS=1-2934
OG0002461	YOL023W	augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-2.167-mRNA-1_1&gene=augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-2.167&CDS=1-1995
OG0002462	YOL026C	genemark-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-1.153-mRNA-1_1&gene=genemark-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-1.153&CDS=1-393
OG0002463	YOL027C	augustus_masked-NODE_16_length_219844_cov_10.6473_ID_4879-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-NODE_16_length_219844_cov_10.6473_ID_4879-processed-gene-1.49&CDS=1-1605
OG0002464	YOL031C	augustus_masked-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-2.73&CDS=1-1080
OG0002465	YOL033W	augustus_masked-NODE_10_length_297535_cov_17.7821_ID_8534-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-NODE_10_length_297535_cov_17.7821_ID_8534-processed-gene-1.17&CDS=1-1497
OG0002466	YOL034W	augustus_masked-NODE_31_length_100489_cov_13.4032_ID_6409-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NODE_31_length_100489_cov_13.4032_ID_6409-processed-gene-0.115&CDS=1-3249
OG0002467	YOL038W	augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-3.145-mRNA-1_1&gene=augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-3.145&CDS=1-756
OG0002468	YOL041C	augustus_masked-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-2.75&CDS=1-1302
OG0002469	YOL049W	augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-1.12&CDS=1-1365
OG0002470	YOL051W	augustus_masked-NODE_52_length_39535_cov_13.1388_ID_7873-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_52_length_39535_cov_13.1388_ID_7873-processed-gene-0.14&CDS=1-3000
OG0002471	YOL052C	augustus_masked-NODE_8_length_337577_cov_19.7412_ID_10463-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-NODE_8_length_337577_cov_19.7412_ID_10463-processed-gene-1.137&CDS=1-1227
OG0002472	YOL057W	augustus_masked-NODE_14_length_268810_cov_12.6902_ID_16700-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-NODE_14_length_268810_cov_12.6902_ID_16700-processed-gene-1.51&CDS=1-2127
OG0002473	YOL058W	augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-2.63&CDS=1-1236
OG0002474	YOL060C	augustus_masked-NODE_27_length_112744_cov_10.9011_ID_7258-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_27_length_112744_cov_10.9011_ID_7258-processed-gene-0.100&CDS=1-1866
OG0002475	YOL064C	augustus_masked-NODE_10_length_297535_cov_17.7821_ID_8534-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-NODE_10_length_297535_cov_17.7821_ID_8534-processed-gene-1.31&CDS=1-1056
OG0002476	YOL065C	snap_masked-NODE_27_length_112744_cov_10.9011_ID_7258-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_27_length_112744_cov_10.9011_ID_7258-processed-gene-0.37&CDS=1-1248
OG0002477	YOL069W	snap_masked-NODE_27_length_112744_cov_10.9011_ID_7258-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_27_length_112744_cov_10.9011_ID_7258-processed-gene-0.5&CDS=1-1386
OG0002478	YOL071W	augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-4.0-mRNA-1_1&gene=augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-4.0&CDS=1-432
OG0002479	YOL073C	snap_masked-NODE_7_length_343474_cov_9.93038_ID_8452-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_7_length_343474_cov_9.93038_ID_8452-processed-gene-0.16&CDS=1-675
OG0002480	YOL075C	augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-0.26&CDS=1-3882
OG0002481	YOL077C	augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-1.90&CDS=1-861
OG0002482	YOL077W-A	maker-NODE_22_length_149070_cov_11.0274_ID_7759-augustus-gene-0.81-mRNA-1_1&gene=maker-NODE_22_length_149070_cov_11.0274_ID_7759-augustus-gene-0.81&CDS=1-207
OG0002483	YOL078W	augustus_masked-NODE_17_length_210941_cov_10.8118_ID_5448-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_17_length_210941_cov_10.8118_ID_5448-processed-gene-0.113&CDS=1-2304
OG0002484	YOL090W	maker-NODE_1_length_530835_cov_11.0226_ID_5813-augustus-gene-3.107-mRNA-1_1&gene=maker-NODE_1_length_530835_cov_11.0226_ID_5813-augustus-gene-3.107&CDS=1-4392
OG0002485	YOL093W	augustus_masked-NODE_13_length_269795_cov_9.87415_ID_4553-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-NODE_13_length_269795_cov_9.87415_ID_4553-processed-gene-1.88&CDS=1-885
OG0002486	YOL094C	augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-2.187-mRNA-1_1&gene=augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-2.187&CDS=1-1020
OG0002487	YOL096C	augustus_masked-NODE_19_length_165505_cov_10.3433_ID_4723-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_19_length_165505_cov_10.3433_ID_4723-processed-gene-0.45&CDS=1-705
OG0002488	YOL097C	augustus_masked-NODE_7_length_343474_cov_9.93038_ID_8452-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NODE_7_length_343474_cov_9.93038_ID_8452-processed-gene-1.30&CDS=1-1275
OG0002489	YOL098C	augustus_masked-NODE_26_length_119625_cov_21.6396_ID_8164-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_26_length_119625_cov_21.6396_ID_8164-processed-gene-0.49&CDS=1-4623
OG0002490	YOL102C	genemark-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-2.152-mRNA-1_1&gene=genemark-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-2.152&CDS=1-564
OG0002491	YOL112W	genemark-NODE_8_length_337577_cov_19.7412_ID_10463-processed-gene-2.214-mRNA-1_1&gene=genemark-NODE_8_length_337577_cov_19.7412_ID_10463-processed-gene-2.214&CDS=1-1659
OG0002492	YOL114C	snap_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-2.46-mRNA-1_1&gene=snap_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-2.46&CDS=1-513
OG0002493	YOL122C	augustus_masked-NODE_20_length_156244_cov_13.4188_ID_5146-processed-gene-0.220-mRNA-1_1&gene=augustus_masked-NODE_20_length_156244_cov_13.4188_ID_5146-processed-gene-0.220&CDS=1-2226
OG0002494	YOL123W	snap_masked-NODE_45_length_56091_cov_10.3506_ID_7395-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_45_length_56091_cov_10.3506_ID_7395-processed-gene-0.72&CDS=1-1278
OG0002495	YOL124C	augustus_masked-NODE_19_length_165505_cov_10.3433_ID_4723-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_19_length_165505_cov_10.3433_ID_4723-processed-gene-0.9&CDS=1-1302
OG0002496	YOL125W	augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-0.27&CDS=1-1284
OG0002497	YOL127W	augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-2.169-mRNA-1_1&gene=augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-2.169&CDS=1-432
OG0002498	YOL129W	augustus_masked-NODE_20_length_156244_cov_13.4188_ID_5146-processed-gene-0.200-mRNA-1_1&gene=augustus_masked-NODE_20_length_156244_cov_13.4188_ID_5146-processed-gene-0.200&CDS=1-501
OG0002499	YOL133W	snap_masked-NODE_17_length_210941_cov_10.8118_ID_5448-processed-gene-1.184-mRNA-1_1&gene=snap_masked-NODE_17_length_210941_cov_10.8118_ID_5448-processed-gene-1.184&CDS=1-291
OG0002500	YOL135C	augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-3.139-mRNA-1_1&gene=augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-3.139&CDS=1-879
OG0002501	YOL139C	augustus_masked-NODE_45_length_56091_cov_10.3506_ID_7395-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_45_length_56091_cov_10.3506_ID_7395-processed-gene-0.44&CDS=1-651
OG0002502	YOL140W	augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.16&CDS=1-1356
OG0002503	YOL141W	augustus_masked-NODE_13_length_269795_cov_9.87415_ID_4553-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_13_length_269795_cov_9.87415_ID_4553-processed-gene-0.24&CDS=1-1977
OG0002504	YOL142W	augustus_masked-NODE_55_length_35238_cov_14.1918_ID_8660-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_55_length_35238_cov_14.1918_ID_8660-processed-gene-0.16&CDS=1-648
OG0002505	YOL144W	augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-0.14&CDS=1-1467
OG0002506	YOL145C	augustus_masked-NODE_8_length_337577_cov_19.7412_ID_10463-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-NODE_8_length_337577_cov_19.7412_ID_10463-processed-gene-2.90&CDS=1-3147
OG0002507	YOL146W	augustus_masked-NODE_18_length_174771_cov_20.4811_ID_5550-processed-gene-0.170-mRNA-1_1&gene=augustus_masked-NODE_18_length_174771_cov_20.4811_ID_5550-processed-gene-0.170&CDS=1-567
OG0002508	YOL147C	augustus_masked-NODE_21_length_151641_cov_11.3966_ID_7104-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_21_length_151641_cov_11.3966_ID_7104-processed-gene-0.29&CDS=1-717
OG0002509	YOL148C	augustus_masked-NODE_8_length_337577_cov_19.7412_ID_10463-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_8_length_337577_cov_19.7412_ID_10463-processed-gene-0.3&CDS=1-1863
OG0002510	YOR001W	augustus_masked-NODE_44_length_57779_cov_10.3869_ID_6717-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_44_length_57779_cov_10.3869_ID_6717-processed-gene-0.52&CDS=1-2319
OG0002511	YOR002W	snap_masked-NODE_13_length_269795_cov_9.87415_ID_4553-processed-gene-1.221-mRNA-1_1&gene=snap_masked-NODE_13_length_269795_cov_9.87415_ID_4553-processed-gene-1.221&CDS=1-1572
OG0002512	YOR004W	augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-1.64&CDS=1-744
OG0002513	YOR005C	augustus_masked-NODE_10_length_297535_cov_17.7821_ID_8534-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-NODE_10_length_297535_cov_17.7821_ID_8534-processed-gene-1.62&CDS=1-2796
OG0002514	YOR006C	augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-1.14&CDS=1-768
OG0002515	YOR007C	augustus_masked-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-2.76&CDS=1-1044
OG0002516	YOR014W	augustus_masked-NODE_12_length_274470_cov_11.5893_ID_6473-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-NODE_12_length_274470_cov_11.5893_ID_6473-processed-gene-0.147&CDS=1-1950
OG0002517	YOR017W	augustus_masked-NODE_7_length_343474_cov_9.93038_ID_8452-processed-gene-2.259-mRNA-1_1&gene=augustus_masked-NODE_7_length_343474_cov_9.93038_ID_8452-processed-gene-2.259&CDS=1-1920
OG0002518	YOR020C	augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-4.6-mRNA-1_1&gene=augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-4.6&CDS=1-315
OG0002519	YOR021C	augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-2.148-mRNA-1_1&gene=augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-2.148&CDS=1-588
OG0002520	YOR022C	augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-0.18&CDS=1-2373
OG0002521	YOR023C	augustus_masked-NODE_17_length_210941_cov_10.8118_ID_5448-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-NODE_17_length_210941_cov_10.8118_ID_5448-processed-gene-1.97&CDS=1-1008
OG0002522	YOR027W	augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-0.8&CDS=1-1722
OG0002523	YOR032C	genemark-NODE_42_length_62581_cov_7.44407_ID_7503-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_42_length_62581_cov_7.44407_ID_7503-processed-gene-0.21&CDS=1-2502
OG0002524	YOR036W	augustus_masked-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-1.25&CDS=1-771
OG0002525	YOR037W	augustus_masked-NODE_13_length_269795_cov_9.87415_ID_4553-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_13_length_269795_cov_9.87415_ID_4553-processed-gene-0.13&CDS=1-1293
OG0002526	YOR043W	maker-NODE_24_length_130058_cov_10.5455_ID_5052-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_24_length_130058_cov_10.5455_ID_5052-snap-gene-0.1&CDS=1-888
OG0002527	YOR046C	augustus_masked-NODE_7_length_343474_cov_9.93038_ID_8452-processed-gene-2.256-mRNA-1_1&gene=augustus_masked-NODE_7_length_343474_cov_9.93038_ID_8452-processed-gene-2.256&CDS=1-1635
OG0002528	YOR052C	augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-2.123&CDS=1-381
OG0002529	YOR056C	augustus_masked-NODE_18_length_174771_cov_20.4811_ID_5550-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-NODE_18_length_174771_cov_20.4811_ID_5550-processed-gene-0.124&CDS=1-1275
