	Candida_auris	Saccharomyces_cerevisiae
OG0002868	snap_masked-LGST01000051.1-processed-gene-0.99-mRNA-1_1&gene=snap_masked-LGST01000051.1-processed-gene-0.99&CDS=1-8985	YLR087C
OG0002869	snap_masked-LGST01000051.1-processed-gene-0.100-mRNA-1_1&gene=snap_masked-LGST01000051.1-processed-gene-0.100&CDS=1-1371	YLR090W
OG0002870	augustus_masked-LGST01000052.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LGST01000052.1-processed-gene-0.4&CDS=1-3426	YPL260W
OG0002871	snap_masked-LGST01000052.1-processed-gene-0.138-mRNA-1_1&gene=snap_masked-LGST01000052.1-processed-gene-0.138&CDS=1-1572	YER082C
OG0002872	augustus_masked-LGST01000052.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LGST01000052.1-processed-gene-0.5&CDS=1-2937	YKL216W
OG0002873	snap_masked-LGST01000052.1-processed-gene-0.139-mRNA-1_1&gene=snap_masked-LGST01000052.1-processed-gene-0.139&CDS=1-1083	YGR112W
OG0002874	snap_masked-LGST01000052.1-processed-gene-0.115-mRNA-1_1&gene=snap_masked-LGST01000052.1-processed-gene-0.115&CDS=1-1512	YLR197W
OG0002875	snap_masked-LGST01000052.1-processed-gene-0.145-mRNA-1_1&gene=snap_masked-LGST01000052.1-processed-gene-0.145&CDS=1-1281	YLR203C
OG0002876	snap_masked-LGST01000052.1-processed-gene-0.146-mRNA-1_1&gene=snap_masked-LGST01000052.1-processed-gene-0.146&CDS=1-1662	YDR057W
OG0002877	snap_masked-LGST01000052.1-processed-gene-0.120-mRNA-1_1&gene=snap_masked-LGST01000052.1-processed-gene-0.120&CDS=1-1551	YMR240C
OG0002878	snap_masked-LGST01000052.1-processed-gene-0.149-mRNA-1_1&gene=snap_masked-LGST01000052.1-processed-gene-0.149&CDS=1-1335	YLR286C
OG0002879	snap_masked-LGST01000052.1-processed-gene-0.121-mRNA-1_1&gene=snap_masked-LGST01000052.1-processed-gene-0.121&CDS=1-1551	YJL153C
OG0002880	snap_masked-LGST01000052.1-processed-gene-0.122-mRNA-1_1&gene=snap_masked-LGST01000052.1-processed-gene-0.122&CDS=1-2091	YOR317W
OG0002881	snap_masked-LGST01000052.1-processed-gene-0.150-mRNA-1_1&gene=snap_masked-LGST01000052.1-processed-gene-0.150&CDS=1-1134	YDR321W
OG0002882	snap_masked-LGST01000052.1-processed-gene-0.123-mRNA-1_1&gene=snap_masked-LGST01000052.1-processed-gene-0.123&CDS=1-315	YMR244C-A
OG0002883	snap_masked-LGST01000052.1-processed-gene-0.151-mRNA-1_1&gene=snap_masked-LGST01000052.1-processed-gene-0.151&CDS=1-3996	YDR407C
OG0002884	snap_masked-LGST01000052.1-processed-gene-0.124-mRNA-1_1&gene=snap_masked-LGST01000052.1-processed-gene-0.124&CDS=1-807	YOR157C
OG0002885	genemark-LGST01000052.1-processed-gene-0.69-mRNA-1_1&gene=genemark-LGST01000052.1-processed-gene-0.69&CDS=1-2151	YDL168W
OG0002886	snap_masked-LGST01000052.1-processed-gene-0.127-mRNA-1_1&gene=snap_masked-LGST01000052.1-processed-gene-0.127&CDS=1-1098	YOR136W
OG0002887	snap_masked-LGST01000052.1-processed-gene-0.152-mRNA-1_1&gene=snap_masked-LGST01000052.1-processed-gene-0.152&CDS=1-660	YDR408C
OG0002888	genemark-LGST01000052.1-processed-gene-0.96-mRNA-1_1&gene=genemark-LGST01000052.1-processed-gene-0.96&CDS=1-2034	YOR022C
OG0002889	snap_masked-LGST01000052.1-processed-gene-0.154-mRNA-1_1&gene=snap_masked-LGST01000052.1-processed-gene-0.154&CDS=1-2175	YIL078W
OG0002890	snap_masked-LGST01000052.1-processed-gene-0.155-mRNA-1_1&gene=snap_masked-LGST01000052.1-processed-gene-0.155&CDS=1-396	YKL170W
OG0002891	genemark-LGST01000052.1-processed-gene-0.74-mRNA-1_1&gene=genemark-LGST01000052.1-processed-gene-0.74&CDS=1-420	YDL177C
OG0002892	augustus_masked-LGST01000052.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-LGST01000052.1-processed-gene-0.20&CDS=1-1584	YDL178W
OG0002893	snap_masked-LGST01000052.1-processed-gene-0.158-mRNA-1_1&gene=snap_masked-LGST01000052.1-processed-gene-0.158&CDS=1-741	YKL206C
OG0002894	snap_masked-LGST01000052.1-processed-gene-0.160-mRNA-1_1&gene=snap_masked-LGST01000052.1-processed-gene-0.160&CDS=1-498	YGL068W
OG0002895	snap_masked-LGST01000052.1-processed-gene-0.134-mRNA-1_1&gene=snap_masked-LGST01000052.1-processed-gene-0.134&CDS=1-336	YGL070C
OG0002896	snap_masked-LGST01000052.1-processed-gene-0.161-mRNA-1_1&gene=snap_masked-LGST01000052.1-processed-gene-0.161&CDS=1-1479	YOL122C
OG0002897	snap_masked-LGST01000052.1-processed-gene-0.162-mRNA-1_1&gene=snap_masked-LGST01000052.1-processed-gene-0.162&CDS=1-729	YNL010W
OG0002898	snap_masked-LGST01000052.1-processed-gene-0.136-mRNA-1_1&gene=snap_masked-LGST01000052.1-processed-gene-0.136&CDS=1-1656	YLR248W
OG0002899	genemark-LGST01000052.1-processed-gene-0.80-mRNA-1_1&gene=genemark-LGST01000052.1-processed-gene-0.80&CDS=1-5106	YLR247C
OG0002900	augustus_masked-LGST01000052.1-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-LGST01000052.1-processed-gene-0.49&CDS=1-762	YNL312W
OG0002901	snap_masked-LGST01000052.1-processed-gene-0.164-mRNA-1_1&gene=snap_masked-LGST01000052.1-processed-gene-0.164&CDS=1-1827	YLL028W
OG0002902	augustus_masked-LGST01000053.1-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-LGST01000053.1-processed-gene-0.46&CDS=1-1467	YEL023C
OG0002903	snap_masked-LGST01000053.1-processed-gene-0.35-mRNA-1_1&gene=snap_masked-LGST01000053.1-processed-gene-0.35&CDS=1-630	YEL024W
OG0002904	snap_masked-LGST01000053.1-processed-gene-0.36-mRNA-1_1&gene=snap_masked-LGST01000053.1-processed-gene-0.36&CDS=1-2721	YJR036C
OG0002905	snap_masked-LGST01000053.1-processed-gene-0.25-mRNA-1_1&gene=snap_masked-LGST01000053.1-processed-gene-0.25&CDS=1-2199	YJR042W
OG0002906	snap_masked-LGST01000053.1-processed-gene-0.37-mRNA-1_1&gene=snap_masked-LGST01000053.1-processed-gene-0.37&CDS=1-489	YEL027W
OG0002907	snap_masked-LGST01000053.1-processed-gene-0.26-mRNA-1_1&gene=snap_masked-LGST01000053.1-processed-gene-0.26&CDS=1-372	YEL026W
OG0002908	snap_masked-LGST01000053.1-processed-gene-0.27-mRNA-1_1&gene=snap_masked-LGST01000053.1-processed-gene-0.27&CDS=1-3342	YJR041C
OG0002909	snap_masked-LGST01000053.1-processed-gene-0.38-mRNA-1_1&gene=snap_masked-LGST01000053.1-processed-gene-0.38&CDS=1-2214	YJR040W
OG0002910	snap_masked-LGST01000053.1-processed-gene-0.40-mRNA-1_1&gene=snap_masked-LGST01000053.1-processed-gene-0.40&CDS=1-819	YOR106W
OG0002911	snap_masked-LGST01000053.1-processed-gene-0.28-mRNA-1_1&gene=snap_masked-LGST01000053.1-processed-gene-0.28&CDS=1-4326	YNL102W
OG0002912	snap_masked-LGST01000053.1-processed-gene-0.29-mRNA-1_1&gene=snap_masked-LGST01000053.1-processed-gene-0.29&CDS=1-2295	YBR289W
OG0002913	snap_masked-LGST01000053.1-processed-gene-0.42-mRNA-1_1&gene=snap_masked-LGST01000053.1-processed-gene-0.42&CDS=1-1125	YHR112C
OG0002914	snap_masked-LGST01000053.1-processed-gene-0.30-mRNA-1_1&gene=snap_masked-LGST01000053.1-processed-gene-0.30&CDS=1-3342	YMR287C
OG0002915	snap_masked-LGST01000053.1-processed-gene-0.33-mRNA-1_1&gene=snap_masked-LGST01000053.1-processed-gene-0.33&CDS=1-4836	YML103C
OG0002916	snap_masked-LGST01000053.1-processed-gene-0.34-mRNA-1_1&gene=snap_masked-LGST01000053.1-processed-gene-0.34&CDS=1-1275	YMR208W
OG0002917	snap_masked-LGST01000053.1-processed-gene-0.45-mRNA-1_1&gene=snap_masked-LGST01000053.1-processed-gene-0.45&CDS=1-984	YOR271C
OG0002918	snap_masked-LGST01000054.1-processed-gene-0.0-mRNA-1_1&gene=snap_masked-LGST01000054.1-processed-gene-0.0&CDS=1-378	YPL148C
OG0002919	snap_masked-LGST01000054.1-processed-gene-0.10-mRNA-1_1&gene=snap_masked-LGST01000054.1-processed-gene-0.10&CDS=1-1584	YMR217W
OG0002920	snap_masked-LGST01000054.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-LGST01000054.1-processed-gene-0.1&CDS=1-1386	YOR272W
OG0002921	snap_masked-LGST01000054.1-processed-gene-0.11-mRNA-1_1&gene=snap_masked-LGST01000054.1-processed-gene-0.11&CDS=1-1362	YMR209C
OG0002922	augustus_masked-LGST01000054.1-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-LGST01000054.1-processed-gene-0.42&CDS=1-843	YKL019W
OG0002923	snap_masked-LGST01000054.1-processed-gene-0.13-mRNA-1_1&gene=snap_masked-LGST01000054.1-processed-gene-0.13&CDS=1-1362	YMR210W
OG0002924	snap_masked-LGST01000055.1-processed-gene-0.85-mRNA-1_1&gene=snap_masked-LGST01000055.1-processed-gene-0.85&CDS=1-1566	YBR163W
OG0002925	maker-LGST01000055.1-snap-gene-0.0-mRNA-1_1&gene=maker-LGST01000055.1-snap-gene-0.0&CDS=1-1383	YNR001C
OG0002926	augustus_masked-LGST01000055.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LGST01000055.1-processed-gene-0.3&CDS=1-2919	YPL040C
OG0002927	augustus_masked-LGST01000055.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-LGST01000055.1-processed-gene-0.29&CDS=1-1911	YER068W
OG0002928	snap_masked-LGST01000055.1-processed-gene-0.88-mRNA-1_1&gene=snap_masked-LGST01000055.1-processed-gene-0.88&CDS=1-345	YMR123W
OG0002929	snap_masked-LGST01000055.1-processed-gene-0.89-mRNA-1_1&gene=snap_masked-LGST01000055.1-processed-gene-0.89&CDS=1-726	YOR258W
OG0002930	augustus_masked-LGST01000055.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LGST01000055.1-processed-gene-0.8&CDS=1-870	YIR026C
OG0002931	snap_masked-LGST01000055.1-processed-gene-0.115-mRNA-1_1&gene=snap_masked-LGST01000055.1-processed-gene-0.115&CDS=1-1296	YNL119W
OG0002932	snap_masked-LGST01000055.1-processed-gene-0.92-mRNA-1_1&gene=snap_masked-LGST01000055.1-processed-gene-0.92&CDS=1-339	YHR116W
OG0002933	maker-LGST01000055.1-augustus-gene-0.128-mRNA-1_1&gene=maker-LGST01000055.1-augustus-gene-0.128&CDS=1-2574	YHR068W
OG0002934	snap_masked-LGST01000055.1-processed-gene-0.96-mRNA-1_1&gene=snap_masked-LGST01000055.1-processed-gene-0.96&CDS=1-2100	YML017W
OG0002935	snap_masked-LGST01000055.1-processed-gene-0.118-mRNA-1_1&gene=snap_masked-LGST01000055.1-processed-gene-0.118&CDS=1-1353	YER020W
OG0002936	snap_masked-LGST01000055.1-processed-gene-0.119-mRNA-1_1&gene=snap_masked-LGST01000055.1-processed-gene-0.119&CDS=1-1950	YKL139W
OG0002937	maker-LGST01000055.1-snap-gene-0.1-mRNA-1_1&gene=maker-LGST01000055.1-snap-gene-0.1&CDS=1-216	YIL156W-B
OG0002938	augustus_masked-LGST01000055.1-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-LGST01000055.1-processed-gene-0.36&CDS=1-2052	YKL104C
OG0002939	snap_masked-LGST01000055.1-processed-gene-0.97-mRNA-1_1&gene=snap_masked-LGST01000055.1-processed-gene-0.97&CDS=1-1104	YDR282C
OG0002940	snap_masked-LGST01000055.1-processed-gene-0.99-mRNA-1_1&gene=snap_masked-LGST01000055.1-processed-gene-0.99&CDS=1-2040	YMR108W
OG0002941	snap_masked-LGST01000055.1-processed-gene-0.123-mRNA-1_1&gene=snap_masked-LGST01000055.1-processed-gene-0.123&CDS=1-3186	YOR349W
OG0002942	snap_masked-LGST01000055.1-processed-gene-0.101-mRNA-1_1&gene=snap_masked-LGST01000055.1-processed-gene-0.101&CDS=1-264	YMR286W
OG0002943	snap_masked-LGST01000055.1-processed-gene-0.106-mRNA-1_1&gene=snap_masked-LGST01000055.1-processed-gene-0.106&CDS=1-3573	YPL217C
OG0002944	snap_masked-LGST01000056.1-processed-gene-0.76-mRNA-1_1&gene=snap_masked-LGST01000056.1-processed-gene-0.76&CDS=1-300	YDR377W
OG0002945	augustus_masked-LGST01000056.1-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-LGST01000056.1-processed-gene-0.33&CDS=1-210	YDR378C
OG0002946	snap_masked-LGST01000056.1-processed-gene-0.51-mRNA-1_1&gene=snap_masked-LGST01000056.1-processed-gene-0.51&CDS=1-1158	YNL080C
OG0002947	snap_masked-LGST01000056.1-processed-gene-0.52-mRNA-1_1&gene=snap_masked-LGST01000056.1-processed-gene-0.52&CDS=1-363	YNL081C
OG0002948	snap_masked-LGST01000056.1-processed-gene-0.78-mRNA-1_1&gene=snap_masked-LGST01000056.1-processed-gene-0.78&CDS=1-1617	YDR299W
OG0002949	maker-LGST01000056.1-snap-gene-0.2-mRNA-1_1&gene=maker-LGST01000056.1-snap-gene-0.2&CDS=1-1392	YLR074C
OG0002950	snap_masked-LGST01000056.1-processed-gene-0.53-mRNA-1_1&gene=snap_masked-LGST01000056.1-processed-gene-0.53&CDS=1-660	YLR075W
OG0002951	augustus_masked-LGST01000056.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LGST01000056.1-processed-gene-0.10&CDS=1-753	YFL045C
OG0002952	snap_masked-LGST01000056.1-processed-gene-0.80-mRNA-1_1&gene=snap_masked-LGST01000056.1-processed-gene-0.80&CDS=1-1989	YLR077W
OG0002953	snap_masked-LGST01000056.1-processed-gene-0.55-mRNA-1_1&gene=snap_masked-LGST01000056.1-processed-gene-0.55&CDS=1-585	YFL046W
OG0002954	snap_masked-LGST01000056.1-processed-gene-0.56-mRNA-1_1&gene=snap_masked-LGST01000056.1-processed-gene-0.56&CDS=1-702	YLR078C
OG0002955	snap_masked-LGST01000056.1-processed-gene-0.60-mRNA-1_1&gene=snap_masked-LGST01000056.1-processed-gene-0.60&CDS=1-654	YDL165W
OG0002956	maker-LGST01000056.1-augustus-gene-0.1-mRNA-1_1&gene=maker-LGST01000056.1-augustus-gene-0.1&CDS=1-2442	YOR161C
OG0002957	snap_masked-LGST01000056.1-processed-gene-0.62-mRNA-1_1&gene=snap_masked-LGST01000056.1-processed-gene-0.62&CDS=1-1437	YKL221W
OG0002958	snap_masked-LGST01000056.1-processed-gene-0.86-mRNA-1_1&gene=snap_masked-LGST01000056.1-processed-gene-0.86&CDS=1-894	YJR007W
OG0002959	snap_masked-LGST01000056.1-processed-gene-0.64-mRNA-1_1&gene=snap_masked-LGST01000056.1-processed-gene-0.64&CDS=1-1200	YPR054W
OG0002960	snap_masked-LGST01000056.1-processed-gene-0.66-mRNA-1_1&gene=snap_masked-LGST01000056.1-processed-gene-0.66&CDS=1-936	YJR008W
OG0002961	snap_masked-LGST01000056.1-processed-gene-0.67-mRNA-1_1&gene=snap_masked-LGST01000056.1-processed-gene-0.67&CDS=1-2055	YJR005W
OG0002962	snap_masked-LGST01000056.1-processed-gene-0.87-mRNA-1_1&gene=snap_masked-LGST01000056.1-processed-gene-0.87&CDS=1-3507	YDR291W
OG0002963	snap_masked-LGST01000056.1-processed-gene-0.68-mRNA-1_1&gene=snap_masked-LGST01000056.1-processed-gene-0.68&CDS=1-1515	YBR056W
OG0002964	snap_masked-LGST01000056.1-processed-gene-0.69-mRNA-1_1&gene=snap_masked-LGST01000056.1-processed-gene-0.69&CDS=1-1227	YPL154C
OG0002965	snap_masked-LGST01000056.1-processed-gene-0.70-mRNA-1_1&gene=snap_masked-LGST01000056.1-processed-gene-0.70&CDS=1-3810	YAL004W
OG0002966	snap_masked-LGST01000056.1-processed-gene-0.88-mRNA-1_1&gene=snap_masked-LGST01000056.1-processed-gene-0.88&CDS=1-1944	YJR045C
OG0002967	snap_masked-LGST01000056.1-processed-gene-0.72-mRNA-1_1&gene=snap_masked-LGST01000056.1-processed-gene-0.72&CDS=1-1212	YPL165C
OG0002968	snap_masked-LGST01000056.1-processed-gene-0.91-mRNA-1_1&gene=snap_masked-LGST01000056.1-processed-gene-0.91&CDS=1-1407	YGR093W
OG0002969	snap_masked-LGST01000056.1-processed-gene-0.74-mRNA-1_1&gene=snap_masked-LGST01000056.1-processed-gene-0.74&CDS=1-1611	YPR144C
OG0002970	snap_masked-LGST01000057.1-processed-gene-0.84-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-0.84&CDS=1-1053	YCR054C
OG0002971	augustus_masked-LGST01000057.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-LGST01000057.1-processed-gene-0.21&CDS=1-1548	YCR053W
OG0002972	augustus_masked-LGST01000057.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LGST01000057.1-processed-gene-0.4&CDS=1-1188	YGR046W
OG0002973	augustus_masked-LGST01000057.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LGST01000057.1-processed-gene-0.5&CDS=1-459	YMR263W
OG0002974	snap_masked-LGST01000057.1-processed-gene-0.86-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-0.86&CDS=1-1365	YML102W
OG0002975	snap_masked-LGST01000057.1-processed-gene-0.105-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-0.105&CDS=1-588	YMR264W
OG0002976	snap_masked-LGST01000057.1-processed-gene-0.107-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-0.107&CDS=1-1281	YGR009C
OG0002977	snap_masked-LGST01000057.1-processed-gene-0.108-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-0.108&CDS=1-456	YDL208W
OG0002978	snap_masked-LGST01000057.1-processed-gene-0.109-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-0.109&CDS=1-2847	YDR238C
OG0002979	genemark-LGST01000057.1-processed-gene-0.49-mRNA-1_1&gene=genemark-LGST01000057.1-processed-gene-0.49&CDS=1-1923	YMR075W
OG0002980	snap_masked-LGST01000057.1-processed-gene-0.91-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-0.91&CDS=1-1305	YMR062C
OG0002981	snap_masked-LGST01000057.1-processed-gene-0.92-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-0.92&CDS=1-942	YDL115C
OG0002982	snap_masked-LGST01000057.1-processed-gene-0.114-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-0.114&CDS=1-636	YOR115C
OG0002983	genemark-LGST01000057.1-processed-gene-0.55-mRNA-1_1&gene=genemark-LGST01000057.1-processed-gene-0.55&CDS=1-1605	YOR037W
OG0002984	snap_masked-LGST01000057.1-processed-gene-0.97-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-0.97&CDS=1-3465	YKL033W
OG0002985	snap_masked-LGST01000057.1-processed-gene-0.116-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-0.116&CDS=1-729	YBR278W
OG0002986	snap_masked-LGST01000057.1-processed-gene-0.117-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-0.117&CDS=1-498	YBR282W
OG0002987	snap_masked-LGST01000057.1-processed-gene-0.99-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-0.99&CDS=1-1260	YDR517W
OG0002988	snap_masked-LGST01000057.1-processed-gene-0.100-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-0.100&CDS=1-1029	YCR019W
OG0002989	snap_masked-LGST01000057.1-processed-gene-0.121-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-0.121&CDS=1-537	YEL012W
OG0002990	snap_masked-LGST01000057.1-processed-gene-0.122-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-0.122&CDS=1-1197	YPR108W
OG0002991	snap_masked-LGST01000057.1-processed-gene-0.123-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-0.123&CDS=1-507	YJL124C
OG0002992	snap_masked-LGST01000057.1-processed-gene-1.150-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-1.150&CDS=1-1104	YJL125C
OG0002993	maker-LGST01000057.1-snap-gene-1.75-mRNA-1_1&gene=maker-LGST01000057.1-snap-gene-1.75&CDS=1-1176	YDL029W
OG0002994	snap_masked-LGST01000057.1-processed-gene-1.153-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-1.153&CDS=1-2280	YDL028C
OG0002995	snap_masked-LGST01000057.1-processed-gene-1.152-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-1.152&CDS=1-3123	YOL098C
OG0002996	maker-LGST01000057.1-augustus-gene-1.1-mRNA-1_1&gene=maker-LGST01000057.1-augustus-gene-1.1&CDS=1-2196	YEL060C
OG0002997	snap_masked-LGST01000057.1-processed-gene-1.158-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-1.158&CDS=1-1455	YGL059W
OG0002998	snap_masked-LGST01000057.1-processed-gene-1.159-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-1.159&CDS=1-1419	YBR215W
OG0002999	snap_masked-LGST01000057.1-processed-gene-1.160-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-1.160&CDS=1-399	YBR217W
OG0003000	snap_masked-LGST01000057.1-processed-gene-1.196-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-1.196&CDS=1-1959	YLL019C
OG0003001	snap_masked-LGST01000057.1-processed-gene-1.163-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-1.163&CDS=1-4353	YGL173C
OG0003002	snap_masked-LGST01000057.1-processed-gene-1.197-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-1.197&CDS=1-351	YLL018C-A
OG0003003	snap_masked-LGST01000057.1-processed-gene-1.165-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-1.165&CDS=1-2142	YPR021C
OG0003004	snap_masked-LGST01000057.1-processed-gene-1.199-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-1.199&CDS=1-804	YGL174W
OG0003005	snap_masked-LGST01000057.1-processed-gene-1.200-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-1.200&CDS=1-1380	YGL172W
OG0003006	augustus_masked-LGST01000057.1-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-LGST01000057.1-processed-gene-1.21&CDS=1-1143	YGL175C
OG0003007	snap_masked-LGST01000057.1-processed-gene-1.169-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-1.169&CDS=1-2142	YGL178W
OG0003008	snap_masked-LGST01000057.1-processed-gene-1.201-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-1.201&CDS=1-1059	YER127W
OG0003009	snap_masked-LGST01000057.1-processed-gene-1.170-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-1.170&CDS=1-783	YER126C
OG0003010	snap_masked-LGST01000057.1-processed-gene-1.202-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-1.202&CDS=1-3288	YPR022C
OG0003011	snap_masked-LGST01000057.1-processed-gene-1.171-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-1.171&CDS=1-957	YNR003C
OG0003012	snap_masked-LGST01000057.1-processed-gene-1.207-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-1.207&CDS=1-798	YBR257W
OG0003013	snap_masked-LGST01000057.1-processed-gene-1.172-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-1.172&CDS=1-1383	YJL046W
OG0003014	snap_masked-LGST01000057.1-processed-gene-1.174-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-1.174&CDS=1-2991	YGR047C
OG0003015	snap_masked-LGST01000057.1-processed-gene-1.175-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-1.175&CDS=1-528	YAL033W
OG0003016	snap_masked-LGST01000057.1-processed-gene-1.177-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-1.177&CDS=1-1365	YMR283C
OG0003017	augustus_masked-LGST01000057.1-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-LGST01000057.1-processed-gene-1.31&CDS=1-744	YHR049W
OG0003018	snap_masked-LGST01000057.1-processed-gene-1.179-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-1.179&CDS=1-1671	YBR236C
OG0003019	snap_masked-LGST01000057.1-processed-gene-1.210-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-1.210&CDS=1-1281	YOL065C
OG0003020	snap_masked-LGST01000057.1-processed-gene-1.180-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-1.180&CDS=1-1539	YDL030W
OG0003021	snap_masked-LGST01000057.1-processed-gene-1.181-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-1.181&CDS=1-1731	YOL066C
OG0003022	snap_masked-LGST01000057.1-processed-gene-1.211-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-1.211&CDS=1-1611	YNL294C
OG0003023	snap_masked-LGST01000057.1-processed-gene-1.182-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-1.182&CDS=1-1647	YNL293W
OG0003024	snap_masked-LGST01000057.1-processed-gene-1.213-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-1.213&CDS=1-2253	YDL040C
OG0003025	snap_masked-LGST01000057.1-processed-gene-1.214-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-1.214&CDS=1-1770	YOR027W
