	Metschnikowia_arizonensis	Saccharomyces_cerevisiae
OG0002398	augustus_masked-ari-_s44-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-ari-_s44-processed-gene-0.11&CDS=1-2244	YPR185W
OG0002399	augustus_masked-ari-_s44-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-ari-_s44-processed-gene-0.12&CDS=1-1479	YEL052W
OG0002400	augustus_masked-ari-_s44-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-ari-_s44-processed-gene-0.13&CDS=1-1737	YGR002C
OG0002401	snap_masked-ari-_s44-processed-gene-0.116-mRNA-1_1&gene=snap_masked-ari-_s44-processed-gene-0.116&CDS=1-2589	YAR002W
OG0002402	augustus_masked-ari-_s44-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-ari-_s44-processed-gene-0.15&CDS=1-1050	YGL001C
OG0002403	augustus_masked-ari-_s44-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-ari-_s44-processed-gene-0.41&CDS=1-735	YGR280C
OG0002404	augustus_masked-ari-_s44-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-ari-_s44-processed-gene-0.42&CDS=1-3663	YAL001C
OG0002405	augustus_masked-ari-_s44-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-ari-_s44-processed-gene-0.17&CDS=1-714	YGR001C
OG0002406	maker-ari-_s44-augustus-gene-0.160-mRNA-1_1&gene=maker-ari-_s44-augustus-gene-0.160&CDS=1-630	YAL003W
OG0002407	augustus_masked-ari-_s44-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-ari-_s44-processed-gene-0.43&CDS=1-2829	YGR122W
OG0002408	augustus_masked-ari-_s44-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-ari-_s44-processed-gene-0.19&CDS=1-1926	YER005W
OG0002409	augustus_masked-ari-_s44-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-ari-_s44-processed-gene-0.21&CDS=1-1527	YER006W
OG0002410	augustus_masked-ari-_s44-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-ari-_s44-processed-gene-0.22&CDS=1-1404	YER007W
OG0002411	augustus_masked-ari-_s44-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-ari-_s44-processed-gene-0.44&CDS=1-543	YER007C-A
OG0002412	augustus_masked-ari-_s44-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-ari-_s44-processed-gene-0.45&CDS=1-3009	YIR002C
OG0002413	augustus_masked-ari-_s44-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-ari-_s44-processed-gene-0.48&CDS=1-2937	YOR005C
OG0002414	augustus_masked-ari-_s440-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-ari-_s440-processed-gene-0.1&CDS=1-600	YFL046W
OG0002415	augustus_masked-ari-_s441-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-ari-_s441-processed-gene-0.17&CDS=1-1047	YJL167W
OG0002416	augustus_masked-ari-_s441-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-ari-_s441-processed-gene-0.23&CDS=1-282	YJL166W
OG0002417	augustus_masked-ari-_s441-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-ari-_s441-processed-gene-0.18&CDS=1-2304	YJL176C
OG0002418	augustus_masked-ari-_s441-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-ari-_s441-processed-gene-0.20&CDS=1-525	YKL016C
OG0002419	augustus_masked-ari-_s441-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-ari-_s441-processed-gene-0.27&CDS=1-1839	YMR258C
OG0002420	augustus_masked-ari-_s442-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-ari-_s442-processed-gene-0.6&CDS=1-729	YBR096W
OG0002421	augustus_masked-ari-_s442-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-ari-_s442-processed-gene-0.5&CDS=1-525	YLR370C
OG0002422	augustus_masked-ari-_s443-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-ari-_s443-processed-gene-0.29&CDS=1-2412	YOR168W
OG0002423	snap_masked-ari-_s443-processed-gene-0.43-mRNA-1_1&gene=snap_masked-ari-_s443-processed-gene-0.43&CDS=1-258	YGR037C
OG0002424	augustus_masked-ari-_s443-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-ari-_s443-processed-gene-0.32&CDS=1-486	YLR050C
OG0002425	augustus_masked-ari-_s443-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-ari-_s443-processed-gene-0.22&CDS=1-831	YLR059C
OG0002426	augustus_masked-ari-_s443-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-ari-_s443-processed-gene-0.33&CDS=1-5169	YFL033C
OG0002427	snap_masked-ari-_s443-processed-gene-0.59-mRNA-1_1&gene=snap_masked-ari-_s443-processed-gene-0.59&CDS=1-1506	YMR044W
OG0002428	augustus_masked-ari-_s443-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-ari-_s443-processed-gene-0.23&CDS=1-2682	YPR160W
OG0002429	augustus_masked-ari-_s443-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-ari-_s443-processed-gene-0.24&CDS=1-1860	YGL203C
OG0002430	augustus_masked-ari-_s443-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-ari-_s443-processed-gene-0.25&CDS=1-711	YML025C
OG0002431	augustus_masked-ari-_s443-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-ari-_s443-processed-gene-0.28&CDS=1-4167	YBR115C
OG0002432	maker-ari-_s444-augustus-gene-0.12-mRNA-1_1&gene=maker-ari-_s444-augustus-gene-0.12&CDS=1-3126	YJL087C
OG0002433	augustus_masked-ari-_s444-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-ari-_s444-processed-gene-0.7&CDS=1-1812	YJL085W
OG0002434	augustus_masked-ari-_s444-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-ari-_s444-processed-gene-0.11&CDS=1-2613	YFL047W
OG0002435	snap_masked-ari-_s445-processed-gene-0.35-mRNA-1_1&gene=snap_masked-ari-_s445-processed-gene-0.35&CDS=1-1482	YDR376W
OG0002436	genemark-ari-_s445-processed-gene-0.26-mRNA-1_1&gene=genemark-ari-_s445-processed-gene-0.26&CDS=1-1155	YKL053C-A
OG0002437	augustus_masked-ari-_s445-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-ari-_s445-processed-gene-0.3&CDS=1-3711	YMR218C
OG0002438	augustus_masked-ari-_s445-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-ari-_s445-processed-gene-0.4&CDS=1-1878	YGL110C
OG0002439	augustus_masked-ari-_s445-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-ari-_s445-processed-gene-0.5&CDS=1-3183	YDL215C
OG0002440	augustus_masked-ari-_s445-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-ari-_s445-processed-gene-0.6&CDS=1-1029	YBR246W
OG0002441	augustus_masked-ari-_s445-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-ari-_s445-processed-gene-0.14&CDS=1-1866	YLR337C
OG0002442	augustus_masked-ari-_s445-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-ari-_s445-processed-gene-0.15&CDS=1-507	YDL120W
OG0002443	augustus_masked-ari-_s445-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-ari-_s445-processed-gene-0.9&CDS=1-795	YIL093C
OG0002444	augustus_masked-ari-_s45-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-ari-_s45-processed-gene-0.0&CDS=1-1128	YLR019W
OG0002445	augustus_masked-ari-_s45-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-ari-_s45-processed-gene-0.1&CDS=1-1389	YLL011W
OG0002446	augustus_masked-ari-_s45-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-ari-_s45-processed-gene-0.3&CDS=1-765	YNL265C
OG0002447	augustus_masked-ari-_s45-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-ari-_s45-processed-gene-0.4&CDS=1-1629	YOR269W
OG0002448	augustus_masked-ari-_s45-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-ari-_s45-processed-gene-0.8&CDS=1-897	YOR251C
OG0002449	maker-ari-_s45-snap-gene-0.32-mRNA-1_1&gene=maker-ari-_s45-snap-gene-0.32&CDS=1-2148	YOR243C
OG0002450	augustus_masked-ari-_s45-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-ari-_s45-processed-gene-0.6&CDS=1-954	YOR242C
OG0002451	augustus_masked-ari-_s45-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-ari-_s45-processed-gene-0.7&CDS=1-1839	YPL155C
OG0002452	augustus_masked-ari-_s46-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-ari-_s46-processed-gene-0.9&CDS=1-1098	YGL211W
OG0002453	augustus_masked-ari-_s46-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-ari-_s46-processed-gene-0.10&CDS=1-2493	YMR309C
OG0002454	maker-ari-_s46-augustus-gene-0.61-mRNA-1_1&gene=maker-ari-_s46-augustus-gene-0.61&CDS=1-2559	YLR195C
OG0002455	augustus_masked-ari-_s46-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-ari-_s46-processed-gene-0.3&CDS=1-2787	YLR196W
OG0002456	augustus_masked-ari-_s46-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-ari-_s46-processed-gene-0.4&CDS=1-1149	YNL084C
OG0002457	augustus_masked-ari-_s46-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-ari-_s46-processed-gene-0.5&CDS=1-750	YOR126C
OG0002458	augustus_masked-ari-_s46-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-ari-_s46-processed-gene-0.14&CDS=1-1827	YER036C
OG0002459	augustus_masked-ari-_s46-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-ari-_s46-processed-gene-0.8&CDS=1-3078	YJR132W
OG0002460	augustus_masked-ari-_s46-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-ari-_s46-processed-gene-0.15&CDS=1-6369	YFL007W
OG0002461	snap_masked-ari-_s47-processed-gene-0.9-mRNA-1_1&gene=snap_masked-ari-_s47-processed-gene-0.9&CDS=1-273	YDL157C
OG0002462	augustus_masked-ari-_s47-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-ari-_s47-processed-gene-0.25&CDS=1-1770	YFR051C
OG0002463	augustus_masked-ari-_s47-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-ari-_s47-processed-gene-0.29&CDS=1-1080	YGL248W
OG0002464	augustus_masked-ari-_s47-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-ari-_s47-processed-gene-0.30&CDS=1-831	YFR050C
OG0002465	genemark-ari-_s48-processed-gene-0.20-mRNA-1_1&gene=genemark-ari-_s48-processed-gene-0.20&CDS=1-1278	YLR142W
OG0002466	snap_masked-ari-_s48-processed-gene-0.10-mRNA-1_1&gene=snap_masked-ari-_s48-processed-gene-0.10&CDS=1-3042	YDR217C
OG0002467	augustus_masked-ari-_s48-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-ari-_s48-processed-gene-0.47&CDS=1-2757	YDR223W
OG0002468	augustus_masked-ari-_s48-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-ari-_s48-processed-gene-0.38&CDS=1-1617	YEL042W
OG0002469	augustus_masked-ari-_s48-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-ari-_s48-processed-gene-0.40&CDS=1-1848	YPL119C
OG0002470	genemark-ari-_s48-processed-gene-0.25-mRNA-1_1&gene=genemark-ari-_s48-processed-gene-0.25&CDS=1-600	YGL037C
OG0002471	augustus_masked-ari-_s48-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-ari-_s48-processed-gene-0.48&CDS=1-2067	YGR145W
OG0002472	augustus_masked-ari-_s48-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-ari-_s48-processed-gene-0.50&CDS=1-1395	YHR018C
OG0002473	augustus_masked-ari-_s48-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-ari-_s48-processed-gene-0.51&CDS=1-1653	YHR019C
OG0002474	augustus_masked-ari-_s48-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-ari-_s48-processed-gene-0.42&CDS=1-2082	YHR020W
OG0002475	genemark-ari-_s48-processed-gene-0.36-mRNA-1_1&gene=genemark-ari-_s48-processed-gene-0.36&CDS=1-924	YFR025C
OG0002476	genemark-ari-_s48-processed-gene-0.27-mRNA-1_1&gene=genemark-ari-_s48-processed-gene-0.27&CDS=1-1686	YCR024C
OG0002477	augustus_masked-ari-_s49-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-ari-_s49-processed-gene-0.2&CDS=1-1440	YDL103C
OG0002478	augustus_masked-ari-_s49-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-ari-_s49-processed-gene-0.3&CDS=1-1878	YHL032C
OG0002479	maker-ari-_s49-augustus-gene-0.42-mRNA-1_1&gene=maker-ari-_s49-augustus-gene-0.42&CDS=1-1434	YKL152C
OG0002480	augustus_masked-ari-_s49-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-ari-_s49-processed-gene-0.5&CDS=1-2196	YJL041W
OG0002481	augustus_masked-ari-_s49-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-ari-_s49-processed-gene-0.7&CDS=1-1020	YGL040C
OG0002482	augustus_masked-ari-_s49-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-ari-_s49-processed-gene-0.11&CDS=1-669	YMR077C
OG0002483	snap_masked-ari-_s5-processed-gene-0.120-mRNA-1_1&gene=snap_masked-ari-_s5-processed-gene-0.120&CDS=1-2508	YBL014C
OG0002484	maker-ari-_s5-augustus-gene-0.203-mRNA-1_1&gene=maker-ari-_s5-augustus-gene-0.203&CDS=1-2343	YGL026C
OG0002485	augustus_masked-ari-_s5-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-ari-_s5-processed-gene-0.1&CDS=1-1053	YBL013W
OG0002486	augustus_masked-ari-_s5-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-ari-_s5-processed-gene-0.40&CDS=1-9351	YLL040C
OG0002487	augustus_masked-ari-_s5-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-ari-_s5-processed-gene-0.2&CDS=1-2487	YGL180W
OG0002488	maker-ari-_s5-augustus-gene-0.205-mRNA-1_1&gene=maker-ari-_s5-augustus-gene-0.205&CDS=1-780	YLR421C
OG0002489	maker-ari-_s5-augustus-gene-0.197-mRNA-1_1&gene=maker-ari-_s5-augustus-gene-0.197&CDS=1-1740	YLR314C
OG0002490	augustus_masked-ari-_s5-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-ari-_s5-processed-gene-0.4&CDS=1-825	YLL023C
OG0002491	maker-ari-_s5-augustus-gene-0.198-mRNA-1_1&gene=maker-ari-_s5-augustus-gene-0.198&CDS=1-1311	YBR004C
OG0002492	augustus_masked-ari-_s5-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-ari-_s5-processed-gene-0.43&CDS=1-579	YPL067C
OG0002493	augustus_masked-ari-_s5-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-ari-_s5-processed-gene-0.44&CDS=1-900	YMR010W
OG0002494	augustus_masked-ari-_s5-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-ari-_s5-processed-gene-0.12&CDS=1-1653	YER065C
OG0002495	augustus_masked-ari-_s5-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-ari-_s5-processed-gene-0.45&CDS=1-1191	YPL031C
OG0002496	maker-ari-_s5-augustus-gene-0.206-mRNA-1_1&gene=maker-ari-_s5-augustus-gene-0.206&CDS=1-3408	YPL030W
OG0002497	augustus_masked-ari-_s5-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-ari-_s5-processed-gene-0.47&CDS=1-282	YPL046C
OG0002498	augustus_masked-ari-_s5-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-ari-_s5-processed-gene-0.14&CDS=1-2784	YPL045W
OG0002499	augustus_masked-ari-_s5-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-ari-_s5-processed-gene-0.48&CDS=1-1377	YDR254W
OG0002500	augustus_masked-ari-_s5-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-ari-_s5-processed-gene-0.15&CDS=1-2187	YPL043W
OG0002501	augustus_masked-ari-_s5-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-ari-_s5-processed-gene-0.16&CDS=1-876	YER050C
OG0002502	augustus_masked-ari-_s5-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-ari-_s5-processed-gene-0.18&CDS=1-927	YER016W
OG0002503	augustus_masked-ari-_s5-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-ari-_s5-processed-gene-0.50&CDS=1-255	YER058W
OG0002504	augustus_masked-ari-_s5-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-ari-_s5-processed-gene-0.22&CDS=1-726	YPL127C
OG0002505	maker-ari-_s5-augustus-gene-0.201-mRNA-1_1&gene=maker-ari-_s5-augustus-gene-0.201&CDS=1-1074	YOR236W
OG0002506	snap_masked-ari-_s5-processed-gene-0.147-mRNA-1_1&gene=snap_masked-ari-_s5-processed-gene-0.147&CDS=1-720	YPL129W
OG0002507	augustus_masked-ari-_s5-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-ari-_s5-processed-gene-0.51&CDS=1-1179	YOR212W
OG0002508	augustus_masked-ari-_s5-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-ari-_s5-processed-gene-0.52&CDS=1-2295	YPL128C
OG0002509	maker-ari-_s5-augustus-gene-0.202-mRNA-1_1&gene=maker-ari-_s5-augustus-gene-0.202&CDS=1-1245	YPR011C
OG0002510	augustus_masked-ari-_s5-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-ari-_s5-processed-gene-0.53&CDS=1-846	YGR021W
OG0002511	augustus_masked-ari-_s5-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-ari-_s5-processed-gene-0.26&CDS=1-372	YGR020C
OG0002512	augustus_masked-ari-_s5-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-ari-_s5-processed-gene-0.54&CDS=1-1458	YLR330W
OG0002513	augustus_masked-ari-_s5-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-ari-_s5-processed-gene-0.55&CDS=1-1779	YAL013W
OG0002514	augustus_masked-ari-_s5-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-ari-_s5-processed-gene-0.27&CDS=1-1341	YOL041C
OG0002515	augustus_masked-ari-_s5-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-ari-_s5-processed-gene-0.30&CDS=1-2601	YPR105C
OG0002516	snap_masked-ari-_s5-processed-gene-0.189-mRNA-1_1&gene=snap_masked-ari-_s5-processed-gene-0.189&CDS=1-624	YPR107C
OG0002517	augustus_masked-ari-_s5-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-ari-_s5-processed-gene-0.57&CDS=1-1320	YAL009W
OG0002518	augustus_masked-ari-_s5-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-ari-_s5-processed-gene-0.31&CDS=1-1431	YJL091C
OG0002519	augustus_masked-ari-_s5-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-ari-_s5-processed-gene-0.34&CDS=1-2619	YOR216C
OG0002520	augustus_masked-ari-_s5-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-ari-_s5-processed-gene-0.35&CDS=1-2826	YOR217W
OG0002521	snap_masked-ari-_s50-processed-gene-0.22-mRNA-1_1&gene=snap_masked-ari-_s50-processed-gene-0.22&CDS=1-2307	YJL033W
OG0002522	maker-ari-_s50-augustus-gene-0.1-mRNA-1_1&gene=maker-ari-_s50-augustus-gene-0.1&CDS=1-693	YHR041C
OG0002523	augustus_masked-ari-_s50-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-ari-_s50-processed-gene-0.69&CDS=1-2376	YGR200C
OG0002524	augustus_masked-ari-_s50-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-ari-_s50-processed-gene-0.70&CDS=1-639	YGR167W
OG0002525	genemark-ari-_s50-processed-gene-0.57-mRNA-1_1&gene=genemark-ari-_s50-processed-gene-0.57&CDS=1-867	YIL034C
OG0002526	snap_masked-ari-_s50-processed-gene-0.26-mRNA-1_1&gene=snap_masked-ari-_s50-processed-gene-0.26&CDS=1-1692	YBR296C
OG0002527	augustus_masked-ari-_s50-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-ari-_s50-processed-gene-0.91&CDS=1-1569	YLR033W
OG0002528	augustus_masked-ari-_s50-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-ari-_s50-processed-gene-0.92&CDS=1-3594	YLR032W
OG0002529	augustus_masked-ari-_s50-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-ari-_s50-processed-gene-0.93&CDS=1-1014	YMR127C
OG0002530	augustus_masked-ari-_s50-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-ari-_s50-processed-gene-0.74&CDS=1-717	YDR121W
OG0002531	augustus_masked-ari-_s50-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-ari-_s50-processed-gene-0.75&CDS=1-3783	YMR128W
OG0002532	augustus_masked-ari-_s50-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-ari-_s50-processed-gene-0.76&CDS=1-3942	YMR129W
OG0002533	augustus_masked-ari-_s50-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-ari-_s50-processed-gene-0.95&CDS=1-438	YHL018W
OG0002534	augustus_masked-ari-_s50-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-ari-_s50-processed-gene-0.78&CDS=1-933	YMR130W
OG0002535	augustus_masked-ari-_s50-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-ari-_s50-processed-gene-0.81&CDS=1-1026	YDR371W
OG0002536	augustus_masked-ari-_s50-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-ari-_s50-processed-gene-0.97&CDS=1-1011	YDR372C
OG0002537	augustus_masked-ari-_s50-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-ari-_s50-processed-gene-0.82&CDS=1-6840	YFR019W
OG0002538	augustus_masked-ari-_s50-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-ari-_s50-processed-gene-0.83&CDS=1-1491	YOL019W
OG0002539	augustus_masked-ari-_s50-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-ari-_s50-processed-gene-0.99&CDS=1-591	YNR018W
OG0002540	augustus_masked-ari-_s50-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-ari-_s50-processed-gene-1.39&CDS=1-4443	YGL202W
OG0002541	augustus_masked-ari-_s50-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-ari-_s50-processed-gene-1.41&CDS=1-633	YGL020C
OG0002542	augustus_masked-ari-_s50-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-ari-_s50-processed-gene-1.40&CDS=1-855	YGL019W
OG0002543	augustus_masked-ari-_s50-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-ari-_s50-processed-gene-1.42&CDS=1-684	YGL018C
OG0002544	augustus_masked-ari-_s50-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-ari-_s50-processed-gene-1.43&CDS=1-2241	YPR181C
OG0002545	maker-ari-_s50-augustus-gene-1.120-mRNA-1_1&gene=maker-ari-_s50-augustus-gene-1.120&CDS=1-1032	YPR180W
OG0002546	augustus_masked-ari-_s50-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-ari-_s50-processed-gene-1.63&CDS=1-1923	YPR179C
OG0002547	augustus_masked-ari-_s50-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-ari-_s50-processed-gene-1.64&CDS=1-1401	YPR178W
OG0002548	augustus_masked-ari-_s50-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-ari-_s50-processed-gene-1.46&CDS=1-1689	YBR200W
OG0002549	augustus_masked-ari-_s50-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-ari-_s50-processed-gene-1.66&CDS=1-1371	YGR044C
OG0002550	augustus_masked-ari-_s50-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-ari-_s50-processed-gene-1.49&CDS=1-1176	YLR105C
OG0002551	augustus_masked-ari-_s50-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-ari-_s50-processed-gene-1.69&CDS=1-1887	YKR056W
OG0002552	augustus_masked-ari-_s50-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-ari-_s50-processed-gene-1.53&CDS=1-1332	YBR162C
OG0002553	augustus_masked-ari-_s50-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-ari-_s50-processed-gene-1.59&CDS=1-1851	YDL185W
OG0002554	augustus_masked-ari-_s50-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-ari-_s50-processed-gene-1.73&CDS=1-1083	YDL183C
OG0002555	augustus_masked-ari-_s50-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-ari-_s50-processed-gene-1.60&CDS=1-1149	YDL133W
OG0002556	augustus_masked-ari-_s50-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-ari-_s50-processed-gene-2.57&CDS=1-2751	YPL084W
OG0002557	maker-ari-_s50-augustus-gene-2.141-mRNA-1_1&gene=maker-ari-_s50-augustus-gene-2.141&CDS=1-4989	YDL145C
OG0002558	augustus_masked-ari-_s50-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-ari-_s50-processed-gene-2.59&CDS=1-1584	YGR123C
OG0002559	augustus_masked-ari-_s50-processed-gene-2.60-mRNA-1_1&gene=augustus_masked-ari-_s50-processed-gene-2.60&CDS=1-216	YLR218C
OG0002560	augustus_masked-ari-_s50-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-ari-_s50-processed-gene-2.64&CDS=1-1671	YBR170C
OG0002561	augustus_masked-ari-_s50-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-ari-_s50-processed-gene-2.65&CDS=1-2085	YPL106C
OG0002562	maker-ari-_s50-snap-gene-2.51-mRNA-1_1&gene=maker-ari-_s50-snap-gene-2.51&CDS=1-2172	YMR216C
OG0002563	augustus_masked-ari-_s50-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-ari-_s50-processed-gene-2.82&CDS=1-1647	YPL086C
OG0002564	augustus_masked-ari-_s50-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-ari-_s50-processed-gene-2.67&CDS=1-876	YBR185C
OG0002565	augustus_masked-ari-_s50-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-ari-_s50-processed-gene-2.83&CDS=1-1194	YPL054W
OG0002566	genemark-ari-_s50-processed-gene-2.127-mRNA-1_1&gene=genemark-ari-_s50-processed-gene-2.127&CDS=1-1767	YMR013C
