	Candida_homilentoma	Saccharomyces_cerevisiae
OG0002745	-processed-gene-21.7-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-21.7&CDS=1-909	YKL094W
OG0002746	-processed-gene-21.8-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-21.8&CDS=1-2757	YDR081C
OG0002747	-processed-gene-21.32-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-21.32&CDS=1-288	YDR079W
OG0002748	-processed-gene-21.9-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-21.9&CDS=1-681	YDR084C
OG0002749	-processed-gene-21.173-mRNA-1_1&gene=genemark-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-21.173&CDS=1-2940	YDR080W
OG0002750	-processed-gene-21.72-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-21.72&CDS=1-1860	YIL150C
OG0002751	-processed-gene-21.96-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-21.96&CDS=1-2553	YER157W
OG0002752	-processed-gene-21.74-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-21.74&CDS=1-1026	YER156C
OG0002753	-processed-gene-21.75-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-21.75&CDS=1-3150	YNL014W
OG0002754	-processed-gene-21.100-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-21.100&CDS=1-756	YMR038C
OG0002755	-augustus-gene-21.131-mRNA-1_1&gene=maker-gi|1002316231|dbj|BCGB01000002.1|-augustus-gene-21.131&CDS=1-1725	YPR060C
OG0002756	-processed-gene-21.43-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-21.43&CDS=1-4881	YOR165W
OG0002757	-processed-gene-21.44-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-21.44&CDS=1-894	YJR007W
OG0002758	-processed-gene-21.16-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-21.16&CDS=1-1185	YPR054W
OG0002759	-processed-gene-21.80-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-21.80&CDS=1-1038	YJR008W
OG0002760	-processed-gene-21.83-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-21.83&CDS=1-1116	YBR161W
OG0002761	-processed-gene-21.45-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-21.45&CDS=1-915	YDR280W
OG0002762	-processed-gene-21.109-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-21.109&CDS=1-945	YDR279W
OG0002763	-processed-gene-21.85-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-21.85&CDS=1-339	YHR087W
OG0002764	-processed-gene-21.86-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-21.86&CDS=1-2097	YDR333C
OG0002765	-processed-gene-21.87-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-21.87&CDS=1-1848	YHR039C
OG0002766	-processed-gene-21.111-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-21.111&CDS=1-339	YHR039C-A
OG0002767	-processed-gene-21.112-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-21.112&CDS=1-4875	YDR334W
OG0002768	-processed-gene-21.26-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-21.26&CDS=1-1236	YHR086W
OG0002769	-processed-gene-21.114-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-21.114&CDS=1-651	YLR271W
OG0002770	-processed-gene-21.89-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-21.89&CDS=1-924	YOR174W
OG0002771	-processed-gene-21.52-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-21.52&CDS=1-2910	YOR176W
OG0002772	-processed-gene-21.117-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-21.117&CDS=1-3513	YLR272C
OG0002773	-processed-gene-21.196-mRNA-1_1&gene=genemark-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-21.196&CDS=1-1452	YMR005W
OG0002774	-processed-gene-21.90-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-21.90&CDS=1-1113	YOL010W
OG0002775	-processed-gene-21.119-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-21.119&CDS=1-7473	YKL203C
OG0002776	-processed-gene-21.120-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-21.120&CDS=1-1266	YJR065C
OG0002777	-processed-gene-21.121-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-21.121&CDS=1-1647	YJR064W
OG0002778	-processed-gene-21.91-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-21.91&CDS=1-957	YJR070C
OG0002779	-processed-gene-21.122-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-21.122&CDS=1-369	YJR063W
OG0002780	-processed-gene-21.124-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-21.124&CDS=1-2076	YKL206C
OG0002781	-processed-gene-21.61-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-21.61&CDS=1-513	YGL068W
OG0002782	-processed-gene-21.94-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-21.94&CDS=1-285	YGL070C
OG0002783	-processed-gene-0.105-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-0.105&CDS=1-564	YJL004C
OG0002784	-processed-gene-0.106-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-0.106&CDS=1-2193	YLL008W
OG0002785	-snap-gene-0.42-mRNA-1_1&gene=maker-gi|1002316232|dbj|BCGB01000001.1|-snap-gene-0.42&CDS=1-1998	YLL007C
OG0002786	-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-0.45&CDS=1-6159	YJL005W
OG0002787	-processed-gene-0.108-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-0.108&CDS=1-660	YJL097W
OG0002788	-processed-gene-0.86-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-0.86&CDS=1-1089	YNL191W
OG0002789	-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-0.48&CDS=1-462	YJL096W
OG0002790	-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-0.73&CDS=1-1806	YNR030W
OG0002791	-processed-gene-0.88-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-0.88&CDS=1-1245	YNR029C
OG0002792	-processed-gene-0.89-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-0.89&CDS=1-1401	YJL054W
OG0002793	-processed-gene-0.90-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-0.90&CDS=1-1365	YOR375C
OG0002794	-processed-gene-0.91-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-0.91&CDS=1-930	YEL019C
OG0002795	-snap-gene-0.43-mRNA-1_1&gene=maker-gi|1002316232|dbj|BCGB01000001.1|-snap-gene-0.43&CDS=1-810	YGL221C
OG0002796	-processed-gene-0.115-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-0.115&CDS=1-258	YGL220W
OG0002797	-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-0.77&CDS=1-3738	YDL240W
OG0002798	-processed-gene-0.117-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-0.117&CDS=1-429	YNL038W
OG0002799	-processed-gene-0.118-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-0.118&CDS=1-1848	YNL039W
OG0002800	-processed-gene-0.95-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-0.95&CDS=1-1185	YNL035C
OG0002801	-processed-gene-0.96-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-0.96&CDS=1-2556	YNL021W
OG0002802	-processed-gene-0.97-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-0.97&CDS=1-1482	YNL022C
OG0002803	-processed-gene-0.121-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-0.121&CDS=1-1128	YIL094C
OG0002804	-processed-gene-0.122-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-0.122&CDS=1-747	YOR232W
OG0002805	-processed-gene-0.99-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-0.99&CDS=1-711	YGR152C
OG0002806	-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-1.111&CDS=1-2778	YGL201C
OG0002807	-processed-gene-1.84-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-1.84&CDS=1-780	YBL064C
OG0002808	-processed-gene-1.85-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-1.85&CDS=1-2952	YBL066C
OG0002809	-processed-gene-1.86-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-1.86&CDS=1-1017	YER095W
OG0002810	-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-1.114&CDS=1-1707	YNL023C
OG0002811	-processed-gene-1.87-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-1.87&CDS=1-831	YOR004W
OG0002812	-processed-gene-1.88-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-1.88&CDS=1-2559	YLL001W
OG0002813	-processed-gene-1.67-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-1.67&CDS=1-1488	YJL002C
OG0002814	-processed-gene-1.68-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-1.68&CDS=1-651	YJL001W
OG0002815	-processed-gene-1.91-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-1.91&CDS=1-870	YGR205W
OG0002816	-augustus-gene-1.3-mRNA-1_1&gene=maker-gi|1002316232|dbj|BCGB01000001.1|-augustus-gene-1.3&CDS=1-3051	YGR207C
OG0002817	-processed-gene-1.69-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-1.69&CDS=1-987	YOR292C
OG0002818	-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-1.140&CDS=1-822	YLR199C
OG0002819	-processed-gene-1.70-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-1.70&CDS=1-759	YLR201C
OG0002820	-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-1.141&CDS=1-348	YLR200W
OG0002821	-processed-gene-1.96-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-1.96&CDS=1-537	YLR193C
OG0002822	-processed-gene-1.71-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-1.71&CDS=1-882	YLR205C
OG0002823	-processed-gene-1.97-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-1.97&CDS=1-735	YDL166C
OG0002824	-processed-gene-1.72-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-1.72&CDS=1-582	YDL165W
OG0002825	-processed-gene-1.98-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-1.98&CDS=1-912	YHR012W
OG0002826	-processed-gene-1.99-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-1.99&CDS=1-1548	YOR161C
OG0002827	-processed-gene-1.74-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-1.74&CDS=1-2649	YPL153C
OG0002828	-processed-gene-1.100-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-1.100&CDS=1-2223	YPL155C
OG0002829	-processed-gene-1.101-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-1.101&CDS=1-1113	YOR242C
OG0002830	-snap-gene-1.5-mRNA-1_1&gene=maker-gi|1002316232|dbj|BCGB01000001.1|-snap-gene-1.5&CDS=1-3012	YOR243C
OG0002831	-processed-gene-1.102-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-1.102&CDS=1-1605	YOR269W
OG0002832	-snap-gene-1.6-mRNA-1_1&gene=maker-gi|1002316232|dbj|BCGB01000001.1|-snap-gene-1.6&CDS=1-669	YNL265C
OG0002833	-processed-gene-1.105-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-1.105&CDS=1-1398	YLL011W
OG0002834	-processed-gene-1.106-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-1.106&CDS=1-1236	YLL010C
OG0002835	-processed-gene-1.79-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-1.79&CDS=1-1464	YOR250C
OG0002836	-processed-gene-1.107-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-1.107&CDS=1-1089	YPL152W
OG0002837	-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-1.155&CDS=1-1194	YPL151C
OG0002838	-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-1.128&CDS=1-1428	YLR306W
OG0002839	-processed-gene-2.50-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-2.50&CDS=1-1728	YMR223W
OG0002840	-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-2.107&CDS=1-762	YOR281C
OG0002841	-processed-gene-2.51-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-2.51&CDS=1-2808	YER077C
OG0002842	-processed-gene-2.52-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-2.52&CDS=1-891	YGR277C
OG0002843	-processed-gene-2.68-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-2.68&CDS=1-4122	YMR304W
OG0002844	-processed-gene-2.53-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-2.53&CDS=1-1104	YMR305C
OG0002845	-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-2.110&CDS=1-1722	YNL216W
OG0002846	-processed-gene-2.70-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-2.70&CDS=1-1203	YNL217W
OG0002847	-processed-gene-2.71-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-2.71&CDS=1-2244	YDL234C
OG0002848	-processed-gene-2.72-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-2.72&CDS=1-3177	YJL050W
OG0002849	-processed-gene-2.95-mRNA-1_1&gene=augustus_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-2.95&CDS=1-1530	YLR015W
OG0002850	-processed-gene-2.77-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-2.77&CDS=1-417	YMR292W
OG0002851	-processed-gene-2.99-mRNA-1_1&gene=augustus_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-2.99&CDS=1-936	YGR268C
OG0002852	-processed-gene-2.78-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-2.78&CDS=1-1734	YHR037W
OG0002853	-processed-gene-2.80-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-2.80&CDS=1-1104	YGR173W
OG0002854	-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-2.100&CDS=1-654	YGR271C-A
OG0002855	-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-2.101&CDS=1-1674	YMR290C
OG0002856	-processed-gene-2.61-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-2.61&CDS=1-504	YJL011C
OG0002857	-processed-gene-2.83-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-2.83&CDS=1-1014	YOR085W
OG0002858	-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-2.125&CDS=1-2184	YMR154C
OG0002859	-processed-gene-2.62-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-2.62&CDS=1-1764	YGL142C
OG0002860	-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-2.126&CDS=1-588	YMR159C
OG0002861	-processed-gene-3.0-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-3.0&CDS=1-1905	YDL106C
OG0002862	-processed-gene-3.1-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-3.1&CDS=1-1140	YDL107W
OG0002863	-snap-gene-3.82-mRNA-1_1&gene=maker-gi|1002316232|dbj|BCGB01000001.1|-snap-gene-3.82&CDS=1-1467	YDL101C
OG0002864	-processed-gene-3.2-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-3.2&CDS=1-1584	YJL014W
OG0002865	-augustus-gene-3.76-mRNA-1_1&gene=maker-gi|1002316232|dbj|BCGB01000001.1|-augustus-gene-3.76&CDS=1-4260	YDL108W
OG0002866	-processed-gene-3.6-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-3.6&CDS=1-2163	YJL012C
OG0002867	-processed-gene-3.24-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-3.24&CDS=1-5130	YMR162C
OG0002868	-processed-gene-3.26-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-3.26&CDS=1-2736	YGR188C
OG0002869	-processed-gene-3.43-mRNA-1_1&gene=augustus_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-3.43&CDS=1-1803	YHR188C
OG0002870	-processed-gene-3.27-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-3.27&CDS=1-1239	YMR235C
OG0002871	-processed-gene-3.47-mRNA-1_1&gene=augustus_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-3.47&CDS=1-663	YOR045W
OG0002872	-processed-gene-3.99-mRNA-1_1&gene=genemark-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-3.99&CDS=1-165	YDR276C
OG0002873	-processed-gene-3.51-mRNA-1_1&gene=augustus_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-3.51&CDS=1-1110	YDR347W
OG0002874	-processed-gene-3.28-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-3.28&CDS=1-1461	YOR046C
OG0002875	-processed-gene-3.21-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-3.21&CDS=1-3240	YIR002C
OG0002876	-processed-gene-3.56-mRNA-1_1&gene=augustus_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-3.56&CDS=1-537	YER007C-A
OG0002877	-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-3.68&CDS=1-1542	YER007W
OG0002878	-processed-gene-3.33-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-3.33&CDS=1-1530	YER006W
OG0002879	-processed-gene-3.35-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-3.35&CDS=1-2004	YER005W
OG0002880	-processed-gene-4.71-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-4.71&CDS=1-3981	YER008C
OG0002881	-processed-gene-4.72-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-4.72&CDS=1-759	YBR171W
OG0002882	-processed-gene-4.73-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-4.73&CDS=1-654	YKL142W
OG0002883	-processed-gene-4.120-mRNA-1_1&gene=augustus_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-4.120&CDS=1-3204	YFL025C
OG0002884	-processed-gene-4.128-mRNA-1_1&gene=augustus_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-4.128&CDS=1-696	YIR005W
OG0002885	-processed-gene-4.76-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-4.76&CDS=1-2415	YMR049C
OG0002886	-processed-gene-4.77-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-4.77&CDS=1-846	YNL055C
OG0002887	-processed-gene-4.131-mRNA-1_1&gene=augustus_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-4.131&CDS=1-1248	YJL006C
OG0002888	-processed-gene-4.152-mRNA-1_1&gene=augustus_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-4.152&CDS=1-639	YJL030W
OG0002889	-processed-gene-4.132-mRNA-1_1&gene=augustus_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-4.132&CDS=1-1125	YJL031C
OG0002890	-processed-gene-4.98-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-4.98&CDS=1-1434	YBR199W
OG0002891	-augustus-gene-4.2-mRNA-1_1&gene=maker-gi|1002316232|dbj|BCGB01000001.1|-augustus-gene-4.2&CDS=1-2757	YPL104W
OG0002892	-processed-gene-4.100-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-4.100&CDS=1-2130	YJL010C
OG0002893	-processed-gene-4.81-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-4.81&CDS=1-1401	YOR056C
OG0002894	-processed-gene-4.84-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-4.84&CDS=1-1791	YDR294C
OG0002895	-processed-gene-4.102-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-4.102&CDS=1-843	YGR158C
OG0002896	-processed-gene-4.85-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-4.85&CDS=1-1377	YGR159C
OG0002897	-processed-gene-4.140-mRNA-1_1&gene=augustus_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-4.140&CDS=1-2067	YGL045W
OG0002898	-processed-gene-4.87-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-4.87&CDS=1-2523	YJL029C
OG0002899	-processed-gene-4.88-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-4.88&CDS=1-750	YDR007W
OG0002900	-processed-gene-4.109-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-4.109&CDS=1-1665	YJL008C
OG0002901	-processed-gene-4.143-mRNA-1_1&gene=augustus_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-4.143&CDS=1-555	YER046W
OG0002902	-snap-gene-4.9-mRNA-1_1&gene=maker-gi|1002316232|dbj|BCGB01000001.1|-snap-gene-4.9&CDS=1-696	YDL142C
OG0002903	-processed-gene-4.169-mRNA-1_1&gene=augustus_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-4.169&CDS=1-2898	YNR043W
OG0002904	-processed-gene-4.90-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-4.90&CDS=1-384	YJL003W
OG0002905	-processed-gene-4.91-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-4.91&CDS=1-474	YCR087C-A
OG0002906	-processed-gene-4.114-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-4.114&CDS=1-1080	YCR086W
OG0002907	-processed-gene-4.115-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-4.115&CDS=1-1455	YDR289C
OG0002908	-processed-gene-4.93-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-4.93&CDS=1-2034	YDR484W
OG0002909	-processed-gene-4.116-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-4.116&CDS=1-975	YOL094C
OG0002910	-processed-gene-4.117-mRNA-1_1&gene=snap_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-4.117&CDS=1-867	YNL282W
OG0002911	-snap-gene-4.10-mRNA-1_1&gene=maker-gi|1002316232|dbj|BCGB01000001.1|-snap-gene-4.10&CDS=1-5133	YDL140C
OG0002912	-processed-gene-5.62-mRNA-1_1&gene=augustus_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-5.62&CDS=1-3423	YNL321W
