	Lipomyces_starkeyi	Saccharomyces_cerevisiae
OG0002565	snap_masked-scaffold_5-processed-gene-10.27-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-10.27&CDS=1-2610	YDR320C
OG0002566	maker-scaffold_5-augustus-gene-10.103-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-10.103&CDS=1-621	YNL005C
OG0002567	augustus_masked-scaffold_5-processed-gene-10.134-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.134&CDS=1-1050	YML015C
OG0002568	maker-scaffold_5-snap-gene-10.188-mRNA-1_1&gene=maker-scaffold_5-snap-gene-10.188&CDS=1-675	YBL058W
OG0002569	augustus_masked-scaffold_5-processed-gene-10.153-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.153&CDS=1-1065	YLR105C
OG0002570	maker-scaffold_5-augustus-gene-10.104-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-10.104&CDS=1-843	YLR312W-A
OG0002571	maker-scaffold_5-augustus-gene-10.116-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-10.116&CDS=1-2568	YJL062W
OG0002572	augustus_masked-scaffold_5-processed-gene-10.155-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.155&CDS=1-1938	YPL093W
OG0002573	maker-scaffold_5-augustus-gene-10.117-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-10.117&CDS=1-4185	YDR217C
OG0002574	augustus_masked-scaffold_5-processed-gene-10.137-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.137&CDS=1-834	YCR060W
OG0002575	maker-scaffold_5-augustus-gene-10.106-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-10.106&CDS=1-666	YML112W
OG0002576	genemark-scaffold_5-processed-gene-10.87-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-10.87&CDS=1-570	YGL068W
OG0002577	maker-scaffold_5-augustus-gene-10.107-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-10.107&CDS=1-333	YGL070C
OG0002578	maker-scaffold_5-augustus-gene-10.119-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-10.119&CDS=1-390	YKL170W
OG0002579	maker-scaffold_5-augustus-gene-10.122-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-10.122&CDS=1-474	YBR167C
OG0002580	maker-scaffold_5-augustus-gene-10.108-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-10.108&CDS=1-1311	YEL056W
OG0002581	snap_masked-scaffold_5-processed-gene-10.44-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-10.44&CDS=1-1881	YJL071W
OG0002582	maker-scaffold_5-snap-gene-10.195-mRNA-1_1&gene=maker-scaffold_5-snap-gene-10.195&CDS=1-1095	YJR008W
OG0002583	maker-scaffold_5-augustus-gene-10.124-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-10.124&CDS=1-3057	YPR097W
OG0002584	augustus_masked-scaffold_5-processed-gene-10.143-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.143&CDS=1-897	YJL072C
OG0002585	maker-scaffold_5-augustus-gene-10.109-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-10.109&CDS=1-906	YER023W
OG0002586	augustus_masked-scaffold_5-processed-gene-10.146-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.146&CDS=1-414	YMR074C
OG0002587	maker-scaffold_5-augustus-gene-10.126-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-10.126&CDS=1-795	YDR204W
OG0002588	maker-scaffold_5-augustus-gene-11.100-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-11.100&CDS=1-1296	YMR034C
OG0002589	augustus_masked-scaffold_5-processed-gene-11.111-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.111&CDS=1-1215	YOR196C
OG0002590	maker-scaffold_5-augustus-gene-11.94-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-11.94&CDS=1-348	YPL098C
OG0002591	augustus_masked-scaffold_5-processed-gene-11.132-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.132&CDS=1-729	YLR239C
OG0002592	genemark-scaffold_5-processed-gene-11.57-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-11.57&CDS=1-1428	YDR198C
OG0002593	augustus_masked-scaffold_5-processed-gene-11.133-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.133&CDS=1-1956	YHR063C
OG0002594	augustus_masked-scaffold_5-processed-gene-11.117-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.117&CDS=1-1053	YPL138C
OG0002595	augustus_masked-scaffold_5-processed-gene-11.118-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.118&CDS=1-336	YDR045C
OG0002596	augustus_masked-scaffold_5-processed-gene-11.136-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.136&CDS=1-597	YIL133C
OG0002597	snap_masked-scaffold_5-processed-gene-11.34-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-11.34&CDS=1-2304	YMR212C
OG0002598	maker-scaffold_5-augustus-gene-11.103-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-11.103&CDS=1-2064	YBR260C
OG0002599	augustus_masked-scaffold_5-processed-gene-11.138-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.138&CDS=1-807	YDL213C
OG0002600	snap_masked-scaffold_5-processed-gene-11.19-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-11.19&CDS=1-909	YKL040C
OG0002601	maker-scaffold_5-augustus-gene-11.96-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-11.96&CDS=1-453	YPR063C
OG0002602	snap_masked-scaffold_5-processed-gene-11.40-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-11.40&CDS=1-2451	YJR036C
OG0002603	genemark-scaffold_5-processed-gene-11.86-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-11.86&CDS=1-1908	YOR205C
OG0002604	augustus_masked-scaffold_5-processed-gene-11.127-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.127&CDS=1-1380	YLR330W
OG0002605	maker-scaffold_5-augustus-gene-11.99-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-11.99&CDS=1-2799	YJL108C
OG0002606	genemark-scaffold_5-processed-gene-11.74-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-11.74&CDS=1-600	YKL069W
OG0002607	augustus_masked-scaffold_5-processed-gene-11.147-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.147&CDS=1-1062	YHR005C
OG0002608	augustus_masked-scaffold_5-processed-gene-12.35-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-12.35&CDS=1-2181	YCR081W
OG0002609	augustus_masked-scaffold_5-processed-gene-12.25-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-12.25&CDS=1-774	YLR441C
OG0002610	maker-scaffold_5-augustus-gene-12.59-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-12.59&CDS=1-936	YGR031W
OG0002611	maker-scaffold_5-augustus-gene-12.60-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-12.60&CDS=1-684	YAL003W
OG0002612	augustus_masked-scaffold_5-processed-gene-12.28-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-12.28&CDS=1-1245	YDR019C
OG0002613	maker-scaffold_5-augustus-gene-12.57-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-12.57&CDS=1-891	YPR069C
OG0002614	augustus_masked-scaffold_5-processed-gene-12.41-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-12.41&CDS=1-915	YGR132C
OG0002615	snap_masked-scaffold_5-processed-gene-12.114-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-12.114&CDS=1-279	YJL166W
OG0002616	maker-scaffold_5-augustus-gene-12.62-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-12.62&CDS=1-1491	YJR049C
OG0002617	augustus_masked-scaffold_5-processed-gene-12.45-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-12.45&CDS=1-4107	YNL088W
OG0002618	maker-scaffold_5-augustus-gene-12.67-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-12.67&CDS=1-3273	YGR170W
OG0002619	maker-scaffold_5-augustus-gene-12.68-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-12.68&CDS=1-1044	YPL050C
OG0002620	maker-scaffold_5-augustus-gene-12.58-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-12.58&CDS=1-2055	YPR074C
OG0002621	augustus_masked-scaffold_5-processed-gene-12.32-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-12.32&CDS=1-663	YIR030C
OG0002622	augustus_masked-scaffold_5-processed-gene-13.1-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-13.1&CDS=1-2082	YJL101C
OG0002623	snap_masked-scaffold_5-processed-gene-13.48-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-13.48&CDS=1-2403	YDL056W
OG0002624	maker-scaffold_5-augustus-gene-13.128-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-13.128&CDS=1-1311	YGR286C
OG0002625	augustus_masked-scaffold_5-processed-gene-13.4-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-13.4&CDS=1-5001	YKL014C
OG0002626	augustus_masked-scaffold_5-processed-gene-13.17-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-13.17&CDS=1-483	YBR173C
OG0002627	augustus_masked-scaffold_5-processed-gene-13.7-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-13.7&CDS=1-5178	YHR169W
OG0002628	maker-scaffold_5-augustus-gene-13.125-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-13.125&CDS=1-1179	YGL243W
OG0002629	augustus_masked-scaffold_5-processed-gene-14.204-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-14.204&CDS=1-1881	YMR058W
OG0002630	maker-scaffold_53-augustus-gene-0.9-mRNA-1_1&gene=maker-scaffold_53-augustus-gene-0.9&CDS=1-693	YHR122W
OG0002631	augustus_masked-scaffold_6-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-1.110&CDS=1-1080	YAL060W
OG0002632	augustus_masked-scaffold_6-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-1.122&CDS=1-1122	YGL255W
OG0002633	maker-scaffold_6-augustus-gene-1.85-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-1.85&CDS=1-1008	YGR080W
OG0002634	augustus_masked-scaffold_6-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-1.109&CDS=1-954	YJR095W
OG0002635	maker-scaffold_6-augustus-gene-2.91-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-2.91&CDS=1-336	YPR094W
OG0002636	maker-scaffold_6-snap-gene-2.138-mRNA-1_1&gene=maker-scaffold_6-snap-gene-2.138&CDS=1-1158	YKR087C
OG0002637	genemark-scaffold_6-processed-gene-2.43-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.43&CDS=1-1512	YMR296C
OG0002638	maker-scaffold_6-augustus-gene-2.92-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-2.92&CDS=1-969	YNL252C
OG0002639	maker-scaffold_6-augustus-gene-2.93-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-2.93&CDS=1-1335	YER061C
OG0002640	maker-scaffold_6-augustus-gene-2.81-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-2.81&CDS=1-705	YKL071W
OG0002641	maker-scaffold_6-augustus-gene-2.94-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-2.94&CDS=1-5475	YER155C
OG0002642	augustus_masked-scaffold_6-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-2.128&CDS=1-1323	YDL001W
OG0002643	maker-scaffold_6-augustus-gene-2.96-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-2.96&CDS=1-1458	YLR314C
OG0002644	maker-scaffold_6-augustus-gene-2.84-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-2.84&CDS=1-4047	YAL026C
OG0002645	maker-scaffold_6-augustus-gene-2.97-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-2.97&CDS=1-756	YDR067C
OG0002646	maker-scaffold_6-snap-gene-2.146-mRNA-1_1&gene=maker-scaffold_6-snap-gene-2.146&CDS=1-849	YDR287W
OG0002647	maker-scaffold_6-augustus-gene-2.98-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-2.98&CDS=1-4368	YML059C
OG0002648	augustus_masked-scaffold_6-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-2.134&CDS=1-981	YDR280W
OG0002649	maker-scaffold_6-augustus-gene-2.89-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-2.89&CDS=1-3405	YDR103W
OG0002650	maker-scaffold_6-augustus-gene-2.90-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-2.90&CDS=1-918	YDL002C
OG0002651	maker-scaffold_6-augustus-gene-2.101-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-2.101&CDS=1-1359	YMR033W
OG0002652	augustus_masked-scaffold_6-processed-gene-3.2-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.2&CDS=1-1500	YOL078W
OG0002653	augustus_masked-scaffold_6-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.14&CDS=1-1335	YJL060W
OG0002654	augustus_masked-scaffold_6-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.15&CDS=1-1908	YLR006C
OG0002655	snap_masked-scaffold_6-processed-gene-3.113-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-3.113&CDS=1-1188	YIL103W
OG0002656	maker-scaffold_6-augustus-gene-3.94-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-3.94&CDS=1-1479	YGL253W
OG0002657	snap_masked-scaffold_6-processed-gene-3.134-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-3.134&CDS=1-3576	YJL074C
OG0002658	augustus_masked-scaffold_6-processed-gene-3.6-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.6&CDS=1-726	YOR223W
OG0002659	maker-scaffold_6-augustus-gene-3.89-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-3.89&CDS=1-1356	YDR148C
OG0002660	maker-scaffold_6-augustus-gene-3.90-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-3.90&CDS=1-1065	YDR372C
OG0002661	maker-scaffold_6-augustus-gene-3.100-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-3.100&CDS=1-4149	YOR124C
OG0002662	augustus_masked-scaffold_6-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.23&CDS=1-1266	YBR215W
OG0002663	snap_masked-scaffold_6-processed-gene-3.121-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-3.121&CDS=1-321	YBR120C
OG0002664	augustus_masked-scaffold_6-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.24&CDS=1-1182	YDR527W
OG0002665	snap_masked-scaffold_6-processed-gene-3.122-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-3.122&CDS=1-1641	YDR294C
OG0002666	augustus_masked-scaffold_6-processed-gene-3.25-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.25&CDS=1-1602	YMR221C
OG0002667	maker-scaffold_6-augustus-gene-3.102-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-3.102&CDS=1-1173	YHR090C
OG0002668	augustus_masked-scaffold_6-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.27&CDS=1-534	YAL033W
OG0002669	maker-scaffold_6-augustus-gene-3.103-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-3.103&CDS=1-1479	YCL043C
OG0002670	augustus_masked-scaffold_6-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.13&CDS=1-261	YJL062W-A
OG0002671	maker-scaffold_6-augustus-gene-4.37-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-4.37&CDS=1-1503	YDL156W
OG0002672	augustus_masked-scaffold_6-processed-gene-4.104-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.104&CDS=1-450	YOR298C-A
OG0002673	augustus_masked-scaffold_6-processed-gene-4.100-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.100&CDS=1-405	YBR282W
OG0002674	maker-scaffold_6-augustus-gene-4.40-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-4.40&CDS=1-861	YBR061C
OG0002675	augustus_masked-scaffold_6-processed-gene-4.106-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.106&CDS=1-1116	YOL010W
OG0002676	augustus_masked-scaffold_6-processed-gene-4.103-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.103&CDS=1-2055	YOL144W
OG0002677	augustus_masked-scaffold_6-processed-gene-4.107-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.107&CDS=1-1989	YLR143W
OG0002678	augustus_masked-scaffold_6-processed-gene-4.118-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.118&CDS=1-558	YML036W
OG0002679	maker-scaffold_6-augustus-gene-4.45-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-4.45&CDS=1-918	YER055C
OG0002680	augustus_masked-scaffold_6-processed-gene-4.114-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.114&CDS=1-1476	YOR119C
OG0002681	maker-scaffold_6-augustus-gene-4.52-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-4.52&CDS=1-1293	YLR423C
OG0002682	maker-scaffold_6-augustus-gene-4.53-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-4.53&CDS=1-2040	YIL046W
OG0002683	maker-scaffold_6-augustus-gene-4.54-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-4.54&CDS=1-2598	YNL238W
OG0002684	maker-scaffold_6-augustus-gene-4.55-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-4.55&CDS=1-1086	YPL015C
OG0002685	augustus_masked-scaffold_6-processed-gene-4.128-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.128&CDS=1-2496	YJL094C
OG0002686	maker-scaffold_6-augustus-gene-4.48-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-4.48&CDS=1-3357	YGL094C
OG0002687	maker-scaffold_6-augustus-gene-4.59-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-4.59&CDS=1-1029	YLR393W
OG0002688	augustus_masked-scaffold_6-processed-gene-4.117-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.117&CDS=1-861	YKL185W
OG0002689	augustus_masked-scaffold_6-processed-gene-5.1-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.1&CDS=1-387	YDR529C
OG0002690	maker-scaffold_6-augustus-gene-5.143-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-5.143&CDS=1-1023	YER156C
OG0002691	maker-scaffold_6-augustus-gene-5.134-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-5.134&CDS=1-849	YCL047C
OG0002692	snap_masked-scaffold_6-processed-gene-5.112-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-5.112&CDS=1-1620	YIL022W
OG0002693	maker-scaffold_6-augustus-gene-5.136-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-5.136&CDS=1-2001	YPR031W
OG0002694	augustus_masked-scaffold_6-processed-gene-5.9-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.9&CDS=1-1722	YOL013C
OG0002695	maker-scaffold_6-augustus-gene-5.145-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-5.145&CDS=1-4671	YDR135C
OG0002696	snap_masked-scaffold_6-processed-gene-5.116-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-5.116&CDS=1-2346	YPR181C
OG0002697	genemark-scaffold_6-processed-gene-5.78-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.78&CDS=1-1548	YOR351C
OG0002698	augustus_masked-scaffold_6-processed-gene-5.10-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.10&CDS=1-597	YLR292C
OG0002699	maker-scaffold_6-augustus-gene-5.148-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-5.148&CDS=1-1287	YNL248C
OG0002700	augustus_masked-scaffold_6-processed-gene-5.25-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.25&CDS=1-2373	YDR124W
OG0002701	maker-scaffold_6-snap-gene-5.50-mRNA-1_1&gene=maker-scaffold_6-snap-gene-5.50&CDS=1-2193	YBL105C
OG0002702	snap_masked-scaffold_6-processed-gene-5.105-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-5.105&CDS=1-1665	YPL103C
OG0002703	snap_masked-scaffold_6-processed-gene-5.106-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-5.106&CDS=1-1311	YDR531W
OG0002704	maker-scaffold_6-augustus-gene-5.140-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-5.140&CDS=1-864	YBR185C
OG0002705	maker-scaffold_6-augustus-gene-6.42-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-6.42&CDS=1-2115	YGL028C
OG0002706	augustus_masked-scaffold_6-processed-gene-6.145-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.145&CDS=1-849	YGL044C
OG0002707	maker-scaffold_6-augustus-gene-6.43-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-6.43&CDS=1-1545	YLR133W
OG0002708	genemark-scaffold_6-processed-gene-6.9-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.9&CDS=1-1200	YMR276W
OG0002709	maker-scaffold_6-augustus-gene-6.48-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-6.48&CDS=1-2409	YKL064W
OG0002710	augustus_masked-scaffold_6-processed-gene-6.168-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.168&CDS=1-1554	YHR020W
OG0002711	maker-scaffold_6-augustus-gene-6.51-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-6.51&CDS=1-1713	YDR212W
OG0002712	snap_masked-scaffold_6-processed-gene-6.83-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-6.83&CDS=1-534	YHR026W
OG0002713	maker-scaffold_6-augustus-gene-6.62-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-6.62&CDS=1-3057	YOL141W
OG0002714	genemark-scaffold_6-processed-gene-6.16-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.16&CDS=1-1428	YFR021W
OG0002715	maker-scaffold_6-augustus-gene-6.63-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-6.63&CDS=1-675	YOR236W
OG0002716	augustus_masked-scaffold_6-processed-gene-6.172-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.172&CDS=1-2478	YBR276C
OG0002717	augustus_masked-scaffold_6-processed-gene-6.158-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.158&CDS=1-1560	YBL015W
OG0002718	maker-scaffold_6-augustus-gene-6.64-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-6.64&CDS=1-1116	YJR139C
OG0002719	maker-scaffold_6-augustus-gene-6.65-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-6.65&CDS=1-1344	YML126C
OG0002720	augustus_masked-scaffold_6-processed-gene-6.176-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.176&CDS=1-237	YCL005W-A
OG0002721	snap_masked-scaffold_6-processed-gene-6.110-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-6.110&CDS=1-951	YDL201W
OG0002722	maker-scaffold_6-augustus-gene-6.68-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-6.68&CDS=1-2244	YER114C
OG0002723	maker-scaffold_6-augustus-gene-6.59-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-6.59&CDS=1-420	YPR166C
OG0002724	maker-scaffold_6-augustus-gene-6.60-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-6.60&CDS=1-924	YNL039W
OG0002725	augustus_masked-scaffold_6-processed-gene-6.166-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.166&CDS=1-996	YIL096C
OG0002726	maker-scaffold_6-augustus-gene-7.94-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-7.94&CDS=1-1191	YIL097W
OG0002727	maker-scaffold_6-augustus-gene-7.95-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-7.95&CDS=1-1425	YLR378C
OG0002728	snap_masked-scaffold_6-processed-gene-7.56-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-7.56&CDS=1-1383	YMR062C
OG0002729	genemark-scaffold_6-processed-gene-7.110-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.110&CDS=1-1299	YBR060C
OG0002730	snap_masked-scaffold_6-processed-gene-7.57-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-7.57&CDS=1-4995	YLL048C
OG0002731	maker-scaffold_6-augustus-gene-7.97-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-7.97&CDS=1-1479	YBR289W
OG0002732	maker-scaffold_6-augustus-gene-7.98-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-7.98&CDS=1-1464	YKR063C
OG0002733	augustus_masked-scaffold_6-processed-gene-7.38-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.38&CDS=1-1659	YEL042W
OG0002734	augustus_masked-scaffold_6-processed-gene-7.40-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.40&CDS=1-1659	YLR452C
OG0002735	maker-scaffold_6-augustus-gene-7.100-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-7.100&CDS=1-2727	YPR162C
OG0002736	maker-scaffold_6-snap-gene-7.12-mRNA-1_1&gene=maker-scaffold_6-snap-gene-7.12&CDS=1-9873	YLL040C
OG0002737	maker-scaffold_6-augustus-gene-7.93-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-7.93&CDS=1-1170	YPL154C
OG0002738	maker-scaffold_6-augustus-gene-7.105-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-7.105&CDS=1-1002	YDR051C
OG0002739	augustus_masked-scaffold_6-processed-gene-7.51-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.51&CDS=1-1434	YOR197W
OG0002740	maker-scaffold_6-augustus-gene-7.108-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-7.108&CDS=1-669	YJR074W
