	Ogataea_polymorpha	Saccharomyces_cerevisiae
OG0002195	snap_masked-scaffold_5-processed-gene-7.43-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.43&CDS=1-1206	YLR151C
OG0002196	genemark-scaffold_5-processed-gene-7.122-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.122&CDS=1-684	YDR313C
OG0002197	genemark-scaffold_5-processed-gene-7.151-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.151&CDS=1-3309	YLR410W
OG0002198	genemark-scaffold_5-processed-gene-7.127-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.127&CDS=1-2712	YLR409C
OG0002199	snap_masked-scaffold_5-processed-gene-7.47-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.47&CDS=1-2811	YDL077C
OG0002200	snap_masked-scaffold_5-processed-gene-7.48-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.48&CDS=1-2223	YLR407W
OG0002201	genemark-scaffold_5-processed-gene-7.155-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.155&CDS=1-1014	YLR405W
OG0002202	snap_masked-scaffold_5-processed-gene-7.22-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.22&CDS=1-1854	YLR401C
OG0002203	genemark-scaffold_5-processed-gene-7.156-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.156&CDS=1-582	YDL072C
OG0002204	genemark-scaffold_5-processed-gene-7.157-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.157&CDS=1-1230	YLR403W
OG0002205	augustus_masked-scaffold_5-processed-gene-7.102-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.102&CDS=1-8169	YLR422W
OG0002206	genemark-scaffold_5-processed-gene-7.160-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.160&CDS=1-600	YLR435W
OG0002207	maker-scaffold_5-augustus-gene-7.57-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-7.57&CDS=1-3498	YLR195C
OG0002208	genemark-scaffold_5-processed-gene-8.114-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.114&CDS=1-1689	YLR196W
OG0002209	snap_masked-scaffold_5-processed-gene-8.1-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.1&CDS=1-6417	YDL171C
OG0002210	genemark-scaffold_5-processed-gene-8.117-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.117&CDS=1-1380	YHR004C
OG0002211	genemark-scaffold_5-processed-gene-8.119-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.119&CDS=1-1335	YMR067C
OG0002212	augustus_masked-scaffold_5-processed-gene-8.91-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.91&CDS=1-2022	YKL080W
OG0002213	genemark-scaffold_5-processed-gene-8.120-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.120&CDS=1-450	YER134C
OG0002214	genemark-scaffold_5-processed-gene-8.121-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.121&CDS=1-513	YLR145W
OG0002215	genemark-scaffold_5-processed-gene-8.122-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.122&CDS=1-1155	YDR165W
OG0002216	genemark-scaffold_5-processed-gene-8.150-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.150&CDS=1-522	YML073C
OG0002217	genemark-scaffold_5-processed-gene-8.151-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.151&CDS=1-1773	YLR143W
OG0002218	snap_masked-scaffold_5-processed-gene-8.9-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.9&CDS=1-1320	YLR142W
OG0002219	genemark-scaffold_5-processed-gene-8.126-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.126&CDS=1-450	YDR162C
OG0002220	genemark-scaffold_5-processed-gene-8.153-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.153&CDS=1-1116	YDR161W
OG0002221	snap_masked-scaffold_5-processed-gene-8.11-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.11&CDS=1-621	YDR152W
OG0002222	genemark-scaffold_5-processed-gene-8.154-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.154&CDS=1-1572	YLR141W
OG0002223	genemark-scaffold_5-processed-gene-8.129-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.129&CDS=1-483	YDR155C
OG0002224	maker-scaffold_5-snap-gene-8.58-mRNA-1_1&gene=maker-scaffold_5-snap-gene-8.58&CDS=1-990	YDR153C
OG0002225	genemark-scaffold_5-processed-gene-8.157-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.157&CDS=1-3366	YLL021W
OG0002226	genemark-scaffold_5-processed-gene-8.158-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.158&CDS=1-711	YLR312W-A
OG0002227	genemark-scaffold_5-processed-gene-8.132-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.132&CDS=1-1641	YGL171W
OG0002228	genemark-scaffold_5-processed-gene-8.159-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.159&CDS=1-417	YPR020W
OG0002229	genemark-scaffold_5-processed-gene-8.133-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.133&CDS=1-1869	YDR338C
OG0002230	augustus_masked-scaffold_5-processed-gene-8.107-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.107&CDS=1-4254	YPR019W
OG0002231	augustus_masked-scaffold_5-processed-gene-8.86-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.86&CDS=1-2691	YJL084C
OG0002232	genemark-scaffold_5-processed-gene-8.163-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.163&CDS=1-1830	YJL085W
OG0002233	genemark-scaffold_5-processed-gene-8.165-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.165&CDS=1-1233	YJL046W
OG0002234	maker-scaffold_5-snap-gene-8.60-mRNA-1_1&gene=maker-scaffold_5-snap-gene-8.60&CDS=1-1512	YBR257W
OG0002235	genemark-scaffold_5-processed-gene-8.166-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.166&CDS=1-3858	YMR129W
OG0002236	genemark-scaffold_5-processed-gene-8.141-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.141&CDS=1-1449	YLR034C
OG0002237	genemark-scaffold_5-processed-gene-8.167-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.167&CDS=1-3702	YBR081C
OG0002238	augustus_masked-scaffold_5-processed-gene-8.112-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.112&CDS=1-2697	YEL015W
OG0002239	snap_masked-scaffold_5-processed-gene-8.25-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.25&CDS=1-1065	YFR029W
OG0002240	augustus_masked-scaffold_5-processed-gene-9.43-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.43&CDS=1-2538	YBR039W
OG0002241	snap_masked-scaffold_5-processed-gene-9.82-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.82&CDS=1-1743	YBR045C
OG0002242	genemark-scaffold_5-processed-gene-9.1-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.1&CDS=1-1392	YDR023W
OG0002243	snap_masked-scaffold_5-processed-gene-9.85-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.85&CDS=1-687	YDR021W
OG0002244	maker-scaffold_5-snap-gene-9.37-mRNA-1_1&gene=maker-scaffold_5-snap-gene-9.37&CDS=1-690	YDR020C
OG0002245	snap_masked-scaffold_5-processed-gene-9.84-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.84&CDS=1-1422	YDR371W
OG0002246	maker-scaffold_5-snap-gene-9.40-mRNA-1_1&gene=maker-scaffold_5-snap-gene-9.40&CDS=1-726	YGR001C
OG0002247	augustus_masked-scaffold_5-processed-gene-9.62-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.62&CDS=1-3513	YFR031C
OG0002248	genemark-scaffold_5-processed-gene-9.22-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.22&CDS=1-984	YBR267W
OG0002249	snap_masked-scaffold_5-processed-gene-9.88-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.88&CDS=1-1686	YKR008W
OG0002250	genemark-scaffold_5-processed-gene-9.7-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.7&CDS=1-801	YOR157C
OG0002251	genemark-scaffold_5-processed-gene-9.23-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.23&CDS=1-642	YDR408C
OG0002252	genemark-scaffold_5-processed-gene-9.24-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.24&CDS=1-564	YOL146W
OG0002253	snap_masked-scaffold_5-processed-gene-9.115-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.115&CDS=1-1392	YPL005W
OG0002254	snap_masked-scaffold_5-processed-gene-9.90-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.90&CDS=1-216	YHR143W-A
OG0002255	genemark-scaffold_5-processed-gene-9.8-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.8&CDS=1-834	YDR336W
OG0002256	snap_masked-scaffold_5-processed-gene-9.116-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.116&CDS=1-363	YKL086W
OG0002257	maker-scaffold_5-augustus-gene-9.75-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-9.75&CDS=1-3183	YGR207C
OG0002258	genemark-scaffold_5-processed-gene-9.11-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.11&CDS=1-846	YGR205W
OG0002259	snap_masked-scaffold_5-processed-gene-9.97-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.97&CDS=1-294	YJR022W
OG0002260	genemark-scaffold_5-processed-gene-9.26-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.26&CDS=1-717	YJR024C
OG0002261	augustus_masked-scaffold_5-processed-gene-9.54-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.54&CDS=1-3609	YDL203C
OG0002262	genemark-scaffold_5-processed-gene-9.13-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.13&CDS=1-2055	YGL145W
OG0002263	genemark-scaffold_5-processed-gene-9.14-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.14&CDS=1-1740	YDR440W
OG0002264	genemark-scaffold_5-processed-gene-9.28-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.28&CDS=1-1002	YKL085W
OG0002265	genemark-scaffold_5-processed-gene-9.29-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.29&CDS=1-495	YMR071C
OG0002266	augustus_masked-scaffold_5-processed-gene-9.71-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.71&CDS=1-2205	YMR068W
OG0002267	genemark-scaffold_5-processed-gene-9.18-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.18&CDS=1-1008	YPL173W
OG0002268	genemark-scaffold_5-processed-gene-9.33-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.33&CDS=1-1266	YOR259C
OG0002269	genemark-scaffold_5-processed-gene-9.19-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.19&CDS=1-1371	YOR260W
OG0002270	augustus_masked-scaffold_5-processed-gene-9.74-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.74&CDS=1-3312	YNL227C
OG0002271	genemark-scaffold_5-processed-gene-10.71-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-10.71&CDS=1-1566	YFR051C
OG0002272	genemark-scaffold_5-processed-gene-10.72-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-10.72&CDS=1-1455	YPL262W
OG0002273	genemark-scaffold_5-processed-gene-10.73-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-10.73&CDS=1-3294	YBL022C
OG0002274	snap_masked-scaffold_5-processed-gene-10.3-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-10.3&CDS=1-516	YOL149W
OG0002275	genemark-scaffold_5-processed-gene-10.77-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-10.77&CDS=1-1719	YOL148C
OG0002276	genemark-scaffold_5-processed-gene-10.75-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-10.75&CDS=1-1452	YPL184C
OG0002277	genemark-scaffold_5-processed-gene-10.76-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-10.76&CDS=1-1551	YGL186C
OG0002278	genemark-scaffold_5-processed-gene-10.78-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-10.78&CDS=1-1242	YGL247W
OG0002279	genemark-scaffold_5-processed-gene-10.106-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-10.106&CDS=1-1719	YER068W
OG0002280	genemark-scaffold_5-processed-gene-10.79-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-10.79&CDS=1-3096	YGL241W
OG0002281	genemark-scaffold_5-processed-gene-10.107-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-10.107&CDS=1-1545	YGL244W
OG0002282	snap_masked-scaffold_5-processed-gene-10.8-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-10.8&CDS=1-2052	YFR048W
OG0002283	genemark-scaffold_5-processed-gene-10.108-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-10.108&CDS=1-2148	YGL245W
OG0002284	genemark-scaffold_5-processed-gene-10.81-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-10.81&CDS=1-1155	YGL246C
OG0002285	genemark-scaffold_5-processed-gene-10.110-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-10.110&CDS=1-663	YLR025W
OG0002286	augustus_masked-scaffold_5-processed-gene-10.169-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.169&CDS=1-2340	YML021C
OG0002287	genemark-scaffold_5-processed-gene-10.84-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-10.84&CDS=1-942	YKL120W
OG0002288	maker-scaffold_5-augustus-gene-10.67-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-10.67&CDS=1-3288	YMR100W
OG0002289	genemark-scaffold_5-processed-gene-10.85-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-10.85&CDS=1-2280	YOR001W
OG0002290	augustus_masked-scaffold_5-processed-gene-10.171-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.171&CDS=1-573	YML022W
OG0002291	snap_masked-scaffold_5-processed-gene-10.14-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-10.14&CDS=1-468	YEL048C
OG0002292	genemark-scaffold_5-processed-gene-10.89-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-10.89&CDS=1-2379	YEL043W
OG0002293	augustus_masked-scaffold_5-processed-gene-10.155-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.155&CDS=1-8589	YCR093W
OG0002294	genemark-scaffold_5-processed-gene-10.120-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-10.120&CDS=1-1095	YNR051C
OG0002295	augustus_masked-scaffold_5-processed-gene-10.176-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.176&CDS=1-2670	YNR053C
OG0002296	genemark-scaffold_5-processed-gene-10.99-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-10.99&CDS=1-486	YHR059W
OG0002297	genemark-scaffold_5-processed-gene-10.127-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-10.127&CDS=1-348	YER112W
OG0002298	snap_masked-scaffold_5-processed-gene-10.53-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-10.53&CDS=1-3564	YGR270W
OG0002299	genemark-scaffold_5-processed-gene-10.130-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-10.130&CDS=1-576	YMR048W
OG0002300	genemark-scaffold_5-processed-gene-10.104-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-10.104&CDS=1-402	YDR519W
OG0002301	genemark-scaffold_5-processed-gene-11.0-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-11.0&CDS=1-1293	YOR323C
OG0002302	genemark-scaffold_5-processed-gene-11.1-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-11.1&CDS=1-1341	YER136W
OG0002303	maker-scaffold_5-snap-gene-11.115-mRNA-1_1&gene=maker-scaffold_5-snap-gene-11.115&CDS=1-906	YDR064W
OG0002304	genemark-scaffold_5-processed-gene-11.8-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-11.8&CDS=1-1149	YPR163C
OG0002305	genemark-scaffold_5-processed-gene-11.9-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-11.9&CDS=1-465	YBL093C
OG0002306	genemark-scaffold_5-processed-gene-11.5-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-11.5&CDS=1-393	YBL092W
OG0002307	genemark-scaffold_5-processed-gene-11.6-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-11.6&CDS=1-3780	YAL026C
OG0002308	maker-scaffold_5-augustus-gene-11.222-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-11.222&CDS=1-3834	YDL095W
OG0002309	genemark-scaffold_5-processed-gene-11.13-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-11.13&CDS=1-960	YLR105C
OG0002310	snap_masked-scaffold_5-processed-gene-11.299-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-11.299&CDS=1-324	YLR104W
OG0002311	genemark-scaffold_5-processed-gene-11.75-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-11.75&CDS=1-1857	YDR295C
OG0002312	genemark-scaffold_5-processed-gene-11.76-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-11.76&CDS=1-981	YKR087C
OG0002313	genemark-scaffold_5-processed-gene-11.16-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-11.16&CDS=1-681	YGL085W
OG0002314	snap_masked-scaffold_5-processed-gene-11.302-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-11.302&CDS=1-1647	YGL084C
OG0002315	genemark-scaffold_5-processed-gene-11.78-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-11.78&CDS=1-459	YLR008C
OG0002316	genemark-scaffold_5-processed-gene-11.18-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-11.18&CDS=1-591	YLR009W
OG0002317	snap_masked-scaffold_5-processed-gene-11.304-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-11.304&CDS=1-2364	YLR014C
OG0002318	genemark-scaffold_5-processed-gene-11.20-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-11.20&CDS=1-1671	YDR294C
OG0002319	augustus_masked-scaffold_5-processed-gene-11.191-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.191&CDS=1-3522	YGR150C
OG0002320	genemark-scaffold_5-processed-gene-11.21-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-11.21&CDS=1-1278	YER003C
OG0002321	genemark-scaffold_5-processed-gene-11.81-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-11.81&CDS=1-1533	YBR158W
OG0002322	augustus_masked-scaffold_5-processed-gene-11.148-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.148&CDS=1-4557	YFL039C
OG0002323	augustus_masked-scaffold_5-processed-gene-11.193-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.193&CDS=1-732	YOR281C
OG0002324	augustus_masked-scaffold_5-processed-gene-11.149-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.149&CDS=1-2451	YNL118C
OG0002325	snap_masked-scaffold_5-processed-gene-11.306-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-11.306&CDS=1-660	YGR104C
OG0002326	augustus_masked-scaffold_5-processed-gene-11.150-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.150&CDS=1-1182	YGL047W
OG0002327	genemark-scaffold_5-processed-gene-11.32-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-11.32&CDS=1-4992	YGL206C
OG0002328	genemark-scaffold_5-processed-gene-11.86-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-11.86&CDS=1-1224	YPR118W
OG0002329	genemark-scaffold_5-processed-gene-11.33-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-11.33&CDS=1-2154	YGR089W
OG0002330	snap_masked-scaffold_5-processed-gene-11.311-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-11.311&CDS=1-4743	YGR098C
OG0002331	augustus_masked-scaffold_5-processed-gene-11.156-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.156&CDS=1-3357	YFR001W
OG0002332	snap_masked-scaffold_5-processed-gene-11.314-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-11.314&CDS=1-1302	YNL280C
OG0002333	genemark-scaffold_5-processed-gene-11.39-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-11.39&CDS=1-909	YAR015W
OG0002334	genemark-scaffold_5-processed-gene-11.40-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-11.40&CDS=1-1233	YAR018C
OG0002335	genemark-scaffold_5-processed-gene-11.92-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-11.92&CDS=1-3462	YAR042W
OG0002336	genemark-scaffold_5-processed-gene-11.41-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-11.41&CDS=1-693	YDR476C
OG0002337	genemark-scaffold_5-processed-gene-11.42-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-11.42&CDS=1-969	YFR041C
OG0002338	genemark-scaffold_5-processed-gene-11.43-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-11.43&CDS=1-894	YPL131W
OG0002339	maker-scaffold_5-augustus-gene-11.218-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-11.218&CDS=1-2217	YBL055C
OG0002340	maker-scaffold_5-snap-gene-11.123-mRNA-1_1&gene=maker-scaffold_5-snap-gene-11.123&CDS=1-1251	YBL057C
OG0002341	genemark-scaffold_5-processed-gene-11.49-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-11.49&CDS=1-2295	YER091C
OG0002342	augustus_masked-scaffold_5-processed-gene-11.167-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.167&CDS=1-2745	YER090W
OG0002343	snap_masked-scaffold_5-processed-gene-11.324-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-11.324&CDS=1-1242	YGL196W
OG0002344	genemark-scaffold_6-processed-gene-0.103-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.103&CDS=1-972	YDR400W
OG0002345	genemark-scaffold_6-processed-gene-0.104-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.104&CDS=1-1152	YCL032W
OG0002346	snap_masked-scaffold_6-processed-gene-0.34-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.34&CDS=1-864	YCL031C
OG0002347	augustus_masked-scaffold_6-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-0.59&CDS=1-3063	YDR189W
OG0002348	snap_masked-scaffold_6-processed-gene-0.35-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.35&CDS=1-1371	YDR190C
OG0002349	augustus_masked-scaffold_6-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-0.81&CDS=1-1866	YNL168C
OG0002350	genemark-scaffold_6-processed-gene-0.108-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.108&CDS=1-1956	YMR167W
OG0002351	genemark-scaffold_6-processed-gene-0.134-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.134&CDS=1-1038	YMR166C
OG0002352	genemark-scaffold_6-processed-gene-0.109-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.109&CDS=1-1128	YDL104C
OG0002353	augustus_masked-scaffold_6-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-0.83&CDS=1-1056	YDL105W
OG0002354	genemark-scaffold_6-processed-gene-0.136-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.136&CDS=1-1317	YDL106C
OG0002355	genemark-scaffold_6-processed-gene-0.111-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.111&CDS=1-1326	YKL216W
OG0002356	augustus_masked-scaffold_6-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-0.64&CDS=1-1494	YER082C
OG0002357	augustus_masked-scaffold_6-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-0.88&CDS=1-4275	YIL075C
OG0002358	genemark-scaffold_6-processed-gene-0.113-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.113&CDS=1-738	YGL123W
OG0002359	genemark-scaffold_6-processed-gene-0.116-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.116&CDS=1-387	YER150W
OG0002360	genemark-scaffold_6-processed-gene-0.118-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.118&CDS=1-1671	YER151C
OG0002361	snap_masked-scaffold_6-processed-gene-0.48-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.48&CDS=1-3381	YDR407C
OG0002362	genemark-scaffold_6-processed-gene-1.111-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.111&CDS=1-3060	YPL125W
OG0002363	maker-scaffold_6-snap-gene-1.167-mRNA-1_1&gene=maker-scaffold_6-snap-gene-1.167&CDS=1-2040	YGL044C
OG0002364	genemark-scaffold_6-processed-gene-1.112-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.112&CDS=1-1710	YMR105C
OG0002365	genemark-scaffold_6-processed-gene-1.117-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.117&CDS=1-2352	YMR049C
