	Lachancea_dasiensis	Saccharomyces_cerevisiae
OG0003560	genemark-LADA0H-processed-gene-4.114-mRNA-1_1&gene=genemark-LADA0H-processed-gene-4.114&CDS=1-303	YMR286W
OG0003561	snap_masked-LADA0H-processed-gene-4.36-mRNA-1_1&gene=snap_masked-LADA0H-processed-gene-4.36&CDS=1-939	YML119W
OG0003562	genemark-LADA0H-processed-gene-4.132-mRNA-1_1&gene=genemark-LADA0H-processed-gene-4.132&CDS=1-2868	YMR287C
OG0003563	genemark-LADA0H-processed-gene-4.115-mRNA-1_1&gene=genemark-LADA0H-processed-gene-4.115&CDS=1-1443	YMR283C
OG0003564	genemark-LADA0H-processed-gene-4.116-mRNA-1_1&gene=genemark-LADA0H-processed-gene-4.116&CDS=1-1638	YMR282C
OG0003565	augustus_masked-LADA0H-processed-gene-4.86-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-4.86&CDS=1-765	YMR281W
OG0003566	genemark-LADA0H-processed-gene-4.117-mRNA-1_1&gene=genemark-LADA0H-processed-gene-4.117&CDS=1-3636	YMR280C
OG0003567	genemark-LADA0H-processed-gene-4.118-mRNA-1_1&gene=genemark-LADA0H-processed-gene-4.118&CDS=1-3114	YML117W
OG0003568	genemark-LADA0H-processed-gene-4.119-mRNA-1_1&gene=genemark-LADA0H-processed-gene-4.119&CDS=1-1590	YML116W
OG0003569	augustus_masked-LADA0H-processed-gene-4.87-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-4.87&CDS=1-1506	YML115C
OG0003570	augustus_masked-LADA0H-processed-gene-4.88-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-4.88&CDS=1-981	YPL273W
OG0003571	augustus_masked-LADA0H-processed-gene-4.89-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-4.89&CDS=1-1884	YMR278W
OG0003572	genemark-LADA0H-processed-gene-4.136-mRNA-1_1&gene=genemark-LADA0H-processed-gene-4.136&CDS=1-2214	YMR277W
OG0003573	augustus_masked-LADA0H-processed-gene-4.91-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-4.91&CDS=1-1692	YML114C
OG0003574	genemark-LADA0H-processed-gene-4.138-mRNA-1_1&gene=genemark-LADA0H-processed-gene-4.138&CDS=1-1146	YMR276W
OG0003575	augustus_masked-LADA0H-processed-gene-4.74-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-4.74&CDS=1-828	YML113W
OG0003576	snap_masked-LADA0H-processed-gene-5.91-mRNA-1_1&gene=snap_masked-LADA0H-processed-gene-5.91&CDS=1-882	YML112W
OG0003577	augustus_masked-LADA0H-processed-gene-5.55-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-5.55&CDS=1-906	YML110C
OG0003578	genemark-LADA0H-processed-gene-5.2-mRNA-1_1&gene=genemark-LADA0H-processed-gene-5.2&CDS=1-954	YMR274C
OG0003579	genemark-LADA0H-processed-gene-5.3-mRNA-1_1&gene=genemark-LADA0H-processed-gene-5.3&CDS=1-2712	YML109W
OG0003580	genemark-LADA0H-processed-gene-5.4-mRNA-1_1&gene=genemark-LADA0H-processed-gene-5.4&CDS=1-372	YML108W
OG0003581	genemark-LADA0H-processed-gene-5.6-mRNA-1_1&gene=genemark-LADA0H-processed-gene-5.6&CDS=1-1146	YMR272C
OG0003582	genemark-LADA0H-processed-gene-5.7-mRNA-1_1&gene=genemark-LADA0H-processed-gene-5.7&CDS=1-672	YML106W
OG0003583	genemark-LADA0H-processed-gene-5.30-mRNA-1_1&gene=genemark-LADA0H-processed-gene-5.30&CDS=1-771	YML105C
OG0003584	genemark-LADA0H-processed-gene-5.8-mRNA-1_1&gene=genemark-LADA0H-processed-gene-5.8&CDS=1-1122	YMR270C
OG0003585	genemark-LADA0H-processed-gene-5.31-mRNA-1_1&gene=genemark-LADA0H-processed-gene-5.31&CDS=1-3282	YML104C
OG0003586	genemark-LADA0H-processed-gene-5.32-mRNA-1_1&gene=genemark-LADA0H-processed-gene-5.32&CDS=1-663	YMR269W
OG0003587	snap_masked-LADA0H-processed-gene-5.100-mRNA-1_1&gene=snap_masked-LADA0H-processed-gene-5.100&CDS=1-1296	YMR268C
OG0003588	snap_masked-LADA0H-processed-gene-5.124-mRNA-1_1&gene=snap_masked-LADA0H-processed-gene-5.124&CDS=1-4884	YML103C
OG0003589	snap_masked-LADA0H-processed-gene-5.101-mRNA-1_1&gene=snap_masked-LADA0H-processed-gene-5.101&CDS=1-1419	YMR265C
OG0003590	genemark-LADA0H-processed-gene-5.11-mRNA-1_1&gene=genemark-LADA0H-processed-gene-5.11&CDS=1-1503	YML102W
OG0003591	augustus_masked-LADA0H-processed-gene-5.81-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-5.81&CDS=1-1830	YMR262W
OG0003592	genemark-LADA0H-processed-gene-5.12-mRNA-1_1&gene=genemark-LADA0H-processed-gene-5.12&CDS=1-3378	YMR261C
OG0003593	genemark-LADA0H-processed-gene-5.13-mRNA-1_1&gene=genemark-LADA0H-processed-gene-5.13&CDS=1-459	YMR260C
OG0003594	snap_masked-LADA0H-processed-gene-5.105-mRNA-1_1&gene=snap_masked-LADA0H-processed-gene-5.105&CDS=1-4278	YMR259C
OG0003595	genemark-LADA0H-processed-gene-5.15-mRNA-1_1&gene=genemark-LADA0H-processed-gene-5.15&CDS=1-1743	YMR258C
OG0003596	snap_masked-LADA0H-processed-gene-5.107-mRNA-1_1&gene=snap_masked-LADA0H-processed-gene-5.107&CDS=1-2334	YMR257C
OG0003597	genemark-LADA0H-processed-gene-5.17-mRNA-1_1&gene=genemark-LADA0H-processed-gene-5.17&CDS=1-1059	YOL054W
OG0003598	snap_masked-LADA0H-processed-gene-5.109-mRNA-1_1&gene=snap_masked-LADA0H-processed-gene-5.109&CDS=1-180	YMR256C
OG0003599	augustus_masked-LADA0H-processed-gene-5.66-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-5.66&CDS=1-1008	YOL053W
OG0003600	genemark-LADA0H-processed-gene-5.20-mRNA-1_1&gene=genemark-LADA0H-processed-gene-5.20&CDS=1-369	YMR252C
OG0003601	genemark-LADA0H-processed-gene-5.21-mRNA-1_1&gene=genemark-LADA0H-processed-gene-5.21&CDS=1-819	YDR054C
OG0003602	genemark-LADA0H-processed-gene-5.22-mRNA-1_1&gene=genemark-LADA0H-processed-gene-5.22&CDS=1-486	YBR077C
OG0003603	genemark-LADA0H-processed-gene-5.23-mRNA-1_1&gene=genemark-LADA0H-processed-gene-5.23&CDS=1-1830	YDR052C
OG0003604	genemark-LADA0H-processed-gene-5.43-mRNA-1_1&gene=genemark-LADA0H-processed-gene-5.43&CDS=1-2853	YBR074W
OG0003605	augustus_masked-LADA0H-processed-gene-5.74-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-5.74&CDS=1-2931	YDR047W
OG0003606	genemark-LADA0H-processed-gene-5.44-mRNA-1_1&gene=genemark-LADA0H-processed-gene-5.44&CDS=1-2655	YBR073W
OG0003607	snap_masked-LADA0H-processed-gene-5.137-mRNA-1_1&gene=snap_masked-LADA0H-processed-gene-5.137&CDS=1-558	YBR071W
OG0003608	genemark-LADA0H-processed-gene-5.28-mRNA-1_1&gene=genemark-LADA0H-processed-gene-5.28&CDS=1-687	YBR070C
OG0003609	genemark-LADA0H-processed-gene-5.46-mRNA-1_1&gene=genemark-LADA0H-processed-gene-5.46&CDS=1-744	YDR050C
OG0003610	genemark-LADA0H-processed-gene-5.47-mRNA-1_1&gene=genemark-LADA0H-processed-gene-5.47&CDS=1-930	YDR051C
OG0003611	genemark-LADA0H-processed-gene-6.0-mRNA-1_1&gene=genemark-LADA0H-processed-gene-6.0&CDS=1-1767	YDR037W
OG0003612	genemark-LADA0H-processed-gene-6.4-mRNA-1_1&gene=genemark-LADA0H-processed-gene-6.4&CDS=1-909	YBR061C
OG0003613	genemark-LADA0H-processed-gene-6.1-mRNA-1_1&gene=genemark-LADA0H-processed-gene-6.1&CDS=1-606	YDR041W
OG0003614	genemark-LADA0H-processed-gene-6.5-mRNA-1_1&gene=genemark-LADA0H-processed-gene-6.5&CDS=1-1473	YBR065C
OG0003615	genemark-LADA0H-processed-gene-6.7-mRNA-1_1&gene=genemark-LADA0H-processed-gene-6.7&CDS=1-1185	YPR034W
OG0003616	snap_masked-LADA0H-processed-gene-6.97-mRNA-1_1&gene=snap_masked-LADA0H-processed-gene-6.97&CDS=1-291	YJR082C
OG0003617	snap_masked-LADA0H-processed-gene-6.98-mRNA-1_1&gene=snap_masked-LADA0H-processed-gene-6.98&CDS=1-1203	YJR080C
OG0003618	genemark-LADA0H-processed-gene-6.3-mRNA-1_1&gene=genemark-LADA0H-processed-gene-6.3&CDS=1-1527	YPR033C
OG0003619	genemark-LADA0H-processed-gene-6.28-mRNA-1_1&gene=genemark-LADA0H-processed-gene-6.28&CDS=1-1485	YJR078W
OG0003620	snap_masked-LADA0H-processed-gene-6.124-mRNA-1_1&gene=snap_masked-LADA0H-processed-gene-6.124&CDS=1-594	YBL107C
OG0003621	genemark-LADA0H-processed-gene-6.30-mRNA-1_1&gene=genemark-LADA0H-processed-gene-6.30&CDS=1-3039	YBL106C
OG0003622	maker-LADA0H-augustus-gene-6.145-mRNA-1_1&gene=maker-LADA0H-augustus-gene-6.145&CDS=1-5127	YBL104C
OG0003623	genemark-LADA0H-processed-gene-6.32-mRNA-1_1&gene=genemark-LADA0H-processed-gene-6.32&CDS=1-2208	YPR031W
OG0003624	genemark-LADA0H-processed-gene-6.33-mRNA-1_1&gene=genemark-LADA0H-processed-gene-6.33&CDS=1-1257	YBL103C
OG0003625	genemark-LADA0H-processed-gene-6.8-mRNA-1_1&gene=genemark-LADA0H-processed-gene-6.8&CDS=1-630	YBL102W
OG0003626	genemark-LADA0H-processed-gene-6.34-mRNA-1_1&gene=genemark-LADA0H-processed-gene-6.34&CDS=1-2850	YBL101C
OG0003627	genemark-LADA0H-processed-gene-6.9-mRNA-1_1&gene=genemark-LADA0H-processed-gene-6.9&CDS=1-2373	YPR029C
OG0003628	augustus_masked-LADA0H-processed-gene-6.78-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-6.78&CDS=1-552	YPR028W
OG0003629	genemark-LADA0H-processed-gene-6.36-mRNA-1_1&gene=genemark-LADA0H-processed-gene-6.36&CDS=1-3408	YPR026W
OG0003630	genemark-LADA0H-processed-gene-6.10-mRNA-1_1&gene=genemark-LADA0H-processed-gene-6.10&CDS=1-1644	YBL099W
OG0003631	genemark-LADA0H-processed-gene-6.11-mRNA-1_1&gene=genemark-LADA0H-processed-gene-6.11&CDS=1-1086	YPR025C
OG0003632	augustus_masked-LADA0H-processed-gene-6.80-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-6.80&CDS=1-4494	YPR024W
OG0003633	genemark-LADA0H-processed-gene-6.39-mRNA-1_1&gene=genemark-LADA0H-processed-gene-6.39&CDS=1-1488	YBL098W
OG0003634	genemark-LADA0H-processed-gene-6.12-mRNA-1_1&gene=genemark-LADA0H-processed-gene-6.12&CDS=1-717	YBL095W
OG0003635	genemark-LADA0H-processed-gene-6.13-mRNA-1_1&gene=genemark-LADA0H-processed-gene-6.13&CDS=1-1410	YER122C
OG0003636	genemark-LADA0H-processed-gene-6.41-mRNA-1_1&gene=genemark-LADA0H-processed-gene-6.41&CDS=1-609	YBL093C
OG0003637	genemark-LADA0H-processed-gene-6.14-mRNA-1_1&gene=genemark-LADA0H-processed-gene-6.14&CDS=1-393	YBL092W
OG0003638	augustus_masked-LADA0H-processed-gene-6.84-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-6.84&CDS=1-1971	YBL091C
OG0003639	genemark-LADA0H-processed-gene-6.15-mRNA-1_1&gene=genemark-LADA0H-processed-gene-6.15&CDS=1-483	YBL090W
OG0003640	genemark-LADA0H-processed-gene-6.17-mRNA-1_1&gene=genemark-LADA0H-processed-gene-6.17&CDS=1-1248	YPR118W
OG0003641	genemark-LADA0H-processed-gene-6.18-mRNA-1_1&gene=genemark-LADA0H-processed-gene-6.18&CDS=1-1503	YPR119W
OG0003642	genemark-LADA0H-processed-gene-6.43-mRNA-1_1&gene=genemark-LADA0H-processed-gene-6.43&CDS=1-1227	YPR120C
OG0003643	genemark-LADA0H-processed-gene-6.19-mRNA-1_1&gene=genemark-LADA0H-processed-gene-6.19&CDS=1-3543	YPR122W
OG0003644	genemark-LADA0H-processed-gene-6.20-mRNA-1_1&gene=genemark-LADA0H-processed-gene-6.20&CDS=1-1206	YGR111W
OG0003645	genemark-LADA0H-processed-gene-6.22-mRNA-1_1&gene=genemark-LADA0H-processed-gene-6.22&CDS=1-354	YBR253W
OG0003646	snap_masked-LADA0H-processed-gene-6.118-mRNA-1_1&gene=snap_masked-LADA0H-processed-gene-6.118&CDS=1-1704	YIR010W
OG0003647	genemark-LADA0H-processed-gene-6.44-mRNA-1_1&gene=genemark-LADA0H-processed-gene-6.44&CDS=1-510	YBR254C
OG0003648	snap_masked-LADA0H-processed-gene-6.119-mRNA-1_1&gene=snap_masked-LADA0H-processed-gene-6.119&CDS=1-1593	YBR255W
OG0003649	augustus_masked-LADA0H-processed-gene-6.87-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-6.87&CDS=1-372	YBR255C-A
OG0003650	augustus_masked-LADA0H-processed-gene-6.88-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-6.88&CDS=1-915	YIR011C
OG0003651	genemark-LADA0H-processed-gene-6.25-mRNA-1_1&gene=genemark-LADA0H-processed-gene-6.25&CDS=1-1326	YIR012W
OG0003652	genemark-LADA0H-processed-gene-6.46-mRNA-1_1&gene=genemark-LADA0H-processed-gene-6.46&CDS=1-705	YBR256C
OG0003653	genemark-LADA0H-processed-gene-6.47-mRNA-1_1&gene=genemark-LADA0H-processed-gene-6.47&CDS=1-537	YIL016W
OG0003654	snap_masked-LADA0H-processed-gene-6.121-mRNA-1_1&gene=snap_masked-LADA0H-processed-gene-6.121&CDS=1-2847	YIL017C
OG0003655	genemark-LADA0H-processed-gene-6.27-mRNA-1_1&gene=genemark-LADA0H-processed-gene-6.27&CDS=1-3111	YFR030W
OG0003656	genemark-LADA0H-processed-gene-7.0-mRNA-1_1&gene=genemark-LADA0H-processed-gene-7.0&CDS=1-3510	YFR031C
OG0003657	augustus_masked-LADA0H-processed-gene-7.106-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-7.106&CDS=1-915	YFR032C
OG0003658	maker-LADA0H-augustus-gene-7.51-mRNA-1_1&gene=maker-LADA0H-augustus-gene-7.51&CDS=1-678	YFR032C-A
OG0003659	genemark-LADA0H-processed-gene-7.24-mRNA-1_1&gene=genemark-LADA0H-processed-gene-7.24&CDS=1-1671	YFR034C
OG0003660	genemark-LADA0H-processed-gene-7.25-mRNA-1_1&gene=genemark-LADA0H-processed-gene-7.25&CDS=1-1014	YIL019W
OG0003661	genemark-LADA0H-processed-gene-7.2-mRNA-1_1&gene=genemark-LADA0H-processed-gene-7.2&CDS=1-789	YIL020C
OG0003662	genemark-LADA0H-processed-gene-7.26-mRNA-1_1&gene=genemark-LADA0H-processed-gene-7.26&CDS=1-948	YIL021W
OG0003663	genemark-LADA0H-processed-gene-7.27-mRNA-1_1&gene=genemark-LADA0H-processed-gene-7.27&CDS=1-1239	YIL022W
OG0003664	snap_masked-LADA0H-processed-gene-7.61-mRNA-1_1&gene=snap_masked-LADA0H-processed-gene-7.61&CDS=1-2913	YIL031W
OG0003665	snap_masked-LADA0H-processed-gene-7.86-mRNA-1_1&gene=snap_masked-LADA0H-processed-gene-7.86&CDS=1-3873	YIL030C
OG0003666	genemark-LADA0H-processed-gene-7.29-mRNA-1_1&gene=genemark-LADA0H-processed-gene-7.29&CDS=1-423	YIL027C
OG0003667	snap_masked-LADA0H-processed-gene-7.88-mRNA-1_1&gene=snap_masked-LADA0H-processed-gene-7.88&CDS=1-3294	YIL026C
OG0003668	snap_masked-LADA0H-processed-gene-7.89-mRNA-1_1&gene=snap_masked-LADA0H-processed-gene-7.89&CDS=1-750	YIL024C
OG0003669	snap_masked-LADA0H-processed-gene-7.90-mRNA-1_1&gene=snap_masked-LADA0H-processed-gene-7.90&CDS=1-1200	YIL023C
OG0003670	augustus_masked-LADA0H-processed-gene-7.111-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-7.111&CDS=1-1212	YLR360W
OG0003671	snap_masked-LADA0H-processed-gene-7.91-mRNA-1_1&gene=snap_masked-LADA0H-processed-gene-7.91&CDS=1-1746	YLR361C
OG0003672	genemark-LADA0H-processed-gene-7.6-mRNA-1_1&gene=genemark-LADA0H-processed-gene-7.6&CDS=1-2241	YLR362W
OG0003673	genemark-LADA0H-processed-gene-7.7-mRNA-1_1&gene=genemark-LADA0H-processed-gene-7.7&CDS=1-3069	YMR231W
OG0003674	snap_masked-LADA0H-processed-gene-7.65-mRNA-1_1&gene=snap_masked-LADA0H-processed-gene-7.65&CDS=1-1953	YMR232W
OG0003675	augustus_masked-LADA0H-processed-gene-7.114-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-7.114&CDS=1-1161	YOR294W
OG0003676	snap_masked-LADA0H-processed-gene-7.68-mRNA-1_1&gene=snap_masked-LADA0H-processed-gene-7.68&CDS=1-3900	YOR296W
OG0003677	genemark-LADA0H-processed-gene-7.12-mRNA-1_1&gene=genemark-LADA0H-processed-gene-7.12&CDS=1-1143	YMR234W
OG0003678	genemark-LADA0H-processed-gene-7.34-mRNA-1_1&gene=genemark-LADA0H-processed-gene-7.34&CDS=1-558	YOR297C
OG0003679	snap_masked-LADA0H-processed-gene-7.70-mRNA-1_1&gene=snap_masked-LADA0H-processed-gene-7.70&CDS=1-1299	YOR298W
OG0003680	genemark-LADA0H-processed-gene-7.35-mRNA-1_1&gene=genemark-LADA0H-processed-gene-7.35&CDS=1-1224	YMR235C
OG0003681	genemark-LADA0H-processed-gene-7.36-mRNA-1_1&gene=genemark-LADA0H-processed-gene-7.36&CDS=1-453	YOR298C-A
OG0003682	genemark-LADA0H-processed-gene-7.14-mRNA-1_1&gene=genemark-LADA0H-processed-gene-7.14&CDS=1-1209	YBL055C
OG0003683	genemark-LADA0H-processed-gene-7.37-mRNA-1_1&gene=genemark-LADA0H-processed-gene-7.37&CDS=1-1332	YBL056W
OG0003684	genemark-LADA0H-processed-gene-7.15-mRNA-1_1&gene=genemark-LADA0H-processed-gene-7.15&CDS=1-1518	YER090W
OG0003685	genemark-LADA0H-processed-gene-7.16-mRNA-1_1&gene=genemark-LADA0H-processed-gene-7.16&CDS=1-648	YBL057C
OG0003686	genemark-LADA0H-processed-gene-7.38-mRNA-1_1&gene=genemark-LADA0H-processed-gene-7.38&CDS=1-1161	YBL058W
OG0003687	genemark-LADA0H-processed-gene-7.39-mRNA-1_1&gene=genemark-LADA0H-processed-gene-7.39&CDS=1-2307	YER091C
OG0003688	genemark-LADA0H-processed-gene-7.17-mRNA-1_1&gene=genemark-LADA0H-processed-gene-7.17&CDS=1-342	YER092W
OG0003689	augustus_masked-LADA0H-processed-gene-7.141-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-7.141&CDS=1-4329	YER093C
OG0003690	augustus_masked-LADA0H-processed-gene-7.121-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-7.121&CDS=1-321	YBL059C-A
OG0003691	snap_masked-LADA0H-processed-gene-7.100-mRNA-1_1&gene=snap_masked-LADA0H-processed-gene-7.100&CDS=1-2538	YER094C
OG0003692	genemark-LADA0H-processed-gene-7.18-mRNA-1_1&gene=genemark-LADA0H-processed-gene-7.18&CDS=1-1146	YER095W
OG0003693	genemark-LADA0H-processed-gene-7.19-mRNA-1_1&gene=genemark-LADA0H-processed-gene-7.19&CDS=1-1962	YBL061C
OG0003694	genemark-LADA0H-processed-gene-7.20-mRNA-1_1&gene=genemark-LADA0H-processed-gene-7.20&CDS=1-741	YBL064C
OG0003695	genemark-LADA0H-processed-gene-7.21-mRNA-1_1&gene=genemark-LADA0H-processed-gene-7.21&CDS=1-3159	YBL066C
OG0003696	genemark-LADA0H-processed-gene-7.22-mRNA-1_1&gene=genemark-LADA0H-processed-gene-7.22&CDS=1-2133	YBL067C
OG0003697	genemark-LADA0H-processed-gene-7.44-mRNA-1_1&gene=genemark-LADA0H-processed-gene-7.44&CDS=1-951	YER099C
OG0003698	genemark-LADA0H-processed-gene-8.0-mRNA-1_1&gene=genemark-LADA0H-processed-gene-8.0&CDS=1-735	YER100W
OG0003699	augustus_masked-LADA0H-processed-gene-8.42-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-8.42&CDS=1-246	YBL071W-A
OG0003700	genemark-LADA0H-processed-gene-8.2-mRNA-1_1&gene=genemark-LADA0H-processed-gene-8.2&CDS=1-1089	YBL074C
OG0003701	genemark-LADA0H-processed-gene-8.5-mRNA-1_1&gene=genemark-LADA0H-processed-gene-8.5&CDS=1-3216	YBL076C
OG0003702	genemark-LADA0H-processed-gene-8.7-mRNA-1_1&gene=genemark-LADA0H-processed-gene-8.7&CDS=1-354	YBL078C
OG0003703	genemark-LADA0H-processed-gene-8.20-mRNA-1_1&gene=genemark-LADA0H-processed-gene-8.20&CDS=1-4383	YBL079W
OG0003704	snap_masked-LADA0H-processed-gene-8.82-mRNA-1_1&gene=snap_masked-LADA0H-processed-gene-8.82&CDS=1-822	YER106W
OG0003705	genemark-LADA0H-processed-gene-8.9-mRNA-1_1&gene=genemark-LADA0H-processed-gene-8.9&CDS=1-1605	YBL080C
OG0003706	snap_masked-LADA0H-processed-gene-8.94-mRNA-1_1&gene=snap_masked-LADA0H-processed-gene-8.94&CDS=1-1101	YBL081W
OG0003707	genemark-LADA0H-processed-gene-8.22-mRNA-1_1&gene=genemark-LADA0H-processed-gene-8.22&CDS=1-1101	YER107C
OG0003708	snap_masked-LADA0H-processed-gene-8.96-mRNA-1_1&gene=snap_masked-LADA0H-processed-gene-8.96&CDS=1-2742	YER109C
OG0003709	genemark-LADA0H-processed-gene-8.24-mRNA-1_1&gene=genemark-LADA0H-processed-gene-8.24&CDS=1-1365	YBL082C
OG0003710	augustus_masked-LADA0H-processed-gene-8.59-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-8.59&CDS=1-3333	YER110C
OG0003711	augustus_masked-LADA0H-processed-gene-8.60-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-8.60&CDS=1-2721	YER111C
OG0003712	genemark-LADA0H-processed-gene-8.10-mRNA-1_1&gene=genemark-LADA0H-processed-gene-8.10&CDS=1-531	YER112W
OG0003713	genemark-LADA0H-processed-gene-8.26-mRNA-1_1&gene=genemark-LADA0H-processed-gene-8.26&CDS=1-2097	YER113C
OG0003714	genemark-LADA0H-processed-gene-8.11-mRNA-1_1&gene=genemark-LADA0H-processed-gene-8.11&CDS=1-1935	YBL084C
OG0003715	genemark-LADA0H-processed-gene-8.27-mRNA-1_1&gene=genemark-LADA0H-processed-gene-8.27&CDS=1-3081	YER114C
OG0003716	genemark-LADA0H-processed-gene-8.12-mRNA-1_1&gene=genemark-LADA0H-processed-gene-8.12&CDS=1-1248	YBL086C
OG0003717	genemark-LADA0H-processed-gene-8.29-mRNA-1_1&gene=genemark-LADA0H-processed-gene-8.29&CDS=1-720	YER116C
OG0003718	genemark-LADA0H-processed-gene-8.14-mRNA-1_1&gene=genemark-LADA0H-processed-gene-8.14&CDS=1-8304	YBL088C
OG0003719	genemark-LADA0H-processed-gene-8.30-mRNA-1_1&gene=genemark-LADA0H-processed-gene-8.30&CDS=1-1023	YER118C
OG0003720	snap_masked-LADA0H-processed-gene-8.88-mRNA-1_1&gene=snap_masked-LADA0H-processed-gene-8.88&CDS=1-780	YGR106C
OG0003721	snap_masked-LADA0H-processed-gene-8.105-mRNA-1_1&gene=snap_masked-LADA0H-processed-gene-8.105&CDS=1-246	YGR105W
OG0003722	augustus_masked-LADA0H-processed-gene-8.53-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-8.53&CDS=1-816	YGR104C
OG0003723	genemark-LADA0H-processed-gene-8.31-mRNA-1_1&gene=genemark-LADA0H-processed-gene-8.31&CDS=1-1806	YGR103W
OG0003724	genemark-LADA0H-processed-gene-8.17-mRNA-1_1&gene=genemark-LADA0H-processed-gene-8.17&CDS=1-492	YGR102C
OG0003725	augustus_masked-LADA0H-processed-gene-8.67-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-8.67&CDS=1-3747	YGR100W
OG0003726	snap_masked-LADA0H-processed-gene-8.110-mRNA-1_1&gene=snap_masked-LADA0H-processed-gene-8.110&CDS=1-2106	YGR099W
OG0003727	augustus_masked-LADA0H-processed-gene-8.55-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-8.55&CDS=1-4878	YGR098C
OG0003728	snap_masked-LADA0H-processed-gene-8.111-mRNA-1_1&gene=snap_masked-LADA0H-processed-gene-8.111&CDS=1-825	YPR116W
OG0003729	genemark-LADA0H-processed-gene-9.3-mRNA-1_1&gene=genemark-LADA0H-processed-gene-9.3&CDS=1-933	YPR114W
OG0003730	genemark-LADA0H-processed-gene-9.0-mRNA-1_1&gene=genemark-LADA0H-processed-gene-9.0&CDS=1-816	YPL199C
OG0003731	genemark-LADA0H-processed-gene-9.5-mRNA-1_1&gene=genemark-LADA0H-processed-gene-9.5&CDS=1-1182	YGL075C
OG0003732	augustus_masked-LADA0H-processed-gene-9.61-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-9.61&CDS=1-1596	YGL071W
OG0003733	genemark-LADA0H-processed-gene-9.7-mRNA-1_1&gene=genemark-LADA0H-processed-gene-9.7&CDS=1-504	YGL068W
OG0003734	genemark-LADA0H-processed-gene-9.34-mRNA-1_1&gene=genemark-LADA0H-processed-gene-9.34&CDS=1-1482	YPL204W
OG0003735	augustus_masked-LADA0H-processed-gene-9.63-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-9.63&CDS=1-1059	YGL067W
OG0003736	genemark-LADA0H-processed-gene-9.9-mRNA-1_1&gene=genemark-LADA0H-processed-gene-9.9&CDS=1-960	YPL206C
OG0003737	genemark-LADA0H-processed-gene-9.10-mRNA-1_1&gene=genemark-LADA0H-processed-gene-9.10&CDS=1-1677	YGL066W
OG0003738	genemark-LADA0H-processed-gene-9.35-mRNA-1_1&gene=genemark-LADA0H-processed-gene-9.35&CDS=1-1548	YGL065C
OG0003739	genemark-LADA0H-processed-gene-9.36-mRNA-1_1&gene=genemark-LADA0H-processed-gene-9.36&CDS=1-2325	YPL207W
OG0003740	genemark-LADA0H-processed-gene-9.37-mRNA-1_1&gene=genemark-LADA0H-processed-gene-9.37&CDS=1-1770	YPL208W
OG0003741	genemark-LADA0H-processed-gene-9.12-mRNA-1_1&gene=genemark-LADA0H-processed-gene-9.12&CDS=1-1170	YPL209C
OG0003742	augustus_masked-LADA0H-processed-gene-9.90-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-9.90&CDS=1-1623	YGL064C
OG0003743	augustus_masked-LADA0H-processed-gene-9.68-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-9.68&CDS=1-1809	YPL210C
OG0003744	genemark-LADA0H-processed-gene-9.41-mRNA-1_1&gene=genemark-LADA0H-processed-gene-9.41&CDS=1-543	YPL211W
OG0003745	genemark-LADA0H-processed-gene-9.14-mRNA-1_1&gene=genemark-LADA0H-processed-gene-9.14&CDS=1-1641	YPL212C
OG0003746	genemark-LADA0H-processed-gene-9.15-mRNA-1_1&gene=genemark-LADA0H-processed-gene-9.15&CDS=1-1350	YGL129C
OG0003747	genemark-LADA0H-processed-gene-9.42-mRNA-1_1&gene=genemark-LADA0H-processed-gene-9.42&CDS=1-1413	YGL130W
