	Saccharomyces_cerevisiae	yHMPu5000035654_Tortispora_ganteri
OG0002630	YOR095C	augustus_masked-flattened_line_64-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.62&CDS=1-717
OG0002631	YOR100C	augustus_masked-flattened_line_2-processed-gene-5.118-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.118&CDS=1-984
OG0002632	YOR101W	augustus_masked-flattened_line_32-processed-gene-0.206-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.206&CDS=1-675
OG0002633	YOR103C	augustus_masked-flattened_line_22-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.64&CDS=1-414
OG0002634	YOR111W	augustus_masked-flattened_line_2-processed-gene-3.90-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.90&CDS=1-798
OG0002635	YOR113W	augustus_masked-flattened_line_2-processed-gene-6.193-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.193&CDS=1-1419
OG0002636	YOR115C	augustus_masked-flattened_line_40-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.30&CDS=1-510
OG0002637	YOR116C	augustus_masked-flattened_line_12-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.108&CDS=1-4233
OG0002638	YOR117W	augustus_masked-flattened_line_34-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.156&CDS=1-1290
OG0002639	YOR118W	augustus_masked-flattened_line_14-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.91&CDS=1-1773
OG0002640	YOR119C	augustus_masked-flattened_line_8-processed-gene-4.218-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.218&CDS=1-1413
OG0002641	YOR123C	augustus_masked-flattened_line_14-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.13&CDS=1-1293
OG0002642	YOR124C	augustus_masked-flattened_line_2-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.16&CDS=1-3360
OG0002643	YOR125C	augustus_masked-flattened_line_22-processed-gene-1.197-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.197&CDS=1-507
OG0002644	YOR128C	augustus_masked-flattened_line_32-processed-gene-0.280-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.280&CDS=1-1710
OG0002645	YOR130C	augustus_masked-flattened_line_38-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.45&CDS=1-882
OG0002646	YOR131C	augustus_masked-flattened_line_12-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.107&CDS=1-576
OG0002647	YOR132W	genemark-flattened_line_12-processed-gene-1.1-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.1&CDS=1-1455
OG0002648	YOR134W	augustus_masked-flattened_line_4-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.119&CDS=1-1155
OG0002649	YOR136W	maker-flattened_line_34-augustus-gene-0.5-mRNA-1_1&gene=maker-flattened_line_34-augustus-gene-0.5&CDS=1-1116
OG0002650	YOR138C	augustus_masked-flattened_line_74-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.31&CDS=1-2025
OG0002651	YOR141C	snap_masked-flattened_line_22-processed-gene-1.112-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.112&CDS=1-2313
OG0002652	YOR142W	augustus_masked-flattened_line_0-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.36&CDS=1-2010
OG0002653	YOR143C	snap_masked-flattened_line_8-processed-gene-1.55-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.55&CDS=1-663
OG0002654	YOR145C	augustus_masked-flattened_line_0-processed-gene-6.321-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.321&CDS=1-753
OG0002655	YOR149C	augustus_masked-flattened_line_64-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.43&CDS=1-1425
OG0002656	YOR150W	augustus_masked-flattened_line_22-processed-gene-1.224-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.224&CDS=1-444
OG0002657	YOR151C	augustus_masked-flattened_line_12-processed-gene-2.241-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.241&CDS=1-4548
OG0002658	YOR153W	augustus_masked-flattened_line_2-processed-gene-5.156-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.156&CDS=1-4488
OG0002659	YOR154W	maker-flattened_line_10-snap-gene-2.339-mRNA-1_1&gene=maker-flattened_line_10-snap-gene-2.339&CDS=1-1632
OG0002660	YOR157C	augustus_masked-flattened_line_14-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.110&CDS=1-801
OG0002661	YOR158W	augustus_masked-flattened_line_18-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.87&CDS=1-1011
OG0002662	YOR160W	augustus_masked-flattened_line_60-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.99&CDS=1-2877
OG0002663	YOR164C	augustus_masked-flattened_line_26-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.55&CDS=1-936
OG0002664	YOR165W	augustus_masked-flattened_line_4-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.71&CDS=1-2457
OG0002665	YOR166C	augustus_masked-flattened_line_36-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.83&CDS=1-1326
OG0002666	YOR168W	augustus_masked-flattened_line_8-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.16&CDS=1-2085
OG0002667	YOR174W	augustus_masked-flattened_line_2-processed-gene-5.121-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.121&CDS=1-723
OG0002668	YOR176W	augustus_masked-flattened_line_8-processed-gene-4.211-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.211&CDS=1-1125
OG0002669	YOR181W	augustus_masked-flattened_line_0-processed-gene-6.326-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.326&CDS=1-1992
OG0002670	YOR184W	maker-flattened_line_8-augustus-gene-4.90-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-4.90&CDS=1-2472
OG0002671	YOR187W	augustus_masked-flattened_line_62-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.80&CDS=1-1287
OG0002672	YOR196C	augustus_masked-flattened_line_20-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.77&CDS=1-5295
OG0002673	YOR197W	genemark-flattened_line_0-processed-gene-0.115-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.115&CDS=1-1077
OG0002674	YOR198C	augustus_masked-flattened_line_0-processed-gene-6.294-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.294&CDS=1-1242
OG0002675	YOR202W	augustus_masked-flattened_line_0-processed-gene-4.20-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.20&CDS=1-636
OG0002676	YOR204W	augustus_masked-flattened_line_2-processed-gene-4.159-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.159&CDS=1-1992
OG0002677	YOR206W	augustus_masked-flattened_line_10-processed-gene-2.181-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.181&CDS=1-2028
OG0002678	YOR207C	augustus_masked-flattened_line_0-processed-gene-6.309-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.309&CDS=1-3492
OG0002679	YOR209C	augustus_masked-flattened_line_16-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.46&CDS=1-1272
OG0002680	YOR210W	snap_masked-flattened_line_10-processed-gene-2.287-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.287&CDS=1-216
OG0002681	YOR211C	augustus_masked-flattened_line_18-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.61&CDS=1-2622
OG0002682	YOR212W	augustus_masked-flattened_line_8-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.22&CDS=1-1080
OG0002683	YOR216C	augustus_masked-flattened_line_16-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.94&CDS=1-1908
OG0002684	YOR217W	augustus_masked-flattened_line_2-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.79&CDS=1-2502
OG0002685	YOR232W	augustus_masked-flattened_line_2-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.80&CDS=1-732
OG0002686	YOR233W	augustus_masked-flattened_line_12-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.37&CDS=1-2358
OG0002687	YOR236W	augustus_masked-flattened_line_44-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.141&CDS=1-555
OG0002688	YOR238W	augustus_masked-flattened_line_16-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.35&CDS=1-1056
OG0002689	YOR239W	augustus_masked-flattened_line_82-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.27&CDS=1-900
OG0002690	YOR241W	snap_masked-flattened_line_26-processed-gene-1.137-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.137&CDS=1-1422
OG0002691	YOR243C	augustus_masked-flattened_line_0-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.13&CDS=1-1842
OG0002692	YOR244W	augustus_masked-flattened_line_12-processed-gene-2.216-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.216&CDS=1-1404
OG0002693	YOR245C	augustus_masked-flattened_line_46-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.0&CDS=1-1107
OG0002694	YOR246C	augustus_masked-flattened_line_12-processed-gene-2.262-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.262&CDS=1-4389
OG0002695	YOR249C	augustus_masked-flattened_line_68-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.35&CDS=1-2166
OG0002696	YOR250C	augustus_masked-flattened_line_4-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.52&CDS=1-1368
OG0002697	YOR251C	snap_masked-flattened_line_54-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.80&CDS=1-900
OG0002698	YOR253W	augustus_masked-flattened_line_8-processed-gene-2.92-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.92&CDS=1-471
OG0002699	YOR254C	augustus_masked-flattened_line_10-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.86&CDS=1-2094
OG0002700	YOR256C, YPL176C	
OG0002701	YOR257W	augustus_masked-flattened_line_10-processed-gene-2.194-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.194&CDS=1-543
OG0002702	YOR258W	augustus_masked-flattened_line_0-processed-gene-5.90-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.90&CDS=1-681
OG0002703	YOR260W	augustus_masked-flattened_line_24-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.72&CDS=1-1506
OG0002704	YOR261C	augustus_masked-flattened_line_0-processed-gene-4.40-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.40&CDS=1-1008
OG0002705	YOR262W	augustus_masked-flattened_line_58-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.72&CDS=1-1032
OG0002706	YOR269W	augustus_masked-flattened_line_2-processed-gene-4.132-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.132&CDS=1-1269
OG0002707	YOR270C	augustus_masked-flattened_line_10-processed-gene-2.145-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.145&CDS=1-2490
OG0002708	YOR271C	augustus_masked-flattened_line_40-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.1&CDS=1-999
OG0002709	YOR272W	augustus_masked-flattened_line_40-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.5&CDS=1-1239
OG0002710	YOR274W	augustus_masked-flattened_line_8-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.86&CDS=1-1260
OG0002711	YOR275C	augustus_masked-flattened_line_46-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.20&CDS=1-2250
OG0002712	YOR278W	augustus_masked-flattened_line_6-processed-gene-4.110-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.110&CDS=1-732
OG0002713	YOR281C	augustus_masked-flattened_line_24-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.108&CDS=1-687
OG0002714	YOR285W	augustus_masked-flattened_line_0-processed-gene-6.292-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.292&CDS=1-492
OG0002715	YOR288C	augustus_masked-flattened_line_4-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.103&CDS=1-723
OG0002716	YOR289W	augustus_masked-flattened_line_28-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.93&CDS=1-612
OG0002717	YOR291W	augustus_masked-flattened_line_0-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.55&CDS=1-4023
OG0002718	YOR292C	augustus_masked-flattened_line_6-processed-gene-4.169-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.169&CDS=1-903
OG0002719	YOR294W	augustus_masked-flattened_line_18-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.92&CDS=1-432
OG0002720	YOR296W	snap_masked-flattened_line_4-processed-gene-3.20-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.20&CDS=1-3807
OG0002721	YOR297C	augustus_masked-flattened_line_12-processed-gene-2.210-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.210&CDS=1-498
OG0002722	YOR298C-A	augustus_masked-flattened_line_12-processed-gene-2.256-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.256&CDS=1-4362
OG0002723	YOR301W	genemark-flattened_line_6-processed-gene-0.130-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.130&CDS=1-1152
OG0002724	YOR303W	augustus_masked-flattened_line_82-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.23&CDS=1-1260
OG0002725	YOR307C	augustus_masked-flattened_line_0-processed-gene-6.311-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.311&CDS=1-1071
OG0002726	YOR310C	augustus_masked-flattened_line_20-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.94&CDS=1-1584
OG0002727	YOR311C	augustus_masked-flattened_line_20-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.73&CDS=1-924
OG0002728	YOR319W	augustus_masked-flattened_line_10-processed-gene-2.207-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.207&CDS=1-663
OG0002729	YOR320C	augustus_masked-flattened_line_26-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.101&CDS=1-996
OG0002730	YOR322C	augustus_masked-flattened_line_6-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.82&CDS=1-1254
OG0002731	YOR323C	augustus_masked-flattened_line_54-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.134&CDS=1-1296
OG0002732	YOR327C	augustus_masked-flattened_line_42-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.96&CDS=1-330
OG0002733	YOR329C	augustus_masked-flattened_line_4-processed-gene-5.109-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.109&CDS=1-1029
OG0002734	YOR330C	augustus_masked-flattened_line_18-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.86&CDS=1-3207
OG0002735	YOR332W	augustus_masked-flattened_line_0-processed-gene-5.99-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.99&CDS=1-687
OG0002736	YOR335C	augustus_masked-flattened_line_8-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.69&CDS=1-2904
OG0002737	YOR339C	augustus_masked-flattened_line_4-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.69&CDS=1-519
OG0002738	YOR340C	augustus_masked-flattened_line_18-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.90&CDS=1-594
OG0002739	YOR341W	augustus_masked-flattened_line_2-processed-gene-5.148-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.148&CDS=1-4965
OG0002740	YOR346W	augustus_masked-flattened_line_44-processed-gene-0.201-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.201&CDS=1-2685
OG0002741	YOR349W	augustus_masked-flattened_line_6-processed-gene-3.87-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.87&CDS=1-2913
OG0002742	YOR352W	augustus_masked-flattened_line_4-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.81&CDS=1-456
OG0002743	YOR353C	genemark-flattened_line_46-processed-gene-0.214-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.214&CDS=1-2196
OG0002744	YOR356W	augustus_masked-flattened_line_12-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.8&CDS=1-1812
OG0002745	YOR357C	maker-flattened_line_68-augustus-gene-0.68-mRNA-1_1&gene=maker-flattened_line_68-augustus-gene-0.68&CDS=1-483
OG0002746	YOR358W	augustus_masked-flattened_line_26-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.23&CDS=1-471
OG0002747	YOR359W	augustus_masked-flattened_line_26-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.84&CDS=1-1443
OG0002748	YOR360C	snap_masked-flattened_line_26-processed-gene-0.110-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.110&CDS=1-1647
OG0002749	YOR361C	augustus_masked-flattened_line_8-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.123&CDS=1-2271
OG0002750	YOR362C	augustus_masked-flattened_line_16-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.98&CDS=1-777
OG0002751	YOR369C	augustus_masked-flattened_line_18-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.68&CDS=1-438
OG0002752	YOR370C	augustus_masked-flattened_line_0-processed-gene-6.273-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.273&CDS=1-1557
OG0002753	YOR388C	augustus_masked-flattened_line_8-processed-gene-4.246-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.246&CDS=1-1089
OG0002754	YPL001W	augustus_masked-flattened_line_10-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.64&CDS=1-1209
OG0002755	YPL002C	augustus_masked-flattened_line_18-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.105&CDS=1-720
OG0002756	YPL003W	augustus_masked-flattened_line_32-processed-gene-0.247-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.247&CDS=1-1389
OG0002757	YPL006W	augustus_masked-flattened_line_72-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.78&CDS=1-3807
OG0002758	YPL008W	augustus_masked-flattened_line_6-processed-gene-4.173-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.173&CDS=1-2343
OG0002759	YPL009C	augustus_masked-flattened_line_36-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.56&CDS=1-2871
OG0002760	YPL010W	augustus_masked-flattened_line_36-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.9&CDS=1-561
OG0002761	YPL011C	augustus_masked-flattened_line_36-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.55&CDS=1-666
