	Saccharomyces_cerevisiae	yHMPu5000034754_Lipomyces_arxii
OG0002376	YLR407W	genemark-NODE_6_length_284188_cov_11.2289_ID_11-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_6_length_284188_cov_11.2289_ID_11-processed-gene-0.41&CDS=1-1365
OG0002377	YLR409C	maker-NODE_6_length_284188_cov_11.2289_ID_11-augustus-gene-0.125-mRNA-1_1&gene=maker-NODE_6_length_284188_cov_11.2289_ID_11-augustus-gene-0.125&CDS=1-2775
OG0002378	YLR410W	genemark-NODE_6_length_284188_cov_11.2289_ID_11-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_6_length_284188_cov_11.2289_ID_11-processed-gene-0.40&CDS=1-3081
OG0002379	YLR411W	genemark-NODE_84_length_71601_cov_11.8655_ID_167-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_84_length_71601_cov_11.8655_ID_167-processed-gene-0.43&CDS=1-525
OG0002380	YLR412W	genemark-NODE_6_length_284188_cov_11.2289_ID_11-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_6_length_284188_cov_11.2289_ID_11-processed-gene-0.61&CDS=1-996
OG0002381	YLR418C	genemark-NODE_4_length_289952_cov_11.2436_ID_7-processed-gene-1.161-mRNA-1_1&gene=genemark-NODE_4_length_289952_cov_11.2436_ID_7-processed-gene-1.161&CDS=1-1242
OG0002382	YLR419W	genemark-NODE_190_length_21864_cov_12.6844_ID_379-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_190_length_21864_cov_12.6844_ID_379-processed-gene-0.19&CDS=1-4062
OG0002383	YLR420W	augustus_masked-NODE_10_length_247159_cov_11.3339_ID_19-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-NODE_10_length_247159_cov_11.3339_ID_19-processed-gene-1.83&CDS=1-2016
OG0002384	YLR421C	genemark-NODE_83_length_73995_cov_12.4544_ID_165-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_83_length_73995_cov_12.4544_ID_165-processed-gene-0.11&CDS=1-966
OG0002385	YLR422W	snap_masked-NODE_47_length_115791_cov_10.9052_ID_93-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_47_length_115791_cov_10.9052_ID_93-processed-gene-0.47&CDS=1-5757
OG0002386	YLR423C	genemark-NODE_39_length_132718_cov_11.6163_ID_77-processed-gene-0.192-mRNA-1_1&gene=genemark-NODE_39_length_132718_cov_11.6163_ID_77-processed-gene-0.192&CDS=1-1287
OG0002387	YLR424W	genemark-NODE_283_length_9360_cov_10.6907_ID_565-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_283_length_9360_cov_10.6907_ID_565-processed-gene-0.7&CDS=1-2451
OG0002388	YLR427W	genemark-NODE_163_length_28409_cov_15.9864_ID_325-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_163_length_28409_cov_15.9864_ID_325-processed-gene-0.1&CDS=1-2205
OG0002389	YLR429W	maker-NODE_9_length_249165_cov_11.2857_ID_17-augustus-gene-1.258-mRNA-1_1&gene=maker-NODE_9_length_249165_cov_11.2857_ID_17-augustus-gene-1.258&CDS=1-1965
OG0002390	YLR430W	genemark-NODE_6_length_284188_cov_11.2289_ID_11-processed-gene-1.55-mRNA-1_1&gene=genemark-NODE_6_length_284188_cov_11.2289_ID_11-processed-gene-1.55&CDS=1-5940
OG0002391	YLR433C	genemark-NODE_97_length_62045_cov_11.7576_ID_193-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_97_length_62045_cov_11.7576_ID_193-processed-gene-0.56&CDS=1-1656
OG0002392	YLR435W	genemark-NODE_17_length_218247_cov_11.4706_ID_33-processed-gene-1.131-mRNA-1_1&gene=genemark-NODE_17_length_218247_cov_11.4706_ID_33-processed-gene-1.131&CDS=1-444
OG0002393	YLR438C-A	genemark-NODE_65_length_90892_cov_11.2911_ID_129-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_65_length_90892_cov_11.2911_ID_129-processed-gene-0.75&CDS=1-291
OG0002394	YLR438W	maker-NODE_187_length_23179_cov_13.5084_ID_373-augustus-gene-0.31-mRNA-1_1&gene=maker-NODE_187_length_23179_cov_13.5084_ID_373-augustus-gene-0.31&CDS=1-1305
OG0002395	YLR439W	genemark-NODE_108_length_53958_cov_11.4862_ID_215-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_108_length_53958_cov_11.4862_ID_215-processed-gene-0.13&CDS=1-969
OG0002396	YLR441C	genemark-NODE_25_length_182198_cov_11.6102_ID_49-processed-gene-0.146-mRNA-1_1&gene=genemark-NODE_25_length_182198_cov_11.6102_ID_49-processed-gene-0.146&CDS=1-774
OG0002397	YLR447C	genemark-NODE_181_length_24351_cov_15.3716_ID_361-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_181_length_24351_cov_15.3716_ID_361-processed-gene-0.12&CDS=1-1032
OG0002398	YLR451W	genemark-NODE_42_length_124964_cov_11.4052_ID_83-processed-gene-0.124-mRNA-1_1&gene=genemark-NODE_42_length_124964_cov_11.4052_ID_83-processed-gene-0.124&CDS=1-2586
OG0002399	YLR452C	genemark-NODE_86_length_69400_cov_11.2735_ID_171-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_86_length_69400_cov_11.2735_ID_171-processed-gene-0.28&CDS=1-1656
OG0002400	YLR454W	genemark-NODE_57_length_98791_cov_11.4046_ID_113-processed-gene-0.121-mRNA-1_1&gene=genemark-NODE_57_length_98791_cov_11.4046_ID_113-processed-gene-0.121&CDS=1-8829
OG0002401	YLR459W	genemark-NODE_4_length_289952_cov_11.2436_ID_7-processed-gene-1.211-mRNA-1_1&gene=genemark-NODE_4_length_289952_cov_11.2436_ID_7-processed-gene-1.211&CDS=1-1215
OG0002402	YML001W	maker-NODE_172_length_26598_cov_13.3476_ID_343-augustus-gene-0.31-mRNA-1_1&gene=maker-NODE_172_length_26598_cov_13.3476_ID_343-augustus-gene-0.31&CDS=1-618
OG0002403	YML002W	genemark-NODE_79_length_76759_cov_11.5973_ID_157-processed-gene-0.98-mRNA-1_1&gene=genemark-NODE_79_length_76759_cov_11.5973_ID_157-processed-gene-0.98&CDS=1-3369
OG0002404	YML004C	snap_masked-NODE_69_length_87016_cov_10.832_ID_137-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_69_length_87016_cov_10.832_ID_137-processed-gene-0.37&CDS=1-1011
OG0002405	YML005W	genemark-NODE_14_length_231766_cov_11.1265_ID_27-processed-gene-1.67-mRNA-1_1&gene=genemark-NODE_14_length_231766_cov_11.1265_ID_27-processed-gene-1.67&CDS=1-1350
OG0002406	YML007W	genemark-NODE_68_length_87717_cov_11.3619_ID_135-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_68_length_87717_cov_11.3619_ID_135-processed-gene-0.73&CDS=1-1590
OG0002407	YML008C	genemark-NODE_96_length_63227_cov_12.2591_ID_191-processed-gene-0.88-mRNA-1_1&gene=genemark-NODE_96_length_63227_cov_12.2591_ID_191-processed-gene-0.88&CDS=1-1134
OG0002408	YML009C	augustus_masked-NODE_16_length_223381_cov_11.4667_ID_31-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-NODE_16_length_223381_cov_11.4667_ID_31-processed-gene-1.47&CDS=1-243
OG0002409	YML010W	genemark-NODE_13_length_234993_cov_11.5573_ID_25-processed-gene-0.48-mRNA-1_1&gene=genemark-NODE_13_length_234993_cov_11.5573_ID_25-processed-gene-0.48&CDS=1-3000
OG0002410	YML012W	maker-NODE_123_length_45851_cov_12.4793_ID_245-augustus-gene-0.48-mRNA-1_1&gene=maker-NODE_123_length_45851_cov_12.4793_ID_245-augustus-gene-0.48&CDS=1-690
OG0002411	YML014W	genemark-NODE_52_length_103870_cov_11.3034_ID_103-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_52_length_103870_cov_11.3034_ID_103-processed-gene-0.15&CDS=1-711
OG0002412	YML015C	snap_masked-NODE_4_length_289952_cov_11.2436_ID_7-processed-gene-1.93-mRNA-1_1&gene=snap_masked-NODE_4_length_289952_cov_11.2436_ID_7-processed-gene-1.93&CDS=1-372
OG0002413	YML018C	genemark-NODE_172_length_26598_cov_13.3476_ID_343-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_172_length_26598_cov_13.3476_ID_343-processed-gene-0.22&CDS=1-1500
OG0002414	YML020W	genemark-NODE_123_length_45851_cov_12.4793_ID_245-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_123_length_45851_cov_12.4793_ID_245-processed-gene-0.4&CDS=1-2841
OG0002415	YML021C	augustus_masked-NODE_2_length_326681_cov_11.449_ID_3-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-NODE_2_length_326681_cov_11.449_ID_3-processed-gene-2.74&CDS=1-1665
OG0002416	YML022W	genemark-NODE_16_length_223381_cov_11.4667_ID_31-processed-gene-0.113-mRNA-1_1&gene=genemark-NODE_16_length_223381_cov_11.4667_ID_31-processed-gene-0.113&CDS=1-579
OG0002417	YML025C	genemark-NODE_122_length_46585_cov_11.714_ID_243-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_122_length_46585_cov_11.714_ID_243-processed-gene-0.21&CDS=1-1092
OG0002418	YML030W	genemark-NODE_145_length_34410_cov_11.2031_ID_289-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_145_length_34410_cov_11.2031_ID_289-processed-gene-0.25&CDS=1-393
OG0002419	YML031W	maker-NODE_11_length_244810_cov_11.4858_ID_21-augustus-gene-0.153-mRNA-1_1&gene=maker-NODE_11_length_244810_cov_11.4858_ID_21-augustus-gene-0.153&CDS=1-1827
OG0002420	YML032C	genemark-NODE_11_length_244810_cov_11.4858_ID_21-processed-gene-0.112-mRNA-1_1&gene=genemark-NODE_11_length_244810_cov_11.4858_ID_21-processed-gene-0.112&CDS=1-1695
OG0002421	YML035C	maker-NODE_127_length_41214_cov_11.8478_ID_253-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_127_length_41214_cov_11.8478_ID_253-augustus-gene-0.0&CDS=1-4284
OG0002422	YML036W	genemark-NODE_39_length_132718_cov_11.6163_ID_77-processed-gene-0.187-mRNA-1_1&gene=genemark-NODE_39_length_132718_cov_11.6163_ID_77-processed-gene-0.187&CDS=1-558
OG0002423	YML038C	genemark-NODE_32_length_147441_cov_12.2899_ID_63-processed-gene-0.122-mRNA-1_1&gene=genemark-NODE_32_length_147441_cov_12.2899_ID_63-processed-gene-0.122&CDS=1-1554
OG0002424	YML042W	genemark-NODE_8_length_270071_cov_11.3361_ID_15-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_8_length_270071_cov_11.3361_ID_15-processed-gene-0.61&CDS=1-1956
OG0002425	YML046W	maker-NODE_26_length_177985_cov_11.2812_ID_51-augustus-gene-0.266-mRNA-1_1&gene=maker-NODE_26_length_177985_cov_11.2812_ID_51-augustus-gene-0.266&CDS=1-1527
OG0002426	YML048W	genemark-NODE_16_length_223381_cov_11.4667_ID_31-processed-gene-1.210-mRNA-1_1&gene=genemark-NODE_16_length_223381_cov_11.4667_ID_31-processed-gene-1.210&CDS=1-1311
OG0002427	YML049C	maker-NODE_1_length_424910_cov_11.4403_ID_1-augustus-gene-0.68-mRNA-1_1&gene=maker-NODE_1_length_424910_cov_11.4403_ID_1-augustus-gene-0.68&CDS=1-3708
OG0002428	YML054C	genemark-NODE_12_length_235806_cov_11.4795_ID_23-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_12_length_235806_cov_11.4795_ID_23-processed-gene-0.83&CDS=1-1491
OG0002429	YML055W	genemark-NODE_17_length_218247_cov_11.4706_ID_33-processed-gene-1.107-mRNA-1_1&gene=genemark-NODE_17_length_218247_cov_11.4706_ID_33-processed-gene-1.107&CDS=1-531
OG0002430	YML056C	genemark-NODE_94_length_63852_cov_11.6466_ID_187-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_94_length_63852_cov_11.6466_ID_187-processed-gene-0.0&CDS=1-1587
OG0002431	YML059C	genemark-NODE_93_length_65092_cov_10.6922_ID_185-processed-gene-0.105-mRNA-1_1&gene=genemark-NODE_93_length_65092_cov_10.6922_ID_185-processed-gene-0.105&CDS=1-4368
OG0002432	YML060W	maker-NODE_5_length_287076_cov_11.3809_ID_9-snap-gene-0.91-mRNA-1_1&gene=maker-NODE_5_length_287076_cov_11.3809_ID_9-snap-gene-0.91&CDS=1-912
OG0002433	YML061C	genemark-NODE_82_length_74651_cov_11.0343_ID_163-processed-gene-0.112-mRNA-1_1&gene=genemark-NODE_82_length_74651_cov_11.0343_ID_163-processed-gene-0.112&CDS=1-2319
OG0002434	YML064C	maker-NODE_150_length_32944_cov_12.071_ID_299-snap-gene-0.38-mRNA-1_1&gene=maker-NODE_150_length_32944_cov_12.071_ID_299-snap-gene-0.38&CDS=1-627
OG0002435	YML065W	genemark-NODE_16_length_223381_cov_11.4667_ID_31-processed-gene-1.218-mRNA-1_1&gene=genemark-NODE_16_length_223381_cov_11.4667_ID_31-processed-gene-1.218&CDS=1-2175
OG0002436	YML067C	genemark-NODE_58_length_98039_cov_12.0642_ID_115-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_58_length_98039_cov_12.0642_ID_115-processed-gene-0.79&CDS=1-1047
OG0002437	YML069W	genemark-NODE_103_length_57922_cov_13.1606_ID_205-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_103_length_57922_cov_13.1606_ID_205-processed-gene-0.52&CDS=1-1680
OG0002438	YML071C	genemark-NODE_181_length_24351_cov_15.3716_ID_361-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_181_length_24351_cov_15.3716_ID_361-processed-gene-0.18&CDS=1-1218
OG0002439	YML073C	genemark-NODE_49_length_108944_cov_11.5035_ID_97-processed-gene-0.63-mRNA-1_1&gene=genemark-NODE_49_length_108944_cov_11.5035_ID_97-processed-gene-0.63&CDS=1-588
OG0002440	YML077W	genemark-NODE_147_length_33224_cov_11.5359_ID_293-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_147_length_33224_cov_11.5359_ID_293-processed-gene-0.43&CDS=1-510
OG0002441	YML079W	genemark-NODE_163_length_28409_cov_15.9864_ID_325-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_163_length_28409_cov_15.9864_ID_325-processed-gene-0.8&CDS=1-570
OG0002442	YML080W	genemark-NODE_1_length_424910_cov_11.4403_ID_1-processed-gene-3.135-mRNA-1_1&gene=genemark-NODE_1_length_424910_cov_11.4403_ID_1-processed-gene-3.135&CDS=1-1311
OG0002443	YML085C	maker-NODE_123_length_45851_cov_12.4793_ID_245-augustus-gene-0.40-mRNA-1_1&gene=maker-NODE_123_length_45851_cov_12.4793_ID_245-augustus-gene-0.40&CDS=1-1341
OG0002444	YML086C	genemark-NODE_71_length_85177_cov_12.7038_ID_141-processed-gene-0.118-mRNA-1_1&gene=genemark-NODE_71_length_85177_cov_12.7038_ID_141-processed-gene-0.118&CDS=1-1569
OG0002445	YML092C	genemark-NODE_2_length_326681_cov_11.449_ID_3-processed-gene-1.14-mRNA-1_1&gene=genemark-NODE_2_length_326681_cov_11.449_ID_3-processed-gene-1.14&CDS=1-750
OG0002446	YML093W	genemark-NODE_1_length_424910_cov_11.4403_ID_1-processed-gene-0.91-mRNA-1_1&gene=genemark-NODE_1_length_424910_cov_11.4403_ID_1-processed-gene-0.91&CDS=1-2466
OG0002447	YML094W	genemark-NODE_16_length_223381_cov_11.4667_ID_31-processed-gene-1.195-mRNA-1_1&gene=genemark-NODE_16_length_223381_cov_11.4667_ID_31-processed-gene-1.195&CDS=1-456
OG0002448	YML096W	genemark-NODE_49_length_108944_cov_11.5035_ID_97-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_49_length_108944_cov_11.5035_ID_97-processed-gene-0.52&CDS=1-1644
OG0002449	YML098W	genemark-NODE_15_length_231195_cov_11.3764_ID_29-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_15_length_231195_cov_11.3764_ID_29-processed-gene-0.83&CDS=1-363
OG0002450	YML103C	genemark-NODE_24_length_184737_cov_11.2875_ID_47-processed-gene-0.144-mRNA-1_1&gene=genemark-NODE_24_length_184737_cov_11.2875_ID_47-processed-gene-0.144&CDS=1-2916
OG0002451	YML104C	genemark-NODE_62_length_93479_cov_10.9678_ID_123-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_62_length_93479_cov_10.9678_ID_123-processed-gene-0.0&CDS=1-3930
OG0002452	YML105C	genemark-NODE_29_length_148249_cov_11.5393_ID_57-processed-gene-0.210-mRNA-1_1&gene=genemark-NODE_29_length_148249_cov_11.5393_ID_57-processed-gene-0.210&CDS=1-933
OG0002453	YML110C	genemark-NODE_9_length_249165_cov_11.2857_ID_17-processed-gene-0.147-mRNA-1_1&gene=genemark-NODE_9_length_249165_cov_11.2857_ID_17-processed-gene-0.147&CDS=1-948
OG0002454	YML112W	maker-NODE_4_length_289952_cov_11.2436_ID_7-augustus-gene-1.19-mRNA-1_1&gene=maker-NODE_4_length_289952_cov_11.2436_ID_7-augustus-gene-1.19&CDS=1-666
OG0002455	YML114C	genemark-NODE_3_length_308411_cov_11.3318_ID_5-processed-gene-2.69-mRNA-1_1&gene=genemark-NODE_3_length_308411_cov_11.3318_ID_5-processed-gene-2.69&CDS=1-807
OG0002456	YML121W	genemark-NODE_4_length_289952_cov_11.2436_ID_7-processed-gene-1.188-mRNA-1_1&gene=genemark-NODE_4_length_289952_cov_11.2436_ID_7-processed-gene-1.188&CDS=1-1011
OG0002457	YML126C	maker-NODE_55_length_100684_cov_11.9594_ID_109-augustus-gene-0.156-mRNA-1_1&gene=maker-NODE_55_length_100684_cov_11.9594_ID_109-augustus-gene-0.156&CDS=1-1401
OG0002458	YML127W	genemark-NODE_92_length_65863_cov_10.9757_ID_183-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_92_length_65863_cov_10.9757_ID_183-processed-gene-0.49&CDS=1-2073
OG0002459	YML128C	snap_masked-NODE_242_length_13882_cov_10.8796_ID_483-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_242_length_13882_cov_10.8796_ID_483-processed-gene-0.24&CDS=1-1671
OG0002460	YML130C	genemark-NODE_9_length_249165_cov_11.2857_ID_17-processed-gene-1.183-mRNA-1_1&gene=genemark-NODE_9_length_249165_cov_11.2857_ID_17-processed-gene-1.183&CDS=1-1653
OG0002461	YML131W	genemark-NODE_26_length_177985_cov_11.2812_ID_51-processed-gene-0.151-mRNA-1_1&gene=genemark-NODE_26_length_177985_cov_11.2812_ID_51-processed-gene-0.151&CDS=1-1050
OG0002462	YMR001C	genemark-NODE_10_length_247159_cov_11.3339_ID_19-processed-gene-1.243-mRNA-1_1&gene=genemark-NODE_10_length_247159_cov_11.3339_ID_19-processed-gene-1.243&CDS=1-2403
OG0002463	YMR002W	genemark-NODE_14_length_231766_cov_11.1265_ID_27-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_14_length_231766_cov_11.1265_ID_27-processed-gene-0.9&CDS=1-465
OG0002464	YMR004W	genemark-NODE_3_length_308411_cov_11.3318_ID_5-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_3_length_308411_cov_11.3318_ID_5-processed-gene-0.96&CDS=1-2337
OG0002465	YMR005W	genemark-NODE_21_length_195060_cov_11.2816_ID_41-processed-gene-0.110-mRNA-1_1&gene=genemark-NODE_21_length_195060_cov_11.2816_ID_41-processed-gene-0.110&CDS=1-1299
OG0002466	YMR009W	genemark-NODE_14_length_231766_cov_11.1265_ID_27-processed-gene-1.95-mRNA-1_1&gene=genemark-NODE_14_length_231766_cov_11.1265_ID_27-processed-gene-1.95&CDS=1-522
OG0002467	YMR010W	genemark-NODE_63_length_91661_cov_11.196_ID_125-processed-gene-0.121-mRNA-1_1&gene=genemark-NODE_63_length_91661_cov_11.196_ID_125-processed-gene-0.121&CDS=1-915
OG0002468	YMR012W	genemark-NODE_18_length_217989_cov_11.6202_ID_35-processed-gene-1.23-mRNA-1_1&gene=genemark-NODE_18_length_217989_cov_11.6202_ID_35-processed-gene-1.23&CDS=1-3768
OG0002469	YMR013C	genemark-NODE_263_length_11090_cov_13.0913_ID_525-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_263_length_11090_cov_13.0913_ID_525-processed-gene-0.13&CDS=1-1773
OG0002470	YMR015C	genemark-NODE_34_length_142245_cov_11.4773_ID_67-processed-gene-0.139-mRNA-1_1&gene=genemark-NODE_34_length_142245_cov_11.4773_ID_67-processed-gene-0.139&CDS=1-1572
OG0002471	YMR022W	genemark-NODE_96_length_63227_cov_12.2591_ID_191-processed-gene-0.84-mRNA-1_1&gene=genemark-NODE_96_length_63227_cov_12.2591_ID_191-processed-gene-0.84&CDS=1-498
OG0002472	YMR023C	augustus_masked-NODE_12_length_235806_cov_11.4795_ID_23-processed-gene-1.190-mRNA-1_1&gene=augustus_masked-NODE_12_length_235806_cov_11.4795_ID_23-processed-gene-1.190&CDS=1-2046
OG0002473	YMR024W	genemark-NODE_8_length_270071_cov_11.3361_ID_15-processed-gene-1.165-mRNA-1_1&gene=genemark-NODE_8_length_270071_cov_11.3361_ID_15-processed-gene-1.165&CDS=1-1914
OG0002474	YMR026C	genemark-NODE_13_length_234993_cov_11.5573_ID_25-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_13_length_234993_cov_11.5573_ID_25-processed-gene-0.52&CDS=1-1239
OG0002475	YMR027W	maker-NODE_125_length_45201_cov_11.8398_ID_249-augustus-gene-0.9-mRNA-1_1&gene=maker-NODE_125_length_45201_cov_11.8398_ID_249-augustus-gene-0.9&CDS=1-1362
OG0002476	YMR028W	genemark-NODE_27_length_161307_cov_11.5293_ID_53-processed-gene-0.284-mRNA-1_1&gene=genemark-NODE_27_length_161307_cov_11.5293_ID_53-processed-gene-0.284&CDS=1-1155
OG0002477	YMR029C	genemark-NODE_32_length_147441_cov_12.2899_ID_63-processed-gene-0.115-mRNA-1_1&gene=genemark-NODE_32_length_147441_cov_12.2899_ID_63-processed-gene-0.115&CDS=1-954
OG0002478	YMR032W	maker-NODE_44_length_123047_cov_11.5463_ID_87-augustus-gene-0.205-mRNA-1_1&gene=maker-NODE_44_length_123047_cov_11.5463_ID_87-augustus-gene-0.205&CDS=1-2910
OG0002479	YMR033W	snap_masked-NODE_88_length_67779_cov_11.1003_ID_175-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_88_length_67779_cov_11.1003_ID_175-processed-gene-0.42&CDS=1-1359
OG0002480	YMR034C	genemark-NODE_4_length_289952_cov_11.2436_ID_7-processed-gene-1.249-mRNA-1_1&gene=genemark-NODE_4_length_289952_cov_11.2436_ID_7-processed-gene-1.249&CDS=1-1302
OG0002481	YMR035W	maker-NODE_31_length_147544_cov_12.4471_ID_61-augustus-gene-0.16-mRNA-1_1&gene=maker-NODE_31_length_147544_cov_12.4471_ID_61-augustus-gene-0.16&CDS=1-588
OG0002482	YMR036C	genemark-NODE_48_length_109651_cov_11.3697_ID_95-processed-gene-0.202-mRNA-1_1&gene=genemark-NODE_48_length_109651_cov_11.3697_ID_95-processed-gene-0.202&CDS=1-1611
OG0002483	YMR038C	maker-NODE_76_length_77784_cov_11.034_ID_151-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_76_length_77784_cov_11.034_ID_151-augustus-gene-0.0&CDS=1-675
OG0002484	YMR039C	maker-NODE_60_length_97166_cov_11.234_ID_119-augustus-gene-0.159-mRNA-1_1&gene=maker-NODE_60_length_97166_cov_11.234_ID_119-augustus-gene-0.159&CDS=1-453
OG0002485	YMR041C	genemark-NODE_7_length_273906_cov_11.6642_ID_13-processed-gene-1.205-mRNA-1_1&gene=genemark-NODE_7_length_273906_cov_11.6642_ID_13-processed-gene-1.205&CDS=1-1047
OG0002486	YMR043W	genemark-NODE_101_length_59271_cov_11.4019_ID_201-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_101_length_59271_cov_11.4019_ID_201-processed-gene-0.47&CDS=1-630
OG0002487	YMR044W	genemark-NODE_6_length_284188_cov_11.2289_ID_11-processed-gene-1.78-mRNA-1_1&gene=genemark-NODE_6_length_284188_cov_11.2289_ID_11-processed-gene-1.78&CDS=1-1530
OG0002488	YMR048W	maker-NODE_63_length_91661_cov_11.196_ID_125-augustus-gene-0.173-mRNA-1_1&gene=maker-NODE_63_length_91661_cov_11.196_ID_125-augustus-gene-0.173&CDS=1-939
OG0002489	YMR049C	genemark-NODE_5_length_287076_cov_11.3809_ID_9-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_5_length_287076_cov_11.3809_ID_9-processed-gene-0.50&CDS=1-2514
OG0002490	YMR055C	genemark-NODE_7_length_273906_cov_11.6642_ID_13-processed-gene-1.202-mRNA-1_1&gene=genemark-NODE_7_length_273906_cov_11.6642_ID_13-processed-gene-1.202&CDS=1-1089
OG0002491	YMR058W	genemark-NODE_8_length_270071_cov_11.3361_ID_15-processed-gene-1.152-mRNA-1_1&gene=genemark-NODE_8_length_270071_cov_11.3361_ID_15-processed-gene-1.152&CDS=1-1806
OG0002492	YMR059W	genemark-NODE_41_length_125786_cov_11.5009_ID_81-processed-gene-0.118-mRNA-1_1&gene=genemark-NODE_41_length_125786_cov_11.5009_ID_81-processed-gene-0.118&CDS=1-537
OG0002493	YMR061W	genemark-NODE_1_length_424910_cov_11.4403_ID_1-processed-gene-1.20-mRNA-1_1&gene=genemark-NODE_1_length_424910_cov_11.4403_ID_1-processed-gene-1.20&CDS=1-2646
OG0002494	YMR062C	augustus_masked-NODE_55_length_100684_cov_11.9594_ID_109-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NODE_55_length_100684_cov_11.9594_ID_109-processed-gene-0.85&CDS=1-1341
OG0002495	YMR063W	genemark-NODE_40_length_126461_cov_13.079_ID_79-processed-gene-0.101-mRNA-1_1&gene=genemark-NODE_40_length_126461_cov_13.079_ID_79-processed-gene-0.101&CDS=1-2109
OG0002496	YMR065W	maker-NODE_38_length_132907_cov_11.3871_ID_75-snap-gene-0.179-mRNA-1_1&gene=maker-NODE_38_length_132907_cov_11.3871_ID_75-snap-gene-0.179&CDS=1-1554
