	Saccharomyces_cerevisiae	yHMPu5000035037_Candida_montana
OG0003247	YOR131C	snap_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-3.144-mRNA-1_1&gene=snap_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-3.144&CDS=1-669
OG0003248	YOR136W	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-4.123-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-4.123&CDS=1-1107
OG0003249	YOR138C	snap_masked-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-2.64-mRNA-1_1&gene=snap_masked-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-2.64&CDS=1-1992
OG0003250	YOR141C	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-6.11-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-6.11&CDS=1-2292
OG0003251	YOR142W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-6.32-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-6.32&CDS=1-966
OG0003252	YOR143C	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-6.13-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-6.13&CDS=1-876
OG0003253	YOR144C	snap_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-6.141-mRNA-1_1&gene=snap_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-6.141&CDS=1-2694
OG0003254	YOR145C	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-6.10-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-6.10&CDS=1-780
OG0003255	YOR148C	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-6.36-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-6.36&CDS=1-741
OG0003256	YOR149C	maker-NODE_1_length_1500601_cov_22.1594_ID_1-augustus-gene-6.106-mRNA-1_1&gene=maker-NODE_1_length_1500601_cov_22.1594_ID_1-augustus-gene-6.106&CDS=1-1428
OG0003257	YOR150W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-6.21-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-6.21&CDS=1-489
OG0003258	YOR151C	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-6.42-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-6.42&CDS=1-3636
OG0003259	YOR154W	augustus_masked-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-0.100&CDS=1-2019
OG0003260	YOR155C	maker-NODE_1_length_1500601_cov_22.1594_ID_1-augustus-gene-6.108-mRNA-1_1&gene=maker-NODE_1_length_1500601_cov_22.1594_ID_1-augustus-gene-6.108&CDS=1-1215
OG0003261	YOR157C	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-3.114-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-3.114&CDS=1-810
OG0003262	YOR158W	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-4.120-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-4.120&CDS=1-867
OG0003263	YOR160W	snap_masked-NODE_23_length_147361_cov_47.2581_ID_45-processed-gene-0.227-mRNA-1_1&gene=snap_masked-NODE_23_length_147361_cov_47.2581_ID_45-processed-gene-0.227&CDS=1-2697
OG0003264	YOR161C	augustus_masked-NODE_23_length_147361_cov_47.2581_ID_45-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_23_length_147361_cov_47.2581_ID_45-processed-gene-0.34&CDS=1-1596
OG0003265	YOR163W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-7.7-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-7.7&CDS=1-522
OG0003266	YOR164C	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-7.3-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-7.3&CDS=1-924
OG0003267	YOR165W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-7.6-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-7.6&CDS=1-2325
OG0003268	YOR166C	genemark-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-7.82-mRNA-1_1&gene=genemark-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-7.82&CDS=1-1446
OG0003269	YOR168W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-7.16-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-7.16&CDS=1-2400
OG0003270	YOR174W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-9.28-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-9.28&CDS=1-735
OG0003271	YOR175C	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-9.9-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-9.9&CDS=1-1731
OG0003272	YOR176W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-9.27-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-9.27&CDS=1-1161
OG0003273	YOR181W	maker-NODE_11_length_385550_cov_34.4682_ID_21-snap-gene-2.84-mRNA-1_1&gene=maker-NODE_11_length_385550_cov_34.4682_ID_21-snap-gene-2.84&CDS=1-1614
OG0003274	YOR184W	augustus_masked-NODE_19_length_256665_cov_23.3304_ID_37-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_19_length_256665_cov_23.3304_ID_37-processed-gene-0.51&CDS=1-1164
OG0003275	YOR185C	maker-NODE_17_length_267852_cov_39.6876_ID_33-augustus-gene-0.102-mRNA-1_1&gene=maker-NODE_17_length_267852_cov_39.6876_ID_33-augustus-gene-0.102&CDS=1-642
OG0003276	YOR187W	augustus_masked-NODE_19_length_256665_cov_23.3304_ID_37-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_19_length_256665_cov_23.3304_ID_37-processed-gene-0.52&CDS=1-1293
OG0003277	YOR188W	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-4.62-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-4.62&CDS=1-4506
OG0003278	YOR191W	augustus_masked-NODE_28_length_71165_cov_21.7957_ID_55-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_28_length_71165_cov_21.7957_ID_55-processed-gene-0.35&CDS=1-3336
OG0003279	YOR194C	augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-1.116&CDS=1-546
OG0003280	YOR195W	augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-1.90&CDS=1-2604
OG0003281	YOR196C	maker-NODE_21_length_220971_cov_41.4188_ID_41-augustus-gene-1.6-mRNA-1_1&gene=maker-NODE_21_length_220971_cov_41.4188_ID_41-augustus-gene-1.6&CDS=1-1743
OG0003282	YOR197W	maker-NODE_3_length_939491_cov_21.5647_ID_5-snap-gene-8.0-mRNA-1_1&gene=maker-NODE_3_length_939491_cov_21.5647_ID_5-snap-gene-8.0&CDS=1-1665
OG0003283	YOR198C	augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-1.92&CDS=1-1290
OG0003284	YOR201C	augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-5.123-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-5.123&CDS=1-1206
OG0003285	YOR202W	augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-5.100-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-5.100&CDS=1-690
OG0003286	YOR204W	augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-3.124-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-3.124&CDS=1-1887
OG0003287	YOR206W	augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-7.46-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-7.46&CDS=1-2109
OG0003288	YOR207C	augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-2.128&CDS=1-3453
OG0003289	YOR209C	snap_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-2.41-mRNA-1_1&gene=snap_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-2.41&CDS=1-1260
OG0003290	YOR211C	augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-2.118&CDS=1-2400
OG0003291	YOR212W	augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-2.92-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-2.92&CDS=1-1224
OG0003292	YOR216C	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-2.39&CDS=1-1437
OG0003293	YOR217W	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-2.23&CDS=1-2745
OG0003294	YOR221C	snap_masked-NODE_15_length_311180_cov_37.0353_ID_29-processed-gene-0.149-mRNA-1_1&gene=snap_masked-NODE_15_length_311180_cov_37.0353_ID_29-processed-gene-0.149&CDS=1-981
OG0003295	YOR222W	augustus_masked-NODE_15_length_311180_cov_37.0353_ID_29-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_15_length_311180_cov_37.0353_ID_29-processed-gene-0.16&CDS=1-906
OG0003296	YOR223W	augustus_masked-NODE_15_length_311180_cov_37.0353_ID_29-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_15_length_311180_cov_37.0353_ID_29-processed-gene-0.17&CDS=1-798
OG0003297	YOR224C	augustus_masked-NODE_15_length_311180_cov_37.0353_ID_29-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_15_length_311180_cov_37.0353_ID_29-processed-gene-0.46&CDS=1-990
OG0003298	YOR226C	augustus_masked-NODE_15_length_311180_cov_37.0353_ID_29-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_15_length_311180_cov_37.0353_ID_29-processed-gene-0.42&CDS=1-453
OG0003299	YOR228C	augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-2.136-mRNA-1_1&gene=augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-2.136&CDS=1-1038
OG0003300	YOR232W	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-6.207-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-6.207&CDS=1-684
OG0003301	YOR238W	augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-1.156-mRNA-1_1&gene=augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-1.156&CDS=1-741
OG0003302	YOR239W	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-3.166-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-3.166&CDS=1-957
OG0003303	YOR241W	maker-NODE_2_length_1027597_cov_21.5416_ID_3-augustus-gene-3.6-mRNA-1_1&gene=maker-NODE_2_length_1027597_cov_21.5416_ID_3-augustus-gene-3.6&CDS=1-1428
OG0003304	YOR242C	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-6.73-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-6.73&CDS=1-2349
OG0003305	YOR243C	augustus_masked-NODE_24_length_139511_cov_22.8943_ID_47-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_24_length_139511_cov_22.8943_ID_47-processed-gene-0.92&CDS=1-3012
OG0003306	YOR244W	maker-NODE_24_length_139511_cov_22.8943_ID_47-augustus-gene-0.58-mRNA-1_1&gene=maker-NODE_24_length_139511_cov_22.8943_ID_47-augustus-gene-0.58&CDS=1-2634
OG0003307	YOR245C	augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-1.89&CDS=1-933
OG0003308	YOR246C	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-3.138-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-3.138&CDS=1-849
OG0003309	YOR249C	snap_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-1.145-mRNA-1_1&gene=snap_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-1.145&CDS=1-2352
OG0003310	YOR250C	maker-NODE_4_length_770689_cov_28.8974_ID_7-augustus-gene-6.274-mRNA-1_1&gene=maker-NODE_4_length_770689_cov_28.8974_ID_7-augustus-gene-6.274&CDS=1-1350
OG0003311	YOR251C	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-6.70-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-6.70&CDS=1-780
OG0003312	YOR252W	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-2.80&CDS=1-540
OG0003313	YOR254C	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-4.56-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-4.56&CDS=1-1920
OG0003314	YOR257W	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-3.155-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-3.155&CDS=1-1308
OG0003315	YOR258W	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-3.163-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-3.163&CDS=1-639
OG0003316	YOR259C	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-3.139-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-3.139&CDS=1-1257
OG0003317	YOR260W	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-3.162-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-3.162&CDS=1-1326
OG0003318	YOR262W	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-3.168-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-3.168&CDS=1-1026
OG0003319	YOR265W	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-3.142-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-3.142&CDS=1-309
OG0003320	YOR267C	augustus_masked-NODE_24_length_139511_cov_22.8943_ID_47-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_24_length_139511_cov_22.8943_ID_47-processed-gene-0.75&CDS=1-1524
OG0003321	YOR269W	augustus_masked-NODE_24_length_139511_cov_22.8943_ID_47-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_24_length_139511_cov_22.8943_ID_47-processed-gene-0.76&CDS=1-1389
OG0003322	YOR271C	augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-0.81&CDS=1-981
OG0003323	YOR272W	augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-0.80&CDS=1-1341
OG0003324	YOR273C	maker-NODE_2_length_1027597_cov_21.5416_ID_3-snap-gene-4.161-mRNA-1_1&gene=maker-NODE_2_length_1027597_cov_21.5416_ID_3-snap-gene-4.161&CDS=1-3726
OG0003325	YOR274W	genemark-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-2.39-mRNA-1_1&gene=genemark-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-2.39&CDS=1-1332
OG0003326	YOR275C	maker-NODE_5_length_745227_cov_21.5169_ID_9-augustus-gene-2.142-mRNA-1_1&gene=maker-NODE_5_length_745227_cov_21.5169_ID_9-augustus-gene-2.142&CDS=1-2361
OG0003327	YOR276W	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-2.63&CDS=1-474
OG0003328	YOR278W	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-6.183-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-6.183&CDS=1-768
OG0003329	YOR281C	augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-2.159-mRNA-1_1&gene=augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-2.159&CDS=1-765
OG0003330	YOR283W	augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-2.133&CDS=1-651
OG0003331	YOR286W	augustus_masked-NODE_14_length_316299_cov_39.3557_ID_27-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-NODE_14_length_316299_cov_39.3557_ID_27-processed-gene-1.8&CDS=1-555
OG0003332	YOR287C	augustus_masked-NODE_14_length_316299_cov_39.3557_ID_27-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-NODE_14_length_316299_cov_39.3557_ID_27-processed-gene-1.32&CDS=1-927
OG0003333	YOR289W	augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-2.134&CDS=1-594
OG0003334	YOR291W	augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-0.30&CDS=1-3924
OG0003335	YOR292C	augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-0.64&CDS=1-1059
OG0003336	YOR294W	maker-NODE_2_length_1027597_cov_21.5416_ID_3-augustus-gene-6.154-mRNA-1_1&gene=maker-NODE_2_length_1027597_cov_21.5416_ID_3-augustus-gene-6.154&CDS=1-2484
OG0003337	YOR298C-A	augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-0.76&CDS=1-450
OG0003338	YOR298W	augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-0.95&CDS=1-987
OG0003339	YOR301W	maker-NODE_1_length_1500601_cov_22.1594_ID_1-snap-gene-14.4-mRNA-1_1&gene=maker-NODE_1_length_1500601_cov_22.1594_ID_1-snap-gene-14.4&CDS=1-1299
OG0003340	YOR303W	maker-NODE_4_length_770689_cov_28.8974_ID_7-augustus-gene-3.2-mRNA-1_1&gene=maker-NODE_4_length_770689_cov_28.8974_ID_7-augustus-gene-3.2&CDS=1-5295
OG0003341	YOR305W	snap_masked-NODE_33_length_19971_cov_25.1981_ID_65-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_33_length_19971_cov_25.1981_ID_65-processed-gene-0.28&CDS=1-567
OG0003342	YOR310C	augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-3.17-mRNA-1_1&gene=augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-3.17&CDS=1-1509
OG0003343	YOR311C	augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-3.42-mRNA-1_1&gene=augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-3.42&CDS=1-936
OG0003344	YOR313C	augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-3.15&CDS=1-1080
OG0003345	YOR317W	augustus_masked-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-1.61&CDS=1-2094
OG0003346	YOR319W	augustus_masked-NODE_20_length_235942_cov_20.2595_ID_39-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_20_length_235942_cov_20.2595_ID_39-processed-gene-0.23&CDS=1-618
OG0003347	YOR322C	genemark-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-6.28-mRNA-1_1&gene=genemark-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-6.28&CDS=1-2178
OG0003348	YOR323C	snap_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-7.131-mRNA-1_1&gene=snap_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-7.131&CDS=1-1437
OG0003349	YOR326W	augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-5.102-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-5.102&CDS=1-4707
OG0003350	YOR327C	maker-NODE_1_length_1500601_cov_22.1594_ID_1-augustus-gene-12.0-mRNA-1_1&gene=maker-NODE_1_length_1500601_cov_22.1594_ID_1-augustus-gene-12.0&CDS=1-336
OG0003351	YOR330C	snap_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-8.72-mRNA-1_1&gene=snap_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-8.72&CDS=1-3765
OG0003352	YOR332W	genemark-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-8.177-mRNA-1_1&gene=genemark-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-8.177&CDS=1-684
OG0003353	YOR334W	maker-NODE_3_length_939491_cov_21.5647_ID_5-snap-gene-8.1-mRNA-1_1&gene=maker-NODE_3_length_939491_cov_21.5647_ID_5-snap-gene-8.1&CDS=1-3639
OG0003354	YOR335C	maker-NODE_3_length_939491_cov_21.5647_ID_5-augustus-gene-6.117-mRNA-1_1&gene=maker-NODE_3_length_939491_cov_21.5647_ID_5-augustus-gene-6.117&CDS=1-3681
OG0003355	YOR340C	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-3.3-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-3.3&CDS=1-912
OG0003356	YOR341W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-11.141-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-11.141&CDS=1-4866
OG0003357	YOR344C	augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-0.78&CDS=1-807
OG0003358	YOR346W	augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-1.31&CDS=1-4326
OG0003359	YOR349W	augustus_masked-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-2.227-mRNA-1_1&gene=augustus_masked-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-2.227&CDS=1-3312
OG0003360	YOR351C	maker-NODE_2_length_1027597_cov_21.5416_ID_3-augustus-gene-5.59-mRNA-1_1&gene=maker-NODE_2_length_1027597_cov_21.5416_ID_3-augustus-gene-5.59&CDS=1-1374
OG0003361	YOR352W	snap_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-8.137-mRNA-1_1&gene=snap_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-8.137&CDS=1-657
OG0003362	YOR353C	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-9.32-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-9.32&CDS=1-2568
