	Saccharomyces_cerevisiae	yHMPu5000034612_Saturnispora_saitoi
OG0002503	YNL010W	augustus_masked-flattened_line_12-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.113&CDS=1-708
OG0002504	YNL011C	genemark-flattened_line_12-processed-gene-3.144-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.144&CDS=1-1101
OG0002505	YNL014W	augustus_masked-flattened_line_12-processed-gene-3.88-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.88&CDS=1-3135
OG0002506	YNL015W	snap_masked-flattened_line_2-processed-gene-4.26-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.26&CDS=1-186
OG0002507	YNL016W	augustus_masked-flattened_line_6-processed-gene-2.137-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.137&CDS=1-1275
OG0002508	YNL020C	augustus_masked-flattened_line_10-processed-gene-4.17-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.17&CDS=1-2118
OG0002509	YNL021W	augustus_masked-flattened_line_10-processed-gene-4.53-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.53&CDS=1-2175
OG0002510	YNL022C	augustus_masked-flattened_line_10-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.15&CDS=1-1320
OG0002511	YNL023C	augustus_masked-flattened_line_22-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.127&CDS=1-3360
OG0002512	YNL024C-A	snap_masked-flattened_line_25-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-0.15&CDS=1-180
OG0002513	YNL025C	augustus_masked-flattened_line_22-processed-gene-2.204-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.204&CDS=1-801
OG0002514	YNL026W	genemark-flattened_line_6-processed-gene-2.65-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.65&CDS=1-1365
OG0002515	YNL027W	augustus_masked-flattened_line_20-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.108&CDS=1-1506
OG0002516	YNL032W	augustus_masked-flattened_line_25-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-0.95&CDS=1-648
OG0002517	YNL035C	augustus_masked-flattened_line_10-processed-gene-4.57-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.57&CDS=1-1155
OG0002518	YNL036W	genemark-flattened_line_31-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-0.62&CDS=1-744
OG0002519	YNL037C	genemark-flattened_line_4-processed-gene-7.239-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.239&CDS=1-1074
OG0002520	YNL039W	genemark-flattened_line_10-processed-gene-4.111-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.111&CDS=1-2199
OG0002521	YNL040W	augustus_masked-flattened_line_0-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.73&CDS=1-1245
OG0002522	YNL041C	augustus_masked-flattened_line_8-processed-gene-4.252-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.252&CDS=1-2559
OG0002523	YNL042W	augustus_masked-flattened_line_8-processed-gene-4.213-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.213&CDS=1-1170
OG0002524	YNL044W	maker-flattened_line_8-augustus-gene-4.184-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-4.184&CDS=1-1563
OG0002525	YNL045W	augustus_masked-flattened_line_8-processed-gene-4.199-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.199&CDS=1-1917
OG0002526	YNL048W	maker-flattened_line_18-augustus-gene-0.154-mRNA-1_1&gene=maker-flattened_line_18-augustus-gene-0.154&CDS=1-2769
OG0002527	YNL051W	augustus_masked-flattened_line_2-processed-gene-6.34-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.34&CDS=1-1164
OG0002528	YNL054W	augustus_masked-flattened_line_18-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.56&CDS=1-2343
OG0002529	YNL056W	augustus_masked-flattened_line_8-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.125&CDS=1-552
OG0002530	YNL059C	augustus_masked-flattened_line_37-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-0.129&CDS=1-2295
OG0002531	YNL061W	augustus_masked-flattened_line_37-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-0.128&CDS=1-1860
OG0002532	YNL062C	augustus_masked-flattened_line_37-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-0.153&CDS=1-1311
OG0002533	YNL064C	augustus_masked-flattened_line_0-processed-gene-5.157-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.157&CDS=1-1212
OG0002534	YNL071W	augustus_masked-flattened_line_47-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.60&CDS=1-1377
OG0002535	YNL072W	augustus_masked-flattened_line_47-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.77&CDS=1-906
OG0002536	YNL075W	augustus_masked-flattened_line_2-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.38&CDS=1-867
OG0002537	YNL081C	augustus_masked-flattened_line_2-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.35&CDS=1-363
OG0002538	YNL082W	augustus_masked-flattened_line_37-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-0.151&CDS=1-2451
OG0002539	YNL083W	augustus_masked-flattened_line_4-processed-gene-7.90-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-7.90&CDS=1-1590
OG0002540	YNL084C	augustus_masked-flattened_line_2-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.66&CDS=1-1128
OG0002541	YNL085W	augustus_masked-flattened_line_2-processed-gene-4.132-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.132&CDS=1-2118
OG0002542	YNL088W	augustus_masked-flattened_line_0-processed-gene-4.72-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.72&CDS=1-8985
OG0002543	YNL090W	augustus_masked-flattened_line_8-processed-gene-4.202-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.202&CDS=1-642
OG0002544	YNL091W	augustus_masked-flattened_line_8-processed-gene-4.201-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.201&CDS=1-3114
OG0002545	YNL094W	snap_masked-flattened_line_8-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.93&CDS=1-2205
OG0002546	YNL097C	augustus_masked-flattened_line_10-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.43&CDS=1-1095
OG0002547	YNL099C	augustus_masked-flattened_line_16-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.99&CDS=1-633
OG0002548	YNL101W	augustus_masked-flattened_line_16-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.98&CDS=1-1857
OG0002549	YNL102W	augustus_masked-flattened_line_18-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.87&CDS=1-4425
OG0002550	YNL110C	augustus_masked-flattened_line_47-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.82&CDS=1-753
OG0002551	YNL111C	augustus_masked-flattened_line_12-processed-gene-4.203-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.203&CDS=1-354
OG0002552	YNL118C	augustus_masked-flattened_line_10-processed-gene-4.60-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.60&CDS=1-2565
OG0002553	YNL119W	snap_masked-flattened_line_0-processed-gene-5.39-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.39&CDS=1-1269
OG0002554	YNL122C	augustus_masked-flattened_line_18-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.37&CDS=1-264
OG0002555	YNL124W	augustus_masked-flattened_line_18-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.35&CDS=1-1776
OG0002556	YNL126W	snap_masked-flattened_line_18-processed-gene-2.131-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.131&CDS=1-2064
OG0002557	YNL127W	genemark-flattened_line_18-processed-gene-2.284-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.284&CDS=1-2775
OG0002558	YNL128W	augustus_masked-flattened_line_18-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.86&CDS=1-864
OG0002559	YNL132W	augustus_masked-flattened_line_18-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.77&CDS=1-7596
OG0002560	YNL137C	augustus_masked-flattened_line_37-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-0.127&CDS=1-2286
OG0002561	YNL138W	augustus_masked-flattened_line_37-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-0.130&CDS=1-1623
OG0002562	YNL139C	augustus_masked-flattened_line_27-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.70&CDS=1-4779
OG0002563	YNL141W	augustus_masked-flattened_line_4-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.74&CDS=1-1056
OG0002564	YNL142W	augustus_masked-flattened_line_0-processed-gene-9.66-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.66&CDS=1-1410
OG0002565	YNL149C	augustus_masked-flattened_line_4-processed-gene-3.20-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.20&CDS=1-411
OG0002566	YNL151C	augustus_masked-flattened_line_4-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.21&CDS=1-711
OG0002567	YNL152W	augustus_masked-flattened_line_4-processed-gene-3.40-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.40&CDS=1-1467
OG0002568	YNL153C	augustus_masked-flattened_line_16-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.71&CDS=1-390
OG0002569	YNL155W	augustus_masked-flattened_line_14-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.62&CDS=1-705
OG0002570	YNL161W	augustus_masked-flattened_line_12-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.29&CDS=1-2013
OG0002571	YNL163C	augustus_masked-flattened_line_27-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.51&CDS=1-2886
OG0002572	YNL168C	augustus_masked-flattened_line_12-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.102&CDS=1-699
OG0002573	YNL169C	augustus_masked-flattened_line_14-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.75&CDS=1-1359
OG0002574	YNL172W	augustus_masked-flattened_line_14-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.56&CDS=1-5025
OG0002575	YNL175C	augustus_masked-flattened_line_16-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.120&CDS=1-1029
OG0002576	YNL177C	augustus_masked-flattened_line_8-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.137&CDS=1-822
OG0002577	YNL178W	augustus_masked-flattened_line_49-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-flattened_line_49-processed-gene-0.151&CDS=1-720
OG0002578	YNL182C	augustus_masked-flattened_line_49-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-flattened_line_49-processed-gene-0.145&CDS=1-1437
OG0002579	YNL183C	augustus_masked-flattened_line_27-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.69&CDS=1-2046
OG0002580	YNL185C	augustus_masked-flattened_line_27-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.66&CDS=1-453
OG0002581	YNL186W	augustus_masked-flattened_line_27-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.43&CDS=1-2208
OG0002582	YNL189W	augustus_masked-flattened_line_20-processed-gene-2.239-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.239&CDS=1-1653
OG0002583	YNL191W	augustus_masked-flattened_line_20-processed-gene-2.272-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.272&CDS=1-1035
OG0002584	YNL193W	augustus_masked-flattened_line_4-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.24&CDS=1-1476
OG0002585	YNL200C	augustus_masked-flattened_line_22-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.134&CDS=1-738
OG0002586	YNL206C	augustus_masked-flattened_line_8-processed-gene-4.241-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.241&CDS=1-1308
OG0002587	YNL211C	snap_masked-flattened_line_20-processed-gene-2.103-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.103&CDS=1-225
OG0002588	YNL212W	snap_masked-flattened_line_20-processed-gene-2.98-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.98&CDS=1-2256
OG0002589	YNL213C	augustus_masked-flattened_line_20-processed-gene-2.195-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.195&CDS=1-729
OG0002590	YNL216W	augustus_masked-flattened_line_0-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.63&CDS=1-1887
OG0002591	YNL217W	snap_masked-flattened_line_0-processed-gene-6.123-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.123&CDS=1-1239
OG0002592	YNL218W	augustus_masked-flattened_line_55-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_55-processed-gene-0.70&CDS=1-1731
OG0002593	YNL219C	maker-flattened_line_14-snap-gene-0.141-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-0.141&CDS=1-2253
OG0002594	YNL220W	augustus_masked-flattened_line_2-processed-gene-4.128-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.128&CDS=1-1278
OG0002595	YNL221C	snap_masked-flattened_line_22-processed-gene-2.59-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-2.59&CDS=1-2646
OG0002596	YNL222W	augustus_masked-flattened_line_12-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.92&CDS=1-681
OG0002597	YNL223W	augustus_masked-flattened_line_12-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.31&CDS=1-1704
OG0002598	YNL224C	augustus_masked-flattened_line_14-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.9&CDS=1-2487
OG0002599	YNL227C	augustus_masked-flattened_line_0-processed-gene-7.121-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.121&CDS=1-1782
OG0002600	YNL229C	augustus_masked-flattened_line_6-processed-gene-4.148-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.148&CDS=1-867
OG0002601	YNL231C	augustus_masked-flattened_line_6-processed-gene-5.36-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.36&CDS=1-1101
OG0002602	YNL232W	augustus_masked-flattened_line_0-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.78&CDS=1-783
OG0002603	YNL233W	snap_masked-flattened_line_6-processed-gene-5.133-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-5.133&CDS=1-4053
OG0002604	YNL234W	augustus_masked-flattened_line_0-processed-gene-9.65-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.65&CDS=1-1020
OG0002605	YNL237W	augustus_masked-flattened_line_6-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.29&CDS=1-2970
OG0002606	YNL238W	augustus_masked-flattened_line_22-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.133&CDS=1-2652
OG0002607	YNL241C	augustus_masked-flattened_line_6-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.30&CDS=1-6003
OG0002608	YNL242W	augustus_masked-flattened_line_43-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-0.118&CDS=1-4884
OG0002609	YNL243W	augustus_masked-flattened_line_95-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_95-processed-gene-0.6&CDS=1-732
OG0002610	YNL244C	augustus_masked-flattened_line_95-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_95-processed-gene-0.5&CDS=1-327
OG0002611	YNL245C	augustus_masked-flattened_line_55-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_55-processed-gene-0.64&CDS=1-816
OG0002612	YNL246W	augustus_masked-flattened_line_0-processed-gene-5.153-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.153&CDS=1-795
OG0002613	YNL247W	augustus_masked-flattened_line_22-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.143&CDS=1-2292
OG0002614	YNL248C	snap_masked-flattened_line_16-processed-gene-1.31-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.31&CDS=1-1614
OG0002615	YNL250W	maker-flattened_line_22-snap-gene-1.57-mRNA-1_1&gene=maker-flattened_line_22-snap-gene-1.57&CDS=1-3342
OG0002616	YNL252C	maker-flattened_line_35-snap-gene-0.167-mRNA-1_1&gene=maker-flattened_line_35-snap-gene-0.167&CDS=1-3990
OG0002617	YNL254C	augustus_masked-flattened_line_8-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.72&CDS=1-930
OG0002618	YNL256W	snap_masked-flattened_line_8-processed-gene-2.144-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.144&CDS=1-2286
OG0002619	YNL261W	augustus_masked-flattened_line_10-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.48&CDS=1-1473
OG0002620	YNL262W	augustus_masked-flattened_line_18-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.113&CDS=1-6678
OG0002621	YNL267W	genemark-flattened_line_4-processed-gene-6.93-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.93&CDS=1-2886
OG0002622	YNL271C	augustus_masked-flattened_line_12-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.85&CDS=1-5229
OG0002623	YNL273W	augustus_masked-flattened_line_12-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.32&CDS=1-3882
OG0002624	YNL274C	augustus_masked-flattened_line_6-processed-gene-5.57-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.57&CDS=1-2061
OG0002625	YNL275W	augustus_masked-flattened_line_14-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.17&CDS=1-1830
OG0002626	YNL277W	augustus_masked-flattened_line_0-processed-gene-7.133-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.133&CDS=1-1503
OG0002627	YNL279W	augustus_masked-flattened_line_29-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.30&CDS=1-2382
OG0002628	YNL280C	augustus_masked-flattened_line_2-processed-gene-3.134-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.134&CDS=1-1326
OG0002629	YNL281W	augustus_masked-flattened_line_18-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.76&CDS=1-441
OG0002630	YNL282W	snap_masked-flattened_line_0-processed-gene-9.87-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.87&CDS=1-669
OG0002631	YNL284C	augustus_masked-flattened_line_6-processed-gene-5.115-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.115&CDS=1-840
OG0002632	YNL287W	maker-flattened_line_55-augustus-gene-0.34-mRNA-1_1&gene=maker-flattened_line_55-augustus-gene-0.34&CDS=1-4521
OG0002633	YNL290W	snap_masked-flattened_line_33-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.41&CDS=1-990
OG0002634	YNL291C	augustus_masked-flattened_line_0-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.1&CDS=1-1641
OG0002635	YNL292W	augustus_masked-flattened_line_0-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.3&CDS=1-1230
