	Saccharomyces_cerevisiae	yHMPu5000034758_Lipomyces_japonicus
OG0002948	YOR238W	snap_masked-flattened_line_200-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_200-processed-gene-0.4&CDS=1-909
OG0002949	YOR239W	genemark-flattened_line_25-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-0.3&CDS=1-1002
OG0002950	YOR241W	genemark-flattened_line_15-processed-gene-1.176-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.176&CDS=1-1494
OG0002951	YOR243C	genemark-flattened_line_103-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_103-processed-gene-0.60&CDS=1-2202
OG0002952	YOR244W	genemark-flattened_line_83-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_83-processed-gene-0.47&CDS=1-1632
OG0002953	YOR245C	snap_masked-flattened_line_93-processed-gene-0.173-mRNA-1_1&gene=snap_masked-flattened_line_93-processed-gene-0.173&CDS=1-2235
OG0002954	YOR246C	genemark-flattened_line_47-processed-gene-0.140-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.140&CDS=1-951
OG0002955	YOR249C	maker-flattened_line_91-snap-gene-0.139-mRNA-1_1&gene=maker-flattened_line_91-snap-gene-0.139&CDS=1-2313
OG0002956	YOR250C	augustus_masked-flattened_line_135-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-flattened_line_135-processed-gene-0.127&CDS=1-1440
OG0002957	YOR251C	genemark-flattened_line_89-processed-gene-0.112-mRNA-1_1&gene=genemark-flattened_line_89-processed-gene-0.112&CDS=1-933
OG0002958	YOR253W	genemark-flattened_line_7-processed-gene-1.128-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-1.128&CDS=1-468
OG0002959	YOR254C	genemark-flattened_line_218-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_218-processed-gene-0.17&CDS=1-1929
OG0002960	YOR257W	genemark-flattened_line_29-processed-gene-1.76-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.76&CDS=1-555
OG0002961	YOR258W	genemark-flattened_line_131-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_131-processed-gene-0.79&CDS=1-807
OG0002962	YOR259C	genemark-flattened_line_29-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-0.56&CDS=1-1236
OG0002963	YOR260W	genemark-flattened_line_2-processed-gene-1.54-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.54&CDS=1-1455
OG0002964	YOR261C	genemark-flattened_line_91-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_91-processed-gene-0.6&CDS=1-912
OG0002965	YOR262W	genemark-flattened_line_9-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-0.3&CDS=1-1047
OG0002966	YOR271C	genemark-flattened_line_202-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_202-processed-gene-0.16&CDS=1-975
OG0002967	YOR272W	augustus_masked-flattened_line_53-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_53-processed-gene-0.5&CDS=1-1404
OG0002968	YOR273C	genemark-flattened_line_9-processed-gene-1.3-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.3&CDS=1-1521
OG0002969	YOR274W	maker-flattened_line_87-augustus-gene-0.47-mRNA-1_1&gene=maker-flattened_line_87-augustus-gene-0.47&CDS=1-1887
OG0002970	YOR275C	genemark-flattened_line_29-processed-gene-1.88-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.88&CDS=1-2328
OG0002971	YOR278W	genemark-flattened_line_11-processed-gene-1.222-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.222&CDS=1-810
OG0002972	YOR281C	genemark-flattened_line_95-processed-gene-0.141-mRNA-1_1&gene=genemark-flattened_line_95-processed-gene-0.141&CDS=1-693
OG0002973	YOR283W	maker-flattened_line_83-augustus-gene-0.166-mRNA-1_1&gene=maker-flattened_line_83-augustus-gene-0.166&CDS=1-753
OG0002974	YOR286W	genemark-flattened_line_65-processed-gene-0.137-mRNA-1_1&gene=genemark-flattened_line_65-processed-gene-0.137&CDS=1-615
OG0002975	YOR287C	genemark-flattened_line_65-processed-gene-0.172-mRNA-1_1&gene=genemark-flattened_line_65-processed-gene-0.172&CDS=1-672
OG0002976	YOR288C	genemark-flattened_line_0-processed-gene-0.86-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.86&CDS=1-801
OG0002977	YOR289W	genemark-flattened_line_174-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_174-processed-gene-0.64&CDS=1-669
OG0002978	YOR291W	genemark-flattened_line_41-processed-gene-0.148-mRNA-1_1&gene=genemark-flattened_line_41-processed-gene-0.148&CDS=1-4218
OG0002979	YOR292C	genemark-flattened_line_71-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_71-processed-gene-0.7&CDS=1-882
OG0002980	YOR294W	genemark-flattened_line_27-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-0.22&CDS=1-591
OG0002981	YOR296W	snap_masked-flattened_line_45-processed-gene-0.218-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.218&CDS=1-3618
OG0002982	YOR298C-A	genemark-flattened_line_7-processed-gene-0.124-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-0.124&CDS=1-444
OG0002983	YOR301W	genemark-flattened_line_186-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_186-processed-gene-0.66&CDS=1-1125
OG0002984	YOR303W	genemark-flattened_line_81-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_81-processed-gene-0.29&CDS=1-1257
OG0002985	YOR304W	snap_masked-flattened_line_69-processed-gene-0.203-mRNA-1_1&gene=snap_masked-flattened_line_69-processed-gene-0.203&CDS=1-2853
OG0002986	YOR307C	genemark-flattened_line_11-processed-gene-1.160-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.160&CDS=1-1347
OG0002987	YOR308C	genemark-flattened_line_0-processed-gene-0.97-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.97&CDS=1-1827
OG0002988	YOR310C	genemark-flattened_line_49-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_49-processed-gene-0.91&CDS=1-1608
OG0002989	YOR311C	genemark-flattened_line_5-processed-gene-0.131-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-0.131&CDS=1-891
OG0002990	YOR313C	genemark-flattened_line_0-processed-gene-1.76-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.76&CDS=1-1059
OG0002991	YOR317W	genemark-flattened_line_47-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.87&CDS=1-2103
OG0002992	YOR319W	genemark-flattened_line_45-processed-gene-0.173-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.173&CDS=1-687
OG0002993	YOR322C	genemark-flattened_line_33-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-0.41&CDS=1-1227
OG0002994	YOR323C	genemark-flattened_line_186-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_186-processed-gene-0.65&CDS=1-1329
OG0002995	YOR326W	genemark-flattened_line_33-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-0.47&CDS=1-4752
OG0002996	YOR327C	genemark-flattened_line_2-processed-gene-2.140-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.140&CDS=1-369
OG0002997	YOR329C	snap_masked-flattened_line_37-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-0.13&CDS=1-1608
OG0002998	YOR330C	genemark-flattened_line_45-processed-gene-0.201-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.201&CDS=1-3450
OG0002999	YOR332W	maker-flattened_line_37-snap-gene-0.122-mRNA-1_1&gene=maker-flattened_line_37-snap-gene-0.122&CDS=1-672
OG0003000	YOR335C	genemark-flattened_line_29-processed-gene-1.59-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.59&CDS=1-2736
OG0003001	YOR336W	maker-flattened_line_37-augustus-gene-0.90-mRNA-1_1&gene=maker-flattened_line_37-augustus-gene-0.90&CDS=1-4662
OG0003002	YOR339C	genemark-flattened_line_115-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_115-processed-gene-0.38&CDS=1-537
OG0003003	YOR340C	genemark-flattened_line_25-processed-gene-1.25-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-1.25&CDS=1-873
OG0003004	YOR341W	genemark-flattened_line_37-processed-gene-0.175-mRNA-1_1&gene=genemark-flattened_line_37-processed-gene-0.175&CDS=1-5013
OG0003005	YOR346W	genemark-flattened_line_5-processed-gene-2.244-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-2.244&CDS=1-2778
OG0003006	YOR349W	snap_masked-flattened_line_238-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_238-processed-gene-0.5&CDS=1-3219
OG0003007	YOR351C	maker-flattened_line_31-snap-gene-0.88-mRNA-1_1&gene=maker-flattened_line_31-snap-gene-0.88&CDS=1-1578
OG0003008	YOR352W	genemark-flattened_line_171-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_171-processed-gene-0.46&CDS=1-753
OG0003009	YOR353C	genemark-flattened_line_127-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_127-processed-gene-0.79&CDS=1-1761
OG0003010	YOR356W	snap_masked-flattened_line_2-processed-gene-2.25-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.25&CDS=1-1839
OG0003011	YOR357C	maker-flattened_line_91-augustus-gene-0.112-mRNA-1_1&gene=maker-flattened_line_91-augustus-gene-0.112&CDS=1-510
OG0003012	YOR358W	genemark-flattened_line_83-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_83-processed-gene-0.39&CDS=1-540
OG0003013	YOR359W	genemark-flattened_line_51-processed-gene-0.171-mRNA-1_1&gene=genemark-flattened_line_51-processed-gene-0.171&CDS=1-1761
OG0003014	YOR360C	genemark-flattened_line_143-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_143-processed-gene-0.37&CDS=1-1545
OG0003015	YOR361C	genemark-flattened_line_11-processed-gene-0.142-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-0.142&CDS=1-2166
OG0003016	YOR362C	genemark-flattened_line_131-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_131-processed-gene-0.74&CDS=1-759
OG0003017	YOR367W	snap_masked-flattened_line_243-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_243-processed-gene-0.18&CDS=1-711
OG0003018	YOR369C	genemark-flattened_line_25-processed-gene-1.53-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-1.53&CDS=1-441
OG0003019	YOR370C	genemark-flattened_line_85-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_85-processed-gene-0.58&CDS=1-1629
OG0003020	YOR373W	maker-flattened_line_0-snap-gene-3.124-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-3.124&CDS=1-3702
OG0003021	YOR374W	genemark-flattened_line_51-processed-gene-0.195-mRNA-1_1&gene=genemark-flattened_line_51-processed-gene-0.195&CDS=1-1485
OG0003022	YOR378W	genemark-flattened_line_53-processed-gene-0.117-mRNA-1_1&gene=genemark-flattened_line_53-processed-gene-0.117&CDS=1-1566
OG0003023	YPL001W	genemark-flattened_line_15-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-0.46&CDS=1-1410
OG0003024	YPL002C	genemark-flattened_line_7-processed-gene-1.126-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-1.126&CDS=1-744
OG0003025	YPL003W	genemark-flattened_line_95-processed-gene-0.171-mRNA-1_1&gene=genemark-flattened_line_95-processed-gene-0.171&CDS=1-1602
OG0003026	YPL006W	genemark-flattened_line_23-processed-gene-1.184-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.184&CDS=1-3888
OG0003027	YPL008W	maker-flattened_line_11-snap-gene-1.60-mRNA-1_1&gene=maker-flattened_line_11-snap-gene-1.60&CDS=1-2637
OG0003028	YPL009C	genemark-flattened_line_29-processed-gene-1.82-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.82&CDS=1-1758
OG0003029	YPL010W	genemark-flattened_line_29-processed-gene-1.106-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.106&CDS=1-582
OG0003030	YPL011C	genemark-flattened_line_63-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_63-processed-gene-0.39&CDS=1-642
OG0003031	YPL012W	snap_masked-flattened_line_238-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_238-processed-gene-0.3&CDS=1-3762
OG0003032	YPL013C	genemark-flattened_line_349-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_349-processed-gene-0.0&CDS=1-273
OG0003033	YPL015C	maker-flattened_line_125-augustus-gene-0.61-mRNA-1_1&gene=maker-flattened_line_125-augustus-gene-0.61&CDS=1-1092
OG0003034	YPL016W	snap_masked-flattened_line_97-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_97-processed-gene-0.102&CDS=1-3783
OG0003035	YPL020C	augustus_masked-flattened_line_2-processed-gene-2.268-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.268&CDS=1-2319
OG0003036	YPL022W	genemark-flattened_line_41-processed-gene-0.139-mRNA-1_1&gene=genemark-flattened_line_41-processed-gene-0.139&CDS=1-2868
OG0003037	YPL023C	genemark-flattened_line_174-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_174-processed-gene-0.76&CDS=1-1782
OG0003038	YPL028W	genemark-flattened_line_7-processed-gene-1.96-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-1.96&CDS=1-1191
OG0003039	YPL029W	genemark-flattened_line_79-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_79-processed-gene-0.87&CDS=1-2223
OG0003040	YPL030W	genemark-flattened_line_85-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_85-processed-gene-0.79&CDS=1-1437
OG0003041	YPL031C	augustus_masked-flattened_line_167-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_167-processed-gene-0.55&CDS=1-972
OG0003042	YPL040C	maker-flattened_line_206-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_206-augustus-gene-0.0&CDS=1-3495
OG0003043	YPL041C	genemark-flattened_line_151-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_151-processed-gene-0.51&CDS=1-669
OG0003044	YPL043W	augustus_masked-flattened_line_11-processed-gene-1.283-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-1.283&CDS=1-2070
OG0003045	YPL045W	maker-flattened_line_188-augustus-gene-0.54-mRNA-1_1&gene=maker-flattened_line_188-augustus-gene-0.54&CDS=1-2181
OG0003046	YPL046C	genemark-flattened_line_2-processed-gene-2.106-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.106&CDS=1-360
OG0003047	YPL047W	genemark-flattened_line_85-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_85-processed-gene-0.78&CDS=1-603
OG0003048	YPL050C	genemark-flattened_line_39-processed-gene-0.177-mRNA-1_1&gene=genemark-flattened_line_39-processed-gene-0.177&CDS=1-1050
OG0003049	YPL051W	genemark-flattened_line_45-processed-gene-0.162-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.162&CDS=1-492
OG0003050	YPL054W	augustus_masked-flattened_line_2-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.17&CDS=1-1713
OG0003051	YPL059W	genemark-flattened_line_33-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-0.36&CDS=1-513
OG0003052	YPL060W	genemark-flattened_line_37-processed-gene-0.167-mRNA-1_1&gene=genemark-flattened_line_37-processed-gene-0.167&CDS=1-1722
OG0003053	YPL063W	genemark-flattened_line_11-processed-gene-1.230-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.230&CDS=1-1485
OG0003054	YPL067C	genemark-flattened_line_149-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_149-processed-gene-0.66&CDS=1-726
OG0003055	YPL069C	genemark-flattened_line_11-processed-gene-0.153-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-0.153&CDS=1-894
OG0003056	YPL076W	genemark-flattened_line_109-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_109-processed-gene-0.47&CDS=1-882
OG0003057	YPL078C	genemark-flattened_line_99-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_99-processed-gene-0.116&CDS=1-663
OG0003058	YPL082C	maker-flattened_line_167-snap-gene-0.21-mRNA-1_1&gene=maker-flattened_line_167-snap-gene-0.21&CDS=1-5643
OG0003059	YPL083C	genemark-flattened_line_2-processed-gene-2.143-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.143&CDS=1-1248
OG0003060	YPL084W	genemark-flattened_line_351-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_351-processed-gene-0.1&CDS=1-2214
OG0003061	YPL085W	snap_masked-flattened_line_87-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_87-processed-gene-0.96&CDS=1-5808
OG0003062	YPL086C	genemark-flattened_line_73-processed-gene-0.155-mRNA-1_1&gene=genemark-flattened_line_73-processed-gene-0.155&CDS=1-1674
OG0003063	YPL088W	genemark-flattened_line_236-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_236-processed-gene-0.17&CDS=1-1095
OG0003064	YPL091W	genemark-flattened_line_216-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_216-processed-gene-0.17&CDS=1-1419
OG0003065	YPL092W	maker-flattened_line_17-augustus-gene-0.96-mRNA-1_1&gene=maker-flattened_line_17-augustus-gene-0.96&CDS=1-1185
OG0003066	YPL093W	genemark-flattened_line_243-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_243-processed-gene-0.27&CDS=1-1938
OG0003067	YPL094C	genemark-flattened_line_33-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-0.11&CDS=1-879
OG0003068	YPL096W	genemark-flattened_line_147-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_147-processed-gene-0.4&CDS=1-999
OG0003069	YPL097W	genemark-flattened_line_69-processed-gene-0.122-mRNA-1_1&gene=genemark-flattened_line_69-processed-gene-0.122&CDS=1-1413
OG0003070	YPL098C	maker-flattened_line_5-snap-gene-2.169-mRNA-1_1&gene=maker-flattened_line_5-snap-gene-2.169&CDS=1-366
OG0003071	YPL099C	snap_masked-flattened_line_5-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-0.97&CDS=1-333
OG0003072	YPL101W	genemark-flattened_line_65-processed-gene-0.151-mRNA-1_1&gene=genemark-flattened_line_65-processed-gene-0.151&CDS=1-1137
OG0003073	YPL103C	genemark-flattened_line_218-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_218-processed-gene-0.20&CDS=1-1641
OG0003074	YPL104W	maker-flattened_line_55-augustus-gene-0.201-mRNA-1_1&gene=maker-flattened_line_55-augustus-gene-0.201&CDS=1-2067
OG0003075	YPL107W	genemark-flattened_line_210-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_210-processed-gene-0.18&CDS=1-660
OG0003076	YPL109C	genemark-flattened_line_71-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_71-processed-gene-0.2&CDS=1-2106
OG0003077	YPL110C	snap_masked-flattened_line_2-processed-gene-2.65-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.65&CDS=1-3486
OG0003078	YPL111W	genemark-flattened_line_89-processed-gene-0.119-mRNA-1_1&gene=genemark-flattened_line_89-processed-gene-0.119&CDS=1-960
OG0003079	YPL115C	maker-flattened_line_43-snap-gene-0.68-mRNA-1_1&gene=maker-flattened_line_43-snap-gene-0.68&CDS=1-3564
OG0003080	YPL116W	genemark-flattened_line_103-processed-gene-0.98-mRNA-1_1&gene=genemark-flattened_line_103-processed-gene-0.98&CDS=1-2160
OG0003081	YPL117C	genemark-flattened_line_77-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_77-processed-gene-0.18&CDS=1-597
OG0003082	YPL118W	augustus_masked-flattened_line_107-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_107-processed-gene-0.13&CDS=1-1170
OG0003083	YPL120W	maker-flattened_line_149-snap-gene-0.26-mRNA-1_1&gene=maker-flattened_line_149-snap-gene-0.26&CDS=1-1041
OG0003084	YPL122C	genemark-flattened_line_61-processed-gene-0.164-mRNA-1_1&gene=genemark-flattened_line_61-processed-gene-0.164&CDS=1-1380
OG0003085	YPL123C	genemark-flattened_line_39-processed-gene-0.148-mRNA-1_1&gene=genemark-flattened_line_39-processed-gene-0.148&CDS=1-1542
OG0003086	YPL125W	maker-flattened_line_11-snap-gene-1.62-mRNA-1_1&gene=maker-flattened_line_11-snap-gene-1.62&CDS=1-2820
OG0003087	YPL126W	snap_masked-flattened_line_81-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_81-processed-gene-0.58&CDS=1-2682
OG0003088	YPL127C	genemark-flattened_line_37-processed-gene-0.177-mRNA-1_1&gene=genemark-flattened_line_37-processed-gene-0.177&CDS=1-651
OG0003089	YPL128C	snap_masked-flattened_line_25-processed-gene-1.127-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.127&CDS=1-1743
OG0003090	YPL129W	maker-flattened_line_27-augustus-gene-0.168-mRNA-1_1&gene=maker-flattened_line_27-augustus-gene-0.168&CDS=1-702
OG0003091	YPL131W	genemark-flattened_line_7-processed-gene-1.117-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-1.117&CDS=1-930
OG0003092	YPL132W	genemark-flattened_line_141-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_141-processed-gene-0.110&CDS=1-854
