	Saccharomyces_cerevisiae	Vanderwaltozyma_polyspora
OG0003512	YNL237W	augustus_masked-NW_001834611.1-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NW_001834611.1-processed-gene-0.42&CDS=1-1263
OG0003513	YNL238W	maker-NW_001834611.1-augustus-gene-0.0-mRNA-1_1&gene=maker-NW_001834611.1-augustus-gene-0.0&CDS=1-2334
OG0003514	YNL239W	snap_masked-NW_001834611.1-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NW_001834611.1-processed-gene-0.28&CDS=1-1455
OG0003515	YNL240C	augustus_masked-NW_001834611.1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NW_001834611.1-processed-gene-0.34&CDS=1-1572
OG0003516	YNL241C	augustus_masked-NW_001834611.1-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NW_001834611.1-processed-gene-0.35&CDS=1-1527
OG0003517	YNL242W	augustus_masked-NW_001834652.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NW_001834652.1-processed-gene-0.26&CDS=1-4698
OG0003518	YNL243W	augustus_masked-NW_001834687.1-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-NW_001834687.1-processed-gene-1.36&CDS=1-2415
OG0003519	YNL244C	augustus_masked-NW_001834690.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NW_001834690.1-processed-gene-0.12&CDS=1-324
OG0003520	YNL245C	augustus_masked-NW_001834690.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NW_001834690.1-processed-gene-0.13&CDS=1-447
OG0003521	YNL246W	augustus_masked-NW_001834690.1-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NW_001834690.1-processed-gene-0.35&CDS=1-783
OG0003522	YNL247W	augustus_masked-NW_001834690.1-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NW_001834690.1-processed-gene-0.36&CDS=1-2271
OG0003523	YNL248C	augustus_masked-NW_001834690.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NW_001834690.1-processed-gene-0.15&CDS=1-1227
OG0003524	YNL250W	augustus_masked-NW_001834690.1-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NW_001834690.1-processed-gene-0.38&CDS=1-3915
OG0003525	YNL251C	augustus_masked-NW_001834690.1-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NW_001834690.1-processed-gene-0.16&CDS=1-1803
OG0003526	YNL252C	augustus_masked-NW_001834690.1-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NW_001834690.1-processed-gene-0.17&CDS=1-807
OG0003527	YNL253W	snap_masked-NW_001834690.1-processed-gene-0.82-mRNA-1_1&gene=snap_masked-NW_001834690.1-processed-gene-0.82&CDS=1-1329
OG0003528	YNL254C	augustus_masked-NW_001834690.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NW_001834690.1-processed-gene-0.18&CDS=1-1164
OG0003529	YNL255C	augustus_masked-NW_001834690.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NW_001834690.1-processed-gene-0.19&CDS=1-474
OG0003530	YNL256W	augustus_masked-NW_001834690.1-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NW_001834690.1-processed-gene-0.41&CDS=1-2460
OG0003531	YNL257C	maker-NW_001834690.1-augustus-gene-1.200-mRNA-1_1&gene=maker-NW_001834690.1-augustus-gene-1.200&CDS=1-4056
OG0003532	YNL258C	augustus_masked-NW_001834690.1-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-NW_001834690.1-processed-gene-1.1&CDS=1-2238
OG0003533	YNL259C	augustus_masked-NW_001834690.1-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-NW_001834690.1-processed-gene-1.2&CDS=1-219
OG0003534	YNL260C	augustus_masked-NW_001834690.1-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-NW_001834690.1-processed-gene-1.3&CDS=1-498
OG0003535	YNL261W	augustus_masked-NW_001834690.1-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-NW_001834690.1-processed-gene-1.31&CDS=1-1440
OG0003536	YNL262W	augustus_masked-NW_001834690.1-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-NW_001834690.1-processed-gene-1.32&CDS=1-6633
OG0003537	YNL263C	genemark-NW_001834690.1-processed-gene-1.64-mRNA-1_1&gene=genemark-NW_001834690.1-processed-gene-1.64&CDS=1-966
OG0003538	YNL264C	augustus_masked-NW_001834690.1-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-NW_001834690.1-processed-gene-1.6&CDS=1-1047
OG0003539	YNL265C	genemark-NW_001834690.1-processed-gene-1.69-mRNA-1_1&gene=genemark-NW_001834690.1-processed-gene-1.69&CDS=1-810
OG0003540	YNL267W	augustus_masked-NW_001834690.1-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-NW_001834690.1-processed-gene-1.34&CDS=1-4236
OG0003541	YNL271C	genemark-NW_001834690.1-processed-gene-1.71-mRNA-1_1&gene=genemark-NW_001834690.1-processed-gene-1.71&CDS=1-5760
OG0003542	YNL272C	augustus_masked-NW_001834690.1-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-NW_001834690.1-processed-gene-1.12&CDS=1-2472
OG0003543	YNL273W	augustus_masked-NW_001834690.1-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-NW_001834690.1-processed-gene-1.36&CDS=1-3834
OG0003544	YNL274C	augustus_masked-NW_001834690.1-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-NW_001834690.1-processed-gene-1.13&CDS=1-1056
OG0003545	YNL277W	augustus_masked-NW_001834690.1-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-NW_001834690.1-processed-gene-1.42&CDS=1-1485
OG0003546	YNL279W	augustus_masked-NW_001834580.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NW_001834580.1-processed-gene-0.20&CDS=1-1977
OG0003547	YNL280C	genemark-NW_001834677.1-processed-gene-0.5-mRNA-1_1&gene=genemark-NW_001834677.1-processed-gene-0.5&CDS=1-621
OG0003548	YNL281W	augustus_masked-NW_001834644.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NW_001834644.1-processed-gene-0.14&CDS=1-510
OG0003549	YNL282W	augustus_masked-NW_001834677.1-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NW_001834677.1-processed-gene-0.97&CDS=1-675
OG0003550	YNL283C	augustus_masked-NW_001834677.1-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NW_001834677.1-processed-gene-0.66&CDS=1-1419
OG0003551	YNL284C	augustus_masked-NW_001834585.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NW_001834585.1-processed-gene-0.3&CDS=1-894
OG0003552	YNL286W	snap_masked-NW_001834648.1-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NW_001834648.1-processed-gene-0.39&CDS=1-900
OG0003553	YNL287W	augustus_masked-NW_001834648.1-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-NW_001834648.1-processed-gene-0.132&CDS=1-2802
OG0003554	YNL288W	genemark-NW_001834648.1-processed-gene-0.89-mRNA-1_1&gene=genemark-NW_001834648.1-processed-gene-0.89&CDS=1-1185
OG0003555	YNL289W	augustus_masked-NW_001834658.1-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NW_001834658.1-processed-gene-0.73&CDS=1-846
OG0003556	YNL290W	augustus_masked-NW_001834648.1-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-NW_001834648.1-processed-gene-0.134&CDS=1-1008
OG0003557	YNL291C	genemark-NW_001834648.1-processed-gene-0.62-mRNA-1_1&gene=genemark-NW_001834648.1-processed-gene-0.62&CDS=1-1659
OG0003558	YNL292W	augustus_masked-NW_001834658.1-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NW_001834658.1-processed-gene-0.74&CDS=1-1239
OG0003559	YNL293W	augustus_masked-NW_001834648.1-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-NW_001834648.1-processed-gene-0.136&CDS=1-1968
OG0003560	YNL294C	augustus_masked-NW_001834648.1-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NW_001834648.1-processed-gene-0.109&CDS=1-1347
OG0003561	YNL295W	snap_masked-NW_001834648.1-processed-gene-0.45-mRNA-1_1&gene=snap_masked-NW_001834648.1-processed-gene-0.45&CDS=1-1437
OG0003562	YNL297C	maker-NW_001834658.1-augustus-gene-0.96-mRNA-1_1&gene=maker-NW_001834658.1-augustus-gene-0.96&CDS=1-5445
OG0003563	YNL298W	augustus_masked-NW_001834648.1-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-NW_001834648.1-processed-gene-0.138&CDS=1-2640
OG0003564	YNL304W	augustus_masked-NW_001834564.1-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NW_001834564.1-processed-gene-0.28&CDS=1-1677
OG0003565	YNL305C	augustus_masked-NW_001834564.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NW_001834564.1-processed-gene-0.26&CDS=1-831
OG0003566	YNL306W	augustus_masked-NW_001834564.1-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NW_001834564.1-processed-gene-0.30&CDS=1-657
OG0003567	YNL307C	augustus_masked-NW_001834450.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NW_001834450.1-processed-gene-0.3&CDS=1-1119
OG0003568	YNL308C	augustus_masked-NW_001834658.1-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NW_001834658.1-processed-gene-0.59&CDS=1-1674
OG0003569	YNL309W	augustus_masked-NW_001834658.1-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NW_001834658.1-processed-gene-0.83&CDS=1-1179
OG0003570	YNL310C	augustus_masked-NW_001834454.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NW_001834454.1-processed-gene-0.4&CDS=1-555
OG0003571	YNL311C	augustus_masked-NW_001834454.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NW_001834454.1-processed-gene-0.5&CDS=1-2274
OG0003572	YNL312W	augustus_masked-NW_001834454.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NW_001834454.1-processed-gene-0.7&CDS=1-822
OG0003573	YNL313C	augustus_masked-NW_001834642.1-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NW_001834642.1-processed-gene-0.46&CDS=1-2721
OG0003574	YNL314W	augustus_masked-NW_001834642.1-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NW_001834642.1-processed-gene-0.65&CDS=1-1023
OG0003575	YNL315C	augustus_masked-NW_001834642.1-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NW_001834642.1-processed-gene-0.47&CDS=1-921
OG0003576	YNL316C	augustus_masked-NW_001834681.1-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NW_001834681.1-processed-gene-0.42&CDS=1-993
OG0003577	YNL317W	genemark-NW_001834642.1-processed-gene-0.104-mRNA-1_1&gene=genemark-NW_001834642.1-processed-gene-0.104&CDS=1-1356
OG0003578	YNL318C	genemark-NW_001834642.1-processed-gene-0.85-mRNA-1_1&gene=genemark-NW_001834642.1-processed-gene-0.85&CDS=1-1596
OG0003579	YNL320W	augustus_masked-NW_001834605.1-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NW_001834605.1-processed-gene-0.41&CDS=1-861
OG0003580	YNL321W	augustus_masked-NW_001834605.1-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NW_001834605.1-processed-gene-0.40&CDS=1-2790
OG0003581	YNL322C	augustus_masked-NW_001834605.1-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NW_001834605.1-processed-gene-0.49&CDS=1-1017
OG0003582	YNL323W	augustus_masked-NW_001834605.1-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NW_001834605.1-processed-gene-0.39&CDS=1-1266
OG0003583	YNL325C	augustus_masked-NW_001834642.1-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NW_001834642.1-processed-gene-0.49&CDS=1-2610
OG0003584	YNL326C	augustus_masked-NW_001834642.1-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NW_001834642.1-processed-gene-0.50&CDS=1-978
OG0003585	YNL327W	augustus_masked-NW_001834642.1-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NW_001834642.1-processed-gene-0.72&CDS=1-2895
OG0003586	YNL328C	augustus_masked-NW_001834605.1-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NW_001834605.1-processed-gene-0.48&CDS=1-432
OG0003587	YNL329C	genemark-NW_001834642.1-processed-gene-0.89-mRNA-1_1&gene=genemark-NW_001834642.1-processed-gene-0.89&CDS=1-3129
OG0003588	YNL330C	augustus_masked-NW_001834605.1-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NW_001834605.1-processed-gene-0.47&CDS=1-1299
OG0003589	YNR001C	augustus_masked-NW_001834642.1-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NW_001834642.1-processed-gene-0.60&CDS=1-1428
OG0003590	YNR003C	augustus_masked-NW_001834642.1-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NW_001834642.1-processed-gene-0.63&CDS=1-963
OG0003591	YNR004W	augustus_masked-NW_001834592.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NW_001834592.1-processed-gene-0.15&CDS=1-432
OG0003592	YNR006W	augustus_masked-NW_001834694.1-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NW_001834694.1-processed-gene-0.79&CDS=1-1842
OG0003593	YNR007C	augustus_masked-NW_001834667.1-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NW_001834667.1-processed-gene-0.75&CDS=1-954
OG0003594	YNR008W	snap_masked-NW_001834667.1-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NW_001834667.1-processed-gene-0.41&CDS=1-1590
OG0003595	YNR009W	augustus_masked-NW_001834694.1-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NW_001834694.1-processed-gene-0.78&CDS=1-813
OG0003596	YNR010W	augustus_masked-NW_001834694.1-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NW_001834694.1-processed-gene-0.77&CDS=1-456
OG0003597	YNR011C	augustus_masked-NW_001834667.1-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NW_001834667.1-processed-gene-0.72&CDS=1-2697
OG0003598	YNR012W	augustus_masked-NW_001834667.1-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NW_001834667.1-processed-gene-0.98&CDS=1-2646
OG0003599	YNR013C	augustus_masked-NW_001834694.1-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NW_001834694.1-processed-gene-0.66&CDS=1-2754
OG0003600	YNR014W	snap_masked-NW_001834694.1-processed-gene-0.45-mRNA-1_1&gene=snap_masked-NW_001834694.1-processed-gene-0.45&CDS=1-486
OG0003601	YNR016C	augustus_masked-NW_001834694.1-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NW_001834694.1-processed-gene-0.65&CDS=1-6693
OG0003602	YNR017W	augustus_masked-NW_001834694.1-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NW_001834694.1-processed-gene-0.75&CDS=1-636
OG0003603	YNR018W	augustus_masked-NW_001834687.1-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-NW_001834687.1-processed-gene-1.41&CDS=1-687
OG0003604	YNR019W	augustus_masked-NW_001834612.1-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NW_001834612.1-processed-gene-0.54&CDS=1-1836
OG0003605	YNR020C	augustus_masked-NW_001834612.1-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NW_001834612.1-processed-gene-0.66&CDS=1-759
OG0003606	YNR021W	augustus_masked-NW_001834533.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NW_001834533.1-processed-gene-0.8&CDS=1-1221
OG0003607	YNR022C	augustus_masked-NW_001834687.1-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-NW_001834687.1-processed-gene-1.9&CDS=1-393
OG0003608	YNR023W	augustus_masked-NW_001834687.1-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-NW_001834687.1-processed-gene-1.39&CDS=1-1563
OG0003609	YNR024W	snap_masked-NW_001834687.1-processed-gene-1.177-mRNA-1_1&gene=snap_masked-NW_001834687.1-processed-gene-1.177&CDS=1-462
OG0003610	YNR026C	augustus_masked-NW_001834548.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NW_001834548.1-processed-gene-0.3&CDS=1-2628
OG0003611	YNR027W	augustus_masked-NW_001834687.1-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-NW_001834687.1-processed-gene-1.32&CDS=1-1026
OG0003612	YNR029C	augustus_masked-NW_001834548.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NW_001834548.1-processed-gene-0.4&CDS=1-1317
OG0003613	YNR030W	augustus_masked-NW_001834687.1-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NW_001834687.1-processed-gene-1.30&CDS=1-1665
OG0003614	YNR031C	augustus_masked-NW_001834687.1-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-NW_001834687.1-processed-gene-1.0&CDS=1-4773
OG0003615	YNR032C-A	snap_masked-NW_001834548.1-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NW_001834548.1-processed-gene-0.17&CDS=1-222
OG0003616	YNR032W	augustus_masked-NW_001834687.1-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-NW_001834687.1-processed-gene-1.3&CDS=1-969
OG0003617	YNR033W	augustus_masked-NW_001834687.1-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-NW_001834687.1-processed-gene-1.2&CDS=1-2343
OG0003618	YNR035C	augustus_masked-NW_001834548.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NW_001834548.1-processed-gene-0.7&CDS=1-993
OG0003619	YNR036C	augustus_masked-NW_001834687.1-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NW_001834687.1-processed-gene-0.84&CDS=1-474
OG0003620	YNR037C	augustus_masked-NW_001834687.1-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NW_001834687.1-processed-gene-0.83&CDS=1-273
OG0003621	YNR038W	genemark-NW_001834687.1-processed-gene-0.31-mRNA-1_1&gene=genemark-NW_001834687.1-processed-gene-0.31&CDS=1-1911
OG0003622	YNR039C	augustus_masked-NW_001834548.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NW_001834548.1-processed-gene-0.8&CDS=1-1890
OG0003623	YNR040W	snap_masked-NW_001834687.1-processed-gene-0.66-mRNA-1_1&gene=snap_masked-NW_001834687.1-processed-gene-0.66&CDS=1-846
OG0003624	YNR041C	genemark-NW_001834687.1-processed-gene-0.10-mRNA-1_1&gene=genemark-NW_001834687.1-processed-gene-0.10&CDS=1-1182
OG0003625	YNR042W	snap_masked-NW_001834687.1-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NW_001834687.1-processed-gene-0.65&CDS=1-267
OG0003626	YNR043W	augustus_masked-NW_001834687.1-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NW_001834687.1-processed-gene-0.98&CDS=1-1188
OG0003627	YNR045W	snap_masked-NW_001834687.1-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NW_001834687.1-processed-gene-0.61&CDS=1-1329
OG0003628	YNR046W	genemark-NW_001834687.1-processed-gene-0.23-mRNA-1_1&gene=genemark-NW_001834687.1-processed-gene-0.23&CDS=1-402
OG0003629	YNR049C	snap_masked-NW_001834687.1-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NW_001834687.1-processed-gene-0.43&CDS=1-651
OG0003630	YNR050C	augustus_masked-NW_001834687.1-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NW_001834687.1-processed-gene-0.77&CDS=1-1338
OG0003631	YNR051C	augustus_masked-NW_001834687.1-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NW_001834687.1-processed-gene-0.75&CDS=1-1224
OG0003632	YNR052C	genemark-NW_001834687.1-processed-gene-0.2-mRNA-1_1&gene=genemark-NW_001834687.1-processed-gene-0.2&CDS=1-1281
OG0003633	YNR053C	augustus_masked-NW_001834537.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NW_001834537.1-processed-gene-0.12&CDS=1-1614
OG0003634	YNR054C	augustus_masked-NW_001834537.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NW_001834537.1-processed-gene-0.13&CDS=1-924
OG0003635	YOL001W	snap_masked-NW_001834668.1-processed-gene-0.163-mRNA-1_1&gene=snap_masked-NW_001834668.1-processed-gene-0.163&CDS=1-1077
OG0003636	YOL003C	snap_masked-NW_001834668.1-processed-gene-0.158-mRNA-1_1&gene=snap_masked-NW_001834668.1-processed-gene-0.158&CDS=1-705
OG0003637	YOL004W	augustus_masked-NW_001834668.1-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NW_001834668.1-processed-gene-0.68&CDS=1-4488
OG0003638	YOL005C	augustus_masked-NW_001834668.1-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NW_001834668.1-processed-gene-0.93&CDS=1-360
OG0003639	YOL006C	augustus_masked-NW_001834668.1-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NW_001834668.1-processed-gene-0.92&CDS=1-2397
OG0003640	YOL007C	snap_masked-NW_001834668.1-processed-gene-0.155-mRNA-1_1&gene=snap_masked-NW_001834668.1-processed-gene-0.155&CDS=1-831
OG0003641	YOL008W	augustus_masked-NW_001834668.1-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NW_001834668.1-processed-gene-0.66&CDS=1-558
OG0003642	YOL009C	augustus_masked-NW_001834688.1-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NW_001834688.1-processed-gene-0.67&CDS=1-819
OG0003643	YOL010W	augustus_masked-NW_001834668.1-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NW_001834668.1-processed-gene-0.65&CDS=1-1110
OG0003644	YOL012C	augustus_masked-NW_001834664.1-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NW_001834664.1-processed-gene-0.80&CDS=1-402
OG0003645	YOL013C	augustus_masked-NW_001834664.1-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NW_001834664.1-processed-gene-0.81&CDS=1-1803
OG0003646	YOL016C	augustus_masked-NW_001834597.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NW_001834597.1-processed-gene-0.29&CDS=1-1281
OG0003647	YOL018C	augustus_masked-NW_001834536.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NW_001834536.1-processed-gene-0.2&CDS=1-1248
OG0003648	YOL019W	snap_masked-NW_001834536.1-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NW_001834536.1-processed-gene-0.12&CDS=1-1548
OG0003649	YOL020W	genemark-NW_001834670.1-processed-gene-0.85-mRNA-1_1&gene=genemark-NW_001834670.1-processed-gene-0.85&CDS=1-1776
OG0003650	YOL021C	augustus_masked-NW_001834675.1-processed-gene-0.171-mRNA-1_1&gene=augustus_masked-NW_001834675.1-processed-gene-0.171&CDS=1-2964
OG0003651	YOL022C	augustus_masked-NW_001834657.1-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NW_001834657.1-processed-gene-0.82&CDS=1-1224
OG0003652	YOL023W	augustus_masked-NW_001834657.1-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NW_001834657.1-processed-gene-0.59&CDS=1-2052
OG0003653	YOL025W	snap_masked-NW_001834657.1-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NW_001834657.1-processed-gene-0.6&CDS=1-2118
OG0003654	YOL027C	augustus_masked-NW_001834694.1-processed-gene-3.144-mRNA-1_1&gene=augustus_masked-NW_001834694.1-processed-gene-3.144&CDS=1-1602
OG0003655	YOL028C	augustus_masked-NW_001834688.1-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-NW_001834688.1-processed-gene-1.136&CDS=1-1188
OG0003656	YOL030W	augustus_masked-NW_001834694.1-processed-gene-3.105-mRNA-1_1&gene=augustus_masked-NW_001834694.1-processed-gene-3.105&CDS=1-1455
OG0003657	YOL031C	maker-NW_001834501.1-snap-gene-0.5-mRNA-1_1&gene=maker-NW_001834501.1-snap-gene-0.5&CDS=1-1437
OG0003658	YOL033W	maker-NW_001834634.1-augustus-gene-0.60-mRNA-1_1&gene=maker-NW_001834634.1-augustus-gene-0.60&CDS=1-2361
OG0003659	YOL034W	snap_masked-NW_001834634.1-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NW_001834634.1-processed-gene-0.21&CDS=1-3309
OG0003660	YOL036W	snap_masked-NW_001834694.1-processed-gene-3.204-mRNA-1_1&gene=snap_masked-NW_001834694.1-processed-gene-3.204&CDS=1-2529
