	Saccharomyces_cerevisiae	yHMPu5000034876_Tetrapisispora_iriomotensis
OG0003066	YML068W	augustus_masked-flattened_line_39-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.12&CDS=1-1401
OG0003067	YML069W	augustus_masked-flattened_line_39-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.11&CDS=1-1638
OG0003068	YML070W	augustus_masked-flattened_line_39-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.10&CDS=1-1752
OG0003069	YML071C	augustus_masked-flattened_line_31-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.53&CDS=1-1581
OG0003070	YML072C	augustus_masked-flattened_line_31-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.54&CDS=1-4347
OG0003071	YML076C	augustus_masked-flattened_line_65-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_65-processed-gene-0.29&CDS=1-2841
OG0003072	YML080W	snap_masked-flattened_line_37-processed-gene-1.113-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-1.113&CDS=1-1278
OG0003073	YML081C-A	snap_masked-flattened_line_65-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_65-processed-gene-0.56&CDS=1-183
OG0003074	YML091C	snap_masked-flattened_line_47-processed-gene-0.114-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.114&CDS=1-4503
OG0003075	YML092C	maker-flattened_line_47-augustus-gene-0.81-mRNA-1_1&gene=maker-flattened_line_47-augustus-gene-0.81&CDS=1-1230
OG0003076	YML094W	augustus_masked-flattened_line_47-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.70&CDS=1-474
OG0003077	YML096W	augustus_masked-flattened_line_47-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.71&CDS=1-1572
OG0003078	YML097C	snap_masked-flattened_line_47-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.119&CDS=1-1506
OG0003079	YML098W	augustus_masked-flattened_line_47-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.72&CDS=1-555
OG0003080	YML099C	augustus_masked-flattened_line_47-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.33&CDS=1-2556
OG0003081	YML103C	snap_masked-flattened_line_23-processed-gene-1.87-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.87&CDS=1-4827
OG0003082	YML105C	augustus_masked-flattened_line_47-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.20&CDS=1-816
OG0003083	YML110C	augustus_masked-flattened_line_47-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.21&CDS=1-888
OG0003084	YML111W	augustus_masked-flattened_line_47-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.63&CDS=1-2922
OG0003085	YML112W	augustus_masked-flattened_line_47-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.64&CDS=1-882
OG0003086	YML113W	snap_masked-flattened_line_47-processed-gene-0.157-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.157&CDS=1-912
OG0003087	YML115C	augustus_masked-flattened_line_47-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.22&CDS=1-1587
OG0003088	YML120C	augustus_masked-flattened_line_47-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.23&CDS=1-1578
OG0003089	YML121W	augustus_masked-flattened_line_47-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.67&CDS=1-984
OG0003090	YML126C	augustus_masked-flattened_line_47-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.27&CDS=1-1395
OG0003091	YML127W	snap_masked-flattened_line_47-processed-gene-0.160-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.160&CDS=1-1782
OG0003092	YML128C	augustus_masked-flattened_line_47-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.29&CDS=1-1494
OG0003093	YML129C	augustus_masked-flattened_line_47-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.30&CDS=1-207
OG0003094	YML131W	augustus_masked-flattened_line_35-processed-gene-1.206-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-1.206&CDS=1-1095
OG0003095	YMR001C	augustus_masked-flattened_line_37-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-1.148&CDS=1-2124
OG0003096	YMR002W	augustus_masked-flattened_line_37-processed-gene-1.176-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-1.176&CDS=1-468
OG0003097	YMR004W	augustus_masked-flattened_line_37-processed-gene-1.175-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-1.175&CDS=1-1464
OG0003098	YMR005W	augustus_masked-flattened_line_37-processed-gene-1.174-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-1.174&CDS=1-1320
OG0003099	YMR008C	augustus_masked-flattened_line_37-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-1.146&CDS=1-1977
OG0003100	YMR009W	augustus_masked-flattened_line_13-processed-gene-3.171-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-3.171&CDS=1-534
OG0003101	YMR010W	augustus_masked-flattened_line_13-processed-gene-3.172-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-3.172&CDS=1-1158
OG0003102	YMR012W	augustus_masked-flattened_line_43-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-0.96&CDS=1-3780
OG0003103	YMR013C	snap_masked-flattened_line_3-processed-gene-2.51-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-2.51&CDS=1-1542
OG0003104	YMR014W	augustus_masked-flattened_line_43-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-0.97&CDS=1-1503
OG0003105	YMR015C	augustus_masked-flattened_line_3-processed-gene-2.3-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-2.3&CDS=1-1572
OG0003106	YMR021C	augustus_masked-flattened_line_3-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-1.40&CDS=1-1482
OG0003107	YMR022W	augustus_masked-flattened_line_3-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-1.59&CDS=1-495
OG0003108	YMR023C	augustus_masked-flattened_line_3-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-1.38&CDS=1-1524
OG0003109	YMR024W	augustus_masked-flattened_line_25-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.46&CDS=1-1098
OG0003110	YMR025W	augustus_masked-flattened_line_25-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.45&CDS=1-855
OG0003111	YMR026C	augustus_masked-flattened_line_25-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.20&CDS=1-1173
OG0003112	YMR027W	augustus_masked-flattened_line_25-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.44&CDS=1-1386
OG0003113	YMR028W	augustus_masked-flattened_line_25-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.42&CDS=1-1119
OG0003114	YMR029C	snap_masked-flattened_line_43-processed-gene-1.121-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-1.121&CDS=1-1467
OG0003115	YMR031C	snap_masked-flattened_line_43-processed-gene-1.122-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-1.122&CDS=1-2649
OG0003116	YMR032W	augustus_masked-flattened_line_25-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.40&CDS=1-2073
OG0003117	YMR033W	augustus_masked-flattened_line_43-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-1.8&CDS=1-1392
OG0003118	YMR034C	genemark-flattened_line_43-processed-gene-1.88-mRNA-1_1&gene=genemark-flattened_line_43-processed-gene-1.88&CDS=1-1248
OG0003119	YMR035W	augustus_masked-flattened_line_25-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.39&CDS=1-531
OG0003120	YMR036C	augustus_masked-flattened_line_25-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.13&CDS=1-1812
OG0003121	YMR039C	augustus_masked-flattened_line_43-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-1.37&CDS=1-879
OG0003122	YMR041C	augustus_masked-flattened_line_25-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.11&CDS=1-1017
OG0003123	YMR043W	augustus_masked-flattened_line_43-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-1.10&CDS=1-669
OG0003124	YMR044W	augustus_masked-flattened_line_25-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.36&CDS=1-1356
OG0003125	YMR048W	augustus_masked-flattened_line_25-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.35&CDS=1-888
OG0003126	YMR049C	augustus_masked-flattened_line_43-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-1.39&CDS=1-2355
OG0003127	YMR052W	snap_masked-flattened_line_25-processed-gene-1.100-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.100&CDS=1-615
OG0003128	YMR054W	augustus_masked-flattened_line_43-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-1.11&CDS=1-2673
OG0003129	YMR058W	snap_masked-flattened_line_25-processed-gene-1.98-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.98&CDS=1-1836
OG0003130	YMR059W	augustus_masked-flattened_line_43-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-1.13&CDS=1-384
OG0003131	YMR060C	snap_masked-flattened_line_43-processed-gene-1.163-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-1.163&CDS=1-969
OG0003132	YMR061W	augustus_masked-flattened_line_43-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-1.14&CDS=1-1971
OG0003133	YMR062C	augustus_masked-flattened_line_25-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.2&CDS=1-1323
OG0003134	YMR063W	genemark-flattened_line_25-processed-gene-1.122-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-1.122&CDS=1-732
OG0003135	YMR064W	snap_masked-flattened_line_25-processed-gene-1.68-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.68&CDS=1-1458
OG0003136	YMR065W	augustus_masked-flattened_line_43-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-1.15&CDS=1-1215
OG0003137	YMR066W	augustus_masked-flattened_line_25-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.3&CDS=1-2559
OG0003138	YMR067C	snap_masked-flattened_line_25-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-0.61&CDS=1-1329
OG0003139	YMR068W	augustus_masked-flattened_line_25-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-0.34&CDS=1-1644
OG0003140	YMR069W	snap_masked-flattened_line_3-processed-gene-2.83-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-2.83&CDS=1-792
OG0003141	YMR072W	augustus_masked-flattened_line_3-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-2.31&CDS=1-579
OG0003142	YMR074C	genemark-flattened_line_3-processed-gene-2.99-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-2.99&CDS=1-411
OG0003143	YMR075W	augustus_masked-flattened_line_3-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-2.30&CDS=1-1998
OG0003144	YMR076C	maker-flattened_line_3-augustus-gene-2.41-mRNA-1_1&gene=maker-flattened_line_3-augustus-gene-2.41&CDS=1-5424
OG0003145	YMR078C	snap_masked-flattened_line_3-processed-gene-2.67-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-2.67&CDS=1-3075
OG0003146	YMR079W	augustus_masked-flattened_line_3-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-2.25&CDS=1-918
OG0003147	YMR080C	augustus_masked-flattened_line_3-processed-gene-3.57-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-3.57&CDS=1-2976
OG0003148	YMR087W	snap_masked-flattened_line_3-processed-gene-3.115-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.115&CDS=1-759
OG0003149	YMR091C	augustus_masked-flattened_line_59-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_59-processed-gene-0.26&CDS=1-1347
OG0003150	YMR106C	augustus_masked-flattened_line_59-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_59-processed-gene-0.20&CDS=1-1932
OG0003151	YMR108W	augustus_masked-flattened_line_59-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_59-processed-gene-0.48&CDS=1-2082
OG0003152	YMR109W	augustus_masked-flattened_line_59-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_59-processed-gene-0.47&CDS=1-3555
OG0003153	YMR113W	genemark-flattened_line_59-processed-gene-0.146-mRNA-1_1&gene=genemark-flattened_line_59-processed-gene-0.146&CDS=1-1308
OG0003154	YMR123W	augustus_masked-flattened_line_59-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_59-processed-gene-0.14&CDS=1-363
OG0003155	YMR125W	augustus_masked-flattened_line_59-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_59-processed-gene-0.16&CDS=1-2583
OG0003156	YMR132C	augustus_masked-flattened_line_59-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_59-processed-gene-0.6&CDS=1-645
OG0003157	YMR133W	snap_masked-flattened_line_59-processed-gene-0.90-mRNA-1_1&gene=snap_masked-flattened_line_59-processed-gene-0.90&CDS=1-1602
OG0003158	YMR134W	augustus_masked-flattened_line_59-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_59-processed-gene-0.38&CDS=1-702
OG0003159	YMR135C	snap_masked-flattened_line_59-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_59-processed-gene-0.56&CDS=1-1395
OG0003160	YMR138W	augustus_masked-flattened_line_59-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_59-processed-gene-0.36&CDS=1-597
OG0003161	YMR139W	augustus_masked-flattened_line_59-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_59-processed-gene-0.33&CDS=1-1329
OG0003162	YMR140W	augustus_masked-flattened_line_59-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_59-processed-gene-0.32&CDS=1-1416
OG0003163	YMR145C	augustus_masked-flattened_line_59-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_59-processed-gene-0.29&CDS=1-1650
OG0003164	YMR148W	genemark-flattened_line_23-processed-gene-2.89-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-2.89&CDS=1-369
OG0003165	YMR149W	snap_masked-flattened_line_3-processed-gene-3.116-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.116&CDS=1-834
OG0003166	YMR150C	genemark-flattened_line_3-processed-gene-3.31-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-3.31&CDS=1-552
OG0003167	YMR152W	augustus_masked-flattened_line_23-processed-gene-2.277-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-2.277&CDS=1-1083
OG0003168	YMR154C	snap_masked-flattened_line_23-processed-gene-2.129-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-2.129&CDS=1-2121
OG0003169	YMR155W	augustus_masked-flattened_line_3-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-3.67&CDS=1-1617
OG0003170	YMR156C	augustus_masked-flattened_line_23-processed-gene-2.227-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-2.227&CDS=1-729
OG0003171	YMR157C	snap_masked-flattened_line_3-processed-gene-3.139-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.139&CDS=1-774
OG0003172	YMR158W	augustus_masked-flattened_line_3-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-3.68&CDS=1-483
OG0003173	YMR159C	snap_masked-flattened_line_3-processed-gene-3.140-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.140&CDS=1-399
OG0003174	YMR160W	augustus_masked-flattened_line_3-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-3.69&CDS=1-2469
OG0003175	YMR161W	augustus_masked-flattened_line_47-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.15&CDS=1-729
OG0003176	YMR162C	augustus_masked-flattened_line_47-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.56&CDS=1-5163
OG0003177	YMR163C	snap_masked-flattened_line_3-processed-gene-3.141-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.141&CDS=1-2082
OG0003178	YMR164C	snap_masked-flattened_line_3-processed-gene-3.142-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.142&CDS=1-2559
OG0003179	YMR165C	augustus_masked-flattened_line_3-processed-gene-3.90-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-3.90&CDS=1-2631
OG0003180	YMR166C	augustus_masked-flattened_line_3-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-3.91&CDS=1-1146
OG0003181	YMR167W	augustus_masked-flattened_line_3-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-3.72&CDS=1-2430
OG0003182	YMR168C	augustus_masked-flattened_line_3-processed-gene-3.92-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-3.92&CDS=1-1785
OG0003183	YMR171C	augustus_masked-flattened_line_3-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-3.93&CDS=1-1677
OG0003184	YMR172W	augustus_masked-flattened_line_11-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-0.109&CDS=1-2202
OG0003185	YMR176W	augustus_masked-flattened_line_27-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.110&CDS=1-4716
OG0003186	YMR177W	augustus_masked-flattened_line_27-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.111&CDS=1-1581
OG0003187	YMR179W	snap_masked-flattened_line_27-processed-gene-1.63-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-1.63&CDS=1-1959
OG0003188	YMR182C	augustus_masked-flattened_line_27-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.131&CDS=1-948
OG0003189	YMR184W	augustus_masked-flattened_line_13-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-2.82&CDS=1-558
OG0003190	YMR185W	augustus_masked-flattened_line_13-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-2.83&CDS=1-2913
OG0003191	YMR187C	augustus_masked-flattened_line_21-processed-gene-2.246-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.246&CDS=1-1302
OG0003192	YMR188C	augustus_masked-flattened_line_13-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-2.108&CDS=1-693
OG0003193	YMR189W	augustus_masked-flattened_line_13-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-2.89&CDS=1-3084
OG0003194	YMR190C	augustus_masked-flattened_line_13-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-2.109&CDS=1-3993
OG0003195	YMR193W	augustus_masked-flattened_line_21-processed-gene-2.209-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.209&CDS=1-771
OG0003196	YMR196W	augustus_masked-flattened_line_13-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-2.94&CDS=1-3261
