	Saccharomyces_cerevisiae	yHMPu5000034648_Candida_restingae
OG0003195	YOR356W	maker-NODE_1_length_1198608_cov_23.6179_ID_1-snap-gene-4.104-mRNA-1_1&gene=maker-NODE_1_length_1198608_cov_23.6179_ID_1-snap-gene-4.104&CDS=1-4341
OG0003196	YOR357C	snap_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-0.29&CDS=1-477
OG0003197	YOR358W	snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-7.116-mRNA-1_1&gene=snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-7.116&CDS=1-585
OG0003198	YOR359W	snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-1.83-mRNA-1_1&gene=snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-1.83&CDS=1-1920
OG0003199	YOR360C	snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-1.82-mRNA-1_1&gene=snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-1.82&CDS=1-1677
OG0003200	YOR361C	snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-2.91-mRNA-1_1&gene=snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-2.91&CDS=1-2142
OG0003201	YOR362C	maker-NODE_10_length_597822_cov_24.9532_ID_19-snap-gene-2.98-mRNA-1_1&gene=maker-NODE_10_length_597822_cov_24.9532_ID_19-snap-gene-2.98&CDS=1-765
OG0003202	YOR367W	snap_masked-NODE_21_length_209931_cov_23.3478_ID_41-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NODE_21_length_209931_cov_23.3478_ID_41-processed-gene-0.75&CDS=1-504
OG0003203	YOR368W	augustus_masked-NODE_19_length_250385_cov_23.4955_ID_37-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_19_length_250385_cov_23.4955_ID_37-processed-gene-0.67&CDS=1-1143
OG0003204	YOR369C	snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-8.70-mRNA-1_1&gene=snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-8.70&CDS=1-420
OG0003205	YOR370C	snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-8.71-mRNA-1_1&gene=snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-8.71&CDS=1-1977
OG0003206	YOR374W	maker-NODE_8_length_627978_cov_22.2355_ID_15-snap-gene-4.89-mRNA-1_1&gene=maker-NODE_8_length_627978_cov_22.2355_ID_15-snap-gene-4.89&CDS=1-1953
OG0003207	YOR378W	snap_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-0.88-mRNA-1_1&gene=snap_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-0.88&CDS=1-1410
OG0003208	YOR386W	snap_masked-NODE_28_length_117531_cov_21.0586_ID_55-processed-gene-0.112-mRNA-1_1&gene=snap_masked-NODE_28_length_117531_cov_21.0586_ID_55-processed-gene-0.112&CDS=1-1623
OG0003209	YPL002C	snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-1.94-mRNA-1_1&gene=snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-1.94&CDS=1-702
OG0003210	YPL003W	snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-1.67-mRNA-1_1&gene=snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-1.67&CDS=1-1515
OG0003211	YPL005W	snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-3.36-mRNA-1_1&gene=snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-3.36&CDS=1-1920
OG0003212	YPL006W	augustus_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-3.98-mRNA-1_1&gene=augustus_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-3.98&CDS=1-3606
OG0003213	YPL008W	augustus_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-2.15&CDS=1-2421
OG0003214	YPL009C	snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-4.64-mRNA-1_1&gene=snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-4.64&CDS=1-3159
OG0003215	YPL011C	snap_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-2.57-mRNA-1_1&gene=snap_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-2.57&CDS=1-1185
OG0003216	YPL012W	snap_masked-NODE_18_length_250478_cov_22.7918_ID_35-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_18_length_250478_cov_22.7918_ID_35-processed-gene-0.5&CDS=1-3513
OG0003217	YPL013C	augustus_masked-NODE_18_length_250478_cov_22.7918_ID_35-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_18_length_250478_cov_22.7918_ID_35-processed-gene-0.68&CDS=1-393
OG0003218	YPL015C	snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-3.16-mRNA-1_1&gene=snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-3.16&CDS=1-1038
OG0003219	YPL016W	snap_masked-NODE_9_length_597890_cov_22.9962_ID_17-processed-gene-2.47-mRNA-1_1&gene=snap_masked-NODE_9_length_597890_cov_22.9962_ID_17-processed-gene-2.47&CDS=1-3591
OG0003220	YPL020C	snap_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-2.79-mRNA-1_1&gene=snap_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-2.79&CDS=1-1404
OG0003221	YPL022W	snap_masked-NODE_22_length_196173_cov_31.0213_ID_43-processed-gene-0.100-mRNA-1_1&gene=snap_masked-NODE_22_length_196173_cov_31.0213_ID_43-processed-gene-0.100&CDS=1-2808
OG0003222	YPL023C	snap_masked-NODE_22_length_196173_cov_31.0213_ID_43-processed-gene-0.99-mRNA-1_1&gene=snap_masked-NODE_22_length_196173_cov_31.0213_ID_43-processed-gene-0.99&CDS=1-1893
OG0003223	YPL024W	genemark-NODE_22_length_196173_cov_31.0213_ID_43-processed-gene-0.213-mRNA-1_1&gene=genemark-NODE_22_length_196173_cov_31.0213_ID_43-processed-gene-0.213&CDS=1-567
OG0003224	YPL028W	snap_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-3.281-mRNA-1_1&gene=snap_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-3.281&CDS=1-1206
OG0003225	YPL029W	augustus_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-3.28&CDS=1-1884
OG0003226	YPL030W	snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-0.12&CDS=1-1596
OG0003227	YPL031C	snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-0.13&CDS=1-981
OG0003228	YPL034W	snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-7.61-mRNA-1_1&gene=snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-7.61&CDS=1-465
OG0003229	YPL040C	snap_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-2.82-mRNA-1_1&gene=snap_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-2.82&CDS=1-2922
OG0003230	YPL041C	genemark-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-3.134-mRNA-1_1&gene=genemark-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-3.134&CDS=1-624
OG0003231	YPL043W	snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-0.30&CDS=1-2136
OG0003232	YPL045W	snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-0.31&CDS=1-2748
OG0003233	YPL046C	snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-0.10&CDS=1-294
OG0003234	YPL050C	augustus_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-1.17&CDS=1-2346
OG0003235	YPL051W	snap_masked-NODE_34_length_47638_cov_35.8433_ID_67-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_34_length_47638_cov_35.8433_ID_67-processed-gene-0.47&CDS=1-729
OG0003236	YPL054W	snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-1.102-mRNA-1_1&gene=snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-1.102&CDS=1-1371
OG0003237	YPL059W	augustus_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-0.27&CDS=1-462
OG0003238	YPL060W	genemark-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-6.68-mRNA-1_1&gene=genemark-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-6.68&CDS=1-1251
OG0003239	YPL063W	snap_masked-NODE_34_length_47638_cov_35.8433_ID_67-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_34_length_47638_cov_35.8433_ID_67-processed-gene-0.35&CDS=1-1362
OG0003240	YPL064C	augustus_masked-NODE_18_length_250478_cov_22.7918_ID_35-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_18_length_250478_cov_22.7918_ID_35-processed-gene-0.90&CDS=1-981
OG0003241	YPL065W	genemark-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-1.69-mRNA-1_1&gene=genemark-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-1.69&CDS=1-747
OG0003242	YPL067C	augustus_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-0.84&CDS=1-603
OG0003243	YPL072W	snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-7.113-mRNA-1_1&gene=snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-7.113&CDS=1-2145
OG0003244	YPL076W	snap_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-0.54&CDS=1-966
OG0003245	YPL078C	snap_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-3.223-mRNA-1_1&gene=snap_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-3.223&CDS=1-696
OG0003246	YPL082C	snap_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-3.273-mRNA-1_1&gene=snap_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-3.273&CDS=1-5640
OG0003247	YPL083C	snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-1.27-mRNA-1_1&gene=snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-1.27&CDS=1-1314
OG0003248	YPL084W	snap_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-1.43-mRNA-1_1&gene=snap_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-1.43&CDS=1-2745
OG0003249	YPL085W	snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-1.93-mRNA-1_1&gene=snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-1.93&CDS=1-6114
OG0003250	YPL086C	snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-1.103-mRNA-1_1&gene=snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-1.103&CDS=1-1659
OG0003251	YPL091W	snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-6.29-mRNA-1_1&gene=snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-6.29&CDS=1-1443
OG0003252	YPL092W	snap_masked-NODE_30_length_62318_cov_22.1072_ID_59-processed-gene-0.40-mRNA-1_1&gene=snap_masked-NODE_30_length_62318_cov_22.1072_ID_59-processed-gene-0.40&CDS=1-1443
OG0003253	YPL093W	snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-1.101-mRNA-1_1&gene=snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-1.101&CDS=1-1914
OG0003254	YPL094C	snap_masked-NODE_9_length_597890_cov_22.9962_ID_17-processed-gene-1.15-mRNA-1_1&gene=snap_masked-NODE_9_length_597890_cov_22.9962_ID_17-processed-gene-1.15&CDS=1-834
OG0003255	YPL096W	snap_masked-NODE_31_length_57386_cov_22.3926_ID_61-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_31_length_57386_cov_22.3926_ID_61-processed-gene-0.20&CDS=1-1068
OG0003256	YPL097W	snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-4.97-mRNA-1_1&gene=snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-4.97&CDS=1-1584
OG0003257	YPL098C	augustus_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-6.122-mRNA-1_1&gene=augustus_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-6.122&CDS=1-315
OG0003258	YPL101W	snap_masked-NODE_26_length_127389_cov_24.3691_ID_51-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_26_length_127389_cov_24.3691_ID_51-processed-gene-0.72&CDS=1-1338
OG0003259	YPL103C	snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-6.11-mRNA-1_1&gene=snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-6.11&CDS=1-1296
OG0003260	YPL104W	snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-6.36-mRNA-1_1&gene=snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-6.36&CDS=1-1938
OG0003261	YPL106C	snap_masked-NODE_12_length_557510_cov_24.799_ID_23-processed-gene-4.109-mRNA-1_1&gene=snap_masked-NODE_12_length_557510_cov_24.799_ID_23-processed-gene-4.109&CDS=1-2079
OG0003262	YPL107W	snap_masked-NODE_9_length_597890_cov_22.9962_ID_17-processed-gene-1.8-mRNA-1_1&gene=snap_masked-NODE_9_length_597890_cov_22.9962_ID_17-processed-gene-1.8&CDS=1-627
OG0003263	YPL109C	genemark-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-2.61-mRNA-1_1&gene=genemark-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-2.61&CDS=1-2130
OG0003264	YPL110C	augustus_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-3.119&CDS=1-3756
OG0003265	YPL111W	snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-3.51-mRNA-1_1&gene=snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-3.51&CDS=1-948
OG0003266	YPL112C	snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-3.12-mRNA-1_1&gene=snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-3.12&CDS=1-1254
OG0003267	YPL115C	augustus_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-3.80&CDS=1-3612
OG0003268	YPL116W	genemark-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-3.0-mRNA-1_1&gene=genemark-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-3.0&CDS=1-2061
OG0003269	YPL117C	snap_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-2.21-mRNA-1_1&gene=snap_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-2.21&CDS=1-834
OG0003270	YPL118W	snap_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-8.113-mRNA-1_1&gene=snap_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-8.113&CDS=1-1059
OG0003271	YPL120W	genemark-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-3.11-mRNA-1_1&gene=genemark-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-3.11&CDS=1-1392
OG0003272	YPL122C	snap_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-5.41-mRNA-1_1&gene=snap_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-5.41&CDS=1-1515
OG0003273	YPL125W	snap_masked-NODE_9_length_597890_cov_22.9962_ID_17-processed-gene-2.56-mRNA-1_1&gene=snap_masked-NODE_9_length_597890_cov_22.9962_ID_17-processed-gene-2.56&CDS=1-2835
OG0003274	YPL126W	snap_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-3.47-mRNA-1_1&gene=snap_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-3.47&CDS=1-2460
OG0003275	YPL127C	snap_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-1.33-mRNA-1_1&gene=snap_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-1.33&CDS=1-792
OG0003276	YPL128C	snap_masked-NODE_24_length_169180_cov_32.6027_ID_47-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_24_length_169180_cov_32.6027_ID_47-processed-gene-0.60&CDS=1-2214
OG0003277	YPL129W	snap_masked-NODE_24_length_169180_cov_32.6027_ID_47-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NODE_24_length_169180_cov_32.6027_ID_47-processed-gene-0.90&CDS=1-753
OG0003278	YPL131W	snap_masked-NODE_16_length_359154_cov_26.9262_ID_31-processed-gene-2.97-mRNA-1_1&gene=snap_masked-NODE_16_length_359154_cov_26.9262_ID_31-processed-gene-2.97&CDS=1-888
OG0003279	YPL132W	snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-4.78-mRNA-1_1&gene=snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-4.78&CDS=1-750
OG0003280	YPL133C	genemark-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-5.78-mRNA-1_1&gene=genemark-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-5.78&CDS=1-1506
OG0003281	YPL134C	snap_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-5.44-mRNA-1_1&gene=snap_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-5.44&CDS=1-852
OG0003282	YPL138C	snap_masked-NODE_9_length_597890_cov_22.9962_ID_17-processed-gene-2.33-mRNA-1_1&gene=snap_masked-NODE_9_length_597890_cov_22.9962_ID_17-processed-gene-2.33&CDS=1-1008
OG0003283	YPL146C	snap_masked-NODE_26_length_127389_cov_24.3691_ID_51-processed-gene-0.82-mRNA-1_1&gene=snap_masked-NODE_26_length_127389_cov_24.3691_ID_51-processed-gene-0.82&CDS=1-1179
OG0003284	YPL147W	snap_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-5.62-mRNA-1_1&gene=snap_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-5.62&CDS=1-2676
OG0003285	YPL151C	snap_masked-NODE_12_length_557510_cov_24.799_ID_23-processed-gene-3.47-mRNA-1_1&gene=snap_masked-NODE_12_length_557510_cov_24.799_ID_23-processed-gene-3.47&CDS=1-1161
OG0003286	YPL152W	snap_masked-NODE_9_length_597890_cov_22.9962_ID_17-processed-gene-2.53-mRNA-1_1&gene=snap_masked-NODE_9_length_597890_cov_22.9962_ID_17-processed-gene-2.53&CDS=1-1083
OG0003287	YPL153C	snap_masked-NODE_9_length_597890_cov_22.9962_ID_17-processed-gene-2.54-mRNA-1_1&gene=snap_masked-NODE_9_length_597890_cov_22.9962_ID_17-processed-gene-2.54&CDS=1-2154
OG0003288	YPL154C	snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-5.38-mRNA-1_1&gene=snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-5.38&CDS=1-1221
OG0003289	YPL155C	snap_masked-NODE_22_length_196173_cov_31.0213_ID_43-processed-gene-0.135-mRNA-1_1&gene=snap_masked-NODE_22_length_196173_cov_31.0213_ID_43-processed-gene-0.135&CDS=1-1869
OG0003290	YPL157W	genemark-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-5.62-mRNA-1_1&gene=genemark-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-5.62&CDS=1-861
OG0003291	YPL160W	snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-4.70-mRNA-1_1&gene=snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-4.70&CDS=1-3273
OG0003292	YPL162C	snap_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-2.99-mRNA-1_1&gene=snap_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-2.99&CDS=1-864
OG0003293	YPL164C	augustus_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-3.123-mRNA-1_1&gene=augustus_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-3.123&CDS=1-1824
OG0003294	YPL167C	snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-2.46-mRNA-1_1&gene=snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-2.46&CDS=1-4347
OG0003295	YPL170W	snap_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-1.17-mRNA-1_1&gene=snap_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-1.17&CDS=1-453
OG0003296	YPL175W	augustus_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-1.120&CDS=1-3084
OG0003297	YPL178W	augustus_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-10.58-mRNA-1_1&gene=augustus_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-10.58&CDS=1-564
OG0003298	YPL181W	snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-2.69-mRNA-1_1&gene=snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-2.69&CDS=1-1083
OG0003299	YPL183C	snap_masked-NODE_12_length_557510_cov_24.799_ID_23-processed-gene-1.61-mRNA-1_1&gene=snap_masked-NODE_12_length_557510_cov_24.799_ID_23-processed-gene-1.61&CDS=1-2850
OG0003300	YPL183W-A	snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-10.181-mRNA-1_1&gene=snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-10.181&CDS=1-237
OG0003301	YPL184C	snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-8.34-mRNA-1_1&gene=snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-8.34&CDS=1-1716
OG0003302	YPL188W	snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-8.46-mRNA-1_1&gene=snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-8.46&CDS=1-1380
OG0003303	YPL190C	snap_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-5.104-mRNA-1_1&gene=snap_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-5.104&CDS=1-3093
OG0003304	YPL194W	snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-4.86-mRNA-1_1&gene=snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-4.86&CDS=1-1227
OG0003305	YPL195W	augustus_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-4.31-mRNA-1_1&gene=augustus_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-4.31&CDS=1-3057
OG0003306	YPL196W	maker-NODE_14_length_538558_cov_20.8153_ID_27-snap-gene-4.122-mRNA-1_1&gene=maker-NODE_14_length_538558_cov_20.8153_ID_27-snap-gene-4.122&CDS=1-1041
OG0003307	YPL199C	snap_masked-NODE_31_length_57386_cov_22.3926_ID_61-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_31_length_57386_cov_22.3926_ID_61-processed-gene-0.1&CDS=1-708
OG0003308	YPL203W	snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-0.61&CDS=1-1155
OG0003309	YPL204W	snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-9.29-mRNA-1_1&gene=snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-9.29&CDS=1-1176
OG0003310	YPL206C	snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-9.25-mRNA-1_1&gene=snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-9.25&CDS=1-1140
OG0003311	YPL207W	snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-9.12-mRNA-1_1&gene=snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-9.12&CDS=1-2178
OG0003312	YPL208W	snap_masked-NODE_30_length_62318_cov_22.1072_ID_59-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_30_length_62318_cov_22.1072_ID_59-processed-gene-0.26&CDS=1-1704
