	Saccharomyces_cerevisiae	yHMPu5000035665_Middelhovenomyces_tepae
OG0003044	YOR005C	maker-NODE_1_length_1691314_cov_23.5033_ID_3491-snap-gene-11.4-mRNA-1_1&gene=maker-NODE_1_length_1691314_cov_23.5033_ID_3491-snap-gene-11.4&CDS=1-2805
OG0003045	YOR006C	genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-7.60-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-7.60&CDS=1-762
OG0003046	YOR007C	genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-7.79-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-7.79&CDS=1-1059
OG0003047	YOR008C	genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-6.7-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-6.7&CDS=1-924
OG0003048	YOR014W	snap_masked-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-8.300-mRNA-1_1&gene=snap_masked-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-8.300&CDS=1-1890
OG0003049	YOR017W	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-10.278-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-10.278&CDS=1-2289
OG0003050	YOR021C	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-9.37-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-9.37&CDS=1-621
OG0003051	YOR023C	snap_masked-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-9.135-mRNA-1_1&gene=snap_masked-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-9.135&CDS=1-1674
OG0003052	YOR025W	augustus_masked-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-6.56-mRNA-1_1&gene=augustus_masked-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-6.56&CDS=1-1320
OG0003053	YOR027W	genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-2.44-mRNA-1_1&gene=genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-2.44&CDS=1-1761
OG0003054	YOR035C	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-13.24-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-13.24&CDS=1-2136
OG0003055	YOR037W	genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-3.74-mRNA-1_1&gene=genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-3.74&CDS=1-1560
OG0003056	YOR039W	genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-3.96-mRNA-1_1&gene=genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-3.96&CDS=1-681
OG0003057	YOR042W	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-7.12-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-7.12&CDS=1-1146
OG0003058	YOR043W	genemark-NODE_16_length_288003_cov_22.4727_ID_2322-processed-gene-1.130-mRNA-1_1&gene=genemark-NODE_16_length_288003_cov_22.4727_ID_2322-processed-gene-1.130&CDS=1-1956
OG0003059	YOR046C	genemark-NODE_14_length_356149_cov_25.4901_ID_2492-processed-gene-1.54-mRNA-1_1&gene=genemark-NODE_14_length_356149_cov_25.4901_ID_2492-processed-gene-1.54&CDS=1-1620
OG0003060	YOR048C	genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-10.124-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-10.124&CDS=1-3351
OG0003061	YOR051C	genemark-NODE_14_length_356149_cov_25.4901_ID_2492-processed-gene-1.49-mRNA-1_1&gene=genemark-NODE_14_length_356149_cov_25.4901_ID_2492-processed-gene-1.49&CDS=1-1278
OG0003062	YOR052C	genemark-NODE_14_length_356149_cov_25.4901_ID_2492-processed-gene-1.48-mRNA-1_1&gene=genemark-NODE_14_length_356149_cov_25.4901_ID_2492-processed-gene-1.48&CDS=1-474
OG0003063	YOR056C	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-9.116-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-9.116&CDS=1-1584
OG0003064	YOR057W	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-9.139-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-9.139&CDS=1-1248
OG0003065	YOR058C	genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-3.22-mRNA-1_1&gene=genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-3.22&CDS=1-1947
OG0003066	YOR060C	snap_masked-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-15.17-mRNA-1_1&gene=snap_masked-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-15.17&CDS=1-858
OG0003067	YOR063W	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-0.66&CDS=1-1161
OG0003068	YOR064C	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-10.78-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-10.78&CDS=1-669
OG0003069	YOR065W	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-10.58-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-10.58&CDS=1-864
OG0003070	YOR067C	snap_masked-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-10.19-mRNA-1_1&gene=snap_masked-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-10.19&CDS=1-1509
OG0003071	YOR069W	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-10.75-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-10.75&CDS=1-1599
OG0003072	YOR070C	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-6.117-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-6.117&CDS=1-1461
OG0003073	YOR074C	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-6.151-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-6.151&CDS=1-894
OG0003074	YOR077W	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-2.49-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-2.49&CDS=1-798
OG0003075	YOR079C	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-12.5-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-12.5&CDS=1-933
OG0003076	YOR083W	snap_masked-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-3.147-mRNA-1_1&gene=snap_masked-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-3.147&CDS=1-996
OG0003077	YOR084W	genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-6.4-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-6.4&CDS=1-1173
OG0003078	YOR087W	genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-1.45-mRNA-1_1&gene=genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-1.45&CDS=1-2235
OG0003079	YOR089C	genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-0.61&CDS=1-651
OG0003080	YOR090C	genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-0.43&CDS=1-1596
OG0003081	YOR091W	genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-0.58&CDS=1-1125
OG0003082	YOR093C	maker-NODE_15_length_310466_cov_23.5083_ID_2788-snap-gene-1.104-mRNA-1_1&gene=maker-NODE_15_length_310466_cov_23.5083_ID_2788-snap-gene-1.104&CDS=1-4782
OG0003083	YOR095C	genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-11.150-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-11.150&CDS=1-720
OG0003084	YOR096W	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-2.70-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-2.70&CDS=1-576
OG0003085	YOR100C	genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-3.98-mRNA-1_1&gene=genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-3.98&CDS=1-978
OG0003086	YOR101W	augustus_masked-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-3.43-mRNA-1_1&gene=augustus_masked-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-3.43&CDS=1-711
OG0003087	YOR103C	maker-NODE_8_length_986125_cov_23.6789_ID_1757-augustus-gene-3.56-mRNA-1_1&gene=maker-NODE_8_length_986125_cov_23.6789_ID_1757-augustus-gene-3.56&CDS=1-423
OG0003088	YOR104W	augustus_masked-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-11.71-mRNA-1_1&gene=augustus_masked-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-11.71&CDS=1-522
OG0003089	YOR111W	maker-NODE_10_length_765085_cov_24.1526_ID_2370-augustus-gene-4.70-mRNA-1_1&gene=maker-NODE_10_length_765085_cov_24.1526_ID_2370-augustus-gene-4.70&CDS=1-708
OG0003090	YOR113W	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-8.47-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-8.47&CDS=1-2532
OG0003091	YOR115C	genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-3.78-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-3.78&CDS=1-540
OG0003092	YOR116C	genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-4.90-mRNA-1_1&gene=genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-4.90&CDS=1-4368
OG0003093	YOR117W	genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-4.88-mRNA-1_1&gene=genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-4.88&CDS=1-1311
OG0003094	YOR118W	genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-3.84-mRNA-1_1&gene=genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-3.84&CDS=1-1779
OG0003095	YOR119C	genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-3.65-mRNA-1_1&gene=genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-3.65&CDS=1-1425
OG0003096	YOR122C	genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-7.67-mRNA-1_1&gene=genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-7.67&CDS=1-378
OG0003097	YOR123C	genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-7.68-mRNA-1_1&gene=genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-7.68&CDS=1-1257
OG0003098	YOR124C	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-1.40-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-1.40&CDS=1-3669
OG0003099	YOR125C	genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-2.38-mRNA-1_1&gene=genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-2.38&CDS=1-582
OG0003100	YOR126C	genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-7.66-mRNA-1_1&gene=genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-7.66&CDS=1-753
OG0003101	YOR128C	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-7.36-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-7.36&CDS=1-1686
OG0003102	YOR129C	genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-6.107-mRNA-1_1&gene=genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-6.107&CDS=1-2055
OG0003103	YOR130C	genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-6.83-mRNA-1_1&gene=genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-6.83&CDS=1-996
OG0003104	YOR131C	maker-NODE_7_length_1040589_cov_22.9083_ID_1654-augustus-gene-1.46-mRNA-1_1&gene=maker-NODE_7_length_1040589_cov_22.9083_ID_1654-augustus-gene-1.46&CDS=1-648
OG0003105	YOR132W	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-1.89-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-1.89&CDS=1-1605
OG0003106	YOR136W	augustus_masked-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-1.18&CDS=1-1107
OG0003107	YOR140W	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-1.27-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-1.27&CDS=1-2220
OG0003108	YOR141C	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-1.44-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-1.44&CDS=1-2124
OG0003109	YOR142W	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-5.59-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-5.59&CDS=1-984
OG0003110	YOR143C	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-5.86-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-5.86&CDS=1-711
OG0003111	YOR144C	augustus_masked-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-5.140-mRNA-1_1&gene=augustus_masked-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-5.140&CDS=1-2688
OG0003112	YOR145C	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-5.90-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-5.90&CDS=1-762
OG0003113	YOR148C	augustus_masked-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-5.143-mRNA-1_1&gene=augustus_masked-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-5.143&CDS=1-1185
OG0003114	YOR149C	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-6.67-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-6.67&CDS=1-1638
OG0003115	YOR150W	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-8.73-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-8.73&CDS=1-495
OG0003116	YOR151C	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-8.90-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-8.90&CDS=1-3657
OG0003117	YOR154W	genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-7.71-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-7.71&CDS=1-2223
OG0003118	YOR155C	maker-NODE_12_length_626086_cov_24.2041_ID_1287-augustus-gene-0.71-mRNA-1_1&gene=maker-NODE_12_length_626086_cov_24.2041_ID_1287-augustus-gene-0.71&CDS=1-1389
OG0003119	YOR157C	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-1.93-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-1.93&CDS=1-801
OG0003120	YOR159C	maker-NODE_3_length_1219547_cov_23.6558_ID_2013-augustus-gene-3.93-mRNA-1_1&gene=maker-NODE_3_length_1219547_cov_23.6558_ID_2013-augustus-gene-3.93&CDS=1-258
OG0003121	YOR160W	snap_masked-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-3.125-mRNA-1_1&gene=snap_masked-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-3.125&CDS=1-2871
OG0003122	YOR161C	genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-3.82-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-3.82&CDS=1-1710
OG0003123	YOR163W	genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-2.24-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-2.24&CDS=1-498
OG0003124	YOR164C	genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-2.7-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-2.7&CDS=1-912
OG0003125	YOR165W	genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-5.74-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-5.74&CDS=1-2499
OG0003126	YOR166C	snap_masked-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-1.116-mRNA-1_1&gene=snap_masked-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-1.116&CDS=1-1215
OG0003127	YOR168W	genemark-NODE_18_length_247728_cov_23.5958_ID_2634-processed-gene-1.168-mRNA-1_1&gene=genemark-NODE_18_length_247728_cov_23.5958_ID_2634-processed-gene-1.168&CDS=1-2382
OG0003128	YOR174W	genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-5.57-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-5.57&CDS=1-831
OG0003129	YOR175C	genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-3.70-mRNA-1_1&gene=genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-3.70&CDS=1-1719
OG0003130	YOR176W	genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-3.53-mRNA-1_1&gene=genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-3.53&CDS=1-1146
OG0003131	YOR181W	genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-5.96-mRNA-1_1&gene=genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-5.96&CDS=1-2277
OG0003132	YOR184W	genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-1.87-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-1.87&CDS=1-1152
OG0003133	YOR187W	snap_masked-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-1.155-mRNA-1_1&gene=snap_masked-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-1.155&CDS=1-1281
OG0003134	YOR188W	snap_masked-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-7.11-mRNA-1_1&gene=snap_masked-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-7.11&CDS=1-5409
OG0003135	YOR191W	maker-NODE_8_length_986125_cov_23.6789_ID_1757-augustus-gene-2.40-mRNA-1_1&gene=maker-NODE_8_length_986125_cov_23.6789_ID_1757-augustus-gene-2.40&CDS=1-3552
OG0003136	YOR194C	genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-4.13-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-4.13&CDS=1-807
OG0003137	YOR196C	genemark-NODE_19_length_184328_cov_26.1845_ID_2662-processed-gene-0.137-mRNA-1_1&gene=genemark-NODE_19_length_184328_cov_26.1845_ID_2662-processed-gene-0.137&CDS=1-1152
OG0003138	YOR197W	genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-4.45-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-4.45&CDS=1-1488
OG0003139	YOR198C	maker-NODE_8_length_986125_cov_23.6789_ID_1757-snap-gene-4.115-mRNA-1_1&gene=maker-NODE_8_length_986125_cov_23.6789_ID_1757-snap-gene-4.115&CDS=1-1500
OG0003140	YOR201C	maker-NODE_15_length_310466_cov_23.5083_ID_2788-augustus-gene-1.47-mRNA-1_1&gene=maker-NODE_15_length_310466_cov_23.5083_ID_2788-augustus-gene-1.47&CDS=1-1182
OG0003141	YOR202W	genemark-NODE_15_length_310466_cov_23.5083_ID_2788-processed-gene-1.71-mRNA-1_1&gene=genemark-NODE_15_length_310466_cov_23.5083_ID_2788-processed-gene-1.71&CDS=1-678
OG0003142	YOR204W	genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-8.83-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-8.83&CDS=1-2007
OG0003143	YOR206W	genemark-NODE_15_length_310466_cov_23.5083_ID_2788-processed-gene-1.65-mRNA-1_1&gene=genemark-NODE_15_length_310466_cov_23.5083_ID_2788-processed-gene-1.65&CDS=1-2139
OG0003144	YOR207C	genemark-NODE_15_length_310466_cov_23.5083_ID_2788-processed-gene-1.63-mRNA-1_1&gene=genemark-NODE_15_length_310466_cov_23.5083_ID_2788-processed-gene-1.63&CDS=1-3456
OG0003145	YOR209C	augustus_masked-NODE_15_length_310466_cov_23.5083_ID_2788-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-NODE_15_length_310466_cov_23.5083_ID_2788-processed-gene-1.137&CDS=1-7104
OG0003146	YOR211C	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-6.106-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-6.106&CDS=1-2733
OG0003147	YOR212W	genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-3.89-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-3.89&CDS=1-1146
OG0003148	YOR216C	genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-3.66-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-3.66&CDS=1-1572
OG0003149	YOR217W	snap_masked-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-3.35-mRNA-1_1&gene=snap_masked-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-3.35&CDS=1-2796
OG0003150	YOR223W	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-4.84-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-4.84&CDS=1-846
OG0003151	YOR224C	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-3.116-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-3.116&CDS=1-429
OG0003152	YOR226C	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-4.73-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-4.73&CDS=1-513
OG0003153	YOR228C	augustus_masked-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-6.53-mRNA-1_1&gene=augustus_masked-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-6.53&CDS=1-903
OG0003154	YOR232W	genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-3.85-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-3.85&CDS=1-699
OG0003155	YOR236W	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-6.84-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-6.84&CDS=1-894
OG0003156	YOR238W	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-8.65-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-8.65&CDS=1-840
OG0003157	YOR239W	genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-4.120-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-4.120&CDS=1-996
OG0003158	YOR241W	genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-4.125-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-4.125&CDS=1-1461
OG0003159	YOR243C	maker-NODE_5_length_1193255_cov_22.3319_ID_1222-augustus-gene-3.151-mRNA-1_1&gene=maker-NODE_5_length_1193255_cov_22.3319_ID_1222-augustus-gene-3.151&CDS=1-3852
OG0003160	YOR244W	genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-5.89-mRNA-1_1&gene=genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-5.89&CDS=1-1599
OG0003161	YOR245C	maker-NODE_21_length_104181_cov_26.4888_ID_2982-augustus-gene-0.97-mRNA-1_1&gene=maker-NODE_21_length_104181_cov_26.4888_ID_2982-augustus-gene-0.97&CDS=1-1353
