	Priceomyces_haplophilus	Saccharomyces_cerevisiae
OG0002341	-processed-gene-3.92-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-3.92&CDS=1-2346	YDR089W
OG0002342	-processed-gene-3.75-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-3.75&CDS=1-1848	YAL016W
OG0002343	-processed-gene-3.94-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-3.94&CDS=1-693	YPR067W
OG0002344	-processed-gene-4.89-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-4.89&CDS=1-846	YJR096W
OG0002345	-processed-gene-4.1-mRNA-1_1&gene=genemark-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-4.1&CDS=1-5931	YLR419W
OG0002346	-processed-gene-4.50-mRNA-1_1&gene=augustus_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-4.50&CDS=1-2271	YLR127C
OG0002347	-processed-gene-4.4-mRNA-1_1&gene=genemark-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-4.4&CDS=1-663	YLR128W
OG0002348	-processed-gene-4.111-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-4.111&CDS=1-855	YDR087C
OG0002349	-snap-gene-4.45-mRNA-1_1&gene=maker-gi|1002316138|dbj|BCIF01000002.1|-snap-gene-4.45&CDS=1-204	YDR086C
OG0002350	-processed-gene-4.94-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-4.94&CDS=1-1476	YGL112C
OG0002351	-processed-gene-4.116-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-4.116&CDS=1-2436	YGL113W
OG0002352	-processed-gene-4.33-mRNA-1_1&gene=genemark-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-4.33&CDS=1-3654	YOR330C
OG0002353	-processed-gene-4.98-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-4.98&CDS=1-1191	YLR455W
OG0002354	-processed-gene-4.61-mRNA-1_1&gene=augustus_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-4.61&CDS=1-3225	YPR163C
OG0002355	-processed-gene-4.16-mRNA-1_1&gene=genemark-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-4.16&CDS=1-399	YBL092W
OG0002356	-processed-gene-4.125-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-4.125&CDS=1-825	YML052W
OG0002357	-processed-gene-4.81-mRNA-1_1&gene=augustus_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-4.81&CDS=1-2823	YCR068W
OG0002358	-processed-gene-4.105-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-4.105&CDS=1-1473	YCR066W
OG0002359	-processed-gene-4.106-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-4.106&CDS=1-1737	YLR276C
OG0002360	-processed-gene-4.107-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-4.107&CDS=1-438	YNL281W
OG0002361	-processed-gene-4.129-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-4.129&CDS=1-2382	YDR485C
OG0002362	-processed-gene-4.108-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-4.108&CDS=1-879	YOL096C
OG0002363	-processed-gene-5.57-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-5.57&CDS=1-651	YDR486C
OG0002364	-processed-gene-5.8-mRNA-1_1&gene=augustus_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-5.8&CDS=1-1899	YKL029C
OG0002365	-snap-gene-5.2-mRNA-1_1&gene=maker-gi|1002316138|dbj|BCIF01000002.1|-snap-gene-5.2&CDS=1-2370	YGR263C
OG0002366	-processed-gene-5.58-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-5.58&CDS=1-747	YDR226W
OG0002367	-processed-gene-5.82-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-5.82&CDS=1-1593	YDR228C
OG0002368	-processed-gene-5.59-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-5.59&CDS=1-900	YDL198C
OG0002369	-processed-gene-5.34-mRNA-1_1&gene=augustus_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-5.34&CDS=1-1617	YNL193W
OG0002370	-processed-gene-5.63-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-5.63&CDS=1-1929	YEL023C
OG0002371	-processed-gene-5.35-mRNA-1_1&gene=augustus_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-5.35&CDS=1-3318	YJR036C
OG0002372	-processed-gene-5.65-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-5.65&CDS=1-2283	YJR042W
OG0002373	-processed-gene-5.130-mRNA-1_1&gene=genemark-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-5.130&CDS=1-480	YEL027W
OG0002374	-processed-gene-5.108-mRNA-1_1&gene=genemark-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-5.108&CDS=1-375	YEL026W
OG0002375	-processed-gene-5.66-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-5.66&CDS=1-3579	YJR041C
OG0002376	-processed-gene-5.88-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-5.88&CDS=1-2307	YJR040W
OG0002377	-processed-gene-5.89-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-5.89&CDS=1-873	YOR106W
OG0002378	-processed-gene-5.21-mRNA-1_1&gene=augustus_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-5.21&CDS=1-6321	YNL102W
OG0002379	-processed-gene-5.92-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-5.92&CDS=1-438	YCR063W
OG0002380	-processed-gene-5.76-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-5.76&CDS=1-1290	YMR208W
OG0002381	-processed-gene-5.93-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-5.93&CDS=1-984	YOR271C
OG0002382	-processed-gene-5.94-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-5.94&CDS=1-1587	YMR217W
OG0002383	-augustus-gene-5.50-mRNA-1_1&gene=maker-gi|1002316138|dbj|BCIF01000002.1|-augustus-gene-5.50&CDS=1-2166	YOR272W
OG0002384	-snap-gene-5.5-mRNA-1_1&gene=maker-gi|1002316138|dbj|BCIF01000002.1|-snap-gene-5.5&CDS=1-1389	YOR274W
OG0002385	-processed-gene-5.43-mRNA-1_1&gene=augustus_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-5.43&CDS=1-4335	YOR275C
OG0002386	-processed-gene-5.80-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-5.80&CDS=1-2616	YMR212C
OG0002387	-processed-gene-5.98-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-5.98&CDS=1-516	YOR276W
OG0002388	-processed-gene-5.81-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-5.81&CDS=1-519	YOR252W
OG0002389	-snap-gene-6.100-mRNA-1_1&gene=maker-gi|1002316138|dbj|BCIF01000002.1|-snap-gene-6.100&CDS=1-3951	YER069W
OG0002390	-processed-gene-6.107-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-6.107&CDS=1-636	YNR049C
OG0002391	-processed-gene-6.108-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-6.108&CDS=1-1983	YDR194C
OG0002392	-processed-gene-6.134-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-6.134&CDS=1-1806	YOR154W
OG0002393	-processed-gene-6.135-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-6.135&CDS=1-2604	YBL023C
OG0002394	-processed-gene-6.137-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-6.137&CDS=1-1539	YMR115W
OG0002395	-processed-gene-6.111-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-6.111&CDS=1-285	YDL157C
OG0002396	-processed-gene-6.113-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-6.113&CDS=1-1464	YDL159W
OG0002397	-processed-gene-6.11-mRNA-1_1&gene=genemark-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-6.11&CDS=1-900	YDR075W
OG0002398	-augustus-gene-6.164-mRNA-1_1&gene=maker-gi|1002316138|dbj|BCIF01000002.1|-augustus-gene-6.164&CDS=1-1671	YLR285W
OG0002399	-processed-gene-6.141-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-6.141&CDS=1-732	YOL135C
OG0002400	-processed-gene-6.66-mRNA-1_1&gene=augustus_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-6.66&CDS=1-321	YOL133W
OG0002401	-processed-gene-6.142-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-6.142&CDS=1-960	YNL316C
OG0002402	-processed-gene-6.144-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-6.144&CDS=1-1059	YKR066C
OG0002403	-processed-gene-6.121-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-6.121&CDS=1-540	YKR065C
OG0002404	-processed-gene-6.122-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-6.122&CDS=1-2988	YIL125W
OG0002405	-processed-gene-6.146-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-6.146&CDS=1-864	YIL124W
OG0002406	-processed-gene-6.148-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-6.148&CDS=1-285	YDR286C
OG0002407	-processed-gene-6.42-mRNA-1_1&gene=genemark-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-6.42&CDS=1-891	YBR151W
OG0002408	-processed-gene-6.126-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-6.126&CDS=1-1890	YDR208W
OG0002409	-processed-gene-6.128-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-6.128&CDS=1-1809	YML102W
OG0002410	-processed-gene-6.151-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-6.151&CDS=1-582	YMR264W
OG0002411	-processed-gene-6.152-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-6.152&CDS=1-456	YMR263W
OG0002412	-processed-gene-6.47-mRNA-1_1&gene=genemark-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-6.47&CDS=1-1146	YGR046W
OG0002413	-processed-gene-6.129-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-6.129&CDS=1-1545	YCR053W
OG0002414	-processed-gene-6.158-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-6.158&CDS=1-1479	YFL016C
OG0002415	-processed-gene-6.159-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-6.159&CDS=1-1569	YBL015W
OG0002416	-processed-gene-7.107-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-7.107&CDS=1-2346	YFL023W
OG0002417	-processed-gene-7.108-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-7.108&CDS=1-1098	YOR262W
OG0002418	-processed-gene-7.104-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-7.104&CDS=1-1023	YOR261C
OG0002419	-processed-gene-7.105-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-7.105&CDS=1-1329	YPL172C
OG0002420	-processed-gene-7.132-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-7.132&CDS=1-534	YER134C
OG0002421	-augustus-gene-7.100-mRNA-1_1&gene=maker-gi|1002316138|dbj|BCIF01000002.1|-augustus-gene-7.100&CDS=1-3168	YDL002C
OG0002422	-processed-gene-7.133-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-7.133&CDS=1-7506	YBL004W
OG0002423	-processed-gene-7.112-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-7.112&CDS=1-1233	YDL001W
OG0002424	-processed-gene-7.134-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-7.134&CDS=1-1179	YJR080C
OG0002425	-processed-gene-7.114-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-7.114&CDS=1-1704	YFR051C
OG0002426	-processed-gene-7.82-mRNA-1_1&gene=augustus_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-7.82&CDS=1-1587	YFR050C
OG0002427	-processed-gene-7.137-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-7.137&CDS=1-309	YFR049W
OG0002428	-processed-gene-7.116-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-7.116&CDS=1-975	YOR164C
OG0002429	-processed-gene-7.138-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-7.138&CDS=1-555	YOR163W
OG0002430	-processed-gene-7.117-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-7.117&CDS=1-594	YLR250W
OG0002431	-processed-gene-7.139-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-7.139&CDS=1-321	YDR031W
OG0002432	-processed-gene-7.118-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-7.118&CDS=1-540	YMR035W
OG0002433	-processed-gene-7.38-mRNA-1_1&gene=genemark-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-7.38&CDS=1-735	YGR057C
OG0002434	-processed-gene-7.141-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-7.141&CDS=1-2289	YBR198C
OG0002435	-processed-gene-7.142-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-7.142&CDS=1-987	YPL076W
OG0002436	-processed-gene-7.143-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-7.143&CDS=1-408	YIR015W
OG0002437	-snap-gene-7.51-mRNA-1_1&gene=maker-gi|1002316138|dbj|BCIF01000002.1|-snap-gene-7.51&CDS=1-753	YOL038W
OG0002438	-processed-gene-7.43-mRNA-1_1&gene=genemark-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-7.43&CDS=1-4335	YKL113C
OG0002439	-processed-gene-7.92-mRNA-1_1&gene=augustus_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-7.92&CDS=1-1839	YKL114C
OG0002440	-processed-gene-7.45-mRNA-1_1&gene=genemark-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-7.45&CDS=1-2481	YJR126C
OG0002441	-processed-gene-7.124-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-7.124&CDS=1-459	YJL122W
OG0002442	-processed-gene-7.147-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-7.147&CDS=1-690	YJL121C
OG0002443	-processed-gene-7.125-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-7.125&CDS=1-585	YGL242C
OG0002444	-processed-gene-7.95-mRNA-1_1&gene=augustus_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-7.95&CDS=1-1158	YGL243W
OG0002445	-processed-gene-7.149-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-7.149&CDS=1-462	YIL065C
OG0002446	-processed-gene-7.126-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-7.126&CDS=1-3156	YGL241W
OG0002447	-processed-gene-7.75-mRNA-1_1&gene=augustus_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-7.75&CDS=1-1281	YGL169W
OG0002448	-processed-gene-7.128-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-7.128&CDS=1-2772	YGL167C
OG0002449	-processed-gene-7.47-mRNA-1_1&gene=genemark-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-7.47&CDS=1-798	YLR290C
OG0002450	-processed-gene-7.152-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-7.152&CDS=1-1446	YLR359W
OG0002451	-processed-gene-8.45-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-8.45&CDS=1-363	YBR233W-A
OG0002452	-augustus-gene-8.41-mRNA-1_1&gene=maker-gi|1002316138|dbj|BCIF01000002.1|-augustus-gene-8.41&CDS=1-1935	YBR234C
OG0002453	-processed-gene-8.47-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-8.47&CDS=1-1659	YBR196C
OG0002454	-processed-gene-8.48-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-8.48&CDS=1-327	YML108W
OG0002455	-processed-gene-8.49-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-8.49&CDS=1-465	YIL062C
OG0002456	-processed-gene-8.50-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-8.50&CDS=1-954	YHR104W
OG0002457	-processed-gene-8.95-mRNA-1_1&gene=genemark-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-8.95&CDS=1-1980	YFL027C
OG0002458	-processed-gene-8.106-mRNA-1_1&gene=genemark-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-8.106&CDS=1-2175	YLR055C
OG0002459	-processed-gene-8.67-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-8.67&CDS=1-453	YKL067W
OG0002460	-processed-gene-8.68-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-8.68&CDS=1-876	YFL028C
OG0002461	-processed-gene-8.69-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-8.69&CDS=1-2811	YMR125W
OG0002462	-processed-gene-8.70-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-8.70&CDS=1-1998	YCR061W
OG0002463	-processed-gene-8.71-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-8.71&CDS=1-2349	YNL161W
OG0002464	-processed-gene-8.31-mRNA-1_1&gene=augustus_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-8.31&CDS=1-1332	YOR322C
OG0002465	-processed-gene-8.12-mRNA-1_1&gene=augustus_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-8.12&CDS=1-1302	YLR085C
OG0002466	-processed-gene-8.113-mRNA-1_1&gene=genemark-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-8.113&CDS=1-933	YMR281W
OG0002467	-processed-gene-8.34-mRNA-1_1&gene=augustus_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-8.34&CDS=1-2781	YMR280C
OG0002468	-processed-gene-8.75-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-8.75&CDS=1-1212	YGL004C
OG0002469	-processed-gene-8.57-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-8.57&CDS=1-681	YGL005C
OG0002470	-processed-gene-8.76-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-8.76&CDS=1-3369	YGL006W
OG0002471	-processed-gene-8.79-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-8.79&CDS=1-4359	YJR033C
OG0002472	-processed-gene-8.59-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-8.59&CDS=1-348	YJR034W
OG0002473	-processed-gene-8.20-mRNA-1_1&gene=augustus_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-8.20&CDS=1-3888	YML049C
OG0002474	-processed-gene-8.85-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-8.85&CDS=1-1344	YAR003W
OG0002475	-processed-gene-9.44-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-9.44&CDS=1-4095	YAL002W
OG0002476	-processed-gene-9.2-mRNA-1_1&gene=genemark-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-9.2&CDS=1-2694	YGL008C
OG0002477	-snap-gene-9.132-mRNA-1_1&gene=maker-gi|1002316138|dbj|BCIF01000002.1|-snap-gene-9.132&CDS=1-6207	YGL012W
OG0002478	-processed-gene-9.22-mRNA-1_1&gene=genemark-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-9.22&CDS=1-756	YGL011C
OG0002479	-processed-gene-9.7-mRNA-1_1&gene=genemark-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-9.7&CDS=1-1887	YMR036C
OG0002480	-processed-gene-9.70-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-9.70&CDS=1-2685	YKR009C
OG0002481	-processed-gene-9.71-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-9.71&CDS=1-2163	YDL164C
OG0002482	-processed-gene-9.72-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-9.72&CDS=1-1389	YMR033W
OG0002483	-processed-gene-9.75-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-9.75&CDS=1-504	YER093C-A
OG0002484	-processed-gene-9.78-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-9.78&CDS=1-1131	YJR032W
OG0002485	-processed-gene-9.121-mRNA-1_1&gene=augustus_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-9.121&CDS=1-2055	YJL053W
OG0002486	-processed-gene-9.61-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-9.61&CDS=1-675	YJL055W
OG0002487	-processed-gene-9.34-mRNA-1_1&gene=genemark-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-9.34&CDS=1-798	YNL036W
OG0002488	-processed-gene-9.82-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-9.82&CDS=1-1596	YIL099W
OG0002489	-processed-gene-9.63-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-9.63&CDS=1-387	YIL027C
OG0002490	-processed-gene-9.83-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-9.83&CDS=1-921	YGR060W
OG0002491	-processed-gene-9.84-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-9.84&CDS=1-996	YGR163W
OG0002492	-processed-gene-9.85-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-9.85&CDS=1-1686	YLL018C
OG0002493	-processed-gene-9.86-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-9.86&CDS=1-846	YGL050W
OG0002494	-snap-gene-9.135-mRNA-1_1&gene=maker-gi|1002316138|dbj|BCIF01000002.1|-snap-gene-9.135&CDS=1-2583	YLR309C
OG0002495	-processed-gene-9.66-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-9.66&CDS=1-789	YAL014C
OG0002496	-processed-gene-9.88-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-9.88&CDS=1-420	YJR044C
OG0002497	-processed-gene-9.89-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-9.89&CDS=1-1011	YJL066C
OG0002498	-processed-gene-10.0-mRNA-1_1&gene=genemark-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-10.0&CDS=1-1416	YOL033W
OG0002499	-processed-gene-10.54-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-10.54&CDS=1-3255	YOL034W
OG0002500	-processed-gene-10.1-mRNA-1_1&gene=genemark-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-10.1&CDS=1-429	YGL106W
OG0002501	-snap-gene-10.159-mRNA-1_1&gene=maker-gi|1002316138|dbj|BCIF01000002.1|-snap-gene-10.159&CDS=1-2253	YNL001W
OG0002502	-snap-gene-10.156-mRNA-1_1&gene=maker-gi|1002316138|dbj|BCIF01000002.1|-snap-gene-10.156&CDS=1-1518	YBR239C
OG0002503	-processed-gene-10.57-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-10.57&CDS=1-1482	YBR241C
OG0002504	-processed-gene-10.58-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-10.58&CDS=1-447	YGL103W
OG0002505	-snap-gene-10.157-mRNA-1_1&gene=maker-gi|1002316138|dbj|BCIF01000002.1|-snap-gene-10.157&CDS=1-558	YGR029W
OG0002506	-processed-gene-10.61-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-10.61&CDS=1-957	YBL033C
OG0002507	-processed-gene-10.62-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-10.62&CDS=1-2403	YIL130W
OG0002508	-processed-gene-10.63-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-10.63&CDS=1-828	YGR158C
OG0002509	-processed-gene-10.81-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-10.81&CDS=1-2517	YGR157W
