	Metschnikowia_aberdeeniae	Saccharomyces_cerevisiae
OG0002305	augustus_masked-abe-_s7-processed-gene-7.15-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-7.15&CDS=1-543	YPL211W
OG0002306	augustus_masked-abe-_s7-processed-gene-7.37-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-7.37&CDS=1-1425	YGL129C
OG0002307	augustus_masked-abe-_s7-processed-gene-7.16-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-7.16&CDS=1-1623	YGL064C
OG0002308	augustus_masked-abe-_s7-processed-gene-7.17-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-7.17&CDS=1-1290	YGL067W
OG0002309	augustus_masked-abe-_s7-processed-gene-7.18-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-7.18&CDS=1-1053	YPL206C
OG0002310	augustus_masked-abe-_s7-processed-gene-7.19-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-7.19&CDS=1-888	YAL032C
OG0002311	augustus_masked-abe-_s7-processed-gene-7.21-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-7.21&CDS=1-972	YPL215W
OG0002312	augustus_masked-abe-_s7-processed-gene-7.40-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-7.40&CDS=1-1923	YPL210C
OG0002313	augustus_masked-abe-_s7-processed-gene-7.42-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-7.42&CDS=1-1149	YDR019C
OG0002314	augustus_masked-abe-_s7-processed-gene-7.23-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-7.23&CDS=1-1830	YPL184C
OG0002315	augustus_masked-abe-_s7-processed-gene-7.26-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-7.26&CDS=1-426	YER116C
OG0002316	augustus_masked-abe-_s7-processed-gene-7.27-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-7.27&CDS=1-756	YNL305C
OG0002317	augustus_masked-abe-_s7-processed-gene-7.45-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-7.45&CDS=1-1704	YDL007W
OG0002318	augustus_masked-abe-_s7-processed-gene-8.54-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-8.54&CDS=1-2067	YDR496C
OG0002319	maker-abe-_s7-augustus-gene-8.150-mRNA-1_1&gene=maker-abe-_s7-augustus-gene-8.150&CDS=1-4254	YGL156W
OG0002320	maker-abe-_s7-augustus-gene-8.151-mRNA-1_1&gene=maker-abe-_s7-augustus-gene-8.151&CDS=1-3618	YGR175C
OG0002321	augustus_masked-abe-_s7-processed-gene-8.59-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-8.59&CDS=1-1236	YDL128W
OG0002322	augustus_masked-abe-_s7-processed-gene-8.78-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-8.78&CDS=1-1662	YDR212W
OG0002323	augustus_masked-abe-_s7-processed-gene-8.61-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-8.61&CDS=1-1302	YER061C
OG0002324	augustus_masked-abe-_s7-processed-gene-8.62-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-8.62&CDS=1-4863	YDL149W
OG0002325	augustus_masked-abe-_s7-processed-gene-8.81-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-8.81&CDS=1-678	YGR232W
OG0002326	augustus_masked-abe-_s7-processed-gene-8.63-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-8.63&CDS=1-825	YDL193W
OG0002327	augustus_masked-abe-_s7-processed-gene-8.83-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-8.83&CDS=1-3099	YDL190C
OG0002328	augustus_masked-abe-_s7-processed-gene-8.66-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-8.66&CDS=1-594	YDL135C
OG0002329	augustus_masked-abe-_s7-processed-gene-8.67-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-8.67&CDS=1-2355	YGR231C
OG0002330	augustus_masked-abe-_s7-processed-gene-8.68-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-8.68&CDS=1-1392	YCL009C
OG0002331	snap_masked-abe-_s7-processed-gene-8.20-mRNA-1_1&gene=snap_masked-abe-_s7-processed-gene-8.20&CDS=1-1689	YBR200W
OG0002332	augustus_masked-abe-_s7-processed-gene-8.70-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-8.70&CDS=1-1527	YLR105C
OG0002333	augustus_masked-abe-_s7-processed-gene-8.71-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-8.71&CDS=1-2256	YDR109C
OG0002334	maker-abe-_s7-augustus-gene-8.154-mRNA-1_1&gene=maker-abe-_s7-augustus-gene-8.154&CDS=1-3087	YKR056W
OG0002335	maker-abe-_s7-augustus-gene-8.152-mRNA-1_1&gene=maker-abe-_s7-augustus-gene-8.152&CDS=1-2796	YBR162C
OG0002336	augustus_masked-abe-_s7-processed-gene-8.76-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-8.76&CDS=1-1851	YDL185W
OG0002337	augustus_masked-abe-_s7-processed-gene-8.93-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-8.93&CDS=1-1065	YDL183C
OG0002338	augustus_masked-abe-_s7-processed-gene-8.77-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-8.77&CDS=1-1149	YDL133W
OG0002339	augustus_masked-abe-_s7-processed-gene-9.52-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-9.52&CDS=1-9168	YDL145C
OG0002340	snap_masked-abe-_s7-processed-gene-9.93-mRNA-1_1&gene=snap_masked-abe-_s7-processed-gene-9.93&CDS=1-201	YLR218C
OG0002341	augustus_masked-abe-_s7-processed-gene-9.53-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-9.53&CDS=1-1404	YDL139C
OG0002342	augustus_masked-abe-_s7-processed-gene-9.54-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-9.54&CDS=1-1680	YBR170C
OG0002343	augustus_masked-abe-_s7-processed-gene-9.55-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-9.55&CDS=1-2082	YPL106C
OG0002344	maker-abe-_s7-snap-gene-9.83-mRNA-1_1&gene=maker-abe-_s7-snap-gene-9.83&CDS=1-2148	YMR216C
OG0002345	augustus_masked-abe-_s7-processed-gene-9.72-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-9.72&CDS=1-1647	YPL086C
OG0002346	augustus_masked-abe-_s7-processed-gene-9.57-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-9.57&CDS=1-867	YBR185C
OG0002347	augustus_masked-abe-_s7-processed-gene-9.73-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-9.73&CDS=1-1767	YMR013C
OG0002348	augustus_masked-abe-_s7-processed-gene-9.74-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-9.74&CDS=1-3210	YPL195W
OG0002349	snap_masked-abe-_s7-processed-gene-9.100-mRNA-1_1&gene=snap_masked-abe-_s7-processed-gene-9.100&CDS=1-555	YGL079W
OG0002350	augustus_masked-abe-_s7-processed-gene-9.75-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-9.75&CDS=1-2130	YIL108W
OG0002351	augustus_masked-abe-_s7-processed-gene-9.60-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-9.60&CDS=1-2178	YBR223C
OG0002352	augustus_masked-abe-_s7-processed-gene-9.61-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-9.61&CDS=1-3573	YJL074C
OG0002353	augustus_masked-abe-_s7-processed-gene-9.77-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-9.77&CDS=1-1374	YDR023W
OG0002354	augustus_masked-abe-_s7-processed-gene-9.79-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-9.79&CDS=1-1488	YGL160W
OG0002355	augustus_masked-abe-_s7-processed-gene-9.64-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-9.64&CDS=1-510	YJL024C
OG0002356	augustus_masked-abe-_s7-processed-gene-9.80-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-9.80&CDS=1-435	YGR174C
OG0002357	augustus_masked-abe-_s7-processed-gene-9.65-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-9.65&CDS=1-1734	YDR213W
OG0002358	augustus_masked-abe-_s7-processed-gene-9.66-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-9.66&CDS=1-573	YLR229C
OG0002359	augustus_masked-abe-_s7-processed-gene-9.69-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-9.69&CDS=1-504	YBL093C
OG0002360	snap_masked-abe-_s7-processed-gene-10.45-mRNA-1_1&gene=snap_masked-abe-_s7-processed-gene-10.45&CDS=1-465	YBL092W
OG0002361	snap_masked-abe-_s7-processed-gene-10.48-mRNA-1_1&gene=snap_masked-abe-_s7-processed-gene-10.48&CDS=1-825	YML052W
OG0002362	snap_masked-abe-_s7-processed-gene-10.49-mRNA-1_1&gene=snap_masked-abe-_s7-processed-gene-10.49&CDS=1-1407	YCR068W
OG0002363	maker-abe-_s7-augustus-gene-10.98-mRNA-1_1&gene=maker-abe-_s7-augustus-gene-10.98&CDS=1-2502	YHL008C
OG0002364	augustus_masked-abe-_s7-processed-gene-10.10-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-10.10&CDS=1-1830	YLR276C
OG0002365	augustus_masked-abe-_s7-processed-gene-10.24-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-10.24&CDS=1-2259	YDR485C
OG0002366	genemark-abe-_s7-processed-gene-10.118-mRNA-1_1&gene=genemark-abe-_s7-processed-gene-10.118&CDS=1-945	YOL096C
OG0002367	augustus_masked-abe-_s7-processed-gene-10.26-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-10.26&CDS=1-1560	YNL138W
OG0002368	augustus_masked-abe-_s7-processed-gene-10.13-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-10.13&CDS=1-2319	YNL059C
OG0002369	augustus_masked-abe-_s7-processed-gene-10.27-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-10.27&CDS=1-1785	YNL061W
OG0002370	augustus_masked-abe-_s7-processed-gene-10.14-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-10.14&CDS=1-1455	YNL062C
OG0002371	genemark-abe-_s7-processed-gene-10.136-mRNA-1_1&gene=genemark-abe-_s7-processed-gene-10.136&CDS=1-858	YNL063W
OG0002372	augustus_masked-abe-_s7-processed-gene-10.29-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-10.29&CDS=1-1407	YNL137C
OG0002373	augustus_masked-abe-_s7-processed-gene-10.30-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-10.30&CDS=1-1644	YEL063C
OG0002374	augustus_masked-abe-_s7-processed-gene-10.16-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-10.16&CDS=1-1887	YNL124W
OG0002375	genemark-abe-_s7-processed-gene-10.140-mRNA-1_1&gene=genemark-abe-_s7-processed-gene-10.140&CDS=1-5637	YHR120W
OG0002376	maker-abe-_s7-augustus-gene-10.99-mRNA-1_1&gene=maker-abe-_s7-augustus-gene-10.99&CDS=1-4047	YNL123W
OG0002377	genemark-abe-_s7-processed-gene-10.142-mRNA-1_1&gene=genemark-abe-_s7-processed-gene-10.142&CDS=1-3084	YCR017C
OG0002378	maker-abe-_s7-snap-gene-10.0-mRNA-1_1&gene=maker-abe-_s7-snap-gene-10.0&CDS=1-1038	YBR039W
OG0002379	snap_masked-abe-_s7-processed-gene-10.88-mRNA-1_1&gene=snap_masked-abe-_s7-processed-gene-10.88&CDS=1-339	YHR116W
OG0002380	genemark-abe-_s7-processed-gene-10.148-mRNA-1_1&gene=genemark-abe-_s7-processed-gene-10.148&CDS=1-483	YNL208W
OG0002381	augustus_masked-abe-_s7-processed-gene-10.21-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-10.21&CDS=1-1266	YNL119W
OG0002382	augustus_masked-abe-_s7-processed-gene-10.40-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-10.40&CDS=1-2646	YIR026C
OG0002383	augustus_masked-abe-_s7-processed-gene-10.41-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-10.41&CDS=1-360	YMR123W
OG0002384	augustus_masked-abe-_s7-processed-gene-10.23-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-10.23&CDS=1-1845	YER068W
OG0002385	snap_masked-abe-_s7-processed-gene-10.94-mRNA-1_1&gene=snap_masked-abe-_s7-processed-gene-10.94&CDS=1-2874	YPL040C
OG0002386	maker-abe-_s7-augustus-gene-10.107-mRNA-1_1&gene=maker-abe-_s7-augustus-gene-10.107&CDS=1-1386	YNR001C
OG0002387	augustus_masked-abe-_s7-processed-gene-10.44-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-10.44&CDS=1-1590	YBR163W
OG0002388	augustus_masked-abe-_s7-processed-gene-11.4-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-11.4&CDS=1-3831	YOR048C
OG0002389	augustus_masked-abe-_s7-processed-gene-11.31-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-11.31&CDS=1-5610	YJL039C
OG0002390	snap_masked-abe-_s7-processed-gene-11.85-mRNA-1_1&gene=snap_masked-abe-_s7-processed-gene-11.85&CDS=1-1656	YKR097W
OG0002391	genemark-abe-_s7-processed-gene-11.118-mRNA-1_1&gene=genemark-abe-_s7-processed-gene-11.118&CDS=1-1221	YIL153W
OG0002392	augustus_masked-abe-_s7-processed-gene-11.33-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-11.33&CDS=1-4575	YMR247C
OG0002393	snap_masked-abe-_s7-processed-gene-11.91-mRNA-1_1&gene=snap_masked-abe-_s7-processed-gene-11.91&CDS=1-2766	YFL024C
OG0002394	augustus_masked-abe-_s7-processed-gene-11.10-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-11.10&CDS=1-963	YKL120W
OG0002395	augustus_masked-abe-_s7-processed-gene-11.12-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-11.12&CDS=1-1200	YKR048C
OG0002396	augustus_masked-abe-_s7-processed-gene-11.37-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-11.37&CDS=1-846	YHR071W
OG0002397	augustus_masked-abe-_s7-processed-gene-11.38-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-11.38&CDS=1-2172	YKL025C
OG0002398	augustus_masked-abe-_s7-processed-gene-11.15-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-11.15&CDS=1-825	YKL024C
OG0002399	augustus_masked-abe-_s7-processed-gene-11.39-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-11.39&CDS=1-798	YGR024C
OG0002400	augustus_masked-abe-_s7-processed-gene-11.16-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-11.16&CDS=1-3501	YPR010C
OG0002401	snap_masked-abe-_s7-processed-gene-11.68-mRNA-1_1&gene=snap_masked-abe-_s7-processed-gene-11.68&CDS=1-12480	YKR054C
OG0002402	snap_masked-abe-_s7-processed-gene-11.100-mRNA-1_1&gene=snap_masked-abe-_s7-processed-gene-11.100&CDS=1-1035	YGR104C
OG0002403	snap_masked-abe-_s7-processed-gene-11.101-mRNA-1_1&gene=snap_masked-abe-_s7-processed-gene-11.101&CDS=1-228	YGR105W
OG0002404	augustus_masked-abe-_s7-processed-gene-11.44-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-11.44&CDS=1-1320	YNL280C
OG0002405	augustus_masked-abe-_s7-processed-gene-11.21-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-11.21&CDS=1-1164	YOR063W
OG0002406	augustus_masked-abe-_s7-processed-gene-11.46-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-11.46&CDS=1-1494	YMR093W
OG0002407	snap_masked-abe-_s7-processed-gene-11.74-mRNA-1_1&gene=snap_masked-abe-_s7-processed-gene-11.74&CDS=1-1878	YMR313C
OG0002408	augustus_masked-abe-_s7-processed-gene-11.47-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-11.47&CDS=1-810	YMR312W
OG0002409	augustus_masked-abe-_s70-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-0.55&CDS=1-267	YJR135W-A
OG0002410	augustus_masked-abe-_s70-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-0.78&CDS=1-1086	YDL055C
OG0002411	augustus_masked-abe-_s70-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-0.79&CDS=1-1419	YDL054C
OG0002412	genemark-abe-_s70-processed-gene-0.29-mRNA-1_1&gene=genemark-abe-_s70-processed-gene-0.29&CDS=1-1017	YLR377C
OG0002413	augustus_masked-abe-_s70-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-0.62&CDS=1-1029	YJL117W
OG0002414	augustus_masked-abe-_s70-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-0.86&CDS=1-336	YBR120C
OG0002415	augustus_masked-abe-_s70-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-0.63&CDS=1-720	YKR043C
OG0002416	augustus_masked-abe-_s70-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-0.64&CDS=1-1086	YDR400W
OG0002417	augustus_masked-abe-_s70-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-0.90&CDS=1-1689	YBR286W
OG0002418	augustus_masked-abe-_s70-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-0.92&CDS=1-1200	YGL048C
OG0002419	augustus_masked-abe-_s70-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-0.94&CDS=1-555	YNL213C
OG0002420	augustus_masked-abe-_s70-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-0.66&CDS=1-1113	YNL212W
OG0002421	snap_masked-abe-_s70-processed-gene-0.145-mRNA-1_1&gene=snap_masked-abe-_s70-processed-gene-0.145&CDS=1-237	YNL211C
OG0002422	maker-abe-_s70-snap-gene-0.53-mRNA-1_1&gene=maker-abe-_s70-snap-gene-0.53&CDS=1-1173	YGL127C
OG0002423	augustus_masked-abe-_s70-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-0.71&CDS=1-2541	YIL140W
OG0002424	augustus_masked-abe-_s70-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-0.72&CDS=1-2730	YBR221C
OG0002425	augustus_masked-abe-_s70-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-0.73&CDS=1-219	YNR032C-A
OG0002426	augustus_masked-abe-_s70-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-1.104&CDS=1-1914	YNR039C
OG0002427	snap_masked-abe-_s70-processed-gene-1.55-mRNA-1_1&gene=snap_masked-abe-_s70-processed-gene-1.55&CDS=1-4767	YCR081W
OG0002428	augustus_masked-abe-_s70-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-1.106&CDS=1-3801	YMR109W
OG0002429	augustus_masked-abe-_s70-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-1.124&CDS=1-1545	YCR072C
OG0002430	snap_masked-abe-_s70-processed-gene-1.78-mRNA-1_1&gene=snap_masked-abe-_s70-processed-gene-1.78&CDS=1-2445	YCR077C
OG0002431	snap_masked-abe-_s70-processed-gene-1.79-mRNA-1_1&gene=snap_masked-abe-_s70-processed-gene-1.79&CDS=1-2280	YNR033W
OG0002432	snap_masked-abe-_s70-processed-gene-1.80-mRNA-1_1&gene=snap_masked-abe-_s70-processed-gene-1.80&CDS=1-5250	YDL058W
OG0002433	augustus_masked-abe-_s70-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-1.109&CDS=1-540	YDL059C
OG0002434	augustus_masked-abe-_s70-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-1.129&CDS=1-3996	YLR384C
OG0002435	augustus_masked-abe-_s70-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-1.111&CDS=1-2172	YHR197W
OG0002436	maker-abe-_s70-augustus-gene-1.51-mRNA-1_1&gene=maker-abe-_s70-augustus-gene-1.51&CDS=1-1887	YKL125W
OG0002437	augustus_masked-abe-_s70-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-1.113&CDS=1-1545	YHR084W
OG0002438	augustus_masked-abe-_s70-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-1.132&CDS=1-9345	YDR331W
OG0002439	augustus_masked-abe-_s70-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-1.133&CDS=1-819	YDL051W
OG0002440	augustus_masked-abe-_s70-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-1.114&CDS=1-738	YBL036C
OG0002441	augustus_masked-abe-_s70-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-1.134&CDS=1-2529	YBR086C
OG0002442	augustus_masked-abe-_s70-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-1.115&CDS=1-1059	YKL018W
OG0002443	snap_masked-abe-_s70-processed-gene-1.92-mRNA-1_1&gene=snap_masked-abe-_s70-processed-gene-1.92&CDS=1-2913	YBL037W
OG0002444	snap_masked-abe-_s70-processed-gene-1.93-mRNA-1_1&gene=snap_masked-abe-_s70-processed-gene-1.93&CDS=1-573	YJL140W
OG0002445	augustus_masked-abe-_s70-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-1.138&CDS=1-1947	YJL141C
OG0002446	augustus_masked-abe-_s70-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-1.139&CDS=1-456	YJL143W
OG0002447	augustus_masked-abe-_s70-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-1.140&CDS=1-1974	YKL174C
OG0002448	augustus_masked-abe-_s70-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-1.141&CDS=1-825	YKR060W
OG0002449	augustus_masked-abe-_s70-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-1.118&CDS=1-693	YPL078C
OG0002450	augustus_masked-abe-_s70-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-1.142&CDS=1-1242	YBR195C
OG0002451	augustus_masked-abe-_s70-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-1.119&CDS=1-735	YIL064W
OG0002452	augustus_masked-abe-_s70-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-1.144&CDS=1-1200	YIL063C
OG0002453	augustus_masked-abe-_s70-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-1.121&CDS=1-1020	YOL054W
OG0002454	maker-abe-_s70-augustus-gene-1.47-mRNA-1_1&gene=maker-abe-_s70-augustus-gene-1.47&CDS=1-2028	YMR256C
OG0002455	augustus_masked-abe-_s70-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-2.103&CDS=1-525	YKL016C
OG0002456	augustus_masked-abe-_s70-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-2.105&CDS=1-2193	YJL176C
OG0002457	augustus_masked-abe-_s70-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-2.106&CDS=1-282	YJL166W
OG0002458	augustus_masked-abe-_s70-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-2.120&CDS=1-1050	YJL167W
OG0002459	augustus_masked-abe-_s70-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-2.121&CDS=1-1137	YKL172W
OG0002460	augustus_masked-abe-_s70-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-2.123&CDS=1-1590	YGL028C
OG0002461	augustus_masked-abe-_s70-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-2.124&CDS=1-1326	YBR029C
OG0002462	maker-abe-_s70-snap-gene-2.147-mRNA-1_1&gene=maker-abe-_s70-snap-gene-2.147&CDS=1-327	YNL244C
OG0002463	augustus_masked-abe-_s70-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-2.109&CDS=1-747	YNL245C
OG0002464	augustus_masked-abe-_s70-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-2.126&CDS=1-1398	YBR133C
OG0002465	augustus_masked-abe-_s70-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-2.127&CDS=1-2196	YPR091C
OG0002466	augustus_masked-abe-_s70-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-2.133&CDS=1-657	YLR078C
OG0002467	augustus_masked-abe-_s70-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-2.134&CDS=1-582	YFL046W
OG0002468	augustus_masked-abe-_s70-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-2.112&CDS=1-1848	YLR077W
OG0002469	augustus_masked-abe-_s70-processed-gene-2.135-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-2.135&CDS=1-753	YFL045C
OG0002470	augustus_masked-abe-_s70-processed-gene-2.136-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-2.136&CDS=1-660	YLR075W
OG0002471	augustus_masked-abe-_s70-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-2.113&CDS=1-486	YLR074C
OG0002472	augustus_masked-abe-_s70-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-2.114&CDS=1-1485	YDR299W
OG0002473	augustus_masked-abe-_s70-processed-gene-2.137-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-2.137&CDS=1-366	YNL081C
OG0002474	augustus_masked-abe-_s70-processed-gene-2.138-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-2.138&CDS=1-903	YNL080C
OG0002475	genemark-abe-_s70-processed-gene-2.15-mRNA-1_1&gene=genemark-abe-_s70-processed-gene-2.15&CDS=1-540	YDR377W
OG0002476	augustus_masked-abe-_s70-processed-gene-2.143-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-2.143&CDS=1-3540	YPL217C
OG0002477	snap_masked-abe-_s70-processed-gene-3.87-mRNA-1_1&gene=snap_masked-abe-_s70-processed-gene-3.87&CDS=1-252	YMR286W
OG0002478	snap_masked-abe-_s70-processed-gene-3.83-mRNA-1_1&gene=snap_masked-abe-_s70-processed-gene-3.83&CDS=1-2976	YOR349W
