	Saccharomyces_cerevisiae	Torulaspora_delbrueckii
OG0002982	YMR157C	snap_masked-scaffold_7-processed-gene-5.80-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-5.80&CDS=1-708
OG0002983	YMR158W	snap_masked-scaffold_7-processed-gene-5.104-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-5.104&CDS=1-465
OG0002984	YMR159C	snap_masked-scaffold_7-processed-gene-5.78-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-5.78&CDS=1-396
OG0002985	YMR160W	augustus_masked-scaffold_7-processed-gene-5.156-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.156&CDS=1-2307
OG0002986	YMR161W	snap_masked-scaffold_7-processed-gene-5.100-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-5.100&CDS=1-675
OG0002987	YMR162C	snap_masked-scaffold_7-processed-gene-5.76-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-5.76&CDS=1-4902
OG0002988	YMR163C	snap_masked-scaffold_7-processed-gene-5.75-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-5.75&CDS=1-2124
OG0002989	YMR164C	snap_masked-scaffold_7-processed-gene-5.74-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-5.74&CDS=1-612
OG0002990	YMR165C	snap_masked-scaffold_7-processed-gene-5.73-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-5.73&CDS=1-2400
OG0002991	YMR166C	snap_masked-scaffold_7-processed-gene-5.72-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-5.72&CDS=1-1083
OG0002992	YMR167W	snap_masked-scaffold_7-processed-gene-5.97-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-5.97&CDS=1-2190
OG0002993	YMR168C	genemark-scaffold_7-processed-gene-5.12-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.12&CDS=1-1842
OG0002994	YMR171C	snap_masked-scaffold_7-processed-gene-5.69-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-5.69&CDS=1-1641
OG0002995	YMR172W	augustus_masked-scaffold_6-processed-gene-3.38-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.38&CDS=1-1917
OG0002996	YMR177W	augustus_masked-scaffold_6-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.35&CDS=1-1386
OG0002997	YMR178W	snap_masked-scaffold_6-processed-gene-3.83-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-3.83&CDS=1-867
OG0002998	YMR179W	snap_masked-scaffold_6-processed-gene-3.82-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-3.82&CDS=1-2028
OG0002999	YMR184W	snap_masked-scaffold_1-processed-gene-11.33-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.33&CDS=1-519
OG0003000	YMR185W	augustus_masked-scaffold_1-processed-gene-12.55-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.55&CDS=1-2814
OG0003001	YMR187C	augustus_masked-scaffold_1-processed-gene-12.59-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.59&CDS=1-1302
OG0003002	YMR188C	snap_masked-scaffold_1-processed-gene-12.36-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-12.36&CDS=1-690
OG0003003	YMR189W	snap_masked-scaffold_1-processed-gene-12.10-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-12.10&CDS=1-3066
OG0003004	YMR190C	snap_masked-scaffold_1-processed-gene-12.37-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-12.37&CDS=1-4092
OG0003005	YMR191W	augustus_masked-scaffold_1-processed-gene-12.65-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.65&CDS=1-1080
OG0003006	YMR193W	maker-scaffold_1-augustus-gene-12.164-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-12.164&CDS=1-1071
OG0003007	YMR196W	snap_masked-scaffold_1-processed-gene-12.18-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-12.18&CDS=1-3234
OG0003008	YMR197C	augustus_masked-scaffold_1-processed-gene-12.91-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.91&CDS=1-582
OG0003009	YMR201C	genemark-scaffold_1-processed-gene-12.151-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.151&CDS=1-1944
OG0003010	YMR202W	maker-scaffold_1-snap-gene-12.107-mRNA-1_1&gene=maker-scaffold_1-snap-gene-12.107&CDS=1-1161
OG0003011	YMR203W	snap_masked-scaffold_1-processed-gene-12.28-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-12.28&CDS=1-1161
OG0003012	YMR204C	augustus_masked-scaffold_1-processed-gene-12.95-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.95&CDS=1-1230
OG0003013	YMR206W	augustus_masked-scaffold_1-processed-gene-12.82-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.82&CDS=1-651
OG0003014	YMR208W	snap_masked-scaffold_1-processed-gene-11.27-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.27&CDS=1-1251
OG0003015	YMR210W	snap_masked-scaffold_1-processed-gene-11.29-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.29&CDS=1-1323
OG0003016	YMR211W	snap_masked-scaffold_1-processed-gene-11.30-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.30&CDS=1-1422
OG0003017	YMR212C	snap_masked-scaffold_2-processed-gene-7.66-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.66&CDS=1-2232
OG0003018	YMR213W	snap_masked-scaffold_2-processed-gene-6.105-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.105&CDS=1-1689
OG0003019	YMR214W	snap_masked-scaffold_2-processed-gene-6.103-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.103&CDS=1-1119
OG0003020	YMR215W	snap_masked-scaffold_2-processed-gene-6.102-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.102&CDS=1-1548
OG0003021	YMR216C	snap_masked-scaffold_2-processed-gene-6.78-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.78&CDS=1-1992
OG0003022	YMR217W	snap_masked-scaffold_2-processed-gene-6.101-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.101&CDS=1-1572
OG0003023	YMR218C	snap_masked-scaffold_2-processed-gene-6.77-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.77&CDS=1-3291
OG0003024	YMR219W	snap_masked-scaffold_2-processed-gene-6.99-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.99&CDS=1-4932
OG0003025	YMR220W	snap_masked-scaffold_2-processed-gene-6.98-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.98&CDS=1-1344
OG0003026	YMR221C	maker-scaffold_2-snap-gene-6.2-mRNA-1_1&gene=maker-scaffold_2-snap-gene-6.2&CDS=1-2982
OG0003027	YMR223W	snap_masked-scaffold_2-processed-gene-6.97-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.97&CDS=1-1389
OG0003028	YMR224C	snap_masked-scaffold_2-processed-gene-6.71-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.71&CDS=1-2004
OG0003029	YMR226C	snap_masked-scaffold_2-processed-gene-6.67-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.67&CDS=1-807
OG0003030	YMR227C	snap_masked-scaffold_2-processed-gene-6.65-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.65&CDS=1-1689
OG0003031	YMR228W	snap_masked-scaffold_2-processed-gene-6.92-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.92&CDS=1-1020
OG0003032	YMR229C	snap_masked-scaffold_2-processed-gene-6.64-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.64&CDS=1-5145
OG0003033	YMR231W	snap_masked-scaffold_2-processed-gene-6.89-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.89&CDS=1-3069
OG0003034	YMR232W	snap_masked-scaffold_2-processed-gene-6.88-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.88&CDS=1-2064
OG0003035	YMR234W	snap_masked-scaffold_2-processed-gene-6.84-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.84&CDS=1-1035
OG0003036	YMR235C	snap_masked-scaffold_2-processed-gene-6.61-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.61&CDS=1-1179
OG0003037	YMR239C	snap_masked-scaffold_2-processed-gene-6.55-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.55&CDS=1-1443
OG0003038	YMR240C	snap_masked-scaffold_2-processed-gene-2.65-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.65&CDS=1-1431
OG0003039	YMR241W	snap_masked-scaffold_2-processed-gene-2.88-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.88&CDS=1-930
OG0003040	YMR243C	snap_masked-scaffold_2-processed-gene-2.54-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.54&CDS=1-1296
OG0003041	YMR244C-A	snap_masked-scaffold_2-processed-gene-2.52-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.52&CDS=1-327
OG0003042	YMR244W	snap_masked-scaffold_2-processed-gene-2.56-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.56&CDS=1-930
OG0003043	YMR247C	snap_masked-scaffold_2-processed-gene-1.79-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.79&CDS=1-4677
OG0003044	YMR250W	snap_masked-scaffold_2-processed-gene-1.98-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.98&CDS=1-1737
OG0003045	YMR252C	maker-scaffold_2-snap-gene-1.51-mRNA-1_1&gene=maker-scaffold_2-snap-gene-1.51&CDS=1-369
OG0003046	YMR256C	snap_masked-scaffold_2-processed-gene-1.76-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.76&CDS=1-177
OG0003047	YMR257C	snap_masked-scaffold_2-processed-gene-1.74-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.74&CDS=1-2385
OG0003048	YMR258C	snap_masked-scaffold_2-processed-gene-1.73-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.73&CDS=1-1656
OG0003049	YMR259C	snap_masked-scaffold_2-processed-gene-1.72-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.72&CDS=1-4257
OG0003050	YMR261C	maker-scaffold_2-augustus-gene-1.144-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-1.144&CDS=1-3672
OG0003051	YMR262W	augustus_masked-scaffold_2-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.138&CDS=1-2004
OG0003052	YMR265C	snap_masked-scaffold_2-processed-gene-1.68-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.68&CDS=1-1215
OG0003053	YMR266W	snap_masked-scaffold_2-processed-gene-1.93-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.93&CDS=1-2706
OG0003054	YMR267W	snap_masked-scaffold_2-processed-gene-1.92-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.92&CDS=1-885
OG0003055	YMR268C	genemark-scaffold_2-processed-gene-1.19-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.19&CDS=1-1254
OG0003056	YMR269W	snap_masked-scaffold_2-processed-gene-1.90-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.90&CDS=1-546
OG0003057	YMR270C	snap_masked-scaffold_2-processed-gene-1.66-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.66&CDS=1-1071
OG0003058	YMR272C	snap_masked-scaffold_2-processed-gene-1.64-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.64&CDS=1-1149
OG0003059	YMR274C	snap_masked-scaffold_2-processed-gene-1.61-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.61&CDS=1-951
OG0003060	YMR275C	snap_masked-scaffold_2-processed-gene-1.60-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.60&CDS=1-2754
OG0003061	YMR276W	snap_masked-scaffold_2-processed-gene-1.85-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.85&CDS=1-1107
OG0003062	YMR280C	snap_masked-scaffold_2-processed-gene-1.53-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.53&CDS=1-3903
OG0003063	YMR281W	snap_masked-scaffold_2-processed-gene-1.56-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.56&CDS=1-804
OG0003064	YMR282C	snap_masked-scaffold_2-processed-gene-1.52-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.52&CDS=1-1650
OG0003065	YMR283C	snap_masked-scaffold_1-processed-gene-13.166-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-13.166&CDS=1-1467
OG0003066	YMR284W	snap_masked-scaffold_2-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.4&CDS=1-1746
OG0003067	YMR285C	snap_masked-scaffold_2-processed-gene-0.30-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.30&CDS=1-1476
OG0003068	YMR286W	snap_masked-scaffold_2-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.5&CDS=1-258
OG0003069	YMR287C	snap_masked-scaffold_2-processed-gene-0.32-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.32&CDS=1-2805
OG0003070	YMR288W	augustus_masked-scaffold_7-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.35&CDS=1-2880
OG0003071	YMR289W	snap_masked-scaffold_7-processed-gene-1.79-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.79&CDS=1-1137
OG0003072	YMR291W	snap_masked-scaffold_7-processed-gene-1.77-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.77&CDS=1-1611
OG0003073	YMR292W	snap_masked-scaffold_7-processed-gene-1.76-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.76&CDS=1-414
OG0003074	YMR293C	genemark-scaffold_7-processed-gene-1.102-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.102&CDS=1-1392
OG0003075	YMR294W	augustus_masked-scaffold_7-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.29&CDS=1-1098
OG0003076	YMR296C	genemark-scaffold_7-processed-gene-1.100-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.100&CDS=1-2202
OG0003077	YMR297W	maker-scaffold_7-augustus-gene-1.3-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-1.3&CDS=1-2019
OG0003078	YMR299C	augustus_masked-scaffold_7-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.7&CDS=1-945
OG0003079	YMR300C	maker-scaffold_7-augustus-gene-1.0-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-1.0&CDS=1-3618
OG0003080	YMR302C	snap_masked-scaffold_7-processed-gene-1.48-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.48&CDS=1-2454
OG0003081	YMR304W	snap_masked-scaffold_7-processed-gene-0.99-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-0.99&CDS=1-3558
OG0003082	YMR308C	snap_masked-scaffold_7-processed-gene-0.83-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-0.83&CDS=1-3276
OG0003083	YMR309C	snap_masked-scaffold_7-processed-gene-0.82-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-0.82&CDS=1-2418
OG0003084	YMR310C	genemark-scaffold_7-processed-gene-0.17-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-0.17&CDS=1-1059
OG0003085	YMR311C	snap_masked-scaffold_7-processed-gene-0.79-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-0.79&CDS=1-516
OG0003086	YMR312W	snap_masked-scaffold_7-processed-gene-0.94-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-0.94&CDS=1-783
OG0003087	YMR313C	snap_masked-scaffold_7-processed-gene-0.76-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-0.76&CDS=1-1752
OG0003088	YMR314W	snap_masked-scaffold_7-processed-gene-0.93-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-0.93&CDS=1-714
OG0003089	YMR315W	snap_masked-scaffold_1-processed-gene-0.62-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-0.62&CDS=1-1050
OG0003090	YMR318C	augustus_masked-scaffold_5-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-0.36&CDS=1-1086
OG0003091	YMR319C	snap_masked-scaffold_2-processed-gene-1.55-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.55&CDS=1-1725
OG0003092	YNL001W	maker-scaffold_2-augustus-gene-10.5-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-10.5&CDS=1-1794
OG0003093	YNL003C	genemark-scaffold_2-processed-gene-10.140-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-10.140&CDS=1-846
OG0003094	YNL004W	maker-scaffold_2-augustus-gene-10.7-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-10.7&CDS=1-1206
OG0003095	YNL005C	snap_masked-scaffold_2-processed-gene-10.86-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.86&CDS=1-1110
OG0003096	YNL006W	snap_masked-scaffold_2-processed-gene-10.82-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.82&CDS=1-909
OG0003097	YNL007C	snap_masked-scaffold_2-processed-gene-10.101-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.101&CDS=1-1107
OG0003098	YNL011C	snap_masked-scaffold_2-processed-gene-10.87-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.87&CDS=1-1341
OG0003099	YNL016W	snap_masked-scaffold_7-processed-gene-4.154-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.154&CDS=1-1206
OG0003100	YNL021W	snap_masked-scaffold_7-processed-gene-4.173-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.173&CDS=1-2130
OG0003101	YNL022C	snap_masked-scaffold_7-processed-gene-4.144-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.144&CDS=1-1452
OG0003102	YNL023C	snap_masked-scaffold_7-processed-gene-4.145-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.145&CDS=1-2808
OG0003103	YNL024C-A	snap_masked-scaffold_7-processed-gene-4.146-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.146&CDS=1-216
OG0003104	YNL025C	snap_masked-scaffold_7-processed-gene-4.148-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.148&CDS=1-993
OG0003105	YNL026W	snap_masked-scaffold_7-processed-gene-4.153-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.153&CDS=1-1482
OG0003106	YNL027W	snap_masked-scaffold_7-processed-gene-4.152-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.152&CDS=1-1518
OG0003107	YNL032W	snap_masked-scaffold_7-processed-gene-4.149-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.149&CDS=1-759
OG0003108	YNL035C	snap_masked-scaffold_7-processed-gene-4.172-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.172&CDS=1-1176
OG0003109	YNL036W	snap_masked-scaffold_3-processed-gene-6.85-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-6.85&CDS=1-645
OG0003110	YNL037C	maker-scaffold_3-snap-gene-6.180-mRNA-1_1&gene=maker-scaffold_3-snap-gene-6.180&CDS=1-2607
OG0003111	YNL039W	snap_masked-scaffold_3-processed-gene-6.83-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-6.83&CDS=1-1698
OG0003112	YNL041C	snap_masked-scaffold_3-processed-gene-6.87-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-6.87&CDS=1-2487
OG0003113	YNL042W	snap_masked-scaffold_3-processed-gene-6.111-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-6.111&CDS=1-981
OG0003114	YNL044W	augustus_masked-scaffold_3-processed-gene-6.51-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.51&CDS=1-507
OG0003115	YNL048W	augustus_masked-scaffold_3-processed-gene-7.46-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.46&CDS=1-2730
OG0003116	YNL050C	augustus_masked-scaffold_3-processed-gene-7.49-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.49&CDS=1-672
OG0003117	YNL054W	snap_masked-scaffold_3-processed-gene-7.30-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-7.30&CDS=1-2862
OG0003118	YNL055C	snap_masked-scaffold_3-processed-gene-7.6-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-7.6&CDS=1-843
OG0003119	YNL058C	snap_masked-scaffold_3-processed-gene-7.8-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-7.8&CDS=1-891
OG0003120	YNL061W	snap_masked-scaffold_3-processed-gene-7.34-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-7.34&CDS=1-1842
OG0003121	YNL062C	snap_masked-scaffold_3-processed-gene-7.11-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-7.11&CDS=1-1287
OG0003122	YNL063W	genemark-scaffold_3-processed-gene-8.124-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.124&CDS=1-783
OG0003123	YNL064C	snap_masked-scaffold_3-processed-gene-8.39-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-8.39&CDS=1-1233
OG0003124	YNL065W	maker-scaffold_3-snap-gene-8.101-mRNA-1_1&gene=maker-scaffold_3-snap-gene-8.101&CDS=1-3219
OG0003125	YNL068C	maker-scaffold_3-augustus-gene-8.2-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-8.2&CDS=1-2937
OG0003126	YNL071W	maker-scaffold_3-augustus-gene-8.0-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-8.0&CDS=1-3651
OG0003127	YNL075W	snap_masked-scaffold_3-processed-gene-7.25-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-7.25&CDS=1-864
OG0003128	YNL076W	snap_masked-scaffold_3-processed-gene-7.24-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-7.24&CDS=1-1491
OG0003129	YNL077W	snap_masked-scaffold_3-processed-gene-7.22-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-7.22&CDS=1-1386
OG0003130	YNL079C	snap_masked-scaffold_3-processed-gene-7.41-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-7.41&CDS=1-483
OG0003131	YNL081C	augustus_masked-scaffold_3-processed-gene-7.77-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.77&CDS=1-1407
OG0003132	YNL082W	snap_masked-scaffold_3-processed-gene-7.19-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-7.19&CDS=1-2655
OG0003133	YNL083W	genemark-scaffold_3-processed-gene-7.102-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.102&CDS=1-1593
OG0003134	YNL084C	snap_masked-scaffold_3-processed-gene-7.36-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-7.36&CDS=1-1128
OG0003135	YNL085W	snap_masked-scaffold_3-processed-gene-7.15-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-7.15&CDS=1-2466
OG0003136	YNL086W	snap_masked-scaffold_3-processed-gene-7.14-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-7.14&CDS=1-408
OG0003137	YNL088W	genemark-scaffold_3-processed-gene-7.97-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.97&CDS=1-7659
OG0003138	YNL090W	augustus_masked-scaffold_3-processed-gene-8.87-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.87&CDS=1-573
OG0003139	YNL091W	augustus_masked-scaffold_3-processed-gene-8.88-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.88&CDS=1-3888
OG0003140	YNL094W	snap_masked-scaffold_3-processed-gene-8.46-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-8.46&CDS=1-1680
OG0003141	YNL097C	snap_masked-scaffold_6-processed-gene-2.86-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-2.86&CDS=1-885
OG0003142	YNL098C	snap_masked-scaffold_6-processed-gene-2.85-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-2.85&CDS=1-861
OG0003143	YNL099C	snap_masked-scaffold_6-processed-gene-2.84-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-2.84&CDS=1-726
OG0003144	YNL101W	augustus_masked-scaffold_6-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-2.11&CDS=1-2712
OG0003145	YNL102W	snap_masked-scaffold_6-processed-gene-2.57-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-2.57&CDS=1-4344
OG0003146	YNL103W	snap_masked-scaffold_6-processed-gene-2.56-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-2.56&CDS=1-1518
OG0003147	YNL104C	snap_masked-scaffold_6-processed-gene-2.81-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-2.81&CDS=1-1842
OG0003148	YNL107W	snap_masked-scaffold_6-processed-gene-2.55-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-2.55&CDS=1-627
OG0003149	YNL112W	maker-scaffold_6-snap-gene-2.152-mRNA-1_1&gene=maker-scaffold_6-snap-gene-2.152&CDS=1-1647
