	Saccharomyces_cerevisiae	yHMPu5000034627_Pichia_heedii
OG0002265	YLR397C	genemark-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-2.68-mRNA-1_1&gene=genemark-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-2.68&CDS=1-2559
OG0002266	YLR399C	snap_masked-NODE_116_length_15793_cov_16.6628_ID_231-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_116_length_15793_cov_16.6628_ID_231-processed-gene-0.20&CDS=1-1881
OG0002267	YLR401C	genemark-NODE_45_length_85142_cov_12.544_ID_89-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_45_length_85142_cov_12.544_ID_89-processed-gene-0.28&CDS=1-1866
OG0002268	YLR403W	snap_masked-NODE_45_length_85142_cov_12.544_ID_89-processed-gene-0.88-mRNA-1_1&gene=snap_masked-NODE_45_length_85142_cov_12.544_ID_89-processed-gene-0.88&CDS=1-1812
OG0002269	YLR405W	snap_masked-NODE_45_length_85142_cov_12.544_ID_89-processed-gene-0.89-mRNA-1_1&gene=snap_masked-NODE_45_length_85142_cov_12.544_ID_89-processed-gene-0.89&CDS=1-1095
OG0002270	YLR407W	augustus_masked-NODE_45_length_85142_cov_12.544_ID_89-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_45_length_85142_cov_12.544_ID_89-processed-gene-0.51&CDS=1-807
OG0002271	YLR409C	snap_masked-NODE_45_length_85142_cov_12.544_ID_89-processed-gene-0.109-mRNA-1_1&gene=snap_masked-NODE_45_length_85142_cov_12.544_ID_89-processed-gene-0.109&CDS=1-2850
OG0002272	YLR410W	snap_masked-NODE_45_length_85142_cov_12.544_ID_89-processed-gene-0.92-mRNA-1_1&gene=snap_masked-NODE_45_length_85142_cov_12.544_ID_89-processed-gene-0.92&CDS=1-3648
OG0002273	YLR411W	snap_masked-NODE_14_length_174362_cov_12.8702_ID_27-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_14_length_174362_cov_12.8702_ID_27-processed-gene-0.60&CDS=1-690
OG0002274	YLR412W	snap_masked-NODE_12_length_182624_cov_13.0032_ID_23-processed-gene-0.235-mRNA-1_1&gene=snap_masked-NODE_12_length_182624_cov_13.0032_ID_23-processed-gene-0.235&CDS=1-780
OG0002275	YLR418C	snap_masked-NODE_9_length_190932_cov_13.1668_ID_17-processed-gene-0.201-mRNA-1_1&gene=snap_masked-NODE_9_length_190932_cov_13.1668_ID_17-processed-gene-0.201&CDS=1-1299
OG0002276	YLR419W	snap_masked-NODE_18_length_141908_cov_21.1969_ID_35-processed-gene-0.145-mRNA-1_1&gene=snap_masked-NODE_18_length_141908_cov_21.1969_ID_35-processed-gene-0.145&CDS=1-4278
OG0002277	YLR420W	genemark-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-1.59-mRNA-1_1&gene=genemark-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-1.59&CDS=1-1092
OG0002278	YLR422W	snap_masked-NODE_45_length_85142_cov_12.544_ID_89-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_45_length_85142_cov_12.544_ID_89-processed-gene-0.104&CDS=1-5976
OG0002279	YLR427W	snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-3.35-mRNA-1_1&gene=snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-3.35&CDS=1-2298
OG0002280	YLR429W	snap_masked-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-1.33-mRNA-1_1&gene=snap_masked-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-1.33&CDS=1-1884
OG0002281	YLR430W	augustus_masked-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-1.113&CDS=1-5970
OG0002282	YLR435W	snap_masked-NODE_45_length_85142_cov_12.544_ID_89-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_45_length_85142_cov_12.544_ID_89-processed-gene-0.85&CDS=1-606
OG0002283	YLR438C-A	snap_masked-NODE_4_length_271260_cov_12.649_ID_7-processed-gene-1.242-mRNA-1_1&gene=snap_masked-NODE_4_length_271260_cov_12.649_ID_7-processed-gene-1.242&CDS=1-258
OG0002284	YLR438W	snap_masked-NODE_68_length_46308_cov_13.724_ID_135-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_68_length_46308_cov_13.724_ID_135-processed-gene-0.71&CDS=1-1314
OG0002285	YLR439W	snap_masked-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-1.40-mRNA-1_1&gene=snap_masked-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-1.40&CDS=1-897
OG0002286	YLR441C	snap_masked-NODE_59_length_61775_cov_12.569_ID_117-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_59_length_61775_cov_12.569_ID_117-processed-gene-0.71&CDS=1-768
OG0002287	YLR443W	augustus_masked-NODE_59_length_61775_cov_12.569_ID_117-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_59_length_61775_cov_12.569_ID_117-processed-gene-0.54&CDS=1-1464
OG0002288	YLR447C	augustus_masked-NODE_27_length_119768_cov_18.951_ID_53-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-NODE_27_length_119768_cov_18.951_ID_53-processed-gene-0.117&CDS=1-2214
OG0002289	YLR449W	snap_masked-NODE_27_length_119768_cov_18.951_ID_53-processed-gene-0.167-mRNA-1_1&gene=snap_masked-NODE_27_length_119768_cov_18.951_ID_53-processed-gene-0.167&CDS=1-1323
OG0002290	YLR451W	snap_masked-NODE_11_length_184159_cov_12.5398_ID_21-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_11_length_184159_cov_12.5398_ID_21-processed-gene-0.63&CDS=1-3096
OG0002291	YLR452C	snap_masked-NODE_11_length_184159_cov_12.5398_ID_21-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_11_length_184159_cov_12.5398_ID_21-processed-gene-0.23&CDS=1-2202
OG0002292	YLR459W	snap_masked-NODE_67_length_46389_cov_14.8029_ID_133-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_67_length_46389_cov_14.8029_ID_133-processed-gene-0.42&CDS=1-1257
OG0002293	YML001W	snap_masked-NODE_47_length_83722_cov_15.1668_ID_93-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_47_length_83722_cov_15.1668_ID_93-processed-gene-0.13&CDS=1-618
OG0002294	YML002W	augustus_masked-NODE_37_length_94444_cov_12.3765_ID_73-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_37_length_94444_cov_12.3765_ID_73-processed-gene-0.90&CDS=1-3798
OG0002295	YML004C	snap_masked-NODE_48_length_83393_cov_13.2765_ID_95-processed-gene-0.108-mRNA-1_1&gene=snap_masked-NODE_48_length_83393_cov_13.2765_ID_95-processed-gene-0.108&CDS=1-906
OG0002296	YML005W	genemark-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-2.38-mRNA-1_1&gene=genemark-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-2.38&CDS=1-1305
OG0002297	YML007W	snap_masked-NODE_18_length_141908_cov_21.1969_ID_35-processed-gene-0.157-mRNA-1_1&gene=snap_masked-NODE_18_length_141908_cov_21.1969_ID_35-processed-gene-0.157&CDS=1-1677
OG0002298	YML008C	snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-0.6&CDS=1-1131
OG0002299	YML009C	snap_masked-NODE_43_length_85832_cov_13.1704_ID_85-processed-gene-0.120-mRNA-1_1&gene=snap_masked-NODE_43_length_85832_cov_13.1704_ID_85-processed-gene-0.120&CDS=1-225
OG0002300	YML011C	genemark-NODE_43_length_85832_cov_13.1704_ID_85-processed-gene-0.54-mRNA-1_1&gene=genemark-NODE_43_length_85832_cov_13.1704_ID_85-processed-gene-0.54&CDS=1-558
OG0002301	YML012W	genemark-NODE_43_length_85832_cov_13.1704_ID_85-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_43_length_85832_cov_13.1704_ID_85-processed-gene-0.79&CDS=1-3873
OG0002302	YML013W	snap_masked-NODE_35_length_96442_cov_15.949_ID_69-processed-gene-0.111-mRNA-1_1&gene=snap_masked-NODE_35_length_96442_cov_15.949_ID_69-processed-gene-0.111&CDS=1-1812
OG0002303	YML014W	snap_masked-NODE_42_length_87121_cov_12.7949_ID_83-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_42_length_87121_cov_12.7949_ID_83-processed-gene-0.6&CDS=1-822
OG0002304	YML018C	genemark-NODE_54_length_68134_cov_12.1233_ID_107-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_54_length_68134_cov_12.1233_ID_107-processed-gene-0.29&CDS=1-903
OG0002305	YML020W	augustus_masked-NODE_39_length_92419_cov_14.4235_ID_77-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_39_length_92419_cov_14.4235_ID_77-processed-gene-0.56&CDS=1-1386
OG0002306	YML021C	snap_masked-NODE_39_length_92419_cov_14.4235_ID_77-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_39_length_92419_cov_14.4235_ID_77-processed-gene-0.28&CDS=1-912
OG0002307	YML022W	snap_masked-NODE_39_length_92419_cov_14.4235_ID_77-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_39_length_92419_cov_14.4235_ID_77-processed-gene-0.31&CDS=1-579
OG0002308	YML025C	snap_masked-NODE_10_length_188970_cov_12.9931_ID_19-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_10_length_188970_cov_12.9931_ID_19-processed-gene-0.49&CDS=1-888
OG0002309	YML030W	genemark-NODE_14_length_174362_cov_12.8702_ID_27-processed-gene-0.201-mRNA-1_1&gene=genemark-NODE_14_length_174362_cov_12.8702_ID_27-processed-gene-0.201&CDS=1-507
OG0002310	YML031W	snap_masked-NODE_128_length_9899_cov_14.3066_ID_255-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_128_length_9899_cov_14.3066_ID_255-processed-gene-0.0&CDS=1-2067
OG0002311	YML032C	genemark-NODE_128_length_9899_cov_14.3066_ID_255-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_128_length_9899_cov_14.3066_ID_255-processed-gene-0.7&CDS=1-1395
OG0002312	YML035C	augustus_masked-NODE_22_length_129666_cov_12.7811_ID_43-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_22_length_129666_cov_12.7811_ID_43-processed-gene-0.93&CDS=1-2505
OG0002313	YML036W	snap_masked-NODE_22_length_129666_cov_12.7811_ID_43-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_22_length_129666_cov_12.7811_ID_43-processed-gene-0.6&CDS=1-579
OG0002314	YML038C	snap_masked-NODE_12_length_182624_cov_13.0032_ID_23-processed-gene-0.181-mRNA-1_1&gene=snap_masked-NODE_12_length_182624_cov_13.0032_ID_23-processed-gene-0.181&CDS=1-1497
OG0002315	YML042W	genemark-NODE_36_length_95723_cov_17.5303_ID_71-processed-gene-0.131-mRNA-1_1&gene=genemark-NODE_36_length_95723_cov_17.5303_ID_71-processed-gene-0.131&CDS=1-3489
OG0002316	YML048W	genemark-NODE_24_length_123027_cov_13.1324_ID_47-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_24_length_123027_cov_13.1324_ID_47-processed-gene-0.46&CDS=1-1182
OG0002317	YML049C	snap_masked-NODE_5_length_227933_cov_12.9711_ID_9-processed-gene-1.42-mRNA-1_1&gene=snap_masked-NODE_5_length_227933_cov_12.9711_ID_9-processed-gene-1.42&CDS=1-3618
OG0002318	YML052W	snap_masked-NODE_37_length_94444_cov_12.3765_ID_73-processed-gene-0.134-mRNA-1_1&gene=snap_masked-NODE_37_length_94444_cov_12.3765_ID_73-processed-gene-0.134&CDS=1-840
OG0002319	YML055W	augustus_masked-NODE_59_length_61775_cov_12.569_ID_117-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_59_length_61775_cov_12.569_ID_117-processed-gene-0.58&CDS=1-1998
OG0002320	YML056C	maker-NODE_59_length_61775_cov_12.569_ID_117-snap-gene-0.66-mRNA-1_1&gene=maker-NODE_59_length_61775_cov_12.569_ID_117-snap-gene-0.66&CDS=1-1569
OG0002321	YML059C	augustus_masked-NODE_4_length_271260_cov_12.649_ID_7-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-NODE_4_length_271260_cov_12.649_ID_7-processed-gene-1.125&CDS=1-4638
OG0002322	YML064C	genemark-NODE_59_length_61775_cov_12.569_ID_117-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_59_length_61775_cov_12.569_ID_117-processed-gene-0.21&CDS=1-606
OG0002323	YML065W	genemark-NODE_59_length_61775_cov_12.569_ID_117-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_59_length_61775_cov_12.569_ID_117-processed-gene-0.4&CDS=1-2421
OG0002324	YML069W	snap_masked-NODE_13_length_177020_cov_12.8965_ID_25-processed-gene-0.227-mRNA-1_1&gene=snap_masked-NODE_13_length_177020_cov_12.8965_ID_25-processed-gene-0.227&CDS=1-1701
OG0002325	YML076C	maker-NODE_27_length_119768_cov_18.951_ID_53-snap-gene-0.67-mRNA-1_1&gene=maker-NODE_27_length_119768_cov_18.951_ID_53-snap-gene-0.67&CDS=1-2997
OG0002326	YML080W	snap_masked-NODE_8_length_208611_cov_12.842_ID_15-processed-gene-0.84-mRNA-1_1&gene=snap_masked-NODE_8_length_208611_cov_12.842_ID_15-processed-gene-0.84&CDS=1-1416
OG0002327	YML081C-A	genemark-NODE_69_length_45549_cov_12.6715_ID_137-processed-gene-0.48-mRNA-1_1&gene=genemark-NODE_69_length_45549_cov_12.6715_ID_137-processed-gene-0.48&CDS=1-183
OG0002328	YML086C	genemark-NODE_29_length_112959_cov_20.5112_ID_57-processed-gene-0.80-mRNA-1_1&gene=genemark-NODE_29_length_112959_cov_20.5112_ID_57-processed-gene-0.80&CDS=1-1617
OG0002329	YML092C	genemark-NODE_55_length_67186_cov_14.0589_ID_109-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_55_length_67186_cov_14.0589_ID_109-processed-gene-0.25&CDS=1-750
OG0002330	YML093W	snap_masked-NODE_82_length_39438_cov_13.3747_ID_163-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_82_length_39438_cov_13.3747_ID_163-processed-gene-0.6&CDS=1-3009
OG0002331	YML094W	snap_masked-NODE_16_length_165125_cov_20.5115_ID_31-processed-gene-0.245-mRNA-1_1&gene=snap_masked-NODE_16_length_165125_cov_20.5115_ID_31-processed-gene-0.245&CDS=1-483
OG0002332	YML095C	snap_masked-NODE_30_length_111773_cov_13.7438_ID_59-processed-gene-0.158-mRNA-1_1&gene=snap_masked-NODE_30_length_111773_cov_13.7438_ID_59-processed-gene-0.158&CDS=1-1011
OG0002333	YML096W	augustus_masked-NODE_13_length_177020_cov_12.8965_ID_25-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_13_length_177020_cov_12.8965_ID_25-processed-gene-0.23&CDS=1-3051
OG0002334	YML097C	snap_masked-NODE_15_length_166936_cov_13.3978_ID_29-processed-gene-0.56-mRNA-1_1&gene=snap_masked-NODE_15_length_166936_cov_13.3978_ID_29-processed-gene-0.56&CDS=1-4998
OG0002335	YML098W	snap_masked-NODE_67_length_46389_cov_14.8029_ID_133-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_67_length_46389_cov_14.8029_ID_133-processed-gene-0.63&CDS=1-408
OG0002336	YML099C	genemark-NODE_67_length_46389_cov_14.8029_ID_133-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_67_length_46389_cov_14.8029_ID_133-processed-gene-0.15&CDS=1-8796
OG0002337	YML102W	maker-NODE_12_length_182624_cov_13.0032_ID_23-snap-gene-0.86-mRNA-1_1&gene=maker-NODE_12_length_182624_cov_13.0032_ID_23-snap-gene-0.86&CDS=1-2145
OG0002338	YML103C	maker-NODE_111_length_18657_cov_13.3084_ID_221-snap-gene-0.8-mRNA-1_1&gene=maker-NODE_111_length_18657_cov_13.3084_ID_221-snap-gene-0.8&CDS=1-4710
OG0002339	YML104C	genemark-NODE_23_length_123202_cov_12.2863_ID_45-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_23_length_123202_cov_12.2863_ID_45-processed-gene-0.11&CDS=1-3711
OG0002340	YML105C	genemark-NODE_23_length_123202_cov_12.2863_ID_45-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_23_length_123202_cov_12.2863_ID_45-processed-gene-0.12&CDS=1-840
OG0002341	YML108W	genemark-NODE_57_length_64917_cov_15.6688_ID_113-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_57_length_64917_cov_15.6688_ID_113-processed-gene-0.72&CDS=1-492
OG0002342	YML110C	snap_masked-NODE_95_length_30872_cov_12.2068_ID_189-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_95_length_30872_cov_12.2068_ID_189-processed-gene-0.12&CDS=1-867
OG0002343	YML112W	genemark-NODE_54_length_68134_cov_12.1233_ID_107-processed-gene-0.44-mRNA-1_1&gene=genemark-NODE_54_length_68134_cov_12.1233_ID_107-processed-gene-0.44&CDS=1-1830
OG0002344	YML114C	snap_masked-NODE_99_length_28926_cov_14.2601_ID_197-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_99_length_28926_cov_14.2601_ID_197-processed-gene-0.38&CDS=1-2004
OG0002345	YML121W	snap_masked-NODE_13_length_177020_cov_12.8965_ID_25-processed-gene-0.243-mRNA-1_1&gene=snap_masked-NODE_13_length_177020_cov_12.8965_ID_25-processed-gene-0.243&CDS=1-1020
OG0002346	YML125C	genemark-NODE_14_length_174362_cov_12.8702_ID_27-processed-gene-0.237-mRNA-1_1&gene=genemark-NODE_14_length_174362_cov_12.8702_ID_27-processed-gene-0.237&CDS=1-918
OG0002347	YML126C	genemark-NODE_84_length_38907_cov_13.0924_ID_167-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_84_length_38907_cov_13.0924_ID_167-processed-gene-0.4&CDS=1-1338
OG0002348	YML127W	snap_masked-NODE_29_length_112959_cov_20.5112_ID_57-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_29_length_112959_cov_20.5112_ID_57-processed-gene-0.24&CDS=1-1749
OG0002349	YML129C	snap_masked-NODE_9_length_190932_cov_13.1668_ID_17-processed-gene-0.193-mRNA-1_1&gene=snap_masked-NODE_9_length_190932_cov_13.1668_ID_17-processed-gene-0.193&CDS=1-198
OG0002350	YMR001C	snap_masked-NODE_87_length_33739_cov_12.7966_ID_173-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_87_length_33739_cov_12.7966_ID_173-processed-gene-0.5&CDS=1-1953
OG0002351	YMR002W	snap_masked-NODE_87_length_33739_cov_12.7966_ID_173-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_87_length_33739_cov_12.7966_ID_173-processed-gene-0.4&CDS=1-510
OG0002352	YMR003W	genemark-NODE_66_length_46678_cov_25.555_ID_131-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_66_length_46678_cov_25.555_ID_131-processed-gene-0.11&CDS=1-1134
OG0002353	YMR004W	maker-NODE_44_length_85390_cov_22.7264_ID_87-snap-gene-0.48-mRNA-1_1&gene=maker-NODE_44_length_85390_cov_22.7264_ID_87-snap-gene-0.48&CDS=1-1863
OG0002354	YMR005W	snap_masked-NODE_44_length_85390_cov_22.7264_ID_87-processed-gene-0.100-mRNA-1_1&gene=snap_masked-NODE_44_length_85390_cov_22.7264_ID_87-processed-gene-0.100&CDS=1-942
OG0002355	YMR009W	snap_masked-NODE_22_length_129666_cov_12.7811_ID_43-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_22_length_129666_cov_12.7811_ID_43-processed-gene-0.21&CDS=1-1095
OG0002356	YMR010W	snap_masked-NODE_24_length_123027_cov_13.1324_ID_47-processed-gene-0.177-mRNA-1_1&gene=snap_masked-NODE_24_length_123027_cov_13.1324_ID_47-processed-gene-0.177&CDS=1-1482
OG0002357	YMR012W	snap_masked-NODE_4_length_271260_cov_12.649_ID_7-processed-gene-1.188-mRNA-1_1&gene=snap_masked-NODE_4_length_271260_cov_12.649_ID_7-processed-gene-1.188&CDS=1-3966
OG0002358	YMR013C	snap_masked-NODE_4_length_271260_cov_12.649_ID_7-processed-gene-1.222-mRNA-1_1&gene=snap_masked-NODE_4_length_271260_cov_12.649_ID_7-processed-gene-1.222&CDS=1-1815
OG0002359	YMR015C	genemark-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-2.37-mRNA-1_1&gene=genemark-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-2.37&CDS=1-1608
OG0002360	YMR022W	snap_masked-NODE_14_length_174362_cov_12.8702_ID_27-processed-gene-0.78-mRNA-1_1&gene=snap_masked-NODE_14_length_174362_cov_12.8702_ID_27-processed-gene-0.78&CDS=1-504
OG0002361	YMR023C	genemark-NODE_11_length_184159_cov_12.5398_ID_21-processed-gene-0.94-mRNA-1_1&gene=genemark-NODE_11_length_184159_cov_12.5398_ID_21-processed-gene-0.94&CDS=1-1509
OG0002362	YMR024W	snap_masked-NODE_44_length_85390_cov_22.7264_ID_87-processed-gene-0.114-mRNA-1_1&gene=snap_masked-NODE_44_length_85390_cov_22.7264_ID_87-processed-gene-0.114&CDS=1-1161
OG0002363	YMR026C	genemark-NODE_37_length_94444_cov_12.3765_ID_73-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_37_length_94444_cov_12.3765_ID_73-processed-gene-0.39&CDS=1-1284
OG0002364	YMR027W	snap_masked-NODE_8_length_208611_cov_12.842_ID_15-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_8_length_208611_cov_12.842_ID_15-processed-gene-0.74&CDS=1-1371
OG0002365	YMR028W	genemark-NODE_54_length_68134_cov_12.1233_ID_107-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_54_length_68134_cov_12.1233_ID_107-processed-gene-0.43&CDS=1-3444
OG0002366	YMR029C	genemark-NODE_47_length_83722_cov_15.1668_ID_93-processed-gene-0.132-mRNA-1_1&gene=genemark-NODE_47_length_83722_cov_15.1668_ID_93-processed-gene-0.132&CDS=1-2268
OG0002367	YMR034C	augustus_masked-NODE_95_length_30872_cov_12.2068_ID_189-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_95_length_30872_cov_12.2068_ID_189-processed-gene-0.45&CDS=1-2484
OG0002368	YMR035W	genemark-NODE_71_length_45071_cov_23.0535_ID_141-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_71_length_45071_cov_23.0535_ID_141-processed-gene-0.28&CDS=1-564
OG0002369	YMR036C	genemark-NODE_71_length_45071_cov_23.0535_ID_141-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_71_length_45071_cov_23.0535_ID_141-processed-gene-0.41&CDS=1-2451
OG0002370	YMR038C	genemark-NODE_71_length_45071_cov_23.0535_ID_141-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_71_length_45071_cov_23.0535_ID_141-processed-gene-0.40&CDS=1-678
OG0002371	YMR039C	snap_masked-NODE_10_length_188970_cov_12.9931_ID_19-processed-gene-0.87-mRNA-1_1&gene=snap_masked-NODE_10_length_188970_cov_12.9931_ID_19-processed-gene-0.87&CDS=1-519
OG0002372	YMR041C	genemark-NODE_10_length_188970_cov_12.9931_ID_19-processed-gene-0.225-mRNA-1_1&gene=genemark-NODE_10_length_188970_cov_12.9931_ID_19-processed-gene-0.225&CDS=1-1005
OG0002373	YMR042W	snap_masked-NODE_27_length_119768_cov_18.951_ID_53-processed-gene-0.128-mRNA-1_1&gene=snap_masked-NODE_27_length_119768_cov_18.951_ID_53-processed-gene-0.128&CDS=1-750
OG0002374	YMR044W	snap_masked-NODE_27_length_119768_cov_18.951_ID_53-processed-gene-0.148-mRNA-1_1&gene=snap_masked-NODE_27_length_119768_cov_18.951_ID_53-processed-gene-0.148&CDS=1-1728
OG0002375	YMR048W	augustus_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-1.131&CDS=1-1122
OG0002376	YMR049C	genemark-NODE_6_length_219614_cov_12.8109_ID_11-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_6_length_219614_cov_12.8109_ID_11-processed-gene-0.49&CDS=1-2529
OG0002377	YMR055C	snap_masked-NODE_49_length_79464_cov_13.3988_ID_97-processed-gene-0.92-mRNA-1_1&gene=snap_masked-NODE_49_length_79464_cov_13.3988_ID_97-processed-gene-0.92&CDS=1-1488
OG0002378	YMR058W	snap_masked-NODE_18_length_141908_cov_21.1969_ID_35-processed-gene-0.194-mRNA-1_1&gene=snap_masked-NODE_18_length_141908_cov_21.1969_ID_35-processed-gene-0.194&CDS=1-1929
OG0002379	YMR059W	genemark-NODE_16_length_165125_cov_20.5115_ID_31-processed-gene-0.45-mRNA-1_1&gene=genemark-NODE_16_length_165125_cov_20.5115_ID_31-processed-gene-0.45&CDS=1-327
OG0002380	YMR061W	snap_masked-NODE_16_length_165125_cov_20.5115_ID_31-processed-gene-0.214-mRNA-1_1&gene=snap_masked-NODE_16_length_165125_cov_20.5115_ID_31-processed-gene-0.214&CDS=1-1857
OG0002381	YMR067C	snap_masked-NODE_29_length_112959_cov_20.5112_ID_57-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_29_length_112959_cov_20.5112_ID_57-processed-gene-0.44&CDS=1-1521
OG0002382	YMR068W	genemark-NODE_96_length_30622_cov_12.0451_ID_191-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_96_length_30622_cov_12.0451_ID_191-processed-gene-0.29&CDS=1-1752
OG0002383	YMR069W	snap_masked-NODE_80_length_39569_cov_11.9008_ID_159-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_80_length_39569_cov_11.9008_ID_159-processed-gene-0.16&CDS=1-675
