	Hanseniaspora_valbyensis	Saccharomyces_cerevisiae
OG0002355	augustus_masked-scaffold_5-processed-gene-4.39-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.39&CDS=1-1341	YOR272W
OG0002356	snap_masked-scaffold_5-processed-gene-4.81-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.81&CDS=1-984	YOR271C
OG0002357	augustus_masked-scaffold_5-processed-gene-4.40-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.40&CDS=1-1329	YMR208W
OG0002358	snap_masked-scaffold_5-processed-gene-4.82-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.82&CDS=1-2499	YOR270C
OG0002359	snap_masked-scaffold_5-processed-gene-4.83-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.83&CDS=1-2424	YOR267C
OG0002360	augustus_masked-scaffold_5-processed-gene-4.42-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.42&CDS=1-567	YOR265W
OG0002361	snap_masked-scaffold_5-processed-gene-4.115-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.115&CDS=1-1125	YOR262W
OG0002362	augustus_masked-scaffold_5-processed-gene-4.13-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.13&CDS=1-1023	YOR261C
OG0002363	augustus_masked-scaffold_5-processed-gene-4.14-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.14&CDS=1-1368	YPL172C
OG0002364	augustus_masked-scaffold_5-processed-gene-4.45-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.45&CDS=1-1839	YOR260W
OG0002365	snap_masked-scaffold_5-processed-gene-4.87-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.87&CDS=1-1335	YOR259C
OG0002366	augustus_masked-scaffold_5-processed-gene-4.46-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.46&CDS=1-1071	YPL173W
OG0002367	augustus_masked-scaffold_5-processed-gene-4.47-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.47&CDS=1-552	YOR257W
OG0002368	augustus_masked-scaffold_5-processed-gene-4.48-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.48&CDS=1-1446	YPL175W
OG0002369	snap_masked-scaffold_5-processed-gene-4.90-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.90&CDS=1-462	YPL170W
OG0002370	augustus_masked-scaffold_5-processed-gene-4.18-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.18&CDS=1-1824	YPL169C
OG0002371	augustus_masked-scaffold_5-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.19&CDS=1-2187	YOR254C
OG0002372	snap_masked-scaffold_5-processed-gene-4.94-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.94&CDS=1-756	YJL127C
OG0002373	augustus_masked-scaffold_5-processed-gene-4.21-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.21&CDS=1-1731	YOR239W
OG0002374	augustus_masked-scaffold_5-processed-gene-4.22-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.22&CDS=1-1632	YOR241W
OG0002375	augustus_masked-scaffold_5-processed-gene-4.51-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.51&CDS=1-2970	YOR197W
OG0002376	snap_masked-scaffold_5-processed-gene-4.97-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.97&CDS=1-2631	YPL116W
OG0002377	snap_masked-scaffold_5-processed-gene-4.99-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.99&CDS=1-1155	YOR242C
OG0002378	snap_masked-scaffold_5-processed-gene-4.120-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.120&CDS=1-1440	YOR198C
OG0002379	augustus_masked-scaffold_5-processed-gene-4.25-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.25&CDS=1-1584	YPL117C
OG0002380	snap_masked-scaffold_5-processed-gene-4.121-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.121&CDS=1-1053	YPL118W
OG0002381	augustus_masked-scaffold_5-processed-gene-4.55-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.55&CDS=1-1971	YPL122C
OG0002382	snap_masked-scaffold_5-processed-gene-4.104-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.104&CDS=1-1173	YPL050C
OG0002383	snap_masked-scaffold_5-processed-gene-4.125-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.125&CDS=1-1596	YDR481C
OG0002384	snap_masked-scaffold_5-processed-gene-4.126-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.126&CDS=1-675	YPL051W
OG0002385	snap_masked-scaffold_5-processed-gene-4.105-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.105&CDS=1-855	YPL041C
OG0002386	augustus_masked-scaffold_5-processed-gene-4.30-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.30&CDS=1-2598	YPL042C
OG0002387	augustus_masked-scaffold_5-processed-gene-4.62-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.62&CDS=1-2007	YPL043W
OG0002388	augustus_masked-scaffold_5-processed-gene-4.63-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.63&CDS=1-2676	YPL045W
OG0002389	augustus_masked-scaffold_5-processed-gene-4.31-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.31&CDS=1-396	YPL046C
OG0002390	maker-scaffold_5-augustus-gene-4.1-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-4.1&CDS=1-1914	YIL044C
OG0002391	augustus_masked-scaffold_5-processed-gene-4.33-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.33&CDS=1-1632	YER052C
OG0002392	augustus_masked-scaffold_5-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.68&CDS=1-942	YIL043C
OG0002393	snap_masked-scaffold_5-processed-gene-4.137-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.137&CDS=1-1056	YIL042C
OG0002394	snap_masked-scaffold_5-processed-gene-4.139-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.139&CDS=1-1860	YER049W
OG0002395	snap_masked-scaffold_5-processed-gene-4.140-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.140&CDS=1-330	YER048W-A
OG0002396	augustus_masked-scaffold_5-processed-gene-4.35-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.35&CDS=1-408	YJR063W
OG0002397	snap_masked-scaffold_5-processed-gene-4.110-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.110&CDS=1-1665	YJR064W
OG0002398	augustus_masked-scaffold_5-processed-gene-4.72-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.72&CDS=1-1389	YJR065C
OG0002399	augustus_masked-scaffold_5-processed-gene-4.37-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.37&CDS=1-8019	YKL203C
OG0002400	augustus_masked-scaffold_5-processed-gene-4.38-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.38&CDS=1-1101	YJR068W
OG0002401	snap_masked-scaffold_50-processed-gene-0.12-mRNA-1_1&gene=snap_masked-scaffold_50-processed-gene-0.12&CDS=1-12066	YHR099W
OG0002402	augustus_masked-scaffold_508-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scaffold_508-processed-gene-0.0&CDS=1-1749	YDR258C
OG0002403	genemark-scaffold_51-processed-gene-0.7-mRNA-1_1&gene=genemark-scaffold_51-processed-gene-0.7&CDS=1-2346	YAL023C
OG0002404	snap_masked-scaffold_51-processed-gene-0.21-mRNA-1_1&gene=snap_masked-scaffold_51-processed-gene-0.21&CDS=1-2229	YOR322C
OG0002405	genemark-scaffold_51-processed-gene-0.8-mRNA-1_1&gene=genemark-scaffold_51-processed-gene-0.8&CDS=1-5004	YAL024C
OG0002406	genemark-scaffold_51-processed-gene-0.9-mRNA-1_1&gene=genemark-scaffold_51-processed-gene-0.9&CDS=1-933	YAL025C
OG0002407	genemark-scaffold_51-processed-gene-0.10-mRNA-1_1&gene=genemark-scaffold_51-processed-gene-0.10&CDS=1-3951	YAL026C
OG0002408	genemark-scaffold_51-processed-gene-0.13-mRNA-1_1&gene=genemark-scaffold_51-processed-gene-0.13&CDS=1-1374	YOR323C
OG0002409	genemark-scaffold_51-processed-gene-0.11-mRNA-1_1&gene=genemark-scaffold_51-processed-gene-0.11&CDS=1-1206	YLR355C
OG0002410	genemark-scaffold_511-processed-gene-0.1-mRNA-1_1&gene=genemark-scaffold_511-processed-gene-0.1&CDS=1-1623	YBR286W
OG0002411	augustus_masked-scaffold_512-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scaffold_512-processed-gene-0.0&CDS=1-2112	YGL216W
OG0002412	augustus_masked-scaffold_514-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scaffold_514-processed-gene-0.0&CDS=1-1560	YMR001C
OG0002413	augustus_masked-scaffold_515-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scaffold_515-processed-gene-0.2&CDS=1-1782	YMR049C
OG0002414	augustus_masked-scaffold_516-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scaffold_516-processed-gene-0.2&CDS=1-1374	YHL016C
OG0002415	genemark-scaffold_52-processed-gene-0.13-mRNA-1_1&gene=genemark-scaffold_52-processed-gene-0.13&CDS=1-642	YBR122C
OG0002416	augustus_masked-scaffold_52-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scaffold_52-processed-gene-0.2&CDS=1-2457	YBR121C
OG0002417	genemark-scaffold_52-processed-gene-0.15-mRNA-1_1&gene=genemark-scaffold_52-processed-gene-0.15&CDS=1-480	YBR120C
OG0002418	genemark-scaffold_52-processed-gene-0.20-mRNA-1_1&gene=genemark-scaffold_52-processed-gene-0.20&CDS=1-1473	YBR126C
OG0002419	genemark-scaffold_52-processed-gene-0.21-mRNA-1_1&gene=genemark-scaffold_52-processed-gene-0.21&CDS=1-1551	YBR127C
OG0002420	genemark-scaffold_52-processed-gene-0.16-mRNA-1_1&gene=genemark-scaffold_52-processed-gene-0.16&CDS=1-2238	YKL213C
OG0002421	genemark-scaffold_52-processed-gene-0.17-mRNA-1_1&gene=genemark-scaffold_52-processed-gene-0.17&CDS=1-930	YJR077C
OG0002422	genemark-scaffold_526-processed-gene-0.1-mRNA-1_1&gene=genemark-scaffold_526-processed-gene-0.1&CDS=1-765	YDR054C
OG0002423	genemark-scaffold_529-processed-gene-0.1-mRNA-1_1&gene=genemark-scaffold_529-processed-gene-0.1&CDS=1-1467	YDR191W
OG0002424	augustus_masked-scaffold_53-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scaffold_53-processed-gene-0.1&CDS=1-402	YML092C
OG0002425	genemark-scaffold_53-processed-gene-0.23-mRNA-1_1&gene=genemark-scaffold_53-processed-gene-0.23&CDS=1-2892	YML093W
OG0002426	genemark-scaffold_53-processed-gene-0.24-mRNA-1_1&gene=genemark-scaffold_53-processed-gene-0.24&CDS=1-498	YML094W
OG0002427	genemark-scaffold_53-processed-gene-0.26-mRNA-1_1&gene=genemark-scaffold_53-processed-gene-0.26&CDS=1-663	YML098W
OG0002428	genemark-scaffold_53-processed-gene-0.16-mRNA-1_1&gene=genemark-scaffold_53-processed-gene-0.16&CDS=1-492	YML095C
OG0002429	genemark-scaffold_53-processed-gene-0.27-mRNA-1_1&gene=genemark-scaffold_53-processed-gene-0.27&CDS=1-1602	YML096W
OG0002430	genemark-scaffold_53-processed-gene-0.17-mRNA-1_1&gene=genemark-scaffold_53-processed-gene-0.17&CDS=1-1749	YML097C
OG0002431	genemark-scaffold_53-processed-gene-0.18-mRNA-1_1&gene=genemark-scaffold_53-processed-gene-0.18&CDS=1-1599	YML130C
OG0002432	genemark-scaffold_53-processed-gene-0.19-mRNA-1_1&gene=genemark-scaffold_53-processed-gene-0.19&CDS=1-1575	YML099C
OG0002433	genemark-scaffold_53-processed-gene-0.20-mRNA-1_1&gene=genemark-scaffold_53-processed-gene-0.20&CDS=1-1038	YMR315W
OG0002434	genemark-scaffold_53-processed-gene-0.21-mRNA-1_1&gene=genemark-scaffold_53-processed-gene-0.21&CDS=1-1083	YOL148C
OG0002435	genemark-scaffold_531-processed-gene-0.1-mRNA-1_1&gene=genemark-scaffold_531-processed-gene-0.1&CDS=1-1449	YER078C
OG0002436	augustus_masked-scaffold_532-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scaffold_532-processed-gene-0.0&CDS=1-471	YDL104C
OG0002437	augustus_masked-scaffold_532-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scaffold_532-processed-gene-0.1&CDS=1-1557	YLR133W
OG0002438	genemark-scaffold_534-processed-gene-0.5-mRNA-1_1&gene=genemark-scaffold_534-processed-gene-0.5&CDS=1-261	YMR022W
OG0002439	augustus_masked-scaffold_54-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scaffold_54-processed-gene-0.5&CDS=1-6381	YNL262W
OG0002440	genemark-scaffold_54-processed-gene-0.8-mRNA-1_1&gene=genemark-scaffold_54-processed-gene-0.8&CDS=1-2895	YGL140C
OG0002441	genemark-scaffold_54-processed-gene-0.12-mRNA-1_1&gene=genemark-scaffold_54-processed-gene-0.12&CDS=1-1107	YGR048W
OG0002442	genemark-scaffold_54-processed-gene-0.9-mRNA-1_1&gene=genemark-scaffold_54-processed-gene-0.9&CDS=1-3402	YGR047C
OG0002443	augustus_masked-scaffold_540-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scaffold_540-processed-gene-0.2&CDS=1-1314	YKR048C
OG0002444	genemark-scaffold_542-processed-gene-0.1-mRNA-1_1&gene=genemark-scaffold_542-processed-gene-0.1&CDS=1-507	YLR154W-F
OG0002445	genemark-scaffold_544-processed-gene-0.5-mRNA-1_1&gene=genemark-scaffold_544-processed-gene-0.5&CDS=1-489	YGL213C
OG0002446	genemark-scaffold_548-processed-gene-0.3-mRNA-1_1&gene=genemark-scaffold_548-processed-gene-0.3&CDS=1-1479	YMR004W
OG0002447	maker-scaffold_55-snap-gene-0.8-mRNA-1_1&gene=maker-scaffold_55-snap-gene-0.8&CDS=1-1989	YDR341C
OG0002448	genemark-scaffold_55-processed-gene-0.19-mRNA-1_1&gene=genemark-scaffold_55-processed-gene-0.19&CDS=1-534	YNR036C
OG0002449	genemark-scaffold_55-processed-gene-0.20-mRNA-1_1&gene=genemark-scaffold_55-processed-gene-0.20&CDS=1-990	YNR035C
OG0002450	genemark-scaffold_55-processed-gene-0.21-mRNA-1_1&gene=genemark-scaffold_55-processed-gene-0.21&CDS=1-1074	YCR069W
OG0002451	genemark-scaffold_55-processed-gene-0.22-mRNA-1_1&gene=genemark-scaffold_55-processed-gene-0.22&CDS=1-2040	YNR030W
OG0002452	genemark-scaffold_55-processed-gene-0.26-mRNA-1_1&gene=genemark-scaffold_55-processed-gene-0.26&CDS=1-1545	YCR072C
OG0002453	maker-scaffold_550-snap-gene-0.1-mRNA-1_1&gene=maker-scaffold_550-snap-gene-0.1&CDS=1-1551	YKR034W
OG0002454	genemark-scaffold_551-processed-gene-0.3-mRNA-1_1&gene=genemark-scaffold_551-processed-gene-0.3&CDS=1-666	YPL002C
OG0002455	genemark-scaffold_551-processed-gene-0.4-mRNA-1_1&gene=genemark-scaffold_551-processed-gene-0.4&CDS=1-1287	YFL001W
OG0002456	genemark-scaffold_552-processed-gene-0.1-mRNA-1_1&gene=genemark-scaffold_552-processed-gene-0.1&CDS=1-2010	YDR490C
OG0002457	genemark-scaffold_553-processed-gene-0.3-mRNA-1_1&gene=genemark-scaffold_553-processed-gene-0.3&CDS=1-1581	YDR444W
OG0002458	genemark-scaffold_557-processed-gene-0.2-mRNA-1_1&gene=genemark-scaffold_557-processed-gene-0.2&CDS=1-1059	YIL021W
OG0002459	augustus_masked-scaffold_557-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scaffold_557-processed-gene-0.5&CDS=1-549	YIL020C
OG0002460	genemark-scaffold_558-processed-gene-0.0-mRNA-1_1&gene=genemark-scaffold_558-processed-gene-0.0&CDS=1-1554	YGL065C
OG0002461	genemark-scaffold_56-processed-gene-0.11-mRNA-1_1&gene=genemark-scaffold_56-processed-gene-0.11&CDS=1-1302	YGL130W
OG0002462	genemark-scaffold_56-processed-gene-0.18-mRNA-1_1&gene=genemark-scaffold_56-processed-gene-0.18&CDS=1-1770	YPL212C
OG0002463	genemark-scaffold_56-processed-gene-0.12-mRNA-1_1&gene=genemark-scaffold_56-processed-gene-0.12&CDS=1-534	YPL211W
OG0002464	genemark-scaffold_56-processed-gene-0.13-mRNA-1_1&gene=genemark-scaffold_56-processed-gene-0.13&CDS=1-2076	YGL064C
OG0002465	genemark-scaffold_56-processed-gene-0.20-mRNA-1_1&gene=genemark-scaffold_56-processed-gene-0.20&CDS=1-1848	YMR179W
OG0002466	genemark-scaffold_56-processed-gene-0.15-mRNA-1_1&gene=genemark-scaffold_56-processed-gene-0.15&CDS=1-3552	YPL226W
OG0002467	genemark-scaffold_56-processed-gene-0.21-mRNA-1_1&gene=genemark-scaffold_56-processed-gene-0.21&CDS=1-873	YMR178W
OG0002468	genemark-scaffold_56-processed-gene-0.22-mRNA-1_1&gene=genemark-scaffold_56-processed-gene-0.22&CDS=1-462	YPL225W
OG0002469	genemark-scaffold_562-processed-gene-0.0-mRNA-1_1&gene=genemark-scaffold_562-processed-gene-0.0&CDS=1-1200	YPR163C
OG0002470	augustus_masked-scaffold_564-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scaffold_564-processed-gene-0.3&CDS=1-441	YLR008C
OG0002471	genemark-scaffold_569-processed-gene-0.2-mRNA-1_1&gene=genemark-scaffold_569-processed-gene-0.2&CDS=1-423	YBL028C
OG0002472	genemark-scaffold_57-processed-gene-0.15-mRNA-1_1&gene=genemark-scaffold_57-processed-gene-0.15&CDS=1-1380	YBR028C
OG0002473	genemark-scaffold_570-processed-gene-0.1-mRNA-1_1&gene=genemark-scaffold_570-processed-gene-0.1&CDS=1-1089	YDR158W
OG0002474	genemark-scaffold_571-processed-gene-0.1-mRNA-1_1&gene=genemark-scaffold_571-processed-gene-0.1&CDS=1-1575	YNL308C
OG0002475	maker-scaffold_578-snap-gene-0.3-mRNA-1_1&gene=maker-scaffold_578-snap-gene-0.3&CDS=1-1527	YGL131C
OG0002476	genemark-scaffold_58-processed-gene-0.1-mRNA-1_1&gene=genemark-scaffold_58-processed-gene-0.1&CDS=1-1827	YDR380W
OG0002477	genemark-scaffold_58-processed-gene-0.7-mRNA-1_1&gene=genemark-scaffold_58-processed-gene-0.7&CDS=1-1221	YBR026C
OG0002478	maker-scaffold_58-snap-gene-0.18-mRNA-1_1&gene=maker-scaffold_58-snap-gene-0.18&CDS=1-609	YFL010C
OG0002479	maker-scaffold_58-snap-gene-0.19-mRNA-1_1&gene=maker-scaffold_58-snap-gene-0.19&CDS=1-3783	YLL026W
OG0002480	genemark-scaffold_58-processed-gene-0.8-mRNA-1_1&gene=genemark-scaffold_58-processed-gene-0.8&CDS=1-2619	YHL023C
OG0002481	genemark-scaffold_581-processed-gene-0.0-mRNA-1_1&gene=genemark-scaffold_581-processed-gene-0.0&CDS=1-813	YHR168W
OG0002482	augustus_masked-scaffold_583-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scaffold_583-processed-gene-0.4&CDS=1-1104	YOL140W
OG0002483	genemark-scaffold_583-processed-gene-0.3-mRNA-1_1&gene=genemark-scaffold_583-processed-gene-0.3&CDS=1-813	YNL322C
OG0002484	maker-scaffold_584-snap-gene-0.0-mRNA-1_1&gene=maker-scaffold_584-snap-gene-0.0&CDS=1-1950	YMR125W
OG0002485	genemark-scaffold_585-processed-gene-0.1-mRNA-1_1&gene=genemark-scaffold_585-processed-gene-0.1&CDS=1-1296	YNL330C
OG0002486	snap_masked-scaffold_589-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scaffold_589-processed-gene-0.2&CDS=1-1131	YLR338W
OG0002487	genemark-scaffold_59-processed-gene-0.14-mRNA-1_1&gene=genemark-scaffold_59-processed-gene-0.14&CDS=1-1983	YDR205W
OG0002488	genemark-scaffold_59-processed-gene-0.17-mRNA-1_1&gene=genemark-scaffold_59-processed-gene-0.17&CDS=1-2079	YLR234W
OG0002489	augustus_masked-scaffold_59-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scaffold_59-processed-gene-0.12&CDS=1-2442	YDR208W
OG0002490	genemark-scaffold_59-processed-gene-0.15-mRNA-1_1&gene=genemark-scaffold_59-processed-gene-0.15&CDS=1-2103	YDR207C
OG0002491	genemark-scaffold_59-processed-gene-0.16-mRNA-1_1&gene=genemark-scaffold_59-processed-gene-0.16&CDS=1-2283	YDR211W
OG0002492	genemark-scaffold_595-processed-gene-0.0-mRNA-1_1&gene=genemark-scaffold_595-processed-gene-0.0&CDS=1-1755	YGL252C
OG0002493	snap_masked-scaffold_6-processed-gene-0.52-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.52&CDS=1-1917	YKL088W
OG0002494	augustus_masked-scaffold_6-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-0.3&CDS=1-279	YHR005C-A
OG0002495	augustus_masked-scaffold_6-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-0.25&CDS=1-816	YKL087C
OG0002496	augustus_masked-scaffold_6-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-0.4&CDS=1-1404	YHR005C
OG0002497	snap_masked-scaffold_6-processed-gene-0.77-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.77&CDS=1-1011	YKL085W
OG0002498	augustus_masked-scaffold_6-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-0.27&CDS=1-405	YKL086W
OG0002499	augustus_masked-scaffold_6-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-0.5&CDS=1-384	YKL084W
OG0002500	augustus_masked-scaffold_6-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-0.28&CDS=1-1326	YMR068W
OG0002501	snap_masked-scaffold_6-processed-gene-0.81-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.81&CDS=1-3339	YKL082C
OG0002502	snap_masked-scaffold_6-processed-gene-0.55-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.55&CDS=1-1029	YMR067C
OG0002503	snap_masked-scaffold_6-processed-gene-0.58-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.58&CDS=1-1176	YKL080W
OG0002504	maker-scaffold_6-snap-gene-0.49-mRNA-1_1&gene=maker-scaffold_6-snap-gene-0.49&CDS=1-2625	YGR028W
OG0002505	snap_masked-scaffold_6-processed-gene-0.59-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.59&CDS=1-2337	YKL078W
OG0002506	snap_masked-scaffold_6-processed-gene-0.60-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.60&CDS=1-1311	YMR062C
OG0002507	augustus_masked-scaffold_6-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-0.11&CDS=1-3387	YBR289W
OG0002508	augustus_masked-scaffold_6-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-0.12&CDS=1-1680	YBR290W
OG0002509	augustus_masked-scaffold_6-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-0.13&CDS=1-1302	YHR002W
OG0002510	snap_masked-scaffold_6-processed-gene-0.84-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.84&CDS=1-1398	YKL027W
OG0002511	augustus_masked-scaffold_6-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-0.35&CDS=1-3747	YKL028W
OG0002512	augustus_masked-scaffold_6-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-0.15&CDS=1-2139	YDR386W
OG0002513	snap_masked-scaffold_6-processed-gene-0.88-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.88&CDS=1-2067	YOR132W
OG0002514	augustus_masked-scaffold_6-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-0.39&CDS=1-240	YDR379C-A
OG0002515	maker-scaffold_6-snap-gene-0.46-mRNA-1_1&gene=maker-scaffold_6-snap-gene-0.46&CDS=1-861	YDR381W
OG0002516	augustus_masked-scaffold_6-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-0.18&CDS=1-885	YPR128C
OG0002517	augustus_masked-scaffold_6-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-0.41&CDS=1-846	YOR130C
OG0002518	augustus_masked-scaffold_6-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-0.20&CDS=1-330	YDR378C
OG0002519	maker-scaffold_6-augustus-gene-0.1-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-0.1&CDS=1-1665	YDR376W
OG0002520	snap_masked-scaffold_6-processed-gene-0.72-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.72&CDS=1-783	YOR126C
OG0002521	augustus_masked-scaffold_6-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-0.22&CDS=1-1359	YDR375C
OG0002522	augustus_masked-scaffold_6-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-0.23&CDS=1-1020	YDR374C
