	Saccharomyces_cerevisiae	Spathaspora_passalidarum
OG0003141	YOR232W	augustus_masked-scaffold_2-processed-gene-17.52-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-17.52&CDS=1-738
OG0003142	YOR236W	augustus_masked-scaffold_8-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.99&CDS=1-591
OG0003143	YOR239W	augustus_masked-scaffold_1-processed-gene-4.22-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.22&CDS=1-951
OG0003144	YOR241W	augustus_masked-scaffold_3-processed-gene-10.20-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.20&CDS=1-1554
OG0003145	YOR242C	augustus_masked-scaffold_3-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.30&CDS=1-984
OG0003146	YOR243C	augustus_masked-scaffold_3-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.17&CDS=1-2037
OG0003147	YOR244W	augustus_masked-scaffold_5-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-0.95&CDS=1-1536
OG0003148	YOR245C	augustus_masked-scaffold_5-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-1.21&CDS=1-2370
OG0003149	YOR246C	maker-scaffold_3-augustus-gene-10.7-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-10.7&CDS=1-1488
OG0003150	YOR249C	augustus_masked-scaffold_1-processed-gene-23.3-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-23.3&CDS=1-2214
OG0003151	YOR250C	augustus_masked-scaffold_5-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-1.8&CDS=1-1446
OG0003152	YOR251C	augustus_masked-scaffold_3-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.18&CDS=1-954
OG0003153	YOR252W	augustus_masked-scaffold_6-processed-gene-7.115-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.115&CDS=1-540
OG0003154	YOR253W	augustus_masked-scaffold_2-processed-gene-13.51-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.51&CDS=1-522
OG0003155	YOR254C	augustus_masked-scaffold_2-processed-gene-13.47-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.47&CDS=1-2001
OG0003156	YOR258W	augustus_masked-scaffold_2-processed-gene-14.14-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-14.14&CDS=1-768
OG0003157	YOR259C	augustus_masked-scaffold_2-processed-gene-13.73-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.73&CDS=1-1239
OG0003158	YOR260W	augustus_masked-scaffold_2-processed-gene-13.55-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.55&CDS=1-1383
OG0003159	YOR261C	augustus_masked-scaffold_4-processed-gene-5.26-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.26&CDS=1-966
OG0003160	YOR262W	maker-scaffold_4-augustus-gene-5.1-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-5.1&CDS=1-3561
OG0003161	YOR267C	maker-scaffold_5-snap-gene-1.125-mRNA-1_1&gene=maker-scaffold_5-snap-gene-1.125&CDS=1-1947
OG0003162	YOR269W	augustus_masked-scaffold_5-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-1.2&CDS=1-1473
OG0003163	YOR270C	augustus_masked-scaffold_1-processed-gene-23.0-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-23.0&CDS=1-2439
OG0003164	YOR271C	augustus_masked-scaffold_6-processed-gene-8.20-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-8.20&CDS=1-984
OG0003165	YOR272W	augustus_masked-scaffold_6-processed-gene-7.119-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.119&CDS=1-1365
OG0003166	YOR273C	snap_masked-scaffold_2-processed-gene-13.15-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.15&CDS=1-2103
OG0003167	YOR274W	augustus_masked-scaffold_6-processed-gene-7.103-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.103&CDS=1-1392
OG0003168	YOR276W	augustus_masked-scaffold_6-processed-gene-7.100-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.100&CDS=1-492
OG0003169	YOR281C	augustus_masked-scaffold_3-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.34&CDS=1-750
OG0003170	YOR283W	augustus_masked-scaffold_1-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-0.32&CDS=1-669
OG0003171	YOR287C	augustus_masked-scaffold_2-processed-gene-10.20-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-10.20&CDS=1-813
OG0003172	YOR288C	augustus_masked-scaffold_6-processed-gene-9.12-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-9.12&CDS=1-1239
OG0003173	YOR289W	augustus_masked-scaffold_3-processed-gene-19.169-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-19.169&CDS=1-627
OG0003174	YOR291W	augustus_masked-scaffold_3-processed-gene-13.17-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-13.17&CDS=1-3960
OG0003175	YOR292C	augustus_masked-scaffold_2-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.103&CDS=1-951
OG0003176	YOR296W	augustus_masked-scaffold_1-processed-gene-2.156-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-2.156&CDS=1-3813
OG0003177	YOR298C-A	augustus_masked-scaffold_1-processed-gene-2.150-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-2.150&CDS=1-450
OG0003178	YOR301W	augustus_masked-scaffold_5-processed-gene-10.56-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.56&CDS=1-1593
OG0003179	YOR303W	augustus_masked-scaffold_6-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.108&CDS=1-1287
OG0003180	YOR306C	augustus_masked-scaffold_6-processed-gene-4.66-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.66&CDS=1-1368
OG0003181	YOR307C	augustus_masked-scaffold_7-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.57&CDS=1-1302
OG0003182	YOR308C	augustus_masked-scaffold_4-processed-gene-7.97-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-7.97&CDS=1-1818
OG0003183	YOR310C	augustus_masked-scaffold_7-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-0.82&CDS=1-1536
OG0003184	YOR311C	augustus_masked-scaffold_3-processed-gene-19.126-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-19.126&CDS=1-2211
OG0003185	YOR313C	augustus_masked-scaffold_2-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.100&CDS=1-645
OG0003186	YOR317W	augustus_masked-scaffold_2-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.91&CDS=1-2094
OG0003187	YOR319W	augustus_masked-scaffold_3-processed-gene-6.58-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.58&CDS=1-732
OG0003188	YOR320C	augustus_masked-scaffold_3-processed-gene-14.48-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-14.48&CDS=1-1461
OG0003189	YOR322C	augustus_masked-scaffold_6-processed-gene-6.15-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.15&CDS=1-1851
OG0003190	YOR323C	augustus_masked-scaffold_5-processed-gene-15.193-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-15.193&CDS=1-1311
OG0003191	YOR326W	augustus_masked-scaffold_4-processed-gene-16.3-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-16.3&CDS=1-4737
OG0003192	YOR327C	augustus_masked-scaffold_4-processed-gene-16.32-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-16.32&CDS=1-333
OG0003193	YOR329C	augustus_masked-scaffold_2-processed-gene-3.41-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.41&CDS=1-1980
OG0003194	YOR330C	augustus_masked-scaffold_7-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.111&CDS=1-3867
OG0003195	YOR334W	augustus_masked-scaffold_2-processed-gene-16.89-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.89&CDS=1-1914
OG0003196	YOR335C	augustus_masked-scaffold_7-processed-gene-7.94-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.94&CDS=1-2877
OG0003197	YOR336W	augustus_masked-scaffold_5-processed-gene-8.113-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.113&CDS=1-4347
OG0003198	YOR340C	augustus_masked-scaffold_2-processed-gene-16.72-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.72&CDS=1-873
OG0003199	YOR341W	maker-scaffold_4-augustus-gene-9.11-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-9.11&CDS=1-6231
OG0003200	YOR344C	augustus_masked-scaffold_4-processed-gene-13.24-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-13.24&CDS=1-978
OG0003201	YOR346W	augustus_masked-scaffold_1-processed-gene-20.94-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-20.94&CDS=1-3246
OG0003202	YOR348C	augustus_masked-scaffold_4-processed-gene-17.44-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-17.44&CDS=1-1701
OG0003203	YOR349W	augustus_masked-scaffold_5-processed-gene-7.113-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.113&CDS=1-2919
OG0003204	YOR351C	augustus_masked-scaffold_3-processed-gene-7.54-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.54&CDS=1-2592
OG0003205	YOR352W	augustus_masked-scaffold_5-processed-gene-13.35-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-13.35&CDS=1-1026
OG0003206	YOR353C	augustus_masked-scaffold_1-processed-gene-11.57-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.57&CDS=1-2784
OG0003207	YOR355W	augustus_masked-scaffold_4-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.6&CDS=1-1605
OG0003208	YOR356W	augustus_masked-scaffold_4-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.24&CDS=1-4311
OG0003209	YOR357C	augustus_masked-scaffold_6-processed-gene-6.9-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.9&CDS=1-474
OG0003210	YOR359W	snap_masked-scaffold_1-processed-gene-4.122-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-4.122&CDS=1-1962
OG0003211	YOR360C	augustus_masked-scaffold_1-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.27&CDS=1-1743
OG0003212	YOR361C	augustus_masked-scaffold_8-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.122&CDS=1-2130
OG0003213	YOR362C	maker-scaffold_8-snap-gene-2.93-mRNA-1_1&gene=maker-scaffold_8-snap-gene-2.93&CDS=1-774
OG0003214	YOR368W	augustus_masked-scaffold_6-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-1.103&CDS=1-1167
OG0003215	YOR369C	augustus_masked-scaffold_5-processed-gene-15.191-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-15.191&CDS=1-429
OG0003216	YOR370C	augustus_masked-scaffold_5-processed-gene-15.192-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-15.192&CDS=1-2010
OG0003217	YOR373W	augustus_masked-scaffold_5-processed-gene-15.157-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-15.157&CDS=1-3957
OG0003218	YOR378W	maker-scaffold_4-snap-gene-11.92-mRNA-1_1&gene=maker-scaffold_4-snap-gene-11.92&CDS=1-1665
OG0003219	YPL002C	augustus_masked-scaffold_4-processed-gene-4.93-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-4.93&CDS=1-702
OG0003220	YPL003W	augustus_masked-scaffold_4-processed-gene-4.67-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-4.67&CDS=1-1548
OG0003221	YPL006W	augustus_masked-scaffold_4-processed-gene-16.24-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-16.24&CDS=1-3876
OG0003222	YPL008W	snap_masked-scaffold_3-processed-gene-18.24-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-18.24&CDS=1-2448
OG0003223	YPL009C	maker-scaffold_2-augustus-gene-17.11-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-17.11&CDS=1-3003
OG0003224	YPL012W	augustus_masked-scaffold_8-processed-gene-6.49-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-6.49&CDS=1-3642
OG0003225	YPL013C	augustus_masked-scaffold_8-processed-gene-6.50-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-6.50&CDS=1-417
OG0003226	YPL015C	maker-scaffold_2-augustus-gene-17.7-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-17.7&CDS=1-1476
OG0003227	YPL016W	augustus_masked-scaffold_6-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-0.9&CDS=1-3690
OG0003228	YPL020C	augustus_masked-scaffold_2-processed-gene-14.7-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-14.7&CDS=1-1449
OG0003229	YPL022W	augustus_masked-scaffold_3-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.13&CDS=1-2916
OG0003230	YPL023C	augustus_masked-scaffold_3-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.12&CDS=1-2724
OG0003231	YPL024W	augustus_masked-scaffold_3-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.27&CDS=1-552
OG0003232	YPL028W	augustus_masked-scaffold_3-processed-gene-10.45-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.45&CDS=1-1212
OG0003233	YPL029W	augustus_masked-scaffold_3-processed-gene-10.21-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.21&CDS=1-2142
OG0003234	YPL030W	augustus_masked-scaffold_1-processed-gene-8.24-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.24&CDS=1-1632
OG0003235	YPL031C	maker-scaffold_1-augustus-gene-8.158-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-8.158&CDS=1-975
OG0003236	YPL040C	augustus_masked-scaffold_2-processed-gene-14.11-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-14.11&CDS=1-2904
OG0003237	YPL041C	augustus_masked-scaffold_3-processed-gene-10.23-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.23&CDS=1-756
OG0003238	YPL042C	maker-scaffold_3-augustus-gene-10.11-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-10.11&CDS=1-2487
OG0003239	YPL043W	augustus_masked-scaffold_1-processed-gene-8.40-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.40&CDS=1-2175
OG0003240	YPL045W	augustus_masked-scaffold_1-processed-gene-8.41-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.41&CDS=1-2769
OG0003241	YPL046C	augustus_masked-scaffold_1-processed-gene-8.22-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.22&CDS=1-294
OG0003242	YPL050C	augustus_masked-scaffold_5-processed-gene-12.52-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-12.52&CDS=1-1101
OG0003243	YPL051W	augustus_masked-scaffold_1-processed-gene-13.33-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.33&CDS=1-735
OG0003244	YPL054W	augustus_masked-scaffold_5-processed-gene-12.54-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-12.54&CDS=1-1692
OG0003245	YPL059W	augustus_masked-scaffold_1-processed-gene-12.16-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.16&CDS=1-456
OG0003246	YPL060W	augustus_masked-scaffold_7-processed-gene-4.51-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.51&CDS=1-1239
OG0003247	YPL063W	augustus_masked-scaffold_1-processed-gene-13.11-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.11&CDS=1-1431
OG0003248	YPL064C	augustus_masked-scaffold_3-processed-gene-4.48-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.48&CDS=1-909
OG0003249	YPL067C	augustus_masked-scaffold_1-processed-gene-8.36-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.36&CDS=1-714
OG0003250	YPL069C	augustus_masked-scaffold_4-processed-gene-6.20-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-6.20&CDS=1-1032
OG0003251	YPL072W	augustus_masked-scaffold_1-processed-gene-4.35-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.35&CDS=1-2994
OG0003252	YPL078C	maker-scaffold_3-augustus-gene-8.99-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-8.99&CDS=1-1155
OG0003253	YPL082C	augustus_masked-scaffold_3-processed-gene-10.34-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.34&CDS=1-5772
OG0003254	YPL083C	augustus_masked-scaffold_5-processed-gene-11.55-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.55&CDS=1-1191
OG0003255	YPL084W	augustus_masked-scaffold_5-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-1.37&CDS=1-3093
OG0003256	YPL085W	augustus_masked-scaffold_4-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-3.80&CDS=1-6654
OG0003257	YPL086C	augustus_masked-scaffold_5-processed-gene-12.55-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-12.55&CDS=1-1671
OG0003258	YPL088W	augustus_masked-scaffold_1-processed-gene-9.4-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.4&CDS=1-3084
OG0003259	YPL091W	augustus_masked-scaffold_4-processed-gene-4.88-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-4.88&CDS=1-1464
OG0003260	YPL093W	augustus_masked-scaffold_5-processed-gene-12.53-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-12.53&CDS=1-1926
OG0003261	YPL094C	augustus_masked-scaffold_1-processed-gene-7.1-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.1&CDS=1-867
OG0003262	YPL096W	augustus_masked-scaffold_3-processed-gene-4.51-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.51&CDS=1-1101
OG0003263	YPL097W	snap_masked-scaffold_7-processed-gene-1.109-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.109&CDS=1-1533
OG0003264	YPL098C	augustus_masked-scaffold_1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-0.34&CDS=1-318
OG0003265	YPL101W	augustus_masked-scaffold_4-processed-gene-13.20-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-13.20&CDS=1-1308
OG0003266	YPL104W	augustus_masked-scaffold_1-processed-gene-7.27-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.27&CDS=1-2019
OG0003267	YPL106C	augustus_masked-scaffold_1-processed-gene-14.113-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.113&CDS=1-2070
OG0003268	YPL107W	augustus_masked-scaffold_1-processed-gene-10.58-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.58&CDS=1-762
OG0003269	YPL109C	maker-scaffold_1-augustus-gene-17.90-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-17.90&CDS=1-2115
OG0003270	YPL110C	augustus_masked-scaffold_6-processed-gene-9.27-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-9.27&CDS=1-3414
OG0003271	YPL111W	snap_masked-scaffold_6-processed-gene-9.105-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-9.105&CDS=1-948
OG0003272	YPL112C	augustus_masked-scaffold_7-processed-gene-6.121-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.121&CDS=1-1527
OG0003273	YPL115C	augustus_masked-scaffold_1-processed-gene-16.126-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-16.126&CDS=1-3333
OG0003274	YPL116W	augustus_masked-scaffold_1-processed-gene-16.127-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-16.127&CDS=1-2277
OG0003275	YPL117C	augustus_masked-scaffold_1-processed-gene-16.129-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-16.129&CDS=1-867
OG0003276	YPL120W	augustus_masked-scaffold_1-processed-gene-16.95-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-16.95&CDS=1-1572
OG0003277	YPL122C	augustus_masked-scaffold_2-processed-gene-10.46-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-10.46&CDS=1-1557
OG0003278	YPL123C	augustus_masked-scaffold_6-processed-gene-9.33-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-9.33&CDS=1-1236
OG0003279	YPL125W	maker-scaffold_8-augustus-gene-3.98-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-3.98&CDS=1-3855
OG0003280	YPL126W	augustus_masked-scaffold_1-processed-gene-16.124-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-16.124&CDS=1-2535
OG0003281	YPL127C	augustus_masked-scaffold_8-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.100&CDS=1-507
OG0003282	YPL128C	augustus_masked-scaffold_3-processed-gene-15.23-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.23&CDS=1-2154
OG0003283	YPL129W	augustus_masked-scaffold_3-processed-gene-15.46-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.46&CDS=1-762
OG0003284	YPL131W	augustus_masked-scaffold_8-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.22&CDS=1-891
OG0003285	YPL132W	snap_masked-scaffold_1-processed-gene-19.67-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-19.67&CDS=1-852
OG0003286	YPL133C	augustus_masked-scaffold_2-processed-gene-10.28-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-10.28&CDS=1-1515
OG0003287	YPL134C	augustus_masked-scaffold_2-processed-gene-10.50-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-10.50&CDS=1-870
OG0003288	YPL138C	augustus_masked-scaffold_1-processed-gene-7.6-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.6&CDS=1-1257
OG0003289	YPL146C	augustus_masked-scaffold_3-processed-gene-15.12-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.12&CDS=1-1236
OG0003290	YPL147W	augustus_masked-scaffold_2-processed-gene-20.4-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-20.4&CDS=1-2439
OG0003291	YPL149W	augustus_masked-scaffold_1-processed-gene-4.42-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.42&CDS=1-876
OG0003292	YPL150W	augustus_masked-scaffold_3-processed-gene-10.43-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.43&CDS=1-2793
OG0003293	YPL151C	augustus_masked-scaffold_5-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-1.1&CDS=1-1086
OG0003294	YPL152W	augustus_masked-scaffold_5-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-1.17&CDS=1-1074
OG0003295	YPL153C	augustus_masked-scaffold_5-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-1.18&CDS=1-2190
OG0003296	YPL154C	augustus_masked-scaffold_3-processed-gene-6.84-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.84&CDS=1-1251
OG0003297	YPL155C	augustus_masked-scaffold_3-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.29&CDS=1-3816
