	Saccharomyces_cerevisiae	Spathaspora_hagerdaliae
OG0002574	YML072C	maker-LQHL01001740.1-augustus-gene-0.3-mRNA-1_1&gene=maker-LQHL01001740.1-augustus-gene-0.3&CDS=1-5901
OG0002575	YML076C	maker-LQHL01001740.1-augustus-gene-0.4-mRNA-1_1&gene=maker-LQHL01001740.1-augustus-gene-0.4&CDS=1-3501
OG0002576	YML077W	genemark-LQHL01001802.1-processed-gene-0.12-mRNA-1_1&gene=genemark-LQHL01001802.1-processed-gene-0.12&CDS=1-420
OG0002577	YML080W	genemark-LQHL01001647.1-processed-gene-0.26-mRNA-1_1&gene=genemark-LQHL01001647.1-processed-gene-0.26&CDS=1-1317
OG0002578	YML081C-A	augustus_masked-LQHL01001851.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-LQHL01001851.1-processed-gene-0.22&CDS=1-1128
OG0002579	YML085C	snap_masked-LQHL01001830.1-processed-gene-0.21-mRNA-1_1&gene=snap_masked-LQHL01001830.1-processed-gene-0.21&CDS=1-1344
OG0002580	YML086C	genemark-LQHL01001798.1-processed-gene-0.0-mRNA-1_1&gene=genemark-LQHL01001798.1-processed-gene-0.0&CDS=1-1671
OG0002581	YML088W	genemark-LQHL01001629.1-processed-gene-0.7-mRNA-1_1&gene=genemark-LQHL01001629.1-processed-gene-0.7&CDS=1-2109
OG0002582	YML092C	genemark-LQHL01001798.1-processed-gene-0.12-mRNA-1_1&gene=genemark-LQHL01001798.1-processed-gene-0.12&CDS=1-750
OG0002583	YML093W	genemark-LQHL01001798.1-processed-gene-0.11-mRNA-1_1&gene=genemark-LQHL01001798.1-processed-gene-0.11&CDS=1-2625
OG0002584	YML094W	genemark-LQHL01001855.1-processed-gene-0.7-mRNA-1_1&gene=genemark-LQHL01001855.1-processed-gene-0.7&CDS=1-459
OG0002585	YML095C	genemark-LQHL01001855.1-processed-gene-0.32-mRNA-1_1&gene=genemark-LQHL01001855.1-processed-gene-0.32&CDS=1-1047
OG0002586	YML096W	genemark-LQHL01001857.1-processed-gene-0.139-mRNA-1_1&gene=genemark-LQHL01001857.1-processed-gene-0.139&CDS=1-1950
OG0002587	YML097C	genemark-LQHL01001690.1-processed-gene-0.5-mRNA-1_1&gene=genemark-LQHL01001690.1-processed-gene-0.5&CDS=1-2508
OG0002588	YML098W	genemark-LQHL01001841.1-processed-gene-0.75-mRNA-1_1&gene=genemark-LQHL01001841.1-processed-gene-0.75&CDS=1-711
OG0002589	YML102W	genemark-LQHL01001673.1-processed-gene-0.26-mRNA-1_1&gene=genemark-LQHL01001673.1-processed-gene-0.26&CDS=1-1443
OG0002590	YML103C	genemark-LQHL01001549.1-processed-gene-0.6-mRNA-1_1&gene=genemark-LQHL01001549.1-processed-gene-0.6&CDS=1-4896
OG0002591	YML104C	genemark-LQHL01001836.1-processed-gene-0.48-mRNA-1_1&gene=genemark-LQHL01001836.1-processed-gene-0.48&CDS=1-3198
OG0002592	YML105C	genemark-LQHL01001836.1-processed-gene-0.61-mRNA-1_1&gene=genemark-LQHL01001836.1-processed-gene-0.61&CDS=1-813
OG0002593	YML110C	genemark-LQHL01001535.1-processed-gene-0.7-mRNA-1_1&gene=genemark-LQHL01001535.1-processed-gene-0.7&CDS=1-885
OG0002594	YML114C	maker-LQHL01001823.1-snap-gene-0.26-mRNA-1_1&gene=maker-LQHL01001823.1-snap-gene-0.26&CDS=1-1587
OG0002595	YML115C	augustus_masked-LQHL01001867.1-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-LQHL01001867.1-processed-gene-0.78&CDS=1-1491
OG0002596	YML121W	snap_masked-LQHL01001014.1-processed-gene-0.2-mRNA-1_1&gene=snap_masked-LQHL01001014.1-processed-gene-0.2&CDS=1-1002
OG0002597	YML123C	genemark-LQHL01001824.1-processed-gene-0.46-mRNA-1_1&gene=genemark-LQHL01001824.1-processed-gene-0.46&CDS=1-1662
OG0002598	YML125C	genemark-LQHL01001830.1-processed-gene-0.81-mRNA-1_1&gene=genemark-LQHL01001830.1-processed-gene-0.81&CDS=1-888
OG0002599	YML126C	genemark-LQHL01001798.1-processed-gene-0.10-mRNA-1_1&gene=genemark-LQHL01001798.1-processed-gene-0.10&CDS=1-1368
OG0002600	YML127W	maker-LQHL01001855.1-snap-gene-0.86-mRNA-1_1&gene=maker-LQHL01001855.1-snap-gene-0.86&CDS=1-2151
OG0002601	YML130C	maker-LQHL01001832.1-snap-gene-0.78-mRNA-1_1&gene=maker-LQHL01001832.1-snap-gene-0.78&CDS=1-1767
OG0002602	YML131W	genemark-LQHL01001772.1-processed-gene-0.13-mRNA-1_1&gene=genemark-LQHL01001772.1-processed-gene-0.13&CDS=1-1107
OG0002603	YMR001C	genemark-LQHL01001814.1-processed-gene-0.73-mRNA-1_1&gene=genemark-LQHL01001814.1-processed-gene-0.73&CDS=1-1959
OG0002604	YMR002W	genemark-LQHL01001843.1-processed-gene-0.58-mRNA-1_1&gene=genemark-LQHL01001843.1-processed-gene-0.58&CDS=1-444
OG0002605	YMR004W	genemark-LQHL01001776.1-processed-gene-0.36-mRNA-1_1&gene=genemark-LQHL01001776.1-processed-gene-0.36&CDS=1-2094
OG0002606	YMR005W	genemark-LQHL01001857.1-processed-gene-0.128-mRNA-1_1&gene=genemark-LQHL01001857.1-processed-gene-0.128&CDS=1-1233
OG0002607	YMR009W	genemark-LQHL01001844.1-processed-gene-0.74-mRNA-1_1&gene=genemark-LQHL01001844.1-processed-gene-0.74&CDS=1-534
OG0002608	YMR010W	genemark-LQHL01001846.1-processed-gene-0.47-mRNA-1_1&gene=genemark-LQHL01001846.1-processed-gene-0.47&CDS=1-1011
OG0002609	YMR012W	augustus_masked-LQHL01001645.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-LQHL01001645.1-processed-gene-0.20&CDS=1-2703
OG0002610	YMR014W	genemark-LQHL01001775.1-processed-gene-0.6-mRNA-1_1&gene=genemark-LQHL01001775.1-processed-gene-0.6&CDS=1-1434
OG0002611	YMR015C	genemark-LQHL01001841.1-processed-gene-0.74-mRNA-1_1&gene=genemark-LQHL01001841.1-processed-gene-0.74&CDS=1-1593
OG0002612	YMR020W	genemark-LQHL01001798.1-processed-gene-0.16-mRNA-1_1&gene=genemark-LQHL01001798.1-processed-gene-0.16&CDS=1-1461
OG0002613	YMR022W	genemark-LQHL01001798.1-processed-gene-0.17-mRNA-1_1&gene=genemark-LQHL01001798.1-processed-gene-0.17&CDS=1-501
OG0002614	YMR023C	genemark-LQHL01001851.1-processed-gene-0.90-mRNA-1_1&gene=genemark-LQHL01001851.1-processed-gene-0.90&CDS=1-1515
OG0002615	YMR024W	genemark-LQHL01001858.1-processed-gene-0.62-mRNA-1_1&gene=genemark-LQHL01001858.1-processed-gene-0.62&CDS=1-1089
OG0002616	YMR027W	genemark-LQHL01001752.1-processed-gene-0.27-mRNA-1_1&gene=genemark-LQHL01001752.1-processed-gene-0.27&CDS=1-1362
OG0002617	YMR028W	genemark-LQHL01001752.1-processed-gene-0.28-mRNA-1_1&gene=genemark-LQHL01001752.1-processed-gene-0.28&CDS=1-783
OG0002618	YMR034C	genemark-LQHL01001695.1-processed-gene-0.9-mRNA-1_1&gene=genemark-LQHL01001695.1-processed-gene-0.9&CDS=1-1341
OG0002619	YMR035W	genemark-LQHL01001577.1-processed-gene-0.17-mRNA-1_1&gene=genemark-LQHL01001577.1-processed-gene-0.17&CDS=1-387
OG0002620	YMR038C	maker-LQHL01001826.1-augustus-gene-0.1-mRNA-1_1&gene=maker-LQHL01001826.1-augustus-gene-0.1&CDS=1-3006
OG0002621	YMR039C	genemark-LQHL01001563.1-processed-gene-0.6-mRNA-1_1&gene=genemark-LQHL01001563.1-processed-gene-0.6&CDS=1-516
OG0002622	YMR041C	augustus_masked-LQHL01001695.1-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-LQHL01001695.1-processed-gene-0.27&CDS=1-2958
OG0002623	YMR043W	snap_masked-LQHL01001864.1-processed-gene-0.2-mRNA-1_1&gene=snap_masked-LQHL01001864.1-processed-gene-0.2&CDS=1-819
OG0002624	YMR044W	genemark-LQHL01001864.1-processed-gene-0.84-mRNA-1_1&gene=genemark-LQHL01001864.1-processed-gene-0.84&CDS=1-1224
OG0002625	YMR048W	genemark-LQHL01001509.1-processed-gene-0.21-mRNA-1_1&gene=genemark-LQHL01001509.1-processed-gene-0.21&CDS=1-1122
OG0002626	YMR049C	genemark-LQHL01001846.1-processed-gene-0.54-mRNA-1_1&gene=genemark-LQHL01001846.1-processed-gene-0.54&CDS=1-2424
OG0002627	YMR055C	genemark-LQHL01001642.1-processed-gene-0.18-mRNA-1_1&gene=genemark-LQHL01001642.1-processed-gene-0.18&CDS=1-945
OG0002628	YMR060C	genemark-LQHL01001859.1-processed-gene-0.90-mRNA-1_1&gene=genemark-LQHL01001859.1-processed-gene-0.90&CDS=1-1044
OG0002629	YMR061W	genemark-LQHL01001859.1-processed-gene-0.109-mRNA-1_1&gene=genemark-LQHL01001859.1-processed-gene-0.109&CDS=1-2217
OG0002630	YMR062C	genemark-LQHL01001864.1-processed-gene-0.114-mRNA-1_1&gene=genemark-LQHL01001864.1-processed-gene-0.114&CDS=1-1323
OG0002631	YMR063W	genemark-LQHL01001843.1-processed-gene-0.67-mRNA-1_1&gene=genemark-LQHL01001843.1-processed-gene-0.67&CDS=1-963
OG0002632	YMR065W	genemark-LQHL01001843.1-processed-gene-0.66-mRNA-1_1&gene=genemark-LQHL01001843.1-processed-gene-0.66&CDS=1-1563
OG0002633	YMR068W	snap_masked-LQHL01001559.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-LQHL01001559.1-processed-gene-0.4&CDS=1-1713
OG0002634	YMR069W	genemark-LQHL01001852.1-processed-gene-0.81-mRNA-1_1&gene=genemark-LQHL01001852.1-processed-gene-0.81&CDS=1-657
OG0002635	YMR071C	genemark-LQHL01001352.1-processed-gene-0.11-mRNA-1_1&gene=genemark-LQHL01001352.1-processed-gene-0.11&CDS=1-525
OG0002636	YMR074C	genemark-LQHL01001834.1-processed-gene-0.8-mRNA-1_1&gene=genemark-LQHL01001834.1-processed-gene-0.8&CDS=1-417
OG0002637	YMR075W	genemark-LQHL01001864.1-processed-gene-0.95-mRNA-1_1&gene=genemark-LQHL01001864.1-processed-gene-0.95&CDS=1-2307
OG0002638	YMR076C	augustus_masked-LQHL01001808.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-LQHL01001808.1-processed-gene-0.25&CDS=1-3783
OG0002639	YMR077C	genemark-LQHL01001721.1-processed-gene-0.39-mRNA-1_1&gene=genemark-LQHL01001721.1-processed-gene-0.39&CDS=1-645
OG0002640	YMR078C	genemark-LQHL01001770.1-processed-gene-0.24-mRNA-1_1&gene=genemark-LQHL01001770.1-processed-gene-0.24&CDS=1-2916
OG0002641	YMR079W	genemark-LQHL01001869.1-processed-gene-0.67-mRNA-1_1&gene=genemark-LQHL01001869.1-processed-gene-0.67&CDS=1-903
OG0002642	YMR080C	genemark-LQHL01001869.1-processed-gene-0.44-mRNA-1_1&gene=genemark-LQHL01001869.1-processed-gene-0.44&CDS=1-3039
OG0002643	YMR089C	genemark-LQHL01001851.1-processed-gene-0.114-mRNA-1_1&gene=genemark-LQHL01001851.1-processed-gene-0.114&CDS=1-2826
OG0002644	YMR091C	genemark-LQHL01001851.1-processed-gene-0.113-mRNA-1_1&gene=genemark-LQHL01001851.1-processed-gene-0.113&CDS=1-1383
OG0002645	YMR092C	genemark-LQHL01001817.1-processed-gene-0.91-mRNA-1_1&gene=genemark-LQHL01001817.1-processed-gene-0.91&CDS=1-1857
OG0002646	YMR093W	genemark-LQHL01001746.1-processed-gene-0.38-mRNA-1_1&gene=genemark-LQHL01001746.1-processed-gene-0.38&CDS=1-1506
OG0002647	YMR096W	genemark-LQHL01001818.1-processed-gene-0.42-mRNA-1_1&gene=genemark-LQHL01001818.1-processed-gene-0.42&CDS=1-876
OG0002648	YMR097C	maker-LQHL01001817.1-augustus-gene-0.28-mRNA-1_1&gene=maker-LQHL01001817.1-augustus-gene-0.28&CDS=1-1005
OG0002649	YMR098C	maker-LQHL01001817.1-snap-gene-0.37-mRNA-1_1&gene=maker-LQHL01001817.1-snap-gene-0.37&CDS=1-2805
OG0002650	YMR099C	genemark-LQHL01001839.1-processed-gene-0.19-mRNA-1_1&gene=genemark-LQHL01001839.1-processed-gene-0.19&CDS=1-906
OG0002651	YMR100W	genemark-LQHL01001710.1-processed-gene-0.18-mRNA-1_1&gene=genemark-LQHL01001710.1-processed-gene-0.18&CDS=1-2361
OG0002652	YMR105C	genemark-LQHL01001847.1-processed-gene-0.52-mRNA-1_1&gene=genemark-LQHL01001847.1-processed-gene-0.52&CDS=1-1677
OG0002653	YMR106C	genemark-LQHL01001817.1-processed-gene-0.90-mRNA-1_1&gene=genemark-LQHL01001817.1-processed-gene-0.90&CDS=1-1929
OG0002654	YMR108W	augustus_masked-LQHL01001873.1-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-LQHL01001873.1-processed-gene-0.140&CDS=1-2031
OG0002655	YMR109W	genemark-LQHL01001809.1-processed-gene-0.30-mRNA-1_1&gene=genemark-LQHL01001809.1-processed-gene-0.30&CDS=1-3894
OG0002656	YMR110C	genemark-LQHL01001813.1-processed-gene-0.35-mRNA-1_1&gene=genemark-LQHL01001813.1-processed-gene-0.35&CDS=1-1695
OG0002657	YMR112C	genemark-LQHL01001801.1-processed-gene-0.10-mRNA-1_1&gene=genemark-LQHL01001801.1-processed-gene-0.10&CDS=1-576
OG0002658	YMR113W	genemark-LQHL01001801.1-processed-gene-0.22-mRNA-1_1&gene=genemark-LQHL01001801.1-processed-gene-0.22&CDS=1-1242
OG0002659	YMR115W	genemark-LQHL01001782.1-processed-gene-0.29-mRNA-1_1&gene=genemark-LQHL01001782.1-processed-gene-0.29&CDS=1-1536
OG0002660	YMR116C	genemark-LQHL01001801.1-processed-gene-0.9-mRNA-1_1&gene=genemark-LQHL01001801.1-processed-gene-0.9&CDS=1-951
OG0002661	YMR120C	genemark-LQHL01001755.1-processed-gene-0.22-mRNA-1_1&gene=genemark-LQHL01001755.1-processed-gene-0.22&CDS=1-1770
OG0002662	YMR125W	augustus_masked-LQHL01001452.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-LQHL01001452.1-processed-gene-0.6&CDS=1-1218
OG0002663	YMR127C	genemark-LQHL01001840.1-processed-gene-0.64-mRNA-1_1&gene=genemark-LQHL01001840.1-processed-gene-0.64&CDS=1-1251
OG0002664	YMR128W	genemark-LQHL01001840.1-processed-gene-0.46-mRNA-1_1&gene=genemark-LQHL01001840.1-processed-gene-0.46&CDS=1-7542
OG0002665	YMR130W	genemark-LQHL01001840.1-processed-gene-0.48-mRNA-1_1&gene=genemark-LQHL01001840.1-processed-gene-0.48&CDS=1-816
OG0002666	YMR131C	genemark-LQHL01001845.1-processed-gene-0.102-mRNA-1_1&gene=genemark-LQHL01001845.1-processed-gene-0.102&CDS=1-1518
OG0002667	YMR132C	genemark-LQHL01001652.1-processed-gene-0.22-mRNA-1_1&gene=genemark-LQHL01001652.1-processed-gene-0.22&CDS=1-690
OG0002668	YMR134W	genemark-LQHL01001664.1-processed-gene-0.12-mRNA-1_1&gene=genemark-LQHL01001664.1-processed-gene-0.12&CDS=1-660
OG0002669	YMR135C	genemark-LQHL01001664.1-processed-gene-0.17-mRNA-1_1&gene=genemark-LQHL01001664.1-processed-gene-0.17&CDS=1-1383
OG0002670	YMR137C	genemark-LQHL01001805.1-processed-gene-0.3-mRNA-1_1&gene=genemark-LQHL01001805.1-processed-gene-0.3&CDS=1-2022
OG0002671	YMR138W	genemark-LQHL01001805.1-processed-gene-0.13-mRNA-1_1&gene=genemark-LQHL01001805.1-processed-gene-0.13&CDS=1-552
OG0002672	YMR139W	genemark-LQHL01001860.1-processed-gene-0.24-mRNA-1_1&gene=genemark-LQHL01001860.1-processed-gene-0.24&CDS=1-1227
OG0002673	YMR140W	genemark-LQHL01001855.1-processed-gene-0.13-mRNA-1_1&gene=genemark-LQHL01001855.1-processed-gene-0.13&CDS=1-1491
OG0002674	YMR145C	genemark-LQHL01001753.1-processed-gene-0.11-mRNA-1_1&gene=genemark-LQHL01001753.1-processed-gene-0.11&CDS=1-1671
OG0002675	YMR149W	augustus_masked-LQHL01001704.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-LQHL01001704.1-processed-gene-0.25&CDS=1-819
OG0002676	YMR152W	genemark-LQHL01001388.1-processed-gene-0.7-mRNA-1_1&gene=genemark-LQHL01001388.1-processed-gene-0.7&CDS=1-1092
OG0002677	YMR154C	genemark-LQHL01001856.1-processed-gene-0.100-mRNA-1_1&gene=genemark-LQHL01001856.1-processed-gene-0.100&CDS=1-1458
OG0002678	YMR155W	genemark-LQHL01001735.1-processed-gene-0.42-mRNA-1_1&gene=genemark-LQHL01001735.1-processed-gene-0.42&CDS=1-1767
OG0002679	YMR156C	genemark-LQHL01001601.1-processed-gene-0.3-mRNA-1_1&gene=genemark-LQHL01001601.1-processed-gene-0.3&CDS=1-822
OG0002680	YMR157C	genemark-LQHL01001601.1-processed-gene-0.11-mRNA-1_1&gene=genemark-LQHL01001601.1-processed-gene-0.11&CDS=1-858
OG0002681	YMR158W	genemark-LQHL01001601.1-processed-gene-0.4-mRNA-1_1&gene=genemark-LQHL01001601.1-processed-gene-0.4&CDS=1-465
OG0002682	YMR161W	genemark-LQHL01001833.1-processed-gene-0.77-mRNA-1_1&gene=genemark-LQHL01001833.1-processed-gene-0.77&CDS=1-1005
OG0002683	YMR162C	genemark-LQHL01001610.1-processed-gene-0.9-mRNA-1_1&gene=genemark-LQHL01001610.1-processed-gene-0.9&CDS=1-5391
OG0002684	YMR165C	snap_masked-LQHL01001842.1-processed-gene-0.7-mRNA-1_1&gene=snap_masked-LQHL01001842.1-processed-gene-0.7&CDS=1-2457
OG0002685	YMR166C	genemark-LQHL01000921.1-processed-gene-0.2-mRNA-1_1&gene=genemark-LQHL01000921.1-processed-gene-0.2&CDS=1-1077
OG0002686	YMR171C	genemark-LQHL01001687.1-processed-gene-0.15-mRNA-1_1&gene=genemark-LQHL01001687.1-processed-gene-0.15&CDS=1-1536
OG0002687	YMR172W	genemark-LQHL01001716.1-processed-gene-0.7-mRNA-1_1&gene=genemark-LQHL01001716.1-processed-gene-0.7&CDS=1-1842
OG0002688	YMR176W	snap_masked-LQHL01001855.1-processed-gene-0.71-mRNA-1_1&gene=snap_masked-LQHL01001855.1-processed-gene-0.71&CDS=1-5364
OG0002689	YMR178W	genemark-LQHL01001520.1-processed-gene-0.13-mRNA-1_1&gene=genemark-LQHL01001520.1-processed-gene-0.13&CDS=1-891
OG0002690	YMR185W	genemark-LQHL01001658.1-processed-gene-0.6-mRNA-1_1&gene=genemark-LQHL01001658.1-processed-gene-0.6&CDS=1-2916
OG0002691	YMR186W	genemark-LQHL01001613.1-processed-gene-0.15-mRNA-1_1&gene=genemark-LQHL01001613.1-processed-gene-0.15&CDS=1-2136
OG0002692	YMR189W	maker-LQHL01001423.1-snap-gene-0.0-mRNA-1_1&gene=maker-LQHL01001423.1-snap-gene-0.0&CDS=1-3048
OG0002693	YMR190C	genemark-LQHL01001668.1-processed-gene-0.3-mRNA-1_1&gene=genemark-LQHL01001668.1-processed-gene-0.3&CDS=1-5451
OG0002694	YMR194C-B	snap_masked-LQHL01001567.1-processed-gene-0.21-mRNA-1_1&gene=snap_masked-LQHL01001567.1-processed-gene-0.21&CDS=1-258
OG0002695	YMR196W	maker-LQHL01001802.1-augustus-gene-0.23-mRNA-1_1&gene=maker-LQHL01001802.1-augustus-gene-0.23&CDS=1-3882
OG0002696	YMR200W	maker-LQHL01001372.1-augustus-gene-0.6-mRNA-1_1&gene=maker-LQHL01001372.1-augustus-gene-0.6&CDS=1-3207
OG0002697	YMR201C	maker-LQHL01001613.1-augustus-gene-0.0-mRNA-1_1&gene=maker-LQHL01001613.1-augustus-gene-0.0&CDS=1-1320
OG0002698	YMR202W	genemark-LQHL01001814.1-processed-gene-0.56-mRNA-1_1&gene=genemark-LQHL01001814.1-processed-gene-0.56&CDS=1-651
OG0002699	YMR203W	genemark-LQHL01001252.1-processed-gene-0.1-mRNA-1_1&gene=genemark-LQHL01001252.1-processed-gene-0.1&CDS=1-1164
OG0002700	YMR205C	genemark-LQHL01001725.1-processed-gene-0.35-mRNA-1_1&gene=genemark-LQHL01001725.1-processed-gene-0.35&CDS=1-2856
OG0002701	YMR208W	genemark-LQHL01001549.1-processed-gene-0.4-mRNA-1_1&gene=genemark-LQHL01001549.1-processed-gene-0.4&CDS=1-1308
OG0002702	YMR209C	snap_masked-LQHL01001347.1-processed-gene-0.0-mRNA-1_1&gene=snap_masked-LQHL01001347.1-processed-gene-0.0&CDS=1-1422
OG0002703	YMR210W	maker-LQHL01001808.1-augustus-gene-0.46-mRNA-1_1&gene=maker-LQHL01001808.1-augustus-gene-0.46&CDS=1-1731
OG0002704	YMR211W	genemark-LQHL01001738.1-processed-gene-0.48-mRNA-1_1&gene=genemark-LQHL01001738.1-processed-gene-0.48&CDS=1-1521
OG0002705	YMR212C	genemark-LQHL01001800.1-processed-gene-0.39-mRNA-1_1&gene=genemark-LQHL01001800.1-processed-gene-0.39&CDS=1-3087
OG0002706	YMR213W	genemark-LQHL01001800.1-processed-gene-0.50-mRNA-1_1&gene=genemark-LQHL01001800.1-processed-gene-0.50&CDS=1-1854
OG0002707	YMR214W	genemark-LQHL01001764.1-processed-gene-0.32-mRNA-1_1&gene=genemark-LQHL01001764.1-processed-gene-0.32&CDS=1-1227
OG0002708	YMR216C	genemark-LQHL01001416.1-processed-gene-0.16-mRNA-1_1&gene=genemark-LQHL01001416.1-processed-gene-0.16&CDS=1-2376
OG0002709	YMR217W	genemark-LQHL01001549.1-processed-gene-0.8-mRNA-1_1&gene=genemark-LQHL01001549.1-processed-gene-0.8&CDS=1-1587
OG0002710	YMR218C	maker-LQHL01001821.1-augustus-gene-0.55-mRNA-1_1&gene=maker-LQHL01001821.1-augustus-gene-0.55&CDS=1-3939
OG0002711	YMR220W	genemark-LQHL01001837.1-processed-gene-0.70-mRNA-1_1&gene=genemark-LQHL01001837.1-processed-gene-0.70&CDS=1-1305
OG0002712	YMR221C	genemark-LQHL01001856.1-processed-gene-0.126-mRNA-1_1&gene=genemark-LQHL01001856.1-processed-gene-0.126&CDS=1-1524
OG0002713	YMR223W	snap_masked-LQHL01001774.1-processed-gene-0.41-mRNA-1_1&gene=snap_masked-LQHL01001774.1-processed-gene-0.41&CDS=1-1725
OG0002714	YMR224C	augustus_masked-LQHL01001407.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-LQHL01001407.1-processed-gene-0.6&CDS=1-1308
OG0002715	YMR225C	augustus_masked-LQHL01001763.1-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-LQHL01001763.1-processed-gene-0.39&CDS=1-522
OG0002716	YMR226C	genemark-LQHL01001657.1-processed-gene-0.4-mRNA-1_1&gene=genemark-LQHL01001657.1-processed-gene-0.4&CDS=1-804
OG0002717	YMR227C	genemark-LQHL01001859.1-processed-gene-0.116-mRNA-1_1&gene=genemark-LQHL01001859.1-processed-gene-0.116&CDS=1-1620
OG0002718	YMR228W	genemark-LQHL01001859.1-processed-gene-0.89-mRNA-1_1&gene=genemark-LQHL01001859.1-processed-gene-0.89&CDS=1-1053
OG0002719	YMR229C	genemark-LQHL01001859.1-processed-gene-0.112-mRNA-1_1&gene=genemark-LQHL01001859.1-processed-gene-0.112&CDS=1-5106
OG0002720	YMR231W	snap_masked-LQHL01001838.1-processed-gene-0.17-mRNA-1_1&gene=snap_masked-LQHL01001838.1-processed-gene-0.17&CDS=1-2973
OG0002721	YMR234W	maker-LQHL01001652.1-augustus-gene-0.24-mRNA-1_1&gene=maker-LQHL01001652.1-augustus-gene-0.24&CDS=1-1215
OG0002722	YMR235C	genemark-LQHL01001873.1-processed-gene-0.46-mRNA-1_1&gene=genemark-LQHL01001873.1-processed-gene-0.46&CDS=1-1230
OG0002723	YMR236W	genemark-LQHL01001472.1-processed-gene-0.11-mRNA-1_1&gene=genemark-LQHL01001472.1-processed-gene-0.11&CDS=1-603
OG0002724	YMR239C	genemark-LQHL01001838.1-processed-gene-0.71-mRNA-1_1&gene=genemark-LQHL01001838.1-processed-gene-0.71&CDS=1-2229
OG0002725	YMR240C	genemark-LQHL01001822.1-processed-gene-0.49-mRNA-1_1&gene=genemark-LQHL01001822.1-processed-gene-0.49&CDS=1-1611
OG0002726	YMR241W	genemark-LQHL01001843.1-processed-gene-0.61-mRNA-1_1&gene=genemark-LQHL01001843.1-processed-gene-0.61&CDS=1-900
OG0002727	YMR244C-A	genemark-LQHL01001822.1-processed-gene-0.45-mRNA-1_1&gene=genemark-LQHL01001822.1-processed-gene-0.45&CDS=1-327
OG0002728	YMR244W	genemark-LQHL01001871.1-processed-gene-0.70-mRNA-1_1&gene=genemark-LQHL01001871.1-processed-gene-0.70&CDS=1-825
OG0002729	YMR250W	genemark-LQHL01001646.1-processed-gene-0.2-mRNA-1_1&gene=genemark-LQHL01001646.1-processed-gene-0.2&CDS=1-1695
OG0002730	YMR256C	genemark-LQHL01001631.1-processed-gene-0.30-mRNA-1_1&gene=genemark-LQHL01001631.1-processed-gene-0.30&CDS=1-1350
OG0002731	YMR258C	genemark-LQHL01001759.1-processed-gene-0.11-mRNA-1_1&gene=genemark-LQHL01001759.1-processed-gene-0.11&CDS=1-1767
OG0002732	YMR259C	snap_masked-LQHL01001823.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-LQHL01001823.1-processed-gene-0.1&CDS=1-4203
OG0002733	YMR260C	genemark-LQHL01001823.1-processed-gene-0.42-mRNA-1_1&gene=genemark-LQHL01001823.1-processed-gene-0.42&CDS=1-453
OG0002734	YMR262W	genemark-LQHL01001867.1-processed-gene-0.114-mRNA-1_1&gene=genemark-LQHL01001867.1-processed-gene-0.114&CDS=1-1005
OG0002735	YMR263W	genemark-LQHL01001673.1-processed-gene-0.18-mRNA-1_1&gene=genemark-LQHL01001673.1-processed-gene-0.18&CDS=1-486
OG0002736	YMR264W	genemark-LQHL01001673.1-processed-gene-0.19-mRNA-1_1&gene=genemark-LQHL01001673.1-processed-gene-0.19&CDS=1-573
OG0002737	YMR266W	maker-LQHL01001549.1-snap-gene-0.0-mRNA-1_1&gene=maker-LQHL01001549.1-snap-gene-0.0&CDS=1-2571
OG0002738	YMR267W	genemark-LQHL01001549.1-processed-gene-0.3-mRNA-1_1&gene=genemark-LQHL01001549.1-processed-gene-0.3&CDS=1-954
OG0002739	YMR268C	snap_masked-LQHL01001836.1-processed-gene-0.24-mRNA-1_1&gene=snap_masked-LQHL01001836.1-processed-gene-0.24&CDS=1-2748
OG0002740	YMR269W	genemark-LQHL01001836.1-processed-gene-0.47-mRNA-1_1&gene=genemark-LQHL01001836.1-processed-gene-0.47&CDS=1-804
OG0002741	YMR272C	genemark-LQHL01001578.1-processed-gene-0.14-mRNA-1_1&gene=genemark-LQHL01001578.1-processed-gene-0.14&CDS=1-1128
OG0002742	YMR274C	genemark-LQHL01001578.1-processed-gene-0.16-mRNA-1_1&gene=genemark-LQHL01001578.1-processed-gene-0.16&CDS=1-612
OG0002743	YMR276W	genemark-LQHL01001823.1-processed-gene-0.45-mRNA-1_1&gene=genemark-LQHL01001823.1-processed-gene-0.45&CDS=1-1134
OG0002744	YMR277W	genemark-LQHL01001867.1-processed-gene-0.137-mRNA-1_1&gene=genemark-LQHL01001867.1-processed-gene-0.137&CDS=1-2475
