	Ashbya_aceri	Saccharomyces_cerevisiae
OG0003041	augustus_masked-CP006025.1-processed-gene-10.19-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-10.19&CDS=1-258	YGL226C-A
OG0003042	genemark-CP006025.1-processed-gene-10.95-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.95&CDS=1-2475	YGL227W
OG0003043	genemark-CP006025.1-processed-gene-10.96-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.96&CDS=1-1347	YER043C
OG0003044	genemark-CP006025.1-processed-gene-10.97-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.97&CDS=1-1716	YGL228W
OG0003045	genemark-CP006025.1-processed-gene-10.73-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.73&CDS=1-2700	YFR040W
OG0003046	genemark-CP006025.1-processed-gene-10.98-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.98&CDS=1-864	YFR041C
OG0003047	genemark-CP006025.1-processed-gene-10.74-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.74&CDS=1-633	YFR042W
OG0003048	augustus_masked-CP006025.1-processed-gene-10.45-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-10.45&CDS=1-744	YFR043C
OG0003049	genemark-CP006025.1-processed-gene-10.76-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.76&CDS=1-543	YGL231C
OG0003050	snap_masked-CP006025.1-processed-gene-10.156-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-10.156&CDS=1-3297	YGL233W
OG0003051	genemark-CP006025.1-processed-gene-10.102-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.102&CDS=1-1458	YFR044C
OG0003052	genemark-CP006025.1-processed-gene-10.77-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.77&CDS=1-1032	YFR045W
OG0003053	genemark-CP006025.1-processed-gene-10.103-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.103&CDS=1-2379	YGL234W
OG0003054	augustus_masked-CP006025.1-processed-gene-10.24-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-10.24&CDS=1-1761	YGL236C
OG0003055	genemark-CP006025.1-processed-gene-10.79-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.79&CDS=1-807	YGL237C
OG0003056	genemark-CP006025.1-processed-gene-10.80-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.80&CDS=1-786	YFR050C
OG0003057	augustus_masked-CP006025.1-processed-gene-10.27-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-10.27&CDS=1-1065	YGL248W
OG0003058	genemark-CP006025.1-processed-gene-10.105-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.105&CDS=1-357	YFR049W
OG0003059	snap_masked-CP006025.1-processed-gene-10.139-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-10.139&CDS=1-501	YGL247W
OG0003060	augustus_masked-CP006025.1-processed-gene-10.52-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-10.52&CDS=1-1137	YGL246C
OG0003061	genemark-CP006025.1-processed-gene-10.83-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.83&CDS=1-2121	YGL245W
OG0003062	genemark-CP006025.1-processed-gene-10.107-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.107&CDS=1-1776	YFR048W
OG0003063	genemark-CP006025.1-processed-gene-10.84-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.84&CDS=1-1686	YGL244W
OG0003064	augustus_masked-CP006025.1-processed-gene-10.31-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-10.31&CDS=1-1155	YGL243W
OG0003065	genemark-CP006025.1-processed-gene-10.108-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.108&CDS=1-504	YGL242C
OG0003066	snap_masked-CP006025.1-processed-gene-11.51-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-11.51&CDS=1-2997	YGL241W
OG0003067	augustus_masked-CP006025.1-processed-gene-11.104-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-11.104&CDS=1-1515	YFR047C
OG0003068	genemark-CP006025.1-processed-gene-11.3-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-11.3&CDS=1-2865	YGL238W
OG0003069	genemark-CP006025.1-processed-gene-11.5-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-11.5&CDS=1-1602	YFR051C
OG0003070	genemark-CP006025.1-processed-gene-11.4-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-11.4&CDS=1-2262	YKL034W
OG0003071	snap_masked-CP006025.1-processed-gene-11.86-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-11.86&CDS=1-810	YGL250W
OG0003072	genemark-CP006025.1-processed-gene-11.6-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-11.6&CDS=1-1761	YGL252C
OG0003073	genemark-CP006025.1-processed-gene-11.7-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-11.7&CDS=1-816	YFR052W
OG0003074	genemark-CP006025.1-processed-gene-11.37-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-11.37&CDS=1-1464	YGL253W
OG0003075	snap_masked-CP006025.1-processed-gene-11.60-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-11.60&CDS=1-2883	YOR098C
OG0003076	genemark-CP006025.1-processed-gene-11.38-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-11.38&CDS=1-570	YOR096W
OG0003077	genemark-CP006025.1-processed-gene-11.9-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-11.9&CDS=1-765	YOR095C
OG0003078	genemark-CP006025.1-processed-gene-11.39-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-11.39&CDS=1-543	YOR094W
OG0003079	augustus_masked-CP006025.1-processed-gene-11.112-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-11.112&CDS=1-4878	YOR093C
OG0003080	augustus_masked-CP006025.1-processed-gene-11.113-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-11.113&CDS=1-1788	YNL094W
OG0003081	genemark-CP006025.1-processed-gene-11.41-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-11.41&CDS=1-1029	YOR091W
OG0003082	genemark-CP006025.1-processed-gene-11.12-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-11.12&CDS=1-1617	YOR090C
OG0003083	genemark-CP006025.1-processed-gene-11.18-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-11.18&CDS=1-1644	YJR052W
OG0003084	snap_masked-CP006025.1-processed-gene-11.90-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-11.90&CDS=1-1830	YML046W
OG0003085	snap_masked-CP006025.1-processed-gene-11.70-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-11.70&CDS=1-1419	YJR053W
OG0003086	genemark-CP006025.1-processed-gene-11.21-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-11.21&CDS=1-513	YKL013C
OG0003087	genemark-CP006025.1-processed-gene-11.22-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-11.22&CDS=1-3030	YIR023W
OG0003088	augustus_masked-CP006025.1-processed-gene-11.139-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-11.139&CDS=1-633	YIR024C
OG0003089	snap_masked-CP006025.1-processed-gene-11.74-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-11.74&CDS=1-5103	YKL014C
OG0003090	genemark-CP006025.1-processed-gene-11.44-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-11.44&CDS=1-2475	YKL015W
OG0003091	augustus_masked-CP006025.1-processed-gene-11.124-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-11.124&CDS=1-2487	YKL017C
OG0003092	genemark-CP006025.1-processed-gene-11.45-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-11.45&CDS=1-981	YKL018W
OG0003093	genemark-CP006025.1-processed-gene-11.46-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-11.46&CDS=1-1065	YIR026C
OG0003094	augustus_masked-CP006025.1-processed-gene-11.143-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-11.143&CDS=1-2100	YDR350C
OG0003095	genemark-CP006025.1-processed-gene-11.28-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-11.28&CDS=1-2844	YHR102W
OG0003096	maker-CP006025.1-augustus-gene-11.102-mRNA-1_1&gene=maker-CP006025.1-augustus-gene-11.102&CDS=1-4599	YHR104W
OG0003097	genemark-CP006025.1-processed-gene-11.33-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-11.33&CDS=1-957	YDR353W
OG0003098	genemark-CP006025.1-processed-gene-11.48-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-11.48&CDS=1-447	YHR051W
OG0003099	snap_masked-CP006025.1-processed-gene-11.97-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-11.97&CDS=1-564	YKL159C
OG0003100	genemark-CP006025.1-processed-gene-11.34-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-11.34&CDS=1-591	YJR014W
OG0003101	genemark-CP006025.1-processed-gene-11.35-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-11.35&CDS=1-2214	YGR198W
OG0003102	genemark-CP006025.1-processed-gene-12.2-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.2&CDS=1-2340	YGR200C
OG0003103	augustus_masked-CP006025.1-processed-gene-12.176-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-12.176&CDS=1-1746	YJR016C
OG0003104	genemark-CP006025.1-processed-gene-12.0-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.0&CDS=1-1203	YGR202C
OG0003105	augustus_masked-CP006025.1-processed-gene-12.173-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-12.173&CDS=1-453	YGR203W
OG0003106	genemark-CP006025.1-processed-gene-12.4-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.4&CDS=1-489	YJR017C
OG0003107	augustus_masked-CP006025.1-processed-gene-12.218-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-12.218&CDS=1-972	YJR019C
OG0003108	augustus_masked-CP006025.1-processed-gene-12.178-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-12.178&CDS=1-831	YGR205W
OG0003109	augustus_masked-CP006025.1-processed-gene-12.219-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-12.219&CDS=1-723	YJR021C
OG0003110	genemark-CP006025.1-processed-gene-12.6-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.6&CDS=1-315	YJR022W
OG0003111	genemark-CP006025.1-processed-gene-12.48-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.48&CDS=1-726	YJR024C
OG0003112	augustus_masked-CP006025.1-processed-gene-12.221-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-12.221&CDS=1-540	YJR025C
OG0003113	augustus_masked-CP006025.1-processed-gene-12.180-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-12.180&CDS=1-279	YGR206W
OG0003114	genemark-CP006025.1-processed-gene-12.50-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.50&CDS=1-774	YGR207C
OG0003115	genemark-CP006025.1-processed-gene-12.8-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.8&CDS=1-927	YGR208W
OG0003116	augustus_masked-CP006025.1-processed-gene-12.182-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-12.182&CDS=1-2865	YLR045C
OG0003117	genemark-CP006025.1-processed-gene-12.54-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.54&CDS=1-1227	YGR210C
OG0003118	genemark-CP006025.1-processed-gene-12.11-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.11&CDS=1-1431	YGR211W
OG0003119	augustus_masked-CP006025.1-processed-gene-12.185-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-12.185&CDS=1-1368	YGR212W
OG0003120	genemark-CP006025.1-processed-gene-12.55-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.55&CDS=1-2058	YLR047C
OG0003121	genemark-CP006025.1-processed-gene-12.14-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.14&CDS=1-318	YGR215W
OG0003122	genemark-CP006025.1-processed-gene-12.56-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.56&CDS=1-1821	YGR216C
OG0003123	genemark-CP006025.1-processed-gene-12.15-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.15&CDS=1-5910	YGR217W
OG0003124	genemark-CP006025.1-processed-gene-12.16-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.16&CDS=1-1554	YLR197W
OG0003125	genemark-CP006025.1-processed-gene-12.17-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.17&CDS=1-321	YLR200W
OG0003126	genemark-CP006025.1-processed-gene-12.58-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.58&CDS=1-738	YLR201C
OG0003127	genemark-CP006025.1-processed-gene-12.18-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.18&CDS=1-1143	YDL168W
OG0003128	maker-CP006025.1-augustus-gene-12.258-mRNA-1_1&gene=maker-CP006025.1-augustus-gene-12.258&CDS=1-2445	YDL166C
OG0003129	genemark-CP006025.1-processed-gene-12.19-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.19&CDS=1-615	YDL165W
OG0003130	genemark-CP006025.1-processed-gene-12.60-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.60&CDS=1-1191	YLR203C
OG0003131	genemark-CP006025.1-processed-gene-12.63-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.63&CDS=1-2100	YDL164C
OG0003132	augustus_masked-CP006025.1-processed-gene-12.236-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-12.236&CDS=1-285	YDL160C-A
OG0003133	snap_masked-CP006025.1-processed-gene-12.106-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-12.106&CDS=1-3993	YLR207W
OG0003134	snap_masked-CP006025.1-processed-gene-12.107-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-12.107&CDS=1-882	YDR374C
OG0003135	augustus_masked-CP006025.1-processed-gene-12.197-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-12.197&CDS=1-678	YOR125C
OG0003136	genemark-CP006025.1-processed-gene-12.65-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.65&CDS=1-570	YDR373W
OG0003137	maker-CP006025.1-snap-gene-12.262-mRNA-1_1&gene=maker-CP006025.1-snap-gene-12.262&CDS=1-3753	YOR124C
OG0003138	genemark-CP006025.1-processed-gene-12.26-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.26&CDS=1-990	YDR372C
OG0003139	genemark-CP006025.1-processed-gene-12.66-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.66&CDS=1-1470	YDR371W
OG0003140	genemark-CP006025.1-processed-gene-12.27-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.27&CDS=1-1557	YOR122C
OG0003141	genemark-CP006025.1-processed-gene-12.28-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.28&CDS=1-1893	YBR043C
OG0003142	genemark-CP006025.1-processed-gene-12.29-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.29&CDS=1-1233	YBR042C
OG0003143	genemark-CP006025.1-processed-gene-12.69-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.69&CDS=1-1950	YBR041W
OG0003144	genemark-CP006025.1-processed-gene-12.70-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.70&CDS=1-882	YBR040W
OG0003145	genemark-CP006025.1-processed-gene-12.71-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.71&CDS=1-870	YBR039W
OG0003146	augustus_masked-CP006025.1-processed-gene-12.244-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-12.244&CDS=1-468	YGR030C
OG0003147	genemark-CP006025.1-processed-gene-12.30-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.30&CDS=1-930	YLR340W
OG0003148	genemark-CP006025.1-processed-gene-12.32-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.32&CDS=1-963	YGR031W
OG0003149	genemark-CP006025.1-processed-gene-12.73-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.73&CDS=1-702	YGR033C
OG0003150	genemark-CP006025.1-processed-gene-12.35-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.35&CDS=1-1698	YLR345W
OG0003151	genemark-CP006025.1-processed-gene-12.74-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.74&CDS=1-702	YGR036C
OG0003152	genemark-CP006025.1-processed-gene-12.75-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.75&CDS=1-2583	YLR347C
OG0003153	genemark-CP006025.1-processed-gene-12.76-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.76&CDS=1-258	YGR037C
OG0003154	genemark-CP006025.1-processed-gene-12.36-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.36&CDS=1-597	YGR038W
OG0003155	genemark-CP006025.1-processed-gene-12.77-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.77&CDS=1-873	YLR351C
OG0003156	genemark-CP006025.1-processed-gene-12.38-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.38&CDS=1-2451	YLR352W
OG0003157	augustus_masked-CP006025.1-processed-gene-12.214-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-12.214&CDS=1-732	YGR042W
OG0003158	genemark-CP006025.1-processed-gene-12.78-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.78&CDS=1-1002	YLR354C
OG0003159	augustus_masked-CP006025.1-processed-gene-12.252-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-12.252&CDS=1-1185	YLR355C
OG0003160	genemark-CP006025.1-processed-gene-12.42-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.42&CDS=1-1098	YPR191W
OG0003161	genemark-CP006026.1-processed-gene-0.68-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-0.68&CDS=1-1011	YGR280C
OG0003162	genemark-CP006026.1-processed-gene-0.69-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-0.69&CDS=1-3276	YMR308C
OG0003163	genemark-CP006026.1-processed-gene-0.71-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-0.71&CDS=1-2436	YMR309C
OG0003164	maker-CP006026.1-augustus-gene-0.42-mRNA-1_1&gene=maker-CP006026.1-augustus-gene-0.42&CDS=1-2322	YGR282C
OG0003165	genemark-CP006026.1-processed-gene-0.75-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-0.75&CDS=1-564	YMR311C
OG0003166	genemark-CP006026.1-processed-gene-0.76-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-0.76&CDS=1-918	YGR284C
OG0003167	genemark-CP006026.1-processed-gene-0.77-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-0.77&CDS=1-1290	YGR285C
OG0003168	genemark-CP006026.1-processed-gene-0.51-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-0.51&CDS=1-807	YMR312W
OG0003169	genemark-CP006026.1-processed-gene-0.78-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-0.78&CDS=1-1743	YMR313C
OG0003170	genemark-CP006026.1-processed-gene-0.52-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-0.52&CDS=1-699	YMR314W
OG0003171	genemark-CP006026.1-processed-gene-0.53-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-0.53&CDS=1-2025	YMR301C
OG0003172	genemark-CP006026.1-processed-gene-0.54-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-0.54&CDS=1-1530	YMR300C
OG0003173	genemark-CP006026.1-processed-gene-0.55-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-0.55&CDS=1-1113	YMR299C
OG0003174	genemark-CP006026.1-processed-gene-0.56-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-0.56&CDS=1-2007	YGR276C
OG0003175	augustus_masked-CP006026.1-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-CP006026.1-processed-gene-0.30&CDS=1-408	YGR275W
OG0003176	genemark-CP006026.1-processed-gene-0.57-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-0.57&CDS=1-3033	YGR274C
OG0003177	genemark-CP006026.1-processed-gene-0.80-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-0.80&CDS=1-423	YMR298W
OG0003178	augustus_masked-CP006026.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-CP006026.1-processed-gene-0.15&CDS=1-729	YBL041W
OG0003179	genemark-CP006026.1-processed-gene-0.82-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-0.82&CDS=1-654	YBL040C
OG0003180	maker-CP006026.1-augustus-gene-0.41-mRNA-1_1&gene=maker-CP006026.1-augustus-gene-0.41&CDS=1-684	YJR104C
OG0003181	genemark-CP006026.1-processed-gene-0.83-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-0.83&CDS=1-1728	YBL039C
OG0003182	genemark-CP006026.1-processed-gene-0.61-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-0.61&CDS=1-540	YJR102C
OG0003183	genemark-CP006026.1-processed-gene-0.85-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-0.85&CDS=1-753	YJR101W
OG0003184	genemark-CP006026.1-processed-gene-0.63-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-0.63&CDS=1-1707	YPR045C
OG0003185	genemark-CP006026.1-processed-gene-0.86-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-0.86&CDS=1-696	YJR099W
OG0003186	maker-CP006026.1-augustus-gene-0.43-mRNA-1_1&gene=maker-CP006026.1-augustus-gene-0.43&CDS=1-1146	YJR095W
OG0003187	snap_masked-CP006026.1-processed-gene-0.112-mRNA-1_1&gene=snap_masked-CP006026.1-processed-gene-0.112&CDS=1-648	YJR094C
OG0003188	genemark-CP006026.1-processed-gene-0.66-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-0.66&CDS=1-930	YJR093C
OG0003189	genemark-CP006026.1-processed-gene-0.90-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-0.90&CDS=1-3786	YJR092W
OG0003190	genemark-CP006026.1-processed-gene-1.47-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-1.47&CDS=1-3174	YJR091C
OG0003191	snap_masked-CP006026.1-processed-gene-1.1-mRNA-1_1&gene=snap_masked-CP006026.1-processed-gene-1.1&CDS=1-879	YER106W
OG0003192	genemark-CP006026.1-processed-gene-1.49-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-1.49&CDS=1-1608	YBL080C
OG0003193	snap_masked-CP006026.1-processed-gene-1.3-mRNA-1_1&gene=snap_masked-CP006026.1-processed-gene-1.3&CDS=1-903	YBL081W
OG0003194	genemark-CP006026.1-processed-gene-1.51-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-1.51&CDS=1-1038	YER107C
OG0003195	snap_masked-CP006026.1-processed-gene-1.24-mRNA-1_1&gene=snap_masked-CP006026.1-processed-gene-1.24&CDS=1-2856	YER109C
OG0003196	genemark-CP006026.1-processed-gene-1.70-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-1.70&CDS=1-1296	YBL082C
OG0003197	genemark-CP006026.1-processed-gene-1.71-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-1.71&CDS=1-3345	YER110C
OG0003198	genemark-CP006026.1-processed-gene-1.72-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-1.72&CDS=1-2916	YER111C
OG0003199	genemark-CP006026.1-processed-gene-1.52-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-1.52&CDS=1-507	YER112W
OG0003200	augustus_masked-CP006026.1-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-CP006026.1-processed-gene-1.118&CDS=1-2016	YER113C
OG0003201	genemark-CP006026.1-processed-gene-1.53-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-1.53&CDS=1-1929	YBL084C
OG0003202	genemark-CP006026.1-processed-gene-1.74-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-1.74&CDS=1-2949	YER114C
OG0003203	snap_masked-CP006026.1-processed-gene-1.7-mRNA-1_1&gene=snap_masked-CP006026.1-processed-gene-1.7&CDS=1-1332	YBL086C
OG0003204	genemark-CP006026.1-processed-gene-1.77-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-1.77&CDS=1-714	YER116C
OG0003205	augustus_masked-CP006026.1-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-CP006026.1-processed-gene-1.102&CDS=1-8691	YBL088C
OG0003206	genemark-CP006026.1-processed-gene-1.80-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-1.80&CDS=1-435	YBL090W
OG0003207	genemark-CP006026.1-processed-gene-1.56-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-1.56&CDS=1-1248	YBL091C
OG0003208	genemark-CP006026.1-processed-gene-1.57-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-1.57&CDS=1-642	YER120W
OG0003209	genemark-CP006026.1-processed-gene-1.81-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-1.81&CDS=1-393	YBL092W
OG0003210	genemark-CP006026.1-processed-gene-1.58-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-1.58&CDS=1-621	YBL093C
