	Hanseniaspora_uvarum	Saccharomyces_cerevisiae
OG0002225	maker-APLS01000018.1-snap-gene-0.96-mRNA-1_1&gene=maker-APLS01000018.1-snap-gene-0.96&CDS=1-1233	YKL056C
OG0002226	snap_masked-APLS01000018.1-processed-gene-0.54-mRNA-1_1&gene=snap_masked-APLS01000018.1-processed-gene-0.54&CDS=1-1452	YKL054C
OG0002227	snap_masked-APLS01000018.1-processed-gene-0.55-mRNA-1_1&gene=snap_masked-APLS01000018.1-processed-gene-0.55&CDS=1-309	YKL053C-A
OG0002228	augustus_masked-APLS01000018.1-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-APLS01000018.1-processed-gene-0.107&CDS=1-1698	YGR171C
OG0002229	snap_masked-APLS01000018.1-processed-gene-0.57-mRNA-1_1&gene=snap_masked-APLS01000018.1-processed-gene-0.57&CDS=1-1398	YJR006W
OG0002230	genemark-APLS01000018.1-processed-gene-0.251-mRNA-1_1&gene=genemark-APLS01000018.1-processed-gene-0.251&CDS=1-870	YGR172C
OG0002231	snap_masked-APLS01000018.1-processed-gene-0.11-mRNA-1_1&gene=snap_masked-APLS01000018.1-processed-gene-0.11&CDS=1-1137	YGR173W
OG0002232	augustus_masked-APLS01000018.1-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-APLS01000018.1-processed-gene-0.153&CDS=1-1341	YGR169C
OG0002233	snap_masked-APLS01000018.1-processed-gene-0.14-mRNA-1_1&gene=snap_masked-APLS01000018.1-processed-gene-0.14&CDS=1-1191	YGR189C
OG0002234	snap_masked-APLS01000018.1-processed-gene-0.15-mRNA-1_1&gene=snap_masked-APLS01000018.1-processed-gene-0.15&CDS=1-435	YJL011C
OG0002235	snap_masked-APLS01000018.1-processed-gene-0.16-mRNA-1_1&gene=snap_masked-APLS01000018.1-processed-gene-0.16&CDS=1-1587	YJL014W
OG0002236	snap_masked-APLS01000018.1-processed-gene-0.61-mRNA-1_1&gene=snap_masked-APLS01000018.1-processed-gene-0.61&CDS=1-2142	YJL012C
OG0002237	augustus_masked-APLS01000018.1-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-APLS01000018.1-processed-gene-0.114&CDS=1-1524	YKL039W
OG0002238	maker-APLS01000018.1-augustus-gene-0.182-mRNA-1_1&gene=maker-APLS01000018.1-augustus-gene-0.182&CDS=1-1479	YHL019C
OG0002239	snap_masked-APLS01000018.1-processed-gene-0.64-mRNA-1_1&gene=snap_masked-APLS01000018.1-processed-gene-0.64&CDS=1-1074	YKL110C
OG0002240	snap_masked-APLS01000018.1-processed-gene-0.23-mRNA-1_1&gene=snap_masked-APLS01000018.1-processed-gene-0.23&CDS=1-1707	YMR097C
OG0002241	snap_masked-APLS01000018.1-processed-gene-0.24-mRNA-1_1&gene=snap_masked-APLS01000018.1-processed-gene-0.24&CDS=1-966	YKL120W
OG0002242	snap_masked-APLS01000018.1-processed-gene-0.25-mRNA-1_1&gene=snap_masked-APLS01000018.1-processed-gene-0.25&CDS=1-1173	YMR101C
OG0002243	snap_masked-APLS01000018.1-processed-gene-0.65-mRNA-1_1&gene=snap_masked-APLS01000018.1-processed-gene-0.65&CDS=1-495	YKL119C
OG0002244	snap_masked-APLS01000018.1-processed-gene-0.27-mRNA-1_1&gene=snap_masked-APLS01000018.1-processed-gene-0.27&CDS=1-357	YHL015W
OG0002245	augustus_masked-APLS01000018.1-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-APLS01000018.1-processed-gene-0.124&CDS=1-993	YHL013C
OG0002246	augustus_masked-APLS01000018.1-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-APLS01000018.1-processed-gene-0.162&CDS=1-459	YER044C
OG0002247	augustus_masked-APLS01000018.1-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-APLS01000018.1-processed-gene-0.126&CDS=1-2094	YMR108W
OG0002248	augustus_masked-APLS01000018.1-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-APLS01000018.1-processed-gene-0.127&CDS=1-3642	YMR109W
OG0002249	maker-APLS01000018.1-augustus-gene-0.183-mRNA-1_1&gene=maker-APLS01000018.1-augustus-gene-0.183&CDS=1-1128	YKL130C
OG0002250	augustus_masked-APLS01000018.1-processed-gene-0.163-mRNA-1_1&gene=augustus_masked-APLS01000018.1-processed-gene-0.163&CDS=1-1212	YMR111C
OG0002251	snap_masked-APLS01000018.1-processed-gene-0.34-mRNA-1_1&gene=snap_masked-APLS01000018.1-processed-gene-0.34&CDS=1-2196	YKL134C
OG0002252	genemark-APLS01000018.1-processed-gene-0.264-mRNA-1_1&gene=genemark-APLS01000018.1-processed-gene-0.264&CDS=1-1077	YMR116C
OG0002253	snap_masked-APLS01000018.1-processed-gene-0.35-mRNA-1_1&gene=snap_masked-APLS01000018.1-processed-gene-0.35&CDS=1-2022	YKL135C
OG0002254	augustus_masked-APLS01000018.1-processed-gene-0.165-mRNA-1_1&gene=augustus_masked-APLS01000018.1-processed-gene-0.165&CDS=1-291	YKL137W
OG0002255	genemark-APLS01000018.1-processed-gene-0.267-mRNA-1_1&gene=genemark-APLS01000018.1-processed-gene-0.267&CDS=1-1602	YKL140W
OG0002256	snap_masked-APLS01000018.1-processed-gene-0.76-mRNA-1_1&gene=snap_masked-APLS01000018.1-processed-gene-0.76&CDS=1-711	YLR025W
OG0002257	snap_masked-APLS01000018.1-processed-gene-0.77-mRNA-1_1&gene=snap_masked-APLS01000018.1-processed-gene-0.77&CDS=1-972	YLR026C
OG0002258	snap_masked-APLS01000018.1-processed-gene-0.78-mRNA-1_1&gene=snap_masked-APLS01000018.1-processed-gene-0.78&CDS=1-1263	YLR027C
OG0002259	snap_masked-APLS01000018.1-processed-gene-0.39-mRNA-1_1&gene=snap_masked-APLS01000018.1-processed-gene-0.39&CDS=1-1584	YCR028C
OG0002260	snap_masked-APLS01000018.1-processed-gene-0.40-mRNA-1_1&gene=snap_masked-APLS01000018.1-processed-gene-0.40&CDS=1-1413	YJL183W
OG0002261	snap_masked-APLS01000018.1-processed-gene-0.79-mRNA-1_1&gene=snap_masked-APLS01000018.1-processed-gene-0.79&CDS=1-981	YJL180C
OG0002262	maker-APLS01000018.1-snap-gene-0.93-mRNA-1_1&gene=maker-APLS01000018.1-snap-gene-0.93&CDS=1-552	YJL177W
OG0002263	snap_masked-APLS01000018.1-processed-gene-0.82-mRNA-1_1&gene=snap_masked-APLS01000018.1-processed-gene-0.82&CDS=1-2001	YJL176C
OG0002264	snap_masked-APLS01000018.1-processed-gene-0.84-mRNA-1_1&gene=snap_masked-APLS01000018.1-processed-gene-0.84&CDS=1-2919	YKL173W
OG0002265	snap_masked-APLS01000018.1-processed-gene-0.85-mRNA-1_1&gene=snap_masked-APLS01000018.1-processed-gene-0.85&CDS=1-1578	YKL175W
OG0002266	augustus_masked-APLS01000018.1-processed-gene-0.178-mRNA-1_1&gene=augustus_masked-APLS01000018.1-processed-gene-0.178&CDS=1-1314	YJL171C
OG0002267	augustus_masked-APLS01000018.1-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-APLS01000018.1-processed-gene-0.139&CDS=1-1371	YKL178C
OG0002268	snap_masked-APLS01000018.1-processed-gene-0.44-mRNA-1_1&gene=snap_masked-APLS01000018.1-processed-gene-0.44&CDS=1-1191	YKL172W
OG0002269	genemark-APLS01000018.1-processed-gene-0.238-mRNA-1_1&gene=genemark-APLS01000018.1-processed-gene-0.238&CDS=1-1287	YJL167W
OG0002270	snap_masked-APLS01000019.1-processed-gene-0.189-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.189&CDS=1-930	YJR077C
OG0002271	snap_masked-APLS01000019.1-processed-gene-0.190-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.190&CDS=1-2208	YKL213C
OG0002272	snap_masked-APLS01000019.1-processed-gene-0.148-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.148&CDS=1-1551	YBR127C
OG0002273	snap_masked-APLS01000019.1-processed-gene-0.149-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.149&CDS=1-1452	YBR126C
OG0002274	snap_masked-APLS01000019.1-processed-gene-0.191-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.191&CDS=1-477	YBR120C
OG0002275	snap_masked-APLS01000019.1-processed-gene-0.192-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.192&CDS=1-1986	YBR121C
OG0002276	snap_masked-APLS01000019.1-processed-gene-0.193-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.193&CDS=1-438	YPR082C
OG0002277	augustus_masked-APLS01000019.1-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-APLS01000019.1-processed-gene-0.46&CDS=1-1302	YBR122C
OG0002278	augustus_masked-APLS01000019.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-APLS01000019.1-processed-gene-0.4&CDS=1-1989	YBR123C
OG0002279	snap_masked-APLS01000019.1-processed-gene-0.152-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.152&CDS=1-1377	YPL001W
OG0002280	snap_masked-APLS01000019.1-processed-gene-0.196-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.196&CDS=1-3051	YCR011C
OG0002281	snap_masked-APLS01000019.1-processed-gene-0.153-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.153&CDS=1-1911	YPL007C
OG0002282	augustus_masked-APLS01000019.1-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-APLS01000019.1-processed-gene-0.49&CDS=1-2400	YPL008W
OG0002283	snap_masked-APLS01000019.1-processed-gene-0.155-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.155&CDS=1-3633	YPL012W
OG0002284	snap_masked-APLS01000019.1-processed-gene-0.156-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.156&CDS=1-675	YOR332W
OG0002285	snap_masked-APLS01000019.1-processed-gene-0.157-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.157&CDS=1-1443	YPL020C
OG0002286	augustus_masked-APLS01000019.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-APLS01000019.1-processed-gene-0.12&CDS=1-2946	YPL009C
OG0002287	snap_masked-APLS01000019.1-processed-gene-0.199-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.199&CDS=1-627	YPL010W
OG0002288	snap_masked-APLS01000019.1-processed-gene-0.160-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.160&CDS=1-4359	YOR330C
OG0002289	snap_masked-APLS01000019.1-processed-gene-0.164-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.164&CDS=1-1827	YDR380W
OG0002290	snap_masked-APLS01000019.1-processed-gene-0.169-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.169&CDS=1-2718	YLL026W
OG0002291	augustus_masked-APLS01000019.1-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-APLS01000019.1-processed-gene-0.52&CDS=1-2424	YHL023C
OG0002292	snap_masked-APLS01000019.1-processed-gene-0.170-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.170&CDS=1-2103	YLL029W
OG0002293	augustus_masked-APLS01000019.1-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-APLS01000019.1-processed-gene-0.23&CDS=1-3303	YLL031C
OG0002294	snap_masked-APLS01000019.1-processed-gene-0.172-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.172&CDS=1-2244	YLL032C
OG0002295	snap_masked-APLS01000019.1-processed-gene-0.173-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.173&CDS=1-3981	YML049C
OG0002296	snap_masked-APLS01000019.1-processed-gene-0.202-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.202&CDS=1-1104	YAL036C
OG0002297	maker-APLS01000019.1-augustus-gene-0.68-mRNA-1_1&gene=maker-APLS01000019.1-augustus-gene-0.68&CDS=1-2316	YOR346W
OG0002298	augustus_masked-APLS01000019.1-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-APLS01000019.1-processed-gene-0.55&CDS=1-1512	YAL038W
OG0002299	snap_masked-APLS01000019.1-processed-gene-0.204-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.204&CDS=1-1926	YLR345W
OG0002300	snap_masked-APLS01000019.1-processed-gene-0.177-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.177&CDS=1-714	YGR033C
OG0002301	snap_masked-APLS01000019.1-processed-gene-0.206-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.206&CDS=1-1761	YLR343W
OG0002302	snap_masked-APLS01000019.1-processed-gene-0.178-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.178&CDS=1-1059	YML052W
OG0002303	genemark-APLS01000019.1-processed-gene-0.136-mRNA-1_1&gene=genemark-APLS01000019.1-processed-gene-0.136&CDS=1-528	YJR055W
OG0002304	snap_masked-APLS01000019.1-processed-gene-0.180-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.180&CDS=1-942	YOR342C
OG0002305	snap_masked-APLS01000019.1-processed-gene-0.181-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.181&CDS=1-924	YML050W
OG0002306	snap_masked-APLS01000019.1-processed-gene-0.210-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.210&CDS=1-339	YFL014W
OG0002307	snap_masked-APLS01000019.1-processed-gene-0.183-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.183&CDS=1-1470	YFL016C
OG0002308	augustus_masked-APLS01000019.1-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-APLS01000019.1-processed-gene-0.62&CDS=1-1791	YLL028W
OG0002309	augustus_masked-APLS01000019.1-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-APLS01000019.1-processed-gene-0.36&CDS=1-1053	YPR004C
OG0002310	snap_masked-APLS01000019.1-processed-gene-0.212-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.212&CDS=1-1632	YFR006W
OG0002311	snap_masked-APLS01000019.1-processed-gene-0.213-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.213&CDS=1-507	YFL017C
OG0002312	snap_masked-APLS01000019.1-processed-gene-0.214-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.214&CDS=1-615	YLR050C
OG0002313	snap_masked-APLS01000019.1-processed-gene-0.187-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.187&CDS=1-1722	YHL032C
OG0002314	augustus_masked-APLS01000019.1-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-APLS01000019.1-processed-gene-0.66&CDS=1-1950	YHL036W
OG0002315	snap_masked-APLS01000019.1-processed-gene-0.217-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.217&CDS=1-5172	YLL048C
OG0002316	snap_masked-APLS01000020.1-processed-gene-0.151-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.151&CDS=1-339	YIR001C
OG0002317	snap_masked-APLS01000020.1-processed-gene-0.124-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.124&CDS=1-729	YER002W
OG0002318	snap_masked-APLS01000020.1-processed-gene-0.152-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.152&CDS=1-1299	YER003C
OG0002319	snap_masked-APLS01000020.1-processed-gene-0.153-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.153&CDS=1-753	YER004W
OG0002320	snap_masked-APLS01000020.1-processed-gene-0.125-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.125&CDS=1-3870	YIR006C
OG0002321	augustus_masked-APLS01000020.1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-APLS01000020.1-processed-gene-0.34&CDS=1-309	YIL008W
OG0002322	snap_masked-APLS01000020.1-processed-gene-0.159-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.159&CDS=1-1443	YDL020C
OG0002323	snap_masked-APLS01000020.1-processed-gene-0.160-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.160&CDS=1-1263	YOL058W
OG0002324	snap_masked-APLS01000020.1-processed-gene-0.129-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.129&CDS=1-486	YOL071W
OG0002325	snap_masked-APLS01000020.1-processed-gene-0.161-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.161&CDS=1-885	YDL045C
OG0002326	augustus_masked-APLS01000020.1-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-APLS01000020.1-processed-gene-0.38&CDS=1-1152	YOL070C
OG0002327	augustus_masked-APLS01000020.1-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-APLS01000020.1-processed-gene-0.40&CDS=1-702	YJL115W
OG0002328	snap_masked-APLS01000020.1-processed-gene-0.132-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.132&CDS=1-966	YJR100C
OG0002329	snap_masked-APLS01000020.1-processed-gene-0.164-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.164&CDS=1-873	YKR043C
OG0002330	snap_masked-APLS01000020.1-processed-gene-0.165-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.165&CDS=1-1824	YKR044W
OG0002331	snap_masked-APLS01000020.1-processed-gene-0.166-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.166&CDS=1-1011	YJL117W
OG0002332	snap_masked-APLS01000020.1-processed-gene-0.133-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.133&CDS=1-666	YER012W
OG0002333	snap_masked-APLS01000020.1-processed-gene-0.135-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.135&CDS=1-1602	YER014W
OG0002334	snap_masked-APLS01000020.1-processed-gene-0.168-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.168&CDS=1-1365	YPR125W
OG0002335	snap_masked-APLS01000020.1-processed-gene-0.169-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.169&CDS=1-4569	YGR116W
OG0002336	snap_masked-APLS01000020.1-processed-gene-0.170-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.170&CDS=1-1356	YGR112W
OG0002337	snap_masked-APLS01000020.1-processed-gene-0.171-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.171&CDS=1-1125	YBR251W
OG0002338	snap_masked-APLS01000020.1-processed-gene-0.172-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.172&CDS=1-1308	YPR065W
OG0002339	snap_masked-APLS01000020.1-processed-gene-0.136-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.136&CDS=1-2226	YER017C
OG0002340	augustus_masked-APLS01000020.1-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-APLS01000020.1-processed-gene-0.50&CDS=1-1008	YER016W
OG0002341	snap_masked-APLS01000020.1-processed-gene-0.174-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.174&CDS=1-582	YPR131C
OG0002342	snap_masked-APLS01000020.1-processed-gene-0.140-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.140&CDS=1-768	YGR119C
OG0002343	snap_masked-APLS01000020.1-processed-gene-0.141-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.141&CDS=1-1077	YPR133C
OG0002344	snap_masked-APLS01000020.1-processed-gene-0.179-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.179&CDS=1-2880	YIL143C
OG0002345	augustus_masked-APLS01000020.1-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-APLS01000020.1-processed-gene-0.55&CDS=1-1011	YER156C
OG0002346	snap_masked-APLS01000020.1-processed-gene-0.181-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.181&CDS=1-885	YKR092C
OG0002347	snap_masked-APLS01000020.1-processed-gene-0.143-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.143&CDS=1-1974	YKR090W
OG0002348	snap_masked-APLS01000020.1-processed-gene-0.182-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.182&CDS=1-1749	YKL029C
OG0002349	snap_masked-APLS01000020.1-processed-gene-0.147-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.147&CDS=1-1056	YKR087C
OG0002350	snap_masked-APLS01000020.1-processed-gene-0.148-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.148&CDS=1-513	YOR077W
OG0002351	snap_masked-APLS01000020.1-processed-gene-0.149-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.149&CDS=1-819	YNL202W
OG0002352	augustus_masked-APLS01000020.1-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-APLS01000020.1-processed-gene-0.58&CDS=1-924	YOR079C
OG0002353	snap_masked-APLS01000021.1-processed-gene-0.142-mRNA-1_1&gene=snap_masked-APLS01000021.1-processed-gene-0.142&CDS=1-2316	YLR304C
OG0002354	genemark-APLS01000021.1-processed-gene-0.35-mRNA-1_1&gene=genemark-APLS01000021.1-processed-gene-0.35&CDS=1-1326	YLR303W
OG0002355	snap_masked-APLS01000021.1-processed-gene-0.143-mRNA-1_1&gene=snap_masked-APLS01000021.1-processed-gene-0.143&CDS=1-1578	YDR061W
OG0002356	snap_masked-APLS01000021.1-processed-gene-0.144-mRNA-1_1&gene=snap_masked-APLS01000021.1-processed-gene-0.144&CDS=1-1737	YDR062W
OG0002357	snap_masked-APLS01000021.1-processed-gene-0.145-mRNA-1_1&gene=snap_masked-APLS01000021.1-processed-gene-0.145&CDS=1-453	YDR063W
OG0002358	maker-APLS01000021.1-snap-gene-0.65-mRNA-1_1&gene=maker-APLS01000021.1-snap-gene-0.65&CDS=1-453	YDR064W
OG0002359	augustus_masked-APLS01000021.1-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-APLS01000021.1-processed-gene-0.86&CDS=1-2754	YER141W
OG0002360	snap_masked-APLS01000021.1-processed-gene-0.150-mRNA-1_1&gene=snap_masked-APLS01000021.1-processed-gene-0.150&CDS=1-975	YER143W
OG0002361	snap_masked-APLS01000021.1-processed-gene-0.180-mRNA-1_1&gene=snap_masked-APLS01000021.1-processed-gene-0.180&CDS=1-570	YDR071C
OG0002362	snap_masked-APLS01000021.1-processed-gene-0.181-mRNA-1_1&gene=snap_masked-APLS01000021.1-processed-gene-0.181&CDS=1-687	YER148W
OG0002363	snap_masked-APLS01000021.1-processed-gene-0.182-mRNA-1_1&gene=snap_masked-APLS01000021.1-processed-gene-0.182&CDS=1-2805	YDR074W
OG0002364	augustus_masked-APLS01000021.1-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-APLS01000021.1-processed-gene-0.89&CDS=1-1431	YDR072C
OG0002365	snap_masked-APLS01000021.1-processed-gene-0.183-mRNA-1_1&gene=snap_masked-APLS01000021.1-processed-gene-0.183&CDS=1-243	YER146W
OG0002366	snap_masked-APLS01000021.1-processed-gene-0.186-mRNA-1_1&gene=snap_masked-APLS01000021.1-processed-gene-0.186&CDS=1-2463	YER151C
OG0002367	augustus_masked-APLS01000021.1-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-APLS01000021.1-processed-gene-0.121&CDS=1-795	YDR078C
OG0002368	snap_masked-APLS01000021.1-processed-gene-0.155-mRNA-1_1&gene=snap_masked-APLS01000021.1-processed-gene-0.155&CDS=1-1158	YER154W
OG0002369	augustus_masked-APLS01000021.1-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-APLS01000021.1-processed-gene-0.93&CDS=1-402	YDR079W
OG0002370	snap_masked-APLS01000021.1-processed-gene-0.191-mRNA-1_1&gene=snap_masked-APLS01000021.1-processed-gene-0.191&CDS=1-240	YDR079C-A
OG0002371	snap_masked-APLS01000021.1-processed-gene-0.158-mRNA-1_1&gene=snap_masked-APLS01000021.1-processed-gene-0.158&CDS=1-2412	YDR081C
OG0002372	snap_masked-APLS01000021.1-processed-gene-0.159-mRNA-1_1&gene=snap_masked-APLS01000021.1-processed-gene-0.159&CDS=1-198	YDR086C
OG0002373	snap_masked-APLS01000021.1-processed-gene-0.160-mRNA-1_1&gene=snap_masked-APLS01000021.1-processed-gene-0.160&CDS=1-303	YER159C
OG0002374	snap_masked-APLS01000021.1-processed-gene-0.162-mRNA-1_1&gene=snap_masked-APLS01000021.1-processed-gene-0.162&CDS=1-555	YDR084C
OG0002375	snap_masked-APLS01000021.1-processed-gene-0.195-mRNA-1_1&gene=snap_masked-APLS01000021.1-processed-gene-0.195&CDS=1-1179	YDR083W
OG0002376	snap_masked-APLS01000021.1-processed-gene-0.196-mRNA-1_1&gene=snap_masked-APLS01000021.1-processed-gene-0.196&CDS=1-816	YDR087C
OG0002377	genemark-APLS01000021.1-processed-gene-0.55-mRNA-1_1&gene=genemark-APLS01000021.1-processed-gene-0.55&CDS=1-3987	YDR090C
OG0002378	snap_masked-APLS01000021.1-processed-gene-0.202-mRNA-1_1&gene=snap_masked-APLS01000021.1-processed-gene-0.202&CDS=1-1827	YDR091C
OG0002379	augustus_masked-APLS01000021.1-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-APLS01000021.1-processed-gene-0.102&CDS=1-1446	YDR105C
