	Hyphopichia_burtonii	Saccharomyces_cerevisiae
OG0002889	genemark-scaffold_7-processed-gene-3.59-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.59&CDS=1-1833	YDR244W
OG0002890	genemark-scaffold_7-processed-gene-3.60-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.60&CDS=1-2580	YCL030C
OG0002891	genemark-scaffold_7-processed-gene-3.82-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.82&CDS=1-1374	YGL160W
OG0002892	genemark-scaffold_7-processed-gene-3.83-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.83&CDS=1-1299	YOL016C
OG0002893	genemark-scaffold_7-processed-gene-4.107-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.107&CDS=1-2286	YJL168C
OG0002894	genemark-scaffold_7-processed-gene-4.108-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.108&CDS=1-1224	YNL097C
OG0002895	snap_masked-scaffold_7-processed-gene-4.17-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.17&CDS=1-834	YOR101W
OG0002896	genemark-scaffold_7-processed-gene-4.129-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.129&CDS=1-519	YOR103C
OG0002897	snap_masked-scaffold_7-processed-gene-4.20-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.20&CDS=1-576	YNL099C
OG0002898	genemark-scaffold_7-processed-gene-4.113-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.113&CDS=1-441	YCR063W
OG0002899	genemark-scaffold_7-processed-gene-4.130-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.130&CDS=1-1941	YCR065W
OG0002900	genemark-scaffold_7-processed-gene-4.114-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.114&CDS=1-1980	YBR291C
OG0002901	maker-scaffold_7-snap-gene-4.10-mRNA-1_1&gene=maker-scaffold_7-snap-gene-4.10&CDS=1-2214	YBR289W
OG0002902	genemark-scaffold_7-processed-gene-4.135-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.135&CDS=1-4389	YNL102W
OG0002903	genemark-scaffold_7-processed-gene-4.115-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.115&CDS=1-948	YOR036W
OG0002904	genemark-scaffold_7-processed-gene-4.117-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.117&CDS=1-2280	YJR040W
OG0002905	genemark-scaffold_7-processed-gene-4.137-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.137&CDS=1-3579	YJR041C
OG0002906	genemark-scaffold_7-processed-gene-4.138-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.138&CDS=1-378	YEL026W
OG0002907	genemark-scaffold_7-processed-gene-4.118-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.118&CDS=1-480	YEL027W
OG0002908	genemark-scaffold_7-processed-gene-4.139-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.139&CDS=1-2289	YJR042W
OG0002909	genemark-scaffold_7-processed-gene-4.119-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.119&CDS=1-2814	YJR036C
OG0002910	genemark-scaffold_7-processed-gene-4.120-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.120&CDS=1-642	YEL024W
OG0002911	genemark-scaffold_7-processed-gene-4.142-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.142&CDS=1-492	YOR104W
OG0002912	genemark-scaffold_7-processed-gene-4.121-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.121&CDS=1-1653	YNL193W
OG0002913	genemark-scaffold_7-processed-gene-4.144-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.144&CDS=1-903	YDL198C
OG0002914	genemark-scaffold_7-processed-gene-4.122-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.122&CDS=1-1617	YDR228C
OG0002915	genemark-scaffold_7-processed-gene-4.145-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.145&CDS=1-747	YDR226W
OG0002916	genemark-scaffold_7-processed-gene-4.146-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.146&CDS=1-1905	YKL029C
OG0002917	genemark-scaffold_7-processed-gene-4.124-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.124&CDS=1-651	YDR486C
OG0002918	augustus_masked-scaffold_7-processed-gene-4.80-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.80&CDS=1-729	YNL129W
OG0002919	genemark-scaffold_7-processed-gene-4.151-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.151&CDS=1-3132	YNL132W
OG0002920	genemark-scaffold_7-processed-gene-4.152-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.152&CDS=1-471	YER137C
OG0002921	genemark-scaffold_7-processed-gene-4.153-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.153&CDS=1-1650	YBL020W
OG0002922	genemark-scaffold_7-processed-gene-4.127-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.127&CDS=1-783	YBL021C
OG0002923	genemark-scaffold_7-processed-gene-4.128-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.128&CDS=1-2091	YBL024W
OG0002924	genemark-scaffold_7-processed-gene-5.10-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.10&CDS=1-732	YBL025W
OG0002925	genemark-scaffold_7-processed-gene-5.8-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.8&CDS=1-4539	YBL022C
OG0002926	genemark-scaffold_7-processed-gene-5.9-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.9&CDS=1-3492	YBL023C
OG0002927	genemark-scaffold_7-processed-gene-5.33-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.33&CDS=1-801	YLR285W
OG0002928	maker-scaffold_7-augustus-gene-5.3-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-5.3&CDS=1-1917	YJR072C
OG0002929	genemark-scaffold_7-processed-gene-5.16-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.16&CDS=1-498	YDR231C
OG0002930	genemark-scaffold_7-processed-gene-5.17-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.17&CDS=1-3249	YKL197C
OG0002931	genemark-scaffold_7-processed-gene-5.36-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.36&CDS=1-1278	YOL009C
OG0002932	genemark-scaffold_7-processed-gene-5.38-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.38&CDS=1-756	YML025C
OG0002933	genemark-scaffold_7-processed-gene-5.39-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.39&CDS=1-2073	YGL203C
OG0002934	genemark-scaffold_7-processed-gene-5.40-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.40&CDS=1-2697	YPR160W
OG0002935	genemark-scaffold_7-processed-gene-5.23-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.23&CDS=1-6228	YFL033C
OG0002936	augustus_masked-scaffold_7-processed-gene-5.87-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.87&CDS=1-675	YLR059C
OG0002937	genemark-scaffold_7-processed-gene-5.24-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.24&CDS=1-495	YLR050C
OG0002938	genemark-scaffold_7-processed-gene-5.43-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.43&CDS=1-258	YGR037C
OG0002939	genemark-scaffold_7-processed-gene-5.44-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.44&CDS=1-1671	YGL244W
OG0002940	genemark-scaffold_7-processed-gene-5.27-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.27&CDS=1-2388	YOR168W
OG0002941	genemark-scaffold_7-processed-gene-5.29-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.29&CDS=1-1425	YDR235W
OG0002942	genemark-scaffold_7-processed-gene-5.49-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.49&CDS=1-549	YDR236C
OG0002943	genemark-scaffold_7-processed-gene-5.50-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.50&CDS=1-966	YLR354C
OG0002944	genemark-scaffold_7-processed-gene-5.51-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.51&CDS=1-1092	YLR321C
OG0002945	genemark-scaffold_7-processed-gene-5.52-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.52&CDS=1-1041	YLR316C
OG0002946	augustus_masked-scaffold_7-processed-gene-5.78-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.78&CDS=1-2655	YLR318W
OG0002947	genemark-scaffold_7-processed-gene-5.53-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.53&CDS=1-2265	YLR319C
OG0002948	genemark-scaffold_7-processed-gene-5.54-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.54&CDS=1-3270	YMR308C
OG0002949	genemark-scaffold_7-processed-gene-5.55-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.55&CDS=1-1101	YAL036C
OG0002950	genemark-scaffold_7-processed-gene-6.12-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.12&CDS=1-3042	YAL035W
OG0002951	maker-scaffold_7-augustus-gene-6.0-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-6.0&CDS=1-1314	YDL236W
OG0002952	genemark-scaffold_7-processed-gene-6.15-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.15&CDS=1-450	YDL235C
OG0002953	augustus_masked-scaffold_7-processed-gene-6.62-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.62&CDS=1-2895	YNL220W
OG0002954	genemark-scaffold_7-processed-gene-6.40-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.40&CDS=1-459	YML094W
OG0002955	genemark-scaffold_7-processed-gene-6.41-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.41&CDS=1-2100	YML127W
OG0002956	genemark-scaffold_7-processed-gene-6.43-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.43&CDS=1-7017	YMR176W
OG0002957	maker-scaffold_7-augustus-gene-6.4-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-6.4&CDS=1-3618	YLR103C
OG0002958	genemark-scaffold_7-processed-gene-6.46-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.46&CDS=1-1293	YER019W
OG0002959	genemark-scaffold_7-processed-gene-6.48-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.48&CDS=1-723	YDR167W
OG0002960	genemark-scaffold_7-processed-gene-6.28-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.28&CDS=1-4437	YDR128W
OG0002961	augustus_masked-scaffold_7-processed-gene-6.90-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.90&CDS=1-1431	YLR100W
OG0002962	genemark-scaffold_7-processed-gene-6.29-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.29&CDS=1-1128	YBL016W
OG0002963	augustus_masked-scaffold_7-processed-gene-6.74-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.74&CDS=1-5520	YKL010C
OG0002964	maker-scaffold_7-augustus-gene-6.5-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-6.5&CDS=1-1863	YHL002W
OG0002965	genemark-scaffold_7-processed-gene-6.53-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.53&CDS=1-1338	YHL004W
OG0002966	genemark-scaffold_7-processed-gene-6.35-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.35&CDS=1-3318	YNL325C
OG0002967	genemark-scaffold_7-processed-gene-6.39-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.39&CDS=1-909	YCL009C
OG0002968	genemark-scaffold_7-processed-gene-7.51-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.51&CDS=1-1890	YBR200W
OG0002969	augustus_masked-scaffold_7-processed-gene-7.15-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.15&CDS=1-1782	YOR002W
OG0002970	genemark-scaffold_7-processed-gene-7.57-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.57&CDS=1-3780	YMR218C
OG0002971	genemark-scaffold_7-processed-gene-7.60-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.60&CDS=1-1359	YOL061W
OG0002972	genemark-scaffold_7-processed-gene-7.61-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.61&CDS=1-3213	YDL215C
OG0002973	genemark-scaffold_7-processed-gene-7.62-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.62&CDS=1-1047	YBR246W
OG0002974	maker-scaffold_7-augustus-gene-7.4-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-7.4&CDS=1-2670	YDL120W
OG0002975	genemark-scaffold_7-processed-gene-7.64-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.64&CDS=1-822	YIL093C
OG0002976	genemark-scaffold_7-processed-gene-7.86-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.86&CDS=1-2343	YLR222C
OG0002977	genemark-scaffold_7-processed-gene-7.71-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.71&CDS=1-1467	YLR142W
OG0002978	genemark-scaffold_7-processed-gene-7.89-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.89&CDS=1-3231	YDR217C
OG0002979	genemark-scaffold_7-processed-gene-7.90-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.90&CDS=1-2133	YKL005C
OG0002980	augustus_masked-scaffold_7-processed-gene-8.3-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-8.3&CDS=1-4092	YOR048C
OG0002981	snap_masked-scaffold_7-processed-gene-8.106-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-8.106&CDS=1-5658	YIL149C
OG0002982	genemark-scaffold_7-processed-gene-8.62-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-8.62&CDS=1-5529	YJL039C
OG0002983	genemark-scaffold_7-processed-gene-8.64-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-8.64&CDS=1-1659	YKR097W
OG0002984	genemark-scaffold_7-processed-gene-8.47-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-8.47&CDS=1-2505	YER041W
OG0002985	genemark-scaffold_7-processed-gene-8.48-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-8.48&CDS=1-1323	YIL153W
OG0002986	genemark-scaffold_7-processed-gene-8.67-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-8.67&CDS=1-666	YMR090W
OG0002987	augustus_masked-scaffold_7-processed-gene-8.27-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-8.27&CDS=1-3123	YFL024C
OG0002988	snap_masked-scaffold_7-processed-gene-8.115-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-8.115&CDS=1-1533	YHR030C
OG0002989	genemark-scaffold_7-processed-gene-8.70-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-8.70&CDS=1-1239	YIL160C
OG0002990	genemark-scaffold_7-processed-gene-8.52-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-8.52&CDS=1-927	YLR165C
OG0002991	augustus_masked-scaffold_7-processed-gene-8.30-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-8.30&CDS=1-2091	YKR095W-A
OG0002992	augustus_masked-scaffold_7-processed-gene-8.35-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-8.35&CDS=1-1032	YPR201W
OG0002993	genemark-scaffold_8-processed-gene-0.27-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.27&CDS=1-1080	YOR042W
OG0002994	genemark-scaffold_8-processed-gene-0.30-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.30&CDS=1-1200	YKR070W
OG0002995	genemark-scaffold_8-processed-gene-0.31-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.31&CDS=1-1752	YKR069W
OG0002996	genemark-scaffold_8-processed-gene-0.10-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.10&CDS=1-1215	YOR051C
OG0002997	genemark-scaffold_8-processed-gene-0.32-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.32&CDS=1-522	YOR052C
OG0002998	genemark-scaffold_8-processed-gene-0.34-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.34&CDS=1-576	YKR068C
OG0002999	genemark-scaffold_8-processed-gene-0.12-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.12&CDS=1-1020	YDR297W
OG0003000	genemark-scaffold_8-processed-gene-0.17-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.17&CDS=1-1335	YMR140W
OG0003001	genemark-scaffold_8-processed-gene-0.36-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.36&CDS=1-3177	YBR281C
OG0003002	augustus_masked-scaffold_8-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.60&CDS=1-2262	YJL100W
OG0003003	maker-scaffold_8-snap-gene-0.89-mRNA-1_1&gene=maker-scaffold_8-snap-gene-0.89&CDS=1-3324	YEL032W
OG0003004	genemark-scaffold_8-processed-gene-0.42-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.42&CDS=1-1659	YPR144C
OG0003005	genemark-scaffold_8-processed-gene-0.23-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.23&CDS=1-1503	YGR093W
OG0003006	genemark-scaffold_8-processed-gene-0.44-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.44&CDS=1-1155	YPL165C
OG0003007	genemark-scaffold_8-processed-gene-0.47-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.47&CDS=1-699	YGR095C
OG0003008	augustus_masked-scaffold_8-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.45&CDS=1-4731	YGR094W
OG0003009	genemark-scaffold_8-processed-gene-1.5-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.5&CDS=1-3639	YEL031W
OG0003010	maker-scaffold_8-augustus-gene-1.136-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-1.136&CDS=1-936	YGR096W
OG0003011	genemark-scaffold_8-processed-gene-1.7-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.7&CDS=1-2193	YPL164C
OG0003012	genemark-scaffold_8-processed-gene-1.13-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.13&CDS=1-2169	YLR396C
OG0003013	snap_masked-scaffold_8-processed-gene-1.123-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-1.123&CDS=1-183	YDL067C
OG0003014	snap_masked-scaffold_8-processed-gene-1.101-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-1.101&CDS=1-270	YLR395C
OG0003015	maker-scaffold_8-snap-gene-1.85-mRNA-1_1&gene=maker-scaffold_8-snap-gene-1.85&CDS=1-969	YLR394W
OG0003016	genemark-scaffold_8-processed-gene-1.16-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.16&CDS=1-2307	YIL101C
OG0003017	genemark-scaffold_8-processed-gene-1.17-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.17&CDS=1-2361	YNL041C
OG0003018	genemark-scaffold_8-processed-gene-1.35-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.35&CDS=1-1278	YIL103W
OG0003019	augustus_masked-scaffold_8-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.60&CDS=1-1563	YIL104C
OG0003020	genemark-scaffold_8-processed-gene-1.20-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.20&CDS=1-1389	YCR079W
OG0003021	augustus_masked-scaffold_8-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.76&CDS=1-270	YNR037C
OG0003022	augustus_masked-scaffold_8-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.62&CDS=1-6096	YJR035W
OG0003023	genemark-scaffold_8-processed-gene-1.24-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.24&CDS=1-1590	YKL043W
OG0003024	maker-scaffold_8-augustus-gene-1.140-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-1.140&CDS=1-3852	YKL064W
OG0003025	genemark-scaffold_8-processed-gene-1.41-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.41&CDS=1-480	YMR039C
OG0003026	genemark-scaffold_8-processed-gene-1.42-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.42&CDS=1-1074	YMR041C
OG0003027	genemark-scaffold_8-processed-gene-1.25-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.25&CDS=1-1314	YMR034C
OG0003028	genemark-scaffold_8-processed-gene-1.28-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.28&CDS=1-540	YER093C-A
OG0003029	augustus_masked-scaffold_8-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.70&CDS=1-3609	YDL164C
OG0003030	genemark-scaffold_8-processed-gene-1.33-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.33&CDS=1-2700	YKR009C
OG0003031	genemark-scaffold_8-processed-gene-2.73-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.73&CDS=1-1710	YAL058W
OG0003032	genemark-scaffold_8-processed-gene-2.74-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.74&CDS=1-543	YAL059W
OG0003033	genemark-scaffold_8-processed-gene-2.75-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.75&CDS=1-1941	YDR311W
OG0003034	genemark-scaffold_8-processed-gene-2.62-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.62&CDS=1-549	YIL157C
OG0003035	genemark-scaffold_8-processed-gene-2.64-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.64&CDS=1-945	YKR087C
OG0003036	genemark-scaffold_8-processed-gene-2.65-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.65&CDS=1-792	YOR077W
OG0003037	augustus_masked-scaffold_8-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.115&CDS=1-2124	YKR099W
OG0003038	genemark-scaffold_8-processed-gene-2.78-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.78&CDS=1-975	YKR080W
OG0003039	snap_masked-scaffold_8-processed-gene-2.37-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-2.37&CDS=1-1950	YOR070C
OG0003040	genemark-scaffold_8-processed-gene-2.80-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.80&CDS=1-1632	YHR064C
OG0003041	genemark-scaffold_8-processed-gene-2.68-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.68&CDS=1-2811	YIL109C
OG0003042	augustus_masked-scaffold_8-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.120&CDS=1-6357	YNL051W
OG0003043	genemark-scaffold_8-processed-gene-2.69-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.69&CDS=1-2982	YJL187C
OG0003044	genemark-scaffold_8-processed-gene-2.89-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.89&CDS=1-2478	YIL110W
OG0003045	augustus_masked-scaffold_8-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.107&CDS=1-2883	YIL107C
OG0003046	genemark-scaffold_8-processed-gene-2.71-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.71&CDS=1-3804	YNL054W
OG0003047	genemark-scaffold_8-processed-gene-3.55-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.55&CDS=1-1200	YCR044C
OG0003048	genemark-scaffold_8-processed-gene-3.58-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.58&CDS=1-900	YLR172C
OG0003049	genemark-scaffold_8-processed-gene-3.78-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.78&CDS=1-1032	YPL069C
OG0003050	augustus_masked-scaffold_8-processed-gene-3.122-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.122&CDS=1-1455	YNL277W
OG0003051	maker-scaffold_8-snap-gene-3.50-mRNA-1_1&gene=maker-scaffold_8-snap-gene-3.50&CDS=1-5301	YLR189C
OG0003052	genemark-scaffold_8-processed-gene-3.81-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.81&CDS=1-2103	YLR188W
OG0003053	augustus_masked-scaffold_8-processed-gene-3.125-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.125&CDS=1-4509	YPL070W
OG0003054	genemark-scaffold_8-processed-gene-3.85-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.85&CDS=1-1635	YCL043C
OG0003055	genemark-scaffold_8-processed-gene-3.88-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.88&CDS=1-1713	YNL275W
OG0003056	genemark-scaffold_8-processed-gene-3.65-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.65&CDS=1-321	YGL030W
OG0003057	genemark-scaffold_8-processed-gene-3.66-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.66&CDS=1-1119	YKR038C
OG0003058	genemark-scaffold_8-processed-gene-3.67-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.67&CDS=1-252	YCL057C-A
OG0003059	genemark-scaffold_8-processed-gene-3.68-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.68&CDS=1-1095	YCL055W
OG0003060	genemark-scaffold_8-processed-gene-3.70-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.70&CDS=1-1647	YPL228W
OG0003061	genemark-scaffold_8-processed-gene-3.71-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.71&CDS=1-990	YPL227C
OG0003062	genemark-scaffold_8-processed-gene-3.76-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.76&CDS=1-3189	YPR091C
OG0003063	maker-scaffold_8-augustus-gene-3.144-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-3.144&CDS=1-7455	YBR136W
