	Saccharomyces_cerevisiae	yHMPu5000034637_Ogataea_populiabae
OG0003154	YPL011C	augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-3.80&CDS=1-936
OG0003155	YPL012W	augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-3.61-mRNA-1_1&gene=augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-3.61&CDS=1-3621
OG0003156	YPL013C	snap_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-3.37-mRNA-1_1&gene=snap_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-3.37&CDS=1-366
OG0003157	YPL014W	snap_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-3.122-mRNA-1_1&gene=snap_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-3.122&CDS=1-1254
OG0003158	YPL015C	augustus_masked-NODE_13_length_253365_cov_20.0969_ID_25-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-NODE_13_length_253365_cov_20.0969_ID_25-processed-gene-1.137&CDS=1-1089
OG0003159	YPL016W	maker-NODE_5_length_761125_cov_17.9616_ID_9-snap-gene-2.88-mRNA-1_1&gene=maker-NODE_5_length_761125_cov_17.9616_ID_9-snap-gene-2.88&CDS=1-3006
OG0003160	YPL020C	augustus_masked-NODE_13_length_253365_cov_20.0969_ID_25-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-NODE_13_length_253365_cov_20.0969_ID_25-processed-gene-1.98&CDS=1-2238
OG0003161	YPL022W	augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-2.18&CDS=1-2994
OG0003162	YPL023C	augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-2.10&CDS=1-1923
OG0003163	YPL028W	augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-2.1-mRNA-1_1&gene=augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-2.1&CDS=1-1188
OG0003164	YPL029W	augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-0.13&CDS=1-2277
OG0003165	YPL030W	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-3.30&CDS=1-1869
OG0003166	YPL031C	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-3.8-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-3.8&CDS=1-972
OG0003167	YPL040C	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-1.34&CDS=1-3330
OG0003168	YPL041C	snap_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-0.89-mRNA-1_1&gene=snap_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-0.89&CDS=1-654
OG0003169	YPL042C	augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-0.12&CDS=1-1356
OG0003170	YPL043W	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-3.7&CDS=1-2208
OG0003171	YPL045W	genemark-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-3.56-mRNA-1_1&gene=genemark-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-3.56&CDS=1-2484
OG0003172	YPL046C	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-3.28&CDS=1-309
OG0003173	YPL050C	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-1.67&CDS=1-1143
OG0003174	YPL051W	genemark-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-3.100-mRNA-1_1&gene=genemark-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-3.100&CDS=1-603
OG0003175	YPL054W	genemark-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-1.113-mRNA-1_1&gene=genemark-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-1.113&CDS=1-1146
OG0003176	YPL059W	augustus_masked-NODE_14_length_243586_cov_13.9326_ID_27-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-NODE_14_length_243586_cov_13.9326_ID_27-processed-gene-1.91&CDS=1-492
OG0003177	YPL060W	augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-5.127-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-5.127&CDS=1-1167
OG0003178	YPL063W	snap_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-1.28-mRNA-1_1&gene=snap_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-1.28&CDS=1-1437
OG0003179	YPL064C	snap_masked-NODE_24_length_128582_cov_13.8564_ID_47-processed-gene-0.186-mRNA-1_1&gene=snap_masked-NODE_24_length_128582_cov_13.8564_ID_47-processed-gene-0.186&CDS=1-1044
OG0003180	YPL065W	augustus_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-1.48&CDS=1-810
OG0003181	YPL067C	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-3.32&CDS=1-624
OG0003182	YPL069C	augustus_masked-NODE_22_length_160228_cov_24.8447_ID_43-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-NODE_22_length_160228_cov_24.8447_ID_43-processed-gene-0.145&CDS=1-978
OG0003183	YPL072W	snap_masked-NODE_16_length_220908_cov_13.8955_ID_31-processed-gene-1.114-mRNA-1_1&gene=snap_masked-NODE_16_length_220908_cov_13.8955_ID_31-processed-gene-1.114&CDS=1-1959
OG0003184	YPL076W	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-3.71&CDS=1-1302
OG0003185	YPL078C	augustus_masked-NODE_13_length_253365_cov_20.0969_ID_25-processed-gene-1.150-mRNA-1_1&gene=augustus_masked-NODE_13_length_253365_cov_20.0969_ID_25-processed-gene-1.150&CDS=1-705
OG0003186	YPL082C	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-8.53-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-8.53&CDS=1-5730
OG0003187	YPL083C	snap_masked-NODE_19_length_183615_cov_21.9941_ID_37-processed-gene-0.152-mRNA-1_1&gene=snap_masked-NODE_19_length_183615_cov_21.9941_ID_37-processed-gene-0.152&CDS=1-1209
OG0003188	YPL084W	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-3.5-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-3.5&CDS=1-2634
OG0003189	YPL085W	snap_masked-NODE_25_length_117397_cov_24.7587_ID_49-processed-gene-0.159-mRNA-1_1&gene=snap_masked-NODE_25_length_117397_cov_24.7587_ID_49-processed-gene-0.159&CDS=1-6564
OG0003190	YPL086C	augustus_masked-NODE_25_length_117397_cov_24.7587_ID_49-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_25_length_117397_cov_24.7587_ID_49-processed-gene-0.69&CDS=1-1668
OG0003191	YPL088W	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-7.80-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-7.80&CDS=1-1041
OG0003192	YPL091W	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-2.97&CDS=1-1389
OG0003193	YPL092W	augustus_masked-NODE_15_length_222653_cov_15.3866_ID_29-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NODE_15_length_222653_cov_15.3866_ID_29-processed-gene-0.85&CDS=1-1197
OG0003194	YPL093W	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-1.85&CDS=1-1917
OG0003195	YPL094C	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-3.69&CDS=1-897
OG0003196	YPL097W	maker-NODE_17_length_220167_cov_16.221_ID_33-snap-gene-0.48-mRNA-1_1&gene=maker-NODE_17_length_220167_cov_16.221_ID_33-snap-gene-0.48&CDS=1-2574
OG0003197	YPL098C	maker-NODE_26_length_116567_cov_18.2761_ID_51-augustus-gene-0.187-mRNA-1_1&gene=maker-NODE_26_length_116567_cov_18.2761_ID_51-augustus-gene-0.187&CDS=1-357
OG0003198	YPL101W	augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-2.190-mRNA-1_1&gene=augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-2.190&CDS=1-1389
OG0003199	YPL103C	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-2.83&CDS=1-1296
OG0003200	YPL104W	augustus_masked-NODE_24_length_128582_cov_13.8564_ID_47-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_24_length_128582_cov_13.8564_ID_47-processed-gene-0.65&CDS=1-2016
OG0003201	YPL106C	augustus_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-1.5&CDS=1-2094
OG0003202	YPL107W	augustus_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-1.7&CDS=1-555
OG0003203	YPL108W	snap_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-5.56-mRNA-1_1&gene=snap_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-5.56&CDS=1-531
OG0003204	YPL110C	augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-0.72&CDS=1-3672
OG0003205	YPL111W	maker-NODE_3_length_894456_cov_15.2133_ID_5-augustus-gene-6.63-mRNA-1_1&gene=maker-NODE_3_length_894456_cov_15.2133_ID_5-augustus-gene-6.63&CDS=1-1854
OG0003206	YPL112C	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-1.90&CDS=1-1341
OG0003207	YPL117C	augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-3.54-mRNA-1_1&gene=augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-3.54&CDS=1-816
OG0003208	YPL118W	augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-1.80&CDS=1-1101
OG0003209	YPL120W	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-9.27-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-9.27&CDS=1-1410
OG0003210	YPL121C	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-9.25-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-9.25&CDS=1-1023
OG0003211	YPL122C	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-9.5-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-9.5&CDS=1-1755
OG0003212	YPL123C	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-9.8-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-9.8&CDS=1-1224
OG0003213	YPL125W	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-1.13&CDS=1-3084
OG0003214	YPL126W	augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-2.17&CDS=1-2433
OG0003215	YPL127C	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-1.64&CDS=1-489
OG0003216	YPL129W	augustus_masked-NODE_18_length_187269_cov_19.0248_ID_35-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-NODE_18_length_187269_cov_19.0248_ID_35-processed-gene-0.155&CDS=1-741
OG0003217	YPL131W	augustus_masked-NODE_28_length_82418_cov_27.1609_ID_55-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_28_length_82418_cov_27.1609_ID_55-processed-gene-0.4&CDS=1-894
OG0003218	YPL132W	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-3.57-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-3.57&CDS=1-849
OG0003219	YPL133C	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-1.15&CDS=1-1785
OG0003220	YPL134C	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-3.78&CDS=1-894
OG0003221	YPL135W	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-3.58-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-3.58&CDS=1-519
OG0003222	YPL138C	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-5.93-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-5.93&CDS=1-1137
OG0003223	YPL141C	augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-3.68&CDS=1-2763
OG0003224	YPL146C	augustus_masked-NODE_26_length_116567_cov_18.2761_ID_51-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_26_length_116567_cov_18.2761_ID_51-processed-gene-0.90&CDS=1-1275
OG0003225	YPL147W	augustus_masked-NODE_26_length_116567_cov_18.2761_ID_51-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_26_length_116567_cov_18.2761_ID_51-processed-gene-0.89&CDS=1-2595
OG0003226	YPL149W	augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-1.82&CDS=1-852
OG0003227	YPL150W	maker-NODE_2_length_1008495_cov_14.5864_ID_3-augustus-gene-5.163-mRNA-1_1&gene=maker-NODE_2_length_1008495_cov_14.5864_ID_3-augustus-gene-5.163&CDS=1-2451
OG0003228	YPL151C	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-1.45&CDS=1-1320
OG0003229	YPL152W	augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-1.74&CDS=1-1086
OG0003230	YPL153C	augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-6.157-mRNA-1_1&gene=augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-6.157&CDS=1-2379
OG0003231	YPL154C	augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-6.127-mRNA-1_1&gene=augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-6.127&CDS=1-1254
OG0003232	YPL157W	maker-NODE_5_length_761125_cov_17.9616_ID_9-snap-gene-6.86-mRNA-1_1&gene=maker-NODE_5_length_761125_cov_17.9616_ID_9-snap-gene-6.86&CDS=1-2715
OG0003233	YPL160W	maker-NODE_20_length_170422_cov_25.4208_ID_39-augustus-gene-0.180-mRNA-1_1&gene=maker-NODE_20_length_170422_cov_25.4208_ID_39-augustus-gene-0.180&CDS=1-4695
OG0003234	YPL162C	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-4.99-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-4.99&CDS=1-930
OG0003235	YPL164C	augustus_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-1.66&CDS=1-1893
OG0003236	YPL167C	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-1.88&CDS=1-4803
OG0003237	YPL169C	augustus_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-0.110&CDS=1-1812
OG0003238	YPL170W	augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-1.88&CDS=1-558
OG0003239	YPL172C	snap_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-7.262-mRNA-1_1&gene=snap_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-7.262&CDS=1-1440
OG0003240	YPL173W	snap_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-10.224-mRNA-1_1&gene=snap_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-10.224&CDS=1-1068
OG0003241	YPL175W	snap_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-7.158-mRNA-1_1&gene=snap_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-7.158&CDS=1-1326
OG0003242	YPL178W	augustus_masked-NODE_31_length_54356_cov_15.7992_ID_61-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_31_length_54356_cov_15.7992_ID_61-processed-gene-0.54&CDS=1-825
OG0003243	YPL181W	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-2.103&CDS=1-1323
OG0003244	YPL183C	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-2.86&CDS=1-3078
OG0003245	YPL184C	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-10.131-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-10.131&CDS=1-1908
OG0003246	YPL186C	snap_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-10.182-mRNA-1_1&gene=snap_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-10.182&CDS=1-669
OG0003247	YPL188W	augustus_masked-NODE_16_length_220908_cov_13.8955_ID_31-processed-gene-1.171-mRNA-1_1&gene=augustus_masked-NODE_16_length_220908_cov_13.8955_ID_31-processed-gene-1.171&CDS=1-1296
OG0003248	YPL190C	genemark-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-1.86-mRNA-1_1&gene=genemark-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-1.86&CDS=1-2544
OG0003249	YPL193W	augustus_masked-NODE_26_length_116567_cov_18.2761_ID_51-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_26_length_116567_cov_18.2761_ID_51-processed-gene-0.97&CDS=1-888
OG0003250	YPL195W	augustus_masked-NODE_26_length_116567_cov_18.2761_ID_51-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_26_length_116567_cov_18.2761_ID_51-processed-gene-0.64&CDS=1-2904
OG0003251	YPL196W	augustus_masked-NODE_18_length_187269_cov_19.0248_ID_35-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_18_length_187269_cov_19.0248_ID_35-processed-gene-0.108&CDS=1-750
OG0003252	YPL199C	augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-0.72&CDS=1-861
OG0003253	YPL204W	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-1.138&CDS=1-1296
OG0003254	YPL206C	genemark-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-1.137-mRNA-1_1&gene=genemark-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-1.137&CDS=1-939
OG0003255	YPL207W	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-8.81-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-8.81&CDS=1-2181
OG0003256	YPL208W	augustus_masked-NODE_14_length_243586_cov_13.9326_ID_27-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-NODE_14_length_243586_cov_13.9326_ID_27-processed-gene-1.94&CDS=1-1881
OG0003257	YPL209C	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-4.137-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-4.137&CDS=1-1161
OG0003258	YPL210C	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-4.138-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-4.138&CDS=1-1863
OG0003259	YPL211W	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-4.164-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-4.164&CDS=1-543
OG0003260	YPL212C	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-4.139-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-4.139&CDS=1-1665
OG0003261	YPL213W	snap_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-2.2-mRNA-1_1&gene=snap_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-2.2&CDS=1-705
OG0003262	YPL215W	maker-NODE_2_length_1008495_cov_14.5864_ID_3-augustus-gene-2.56-mRNA-1_1&gene=maker-NODE_2_length_1008495_cov_14.5864_ID_3-augustus-gene-2.56&CDS=1-4674
OG0003263	YPL217C	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-7.154-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-7.154&CDS=1-3570
OG0003264	YPL218W	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-7.132-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-7.132&CDS=1-567
OG0003265	YPL222W	snap_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-1.202-mRNA-1_1&gene=snap_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-1.202&CDS=1-1857
OG0003266	YPL225W	snap_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-0.36&CDS=1-441
OG0003267	YPL226W	augustus_masked-NODE_23_length_158099_cov_13.2561_ID_45-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_23_length_158099_cov_13.2561_ID_45-processed-gene-0.88&CDS=1-3576
OG0003268	YPL227C	maker-NODE_19_length_183615_cov_21.9941_ID_37-snap-gene-0.268-mRNA-1_1&gene=maker-NODE_19_length_183615_cov_21.9941_ID_37-snap-gene-0.268&CDS=1-3483
