	Candida_dubliniensis	Saccharomyces_cerevisiae
OG0002964	genemark-NC_012866.1-processed-gene-7.27-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-7.27&CDS=1-1680	YCL043C
OG0002965	genemark-NC_012866.1-processed-gene-7.29-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-7.29&CDS=1-1695	YLR149C
OG0002966	genemark-NC_012866.1-processed-gene-7.32-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-7.32&CDS=1-3150	YNL236W
OG0002967	genemark-NC_012866.1-processed-gene-7.33-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-7.33&CDS=1-1479	YBR263W
OG0002968	genemark-NC_012866.1-processed-gene-7.35-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-7.35&CDS=1-927	YDL124W
OG0002969	genemark-NC_012866.1-processed-gene-7.36-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-7.36&CDS=1-1095	YJL123C
OG0002970	genemark-NC_012866.1-processed-gene-7.19-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-7.19&CDS=1-297	YBL059C-A
OG0002971	maker-NC_012866.1-augustus-gene-8.109-mRNA-1_1&gene=maker-NC_012866.1-augustus-gene-8.109&CDS=1-3828	YJL050W
OG0002972	genemark-NC_012866.1-processed-gene-8.62-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-8.62&CDS=1-1419	YBR272C
OG0002973	snap_masked-NC_012866.1-processed-gene-8.12-mRNA-1_1&gene=snap_masked-NC_012866.1-processed-gene-8.12&CDS=1-3072	YBL060W
OG0002974	genemark-NC_012866.1-processed-gene-8.47-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-8.47&CDS=1-2301	YDL234C
OG0002975	snap_masked-NC_012866.1-processed-gene-8.14-mRNA-1_1&gene=snap_masked-NC_012866.1-processed-gene-8.14&CDS=1-1899	YGL037C
OG0002976	genemark-NC_012866.1-processed-gene-8.64-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-8.64&CDS=1-801	YJR050W
OG0002977	genemark-NC_012866.1-processed-gene-8.65-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-8.65&CDS=1-2250	YGR145W
OG0002978	genemark-NC_012866.1-processed-gene-8.51-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-8.51&CDS=1-1392	YHR018C
OG0002979	genemark-NC_012866.1-processed-gene-8.69-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-8.69&CDS=1-1656	YHR019C
OG0002980	genemark-NC_012866.1-processed-gene-8.53-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-8.53&CDS=1-2064	YHR020W
OG0002981	genemark-NC_012866.1-processed-gene-8.70-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-8.70&CDS=1-945	YFR025C
OG0002982	maker-NC_012866.1-snap-gene-8.0-mRNA-1_1&gene=maker-NC_012866.1-snap-gene-8.0&CDS=1-1464	YCR024C
OG0002983	maker-NC_012866.1-snap-gene-8.1-mRNA-1_1&gene=maker-NC_012866.1-snap-gene-8.1&CDS=1-261	YEL020W-A
OG0002984	genemark-NC_012866.1-processed-gene-8.57-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-8.57&CDS=1-3189	YOL098C
OG0002985	genemark-NC_012866.1-processed-gene-8.58-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-8.58&CDS=1-1863	YHR032W
OG0002986	genemark-NC_012866.1-processed-gene-8.72-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-8.72&CDS=1-1461	YBR247C
OG0002987	genemark-NC_012866.1-processed-gene-8.73-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-8.73&CDS=1-3315	YPL268W
OG0002988	genemark-NC_012866.1-processed-gene-8.74-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-8.74&CDS=1-1866	YBR248C
OG0002989	genemark-NC_012866.1-processed-gene-9.4-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.4&CDS=1-807	YNL107W
OG0002990	genemark-NC_012866.1-processed-gene-9.5-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.5&CDS=1-1278	YJR149W
OG0002991	genemark-NC_012866.1-processed-gene-9.1-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.1&CDS=1-1188	YNL005C
OG0002992	genemark-NC_012866.1-processed-gene-9.2-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.2&CDS=1-588	YCL001W
OG0002993	genemark-NC_012866.1-processed-gene-9.3-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.3&CDS=1-3189	YNL243W
OG0002994	genemark-NC_012866.1-processed-gene-9.33-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.33&CDS=1-507	YBR137W
OG0002995	genemark-NC_012866.1-processed-gene-9.6-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.6&CDS=1-657	YDR071C
OG0002996	augustus_masked-NC_012866.1-processed-gene-9.160-mRNA-1_1&gene=augustus_masked-NC_012866.1-processed-gene-9.160&CDS=1-1155	YFR005C
OG0002997	genemark-NC_012866.1-processed-gene-9.7-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.7&CDS=1-966	YNL288W
OG0002998	genemark-NC_012866.1-processed-gene-9.8-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.8&CDS=1-2136	YLR002C
OG0002999	genemark-NC_012866.1-processed-gene-9.9-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.9&CDS=1-1476	YEL060C
OG0003000	genemark-NC_012866.1-processed-gene-9.10-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.10&CDS=1-528	YGL058W
OG0003001	genemark-NC_012866.1-processed-gene-9.36-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.36&CDS=1-2061	YKL124W
OG0003002	genemark-NC_012866.1-processed-gene-9.11-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.11&CDS=1-1038	YML060W
OG0003003	genemark-NC_012866.1-processed-gene-9.39-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.39&CDS=1-1461	YDL155W
OG0003004	genemark-NC_012866.1-processed-gene-9.40-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.40&CDS=1-1317	YEL056W
OG0003005	genemark-NC_012866.1-processed-gene-9.12-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.12&CDS=1-528	YGL231C
OG0003006	genemark-NC_012866.1-processed-gene-9.42-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.42&CDS=1-804	YGL232W
OG0003007	maker-NC_012866.1-augustus-gene-9.125-mRNA-1_1&gene=maker-NC_012866.1-augustus-gene-9.125&CDS=1-5046	YPL125W
OG0003008	genemark-NC_012866.1-processed-gene-9.15-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.15&CDS=1-999	YMR161W
OG0003009	genemark-NC_012866.1-processed-gene-9.17-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.17&CDS=1-1086	YPL236C
OG0003010	genemark-NC_012866.1-processed-gene-9.50-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.50&CDS=1-852	YPL237W
OG0003011	genemark-NC_012866.1-processed-gene-9.51-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.51&CDS=1-645	YPL239W
OG0003012	genemark-NC_012866.1-processed-gene-9.19-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.19&CDS=1-2901	YMR185W
OG0003013	augustus_masked-NC_012866.1-processed-gene-9.174-mRNA-1_1&gene=augustus_masked-NC_012866.1-processed-gene-9.174&CDS=1-4755	YJL069C
OG0003014	genemark-NC_012866.1-processed-gene-9.56-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.56&CDS=1-1767	YMR258C
OG0003015	maker-NC_012866.1-augustus-gene-9.126-mRNA-1_1&gene=maker-NC_012866.1-augustus-gene-9.126&CDS=1-1584	YOR075W
OG0003016	genemark-NC_012866.1-processed-gene-9.26-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.26&CDS=1-468	YGR129W
OG0003017	snap_masked-NC_012866.1-processed-gene-9.91-mRNA-1_1&gene=snap_masked-NC_012866.1-processed-gene-9.91&CDS=1-4209	YGR116W
OG0003018	genemark-NC_012866.1-processed-gene-9.59-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.59&CDS=1-1236	YHL021C
OG0003019	genemark-NC_012866.1-processed-gene-9.60-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.60&CDS=1-1776	YLL008W
OG0003020	genemark-NC_012867.1-processed-gene-0.57-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-0.57&CDS=1-1764	YHR031C
OG0003021	genemark-NC_012867.1-processed-gene-0.58-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-0.58&CDS=1-684	YMR090W
OG0003022	genemark-NC_012867.1-processed-gene-0.59-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-0.59&CDS=1-2265	YFL024C
OG0003023	genemark-NC_012867.1-processed-gene-0.60-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-0.60&CDS=1-1527	YHR030C
OG0003024	snap_masked-NC_012867.1-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NC_012867.1-processed-gene-0.33&CDS=1-1359	YLR286C
OG0003025	genemark-NC_012867.1-processed-gene-0.46-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-0.46&CDS=1-1659	YKR097W
OG0003026	genemark-NC_012867.1-processed-gene-0.52-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-0.52&CDS=1-972	YGR161C
OG0003027	genemark-NC_012867.1-processed-gene-0.68-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-0.68&CDS=1-1383	YKR048C
OG0003028	genemark-NC_012867.1-processed-gene-1.37-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-1.37&CDS=1-2295	YPL147W
OG0003029	genemark-NC_012867.1-processed-gene-1.57-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-1.57&CDS=1-2328	YGL009C
OG0003030	genemark-NC_012867.1-processed-gene-1.38-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-1.38&CDS=1-2571	YGR003W
OG0003031	genemark-NC_012867.1-processed-gene-1.58-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-1.58&CDS=1-1932	YGR002C
OG0003032	genemark-NC_012867.1-processed-gene-1.41-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-1.41&CDS=1-1089	YLL002W
OG0003033	genemark-NC_012867.1-processed-gene-1.42-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-1.42&CDS=1-1587	YOL137W
OG0003034	genemark-NC_012867.1-processed-gene-1.59-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-1.59&CDS=1-4632	YDL240W
OG0003035	genemark-NC_012867.1-processed-gene-1.60-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-1.60&CDS=1-549	YHR148W
OG0003036	genemark-NC_012867.1-processed-gene-1.43-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-1.43&CDS=1-693	YHR147C
OG0003037	genemark-NC_012867.1-processed-gene-1.44-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-1.44&CDS=1-879	YGR220C
OG0003038	genemark-NC_012867.1-processed-gene-1.61-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-1.61&CDS=1-873	YAR015W
OG0003039	genemark-NC_012867.1-processed-gene-1.62-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-1.62&CDS=1-3237	YGR218W
OG0003040	genemark-NC_012867.1-processed-gene-1.47-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-1.47&CDS=1-1494	YBR003W
OG0003041	genemark-NC_012867.1-processed-gene-1.48-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-1.48&CDS=1-642	YDR002W
OG0003042	genemark-NC_012867.1-processed-gene-1.49-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-1.49&CDS=1-3960	YGR233C
OG0003043	genemark-NC_012867.1-processed-gene-1.64-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-1.64&CDS=1-2262	YDL146W
OG0003044	genemark-NC_012867.1-processed-gene-1.65-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-1.65&CDS=1-1248	YOL058W
OG0003045	genemark-NC_012867.1-processed-gene-1.52-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-1.52&CDS=1-6684	YNR016C
OG0003046	maker-NC_012867.1-augustus-gene-1.104-mRNA-1_1&gene=maker-NC_012867.1-augustus-gene-1.104&CDS=1-2343	YCR045C
OG0003047	genemark-NC_012867.1-processed-gene-1.66-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-1.66&CDS=1-1230	YOL125W
OG0003048	snap_masked-NC_012867.1-processed-gene-1.32-mRNA-1_1&gene=snap_masked-NC_012867.1-processed-gene-1.32&CDS=1-1437	YDR221W
OG0003049	genemark-NC_012867.1-processed-gene-1.68-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-1.68&CDS=1-684	YKL055C
OG0003050	genemark-NC_012867.1-processed-gene-1.70-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-1.70&CDS=1-1419	YER051W
OG0003051	genemark-NC_012867.1-processed-gene-2.2-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-2.2&CDS=1-1983	YFR015C
OG0003052	genemark-NC_012867.1-processed-gene-2.3-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-2.3&CDS=1-2778	YCR057C
OG0003053	maker-NC_012867.1-snap-gene-2.81-mRNA-1_1&gene=maker-NC_012867.1-snap-gene-2.81&CDS=1-891	YCR059C
OG0003054	genemark-NC_012867.1-processed-gene-2.28-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-2.28&CDS=1-501	YKL056C
OG0003055	genemark-NC_012867.1-processed-gene-2.29-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-2.29&CDS=1-1059	YDR126W
OG0003056	snap_masked-NC_012867.1-processed-gene-2.69-mRNA-1_1&gene=snap_masked-NC_012867.1-processed-gene-2.69&CDS=1-258	YLR099W-A
OG0003057	genemark-NC_012867.1-processed-gene-2.6-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-2.6&CDS=1-1644	YDR120C
OG0003058	genemark-NC_012867.1-processed-gene-2.31-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-2.31&CDS=1-2214	YKL088W
OG0003059	genemark-NC_012867.1-processed-gene-2.10-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-2.10&CDS=1-498	YIR022W
OG0003060	genemark-NC_012867.1-processed-gene-2.32-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-2.32&CDS=1-4110	YIL147C
OG0003061	genemark-NC_012867.1-processed-gene-2.12-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-2.12&CDS=1-2895	YIR023W
OG0003062	genemark-NC_012867.1-processed-gene-2.34-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-2.34&CDS=1-2295	YKL013C
OG0003063	genemark-NC_012867.1-processed-gene-2.15-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-2.15&CDS=1-6474	YJL207C
OG0003064	genemark-NC_012867.1-processed-gene-2.35-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-2.35&CDS=1-393	YHR116W
OG0003065	genemark-NC_012867.1-processed-gene-2.17-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-2.17&CDS=1-1701	YPR088C
OG0003066	genemark-NC_012867.1-processed-gene-2.36-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-2.36&CDS=1-723	YDR167W
OG0003067	genemark-NC_012867.1-processed-gene-2.18-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-2.18&CDS=1-4260	YDR128W
OG0003068	genemark-NC_012867.1-processed-gene-2.37-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-2.37&CDS=1-1038	YLR100W
OG0003069	genemark-NC_012867.1-processed-gene-2.38-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-2.38&CDS=1-2553	YMR078C
OG0003070	maker-NC_012867.1-snap-gene-2.80-mRNA-1_1&gene=maker-NC_012867.1-snap-gene-2.80&CDS=1-4971	YKL010C
OG0003071	genemark-NC_012867.1-processed-gene-2.23-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-2.23&CDS=1-822	YKL007W
OG0003072	snap_masked-NC_012867.1-processed-gene-2.78-mRNA-1_1&gene=snap_masked-NC_012867.1-processed-gene-2.78&CDS=1-294	YKL006C-A
OG0003073	genemark-NC_012867.1-processed-gene-2.40-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-2.40&CDS=1-1491	YHL002W
OG0003074	genemark-NC_012867.1-processed-gene-3.85-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-3.85&CDS=1-2571	YBL084C
OG0003075	snap_masked-NC_012867.1-processed-gene-3.48-mRNA-1_1&gene=snap_masked-NC_012867.1-processed-gene-3.48&CDS=1-2088	YER113C
OG0003076	genemark-NC_012867.1-processed-gene-3.108-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-3.108&CDS=1-576	YDL046W
OG0003077	genemark-NC_012867.1-processed-gene-3.109-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-3.109&CDS=1-3057	YCR017C
OG0003078	maker-NC_012867.1-snap-gene-3.1-mRNA-1_1&gene=maker-NC_012867.1-snap-gene-3.1&CDS=1-1074	YBR039W
OG0003079	genemark-NC_012867.1-processed-gene-3.110-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-3.110&CDS=1-2961	YGR125W
OG0003080	genemark-NC_012867.1-processed-gene-3.90-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-3.90&CDS=1-3441	YJR109C
OG0003081	genemark-NC_012867.1-processed-gene-3.111-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-3.111&CDS=1-879	YBL050W
OG0003082	genemark-NC_012867.1-processed-gene-3.92-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-3.92&CDS=1-588	YJR112W
OG0003083	genemark-NC_012867.1-processed-gene-3.112-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-3.112&CDS=1-960	YDR337W
OG0003084	genemark-NC_012867.1-processed-gene-3.94-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-3.94&CDS=1-723	YOR232W
OG0003085	genemark-NC_012867.1-processed-gene-3.95-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-3.95&CDS=1-1128	YIL094C
OG0003086	genemark-NC_012867.1-processed-gene-3.113-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-3.113&CDS=1-1128	YNL035C
OG0003087	augustus_masked-NC_012867.1-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-NC_012867.1-processed-gene-3.15&CDS=1-2490	YNL039W
OG0003088	genemark-NC_012867.1-processed-gene-3.99-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-3.99&CDS=1-1701	YER087W
OG0003089	genemark-NC_012867.1-processed-gene-3.100-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-3.100&CDS=1-2478	YBL051C
OG0003090	genemark-NC_012867.1-processed-gene-3.102-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-3.102&CDS=1-2385	YBL052C
OG0003091	genemark-NC_012867.1-processed-gene-3.115-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-3.115&CDS=1-1215	YBL055C
OG0003092	snap_masked-NC_012867.1-processed-gene-3.67-mRNA-1_1&gene=snap_masked-NC_012867.1-processed-gene-3.67&CDS=1-648	YBL057C
OG0003093	genemark-NC_012867.1-processed-gene-3.117-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-3.117&CDS=1-1566	YER090W
OG0003094	genemark-NC_012867.1-processed-gene-3.119-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-3.119&CDS=1-1134	YBL058W
OG0003095	genemark-NC_012867.1-processed-gene-3.120-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-3.120&CDS=1-2307	YER091C
OG0003096	genemark-NC_012867.1-processed-gene-3.121-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-3.121&CDS=1-882	YML105C
OG0003097	genemark-NC_012867.1-processed-gene-4.85-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-4.85&CDS=1-3291	YPL160W
OG0003098	augustus_masked-NC_012867.1-processed-gene-4.8-mRNA-1_1&gene=augustus_masked-NC_012867.1-processed-gene-4.8&CDS=1-2751	YMR268C
OG0003099	snap_masked-NC_012867.1-processed-gene-4.44-mRNA-1_1&gene=snap_masked-NC_012867.1-processed-gene-4.44&CDS=1-3675	YMR269W
OG0003100	maker-NC_012867.1-augustus-gene-4.40-mRNA-1_1&gene=maker-NC_012867.1-augustus-gene-4.40&CDS=1-1158	YFL010C
OG0003101	genemark-NC_012867.1-processed-gene-4.87-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-4.87&CDS=1-630	YFL005W
OG0003102	maker-NC_012867.1-augustus-gene-4.42-mRNA-1_1&gene=maker-NC_012867.1-augustus-gene-4.42&CDS=1-4530	YLR060W
OG0003103	snap_masked-NC_012867.1-processed-gene-4.51-mRNA-1_1&gene=snap_masked-NC_012867.1-processed-gene-4.51&CDS=1-957	YLR063W
OG0003104	genemark-NC_012867.1-processed-gene-4.106-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-4.106&CDS=1-2409	YFL003C
OG0003105	genemark-NC_012867.1-processed-gene-4.107-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-4.107&CDS=1-1005	YPL015C
OG0003106	genemark-NC_012867.1-processed-gene-4.90-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-4.90&CDS=1-3036	YPL009C
OG0003107	genemark-NC_012867.1-processed-gene-4.91-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-4.91&CDS=1-1692	YDR232W
OG0003108	genemark-NC_012867.1-processed-gene-4.92-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-4.92&CDS=1-2355	YNL126W
OG0003109	genemark-NC_012867.1-processed-gene-4.93-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-4.93&CDS=1-1503	YOR100C
OG0003110	genemark-NC_012867.1-processed-gene-4.94-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-4.94&CDS=1-1404	YOR334W
OG0003111	genemark-NC_012867.1-processed-gene-4.110-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-4.110&CDS=1-897	YOR340C
OG0003112	genemark-NC_012867.1-processed-gene-4.111-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-4.111&CDS=1-1386	YNL022C
OG0003113	genemark-NC_012867.1-processed-gene-4.95-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-4.95&CDS=1-2082	YNL020C
OG0003114	genemark-NC_012867.1-processed-gene-4.112-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-4.112&CDS=1-2607	YNL021W
OG0003115	genemark-NC_012867.1-processed-gene-4.114-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-4.114&CDS=1-1563	YPL228W
OG0003116	genemark-NC_012867.1-processed-gene-4.97-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-4.97&CDS=1-2646	YGL201C
OG0003117	snap_masked-NC_012867.1-processed-gene-4.63-mRNA-1_1&gene=snap_masked-NC_012867.1-processed-gene-4.63&CDS=1-744	YGR152C
OG0003118	snap_masked-NC_012867.1-processed-gene-4.64-mRNA-1_1&gene=snap_masked-NC_012867.1-processed-gene-4.64&CDS=1-2052	YLR188W
OG0003119	genemark-NC_012867.1-processed-gene-4.101-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-4.101&CDS=1-4554	YLR189C
OG0003120	genemark-NC_012867.1-processed-gene-4.102-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-4.102&CDS=1-1227	YNL277W
OG0003121	genemark-NC_012867.1-processed-gene-4.117-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-4.117&CDS=1-2778	YBL066C
OG0003122	genemark-NC_012867.1-processed-gene-4.118-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-4.118&CDS=1-1083	YER095W
OG0003123	genemark-NC_012867.1-processed-gene-5.7-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-5.7&CDS=1-2238	YOR112W
OG0003124	genemark-NC_012867.1-processed-gene-5.10-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-5.10&CDS=1-2379	YPL070W
OG0003125	genemark-NC_012867.1-processed-gene-5.26-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-5.26&CDS=1-1122	YCL055W
OG0003126	genemark-NC_012867.1-processed-gene-5.12-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-5.12&CDS=1-1236	YLR174W
OG0003127	genemark-NC_012867.1-processed-gene-5.28-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-5.28&CDS=1-405	YIL027C
OG0003128	genemark-NC_012867.1-processed-gene-5.16-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-5.16&CDS=1-798	YOR004W
OG0003129	genemark-NC_012867.1-processed-gene-5.29-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-5.29&CDS=1-2916	YNL023C
OG0003130	genemark-NC_012867.1-processed-gene-5.20-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-5.20&CDS=1-3297	YOR113W
OG0003131	genemark-NC_012867.1-processed-gene-5.21-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-5.21&CDS=1-390	YNL113W
OG0003132	genemark-NC_012867.1-processed-gene-5.23-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-5.23&CDS=1-2661	YGR157W
OG0003133	genemark-NC_012867.1-processed-gene-5.30-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-5.30&CDS=1-879	YGR158C
OG0003134	genemark-NC_012867.1-processed-gene-5.31-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-5.31&CDS=1-2997	YIL130W
OG0003135	genemark-NC_012867.1-processed-gene-5.32-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-5.32&CDS=1-1203	YOR084W
OG0003136	genemark-NC_012867.1-processed-gene-5.24-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-5.24&CDS=1-951	YIL145C
OG0003137	genemark-NC_012867.1-processed-gene-5.33-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-5.33&CDS=1-3150	YKR086W
OG0003138	genemark-NC_012867.1-processed-gene-5.34-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-5.34&CDS=1-1848	YGR119C
OG0003139	genemark-NC_012867.1-processed-gene-6.89-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-6.89&CDS=1-1950	YPR065W
OG0003140	genemark-NC_012867.1-processed-gene-6.90-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-6.90&CDS=1-1155	YKR071C
