	Saccharomyces_cerevisiae	yHMPu5000035044_Barnettozyma_californica
OG0003436	YOR357C	genemark-flattened_line_2-processed-gene-4.97-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.97&CDS=1-552
OG0003437	YOR358W	augustus_masked-flattened_line_50-processed-gene-0.216-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.216&CDS=1-675
OG0003438	YOR359W	genemark-flattened_line_38-processed-gene-0.223-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.223&CDS=1-1866
OG0003439	YOR360C	genemark-flattened_line_38-processed-gene-0.188-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.188&CDS=1-1728
OG0003440	YOR361C	genemark-flattened_line_2-processed-gene-4.102-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.102&CDS=1-2178
OG0003441	YOR362C	maker-flattened_line_2-snap-gene-4.173-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-4.173&CDS=1-840
OG0003442	YOR367W	snap_masked-flattened_line_16-processed-gene-3.259-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-3.259&CDS=1-594
OG0003443	YOR368W	snap_masked-flattened_line_16-processed-gene-3.258-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-3.258&CDS=1-1479
OG0003444	YOR369C	genemark-flattened_line_16-processed-gene-3.42-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.42&CDS=1-426
OG0003445	YOR370C	genemark-flattened_line_16-processed-gene-3.41-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.41&CDS=1-1788
OG0003446	YOR373W	augustus_masked-flattened_line_38-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.127&CDS=1-1974
OG0003447	YOR386W	genemark-flattened_line_38-processed-gene-0.198-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.198&CDS=1-1647
OG0003448	YPL001W	genemark-flattened_line_26-processed-gene-1.31-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.31&CDS=1-1164
OG0003449	YPL003W	augustus_masked-flattened_line_26-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-2.6&CDS=1-1932
OG0003450	YPL005W	genemark-flattened_line_10-processed-gene-4.165-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.165&CDS=1-1845
OG0003451	YPL006W	maker-flattened_line_10-augustus-gene-4.201-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-4.201&CDS=1-5175
OG0003452	YPL007C	snap_masked-flattened_line_10-processed-gene-3.145-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.145&CDS=1-1770
OG0003453	YPL008W	genemark-flattened_line_10-processed-gene-3.90-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.90&CDS=1-2430
OG0003454	YPL009C	genemark-flattened_line_72-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.102&CDS=1-2916
OG0003455	YPL010W	genemark-flattened_line_72-processed-gene-0.86-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.86&CDS=1-561
OG0003456	YPL011C	genemark-flattened_line_72-processed-gene-0.101-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.101&CDS=1-720
OG0003457	YPL012W	genemark-flattened_line_38-processed-gene-0.185-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.185&CDS=1-3591
OG0003458	YPL013C	augustus_masked-flattened_line_38-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.145&CDS=1-282
OG0003459	YPL014W	genemark-flattened_line_14-processed-gene-3.118-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.118&CDS=1-801
OG0003460	YPL015C	genemark-flattened_line_72-processed-gene-0.103-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.103&CDS=1-1023
OG0003461	YPL016W	genemark-flattened_line_4-processed-gene-2.83-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.83&CDS=1-3750
OG0003462	YPL020C	genemark-flattened_line_72-processed-gene-0.104-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.104&CDS=1-1629
OG0003463	YPL022W	genemark-flattened_line_4-processed-gene-2.63-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.63&CDS=1-3003
OG0003464	YPL023C	genemark-flattened_line_4-processed-gene-2.82-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.82&CDS=1-1908
OG0003465	YPL024W	genemark-flattened_line_4-processed-gene-2.80-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.80&CDS=1-630
OG0003466	YPL028W	genemark-flattened_line_6-processed-gene-3.114-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.114&CDS=1-1215
OG0003467	YPL029W	genemark-flattened_line_6-processed-gene-3.139-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.139&CDS=1-2076
OG0003468	YPL030W	augustus_masked-flattened_line_12-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.89&CDS=1-1662
OG0003469	YPL031C	genemark-flattened_line_12-processed-gene-2.19-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.19&CDS=1-957
OG0003470	YPL037C	genemark-flattened_line_50-processed-gene-0.132-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.132&CDS=1-468
OG0003471	YPL040C	genemark-flattened_line_50-processed-gene-0.93-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.93&CDS=1-2955
OG0003472	YPL041C	snap_masked-flattened_line_50-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.60&CDS=1-699
OG0003473	YPL042C	genemark-flattened_line_6-processed-gene-3.140-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.140&CDS=1-1359
OG0003474	YPL043W	genemark-flattened_line_12-processed-gene-2.41-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.41&CDS=1-2196
OG0003475	YPL045W	genemark-flattened_line_4-processed-gene-7.144-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.144&CDS=1-2550
OG0003476	YPL046C	augustus_masked-flattened_line_0-processed-gene-7.90-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.90&CDS=1-1227
OG0003477	YPL047W	genemark-flattened_line_0-processed-gene-7.141-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.141&CDS=1-423
OG0003478	YPL048W	genemark-flattened_line_2-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.18&CDS=1-1221
OG0003479	YPL050C	genemark-flattened_line_2-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.19&CDS=1-1095
OG0003480	YPL051W	genemark-flattened_line_22-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.60&CDS=1-600
OG0003481	YPL054W	snap_masked-flattened_line_2-processed-gene-0.121-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.121&CDS=1-1200
OG0003482	YPL059W	genemark-flattened_line_16-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.79&CDS=1-426
OG0003483	YPL061W	genemark-flattened_line_132-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_132-processed-gene-0.7&CDS=1-1500
OG0003484	YPL063W	genemark-flattened_line_22-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.68&CDS=1-1380
OG0003485	YPL064C	genemark-flattened_line_0-processed-gene-8.59-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.59&CDS=1-1152
OG0003486	YPL065W	genemark-flattened_line_68-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.28&CDS=1-762
OG0003487	YPL066W	genemark-flattened_line_68-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.29&CDS=1-1179
OG0003488	YPL067C	genemark-flattened_line_12-processed-gene-2.46-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.46&CDS=1-567
OG0003489	YPL069C	genemark-flattened_line_14-processed-gene-1.63-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.63&CDS=1-948
OG0003490	YPL072W	maker-flattened_line_8-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-0.1&CDS=1-1704
OG0003491	YPL076W	genemark-flattened_line_56-processed-gene-0.149-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.149&CDS=1-921
OG0003492	YPL078C	genemark-flattened_line_56-processed-gene-0.120-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.120&CDS=1-705
OG0003493	YPL082C	genemark-flattened_line_56-processed-gene-0.119-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.119&CDS=1-5646
OG0003494	YPL083C	genemark-flattened_line_4-processed-gene-7.188-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.188&CDS=1-1134
OG0003495	YPL084W	genemark-flattened_line_4-processed-gene-7.143-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.143&CDS=1-2694
OG0003496	YPL085W	augustus_masked-flattened_line_2-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.91&CDS=1-6321
OG0003497	YPL086C	genemark-flattened_line_2-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.17&CDS=1-1659
OG0003498	YPL088W	genemark-flattened_line_20-processed-gene-2.166-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.166&CDS=1-1047
OG0003499	YPL091W	genemark-flattened_line_2-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.15&CDS=1-1383
OG0003500	YPL092W	genemark-flattened_line_2-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.14&CDS=1-1098
OG0003501	YPL093W	genemark-flattened_line_2-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.47&CDS=1-1914
OG0003502	YPL094C	genemark-flattened_line_16-processed-gene-0.83-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.83&CDS=1-906
OG0003503	YPL097W	maker-flattened_line_16-augustus-gene-0.48-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-0.48&CDS=1-2787
OG0003504	YPL101W	genemark-flattened_line_28-processed-gene-1.7-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.7&CDS=1-1326
OG0003505	YPL103C	genemark-flattened_line_16-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.56&CDS=1-1296
OG0003506	YPL104W	genemark-flattened_line_28-processed-gene-1.2-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.2&CDS=1-1914
OG0003507	YPL107W	snap_masked-flattened_line_12-processed-gene-2.135-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.135&CDS=1-768
OG0003508	YPL108W	genemark-flattened_line_2-processed-gene-6.63-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.63&CDS=1-459
OG0003509	YPL110C	genemark-flattened_line_42-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.17&CDS=1-5601
OG0003510	YPL111W	genemark-flattened_line_4-processed-gene-7.166-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.166&CDS=1-978
OG0003511	YPL112C	genemark-flattened_line_32-processed-gene-1.98-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.98&CDS=1-1182
OG0003512	YPL115C	genemark-flattened_line_22-processed-gene-2.102-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.102&CDS=1-3006
OG0003513	YPL116W	genemark-flattened_line_22-processed-gene-2.132-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.132&CDS=1-1800
OG0003514	YPL117C	maker-flattened_line_22-augustus-gene-2.2-mRNA-1_1&gene=maker-flattened_line_22-augustus-gene-2.2&CDS=1-2121
OG0003515	YPL118W	genemark-flattened_line_0-processed-gene-1.20-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.20&CDS=1-948
OG0003516	YPL120W	genemark-flattened_line_0-processed-gene-9.30-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.30&CDS=1-1455
OG0003517	YPL121C	genemark-flattened_line_14-processed-gene-3.120-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.120&CDS=1-822
OG0003518	YPL122C	genemark-flattened_line_14-processed-gene-3.121-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.121&CDS=1-1440
OG0003519	YPL123C	maker-flattened_line_14-snap-gene-3.279-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-3.279&CDS=1-3207
OG0003520	YPL125W	maker-flattened_line_14-augustus-gene-3.180-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-3.180&CDS=1-4233
OG0003521	YPL126W	genemark-flattened_line_14-processed-gene-3.169-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.169&CDS=1-2376
OG0003522	YPL127C	genemark-flattened_line_26-processed-gene-2.102-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-2.102&CDS=1-585
OG0003523	YPL129W	genemark-flattened_line_26-processed-gene-2.103-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-2.103&CDS=1-735
OG0003524	YPL131W	genemark-flattened_line_44-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.116&CDS=1-894
OG0003525	YPL132W	genemark-flattened_line_0-processed-gene-7.124-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.124&CDS=1-855
OG0003526	YPL133C	genemark-flattened_line_0-processed-gene-7.147-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.147&CDS=1-1551
OG0003527	YPL134C	snap_masked-flattened_line_44-processed-gene-0.166-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.166&CDS=1-909
OG0003528	YPL138C	genemark-flattened_line_14-processed-gene-3.134-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.134&CDS=1-1185
OG0003529	YPL141C	genemark-flattened_line_12-processed-gene-2.14-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.14&CDS=1-2514
OG0003530	YPL146C	genemark-flattened_line_12-processed-gene-1.139-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.139&CDS=1-1224
OG0003531	YPL147W	genemark-flattened_line_12-processed-gene-1.138-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.138&CDS=1-2499
OG0003532	YPL149W	snap_masked-flattened_line_4-processed-gene-7.287-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-7.287&CDS=1-813
OG0003533	YPL150W	genemark-flattened_line_4-processed-gene-7.183-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.183&CDS=1-2436
OG0003534	YPL151C	genemark-flattened_line_70-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.14&CDS=1-1212
OG0003535	YPL152W	genemark-flattened_line_70-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.17&CDS=1-1092
OG0003536	YPL154C	genemark-flattened_line_6-processed-gene-2.85-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.85&CDS=1-1200
OG0003537	YPL155C	genemark-flattened_line_70-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.30&CDS=1-1893
OG0003538	YPL157W	maker-flattened_line_70-snap-gene-0.109-mRNA-1_1&gene=maker-flattened_line_70-snap-gene-0.109&CDS=1-723
OG0003539	YPL160W	genemark-flattened_line_4-processed-gene-7.141-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.141&CDS=1-3249
OG0003540	YPL161C	snap_masked-flattened_line_28-processed-gene-1.232-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.232&CDS=1-1629
OG0003541	YPL162C	augustus_masked-flattened_line_28-processed-gene-1.166-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.166&CDS=1-645
OG0003542	YPL164C	snap_masked-flattened_line_22-processed-gene-2.167-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-2.167&CDS=1-2106
OG0003543	YPL165C	genemark-flattened_line_20-processed-gene-2.203-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.203&CDS=1-939
OG0003544	YPL166W	augustus_masked-flattened_line_20-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.46&CDS=1-654
OG0003545	YPL167C	snap_masked-flattened_line_20-processed-gene-2.331-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.331&CDS=1-4248
OG0003546	YPL169C	genemark-flattened_line_4-processed-gene-7.175-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.175&CDS=1-1665
OG0003547	YPL172C	genemark-flattened_line_4-processed-gene-7.177-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.177&CDS=1-1254
OG0003548	YPL173W	genemark-flattened_line_4-processed-gene-7.186-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.186&CDS=1-897
OG0003549	YPL175W	genemark-flattened_line_4-processed-gene-7.132-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.132&CDS=1-1329
OG0003550	YPL178W	genemark-flattened_line_0-processed-gene-1.8-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.8&CDS=1-699
OG0003551	YPL180W	genemark-flattened_line_58-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.30&CDS=1-1611
OG0003552	YPL183C	genemark-flattened_line_58-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.25&CDS=1-2958
OG0003553	YPL184C	genemark-flattened_line_6-processed-gene-1.104-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.104&CDS=1-1803
OG0003554	YPL186C	augustus_masked-flattened_line_6-processed-gene-1.157-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.157&CDS=1-864
OG0003555	YPL188W	genemark-flattened_line_6-processed-gene-1.102-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.102&CDS=1-1233
OG0003556	YPL189C-A	maker-flattened_line_18-augustus-gene-1.52-mRNA-1_1&gene=maker-flattened_line_18-augustus-gene-1.52&CDS=1-987
OG0003557	YPL190C	genemark-flattened_line_18-processed-gene-1.110-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.110&CDS=1-2013
OG0003558	YPL193W	genemark-flattened_line_12-processed-gene-4.2-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.2&CDS=1-495
OG0003559	YPL194W	genemark-flattened_line_12-processed-gene-4.1-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.1&CDS=1-1344
OG0003560	YPL195W	genemark-flattened_line_12-processed-gene-4.0-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.0&CDS=1-2796
OG0003561	YPL196W	genemark-flattened_line_12-processed-gene-3.75-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.75&CDS=1-732
OG0003562	YPL199C	genemark-flattened_line_12-processed-gene-4.46-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.46&CDS=1-786
OG0003563	YPL204W	snap_masked-flattened_line_16-processed-gene-3.193-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-3.193&CDS=1-1440
OG0003564	YPL206C	genemark-flattened_line_16-processed-gene-3.59-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.59&CDS=1-921
OG0003565	YPL207W	genemark-flattened_line_34-processed-gene-1.116-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.116&CDS=1-2316
OG0003566	YPL208W	genemark-flattened_line_34-processed-gene-1.117-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.117&CDS=1-1788
OG0003567	YPL209C	augustus_masked-flattened_line_34-processed-gene-1.196-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.196&CDS=1-1107
OG0003568	YPL210C	genemark-flattened_line_34-processed-gene-1.158-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.158&CDS=1-1800
OG0003569	YPL211W	genemark-flattened_line_34-processed-gene-1.120-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.120&CDS=1-543
OG0003570	YPL212C	genemark-flattened_line_34-processed-gene-1.157-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.157&CDS=1-1494
OG0003571	YPL213W	genemark-flattened_line_34-processed-gene-1.119-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.119&CDS=1-678
OG0003572	YPL214C	augustus_masked-flattened_line_34-processed-gene-1.197-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.197&CDS=1-1557
OG0003573	YPL215W	genemark-flattened_line_34-processed-gene-1.112-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.112&CDS=1-984
OG0003574	YPL217C	genemark-flattened_line_34-processed-gene-1.147-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.147&CDS=1-3534
OG0003575	YPL218W	genemark-flattened_line_34-processed-gene-1.110-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.110&CDS=1-570
OG0003576	YPL222W	augustus_masked-flattened_line_12-processed-gene-4.85-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.85&CDS=1-1851
OG0003577	YPL225W	genemark-flattened_line_2-processed-gene-6.64-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.64&CDS=1-432
OG0003578	YPL226W	genemark-flattened_line_12-processed-gene-4.23-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.23&CDS=1-3516
OG0003579	YPL227C	maker-flattened_line_36-snap-gene-1.129-mRNA-1_1&gene=maker-flattened_line_36-snap-gene-1.129&CDS=1-954
OG0003580	YPL228W	genemark-flattened_line_36-processed-gene-1.48-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.48&CDS=1-1413
