	Metschnikowia_similis	Saccharomyces_cerevisiae
OG0002907	augustus_masked-sim-_s49-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-sim-_s49-processed-gene-0.32&CDS=1-1914	YDL057W
OG0002908	genemark-sim-_s49-processed-gene-0.21-mRNA-1_1&gene=genemark-sim-_s49-processed-gene-0.21&CDS=1-372	YHR191C
OG0002909	augustus_masked-sim-_s490-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-sim-_s490-processed-gene-0.3&CDS=1-2643	YML097C
OG0002910	genemark-sim-_s491-processed-gene-0.12-mRNA-1_1&gene=genemark-sim-_s491-processed-gene-0.12&CDS=1-1758	YIL150C
OG0002911	augustus_masked-sim-_s491-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-sim-_s491-processed-gene-0.59&CDS=1-2478	YER157W
OG0002912	genemark-sim-_s491-processed-gene-0.13-mRNA-1_1&gene=genemark-sim-_s491-processed-gene-0.13&CDS=1-1257	YDL107W
OG0002913	snap_masked-sim-_s491-processed-gene-0.45-mRNA-1_1&gene=snap_masked-sim-_s491-processed-gene-0.45&CDS=1-1416	YDL106C
OG0002914	snap_masked-sim-_s491-processed-gene-0.48-mRNA-1_1&gene=snap_masked-sim-_s491-processed-gene-0.48&CDS=1-309	YGL142C
OG0002915	maker-sim-_s491-augustus-gene-0.79-mRNA-1_1&gene=maker-sim-_s491-augustus-gene-0.79&CDS=1-3063	YMR154C
OG0002916	augustus_masked-sim-_s491-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-sim-_s491-processed-gene-0.70&CDS=1-462	YJL011C
OG0002917	augustus_masked-sim-_s491-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-sim-_s491-processed-gene-0.71&CDS=1-1728	YMR290C
OG0002918	augustus_masked-sim-_s491-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-sim-_s491-processed-gene-0.62&CDS=1-5781	YGR271W
OG0002919	augustus_masked-sim-_s491-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-sim-_s491-processed-gene-0.72&CDS=1-672	YGR271C-A
OG0002920	augustus_masked-sim-_s491-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-sim-_s491-processed-gene-0.63&CDS=1-1101	YGR173W
OG0002921	augustus_masked-sim-_s491-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-sim-_s491-processed-gene-0.65&CDS=1-1767	YHR037W
OG0002922	maker-sim-_s491-augustus-gene-0.80-mRNA-1_1&gene=maker-sim-_s491-augustus-gene-0.80&CDS=1-432	YMR292W
OG0002923	augustus_masked-sim-_s491-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-sim-_s491-processed-gene-0.73&CDS=1-2946	YGR240C
OG0002924	augustus_masked-sim-_s491-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-sim-_s491-processed-gene-0.75&CDS=1-1482	YLR015W
OG0002925	augustus_masked-sim-_s491-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-sim-_s491-processed-gene-0.76&CDS=1-2127	YGR237C
OG0002926	augustus_masked-sim-_s492-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-sim-_s492-processed-gene-0.29&CDS=1-363	YKL160W
OG0002927	augustus_masked-sim-_s492-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-sim-_s492-processed-gene-0.30&CDS=1-5442	YHR007C
OG0002928	augustus_masked-sim-_s492-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-sim-_s492-processed-gene-0.31&CDS=1-891	YOR344C
OG0002929	augustus_masked-sim-_s492-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-sim-_s492-processed-gene-0.22&CDS=1-1269	YDR465C
OG0002930	genemark-sim-_s492-processed-gene-0.2-mRNA-1_1&gene=genemark-sim-_s492-processed-gene-0.2&CDS=1-1497	YHR024C
OG0002931	maker-sim-_s492-augustus-gene-0.59-mRNA-1_1&gene=maker-sim-_s492-augustus-gene-0.59&CDS=1-3786	YNL267W
OG0002932	augustus_masked-sim-_s492-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-sim-_s492-processed-gene-0.32&CDS=1-1656	YKR002W
OG0002933	genemark-sim-_s492-processed-gene-0.5-mRNA-1_1&gene=genemark-sim-_s492-processed-gene-0.5&CDS=1-2514	YJL204C
OG0002934	genemark-sim-_s492-processed-gene-0.19-mRNA-1_1&gene=genemark-sim-_s492-processed-gene-0.19&CDS=1-444	YBR122C
OG0002935	augustus_masked-sim-_s492-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-sim-_s492-processed-gene-0.25&CDS=1-1620	YJL111W
OG0002936	augustus_masked-sim-_s492-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-sim-_s492-processed-gene-0.27&CDS=1-5490	YHR023W
OG0002937	augustus_masked-sim-_s492-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-sim-_s492-processed-gene-0.28&CDS=1-1653	YML123C
OG0002938	augustus_masked-sim-_s493-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-sim-_s493-processed-gene-0.50&CDS=1-1263	YNL175C
OG0002939	maker-sim-_s493-snap-gene-0.20-mRNA-1_1&gene=maker-sim-_s493-snap-gene-0.20&CDS=1-2328	YBR251W
OG0002940	augustus_masked-sim-_s493-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-sim-_s493-processed-gene-0.43&CDS=1-1575	YIR004W
OG0002941	augustus_masked-sim-_s493-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-sim-_s493-processed-gene-0.52&CDS=1-378	YEL044W
OG0002942	augustus_masked-sim-_s493-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-sim-_s493-processed-gene-0.45&CDS=1-3306	YFR030W
OG0002943	augustus_masked-sim-_s493-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-sim-_s493-processed-gene-0.47&CDS=1-435	YCR063W
OG0002944	augustus_masked-sim-_s493-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-sim-_s493-processed-gene-0.55&CDS=1-1488	YCR065W
OG0002945	augustus_masked-sim-_s493-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-sim-_s493-processed-gene-0.48&CDS=1-1098	YKL028W
OG0002946	augustus_masked-sim-_s493-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-sim-_s493-processed-gene-0.49&CDS=1-870	YBR291C
OG0002947	augustus_masked-sim-_s493-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-sim-_s493-processed-gene-0.56&CDS=1-1107	YBR290W
OG0002948	augustus_masked-sim-_s494-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-sim-_s494-processed-gene-0.2&CDS=1-903	YLR208W
OG0002949	augustus_masked-sim-_s494-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-sim-_s494-processed-gene-0.11&CDS=1-927	YLR209C
OG0002950	genemark-sim-_s494-processed-gene-0.55-mRNA-1_1&gene=genemark-sim-_s494-processed-gene-0.55&CDS=1-1053	YDR268W
OG0002951	augustus_masked-sim-_s494-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-sim-_s494-processed-gene-0.13&CDS=1-753	YOR039W
OG0002952	genemark-sim-_s494-processed-gene-0.44-mRNA-1_1&gene=genemark-sim-_s494-processed-gene-0.44&CDS=1-4128	YOR038C
OG0002953	genemark-sim-_s494-processed-gene-0.59-mRNA-1_1&gene=genemark-sim-_s494-processed-gene-0.59&CDS=1-456	YHR105W
OG0002954	snap_masked-sim-_s494-processed-gene-0.22-mRNA-1_1&gene=snap_masked-sim-_s494-processed-gene-0.22&CDS=1-462	YJR104C
OG0002955	genemark-sim-_s494-processed-gene-0.46-mRNA-1_1&gene=genemark-sim-_s494-processed-gene-0.46&CDS=1-1929	YDR311W
OG0002956	augustus_masked-sim-_s494-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-sim-_s494-processed-gene-0.5&CDS=1-909	YHR088W
OG0002957	augustus_masked-sim-_s494-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-sim-_s494-processed-gene-0.6&CDS=1-3690	YDR335W
OG0002958	augustus_masked-sim-_s494-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-sim-_s494-processed-gene-0.15&CDS=1-1044	YIL110W
OG0002959	augustus_masked-sim-_s494-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-sim-_s494-processed-gene-0.7&CDS=1-2898	YIL107C
OG0002960	augustus_masked-sim-_s494-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-sim-_s494-processed-gene-0.8&CDS=1-2643	YNL054W
OG0002961	genemark-sim-_s494-processed-gene-0.51-mRNA-1_1&gene=genemark-sim-_s494-processed-gene-0.51&CDS=1-1899	YDR034C
OG0002962	augustus_masked-sim-_s494-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-sim-_s494-processed-gene-0.17&CDS=1-1767	YFL053W
OG0002963	augustus_masked-sim-_s495-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.80&CDS=1-618	YOR021C
OG0002964	augustus_masked-sim-_s495-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.108&CDS=1-2202	YOR022C
OG0002965	maker-sim-_s495-augustus-gene-0.228-mRNA-1_1&gene=maker-sim-_s495-augustus-gene-0.228&CDS=1-3006	YIL078W
OG0002966	augustus_masked-sim-_s495-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.110&CDS=1-393	YKL170W
OG0002967	augustus_masked-sim-_s495-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.81&CDS=1-1887	YDL178W
OG0002968	augustus_masked-sim-_s495-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.113&CDS=1-738	YKL206C
OG0002969	snap_masked-sim-_s495-processed-gene-0.146-mRNA-1_1&gene=snap_masked-sim-_s495-processed-gene-0.146&CDS=1-300	YGL070C
OG0002970	augustus_masked-sim-_s495-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.115&CDS=1-723	YNL010W
OG0002971	augustus_masked-sim-_s495-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.116&CDS=1-768	YNL312W
OG0002972	augustus_masked-sim-_s495-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.117&CDS=1-1728	YLL028W
OG0002973	augustus_masked-sim-_s495-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.118&CDS=1-1431	YNR023W
OG0002974	augustus_masked-sim-_s495-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.119&CDS=1-672	YOR319W
OG0002975	augustus_masked-sim-_s495-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.120&CDS=1-1035	YHR040W
OG0002976	genemark-sim-_s495-processed-gene-0.54-mRNA-1_1&gene=genemark-sim-_s495-processed-gene-0.54&CDS=1-1017	YNR021W
OG0002977	augustus_masked-sim-_s495-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.122&CDS=1-639	YCR051W
OG0002978	augustus_masked-sim-_s495-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.88&CDS=1-687	YNR020C
OG0002979	augustus_masked-sim-_s495-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.90&CDS=1-1329	YCR047C
OG0002980	augustus_masked-sim-_s495-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.92&CDS=1-3144	YNL014W
OG0002981	snap_masked-sim-_s495-processed-gene-0.200-mRNA-1_1&gene=snap_masked-sim-_s495-processed-gene-0.200&CDS=1-435	YER044C
OG0002982	augustus_masked-sim-_s495-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.125&CDS=1-1308	YIL033C
OG0002983	genemark-sim-_s495-processed-gene-0.23-mRNA-1_1&gene=genemark-sim-_s495-processed-gene-0.23&CDS=1-1395	YMR026C
OG0002984	genemark-sim-_s495-processed-gene-0.24-mRNA-1_1&gene=genemark-sim-_s495-processed-gene-0.24&CDS=1-1185	YPR118W
OG0002985	augustus_masked-sim-_s495-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.126&CDS=1-3462	YDR027C
OG0002986	augustus_masked-sim-_s495-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.127&CDS=1-2985	YPL162C
OG0002987	augustus_masked-sim-_s495-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.95&CDS=1-1428	YDR330W
OG0002988	maker-sim-_s495-augustus-gene-0.230-mRNA-1_1&gene=maker-sim-_s495-augustus-gene-0.230&CDS=1-1674	YDR328C
OG0002989	augustus_masked-sim-_s495-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.98&CDS=1-3426	YHR079C
OG0002990	augustus_masked-sim-_s495-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.131&CDS=1-555	YHR081W
OG0002991	augustus_masked-sim-_s495-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.99&CDS=1-741	YDR412W
OG0002992	maker-sim-_s495-augustus-gene-0.231-mRNA-1_1&gene=maker-sim-_s495-augustus-gene-0.231&CDS=1-1323	YDR354W
OG0002993	augustus_masked-sim-_s495-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.101&CDS=1-1101	YMR024W
OG0002994	genemark-sim-_s495-processed-gene-0.32-mRNA-1_1&gene=genemark-sim-_s495-processed-gene-0.32&CDS=1-2379	YGL234W
OG0002995	genemark-sim-_s495-processed-gene-0.33-mRNA-1_1&gene=genemark-sim-_s495-processed-gene-0.33&CDS=1-2277	YJL101C
OG0002996	augustus_masked-sim-_s495-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.103&CDS=1-894	YGL240W
OG0002997	augustus_masked-sim-_s495-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.133&CDS=1-894	YFR047C
OG0002998	genemark-sim-_s495-processed-gene-0.72-mRNA-1_1&gene=genemark-sim-_s495-processed-gene-0.72&CDS=1-2016	YGL236C
OG0002999	augustus_masked-sim-_s495-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.105&CDS=1-882	YLR003C
OG0003000	augustus_masked-sim-_s495-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.106&CDS=1-711	YGL237C
OG0003001	augustus_masked-sim-_s495-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.137&CDS=1-3984	YGL238W
OG0003002	augustus_masked-sim-_s495-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.138&CDS=1-1020	YER156C
OG0003003	maker-sim-_s496-augustus-gene-0.1-mRNA-1_1&gene=maker-sim-_s496-augustus-gene-0.1&CDS=1-705	YGR152C
OG0003004	augustus_masked-sim-_s496-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-sim-_s496-processed-gene-0.102&CDS=1-2793	YGL201C
OG0003005	augustus_masked-sim-_s496-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-sim-_s496-processed-gene-0.103&CDS=1-3417	YBL066C
OG0003006	augustus_masked-sim-_s496-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-sim-_s496-processed-gene-0.104&CDS=1-1011	YER095W
OG0003007	augustus_masked-sim-_s496-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-sim-_s496-processed-gene-0.86&CDS=1-2598	YPR135W
OG0003008	augustus_masked-sim-_s496-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-sim-_s496-processed-gene-0.87&CDS=1-576	YPR131C
OG0003009	augustus_masked-sim-_s496-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-sim-_s496-processed-gene-0.105&CDS=1-1944	YIL155C
OG0003010	augustus_masked-sim-_s496-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-sim-_s496-processed-gene-0.89&CDS=1-1599	YML013W
OG0003011	maker-sim-_s496-augustus-gene-0.0-mRNA-1_1&gene=maker-sim-_s496-augustus-gene-0.0&CDS=1-888	YBR173C
OG0003012	augustus_masked-sim-_s496-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-sim-_s496-processed-gene-0.107&CDS=1-1983	YOR069W
OG0003013	snap_masked-sim-_s496-processed-gene-0.68-mRNA-1_1&gene=snap_masked-sim-_s496-processed-gene-0.68&CDS=1-561	YNL090W
OG0003014	snap_masked-sim-_s496-processed-gene-0.69-mRNA-1_1&gene=snap_masked-sim-_s496-processed-gene-0.69&CDS=1-2130	YNL091W
OG0003015	genemark-sim-_s496-processed-gene-0.32-mRNA-1_1&gene=genemark-sim-_s496-processed-gene-0.32&CDS=1-1968	YOR087W
OG0003016	augustus_masked-sim-_s496-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-sim-_s496-processed-gene-0.93&CDS=1-2403	YHR142W
OG0003017	augustus_masked-sim-_s496-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-sim-_s496-processed-gene-0.94&CDS=1-1830	YBR260C
OG0003018	snap_masked-sim-_s496-processed-gene-0.73-mRNA-1_1&gene=snap_masked-sim-_s496-processed-gene-0.73&CDS=1-234	YHR001W-A
OG0003019	snap_masked-sim-_s496-processed-gene-0.75-mRNA-1_1&gene=snap_masked-sim-_s496-processed-gene-0.75&CDS=1-1023	YNR035C
OG0003020	snap_masked-sim-_s496-processed-gene-0.77-mRNA-1_1&gene=snap_masked-sim-_s496-processed-gene-0.77&CDS=1-1605	YJL128C
OG0003021	augustus_masked-sim-_s496-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-sim-_s496-processed-gene-0.96&CDS=1-4578	YPL167C
OG0003022	augustus_masked-sim-_s496-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-sim-_s496-processed-gene-0.113&CDS=1-708	YFL031W
OG0003023	genemark-sim-_s496-processed-gene-0.38-mRNA-1_1&gene=genemark-sim-_s496-processed-gene-0.38&CDS=1-1824	YJL100W
OG0003024	genemark-sim-_s496-processed-gene-0.20-mRNA-1_1&gene=genemark-sim-_s496-processed-gene-0.20&CDS=1-2916	YBR281C
OG0003025	snap_masked-sim-_s51-processed-gene-0.9-mRNA-1_1&gene=snap_masked-sim-_s51-processed-gene-0.9&CDS=1-1542	YER090W
OG0003026	augustus_masked-sim-_s51-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-sim-_s51-processed-gene-0.18&CDS=1-1098	YBL058W
OG0003027	augustus_masked-sim-_s51-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-sim-_s51-processed-gene-0.19&CDS=1-2301	YER091C
OG0003028	augustus_masked-sim-_s51-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-sim-_s51-processed-gene-0.20&CDS=1-1206	YML048W
OG0003029	genemark-sim-_s52-processed-gene-0.16-mRNA-1_1&gene=genemark-sim-_s52-processed-gene-0.16&CDS=1-2283	YCR091W
OG0003030	genemark-sim-_s53-processed-gene-0.11-mRNA-1_1&gene=genemark-sim-_s53-processed-gene-0.11&CDS=1-1158	YEL046C
OG0003031	augustus_masked-sim-_s53-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-sim-_s53-processed-gene-0.32&CDS=1-1752	YHL029C
OG0003032	genemark-sim-_s53-processed-gene-0.15-mRNA-1_1&gene=genemark-sim-_s53-processed-gene-0.15&CDS=1-5394	YHL030W
OG0003033	augustus_masked-sim-_s53-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-sim-_s53-processed-gene-0.34&CDS=1-1467	YGR083C
OG0003034	augustus_masked-sim-_s53-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-sim-_s53-processed-gene-0.35&CDS=1-3894	YAL026C
OG0003035	augustus_masked-sim-_s53-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-sim-_s53-processed-gene-0.22&CDS=1-1350	YOR323C
OG0003036	augustus_masked-sim-_s53-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-sim-_s53-processed-gene-0.36&CDS=1-933	YBR213W
OG0003037	augustus_masked-sim-_s53-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-sim-_s53-processed-gene-0.24&CDS=1-1863	YOR370C
OG0003038	augustus_masked-sim-_s53-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-sim-_s53-processed-gene-0.25&CDS=1-429	YOR369C
OG0003039	augustus_masked-sim-_s57-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-sim-_s57-processed-gene-0.3&CDS=1-2247	YAL053W
OG0003040	genemark-sim-_s6-processed-gene-0.18-mRNA-1_1&gene=genemark-sim-_s6-processed-gene-0.18&CDS=1-1809	YDR049W
OG0003041	maker-sim-_s6-snap-gene-0.43-mRNA-1_1&gene=maker-sim-_s6-snap-gene-0.43&CDS=1-1083	YDR047W
OG0003042	genemark-sim-_s6-processed-gene-0.0-mRNA-1_1&gene=genemark-sim-_s6-processed-gene-0.0&CDS=1-2955	YBR074W
OG0003043	snap_masked-sim-_s6-processed-gene-0.47-mRNA-1_1&gene=snap_masked-sim-_s6-processed-gene-0.47&CDS=1-294	YHR087W
OG0003044	snap_masked-sim-_s6-processed-gene-0.48-mRNA-1_1&gene=snap_masked-sim-_s6-processed-gene-0.48&CDS=1-2082	YDR333C
OG0003045	augustus_masked-sim-_s6-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-sim-_s6-processed-gene-0.90&CDS=1-1848	YHR039C
OG0003046	augustus_masked-sim-_s6-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-sim-_s6-processed-gene-0.104&CDS=1-333	YHR039C-A
OG0003047	genemark-sim-_s6-processed-gene-0.21-mRNA-1_1&gene=genemark-sim-_s6-processed-gene-0.21&CDS=1-4569	YDR334W
OG0003048	augustus_masked-sim-_s6-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-sim-_s6-processed-gene-0.91&CDS=1-1260	YHR086W
OG0003049	genemark-sim-_s6-processed-gene-0.5-mRNA-1_1&gene=genemark-sim-_s6-processed-gene-0.5&CDS=1-924	YOR174W
OG0003050	augustus_masked-sim-_s6-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-sim-_s6-processed-gene-0.108&CDS=1-1149	YOR176W
OG0003051	augustus_masked-sim-_s6-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-sim-_s6-processed-gene-0.109&CDS=1-1773	YOR175C
OG0003052	augustus_masked-sim-_s6-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-sim-_s6-processed-gene-0.110&CDS=1-3384	YLR272C
OG0003053	augustus_masked-sim-_s6-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-sim-_s6-processed-gene-0.111&CDS=1-1605	YMR005W
OG0003054	augustus_masked-sim-_s6-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-sim-_s6-processed-gene-0.93&CDS=1-1101	YOL010W
OG0003055	augustus_masked-sim-_s6-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-sim-_s6-processed-gene-0.112&CDS=1-7389	YKL203C
OG0003056	augustus_masked-sim-_s6-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-sim-_s6-processed-gene-0.113&CDS=1-1260	YJR065C
OG0003057	augustus_masked-sim-_s6-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-sim-_s6-processed-gene-0.114&CDS=1-1647	YJR064W
OG0003058	augustus_masked-sim-_s6-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-sim-_s6-processed-gene-0.94&CDS=1-951	YJR070C
OG0003059	augustus_masked-sim-_s6-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-sim-_s6-processed-gene-0.115&CDS=1-369	YJR063W
OG0003060	augustus_masked-sim-_s6-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-sim-_s6-processed-gene-0.95&CDS=1-858	YOR004W
OG0003061	genemark-sim-_s6-processed-gene-0.33-mRNA-1_1&gene=genemark-sim-_s6-processed-gene-0.33&CDS=1-990	YNL023C
OG0003062	augustus_masked-sim-_s6-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-sim-_s6-processed-gene-0.117&CDS=1-2520	YOR233W
OG0003063	genemark-sim-_s6-processed-gene-0.9-mRNA-1_1&gene=genemark-sim-_s6-processed-gene-0.9&CDS=1-3804	YMR076C
OG0003064	snap_masked-sim-_s6-processed-gene-0.80-mRNA-1_1&gene=snap_masked-sim-_s6-processed-gene-0.80&CDS=1-1290	YDL207W
OG0003065	augustus_masked-sim-_s6-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-sim-_s6-processed-gene-0.97&CDS=1-858	YDR237W
OG0003066	genemark-sim-_s6-processed-gene-0.11-mRNA-1_1&gene=genemark-sim-_s6-processed-gene-0.11&CDS=1-669	YGR042W
OG0003067	snap_masked-sim-_s6-processed-gene-0.58-mRNA-1_1&gene=snap_masked-sim-_s6-processed-gene-0.58&CDS=1-1095	YOL001W
OG0003068	augustus_masked-sim-_s6-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-sim-_s6-processed-gene-0.99&CDS=1-900	YMR178W
OG0003069	augustus_masked-sim-_s6-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-sim-_s6-processed-gene-0.120&CDS=1-2859	YOR335C
OG0003070	maker-sim-_s6-augustus-gene-0.125-mRNA-1_1&gene=maker-sim-_s6-augustus-gene-0.125&CDS=1-2634	YGL073W
OG0003071	augustus_masked-sim-_s6-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-sim-_s6-processed-gene-0.123&CDS=1-966	YMR063W
OG0003072	snap_masked-sim-_s6-processed-gene-1.95-mRNA-1_1&gene=snap_masked-sim-_s6-processed-gene-1.95&CDS=1-1083	YOL064C
OG0003073	maker-sim-_s6-snap-gene-1.188-mRNA-1_1&gene=maker-sim-_s6-snap-gene-1.188&CDS=1-1674	YPL097W
OG0003074	snap_masked-sim-_s6-processed-gene-1.96-mRNA-1_1&gene=snap_masked-sim-_s6-processed-gene-1.96&CDS=1-2487	YKL078W
OG0003075	augustus_masked-sim-_s6-processed-gene-1.197-mRNA-1_1&gene=augustus_masked-sim-_s6-processed-gene-1.197&CDS=1-1113	YPL096W
OG0003076	snap_masked-sim-_s6-processed-gene-1.97-mRNA-1_1&gene=snap_masked-sim-_s6-processed-gene-1.97&CDS=1-1662	YOR002W
