	Saccharomyces_cerevisiae	yHMPu5000035243_Zygoascus_meyerae
OG0002889	YOL149W	snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-6.223-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-6.223&CDS=1-561
OG0002890	YOL152W	snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-3.30-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-3.30&CDS=1-1809
OG0002891	YOR001W	snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-3.4-mRNA-1_1&gene=snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-3.4&CDS=1-2331
OG0002892	YOR002W	snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-3.60-mRNA-1_1&gene=snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-3.60&CDS=1-1626
OG0002893	YOR004W	maker-NODE_11_length_435590_cov_18.4678_ID_1220-snap-gene-3.219-mRNA-1_1&gene=maker-NODE_11_length_435590_cov_18.4678_ID_1220-snap-gene-3.219&CDS=1-927
OG0002894	YOR005C	snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-1.149-mRNA-1_1&gene=snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-1.149&CDS=1-2751
OG0002895	YOR006C	maker-NODE_3_length_863959_cov_18.7832_ID_1457-snap-gene-1.17-mRNA-1_1&gene=maker-NODE_3_length_863959_cov_18.7832_ID_1457-snap-gene-1.17&CDS=1-897
OG0002896	YOR007C	snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-1.151-mRNA-1_1&gene=snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-1.151&CDS=1-1080
OG0002897	YOR014W	maker-NODE_5_length_798211_cov_19.4048_ID_1084-snap-gene-1.10-mRNA-1_1&gene=maker-NODE_5_length_798211_cov_19.4048_ID_1084-snap-gene-1.10&CDS=1-1758
OG0002898	YOR017W	snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-2.138-mRNA-1_1&gene=snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-2.138&CDS=1-2178
OG0002899	YOR020C	maker-NODE_6_length_745053_cov_20.2367_ID_1009-augustus-gene-5.9-mRNA-1_1&gene=maker-NODE_6_length_745053_cov_20.2367_ID_1009-augustus-gene-5.9&CDS=1-315
OG0002900	YOR021C	snap_masked-NODE_21_length_170389_cov_19.3193_ID_2324-processed-gene-0.186-mRNA-1_1&gene=snap_masked-NODE_21_length_170389_cov_19.3193_ID_2324-processed-gene-0.186&CDS=1-612
OG0002901	YOR022C	genemark-NODE_21_length_170389_cov_19.3193_ID_2324-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_21_length_170389_cov_19.3193_ID_2324-processed-gene-0.79&CDS=1-1992
OG0002902	YOR023C	snap_masked-NODE_21_length_170389_cov_19.3193_ID_2324-processed-gene-0.225-mRNA-1_1&gene=snap_masked-NODE_21_length_170389_cov_19.3193_ID_2324-processed-gene-0.225&CDS=1-1758
OG0002903	YOR025W	snap_masked-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-1.86-mRNA-1_1&gene=snap_masked-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-1.86&CDS=1-1350
OG0002904	YOR027W	snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-2.7-mRNA-1_1&gene=snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-2.7&CDS=1-1686
OG0002905	YOR028C	snap_masked-NODE_16_length_358951_cov_18.8291_ID_1516-processed-gene-2.16-mRNA-1_1&gene=snap_masked-NODE_16_length_358951_cov_18.8291_ID_1516-processed-gene-2.16&CDS=1-654
OG0002906	YOR032C	snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-4.108-mRNA-1_1&gene=snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-4.108&CDS=1-2631
OG0002907	YOR035C	snap_masked-NODE_16_length_358951_cov_18.8291_ID_1516-processed-gene-2.19-mRNA-1_1&gene=snap_masked-NODE_16_length_358951_cov_18.8291_ID_1516-processed-gene-2.19&CDS=1-2166
OG0002908	YOR036W	snap_masked-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-0.11&CDS=1-789
OG0002909	YOR037W	snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-2.108-mRNA-1_1&gene=snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-2.108&CDS=1-1449
OG0002910	YOR039W	maker-NODE_7_length_674142_cov_18.8803_ID_1132-snap-gene-2.143-mRNA-1_1&gene=maker-NODE_7_length_674142_cov_18.8803_ID_1132-snap-gene-2.143&CDS=1-693
OG0002911	YOR043W	maker-NODE_4_length_827553_cov_19.7208_ID_1272-snap-gene-6.164-mRNA-1_1&gene=maker-NODE_4_length_827553_cov_19.7208_ID_1272-snap-gene-6.164&CDS=1-1623
OG0002912	YOR046C	snap_masked-NODE_13_length_418862_cov_18.7454_ID_1788-processed-gene-3.200-mRNA-1_1&gene=snap_masked-NODE_13_length_418862_cov_18.7454_ID_1788-processed-gene-3.200&CDS=1-1566
OG0002913	YOR048C	snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-2.38-mRNA-1_1&gene=snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-2.38&CDS=1-3228
OG0002914	YOR049C	snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-7.181-mRNA-1_1&gene=snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-7.181&CDS=1-1005
OG0002915	YOR051C	snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-1.17-mRNA-1_1&gene=snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-1.17&CDS=1-1245
OG0002916	YOR052C	snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-0.83&CDS=1-462
OG0002917	YOR056C	snap_masked-NODE_24_length_131066_cov_19.6241_ID_2412-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_24_length_131066_cov_19.6241_ID_2412-processed-gene-0.11&CDS=1-1380
OG0002918	YOR057W	maker-NODE_24_length_131066_cov_19.6241_ID_2412-snap-gene-0.213-mRNA-1_1&gene=maker-NODE_24_length_131066_cov_19.6241_ID_2412-snap-gene-0.213&CDS=1-828
OG0002919	YOR058C	snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-5.29-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-5.29&CDS=1-2376
OG0002920	YOR063W	snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-6.26-mRNA-1_1&gene=snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-6.26&CDS=1-1161
OG0002921	YOR064C	snap_masked-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-0.95&CDS=1-501
OG0002922	YOR065W	snap_masked-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-0.121-mRNA-1_1&gene=snap_masked-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-0.121&CDS=1-840
OG0002923	YOR067C	snap_masked-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-0.122-mRNA-1_1&gene=snap_masked-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-0.122&CDS=1-1551
OG0002924	YOR069W	snap_masked-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-0.99-mRNA-1_1&gene=snap_masked-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-0.99&CDS=1-1815
OG0002925	YOR070C	snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-0.120-mRNA-1_1&gene=snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-0.120&CDS=1-1599
OG0002926	YOR073W	maker-NODE_3_length_863959_cov_18.7832_ID_1457-snap-gene-3.2-mRNA-1_1&gene=maker-NODE_3_length_863959_cov_18.7832_ID_1457-snap-gene-3.2&CDS=1-1062
OG0002927	YOR074C	snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-0.153-mRNA-1_1&gene=snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-0.153&CDS=1-894
OG0002928	YOR075W	snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-2.112-mRNA-1_1&gene=snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-2.112&CDS=1-933
OG0002929	YOR077W	augustus_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-5.102-mRNA-1_1&gene=augustus_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-5.102&CDS=1-906
OG0002930	YOR079C	snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-3.189-mRNA-1_1&gene=snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-3.189&CDS=1-963
OG0002931	YOR084W	snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-4.40-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-4.40&CDS=1-1074
OG0002932	YOR087W	snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-7.39-mRNA-1_1&gene=snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-7.39&CDS=1-1914
OG0002933	YOR089C	snap_masked-NODE_27_length_60890_cov_18.3424_ID_2495-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_27_length_60890_cov_18.3424_ID_2495-processed-gene-0.58&CDS=1-642
OG0002934	YOR090C	snap_masked-NODE_27_length_60890_cov_18.3424_ID_2495-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_27_length_60890_cov_18.3424_ID_2495-processed-gene-0.76&CDS=1-1512
OG0002935	YOR091W	snap_masked-NODE_27_length_60890_cov_18.3424_ID_2495-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_27_length_60890_cov_18.3424_ID_2495-processed-gene-0.60&CDS=1-963
OG0002936	YOR093C	maker-NODE_17_length_335658_cov_21.0353_ID_2164-snap-gene-2.92-mRNA-1_1&gene=maker-NODE_17_length_335658_cov_21.0353_ID_2164-snap-gene-2.92&CDS=1-4602
OG0002937	YOR095C	augustus_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-2.86&CDS=1-873
OG0002938	YOR100C	snap_masked-NODE_16_length_358951_cov_18.8291_ID_1516-processed-gene-2.44-mRNA-1_1&gene=snap_masked-NODE_16_length_358951_cov_18.8291_ID_1516-processed-gene-2.44&CDS=1-999
OG0002939	YOR101W	snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-6.117-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-6.117&CDS=1-723
OG0002940	YOR103C	snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-6.145-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-6.145&CDS=1-381
OG0002941	YOR104W	augustus_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-9.208-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-9.208&CDS=1-636
OG0002942	YOR107W	snap_masked-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-3.261-mRNA-1_1&gene=snap_masked-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-3.261&CDS=1-933
OG0002943	YOR111W	maker-NODE_24_length_131066_cov_19.6241_ID_2412-snap-gene-0.210-mRNA-1_1&gene=maker-NODE_24_length_131066_cov_19.6241_ID_2412-snap-gene-0.210&CDS=1-759
OG0002944	YOR112W	maker-NODE_3_length_863959_cov_18.7832_ID_1457-snap-gene-5.45-mRNA-1_1&gene=maker-NODE_3_length_863959_cov_18.7832_ID_1457-snap-gene-5.45&CDS=1-2145
OG0002945	YOR113W	snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-0.24&CDS=1-2232
OG0002946	YOR115C	snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-6.146-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-6.146&CDS=1-492
OG0002947	YOR116C	augustus_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-3.80&CDS=1-8229
OG0002948	YOR117W	snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-6.252-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-6.252&CDS=1-1329
OG0002949	YOR118W	snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-5.163-mRNA-1_1&gene=snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-5.163&CDS=1-1671
OG0002950	YOR119C	snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-5.139-mRNA-1_1&gene=snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-5.139&CDS=1-1323
OG0002951	YOR122C	snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-5.257-mRNA-1_1&gene=snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-5.257&CDS=1-378
OG0002952	YOR123C	snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-5.258-mRNA-1_1&gene=snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-5.258&CDS=1-1128
OG0002953	YOR124C	snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-4.43-mRNA-1_1&gene=snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-4.43&CDS=1-3642
OG0002954	YOR125C	augustus_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-1.48&CDS=1-864
OG0002955	YOR128C	snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-1.29-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-1.29&CDS=1-1683
OG0002956	YOR129C	snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-5.254-mRNA-1_1&gene=snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-5.254&CDS=1-2013
OG0002957	YOR130C	snap_masked-NODE_26_length_100927_cov_18.7495_ID_2454-processed-gene-0.97-mRNA-1_1&gene=snap_masked-NODE_26_length_100927_cov_18.7495_ID_2454-processed-gene-0.97&CDS=1-900
OG0002958	YOR131C	maker-NODE_7_length_674142_cov_18.8803_ID_1132-snap-gene-5.278-mRNA-1_1&gene=maker-NODE_7_length_674142_cov_18.8803_ID_1132-snap-gene-5.278&CDS=1-657
OG0002959	YOR132W	maker-NODE_7_length_674142_cov_18.8803_ID_1132-snap-gene-5.285-mRNA-1_1&gene=maker-NODE_7_length_674142_cov_18.8803_ID_1132-snap-gene-5.285&CDS=1-1635
OG0002960	YOR136W	snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-5.242-mRNA-1_1&gene=snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-5.242&CDS=1-1098
OG0002961	YOR141C	snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-4.49-mRNA-1_1&gene=snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-4.49&CDS=1-2151
OG0002962	YOR142W	snap_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-1.140-mRNA-1_1&gene=snap_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-1.140&CDS=1-990
OG0002963	YOR143C	snap_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-1.169-mRNA-1_1&gene=snap_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-1.169&CDS=1-744
OG0002964	YOR145C	snap_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-1.173-mRNA-1_1&gene=snap_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-1.173&CDS=1-759
OG0002965	YOR148C	snap_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-1.174-mRNA-1_1&gene=snap_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-1.174&CDS=1-957
OG0002966	YOR149C	augustus_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-1.97&CDS=1-1656
OG0002967	YOR150W	maker-NODE_13_length_418862_cov_18.7454_ID_1788-snap-gene-3.8-mRNA-1_1&gene=maker-NODE_13_length_418862_cov_18.7454_ID_1788-snap-gene-3.8&CDS=1-486
OG0002968	YOR151C	snap_masked-NODE_13_length_418862_cov_18.7454_ID_1788-processed-gene-3.180-mRNA-1_1&gene=snap_masked-NODE_13_length_418862_cov_18.7454_ID_1788-processed-gene-3.180&CDS=1-3678
OG0002969	YOR154W	snap_masked-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-0.4&CDS=1-2157
OG0002970	YOR155C	augustus_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-3.102-mRNA-1_1&gene=augustus_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-3.102&CDS=1-1800
OG0002971	YOR157C	snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-5.241-mRNA-1_1&gene=snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-5.241&CDS=1-798
OG0002972	YOR158W	snap_masked-NODE_20_length_182353_cov_19.2443_ID_1960-processed-gene-0.115-mRNA-1_1&gene=snap_masked-NODE_20_length_182353_cov_19.2443_ID_1960-processed-gene-0.115&CDS=1-864
OG0002973	YOR159C	maker-NODE_20_length_182353_cov_19.2443_ID_1960-snap-gene-0.21-mRNA-1_1&gene=maker-NODE_20_length_182353_cov_19.2443_ID_1960-snap-gene-0.21&CDS=1-270
OG0002974	YOR160W	snap_masked-NODE_20_length_182353_cov_19.2443_ID_1960-processed-gene-0.110-mRNA-1_1&gene=snap_masked-NODE_20_length_182353_cov_19.2443_ID_1960-processed-gene-0.110&CDS=1-2898
OG0002975	YOR161C	snap_masked-NODE_20_length_182353_cov_19.2443_ID_1960-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_20_length_182353_cov_19.2443_ID_1960-processed-gene-0.67&CDS=1-1563
OG0002976	YOR163W	augustus_masked-NODE_16_length_358951_cov_18.8291_ID_1516-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-NODE_16_length_358951_cov_18.8291_ID_1516-processed-gene-2.110&CDS=1-504
OG0002977	YOR164C	snap_masked-NODE_16_length_358951_cov_18.8291_ID_1516-processed-gene-2.69-mRNA-1_1&gene=snap_masked-NODE_16_length_358951_cov_18.8291_ID_1516-processed-gene-2.69&CDS=1-915
OG0002978	YOR165W	snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-4.10-mRNA-1_1&gene=snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-4.10&CDS=1-2454
OG0002979	YOR166C	snap_masked-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-2.121-mRNA-1_1&gene=snap_masked-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-2.121&CDS=1-1260
OG0002980	YOR168W	snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-7.144-mRNA-1_1&gene=snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-7.144&CDS=1-2442
OG0002981	YOR174W	snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-4.13-mRNA-1_1&gene=snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-4.13&CDS=1-705
OG0002982	YOR175C	maker-NODE_16_length_358951_cov_18.8291_ID_1516-snap-gene-2.231-mRNA-1_1&gene=maker-NODE_16_length_358951_cov_18.8291_ID_1516-snap-gene-2.231&CDS=1-1665
OG0002983	YOR176W	snap_masked-NODE_16_length_358951_cov_18.8291_ID_1516-processed-gene-2.57-mRNA-1_1&gene=snap_masked-NODE_16_length_358951_cov_18.8291_ID_1516-processed-gene-2.57&CDS=1-1113
OG0002984	YOR181W	snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-0.96-mRNA-1_1&gene=snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-0.96&CDS=1-2085
OG0002985	YOR184W	snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-4.35-mRNA-1_1&gene=snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-4.35&CDS=1-1170
OG0002986	YOR187W	snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-4.33-mRNA-1_1&gene=snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-4.33&CDS=1-1317
OG0002987	YOR188W	maker-NODE_13_length_418862_cov_18.7454_ID_1788-augustus-gene-0.126-mRNA-1_1&gene=maker-NODE_13_length_418862_cov_18.7454_ID_1788-augustus-gene-0.126&CDS=1-6435
OG0002988	YOR194C	snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-0.123-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-0.123&CDS=1-948
OG0002989	YOR196C	snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-4.52-mRNA-1_1&gene=snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-4.52&CDS=1-1152
OG0002990	YOR197W	augustus_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-3.114-mRNA-1_1&gene=augustus_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-3.114&CDS=1-3588
OG0002991	YOR201C	snap_masked-NODE_13_length_418862_cov_18.7454_ID_1788-processed-gene-0.115-mRNA-1_1&gene=snap_masked-NODE_13_length_418862_cov_18.7454_ID_1788-processed-gene-0.115&CDS=1-1263
OG0002992	YOR202W	snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-3.30-mRNA-1_1&gene=snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-3.30&CDS=1-663
OG0002993	YOR206W	snap_masked-NODE_24_length_131066_cov_19.6241_ID_2412-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_24_length_131066_cov_19.6241_ID_2412-processed-gene-0.29&CDS=1-2049
OG0002994	YOR207C	augustus_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-3.34&CDS=1-3516
OG0002995	YOR209C	maker-NODE_1_length_1065328_cov_19.742_ID_1323-snap-gene-9.14-mRNA-1_1&gene=maker-NODE_1_length_1065328_cov_19.742_ID_1323-snap-gene-9.14&CDS=1-1263
OG0002996	YOR210W	maker-NODE_1_length_1065328_cov_19.742_ID_1323-snap-gene-9.19-mRNA-1_1&gene=maker-NODE_1_length_1065328_cov_19.742_ID_1323-snap-gene-9.19&CDS=1-216
OG0002997	YOR211C	snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-9.100-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-9.100&CDS=1-2592
OG0002998	YOR212W	snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-5.143-mRNA-1_1&gene=snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-5.143&CDS=1-1227
OG0002999	YOR216C	snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-1.54-mRNA-1_1&gene=snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-1.54&CDS=1-1410
OG0003000	YOR217W	augustus_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-1.129&CDS=1-2706
OG0003001	YOR222W	snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-1.97-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-1.97&CDS=1-885
OG0003002	YOR223W	snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-1.98-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-1.98&CDS=1-783
OG0003003	YOR224C	augustus_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-3.83-mRNA-1_1&gene=augustus_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-3.83&CDS=1-429
OG0003004	YOR228C	snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-9.64-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-9.64&CDS=1-741
OG0003005	YOR232W	snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-1.75-mRNA-1_1&gene=snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-1.75&CDS=1-657
