	Metschnikowia_cerradonensis	Saccharomyces_cerevisiae
OG0002746	genemark-cer-_s638-processed-gene-0.11-mRNA-1_1&gene=genemark-cer-_s638-processed-gene-0.11&CDS=1-1443	YLR359W
OG0002747	maker-cer-_s638-augustus-gene-0.0-mRNA-1_1&gene=maker-cer-_s638-augustus-gene-0.0&CDS=1-3690	YCR023C
OG0002748	genemark-cer-_s639-processed-gene-0.11-mRNA-1_1&gene=genemark-cer-_s639-processed-gene-0.11&CDS=1-1278	YLR203C
OG0002749	genemark-cer-_s639-processed-gene-0.12-mRNA-1_1&gene=genemark-cer-_s639-processed-gene-0.12&CDS=1-2193	YDR057W
OG0002750	genemark-cer-_s639-processed-gene-0.8-mRNA-1_1&gene=genemark-cer-_s639-processed-gene-0.8&CDS=1-1797	YMR240C
OG0002751	genemark-cer-_s642-processed-gene-0.10-mRNA-1_1&gene=genemark-cer-_s642-processed-gene-0.10&CDS=1-258	YJL062W-A
OG0002752	genemark-cer-_s642-processed-gene-0.14-mRNA-1_1&gene=genemark-cer-_s642-processed-gene-0.14&CDS=1-2178	YAL043C
OG0002753	snap_masked-cer-_s642-processed-gene-0.5-mRNA-1_1&gene=snap_masked-cer-_s642-processed-gene-0.5&CDS=1-3339	YBR276C
OG0002754	genemark-cer-_s644-processed-gene-0.13-mRNA-1_1&gene=genemark-cer-_s644-processed-gene-0.13&CDS=1-894	YPL131W
OG0002755	genemark-cer-_s644-processed-gene-0.11-mRNA-1_1&gene=genemark-cer-_s644-processed-gene-0.11&CDS=1-2274	YAL023C
OG0002756	genemark-cer-_s644-processed-gene-0.12-mRNA-1_1&gene=genemark-cer-_s644-processed-gene-0.12&CDS=1-567	YPR067W
OG0002757	genemark-cer-_s644-processed-gene-0.14-mRNA-1_1&gene=genemark-cer-_s644-processed-gene-0.14&CDS=1-1875	YAL016W
OG0002758	augustus_masked-cer-_s645-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-cer-_s645-processed-gene-0.20&CDS=1-2640	YDR223W
OG0002759	snap_masked-cer-_s645-processed-gene-0.13-mRNA-1_1&gene=snap_masked-cer-_s645-processed-gene-0.13&CDS=1-3375	YDR217C
OG0002760	genemark-cer-_s645-processed-gene-0.6-mRNA-1_1&gene=genemark-cer-_s645-processed-gene-0.6&CDS=1-1440	YLR142W
OG0002761	genemark-cer-_s648-processed-gene-0.16-mRNA-1_1&gene=genemark-cer-_s648-processed-gene-0.16&CDS=1-1470	YNL330C
OG0002762	genemark-cer-_s648-processed-gene-0.17-mRNA-1_1&gene=genemark-cer-_s648-processed-gene-0.17&CDS=1-1236	YNL326C
OG0002763	genemark-cer-_s648-processed-gene-0.18-mRNA-1_1&gene=genemark-cer-_s648-processed-gene-0.18&CDS=1-1008	YPL244C
OG0002764	genemark-cer-_s648-processed-gene-0.19-mRNA-1_1&gene=genemark-cer-_s648-processed-gene-0.19&CDS=1-1737	YPL243W
OG0002765	genemark-cer-_s649-processed-gene-0.0-mRNA-1_1&gene=genemark-cer-_s649-processed-gene-0.0&CDS=1-507	YDL120W
OG0002766	maker-cer-_s649-snap-gene-0.111-mRNA-1_1&gene=maker-cer-_s649-snap-gene-0.111&CDS=1-1386	YLR337C
OG0002767	genemark-cer-_s649-processed-gene-0.21-mRNA-1_1&gene=genemark-cer-_s649-processed-gene-0.21&CDS=1-1020	YBR246W
OG0002768	genemark-cer-_s649-processed-gene-0.22-mRNA-1_1&gene=genemark-cer-_s649-processed-gene-0.22&CDS=1-3183	YDL215C
OG0002769	genemark-cer-_s649-processed-gene-0.3-mRNA-1_1&gene=genemark-cer-_s649-processed-gene-0.3&CDS=1-1323	YOL062C
OG0002770	genemark-cer-_s649-processed-gene-0.23-mRNA-1_1&gene=genemark-cer-_s649-processed-gene-0.23&CDS=1-1905	YGL110C
OG0002771	snap_masked-cer-_s649-processed-gene-0.142-mRNA-1_1&gene=snap_masked-cer-_s649-processed-gene-0.142&CDS=1-3711	YMR218C
OG0002772	snap_masked-cer-_s649-processed-gene-0.123-mRNA-1_1&gene=snap_masked-cer-_s649-processed-gene-0.123&CDS=1-255	YKL053C-A
OG0002773	snap_masked-cer-_s649-processed-gene-0.124-mRNA-1_1&gene=snap_masked-cer-_s649-processed-gene-0.124&CDS=1-984	YJR107W
OG0002774	snap_masked-cer-_s649-processed-gene-0.145-mRNA-1_1&gene=snap_masked-cer-_s649-processed-gene-0.145&CDS=1-1470	YDR376W
OG0002775	genemark-cer-_s649-processed-gene-0.28-mRNA-1_1&gene=genemark-cer-_s649-processed-gene-0.28&CDS=1-2838	YLR386W
OG0002776	maker-cer-_s649-snap-gene-0.114-mRNA-1_1&gene=maker-cer-_s649-snap-gene-0.114&CDS=1-3828	YDL060W
OG0002777	genemark-cer-_s649-processed-gene-0.8-mRNA-1_1&gene=genemark-cer-_s649-processed-gene-0.8&CDS=1-270	YLR390W
OG0002778	genemark-cer-_s649-processed-gene-0.9-mRNA-1_1&gene=genemark-cer-_s649-processed-gene-0.9&CDS=1-1917	YDL063C
OG0002779	genemark-cer-_s649-processed-gene-0.32-mRNA-1_1&gene=genemark-cer-_s649-processed-gene-0.32&CDS=1-2331	YJL156C
OG0002780	genemark-cer-_s649-processed-gene-0.10-mRNA-1_1&gene=genemark-cer-_s649-processed-gene-0.10&CDS=1-1362	YJL155C
OG0002781	snap_masked-cer-_s649-processed-gene-0.151-mRNA-1_1&gene=snap_masked-cer-_s649-processed-gene-0.151&CDS=1-474	YDL064W
OG0002782	genemark-cer-_s649-processed-gene-0.11-mRNA-1_1&gene=genemark-cer-_s649-processed-gene-0.11&CDS=1-861	YDL065C
OG0002783	genemark-cer-_s649-processed-gene-0.34-mRNA-1_1&gene=genemark-cer-_s649-processed-gene-0.34&CDS=1-2295	YLR397C
OG0002784	genemark-cer-_s649-processed-gene-0.35-mRNA-1_1&gene=genemark-cer-_s649-processed-gene-0.35&CDS=1-3636	YLR398C
OG0002785	genemark-cer-_s649-processed-gene-0.36-mRNA-1_1&gene=genemark-cer-_s649-processed-gene-0.36&CDS=1-1689	YOR090C
OG0002786	genemark-cer-_s649-processed-gene-0.37-mRNA-1_1&gene=genemark-cer-_s649-processed-gene-0.37&CDS=1-354	YHL015W
OG0002787	snap_masked-cer-_s649-processed-gene-0.156-mRNA-1_1&gene=snap_masked-cer-_s649-processed-gene-0.156&CDS=1-843	YLR393W
OG0002788	snap_masked-cer-_s649-processed-gene-0.131-mRNA-1_1&gene=snap_masked-cer-_s649-processed-gene-0.131&CDS=1-1239	YNL207W
OG0002789	genemark-cer-_s649-processed-gene-0.45-mRNA-1_1&gene=genemark-cer-_s649-processed-gene-0.45&CDS=1-1134	YNL092W
OG0002790	genemark-cer-_s649-processed-gene-0.48-mRNA-1_1&gene=genemark-cer-_s649-processed-gene-0.48&CDS=1-2715	YNL082W
OG0002791	genemark-cer-_s649-processed-gene-0.49-mRNA-1_1&gene=genemark-cer-_s649-processed-gene-0.49&CDS=1-1656	YNL083W
OG0002792	genemark-cer-_s649-processed-gene-0.50-mRNA-1_1&gene=genemark-cer-_s649-processed-gene-0.50&CDS=1-3045	YGL140C
OG0002793	genemark-cer-_s649-processed-gene-0.51-mRNA-1_1&gene=genemark-cer-_s649-processed-gene-0.51&CDS=1-1782	YGL119W
OG0002794	genemark-cer-_s649-processed-gene-0.52-mRNA-1_1&gene=genemark-cer-_s649-processed-gene-0.52&CDS=1-789	YOR095C
OG0002795	genemark-cer-_s649-processed-gene-0.53-mRNA-1_1&gene=genemark-cer-_s649-processed-gene-0.53&CDS=1-1809	YHR114W
OG0002796	genemark-cer-_s649-processed-gene-0.19-mRNA-1_1&gene=genemark-cer-_s649-processed-gene-0.19&CDS=1-1953	YNL094W
OG0002797	snap_masked-cer-_s649-processed-gene-0.172-mRNA-1_1&gene=snap_masked-cer-_s649-processed-gene-0.172&CDS=1-1110	YOR091W
OG0002798	snap_masked-cer-_s649-processed-gene-0.173-mRNA-1_1&gene=snap_masked-cer-_s649-processed-gene-0.173&CDS=1-8241	YIL129C
OG0002799	genemark-cer-_s652-processed-gene-0.5-mRNA-1_1&gene=genemark-cer-_s652-processed-gene-0.5&CDS=1-981	YOL073C
OG0002800	genemark-cer-_s655-processed-gene-0.0-mRNA-1_1&gene=genemark-cer-_s655-processed-gene-0.0&CDS=1-3405	YBR023C
OG0002801	genemark-cer-_s655-processed-gene-0.3-mRNA-1_1&gene=genemark-cer-_s655-processed-gene-0.3&CDS=1-2292	YLR069C
OG0002802	snap_masked-cer-_s656-processed-gene-0.29-mRNA-1_1&gene=snap_masked-cer-_s656-processed-gene-0.29&CDS=1-255	YER058W
OG0002803	maker-cer-_s656-snap-gene-0.54-mRNA-1_1&gene=maker-cer-_s656-snap-gene-0.54&CDS=1-726	YPL127C
OG0002804	maker-cer-_s656-augustus-gene-0.57-mRNA-1_1&gene=maker-cer-_s656-augustus-gene-0.57&CDS=1-1137	YOR236W
OG0002805	snap_masked-cer-_s656-processed-gene-0.22-mRNA-1_1&gene=snap_masked-cer-_s656-processed-gene-0.22&CDS=1-720	YPL129W
OG0002806	snap_masked-cer-_s656-processed-gene-0.30-mRNA-1_1&gene=snap_masked-cer-_s656-processed-gene-0.30&CDS=1-1179	YOR212W
OG0002807	genemark-cer-_s656-processed-gene-0.12-mRNA-1_1&gene=genemark-cer-_s656-processed-gene-0.12&CDS=1-2199	YPL128C
OG0002808	genemark-cer-_s656-processed-gene-0.5-mRNA-1_1&gene=genemark-cer-_s656-processed-gene-0.5&CDS=1-954	YPR011C
OG0002809	snap_masked-cer-_s656-processed-gene-0.25-mRNA-1_1&gene=snap_masked-cer-_s656-processed-gene-0.25&CDS=1-246	YPR010C-A
OG0002810	genemark-cer-_s656-processed-gene-0.13-mRNA-1_1&gene=genemark-cer-_s656-processed-gene-0.13&CDS=1-831	YGR021W
OG0002811	genemark-cer-_s656-processed-gene-0.7-mRNA-1_1&gene=genemark-cer-_s656-processed-gene-0.7&CDS=1-372	YGR020C
OG0002812	genemark-cer-_s656-processed-gene-0.14-mRNA-1_1&gene=genemark-cer-_s656-processed-gene-0.14&CDS=1-1461	YLR330W
OG0002813	genemark-cer-_s656-processed-gene-0.15-mRNA-1_1&gene=genemark-cer-_s656-processed-gene-0.15&CDS=1-1788	YAL013W
OG0002814	genemark-cer-_s656-processed-gene-0.8-mRNA-1_1&gene=genemark-cer-_s656-processed-gene-0.8&CDS=1-1320	YOL041C
OG0002815	snap_masked-cer-_s656-processed-gene-0.28-mRNA-1_1&gene=snap_masked-cer-_s656-processed-gene-0.28&CDS=1-1530	YNL239W
OG0002816	genemark-cer-_s657-processed-gene-0.13-mRNA-1_1&gene=genemark-cer-_s657-processed-gene-0.13&CDS=1-1470	YGL112C
OG0002817	genemark-cer-_s657-processed-gene-0.16-mRNA-1_1&gene=genemark-cer-_s657-processed-gene-0.16&CDS=1-2412	YGL113W
OG0002818	genemark-cer-_s657-processed-gene-0.17-mRNA-1_1&gene=genemark-cer-_s657-processed-gene-0.17&CDS=1-384	YLR104W
OG0002819	genemark-cer-_s659-processed-gene-0.3-mRNA-1_1&gene=genemark-cer-_s659-processed-gene-0.3&CDS=1-1134	YPR056W
OG0002820	genemark-cer-_s66-processed-gene-0.1-mRNA-1_1&gene=genemark-cer-_s66-processed-gene-0.1&CDS=1-831	YDR468C
OG0002821	augustus_masked-cer-_s66-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-cer-_s66-processed-gene-0.5&CDS=1-318	YDR469W
OG0002822	genemark-cer-_s660-processed-gene-0.1-mRNA-1_1&gene=genemark-cer-_s660-processed-gene-0.1&CDS=1-4662	YML059C
OG0002823	genemark-cer-_s661-processed-gene-0.4-mRNA-1_1&gene=genemark-cer-_s661-processed-gene-0.4&CDS=1-1191	YPR041W
OG0002824	augustus_masked-cer-_s665-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-cer-_s665-processed-gene-0.5&CDS=1-1392	YPL235W
OG0002825	snap_masked-cer-_s666-processed-gene-0.7-mRNA-1_1&gene=snap_masked-cer-_s666-processed-gene-0.7&CDS=1-5652	YDR170C
OG0002826	snap_masked-cer-_s666-processed-gene-0.8-mRNA-1_1&gene=snap_masked-cer-_s666-processed-gene-0.8&CDS=1-741	YLR150W
OG0002827	genemark-cer-_s666-processed-gene-0.1-mRNA-1_1&gene=genemark-cer-_s666-processed-gene-0.1&CDS=1-2163	YDR169C
OG0002828	genemark-cer-_s666-processed-gene-0.2-mRNA-1_1&gene=genemark-cer-_s666-processed-gene-0.2&CDS=1-2346	YBR202W
OG0002829	genemark-cer-_s667-processed-gene-0.26-mRNA-1_1&gene=genemark-cer-_s667-processed-gene-0.26&CDS=1-1494	YMR171C
OG0002830	genemark-cer-_s667-processed-gene-0.27-mRNA-1_1&gene=genemark-cer-_s667-processed-gene-0.27&CDS=1-3075	YPR026W
OG0002831	genemark-cer-_s669-processed-gene-0.20-mRNA-1_1&gene=genemark-cer-_s669-processed-gene-0.20&CDS=1-1200	YDR336W
OG0002832	augustus_masked-cer-_s669-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-cer-_s669-processed-gene-0.15&CDS=1-591	YHR089C
OG0002833	snap_masked-cer-_s669-processed-gene-0.1-mRNA-1_1&gene=snap_masked-cer-_s669-processed-gene-0.1&CDS=1-4110	YBL047C
OG0002834	maker-cer-_s669-snap-gene-0.30-mRNA-1_1&gene=maker-cer-_s669-snap-gene-0.30&CDS=1-2217	YLL057C
OG0002835	genemark-cer-_s67-processed-gene-0.55-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-0.55&CDS=1-1815	YDR049W
OG0002836	genemark-cer-_s67-processed-gene-0.56-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-0.56&CDS=1-1083	YDR047W
OG0002837	genemark-cer-_s67-processed-gene-0.38-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-0.38&CDS=1-2955	YBR074W
OG0002838	snap_masked-cer-_s67-processed-gene-0.86-mRNA-1_1&gene=snap_masked-cer-_s67-processed-gene-0.86&CDS=1-294	YHR087W
OG0002839	genemark-cer-_s67-processed-gene-0.40-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-0.40&CDS=1-2058	YDR333C
OG0002840	genemark-cer-_s67-processed-gene-0.41-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-0.41&CDS=1-1842	YHR039C
OG0002841	genemark-cer-_s67-processed-gene-0.57-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-0.57&CDS=1-333	YHR039C-A
OG0002842	genemark-cer-_s67-processed-gene-0.58-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-0.58&CDS=1-4566	YDR334W
OG0002843	augustus_masked-cer-_s67-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-cer-_s67-processed-gene-0.21&CDS=1-600	YLR271W
OG0002844	genemark-cer-_s67-processed-gene-0.43-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-0.43&CDS=1-927	YOR174W
OG0002845	genemark-cer-_s67-processed-gene-0.62-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-0.62&CDS=1-1149	YOR176W
OG0002846	snap_masked-cer-_s67-processed-gene-0.109-mRNA-1_1&gene=snap_masked-cer-_s67-processed-gene-0.109&CDS=1-1779	YOR175C
OG0002847	snap_masked-cer-_s67-processed-gene-0.110-mRNA-1_1&gene=snap_masked-cer-_s67-processed-gene-0.110&CDS=1-3429	YLR272C
OG0002848	genemark-cer-_s67-processed-gene-0.64-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-0.64&CDS=1-1617	YMR005W
OG0002849	genemark-cer-_s67-processed-gene-0.44-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-0.44&CDS=1-1101	YOL010W
OG0002850	genemark-cer-_s67-processed-gene-0.65-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-0.65&CDS=1-8658	YKL203C
OG0002851	genemark-cer-_s67-processed-gene-0.66-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-0.66&CDS=1-1647	YJR064W
OG0002852	genemark-cer-_s67-processed-gene-0.45-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-0.45&CDS=1-951	YJR070C
OG0002853	genemark-cer-_s67-processed-gene-0.67-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-0.67&CDS=1-369	YJR063W
OG0002854	genemark-cer-_s67-processed-gene-0.46-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-0.46&CDS=1-915	YOR004W
OG0002855	snap_masked-cer-_s67-processed-gene-0.116-mRNA-1_1&gene=snap_masked-cer-_s67-processed-gene-0.116&CDS=1-2787	YNL023C
OG0002856	snap_masked-cer-_s67-processed-gene-0.117-mRNA-1_1&gene=snap_masked-cer-_s67-processed-gene-0.117&CDS=1-2523	YOR233W
OG0002857	genemark-cer-_s67-processed-gene-0.47-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-0.47&CDS=1-3792	YMR076C
OG0002858	genemark-cer-_s67-processed-gene-0.69-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-0.69&CDS=1-1461	YDL207W
OG0002859	genemark-cer-_s67-processed-gene-0.48-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-0.48&CDS=1-858	YDR237W
OG0002860	genemark-cer-_s67-processed-gene-0.49-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-0.49&CDS=1-663	YGR042W
OG0002861	genemark-cer-_s67-processed-gene-0.50-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-0.50&CDS=1-1107	YOL001W
OG0002862	augustus_masked-cer-_s67-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-cer-_s67-processed-gene-0.12&CDS=1-882	YMR178W
OG0002863	augustus_masked-cer-_s67-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-cer-_s67-processed-gene-0.33&CDS=1-2889	YOR335C
OG0002864	genemark-cer-_s67-processed-gene-0.73-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-0.73&CDS=1-1020	YHR052W
OG0002865	genemark-cer-_s67-processed-gene-0.75-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-0.75&CDS=1-1335	YMR065W
OG0002866	genemark-cer-_s67-processed-gene-0.76-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-0.76&CDS=1-966	YMR063W
OG0002867	maker-cer-_s67-snap-gene-1.99-mRNA-1_1&gene=maker-cer-_s67-snap-gene-1.99&CDS=1-5208	YKL078W
OG0002868	genemark-cer-_s67-processed-gene-1.51-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-1.51&CDS=1-1572	YPL097W
OG0002869	genemark-cer-_s67-processed-gene-1.52-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-1.52&CDS=1-1113	YPL096W
OG0002870	genemark-cer-_s67-processed-gene-1.55-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-1.55&CDS=1-1389	YPL120W
OG0002871	augustus_masked-cer-_s67-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-cer-_s67-processed-gene-1.8&CDS=1-1158	YDR459C
OG0002872	genemark-cer-_s67-processed-gene-1.60-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-1.60&CDS=1-588	YHR026W
OG0002873	genemark-cer-_s67-processed-gene-1.82-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-1.82&CDS=1-2835	YHR027C
OG0002874	genemark-cer-_s67-processed-gene-1.61-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-1.61&CDS=1-1734	YJL201W
OG0002875	genemark-cer-_s67-processed-gene-1.84-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-1.84&CDS=1-936	YLR146C
OG0002876	genemark-cer-_s67-processed-gene-1.85-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-1.85&CDS=1-669	YLR145W
OG0002877	genemark-cer-_s67-processed-gene-1.64-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-1.64&CDS=1-1143	YDR161W
OG0002878	genemark-cer-_s67-processed-gene-1.87-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-1.87&CDS=1-3873	YLL021W
OG0002879	genemark-cer-_s67-processed-gene-1.88-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-1.88&CDS=1-855	YDL052C
OG0002880	genemark-cer-_s67-processed-gene-1.89-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-1.89&CDS=1-1881	YOR129C
OG0002881	genemark-cer-_s67-processed-gene-1.90-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-1.90&CDS=1-645	YDR381W
OG0002882	genemark-cer-_s67-processed-gene-1.68-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-1.68&CDS=1-1359	YOR301W
OG0002883	genemark-cer-_s67-processed-gene-1.69-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-1.69&CDS=1-1683	YOR128C
OG0002884	genemark-cer-_s67-processed-gene-1.93-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-1.93&CDS=1-1779	YBR083W
OG0002885	genemark-cer-_s67-processed-gene-1.94-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-1.94&CDS=1-2169	YPR031W
OG0002886	genemark-cer-_s67-processed-gene-1.95-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-1.95&CDS=1-1314	YDR364C
OG0002887	genemark-cer-_s67-processed-gene-1.73-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-1.73&CDS=1-900	YDR361C
OG0002888	genemark-cer-_s67-processed-gene-1.74-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-1.74&CDS=1-2775	YBR079C
OG0002889	genemark-cer-_s67-processed-gene-1.75-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-1.75&CDS=1-990	YCR036W
OG0002890	genemark-cer-_s67-processed-gene-1.76-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-1.76&CDS=1-741	YBR153W
OG0002891	snap_masked-cer-_s67-processed-gene-1.153-mRNA-1_1&gene=snap_masked-cer-_s67-processed-gene-1.153&CDS=1-1188	YBR154C
OG0002892	genemark-cer-_s67-processed-gene-1.77-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-1.77&CDS=1-1461	YJL194W
OG0002893	genemark-cer-_s67-processed-gene-2.40-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-2.40&CDS=1-3402	YCR033W
OG0002894	genemark-cer-_s67-processed-gene-2.41-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-2.41&CDS=1-948	YBR146W
OG0002895	genemark-cer-_s67-processed-gene-2.44-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-2.44&CDS=1-1338	YNL040W
OG0002896	genemark-cer-_s67-processed-gene-2.42-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-2.42&CDS=1-627	YKL119C
OG0002897	genemark-cer-_s67-processed-gene-2.63-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-2.63&CDS=1-864	YOL077C
OG0002898	snap_masked-cer-_s67-processed-gene-2.104-mRNA-1_1&gene=snap_masked-cer-_s67-processed-gene-2.104&CDS=1-198	YOL077W-A
OG0002899	genemark-cer-_s67-processed-gene-2.65-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-2.65&CDS=1-2583	YOL078W
OG0002900	genemark-cer-_s67-processed-gene-2.50-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-2.50&CDS=1-1281	YOL097C
OG0002901	genemark-cer-_s67-processed-gene-2.51-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-2.51&CDS=1-606	YDR487C
OG0002902	genemark-cer-_s67-processed-gene-2.67-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-2.67&CDS=1-2928	YOL021C
OG0002903	genemark-cer-_s67-processed-gene-2.68-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-2.68&CDS=1-948	YKL051W
OG0002904	genemark-cer-_s67-processed-gene-2.70-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-2.70&CDS=1-1845	YJR002W
OG0002905	genemark-cer-_s67-processed-gene-2.53-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-2.53&CDS=1-747	YGL136C
OG0002906	genemark-cer-_s67-processed-gene-2.71-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-2.71&CDS=1-1143	YJL171C
OG0002907	genemark-cer-_s67-processed-gene-2.56-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-2.56&CDS=1-4776	YGR098C
OG0002908	genemark-cer-_s67-processed-gene-2.73-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-2.73&CDS=1-2502	YMR100W
OG0002909	genemark-cer-_s67-processed-gene-2.75-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-2.75&CDS=1-2436	YMR078C
OG0002910	genemark-cer-_s67-processed-gene-2.76-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-2.76&CDS=1-897	YMR079W
OG0002911	genemark-cer-_s67-processed-gene-2.77-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-2.77&CDS=1-3534	YKL092C
OG0002912	genemark-cer-_s67-processed-gene-2.58-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-2.58&CDS=1-2781	YMR080C
OG0002913	genemark-cer-_s67-processed-gene-2.59-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-2.59&CDS=1-453	YDR092W
OG0002914	genemark-cer-_s67-processed-gene-2.61-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-2.61&CDS=1-897	YBR085W
OG0002915	genemark-cer-_s67-processed-gene-2.79-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-2.79&CDS=1-1287	YOL052C
OG0002916	genemark-cer-_s67-processed-gene-3.105-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-3.105&CDS=1-2067	YKR001C
OG0002917	genemark-cer-_s67-processed-gene-3.106-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-3.106&CDS=1-510	YBR022W
OG0002918	genemark-cer-_s67-processed-gene-3.108-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-3.108&CDS=1-1203	YNL292W
OG0002919	genemark-cer-_s67-processed-gene-3.109-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-3.109&CDS=1-699	YOL110W
OG0002920	genemark-cer-_s67-processed-gene-3.126-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-3.126&CDS=1-798	YAL039C
OG0002921	genemark-cer-_s67-processed-gene-3.127-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-3.127&CDS=1-903	YHL013C
OG0002922	genemark-cer-_s67-processed-gene-3.114-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-3.114&CDS=1-1578	YOR355W
OG0002923	genemark-cer-_s67-processed-gene-3.129-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-3.129&CDS=1-2070	YOR356W
OG0002924	genemark-cer-_s67-processed-gene-3.130-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-3.130&CDS=1-2364	YAL041W
OG0002925	genemark-cer-_s67-processed-gene-3.115-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-3.115&CDS=1-1242	YAL042W
OG0002926	genemark-cer-_s67-processed-gene-3.132-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-3.132&CDS=1-822	YNL252C
OG0002927	genemark-cer-_s67-processed-gene-3.116-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-3.116&CDS=1-2016	YNL251C
OG0002928	genemark-cer-_s67-processed-gene-3.133-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-3.133&CDS=1-2049	YPR024W
OG0002929	genemark-cer-_s67-processed-gene-3.134-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-3.134&CDS=1-2139	YBL097W
OG0002930	genemark-cer-_s67-processed-gene-3.135-mRNA-1_1&gene=genemark-cer-_s67-processed-gene-3.135&CDS=1-984	YIL019W
