	Saccharomyces_cerevisiae	yHMPu5000035696_Hanseniaspora_singularis
OG0002657	YOR043W	snap_masked-flattened_line_36-processed-gene-0.179-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.179&CDS=1-1602
OG0002658	YOR046C	snap_masked-flattened_line_36-processed-gene-0.214-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.214&CDS=1-1359
OG0002659	YOR048C	augustus_masked-flattened_line_36-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.12&CDS=1-3120
OG0002660	YOR052C	augustus_masked-flattened_line_36-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.10&CDS=1-339
OG0002661	YOR056C	augustus_masked-flattened_line_36-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.7&CDS=1-1584
OG0002662	YOR057W	augustus_masked-flattened_line_36-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.48&CDS=1-675
OG0002663	YOR058C	augustus_masked-flattened_line_36-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.6&CDS=1-2988
OG0002664	YOR059C	augustus_masked-flattened_line_36-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.5&CDS=1-1452
OG0002665	YOR061W	snap_masked-flattened_line_36-processed-gene-0.209-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.209&CDS=1-1023
OG0002666	YOR063W	snap_masked-flattened_line_36-processed-gene-0.208-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.208&CDS=1-1161
OG0002667	YOR065W	snap_masked-flattened_line_36-processed-gene-0.207-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.207&CDS=1-855
OG0002668	YOR067C	snap_masked-flattened_line_42-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.60&CDS=1-1722
OG0002669	YOR069W	snap_masked-flattened_line_36-processed-gene-0.166-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.166&CDS=1-2280
OG0002670	YOR070C	augustus_masked-flattened_line_36-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.43&CDS=1-1632
OG0002671	YOR074C	snap_masked-flattened_line_36-processed-gene-0.204-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.204&CDS=1-903
OG0002672	YOR075W	augustus_masked-flattened_line_8-processed-gene-1.214-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.214&CDS=1-1056
OG0002673	YOR079C	augustus_masked-flattened_line_287-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_287-processed-gene-0.7&CDS=1-969
OG0002674	YOR085W	augustus_masked-flattened_line_86-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.16&CDS=1-1044
OG0002675	YOR086C	augustus_masked-flattened_line_86-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.2&CDS=1-3813
OG0002676	YOR087W	augustus_masked-flattened_line_2-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.88&CDS=1-1911
OG0002677	YOR090C	augustus_masked-flattened_line_2-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.87&CDS=1-1359
OG0002678	YOR091W	snap_masked-flattened_line_2-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.32&CDS=1-1011
OG0002679	YOR093C	augustus_masked-flattened_line_2-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.108&CDS=1-7122
OG0002680	YOR095C	snap_masked-flattened_line_92-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.91&CDS=1-858
OG0002681	YOR099W	snap_masked-flattened_line_92-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.76&CDS=1-1224
OG0002682	YOR103C	snap_masked-flattened_line_92-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.93&CDS=1-348
OG0002683	YOR104W	snap_masked-flattened_line_92-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.80&CDS=1-630
OG0002684	YOR111W	augustus_masked-flattened_line_24-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.65&CDS=1-693
OG0002685	YOR113W	snap_masked-flattened_line_24-processed-gene-0.243-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.243&CDS=1-3729
OG0002686	YOR115C	augustus_masked-flattened_line_24-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.22&CDS=1-588
OG0002687	YOR116C	snap_masked-flattened_line_58-processed-gene-0.153-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.153&CDS=1-4425
OG0002688	YOR117W	snap_masked-flattened_line_58-processed-gene-0.151-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.151&CDS=1-1278
OG0002689	YOR119C	augustus_masked-flattened_line_58-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.72&CDS=1-1407
OG0002690	YOR122C	augustus_masked-flattened_line_58-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.70&CDS=1-378
OG0002691	YOR123C	snap_masked-flattened_line_58-processed-gene-0.124-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.124&CDS=1-1281
OG0002692	YOR124C	augustus_masked-flattened_line_58-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.67&CDS=1-2484
OG0002693	YOR125C	augustus_masked-flattened_line_58-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.66&CDS=1-699
OG0002694	YOR126C	snap_masked-flattened_line_58-processed-gene-0.118-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.118&CDS=1-780
OG0002695	YOR128C	augustus_masked-flattened_line_154-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_154-processed-gene-0.2&CDS=1-1665
OG0002696	YOR130C	augustus_masked-flattened_line_154-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_154-processed-gene-0.0&CDS=1-852
OG0002697	YOR132W	augustus_masked-flattened_line_22-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.50&CDS=1-2031
OG0002698	YOR136W	augustus_masked-flattened_line_8-processed-gene-1.217-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.217&CDS=1-1068
OG0002699	YOR142W	maker-flattened_line_8-augustus-gene-1.81-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-1.81&CDS=1-3465
OG0002700	YOR143C	augustus_masked-flattened_line_8-processed-gene-1.247-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.247&CDS=1-1035
OG0002701	YOR144C	augustus_masked-flattened_line_8-processed-gene-1.248-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.248&CDS=1-2550
OG0002702	YOR145C	augustus_masked-flattened_line_8-processed-gene-1.249-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.249&CDS=1-777
OG0002703	YOR149C	genemark-flattened_line_8-processed-gene-1.139-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.139&CDS=1-1596
OG0002704	YOR150W	augustus_masked-flattened_line_8-processed-gene-1.205-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.205&CDS=1-549
OG0002705	YOR151C	snap_masked-flattened_line_8-processed-gene-1.55-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.55&CDS=1-3831
OG0002706	YOR154W	snap_masked-flattened_line_14-processed-gene-1.103-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.103&CDS=1-1284
OG0002707	YOR157C	snap_masked-flattened_line_8-processed-gene-1.31-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.31&CDS=1-768
OG0002708	YOR158W	snap_masked-flattened_line_8-processed-gene-1.58-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.58&CDS=1-984
OG0002709	YOR160W	augustus_masked-flattened_line_8-processed-gene-1.236-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.236&CDS=1-3057
OG0002710	YOR161C	augustus_masked-flattened_line_8-processed-gene-1.208-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.208&CDS=1-1569
OG0002711	YOR163W	snap_masked-flattened_line_68-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.27&CDS=1-381
OG0002712	YOR164C	augustus_masked-flattened_line_78-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.102&CDS=1-960
OG0002713	YOR165W	snap_masked-flattened_line_78-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.10&CDS=1-2388
OG0002714	YOR168W	maker-flattened_line_78-augustus-gene-0.68-mRNA-1_1&gene=maker-flattened_line_78-augustus-gene-0.68&CDS=1-2649
OG0002715	YOR175C	snap_masked-flattened_line_98-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.45&CDS=1-1500
OG0002716	YOR176W	augustus_masked-flattened_line_98-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.97&CDS=1-1164
OG0002717	YOR181W	augustus_masked-flattened_line_12-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.109&CDS=1-2358
OG0002718	YOR184W	augustus_masked-flattened_line_12-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.108&CDS=1-1215
OG0002719	YOR187W	snap_masked-flattened_line_126-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_126-processed-gene-0.57&CDS=1-1260
OG0002720	YOR188W	genemark-flattened_line_126-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_126-processed-gene-0.36&CDS=1-3474
OG0002721	YOR191W	augustus_masked-flattened_line_52-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.77&CDS=1-4287
OG0002722	YOR196C	snap_masked-flattened_line_265-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_265-processed-gene-0.7&CDS=1-1266
OG0002723	YOR197W	augustus_masked-flattened_line_18-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.113&CDS=1-1404
OG0002724	YOR198C	snap_masked-flattened_line_18-processed-gene-1.56-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.56&CDS=1-1416
OG0002725	YOR202W	augustus_masked-flattened_line_18-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.93&CDS=1-705
OG0002726	YOR204W	augustus_masked-flattened_line_18-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.94&CDS=1-1926
OG0002727	YOR206W	augustus_masked-flattened_line_295-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_295-processed-gene-0.3&CDS=1-2061
OG0002728	YOR207C	augustus_masked-flattened_line_108-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.25&CDS=1-3447
OG0002729	YOR209C	augustus_masked-flattened_line_18-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.70&CDS=1-1302
OG0002730	YOR210W	snap_masked-flattened_line_18-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.7&CDS=1-228
OG0002731	YOR211C	augustus_masked-flattened_line_18-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.72&CDS=1-2670
OG0002732	YOR212W	snap_masked-flattened_line_18-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.9&CDS=1-1272
OG0002733	YOR215C	augustus_masked-flattened_line_18-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.74&CDS=1-534
OG0002734	YOR216C	augustus_masked-flattened_line_18-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.75&CDS=1-1449
OG0002735	YOR217W	augustus_masked-flattened_line_18-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.55&CDS=1-2574
OG0002736	YOR219C	snap_masked-flattened_line_18-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.38&CDS=1-2730
OG0002737	YOR221C	augustus_masked-flattened_line_18-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.79&CDS=1-1011
OG0002738	YOR224C	augustus_masked-flattened_line_18-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.81&CDS=1-453
OG0002739	YOR232W	augustus_masked-flattened_line_319-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_319-processed-gene-0.2&CDS=1-666
OG0002740	YOR239W	maker-flattened_line_18-snap-gene-1.2-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-1.2&CDS=1-1554
OG0002741	YOR241W	augustus_masked-flattened_line_18-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.89&CDS=1-1629
OG0002742	YOR242C	augustus_masked-flattened_line_18-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.91&CDS=1-1149
OG0002743	YOR243C	snap_masked-flattened_line_108-processed-gene-0.90-mRNA-1_1&gene=snap_masked-flattened_line_108-processed-gene-0.90&CDS=1-2112
OG0002744	YOR244W	augustus_masked-flattened_line_108-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.14&CDS=1-1329
OG0002745	YOR254C	snap_masked-flattened_line_18-processed-gene-1.26-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.26&CDS=1-2187
OG0002746	YOR259C	snap_masked-flattened_line_18-processed-gene-1.23-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.23&CDS=1-1290
OG0002747	YOR260W	maker-flattened_line_18-snap-gene-1.3-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-1.3&CDS=1-1635
OG0002748	YOR261C	snap_masked-flattened_line_18-processed-gene-1.21-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.21&CDS=1-990
OG0002749	YOR262W	snap_masked-flattened_line_18-processed-gene-1.48-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.48&CDS=1-1116
OG0002750	YOR267C	genemark-flattened_line_18-processed-gene-1.142-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.142&CDS=1-2328
OG0002751	YOR270C	snap_masked-flattened_line_18-processed-gene-1.19-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.19&CDS=1-2499
OG0002752	YOR271C	augustus_masked-flattened_line_18-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.77&CDS=1-984
OG0002753	YOR272W	augustus_masked-flattened_line_18-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.102&CDS=1-1341
OG0002754	YOR274W	augustus_masked-flattened_line_18-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.72&CDS=1-1350
OG0002755	YOR276W	snap_masked-flattened_line_18-processed-gene-1.17-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.17&CDS=1-459
OG0002756	YOR278W	augustus_masked-flattened_line_18-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.97&CDS=1-738
OG0002757	YOR279C	augustus_masked-flattened_line_18-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.83&CDS=1-684
OG0002758	YOR281C	snap_masked-flattened_line_10-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.38&CDS=1-804
OG0002759	YOR283W	augustus_masked-flattened_line_10-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.61&CDS=1-771
OG0002760	YOR287C	snap_masked-flattened_line_10-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.40&CDS=1-1122
OG0002761	YOR288C	augustus_masked-flattened_line_10-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.91&CDS=1-1110
OG0002762	YOR289W	augustus_masked-flattened_line_10-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.63&CDS=1-819
OG0002763	YOR291W	augustus_masked-flattened_line_84-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.31&CDS=1-4173
OG0002764	YOR292C	augustus_masked-flattened_line_84-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.14&CDS=1-1218
OG0002765	YOR294W	snap_masked-flattened_line_94-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.35&CDS=1-609
OG0002766	YOR298C-A	augustus_masked-flattened_line_359-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_359-processed-gene-0.4&CDS=1-456
OG0002767	YOR298W	augustus_masked-flattened_line_167-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_167-processed-gene-0.16&CDS=1-1098
OG0002768	YOR303W	maker-flattened_line_50-snap-gene-0.55-mRNA-1_1&gene=maker-flattened_line_50-snap-gene-0.55&CDS=1-4827
OG0002769	YOR306C	augustus_masked-flattened_line_60-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.93&CDS=1-1476
OG0002770	YOR310C	snap_masked-flattened_line_56-processed-gene-0.90-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.90&CDS=1-1521
OG0002771	YOR311C	snap_masked-flattened_line_56-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.91&CDS=1-735
OG0002772	YOR313C	snap_masked-flattened_line_56-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.93&CDS=1-912
OG0002773	YOR317W	snap_masked-flattened_line_56-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.64&CDS=1-2118
OG0002774	YOR322C	augustus_masked-flattened_line_12-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.105&CDS=1-2253
OG0002775	YOR323C	snap_masked-flattened_line_12-processed-gene-1.46-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.46&CDS=1-1374
OG0002776	YOR329C	augustus_masked-flattened_line_54-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.136&CDS=1-2049
OG0002777	YOR330C	augustus_masked-flattened_line_54-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.137&CDS=1-4191
OG0002778	YOR332W	snap_masked-flattened_line_54-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.37&CDS=1-669
OG0002779	YOR334W	snap_masked-flattened_line_112-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_112-processed-gene-0.37&CDS=1-1467
OG0002780	YOR335C	snap_masked-flattened_line_0-processed-gene-2.136-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.136&CDS=1-2889
OG0002781	YOR336W	snap_masked-flattened_line_0-processed-gene-2.133-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.133&CDS=1-4038
OG0002782	YOR337W	augustus_masked-flattened_line_0-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.35&CDS=1-2622
OG0002783	YOR339C	augustus_masked-flattened_line_0-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.70&CDS=1-561
OG0002784	YOR340C	augustus_masked-flattened_line_0-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.71&CDS=1-864
OG0002785	YOR341W	snap_masked-flattened_line_0-processed-gene-2.167-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.167&CDS=1-4959
OG0002786	YOR342C	snap_masked-flattened_line_106-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_106-processed-gene-0.7&CDS=1-936
OG0002787	YOR351C	snap_masked-flattened_line_2-processed-gene-1.41-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.41&CDS=1-1752
OG0002788	YOR352W	augustus_masked-flattened_line_2-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.74&CDS=1-936
OG0002789	YOR353C	augustus_masked-flattened_line_2-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.94&CDS=1-2706
OG0002790	YOR355W	snap_masked-flattened_line_2-processed-gene-1.28-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.28&CDS=1-1425
OG0002791	YOR356W	snap_masked-flattened_line_2-processed-gene-1.29-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.29&CDS=1-1839
