	Kluyveromyces_lactis	Saccharomyces_cerevisiae
OG0003932	augustus_masked-CR382126-processed-gene-20.57-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-20.57&CDS=1-600	YJR014W
OG0003933	augustus_masked-CR382126-processed-gene-20.58-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-20.58&CDS=1-2157	YGR198W
OG0003934	augustus_masked-CR382126-processed-gene-20.76-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-20.76&CDS=1-2379	YGR200C
OG0003935	augustus_masked-CR382126-processed-gene-20.77-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-20.77&CDS=1-1749	YJR016C
OG0003936	augustus_masked-CR382126-processed-gene-20.78-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-20.78&CDS=1-11292	YHR099W
OG0003937	snap_masked-CR382126-processed-gene-20.101-mRNA-1_1&gene=snap_masked-CR382126-processed-gene-20.101&CDS=1-1674	YDR349C
OG0003938	snap_masked-CR382126-processed-gene-20.102-mRNA-1_1&gene=snap_masked-CR382126-processed-gene-20.102&CDS=1-2748	YHR098C
OG0003939	maker-CR382126-augustus-gene-20.45-mRNA-1_1&gene=maker-CR382126-augustus-gene-20.45&CDS=1-1590	YDR348C
OG0003940	augustus_masked-CR382126-processed-gene-20.79-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-20.79&CDS=1-882	YDR347W
OG0003941	augustus_masked-CR382126-processed-gene-20.80-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-20.80&CDS=1-1359	YGL038C
OG0003942	augustus_masked-CR382126-processed-gene-20.81-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-20.81&CDS=1-654	YGL037C
OG0003943	snap_masked-CR382126-processed-gene-20.106-mRNA-1_1&gene=snap_masked-CR382126-processed-gene-20.106&CDS=1-2325	YGL036W
OG0003944	augustus_masked-CR382126-processed-gene-20.82-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-20.82&CDS=1-2091	YLL019C
OG0003945	augustus_masked-CR382126-processed-gene-21.51-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-21.51&CDS=1-1215	YGL172W
OG0003946	augustus_masked-CR382126-processed-gene-21.48-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-21.48&CDS=1-4359	YGL173C
OG0003947	augustus_masked-CR382126-processed-gene-21.52-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-21.52&CDS=1-804	YGL174W
OG0003948	snap_masked-CR382126-processed-gene-21.2-mRNA-1_1&gene=snap_masked-CR382126-processed-gene-21.2&CDS=1-1047	YGL175C
OG0003949	augustus_masked-CR382126-processed-gene-21.50-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-21.50&CDS=1-1353	YOL069W
OG0003950	augustus_masked-CR382126-processed-gene-21.53-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-21.53&CDS=1-759	YDL043C
OG0003951	maker-CR382126-augustus-gene-21.42-mRNA-1_1&gene=maker-CR382126-augustus-gene-21.42&CDS=1-999	YGR165W
OG0003952	snap_masked-CR382126-processed-gene-21.7-mRNA-1_1&gene=snap_masked-CR382126-processed-gene-21.7&CDS=1-2025	YJL019W
OG0003953	snap_masked-CR382126-processed-gene-21.8-mRNA-1_1&gene=snap_masked-CR382126-processed-gene-21.8&CDS=1-1623	YJL016W
OG0003954	augustus_masked-CR382126-processed-gene-21.56-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-21.56&CDS=1-1602	YJL014W
OG0003955	augustus_masked-CR382126-processed-gene-21.74-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-21.74&CDS=1-2877	YGR188C
OG0003956	augustus_masked-CR382126-processed-gene-21.75-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-21.75&CDS=1-2187	YJL012C
OG0003957	snap_masked-CR382126-processed-gene-21.29-mRNA-1_1&gene=snap_masked-CR382126-processed-gene-21.29&CDS=1-465	YJL011C
OG0003958	augustus_masked-CR382126-processed-gene-21.76-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-21.76&CDS=1-1398	YGR189C
OG0003959	genemark-CR382126-processed-gene-21.118-mRNA-1_1&gene=genemark-CR382126-processed-gene-21.118&CDS=1-468	YLR170C
OG0003960	augustus_masked-CR382126-processed-gene-21.78-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-21.78&CDS=1-894	YLR172C
OG0003961	snap_masked-CR382126-processed-gene-21.11-mRNA-1_1&gene=snap_masked-CR382126-processed-gene-21.11&CDS=1-1764	YLR173W
OG0003962	snap_masked-CR382126-processed-gene-21.13-mRNA-1_1&gene=snap_masked-CR382126-processed-gene-21.13&CDS=1-519	YLR251W
OG0003963	augustus_masked-CR382126-processed-gene-21.61-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-21.61&CDS=1-1689	YLR253W
OG0003964	augustus_masked-CR382126-processed-gene-21.80-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-21.80&CDS=1-1002	YGL159W
OG0003965	augustus_masked-CR382126-processed-gene-21.62-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-21.62&CDS=1-3759	YLR256W
OG0003966	augustus_masked-CR382126-processed-gene-21.81-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-21.81&CDS=1-1524	YGL160W
OG0003967	snap_masked-CR382126-processed-gene-21.17-mRNA-1_1&gene=snap_masked-CR382126-processed-gene-21.17&CDS=1-2388	YLR257W
OG0003968	augustus_masked-CR382126-processed-gene-21.67-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-21.67&CDS=1-1281	YOL016C
OG0003969	augustus_masked-CR382126-processed-gene-21.82-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-21.82&CDS=1-2820	YFR013W
OG0003970	augustus_masked-CR382126-processed-gene-21.69-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-21.69&CDS=1-4959	YOR341W
OG0003971	augustus_masked-CR382126-processed-gene-21.83-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-21.83&CDS=1-2901	YAL035W
OG0003972	augustus_masked-CR382126-processed-gene-21.70-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-21.70&CDS=1-1107	YAL036C
OG0003973	snap_masked-CR382126-processed-gene-21.38-mRNA-1_1&gene=snap_masked-CR382126-processed-gene-21.38&CDS=1-984	YOR342C
OG0003974	augustus_masked-CR382126-processed-gene-21.85-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-21.85&CDS=1-843	YOR344C
OG0003975	augustus_masked-CR382126-processed-gene-21.72-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-21.72&CDS=1-2487	YOR346W
OG0003976	augustus_masked-CR382126-processed-gene-21.86-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-21.86&CDS=1-1503	YAL038W
OG0003977	augustus_masked-CR382126-processed-gene-21.87-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-21.87&CDS=1-1719	YOR348C
OG0003978	augustus_masked-CR382126-processed-gene-22.101-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-22.101&CDS=1-3039	YOR349W
OG0003979	augustus_masked-CR382126-processed-gene-22.103-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-22.103&CDS=1-1461	YOR351C
OG0003980	augustus_masked-CR382126-processed-gene-22.105-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-22.105&CDS=1-3279	YOR109W
OG0003981	augustus_masked-CR382126-processed-gene-22.127-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-22.127&CDS=1-660	YNL107W
OG0003982	augustus_masked-CR382126-processed-gene-22.106-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-22.106&CDS=1-1170	YNL108C
OG0003983	augustus_masked-CR382126-processed-gene-22.107-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-22.107&CDS=1-639	YOR111W
OG0003984	augustus_masked-CR382126-processed-gene-22.108-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-22.108&CDS=1-744	YNL110C
OG0003985	augustus_masked-CR382126-processed-gene-22.109-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-22.109&CDS=1-369	YNL111C
OG0003986	augustus_masked-CR382126-processed-gene-22.110-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-22.110&CDS=1-2163	YOR112W
OG0003987	maker-CR382126-augustus-gene-22.98-mRNA-1_1&gene=maker-CR382126-augustus-gene-22.98&CDS=1-1662	YNL112W
OG0003988	augustus_masked-CR382126-processed-gene-22.129-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-22.129&CDS=1-381	YNL113W
OG0003989	augustus_masked-CR382126-processed-gene-22.111-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-22.111&CDS=1-2346	YOR113W
OG0003990	augustus_masked-CR382126-processed-gene-22.112-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-22.112&CDS=1-810	YOR114W
OG0003991	augustus_masked-CR382126-processed-gene-22.130-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-22.130&CDS=1-810	YOR115C
OG0003992	augustus_masked-CR382126-processed-gene-22.113-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-22.113&CDS=1-1947	YHR114W
OG0003993	snap_masked-CR382126-processed-gene-22.14-mRNA-1_1&gene=snap_masked-CR382126-processed-gene-22.14&CDS=1-1857	YNL115C
OG0003994	augustus_masked-CR382126-processed-gene-22.132-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-22.132&CDS=1-1665	YNL117W
OG0003995	augustus_masked-CR382126-processed-gene-22.115-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-22.115&CDS=1-2430	YNL118C
OG0003996	augustus_masked-CR382126-processed-gene-22.133-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-22.133&CDS=1-1278	YNL119W
OG0003997	augustus_masked-CR382126-processed-gene-22.116-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-22.116&CDS=1-366	YHR116W
OG0003998	augustus_masked-CR382126-processed-gene-22.117-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-22.117&CDS=1-1812	YNL121C
OG0003999	snap_masked-CR382126-processed-gene-22.18-mRNA-1_1&gene=snap_masked-CR382126-processed-gene-22.18&CDS=1-285	YNL122C
OG0004000	augustus_masked-CR382126-processed-gene-22.134-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-22.134&CDS=1-2955	YNL123W
OG0004001	augustus_masked-CR382126-processed-gene-22.135-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-22.135&CDS=1-1248	YHR118C
OG0004002	augustus_masked-CR382126-processed-gene-22.118-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-22.118&CDS=1-3000	YHR119W
OG0004003	augustus_masked-CR382126-processed-gene-22.119-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-22.119&CDS=1-2820	YHR120W
OG0004004	augustus_masked-CR382126-processed-gene-22.136-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-22.136&CDS=1-1455	YNL124W
OG0004005	augustus_masked-CR382126-processed-gene-22.120-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-22.120&CDS=1-1956	YNL125C
OG0004006	snap_masked-CR382126-processed-gene-22.40-mRNA-1_1&gene=snap_masked-CR382126-processed-gene-22.40&CDS=1-2478	YNL126W
OG0004007	augustus_masked-CR382126-processed-gene-22.138-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-22.138&CDS=1-2781	YNL127W
OG0004008	augustus_masked-CR382126-processed-gene-22.121-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-22.121&CDS=1-555	YHR121W
OG0004009	snap_masked-CR382126-processed-gene-22.42-mRNA-1_1&gene=snap_masked-CR382126-processed-gene-22.42&CDS=1-1299	YNL128W
OG0004010	augustus_masked-CR382126-processed-gene-22.140-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-22.140&CDS=1-726	YNL129W
OG0004011	augustus_masked-CR382126-processed-gene-22.141-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-22.141&CDS=1-462	YNL131W
OG0004012	augustus_masked-CR382126-processed-gene-22.142-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-22.142&CDS=1-3165	YNL132W
OG0004013	genemark-CR382126-processed-gene-22.73-mRNA-1_1&gene=genemark-CR382126-processed-gene-22.73&CDS=1-1731	YHR124W
OG0004014	augustus_masked-CR382126-processed-gene-22.124-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-22.124&CDS=1-492	YNL133C
OG0004015	snap_masked-CR382126-processed-gene-22.28-mRNA-1_1&gene=snap_masked-CR382126-processed-gene-22.28&CDS=1-243	YOL108C
OG0004016	augustus_masked-CR382126-processed-gene-22.144-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-22.144&CDS=1-1098	YBR026C
OG0004017	augustus_masked-CR382126-processed-gene-23.51-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-23.51&CDS=1-1668	YBR028C
OG0004018	augustus_masked-CR382126-processed-gene-23.52-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-23.52&CDS=1-1320	YBR029C
OG0004019	augustus_masked-CR382126-processed-gene-23.53-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-23.53&CDS=1-1590	YDL030W
OG0004020	augustus_masked-CR382126-processed-gene-23.54-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-23.54&CDS=1-2919	YDL031W
OG0004021	maker-CR382126-augustus-gene-23.98-mRNA-1_1&gene=maker-CR382126-augustus-gene-23.98&CDS=1-2286	YOL064C
OG0004022	maker-CR382126-snap-gene-23.0-mRNA-1_1&gene=maker-CR382126-snap-gene-23.0&CDS=1-2223	YDL035C
OG0004023	maker-CR382126-augustus-gene-23.99-mRNA-1_1&gene=maker-CR382126-augustus-gene-23.99&CDS=1-2754	YOL066C
OG0004024	augustus_masked-CR382126-processed-gene-23.57-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-23.57&CDS=1-1368	YMR239C
OG0004025	augustus_masked-CR382126-processed-gene-23.77-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-23.77&CDS=1-1227	YOR303W
OG0004026	augustus_masked-CR382126-processed-gene-23.78-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-23.78&CDS=1-1272	YOR301W
OG0004027	augustus_masked-CR382126-processed-gene-23.82-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-23.82&CDS=1-396	YMR236W
OG0004028	augustus_masked-CR382126-processed-gene-23.58-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-23.58&CDS=1-450	YOR298C-A
OG0004029	augustus_masked-CR382126-processed-gene-23.59-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-23.59&CDS=1-1167	YMR235C
OG0004030	snap_masked-CR382126-processed-gene-23.135-mRNA-1_1&gene=snap_masked-CR382126-processed-gene-23.135&CDS=1-834	YOR298W
OG0004031	snap_masked-CR382126-processed-gene-23.113-mRNA-1_1&gene=snap_masked-CR382126-processed-gene-23.113&CDS=1-579	YOR297C
OG0004032	augustus_masked-CR382126-processed-gene-23.61-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-23.61&CDS=1-1308	YFL026W
OG0004033	genemark-CR382126-processed-gene-23.38-mRNA-1_1&gene=genemark-CR382126-processed-gene-23.38&CDS=1-2925	YFL025C
OG0004034	augustus_masked-CR382126-processed-gene-23.85-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-23.85&CDS=1-2418	YFL024C
OG0004035	augustus_masked-CR382126-processed-gene-23.62-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-23.62&CDS=1-2226	YFL023W
OG0004036	augustus_masked-CR382126-processed-gene-23.64-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-23.64&CDS=1-1977	YLR054C
OG0004037	augustus_masked-CR382126-processed-gene-23.86-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-23.86&CDS=1-1497	YFL022C
OG0004038	snap_masked-CR382126-processed-gene-23.139-mRNA-1_1&gene=snap_masked-CR382126-processed-gene-23.139&CDS=1-591	YLR052W
OG0004039	augustus_masked-CR382126-processed-gene-23.65-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-23.65&CDS=1-672	YLR051C
OG0004040	augustus_masked-CR382126-processed-gene-23.88-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-23.88&CDS=1-3807	YMR012W
OG0004041	augustus_masked-CR382126-processed-gene-23.67-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-23.67&CDS=1-672	YKL041W
OG0004042	augustus_masked-CR382126-processed-gene-23.89-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-23.89&CDS=1-1215	YHL020C
OG0004043	augustus_masked-CR382126-processed-gene-23.90-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-23.90&CDS=1-1521	YHL019C
OG0004044	augustus_masked-CR382126-processed-gene-23.69-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-23.69&CDS=1-345	YHL018W
OG0004045	augustus_masked-CR382126-processed-gene-23.91-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-23.91&CDS=1-768	YKL040C
OG0004046	augustus_masked-CR382126-processed-gene-23.70-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-23.70&CDS=1-1503	YKL039W
OG0004047	augustus_masked-CR382126-processed-gene-23.71-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-23.71&CDS=1-351	YHL015W
OG0004048	augustus_masked-CR382126-processed-gene-23.93-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-23.93&CDS=1-1227	YHL014C
OG0004049	augustus_masked-CR382126-processed-gene-23.94-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-23.94&CDS=1-951	YHL013C
OG0004050	augustus_masked-CR382126-processed-gene-23.72-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-23.72&CDS=1-3021	YKL038W
OG0004051	augustus_masked-CR382126-processed-gene-23.73-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-23.73&CDS=1-1500	YKL035W
OG0004052	augustus_masked-CR382126-processed-gene-23.74-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-23.74&CDS=1-2844	YKL034W
OG0004053	augustus_masked-CR382126-processed-gene-23.95-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-23.95&CDS=1-960	YHL011C
OG0004054	augustus_masked-CR382126-processed-gene-24.55-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-24.55&CDS=1-1551	YHL010C
OG0004055	augustus_masked-CR382126-processed-gene-24.52-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-24.52&CDS=1-3009	YKL033W
OG0004056	augustus_masked-CR382126-processed-gene-24.53-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-24.53&CDS=1-2052	YHL008C
OG0004057	augustus_masked-CR382126-processed-gene-24.54-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-24.54&CDS=1-3732	YMR076C
OG0004058	augustus_masked-CR382126-processed-gene-24.80-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-24.80&CDS=1-1857	YMR075W
OG0004059	augustus_masked-CR382126-processed-gene-24.56-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-24.56&CDS=1-399	YMR074C
OG0004060	augustus_masked-CR382126-processed-gene-24.57-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-24.57&CDS=1-267	YHR005C-A
OG0004061	augustus_masked-CR382126-processed-gene-24.81-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-24.81&CDS=1-813	YKL087C
OG0004062	augustus_masked-CR382126-processed-gene-24.58-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-24.58&CDS=1-1341	YHR005C
OG0004063	snap_masked-CR382126-processed-gene-24.9-mRNA-1_1&gene=snap_masked-CR382126-processed-gene-24.9&CDS=1-396	YKL086W
OG0004064	snap_masked-CR382126-processed-gene-24.10-mRNA-1_1&gene=snap_masked-CR382126-processed-gene-24.10&CDS=1-1014	YKL085W
OG0004065	snap_masked-CR382126-processed-gene-24.11-mRNA-1_1&gene=snap_masked-CR382126-processed-gene-24.11&CDS=1-375	YKL084W
OG0004066	augustus_masked-CR382126-processed-gene-24.82-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-24.82&CDS=1-1008	YMR068W
OG0004067	augustus_masked-CR382126-processed-gene-24.60-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-24.60&CDS=1-657	YMR067C
OG0004068	snap_masked-CR382126-processed-gene-24.35-mRNA-1_1&gene=snap_masked-CR382126-processed-gene-24.35&CDS=1-2493	YMR066W
OG0004069	augustus_masked-CR382126-processed-gene-24.84-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-24.84&CDS=1-1341	YKL082C
OG0004070	maker-CR382126-augustus-gene-24.101-mRNA-1_1&gene=maker-CR382126-augustus-gene-24.101&CDS=1-1248	YKL081W
OG0004071	augustus_masked-CR382126-processed-gene-24.62-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-24.62&CDS=1-1173	YKL080W
OG0004072	augustus_masked-CR382126-processed-gene-24.63-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-24.63&CDS=1-1176	YLL057C
OG0004073	augustus_masked-CR382126-processed-gene-24.85-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-24.85&CDS=1-1461	YMR065W
OG0004074	augustus_masked-CR382126-processed-gene-24.86-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-24.86&CDS=1-1470	YMR064W
OG0004075	augustus_masked-CR382126-processed-gene-24.64-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-24.64&CDS=1-2196	YKL078W
OG0004076	augustus_masked-CR382126-processed-gene-24.65-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-24.65&CDS=1-1749	YDR536W
OG0004077	augustus_masked-CR382126-processed-gene-24.66-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-24.66&CDS=1-1323	YMR062C
OG0004078	augustus_masked-CR382126-processed-gene-24.87-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-24.87&CDS=1-1983	YMR061W
OG0004079	augustus_masked-CR382126-processed-gene-24.67-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-24.67&CDS=1-903	YMR060C
OG0004080	snap_masked-CR382126-processed-gene-24.41-mRNA-1_1&gene=snap_masked-CR382126-processed-gene-24.41&CDS=1-372	YMR059W
OG0004081	augustus_masked-CR382126-processed-gene-24.68-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-24.68&CDS=1-1164	YKL077W
OG0004082	snap_masked-CR382126-processed-gene-24.42-mRNA-1_1&gene=snap_masked-CR382126-processed-gene-24.42&CDS=1-1116	YKL075C
OG0004083	genemark-CR382126-processed-gene-24.120-mRNA-1_1&gene=genemark-CR382126-processed-gene-24.120&CDS=1-909	YMR055C
OG0004084	augustus_masked-CR382126-processed-gene-24.90-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-24.90&CDS=1-1767	YKL074C
OG0004085	augustus_masked-CR382126-processed-gene-24.69-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-24.69&CDS=1-2589	YKL073W
