	Lachancea_quebecensis	Saccharomyces_cerevisiae
OG0002999	genemark-LAQU0S12-processed-gene-1.22-mRNA-1_1&gene=genemark-LAQU0S12-processed-gene-1.22&CDS=1-774	YBR088C
OG0003000	genemark-LAQU0S12-processed-gene-1.45-mRNA-1_1&gene=genemark-LAQU0S12-processed-gene-1.45&CDS=1-522	YPR051W
OG0003001	snap_masked-LAQU0S12-processed-gene-1.74-mRNA-1_1&gene=snap_masked-LAQU0S12-processed-gene-1.74&CDS=1-3249	YPR049C
OG0003002	maker-LAQU0S12-augustus-gene-1.152-mRNA-1_1&gene=maker-LAQU0S12-augustus-gene-1.152&CDS=1-3249	YPR048W
OG0003003	genemark-LAQU0S12-processed-gene-1.24-mRNA-1_1&gene=genemark-LAQU0S12-processed-gene-1.24&CDS=1-651	YBL038W
OG0003004	genemark-LAQU0S12-processed-gene-1.48-mRNA-1_1&gene=genemark-LAQU0S12-processed-gene-1.48&CDS=1-1074	YBR087W
OG0003005	genemark-LAQU0S12-processed-gene-1.25-mRNA-1_1&gene=genemark-LAQU0S12-processed-gene-1.25&CDS=1-2868	YBL037W
OG0003006	augustus_masked-LAQU0S12-processed-gene-2.139-mRNA-1_1&gene=augustus_masked-LAQU0S12-processed-gene-2.139&CDS=1-738	YBL036C
OG0003007	augustus_masked-LAQU0S12-processed-gene-2.138-mRNA-1_1&gene=augustus_masked-LAQU0S12-processed-gene-2.138&CDS=1-2673	YBR086C
OG0003008	genemark-LAQU0S12-processed-gene-2.2-mRNA-1_1&gene=genemark-LAQU0S12-processed-gene-2.2&CDS=1-1959	YBL035C
OG0003009	snap_masked-LAQU0S12-processed-gene-2.66-mRNA-1_1&gene=snap_masked-LAQU0S12-processed-gene-2.66&CDS=1-4095	YBL034C
OG0003010	augustus_masked-LAQU0S12-processed-gene-2.141-mRNA-1_1&gene=augustus_masked-LAQU0S12-processed-gene-2.141&CDS=1-246	YBR085C-A
OG0003011	genemark-LAQU0S12-processed-gene-2.33-mRNA-1_1&gene=genemark-LAQU0S12-processed-gene-2.33&CDS=1-918	YBL033C
OG0003012	genemark-LAQU0S12-processed-gene-2.4-mRNA-1_1&gene=genemark-LAQU0S12-processed-gene-2.4&CDS=1-855	YBL032W
OG0003013	augustus_masked-LAQU0S12-processed-gene-2.143-mRNA-1_1&gene=augustus_masked-LAQU0S12-processed-gene-2.143&CDS=1-1089	YBL031W
OG0003014	genemark-LAQU0S12-processed-gene-2.34-mRNA-1_1&gene=genemark-LAQU0S12-processed-gene-2.34&CDS=1-912	YBR085W
OG0003015	augustus_masked-LAQU0S12-processed-gene-2.167-mRNA-1_1&gene=augustus_masked-LAQU0S12-processed-gene-2.167&CDS=1-288	YBL029C-A
OG0003016	genemark-LAQU0S12-processed-gene-2.7-mRNA-1_1&gene=genemark-LAQU0S12-processed-gene-2.7&CDS=1-1347	YBL029W
OG0003017	genemark-LAQU0S12-processed-gene-2.35-mRNA-1_1&gene=genemark-LAQU0S12-processed-gene-2.35&CDS=1-324	YBL028C
OG0003018	genemark-LAQU0S12-processed-gene-2.38-mRNA-1_1&gene=genemark-LAQU0S12-processed-gene-2.38&CDS=1-3378	YDR060W
OG0003019	augustus_masked-LAQU0S12-processed-gene-2.147-mRNA-1_1&gene=augustus_masked-LAQU0S12-processed-gene-2.147&CDS=1-441	YBR082C
OG0003020	genemark-LAQU0S12-processed-gene-2.10-mRNA-1_1&gene=genemark-LAQU0S12-processed-gene-2.10&CDS=1-4065	YBR081C
OG0003021	snap_masked-LAQU0S12-processed-gene-2.106-mRNA-1_1&gene=snap_masked-LAQU0S12-processed-gene-2.106&CDS=1-1557	YDR057W
OG0003022	snap_masked-LAQU0S12-processed-gene-2.75-mRNA-1_1&gene=snap_masked-LAQU0S12-processed-gene-2.75&CDS=1-429	YDR056C
OG0003023	genemark-LAQU0S12-processed-gene-2.12-mRNA-1_1&gene=genemark-LAQU0S12-processed-gene-2.12&CDS=1-2289	YBR080C
OG0003024	maker-LAQU0S12-snap-gene-2.194-mRNA-1_1&gene=maker-LAQU0S12-snap-gene-2.194&CDS=1-3288	YBR079C
OG0003025	snap_masked-LAQU0S12-processed-gene-2.107-mRNA-1_1&gene=snap_masked-LAQU0S12-processed-gene-2.107&CDS=1-1266	YBR078W
OG0003026	genemark-LAQU0S12-processed-gene-2.41-mRNA-1_1&gene=genemark-LAQU0S12-processed-gene-2.41&CDS=1-1701	YMR250W
OG0003027	genemark-LAQU0S12-processed-gene-2.42-mRNA-1_1&gene=genemark-LAQU0S12-processed-gene-2.42&CDS=1-1197	YOL052C
OG0003028	genemark-LAQU0S12-processed-gene-2.15-mRNA-1_1&gene=genemark-LAQU0S12-processed-gene-2.15&CDS=1-627	YOR319W
OG0003029	snap_masked-LAQU0S12-processed-gene-2.110-mRNA-1_1&gene=snap_masked-LAQU0S12-processed-gene-2.110&CDS=1-1458	YOR320C
OG0003030	snap_masked-LAQU0S12-processed-gene-2.111-mRNA-1_1&gene=snap_masked-LAQU0S12-processed-gene-2.111&CDS=1-4650	YMR247C
OG0003031	genemark-LAQU0S12-processed-gene-2.45-mRNA-1_1&gene=genemark-LAQU0S12-processed-gene-2.45&CDS=1-2088	YOR317W
OG0003032	snap_masked-LAQU0S12-processed-gene-2.115-mRNA-1_1&gene=snap_masked-LAQU0S12-processed-gene-2.115&CDS=1-6051	YPL110C
OG0003033	genemark-LAQU0S12-processed-gene-2.48-mRNA-1_1&gene=genemark-LAQU0S12-processed-gene-2.48&CDS=1-549	YBR164C
OG0003034	genemark-LAQU0S12-processed-gene-2.49-mRNA-1_1&gene=genemark-LAQU0S12-processed-gene-2.49&CDS=1-1341	YBR166C
OG0003035	maker-LAQU0S12-augustus-gene-2.134-mRNA-1_1&gene=maker-LAQU0S12-augustus-gene-2.134&CDS=1-1089	YIR032C
OG0003036	genemark-LAQU0S12-processed-gene-2.50-mRNA-1_1&gene=genemark-LAQU0S12-processed-gene-2.50&CDS=1-402	YBR167C
OG0003037	snap_masked-LAQU0S12-processed-gene-2.84-mRNA-1_1&gene=snap_masked-LAQU0S12-processed-gene-2.84&CDS=1-885	YBR168W
OG0003038	genemark-LAQU0S12-processed-gene-2.22-mRNA-1_1&gene=genemark-LAQU0S12-processed-gene-2.22&CDS=1-645	YPL107W
OG0003039	genemark-LAQU0S12-processed-gene-2.23-mRNA-1_1&gene=genemark-LAQU0S12-processed-gene-2.23&CDS=1-615	YBR171W
OG0003040	genemark-LAQU0S12-processed-gene-2.53-mRNA-1_1&gene=genemark-LAQU0S12-processed-gene-2.53&CDS=1-2298	YPL105C
OG0003041	genemark-LAQU0S12-processed-gene-2.54-mRNA-1_1&gene=genemark-LAQU0S12-processed-gene-2.54&CDS=1-453	YBR173C
OG0003042	genemark-LAQU0S12-processed-gene-2.24-mRNA-1_1&gene=genemark-LAQU0S12-processed-gene-2.24&CDS=1-2775	YPL104W
OG0003043	genemark-LAQU0S12-processed-gene-2.25-mRNA-1_1&gene=genemark-LAQU0S12-processed-gene-2.25&CDS=1-936	YBR176W
OG0003044	genemark-LAQU0S12-processed-gene-2.56-mRNA-1_1&gene=genemark-LAQU0S12-processed-gene-2.56&CDS=1-1371	YPL103C
OG0003045	genemark-LAQU0S12-processed-gene-2.26-mRNA-1_1&gene=genemark-LAQU0S12-processed-gene-2.26&CDS=1-1341	YPL101W
OG0003046	augustus_masked-LAQU0S12-processed-gene-2.160-mRNA-1_1&gene=augustus_masked-LAQU0S12-processed-gene-2.160&CDS=1-1188	YPL100W
OG0003047	maker-LAQU0S12-augustus-gene-2.137-mRNA-1_1&gene=maker-LAQU0S12-augustus-gene-2.137&CDS=1-885	YPL098C
OG0003048	snap_masked-LAQU0S12-processed-gene-2.92-mRNA-1_1&gene=snap_masked-LAQU0S12-processed-gene-2.92&CDS=1-1389	YPL097W
OG0003049	snap_masked-LAQU0S12-processed-gene-2.127-mRNA-1_1&gene=snap_masked-LAQU0S12-processed-gene-2.127&CDS=1-204	YPL096C-A
OG0003050	snap_masked-LAQU0S12-processed-gene-2.93-mRNA-1_1&gene=snap_masked-LAQU0S12-processed-gene-2.93&CDS=1-1035	YPL096W
OG0003051	genemark-LAQU0S12-processed-gene-2.59-mRNA-1_1&gene=genemark-LAQU0S12-processed-gene-2.59&CDS=1-1332	YBR177C
OG0003052	genemark-LAQU0S12-processed-gene-2.60-mRNA-1_1&gene=genemark-LAQU0S12-processed-gene-2.60&CDS=1-2529	YBR179C
OG0003053	genemark-LAQU0S12-processed-gene-2.61-mRNA-1_1&gene=genemark-LAQU0S12-processed-gene-2.61&CDS=1-729	YPL094C
OG0003054	maker-LAQU0S12-snap-gene-2.196-mRNA-1_1&gene=maker-LAQU0S12-snap-gene-2.196&CDS=1-3519	YPL093W
OG0003055	genemark-LAQU0S12-processed-gene-2.32-mRNA-1_1&gene=genemark-LAQU0S12-processed-gene-2.32&CDS=1-1401	YPL091W
OG0003056	augustus_masked-LAQU0S12-processed-gene-2.191-mRNA-1_1&gene=augustus_masked-LAQU0S12-processed-gene-2.191&CDS=1-1956	YBR182C
OG0003057	genemark-LAQU0S13-processed-gene-0.0-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-0.0&CDS=1-1572	YNL073W
OG0003058	genemark-LAQU0S13-processed-gene-0.1-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-0.1&CDS=1-939	YNL072W
OG0003059	genemark-LAQU0S13-processed-gene-0.2-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-0.2&CDS=1-1281	YNL071W
OG0003060	genemark-LAQU0S13-processed-gene-0.3-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-0.3&CDS=1-1131	YIL134W
OG0003061	snap_masked-LAQU0S13-processed-gene-0.53-mRNA-1_1&gene=snap_masked-LAQU0S13-processed-gene-0.53&CDS=1-660	YIL132C
OG0003062	genemark-LAQU0S13-processed-gene-0.22-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-0.22&CDS=1-2283	YIL131C
OG0003063	augustus_masked-LAQU0S13-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-LAQU0S13-processed-gene-0.71&CDS=1-2073	YIL130W
OG0003064	genemark-LAQU0S13-processed-gene-0.23-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-0.23&CDS=1-7755	YIL129C
OG0003065	genemark-LAQU0S13-processed-gene-0.5-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-0.5&CDS=1-3057	YIL128W
OG0003066	genemark-LAQU0S13-processed-gene-0.24-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-0.24&CDS=1-591	YIL127C
OG0003067	genemark-LAQU0S13-processed-gene-0.8-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-0.8&CDS=1-3039	YIL125W
OG0003068	genemark-LAQU0S13-processed-gene-0.9-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-0.9&CDS=1-864	YIL124W
OG0003069	genemark-LAQU0S13-processed-gene-0.12-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-0.12&CDS=1-1659	YNL065W
OG0003070	genemark-LAQU0S13-processed-gene-0.13-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-0.13&CDS=1-879	YNL063W
OG0003071	genemark-LAQU0S13-processed-gene-0.27-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-0.27&CDS=1-1461	YNL062C
OG0003072	genemark-LAQU0S13-processed-gene-0.14-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-0.14&CDS=1-1911	YNL061W
OG0003073	genemark-LAQU0S13-processed-gene-0.28-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-0.28&CDS=1-2235	YNL059C
OG0003074	genemark-LAQU0S13-processed-gene-0.15-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-0.15&CDS=1-696	YIL118W
OG0003075	genemark-LAQU0S13-processed-gene-0.31-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-0.31&CDS=1-894	YIL117C
OG0003076	genemark-LAQU0S13-processed-gene-0.16-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-0.16&CDS=1-507	YNL056W
OG0003077	genemark-LAQU0S13-processed-gene-0.17-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-0.17&CDS=1-1167	YIL116W
OG0003078	snap_masked-LAQU0S13-processed-gene-0.64-mRNA-1_1&gene=snap_masked-LAQU0S13-processed-gene-0.64&CDS=1-4557	YIL115C
OG0003079	genemark-LAQU0S13-processed-gene-0.33-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-0.33&CDS=1-843	YNL055C
OG0003080	genemark-LAQU0S13-processed-gene-0.18-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-0.18&CDS=1-2043	YNL054W
OG0003081	genemark-LAQU0S13-processed-gene-1.108-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.108&CDS=1-1368	YIL113W
OG0003082	genemark-LAQU0S13-processed-gene-1.110-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.110&CDS=1-1125	YIL110W
OG0003083	augustus_masked-LAQU0S13-processed-gene-1.214-mRNA-1_1&gene=augustus_masked-LAQU0S13-processed-gene-1.214&CDS=1-1161	YNL051W
OG0003084	augustus_masked-LAQU0S13-processed-gene-1.215-mRNA-1_1&gene=augustus_masked-LAQU0S13-processed-gene-1.215&CDS=1-711	YNL050C
OG0003085	augustus_masked-LAQU0S13-processed-gene-1.216-mRNA-1_1&gene=augustus_masked-LAQU0S13-processed-gene-1.216&CDS=1-2691	YIL109C
OG0003086	genemark-LAQU0S13-processed-gene-1.113-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.113&CDS=1-2070	YIL108W
OG0003087	genemark-LAQU0S13-processed-gene-1.158-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.158&CDS=1-2211	YIL107C
OG0003088	maker-LAQU0S13-augustus-gene-1.1-mRNA-1_1&gene=maker-LAQU0S13-augustus-gene-1.1&CDS=1-2511	YNL048W
OG0003089	genemark-LAQU0S13-processed-gene-1.159-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.159&CDS=1-1956	YIL105C
OG0003090	augustus_masked-LAQU0S13-processed-gene-1.219-mRNA-1_1&gene=augustus_masked-LAQU0S13-processed-gene-1.219&CDS=1-528	YNL044W
OG0003091	augustus_masked-LAQU0S13-processed-gene-1.220-mRNA-1_1&gene=augustus_masked-LAQU0S13-processed-gene-1.220&CDS=1-960	YNL042W
OG0003092	genemark-LAQU0S13-processed-gene-1.160-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.160&CDS=1-1464	YIL104C
OG0003093	genemark-LAQU0S13-processed-gene-1.118-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.118&CDS=1-1269	YIL103W
OG0003094	genemark-LAQU0S13-processed-gene-1.161-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.161&CDS=1-2436	YNL041C
OG0003095	genemark-LAQU0S13-processed-gene-1.162-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.162&CDS=1-1935	YIL101C
OG0003096	genemark-LAQU0S13-processed-gene-1.163-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.163&CDS=1-645	YNL036W
OG0003097	genemark-LAQU0S13-processed-gene-1.119-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.119&CDS=1-1812	YIL099W
OG0003098	genemark-LAQU0S13-processed-gene-1.164-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.164&CDS=1-495	YIL098C
OG0003099	genemark-LAQU0S13-processed-gene-1.120-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.120&CDS=1-1080	YNL037C
OG0003100	genemark-LAQU0S13-processed-gene-1.121-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.121&CDS=1-1497	YIL097W
OG0003101	genemark-LAQU0S13-processed-gene-1.165-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.165&CDS=1-843	YIL096C
OG0003102	augustus_masked-LAQU0S13-processed-gene-1.263-mRNA-1_1&gene=augustus_masked-LAQU0S13-processed-gene-1.263&CDS=1-2709	YNL035C
OG0003103	genemark-LAQU0S13-processed-gene-1.168-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.168&CDS=1-2124	YNL021W
OG0003104	genemark-LAQU0S13-processed-gene-1.123-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.123&CDS=1-1449	YNL022C
OG0003105	genemark-LAQU0S13-processed-gene-1.169-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.169&CDS=1-1101	YIL094C
OG0003106	augustus_masked-LAQU0S13-processed-gene-1.227-mRNA-1_1&gene=augustus_masked-LAQU0S13-processed-gene-1.227&CDS=1-2217	YNL024C
OG0003107	genemark-LAQU0S13-processed-gene-1.170-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.170&CDS=1-783	YIL093C
OG0003108	genemark-LAQU0S13-processed-gene-1.171-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.171&CDS=1-2235	YIL091C
OG0003109	genemark-LAQU0S13-processed-gene-1.126-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.126&CDS=1-1422	YIL090W
OG0003110	genemark-LAQU0S13-processed-gene-1.127-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.127&CDS=1-897	YNL025C
OG0003111	genemark-LAQU0S13-processed-gene-1.172-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.172&CDS=1-1404	YIL088C
OG0003112	augustus_masked-LAQU0S13-processed-gene-1.231-mRNA-1_1&gene=augustus_masked-LAQU0S13-processed-gene-1.231&CDS=1-861	YNL032W
OG0003113	genemark-LAQU0S13-processed-gene-1.173-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.173&CDS=1-426	YIL087C
OG0003114	genemark-LAQU0S13-processed-gene-1.177-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.177&CDS=1-894	YIL084C
OG0003115	genemark-LAQU0S13-processed-gene-1.131-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.131&CDS=1-1230	YML005W
OG0003116	genemark-LAQU0S13-processed-gene-1.132-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.132&CDS=1-1578	YNL027W
OG0003117	genemark-LAQU0S13-processed-gene-1.133-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.133&CDS=1-1488	YNL026W
OG0003118	genemark-LAQU0S13-processed-gene-1.178-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.178&CDS=1-1047	YIL083C
OG0003119	genemark-LAQU0S13-processed-gene-1.134-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.134&CDS=1-2517	YJL094C
OG0003120	genemark-LAQU0S13-processed-gene-1.135-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.135&CDS=1-1308	YNL016W
OG0003121	genemark-LAQU0S13-processed-gene-1.136-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.136&CDS=1-2271	YDL122W
OG0003122	augustus_masked-LAQU0S13-processed-gene-1.274-mRNA-1_1&gene=augustus_masked-LAQU0S13-processed-gene-1.274&CDS=1-429	YDL121C
OG0003123	augustus_masked-LAQU0S13-processed-gene-1.239-mRNA-1_1&gene=augustus_masked-LAQU0S13-processed-gene-1.239&CDS=1-411	YDL120W
OG0003124	augustus_masked-LAQU0S13-processed-gene-1.240-mRNA-1_1&gene=augustus_masked-LAQU0S13-processed-gene-1.240&CDS=1-4560	YGL156W
OG0003125	genemark-LAQU0S13-processed-gene-1.180-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.180&CDS=1-894	YDL119C
OG0003126	genemark-LAQU0S13-processed-gene-1.140-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.140&CDS=1-996	YGL153W
OG0003127	genemark-LAQU0S13-processed-gene-1.141-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.141&CDS=1-3225	YGL151W
OG0003128	genemark-LAQU0S13-processed-gene-1.182-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.182&CDS=1-4017	YGL150C
OG0003129	genemark-LAQU0S13-processed-gene-1.142-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.142&CDS=1-2046	YLR153C
OG0003130	genemark-LAQU0S13-processed-gene-1.143-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.143&CDS=1-1833	YLR152C
OG0003131	genemark-LAQU0S13-processed-gene-1.144-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.144&CDS=1-963	YLR151C
OG0003132	genemark-LAQU0S13-processed-gene-1.184-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.184&CDS=1-822	YLR150W
OG0003133	genemark-LAQU0S13-processed-gene-1.145-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.145&CDS=1-1230	YDR169C
OG0003134	genemark-LAQU0S13-processed-gene-1.146-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.146&CDS=1-2055	YLR149C
OG0003135	genemark-LAQU0S13-processed-gene-1.185-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.185&CDS=1-1503	YDR168W
OG0003136	genemark-LAQU0S13-processed-gene-1.186-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.186&CDS=1-594	YDR167W
OG0003137	snap_masked-LAQU0S13-processed-gene-1.88-mRNA-1_1&gene=snap_masked-LAQU0S13-processed-gene-1.88&CDS=1-2727	YLR148W
OG0003138	maker-LAQU0S13-snap-gene-1.206-mRNA-1_1&gene=maker-LAQU0S13-snap-gene-1.206&CDS=1-3003	YDR166C
OG0003139	genemark-LAQU0S13-processed-gene-1.188-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.188&CDS=1-1329	YDR165W
OG0003140	genemark-LAQU0S13-processed-gene-1.189-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.189&CDS=1-507	YLR145W
OG0003141	snap_masked-LAQU0S13-processed-gene-1.93-mRNA-1_1&gene=snap_masked-LAQU0S13-processed-gene-1.93&CDS=1-3378	YLR142W
OG0003142	snap_masked-LAQU0S13-processed-gene-1.94-mRNA-1_1&gene=snap_masked-LAQU0S13-processed-gene-1.94&CDS=1-1503	YLR141W
OG0003143	augustus_masked-LAQU0S13-processed-gene-1.251-mRNA-1_1&gene=augustus_masked-LAQU0S13-processed-gene-1.251&CDS=1-2094	YLR139C
OG0003144	augustus_masked-LAQU0S13-processed-gene-1.287-mRNA-1_1&gene=augustus_masked-LAQU0S13-processed-gene-1.287&CDS=1-660	YDR163W
OG0003145	snap_masked-LAQU0S13-processed-gene-1.55-mRNA-1_1&gene=snap_masked-LAQU0S13-processed-gene-1.55&CDS=1-561	YDR162C
OG0003146	genemark-LAQU0S13-processed-gene-1.195-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.195&CDS=1-1134	YDR161W
OG0003147	snap_masked-LAQU0S13-processed-gene-1.98-mRNA-1_1&gene=snap_masked-LAQU0S13-processed-gene-1.98&CDS=1-2967	YLR138W
OG0003148	snap_masked-LAQU0S13-processed-gene-1.99-mRNA-1_1&gene=snap_masked-LAQU0S13-processed-gene-1.99&CDS=1-3834	YDR159W
OG0003149	genemark-LAQU0S13-processed-gene-1.198-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.198&CDS=1-1002	YLR137W
OG0003150	genemark-LAQU0S13-processed-gene-1.199-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.199&CDS=1-1095	YDR158W
OG0003151	augustus_masked-LAQU0S13-processed-gene-1.290-mRNA-1_1&gene=augustus_masked-LAQU0S13-processed-gene-1.290&CDS=1-435	YDR156W
OG0003152	genemark-LAQU0S13-processed-gene-1.153-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.153&CDS=1-486	YDR155C
OG0003153	genemark-LAQU0S13-processed-gene-1.154-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.154&CDS=1-1197	YDR153C
OG0003154	genemark-LAQU0S13-processed-gene-1.200-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.200&CDS=1-822	YDR152W
OG0003155	augustus_masked-LAQU0S14-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-LAQU0S14-processed-gene-0.21&CDS=1-1437	YEL052W
OG0003156	genemark-LAQU0S14-processed-gene-0.90-mRNA-1_1&gene=genemark-LAQU0S14-processed-gene-0.90&CDS=1-2289	YEL053C
OG0003157	genemark-LAQU0S14-processed-gene-0.93-mRNA-1_1&gene=genemark-LAQU0S14-processed-gene-0.93&CDS=1-1863	YDR419W
OG0003158	snap_masked-LAQU0S14-processed-gene-0.73-mRNA-1_1&gene=snap_masked-LAQU0S14-processed-gene-0.73&CDS=1-2448	YDR416W
OG0003159	genemark-LAQU0S14-processed-gene-0.94-mRNA-1_1&gene=genemark-LAQU0S14-processed-gene-0.94&CDS=1-828	YEL051W
OG0003160	augustus_masked-LAQU0S14-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-LAQU0S14-processed-gene-0.23&CDS=1-1149	YEL050C
OG0003161	genemark-LAQU0S14-processed-gene-0.97-mRNA-1_1&gene=genemark-LAQU0S14-processed-gene-0.97&CDS=1-1152	YDR414C
OG0003162	genemark-LAQU0S14-processed-gene-0.118-mRNA-1_1&gene=genemark-LAQU0S14-processed-gene-0.118&CDS=1-684	YDR412W
OG0003163	snap_masked-LAQU0S14-processed-gene-0.53-mRNA-1_1&gene=snap_masked-LAQU0S14-processed-gene-0.53&CDS=1-936	YDR411C
OG0003164	genemark-LAQU0S14-processed-gene-0.99-mRNA-1_1&gene=genemark-LAQU0S14-processed-gene-0.99&CDS=1-1917	YML042W
OG0003165	genemark-LAQU0S14-processed-gene-0.100-mRNA-1_1&gene=genemark-LAQU0S14-processed-gene-0.100&CDS=1-1455	YDR410C
OG0003166	genemark-LAQU0S14-processed-gene-0.119-mRNA-1_1&gene=genemark-LAQU0S14-processed-gene-0.119&CDS=1-2646	YOR156C
OG0003167	genemark-LAQU0S14-processed-gene-0.101-mRNA-1_1&gene=genemark-LAQU0S14-processed-gene-0.101&CDS=1-663	YDR408C
OG0003168	genemark-LAQU0S14-processed-gene-0.120-mRNA-1_1&gene=genemark-LAQU0S14-processed-gene-0.120&CDS=1-789	YOR157C
OG0003169	snap_masked-LAQU0S14-processed-gene-0.57-mRNA-1_1&gene=snap_masked-LAQU0S14-processed-gene-0.57&CDS=1-3657	YDR407C
OG0003170	genemark-LAQU0S14-processed-gene-0.103-mRNA-1_1&gene=genemark-LAQU0S14-processed-gene-0.103&CDS=1-912	YOR158W
OG0003171	augustus_masked-LAQU0S14-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-LAQU0S14-processed-gene-0.27&CDS=1-282	YOR159C
OG0003172	genemark-LAQU0S14-processed-gene-0.104-mRNA-1_1&gene=genemark-LAQU0S14-processed-gene-0.104&CDS=1-2898	YOR160W
OG0003173	genemark-LAQU0S14-processed-gene-0.122-mRNA-1_1&gene=genemark-LAQU0S14-processed-gene-0.122&CDS=1-1611	YOR161C
OG0003174	snap_masked-LAQU0S14-processed-gene-0.61-mRNA-1_1&gene=snap_masked-LAQU0S14-processed-gene-0.61&CDS=1-1296	YOR155C
OG0003175	genemark-LAQU0S14-processed-gene-0.123-mRNA-1_1&gene=genemark-LAQU0S14-processed-gene-0.123&CDS=1-747	YDR405W
OG0003176	genemark-LAQU0S14-processed-gene-0.106-mRNA-1_1&gene=genemark-LAQU0S14-processed-gene-0.106&CDS=1-3660	YOR151C
OG0003177	genemark-LAQU0S14-processed-gene-0.124-mRNA-1_1&gene=genemark-LAQU0S14-processed-gene-0.124&CDS=1-480	YOR150W
