	Millerozyma_acaciae	Saccharomyces_cerevisiae
OG0002678	-processed-gene-16.73-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.73&CDS=1-1908	YMR092C
OG0002679	-processed-gene-16.26-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.26&CDS=1-1743	YKR016W
OG0002680	-processed-gene-16.28-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.28&CDS=1-2145	YEL011W
OG0002681	-processed-gene-16.110-mRNA-1_1&gene=augustus_masked-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.110&CDS=1-2187	YMR106C
OG0002682	-processed-gene-16.146-mRNA-1_1&gene=augustus_masked-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.146&CDS=1-1110	YMR097C
OG0002683	-processed-gene-16.30-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.30&CDS=1-882	YKL110C
OG0002684	-processed-gene-16.77-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.77&CDS=1-741	YKL099C
OG0002685	-augustus-gene-16.160-mRNA-1_1&gene=maker-gi|1002316187|dbj|BCKO01000002.1|-augustus-gene-16.160&CDS=1-3306	YMR098C
OG0002686	-processed-gene-16.78-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.78&CDS=1-1518	YKR023W
OG0002687	-processed-gene-16.35-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.35&CDS=1-1974	YJL106W
OG0002688	-augustus-gene-16.161-mRNA-1_1&gene=maker-gi|1002316187|dbj|BCKO01000002.1|-augustus-gene-16.161&CDS=1-1959	YPR147C
OG0002689	-processed-gene-16.39-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.39&CDS=1-1011	YBR034C
OG0002690	-processed-gene-16.40-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.40&CDS=1-387	YCL033C
OG0002691	-processed-gene-16.79-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.79&CDS=1-948	YDL015C
OG0002692	-augustus-gene-16.162-mRNA-1_1&gene=maker-gi|1002316187|dbj|BCKO01000002.1|-augustus-gene-16.162&CDS=1-609	YOR298C-A
OG0002693	-processed-gene-16.45-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.45&CDS=1-675	YKR014C
OG0002694	-processed-gene-16.81-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.81&CDS=1-945	YKR030W
OG0002695	-processed-gene-16.83-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.83&CDS=1-3702	YKR017C
OG0002696	-processed-gene-16.48-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.48&CDS=1-381	YJL104W
OG0002697	-processed-gene-0.25-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-0.25&CDS=1-1707	YLR023C
OG0002698	-processed-gene-0.14-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-0.14&CDS=1-1620	YNR053C
OG0002699	-augustus-gene-0.37-mRNA-1_1&gene=maker-gi|1002316188|dbj|BCKO01000001.1|-augustus-gene-0.37&CDS=1-8718	YCR093W
OG0002700	-processed-gene-0.15-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-0.15&CDS=1-708	YMR132C
OG0002701	-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-1.47&CDS=1-3012	YLR038C
OG0002702	-processed-gene-1.80-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-1.80&CDS=1-1149	YFL030W
OG0002703	-processed-gene-1.82-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-1.82&CDS=1-4335	YNL088W
OG0002704	-processed-gene-1.87-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-1.87&CDS=1-894	YMR234W
OG0002705	-processed-gene-1.88-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-1.88&CDS=1-2064	YLL035W
OG0002706	-processed-gene-1.107-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-1.107&CDS=1-2622	YFL047W
OG0002707	-processed-gene-1.92-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-1.92&CDS=1-2469	YHL023C
OG0002708	-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-1.69&CDS=1-7341	YHR165C
OG0002709	-processed-gene-1.94-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-1.94&CDS=1-1743	YMR296C
OG0002710	-processed-gene-1.110-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-1.110&CDS=1-1779	YHR166C
OG0002711	-processed-gene-1.96-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-1.96&CDS=1-2334	YLR304C
OG0002712	-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-1.59&CDS=1-3396	YJL102W
OG0002713	-processed-gene-1.99-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-1.99&CDS=1-774	YPR060C
OG0002714	-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-1.73&CDS=1-3405	YPR179C
OG0002715	-processed-gene-1.102-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-1.102&CDS=1-1689	YOR067C
OG0002716	-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-1.63&CDS=1-3021	YIR002C
OG0002717	-processed-gene-1.104-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-1.104&CDS=1-537	YER007C-A
OG0002718	-processed-gene-1.118-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-1.118&CDS=1-3039	YER006W
OG0002719	-processed-gene-1.119-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-1.119&CDS=1-2007	YER005W
OG0002720	-processed-gene-2.3-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.3&CDS=1-4068	YER008C
OG0002721	-processed-gene-2.4-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.4&CDS=1-798	YBR171W
OG0002722	-processed-gene-2.5-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.5&CDS=1-657	YKL142W
OG0002723	-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.59&CDS=1-3093	YFL025C
OG0002724	-processed-gene-2.32-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.32&CDS=1-708	YIR005W
OG0002725	-processed-gene-2.8-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.8&CDS=1-2481	YMR049C
OG0002726	-processed-gene-2.9-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.9&CDS=1-846	YNL055C
OG0002727	-processed-gene-2.10-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.10&CDS=1-1194	YJL006C
OG0002728	-processed-gene-2.34-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.34&CDS=1-642	YJL030W
OG0002729	-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.67&CDS=1-3186	YJL010C
OG0002730	-processed-gene-2.35-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.35&CDS=1-2028	YPL104W
OG0002731	-processed-gene-2.13-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.13&CDS=1-1308	YBR199W
OG0002732	-processed-gene-2.37-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.37&CDS=1-1545	YOR056C
OG0002733	-snap-gene-2.48-mRNA-1_1&gene=maker-gi|1002316188|dbj|BCKO01000001.1|-snap-gene-2.48&CDS=1-2007	YIR038C
OG0002734	-processed-gene-2.113-mRNA-1_1&gene=snap_masked-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.113&CDS=1-2148	YDR295C
OG0002735	-processed-gene-2.114-mRNA-1_1&gene=snap_masked-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.114&CDS=1-1791	YDR294C
OG0002736	-processed-gene-2.115-mRNA-1_1&gene=snap_masked-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.115&CDS=1-3276	YDR352W
OG0002737	-processed-gene-2.18-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.18&CDS=1-3045	YOR058C
OG0002738	-processed-gene-2.40-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.40&CDS=1-1656	YKR072C
OG0002739	-processed-gene-2.21-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.21&CDS=1-1215	YPL048W
OG0002740	-processed-gene-2.22-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.22&CDS=1-1110	YPL050C
OG0002741	-processed-gene-2.23-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.23&CDS=1-1923	YPL093W
OG0002742	-processed-gene-2.24-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.24&CDS=1-1365	YPL054W
OG0002743	-processed-gene-2.42-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.42&CDS=1-852	YBR185C
OG0002744	-processed-gene-2.25-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.25&CDS=1-1662	YPL086C
OG0002745	-processed-gene-2.43-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.43&CDS=1-2097	YMR216C
OG0002746	-snap-gene-2.50-mRNA-1_1&gene=maker-gi|1002316188|dbj|BCKO01000001.1|-snap-gene-2.50&CDS=1-2646	YOR099W
OG0002747	-snap-gene-2.51-mRNA-1_1&gene=maker-gi|1002316188|dbj|BCKO01000001.1|-snap-gene-2.51&CDS=1-1821	YDL139C
OG0002748	-processed-gene-3.84-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-3.84&CDS=1-1824	YGR123C
OG0002749	-processed-gene-3.46-mRNA-1_1&gene=augustus_masked-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-3.46&CDS=1-3627	YDL145C
OG0002750	-processed-gene-3.47-mRNA-1_1&gene=augustus_masked-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-3.47&CDS=1-4065	YEL040W
OG0002751	-processed-gene-3.110-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-3.110&CDS=1-1221	YDL133W
OG0002752	-processed-gene-3.89-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-3.89&CDS=1-1065	YDL183C
OG0002753	-processed-gene-3.111-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-3.111&CDS=1-1848	YDL185W
OG0002754	-processed-gene-3.114-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-3.114&CDS=1-1047	YDL134C
OG0002755	-processed-gene-3.117-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-3.117&CDS=1-1437	YBR162C
OG0002756	-augustus-gene-3.131-mRNA-1_1&gene=maker-gi|1002316188|dbj|BCKO01000001.1|-augustus-gene-3.131&CDS=1-3120	YKR056W
OG0002757	-processed-gene-3.118-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-3.118&CDS=1-1473	YOL027C
OG0002758	-processed-gene-3.100-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-3.100&CDS=1-2160	YBR255W
OG0002759	-processed-gene-3.102-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-3.102&CDS=1-486	YBR254C
OG0002760	-processed-gene-3.122-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-3.122&CDS=1-1893	YER080W
OG0002761	-augustus-gene-3.133-mRNA-1_1&gene=maker-gi|1002316188|dbj|BCKO01000001.1|-augustus-gene-3.133&CDS=1-2778	YOL142W
OG0002762	-processed-gene-3.125-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-3.125&CDS=1-2007	YIL046W
OG0002763	-processed-gene-3.105-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-3.105&CDS=1-1494	YGR211W
OG0002764	-processed-gene-3.126-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-3.126&CDS=1-6927	YGR217W
OG0002765	-processed-gene-3.106-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-3.106&CDS=1-306	YGR215W
OG0002766	-processed-gene-3.108-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-3.108&CDS=1-3264	YPR026W
OG0002767	-processed-gene-3.128-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-3.128&CDS=1-3780	YDL195W
OG0002768	-processed-gene-4.16-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-4.16&CDS=1-2799	YGR134W
OG0002769	-processed-gene-4.137-mRNA-1_1&gene=augustus_masked-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-4.137&CDS=1-258	YER058W
OG0002770	-processed-gene-4.24-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-4.24&CDS=1-819	YER016W
OG0002771	-processed-gene-4.26-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-4.26&CDS=1-1812	YJR016C
OG0002772	-processed-gene-4.52-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-4.52&CDS=1-789	YJR113C
OG0002773	-processed-gene-4.167-mRNA-1_1&gene=augustus_masked-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-4.167&CDS=1-843	YPR166C
OG0002774	-processed-gene-4.28-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-4.28&CDS=1-705	YBR256C
OG0002775	-processed-gene-4.29-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-4.29&CDS=1-582	YER012W
OG0002776	-processed-gene-4.31-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-4.31&CDS=1-2901	YIR007W
OG0002777	-processed-gene-4.56-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-4.56&CDS=1-1455	YIR008C
OG0002778	-processed-gene-4.57-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-4.57&CDS=1-1275	YIR012W
OG0002779	-augustus-gene-4.2-mRNA-1_1&gene=maker-gi|1002316188|dbj|BCKO01000001.1|-augustus-gene-4.2&CDS=1-2292	YER055C
OG0002780	-processed-gene-4.58-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-4.58&CDS=1-1347	YOL030W
OG0002781	-processed-gene-4.35-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-4.35&CDS=1-1332	YBL045C
OG0002782	-processed-gene-4.171-mRNA-1_1&gene=augustus_masked-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-4.171&CDS=1-2679	YHR005C
OG0002783	-processed-gene-4.36-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-4.36&CDS=1-1506	YHR045W
OG0002784	-processed-gene-4.61-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-4.61&CDS=1-888	YHR071W
OG0002785	-processed-gene-4.62-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-4.62&CDS=1-2013	YKL025C
OG0002786	-processed-gene-4.152-mRNA-1_1&gene=augustus_masked-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-4.152&CDS=1-1983	YKL024C
OG0002787	-processed-gene-4.64-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-4.64&CDS=1-1632	YBL099W
OG0002788	-processed-gene-4.66-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-4.66&CDS=1-3504	YIL048W
OG0002789	-processed-gene-4.42-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-4.42&CDS=1-1980	YBR204C
OG0002790	-processed-gene-4.43-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-4.43&CDS=1-2880	YIL047C
OG0002791	-processed-gene-4.69-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-4.69&CDS=1-672	YER050C
OG0002792	-processed-gene-4.71-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-4.71&CDS=1-2172	YPL043W
OG0002793	-processed-gene-4.45-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-4.45&CDS=1-1446	YDR254W
OG0002794	-processed-gene-4.183-mRNA-1_1&gene=augustus_masked-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-4.183&CDS=1-2805	YPL045W
OG0002795	-processed-gene-4.46-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-4.46&CDS=1-303	YPL046C
OG0002796	-processed-gene-4.47-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-4.47&CDS=1-1737	YDR255C
OG0002797	-augustus-gene-4.5-mRNA-1_1&gene=maker-gi|1002316188|dbj|BCKO01000001.1|-augustus-gene-4.5&CDS=1-2715	YPL030W
OG0002798	-processed-gene-5.91-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-5.91&CDS=1-954	YMR010W
OG0002799	-processed-gene-5.1-mRNA-1_1&gene=augustus_masked-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-5.1&CDS=1-684	YPL067C
OG0002800	-snap-gene-5.139-mRNA-1_1&gene=maker-gi|1002316188|dbj|BCKO01000001.1|-snap-gene-5.139&CDS=1-831	YLL023C
OG0002801	-processed-gene-5.117-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-5.117&CDS=1-1344	YLR314C
OG0002802	-augustus-gene-5.83-mRNA-1_1&gene=maker-gi|1002316188|dbj|BCKO01000001.1|-augustus-gene-5.83&CDS=1-858	YLR421C
OG0002803	-processed-gene-5.119-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-5.119&CDS=1-2682	YGL180W
OG0002804	-processed-gene-5.100-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-5.100&CDS=1-9321	YLL040C
OG0002805	-processed-gene-5.120-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-5.120&CDS=1-1095	YBL013W
OG0002806	-processed-gene-5.104-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-5.104&CDS=1-2103	YGL026C
OG0002807	-processed-gene-5.67-mRNA-1_1&gene=snap_masked-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-5.67&CDS=1-2748	YBL014C
OG0002808	-processed-gene-5.105-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-5.105&CDS=1-2499	YGL027C
OG0002809	-augustus-gene-5.84-mRNA-1_1&gene=maker-gi|1002316188|dbj|BCKO01000001.1|-augustus-gene-5.84&CDS=1-1839	YGL033W
OG0002810	-processed-gene-5.26-mRNA-1_1&gene=augustus_masked-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-5.26&CDS=1-675	YMR134W
OG0002811	-processed-gene-5.123-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-5.123&CDS=1-1641	YHL036W
OG0002812	-processed-gene-5.70-mRNA-1_1&gene=snap_masked-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-5.70&CDS=1-4920	YLL048C
OG0002813	-processed-gene-5.126-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-5.126&CDS=1-441	YFR033C
OG0002814	-processed-gene-5.32-mRNA-1_1&gene=augustus_masked-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-5.32&CDS=1-1140	YLR094C
OG0002815	-augustus-gene-5.90-mRNA-1_1&gene=maker-gi|1002316188|dbj|BCKO01000001.1|-augustus-gene-5.90&CDS=1-5130	YDR142C
OG0002816	-processed-gene-5.135-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-5.135&CDS=1-1212	YLR403W
OG0002817	-processed-gene-6.82-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-6.82&CDS=1-3201	YMR196W
OG0002818	-processed-gene-6.1-mRNA-1_1&gene=augustus_masked-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-6.1&CDS=1-1182	YPL252C
OG0002819	-processed-gene-6.86-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-6.86&CDS=1-1386	YPL254W
OG0002820	-processed-gene-6.106-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-6.106&CDS=1-447	YML077W
OG0002821	-processed-gene-6.21-mRNA-1_1&gene=augustus_masked-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-6.21&CDS=1-5880	YDR158W
OG0002822	-processed-gene-6.89-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-6.89&CDS=1-1623	YML069W
OG0002823	-processed-gene-6.110-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-6.110&CDS=1-1845	YLR401C
OG0002824	-processed-gene-6.93-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-6.93&CDS=1-6006	YLR409C
OG0002825	-processed-gene-6.94-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-6.94&CDS=1-1842	YDL076C
OG0002826	-processed-gene-6.12-mRNA-1_1&gene=augustus_masked-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-6.12&CDS=1-3576	YNL329C
OG0002827	-processed-gene-6.112-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-6.112&CDS=1-411	YNL328C
OG0002828	-processed-gene-6.99-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-6.99&CDS=1-1512	YAL038W
OG0002829	-processed-gene-6.100-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-6.100&CDS=1-891	YML110C
OG0002830	-processed-gene-6.101-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-6.101&CDS=1-1086	YLR291C
OG0002831	-processed-gene-6.67-mRNA-1_1&gene=snap_masked-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-6.67&CDS=1-1170	YKL193C
OG0002832	-processed-gene-6.115-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-6.115&CDS=1-345	YKL192C
OG0002833	-processed-gene-6.116-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-6.116&CDS=1-8076	YLR422W
OG0002834	-processed-gene-6.118-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-6.118&CDS=1-1077	YLR420W
OG0002835	-processed-gene-6.103-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-6.103&CDS=1-429	YPR082C
OG0002836	-processed-gene-6.120-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-6.120&CDS=1-735	YLR178C
OG0002837	-processed-gene-6.121-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-6.121&CDS=1-939	YOR358W
OG0002838	-processed-gene-6.57-mRNA-1_1&gene=snap_masked-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-6.57&CDS=1-9570	YDR150W
OG0002839	-processed-gene-6.123-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-6.123&CDS=1-447	YBR109C
OG0002840	-augustus-gene-7.50-mRNA-1_1&gene=maker-gi|1002316188|dbj|BCKO01000001.1|-augustus-gene-7.50&CDS=1-4674	YOR346W
OG0002841	-processed-gene-7.10-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-7.10&CDS=1-1407	YBR110W
OG0002842	-processed-gene-7.7-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-7.7&CDS=1-885	YPR069C
OG0002843	-processed-gene-7.12-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-7.12&CDS=1-2970	YMR185W
OG0002844	-processed-gene-7.13-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-7.13&CDS=1-603	YPL239W
OG0002845	-processed-gene-7.14-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-7.14&CDS=1-849	YPL237W
OG0002846	-processed-gene-7.38-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-7.38&CDS=1-1089	YPL236C
OG0002847	-augustus-gene-7.52-mRNA-1_1&gene=maker-gi|1002316188|dbj|BCKO01000001.1|-augustus-gene-7.52&CDS=1-1293	YPL246C
OG0002848	-processed-gene-7.39-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-7.39&CDS=1-1173	YMR203W
OG0002849	-processed-gene-7.40-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-7.40&CDS=1-489	YPL234C
