	Candida_tanzawaensis	Saccharomyces_cerevisiae
OG0003127	maker-scaffold_7-augustus-gene-6.85-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-6.85&CDS=1-1080	YPR054W
OG0003128	augustus_masked-scaffold_7-processed-gene-6.15-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.15&CDS=1-900	YJR007W
OG0003129	genemark-scaffold_7-processed-gene-6.78-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.78&CDS=1-1461	YKL221W
OG0003130	augustus_masked-scaffold_7-processed-gene-6.16-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.16&CDS=1-2490	YJL102W
OG0003131	augustus_masked-scaffold_7-processed-gene-6.33-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.33&CDS=1-2949	YKL015W
OG0003132	augustus_masked-scaffold_7-processed-gene-6.35-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.35&CDS=1-2271	YKL017C
OG0003133	maker-scaffold_7-augustus-gene-7.45-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-7.45&CDS=1-5379	YKL014C
OG0003134	augustus_masked-scaffold_7-processed-gene-7.49-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.49&CDS=1-468	YPL059W
OG0003135	genemark-scaffold_7-processed-gene-7.31-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.31&CDS=1-525	YKL016C
OG0003136	genemark-scaffold_7-processed-gene-7.4-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.4&CDS=1-3009	YBL037W
OG0003137	genemark-scaffold_7-processed-gene-7.32-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.32&CDS=1-621	YJL023C
OG0003138	augustus_masked-scaffold_7-processed-gene-7.73-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.73&CDS=1-1041	YKL018W
OG0003139	augustus_masked-scaffold_7-processed-gene-7.52-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.52&CDS=1-3177	YJL020C
OG0003140	augustus_masked-scaffold_7-processed-gene-7.53-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.53&CDS=1-2517	YBR086C
OG0003141	augustus_masked-scaffold_7-processed-gene-7.74-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.74&CDS=1-732	YBL036C
OG0003142	genemark-scaffold_7-processed-gene-7.9-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.9&CDS=1-852	YDL051W
OG0003143	augustus_masked-scaffold_7-processed-gene-7.55-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.55&CDS=1-1974	YBL035C
OG0003144	augustus_masked-scaffold_7-processed-gene-7.56-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.56&CDS=1-3030	YDR331W
OG0003145	augustus_masked-scaffold_7-processed-gene-7.57-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.57&CDS=1-4416	YBL034C
OG0003146	augustus_masked-scaffold_7-processed-gene-7.75-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.75&CDS=1-1731	YHR084W
OG0003147	augustus_masked-scaffold_7-processed-gene-7.59-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.59&CDS=1-1422	YDR330W
OG0003148	genemark-scaffold_7-processed-gene-7.38-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.38&CDS=1-492	YDR328C
OG0003149	augustus_masked-scaffold_7-processed-gene-7.78-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.78&CDS=1-1377	YDR329C
OG0003150	genemark-scaffold_7-processed-gene-7.19-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.19&CDS=1-534	YHR079C-A
OG0003151	genemark-scaffold_7-processed-gene-7.20-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.20&CDS=1-3444	YHR079C
OG0003152	augustus_masked-scaffold_7-processed-gene-7.79-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.79&CDS=1-537	YHR081W
OG0003153	augustus_masked-scaffold_7-processed-gene-7.64-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.64&CDS=1-765	YDR412W
OG0003154	augustus_masked-scaffold_7-processed-gene-7.65-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.65&CDS=1-1287	YDR414C
OG0003155	augustus_masked-scaffold_7-processed-gene-7.66-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.66&CDS=1-1080	YMR024W
OG0003156	genemark-scaffold_7-processed-gene-7.24-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.24&CDS=1-2367	YGL234W
OG0003157	genemark-scaffold_7-processed-gene-7.25-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.25&CDS=1-2160	YJL101C
OG0003158	genemark-scaffold_7-processed-gene-7.27-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.27&CDS=1-1038	YGL240W
OG0003159	augustus_masked-scaffold_7-processed-gene-7.82-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.82&CDS=1-897	YFR047C
OG0003160	augustus_masked-scaffold_7-processed-gene-8.7-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-8.7&CDS=1-783	YFR027W
OG0003161	augustus_masked-scaffold_7-processed-gene-8.11-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-8.11&CDS=1-1806	YGL236C
OG0003162	augustus_masked-scaffold_7-processed-gene-8.9-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-8.9&CDS=1-876	YLR003C
OG0003163	genemark-scaffold_7-processed-gene-8.94-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-8.94&CDS=1-609	YGL237C
OG0003164	augustus_masked-scaffold_7-processed-gene-8.31-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-8.31&CDS=1-2910	YGL238W
OG0003165	snap_masked-scaffold_7-processed-gene-8.72-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-8.72&CDS=1-996	YGL225W
OG0003166	snap_masked-scaffold_7-processed-gene-8.73-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-8.73&CDS=1-1584	YMR300C
OG0003167	augustus_masked-scaffold_7-processed-gene-8.33-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-8.33&CDS=1-1557	YDL160C
OG0003168	augustus_masked-scaffold_7-processed-gene-8.13-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-8.13&CDS=1-3042	YNL163C
OG0003169	augustus_masked-scaffold_7-processed-gene-8.14-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-8.14&CDS=1-1281	YNL164C
OG0003170	genemark-scaffold_7-processed-gene-8.120-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-8.120&CDS=1-1953	YGR276C
OG0003171	genemark-scaffold_7-processed-gene-8.105-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-8.105&CDS=1-897	YPR061C
OG0003172	augustus_masked-scaffold_7-processed-gene-8.20-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-8.20&CDS=1-777	YPR060C
OG0003173	augustus_masked-scaffold_7-processed-gene-8.21-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-8.21&CDS=1-3024	YMR038C
OG0003174	augustus_masked-scaffold_7-processed-gene-8.22-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-8.22&CDS=1-1743	YMR110C
OG0003175	augustus_masked-scaffold_7-processed-gene-8.37-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-8.37&CDS=1-1149	YDR346C
OG0003176	augustus_masked-scaffold_7-processed-gene-8.38-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-8.38&CDS=1-2529	YOR141C
OG0003177	augustus_masked-scaffold_7-processed-gene-8.24-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-8.24&CDS=1-972	YOR142W
OG0003178	augustus_masked-scaffold_7-processed-gene-8.25-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-8.25&CDS=1-510	YHR059W
OG0003179	genemark-scaffold_7-processed-gene-8.113-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-8.113&CDS=1-4596	YGR098C
OG0003180	genemark-scaffold_7-processed-gene-8.126-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-8.126&CDS=1-1437	YOR155C
OG0003181	augustus_masked-scaffold_7-processed-gene-8.41-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-8.41&CDS=1-840	YDR405W
OG0003182	augustus_masked-scaffold_7-processed-gene-8.29-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-8.29&CDS=1-3699	YOR151C
OG0003183	augustus_masked-scaffold_7-processed-gene-8.42-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-8.42&CDS=1-522	YOR150W
OG0003184	augustus_masked-scaffold_7-processed-gene-8.30-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-8.30&CDS=1-519	YDR404C
OG0003185	augustus_masked-scaffold_7-processed-gene-8.44-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-8.44&CDS=1-1686	YOR132W
OG0003186	augustus_masked-scaffold_7-processed-gene-9.179-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-9.179&CDS=1-1845	YOR138C
OG0003187	augustus_masked-scaffold_7-processed-gene-9.177-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-9.177&CDS=1-1827	YDR341C
OG0003188	augustus_masked-scaffold_7-processed-gene-9.178-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-9.178&CDS=1-675	YHR008C
OG0003189	augustus_masked-scaffold_7-processed-gene-9.181-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-9.181&CDS=1-768	YGL123W
OG0003190	augustus_masked-scaffold_7-processed-gene-9.214-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-9.214&CDS=1-1353	YGL122C
OG0003191	genemark-scaffold_7-processed-gene-9.128-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-9.128&CDS=1-1734	YGL119W
OG0003192	augustus_masked-scaffold_7-processed-gene-9.183-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-9.183&CDS=1-1731	YOL116W
OG0003193	augustus_masked-scaffold_7-processed-gene-9.184-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-9.184&CDS=1-1722	YKR056W
OG0003194	augustus_masked-scaffold_7-processed-gene-9.217-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-9.217&CDS=1-1380	YOL027C
OG0003195	augustus_masked-scaffold_7-processed-gene-9.188-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-9.188&CDS=1-1887	YBR255W
OG0003196	augustus_masked-scaffold_7-processed-gene-9.190-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-9.190&CDS=1-471	YBR254C
OG0003197	augustus_masked-scaffold_7-processed-gene-9.221-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-9.221&CDS=1-1845	YER080W
OG0003198	augustus_masked-scaffold_7-processed-gene-9.223-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-9.223&CDS=1-2070	YIL046W
OG0003199	augustus_masked-scaffold_7-processed-gene-9.193-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-9.193&CDS=1-1476	YGR211W
OG0003200	augustus_masked-scaffold_7-processed-gene-9.224-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-9.224&CDS=1-6681	YGR217W
OG0003201	augustus_masked-scaffold_7-processed-gene-9.194-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-9.194&CDS=1-315	YGR215W
OG0003202	snap_masked-scaffold_7-processed-gene-9.24-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-9.24&CDS=1-3210	YPR026W
OG0003203	augustus_masked-scaffold_7-processed-gene-9.226-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-9.226&CDS=1-3912	YDL195W
OG0003204	augustus_masked-scaffold_7-processed-gene-9.200-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-9.200&CDS=1-267	YER058W
OG0003205	augustus_masked-scaffold_7-processed-gene-9.229-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-9.229&CDS=1-987	YER016W
OG0003206	augustus_masked-scaffold_7-processed-gene-9.231-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-9.231&CDS=1-2343	YMR078C
OG0003207	augustus_masked-scaffold_7-processed-gene-9.232-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-9.232&CDS=1-6546	YJL207C
OG0003208	augustus_masked-scaffold_7-processed-gene-9.202-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-9.202&CDS=1-2031	YDR026C
OG0003209	augustus_masked-scaffold_7-processed-gene-9.203-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-9.203&CDS=1-2928	YDR166C
OG0003210	augustus_masked-scaffold_7-processed-gene-9.235-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-9.235&CDS=1-1581	YBR130C
OG0003211	maker-scaffold_7-snap-gene-9.172-mRNA-1_1&gene=maker-scaffold_7-snap-gene-9.172&CDS=1-2067	YLR100W
OG0003212	snap_masked-scaffold_7-processed-gene-9.67-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-9.67&CDS=1-4245	YDR128W
OG0003213	augustus_masked-scaffold_7-processed-gene-9.205-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-9.205&CDS=1-684	YDR167W
OG0003214	augustus_masked-scaffold_7-processed-gene-9.237-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-9.237&CDS=1-1698	YPR088C
OG0003215	augustus_masked-scaffold_7-processed-gene-9.239-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-9.239&CDS=1-1800	YKL100C
OG0003216	augustus_masked-scaffold_7-processed-gene-9.207-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-9.207&CDS=1-1119	YBL032W
OG0003217	genemark-scaffold_7-processed-gene-9.152-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-9.152&CDS=1-519	YKL069W
OG0003218	augustus_masked-scaffold_7-processed-gene-9.210-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-9.210&CDS=1-1494	YKL089W
OG0003219	genemark-scaffold_7-processed-gene-9.153-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-9.153&CDS=1-699	YKL009W
OG0003220	augustus_masked-scaffold_7-processed-gene-9.242-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-9.242&CDS=1-1908	YDR129C
OG0003221	augustus_masked-scaffold_7-processed-gene-9.211-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-9.211&CDS=1-7503	YCL054W
OG0003222	augustus_masked-scaffold_7-processed-gene-9.212-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-9.212&CDS=1-1212	YDR529C
OG0003223	genemark-scaffold_7-processed-gene-9.156-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-9.156&CDS=1-810	YLR348C
OG0003224	augustus_masked-scaffold_8-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.18&CDS=1-4545	YGL131C
OG0003225	augustus_masked-scaffold_8-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.3&CDS=1-1317	YGL130W
OG0003226	augustus_masked-scaffold_8-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.20&CDS=1-390	YNL153C
OG0003227	augustus_masked-scaffold_8-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.5&CDS=1-1209	YGR111W
OG0003228	snap_masked-scaffold_8-processed-gene-0.98-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-0.98&CDS=1-5118	YBR275C
OG0003229	augustus_masked-scaffold_8-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.24&CDS=1-570	YOL114C
OG0003230	augustus_masked-scaffold_8-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.7&CDS=1-552	YOL149W
OG0003231	genemark-scaffold_8-processed-gene-0.44-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.44&CDS=1-1986	YOL148C
OG0003232	augustus_masked-scaffold_8-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.9&CDS=1-5613	YHR186C
OG0003233	genemark-scaffold_8-processed-gene-0.66-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.66&CDS=1-735	YGR235C
OG0003234	snap_masked-scaffold_8-processed-gene-0.83-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-0.83&CDS=1-2310	YKL155C
OG0003235	augustus_masked-scaffold_8-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.11&CDS=1-3615	YDR306C
OG0003236	augustus_masked-scaffold_8-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.12&CDS=1-2010	YGR166W
OG0003237	augustus_masked-scaffold_8-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.13&CDS=1-1110	YIR034C
OG0003238	augustus_masked-scaffold_8-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.29&CDS=1-1323	YKL021C
OG0003239	genemark-scaffold_8-processed-gene-0.51-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.51&CDS=1-2025	YKL022C
OG0003240	augustus_masked-scaffold_8-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.15&CDS=1-1314	YGR223C
OG0003241	augustus_masked-scaffold_8-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.16&CDS=1-2451	YLL013C
OG0003242	augustus_masked-scaffold_8-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.5&CDS=1-852	YIL043C
OG0003243	augustus_masked-scaffold_8-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.17&CDS=1-1815	YER049W
OG0003244	augustus_masked-scaffold_8-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.6&CDS=1-1602	YER052C
OG0003245	augustus_masked-scaffold_8-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.18&CDS=1-963	YIL041W
OG0003246	augustus_masked-scaffold_8-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.19&CDS=1-1512	YHR137W
OG0003247	maker-scaffold_8-augustus-gene-1.74-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-1.74&CDS=1-1437	YLR212C
OG0003248	augustus_masked-scaffold_8-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.8&CDS=1-2781	YGR100W
OG0003249	augustus_masked-scaffold_8-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.9&CDS=1-933	YIL021W
OG0003250	augustus_masked-scaffold_8-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.23&CDS=1-819	YIL020C
OG0003251	augustus_masked-scaffold_8-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.10&CDS=1-1014	YIL019W
OG0003252	genemark-scaffold_8-processed-gene-1.97-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.97&CDS=1-2262	YBL097W
OG0003253	augustus_masked-scaffold_8-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.11&CDS=1-1917	YPR024W
OG0003254	augustus_masked-scaffold_8-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.12&CDS=1-1827	YFR034C
OG0003255	augustus_masked-scaffold_8-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.25&CDS=1-1533	YER006W
OG0003256	genemark-scaffold_8-processed-gene-1.99-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.99&CDS=1-1980	YER005W
OG0003257	augustus_masked-scaffold_8-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.27&CDS=1-3888	YER008C
OG0003258	augustus_masked-scaffold_8-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.28&CDS=1-693	YBR171W
OG0003259	augustus_masked-scaffold_8-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.29&CDS=1-627	YKL142W
OG0003260	augustus_masked-scaffold_8-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.30&CDS=1-4560	YPR184W
OG0003261	augustus_masked-scaffold_8-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.15&CDS=1-1680	YEL013W
OG0003262	augustus_masked-scaffold_8-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.31&CDS=1-1428	YJL049W
OG0003263	augustus_masked-scaffold_8-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.32&CDS=1-987	YGL091C
OG0003264	genemark-scaffold_8-processed-gene-1.106-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.106&CDS=1-4221	YGL092W
OG0003265	genemark-scaffold_8-processed-gene-1.107-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.107&CDS=1-1575	YEL015W
OG0003266	augustus_masked-scaffold_8-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.16&CDS=1-699	YPR113W
OG0003267	augustus_masked-scaffold_8-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.34&CDS=1-2388	YOR249C
OG0003268	augustus_masked-scaffold_8-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.35&CDS=1-2184	YHR197W
OG0003269	augustus_masked-scaffold_8-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.81&CDS=1-1977	YDR208W
OG0003270	augustus_masked-scaffold_8-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.79&CDS=1-891	YBR151W
OG0003271	augustus_masked-scaffold_8-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.82&CDS=1-336	YDR286C
OG0003272	augustus_masked-scaffold_8-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.83&CDS=1-879	YIL124W
OG0003273	augustus_masked-scaffold_8-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.97&CDS=1-3009	YIL125W
OG0003274	augustus_masked-scaffold_8-processed-gene-2.99-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.99&CDS=1-528	YKR065C
OG0003275	augustus_masked-scaffold_8-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.86&CDS=1-1068	YKR066C
OG0003276	augustus_masked-scaffold_8-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.88&CDS=1-912	YNL316C
OG0003277	genemark-scaffold_8-processed-gene-2.29-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.29&CDS=1-429	YOL133W
OG0003278	augustus_masked-scaffold_8-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.89&CDS=1-732	YOL135C
OG0003279	augustus_masked-scaffold_8-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.102&CDS=1-1107	YMR256C
OG0003280	augustus_masked-scaffold_8-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.104&CDS=1-1752	YNL308C
OG0003281	augustus_masked-scaffold_8-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.106&CDS=1-969	YDR044W
OG0003282	augustus_masked-scaffold_8-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.107&CDS=1-4491	YOR153W
OG0003283	augustus_masked-scaffold_8-processed-gene-2.92-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.92&CDS=1-12771	YKR054C
OG0003284	augustus_masked-scaffold_8-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.93&CDS=1-996	YOL073C
