	Arxula_adeninivorans	Saccharomyces_cerevisiae
OG0002834	augustus_masked-Arad1D-processed-gene-19.88-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-19.88&CDS=1-222	YNL259C
OG0002835	augustus_masked-Arad1D-processed-gene-19.72-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-19.72&CDS=1-1695	YMR191W
OG0002836	augustus_masked-Arad1D-processed-gene-19.73-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-19.73&CDS=1-2259	YPL249C
OG0002837	augustus_masked-Arad1D-processed-gene-19.74-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-19.74&CDS=1-810	YMR193W
OG0002838	augustus_masked-Arad1D-processed-gene-19.76-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-19.76&CDS=1-3606	YMR012W
OG0002839	augustus_masked-Arad1D-processed-gene-19.92-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-19.92&CDS=1-2259	YOR181W
OG0002840	genemark-Arad1D-processed-gene-19.50-mRNA-1_1&gene=genemark-Arad1D-processed-gene-19.50&CDS=1-189	YLR262C-A
OG0002841	augustus_masked-Arad1D-processed-gene-20.60-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-20.60&CDS=1-1095	YNL288W
OG0002842	augustus_masked-Arad1D-processed-gene-20.56-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-20.56&CDS=1-1197	YPL204W
OG0002843	augustus_masked-Arad1D-processed-gene-20.57-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-20.57&CDS=1-1278	YGL067W
OG0002844	snap_masked-Arad1D-processed-gene-20.115-mRNA-1_1&gene=snap_masked-Arad1D-processed-gene-20.115&CDS=1-960	YPL206C
OG0002845	augustus_masked-Arad1D-processed-gene-20.87-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-20.87&CDS=1-1083	YGL028C
OG0002846	augustus_masked-Arad1D-processed-gene-20.64-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-20.64&CDS=1-720	YJR050W
OG0002847	augustus_masked-Arad1D-processed-gene-20.89-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-20.89&CDS=1-2388	YDR160W
OG0002848	augustus_masked-Arad1D-processed-gene-20.66-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-20.66&CDS=1-2556	YPR029C
OG0002849	augustus_masked-Arad1D-processed-gene-20.67-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-20.67&CDS=1-312	YPR063C
OG0002850	augustus_masked-Arad1D-processed-gene-20.93-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-20.93&CDS=1-1809	YCL029C
OG0002851	augustus_masked-Arad1D-processed-gene-20.68-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-20.68&CDS=1-315	YDR031W
OG0002852	augustus_masked-Arad1D-processed-gene-20.70-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-20.70&CDS=1-882	YIL021W
OG0002853	augustus_masked-Arad1D-processed-gene-20.94-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-20.94&CDS=1-999	YBR203W
OG0002854	maker-Arad1D-augustus-gene-20.167-mRNA-1_1&gene=maker-Arad1D-augustus-gene-20.167&CDS=1-4446	YGR116W
OG0002855	augustus_masked-Arad1D-processed-gene-20.73-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-20.73&CDS=1-3369	YPL226W
OG0002856	augustus_masked-Arad1D-processed-gene-20.95-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-20.95&CDS=1-888	YMR178W
OG0002857	augustus_masked-Arad1D-processed-gene-20.74-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-20.74&CDS=1-459	YPL225W
OG0002858	augustus_masked-Arad1D-processed-gene-20.75-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-20.75&CDS=1-1815	YJL085W
OG0002859	augustus_masked-Arad1D-processed-gene-20.76-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-20.76&CDS=1-990	YNL128W
OG0002860	augustus_masked-Arad1D-processed-gene-20.99-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-20.99&CDS=1-555	YHR121W
OG0002861	augustus_masked-Arad1D-processed-gene-20.77-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-20.77&CDS=1-2355	YNL127W
OG0002862	augustus_masked-Arad1D-processed-gene-20.78-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-20.78&CDS=1-2298	YNL126W
OG0002863	augustus_masked-Arad1D-processed-gene-20.100-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-20.100&CDS=1-942	YOR100C
OG0002864	augustus_masked-Arad1D-processed-gene-20.79-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-20.79&CDS=1-939	YDR297W
OG0002865	snap_masked-Arad1D-processed-gene-20.136-mRNA-1_1&gene=snap_masked-Arad1D-processed-gene-20.136&CDS=1-1347	YGL023C
OG0002866	augustus_masked-Arad1D-processed-gene-20.101-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-20.101&CDS=1-936	YHR085W
OG0002867	augustus_masked-Arad1D-processed-gene-20.83-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-20.83&CDS=1-1536	YDR333C
OG0002868	augustus_masked-Arad1D-processed-gene-20.84-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-20.84&CDS=1-1173	YAL012W
OG0002869	snap_masked-Arad1D-processed-gene-20.158-mRNA-1_1&gene=snap_masked-Arad1D-processed-gene-20.158&CDS=1-1275	YOL031C
OG0002870	genemark-Arad1D-processed-gene-20.51-mRNA-1_1&gene=genemark-Arad1D-processed-gene-20.51&CDS=1-618	YOL032W
OG0002871	augustus_masked-Arad1D-processed-gene-20.107-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-20.107&CDS=1-1023	YAL020C
OG0002872	augustus_masked-Arad1D-processed-gene-21.7-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-21.7&CDS=1-2973	YAL019W
OG0002873	augustus_masked-Arad1D-processed-gene-21.5-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-21.5&CDS=1-570	YKR068C
OG0002874	augustus_masked-Arad1D-processed-gene-21.9-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-21.9&CDS=1-2103	YBL011W
OG0002875	augustus_masked-Arad1D-processed-gene-21.15-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-21.15&CDS=1-1542	YOR046C
OG0002876	augustus_masked-Arad1D-processed-gene-21.16-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-21.16&CDS=1-1488	YFL022C
OG0002877	genemark-Arad1D-processed-gene-21.117-mRNA-1_1&gene=genemark-Arad1D-processed-gene-21.117&CDS=1-171	YDR276C
OG0002878	augustus_masked-Arad1D-processed-gene-21.17-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-21.17&CDS=1-1293	YHR005C
OG0002879	augustus_masked-Arad1D-processed-gene-21.22-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-21.22&CDS=1-849	YOR311C
OG0002880	augustus_masked-Arad1D-processed-gene-21.35-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-21.35&CDS=1-1305	YJL123C
OG0002881	augustus_masked-Arad1D-processed-gene-21.39-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-21.39&CDS=1-1131	YOR313C
OG0002882	augustus_masked-Arad1D-processed-gene-21.24-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-21.24&CDS=1-1314	YJL049W
OG0002883	augustus_masked-Arad1D-processed-gene-21.43-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-21.43&CDS=1-2343	YLR304C
OG0002884	augustus_masked-Arad1D-processed-gene-21.44-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-21.44&CDS=1-1050	YGR028W
OG0002885	maker-Arad1D-snap-gene-21.103-mRNA-1_1&gene=maker-Arad1D-snap-gene-21.103&CDS=1-2268	YGL255W
OG0002886	augustus_masked-Arad1D-processed-gene-21.29-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-21.29&CDS=1-843	YGL174W
OG0002887	augustus_masked-Arad1D-processed-gene-21.48-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-21.48&CDS=1-4452	YGL173C
OG0002888	augustus_masked-Arad1D-processed-gene-21.30-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-21.30&CDS=1-1605	YGL172W
OG0002889	augustus_masked-Arad1D-processed-gene-21.49-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-21.49&CDS=1-2184	YDR001C
OG0002890	augustus_masked-Arad1D-processed-gene-21.31-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-21.31&CDS=1-2919	YMR205C
OG0002891	augustus_masked-Arad1D-processed-gene-22.4-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-22.4&CDS=1-501	YML055W
OG0002892	genemark-Arad1D-processed-gene-22.89-mRNA-1_1&gene=genemark-Arad1D-processed-gene-22.89&CDS=1-1995	YLR427W
OG0002893	augustus_masked-Arad1D-processed-gene-22.5-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-22.5&CDS=1-1806	YLR429W
OG0002894	augustus_masked-Arad1D-processed-gene-22.3-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-22.3&CDS=1-6006	YLR430W
OG0002895	augustus_masked-Arad1D-processed-gene-22.25-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-22.25&CDS=1-1554	YKL191W
OG0002896	augustus_masked-Arad1D-processed-gene-22.26-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-22.26&CDS=1-780	YPR167C
OG0002897	snap_masked-Arad1D-processed-gene-22.50-mRNA-1_1&gene=snap_masked-Arad1D-processed-gene-22.50&CDS=1-2754	YLR001C
OG0002898	maker-Arad1D-augustus-gene-22.138-mRNA-1_1&gene=maker-Arad1D-augustus-gene-22.138&CDS=1-537	YLR306W
OG0002899	augustus_masked-Arad1D-processed-gene-22.33-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-22.33&CDS=1-1182	YLR355C
OG0002900	augustus_masked-Arad1D-processed-gene-22.12-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-22.12&CDS=1-597	YML064C
OG0002901	augustus_masked-Arad1D-processed-gene-22.34-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-22.34&CDS=1-2253	YML065W
OG0002902	augustus_masked-Arad1D-processed-gene-22.35-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-22.35&CDS=1-2031	YLR002C
OG0002903	augustus_masked-Arad1D-processed-gene-22.15-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-22.15&CDS=1-2289	YLR144C
OG0002904	augustus_masked-Arad1D-processed-gene-22.17-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-22.17&CDS=1-4419	YJR137C
OG0002905	augustus_masked-Arad1D-processed-gene-22.39-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-22.39&CDS=1-270	YER058W
OG0002906	augustus_masked-Arad1D-processed-gene-22.19-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-22.19&CDS=1-1497	YIL050W
OG0002907	augustus_masked-Arad1D-processed-gene-22.20-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-22.20&CDS=1-891	YER055C
OG0002908	augustus_masked-Arad1D-processed-gene-22.21-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-22.21&CDS=1-2430	YOR168W
OG0002909	genemark-Arad1D-processed-gene-22.112-mRNA-1_1&gene=genemark-Arad1D-processed-gene-22.112&CDS=1-1842	YIL046W
OG0002910	augustus_masked-Arad1D-processed-gene-22.24-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-22.24&CDS=1-1662	YLR276C
OG0002911	augustus_masked-Arad1D-processed-gene-23.119-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-23.119&CDS=1-582	YML073C
OG0002912	augustus_masked-Arad1D-processed-gene-23.120-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-23.120&CDS=1-1209	YLR449W
OG0002913	maker-Arad1D-augustus-gene-23.0-mRNA-1_1&gene=maker-Arad1D-augustus-gene-23.0&CDS=1-1059	YNL191W
OG0002914	augustus_masked-Arad1D-processed-gene-23.128-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-23.128&CDS=1-819	YIL003W
OG0002915	augustus_masked-Arad1D-processed-gene-23.129-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-23.129&CDS=1-1095	YEL004W
OG0002916	augustus_masked-Arad1D-processed-gene-23.130-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-23.130&CDS=1-918	YMR010W
OG0002917	augustus_masked-Arad1D-processed-gene-23.151-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-23.151&CDS=1-1146	YHL020C
OG0002918	augustus_masked-Arad1D-processed-gene-23.132-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-23.132&CDS=1-1137	YDL020C
OG0002919	augustus_masked-Arad1D-processed-gene-23.153-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-23.153&CDS=1-948	YIL084C
OG0002920	maker-Arad1D-augustus-gene-23.1-mRNA-1_1&gene=maker-Arad1D-augustus-gene-23.1&CDS=1-3282	YGR055W
OG0002921	maker-Arad1D-augustus-gene-23.2-mRNA-1_1&gene=maker-Arad1D-augustus-gene-23.2&CDS=1-1317	YJR117W
OG0002922	augustus_masked-Arad1D-processed-gene-23.139-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-23.139&CDS=1-2508	YML035C
OG0002923	augustus_masked-Arad1D-processed-gene-23.158-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-23.158&CDS=1-1992	YGR266W
OG0002924	augustus_masked-Arad1D-processed-gene-23.141-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-23.141&CDS=1-696	YGR247W
OG0002925	augustus_masked-Arad1D-processed-gene-23.159-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-23.159&CDS=1-2406	YMR049C
OG0002926	augustus_masked-Arad1D-processed-gene-23.143-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-23.143&CDS=1-714	YOR319W
OG0002927	augustus_masked-Arad1D-processed-gene-23.160-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-23.160&CDS=1-1107	YCL032W
OG0002928	augustus_masked-Arad1D-processed-gene-23.161-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-23.161&CDS=1-1863	YKR019C
OG0002929	augustus_masked-Arad1D-processed-gene-23.164-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-23.164&CDS=1-4827	YMR247C
OG0002930	augustus_masked-Arad1D-processed-gene-23.165-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-23.165&CDS=1-1236	YOL052C
OG0002931	augustus_masked-Arad1D-processed-gene-23.144-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-23.144&CDS=1-870	YDR337W
OG0002932	augustus_masked-Arad1D-processed-gene-23.145-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-23.145&CDS=1-891	YGL126W
OG0002933	augustus_masked-Arad1D-processed-gene-24.4-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-24.4&CDS=1-1569	YBR220C
OG0002934	augustus_masked-Arad1D-processed-gene-24.6-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-24.6&CDS=1-1167	YBR221C
OG0002935	augustus_masked-Arad1D-processed-gene-24.7-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-24.7&CDS=1-663	YHR181W
OG0002936	augustus_masked-Arad1D-processed-gene-24.8-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-24.8&CDS=1-885	YPL131W
OG0002937	augustus_masked-Arad1D-processed-gene-24.33-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-24.33&CDS=1-576	YIL019W
OG0002938	augustus_masked-Arad1D-processed-gene-24.10-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-24.10&CDS=1-759	YIL020C
OG0002939	augustus_masked-Arad1D-processed-gene-24.34-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-24.34&CDS=1-747	YLR126C
OG0002940	augustus_masked-Arad1D-processed-gene-24.36-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-24.36&CDS=1-849	YPL132W
OG0002941	augustus_masked-Arad1D-processed-gene-24.12-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-24.12&CDS=1-1491	YPL133C
OG0002942	maker-Arad1D-snap-gene-24.112-mRNA-1_1&gene=maker-Arad1D-snap-gene-24.112&CDS=1-351	YKL160W
OG0002943	augustus_masked-Arad1D-processed-gene-24.17-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-24.17&CDS=1-891	YOR222W
OG0002944	augustus_masked-Arad1D-processed-gene-24.18-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-24.18&CDS=1-819	YOR223W
OG0002945	augustus_masked-Arad1D-processed-gene-24.19-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-24.19&CDS=1-3165	YBL063W
OG0002946	augustus_masked-Arad1D-processed-gene-24.23-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-24.23&CDS=1-2046	YKL104C
OG0002947	augustus_masked-Arad1D-processed-gene-24.39-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-24.39&CDS=1-1281	YOR272W
OG0002948	augustus_masked-Arad1D-processed-gene-24.26-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-24.26&CDS=1-516	YPL252C
OG0002949	augustus_masked-Arad1D-processed-gene-24.44-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-24.44&CDS=1-708	YPR143W
OG0002950	genemark-Arad1D-processed-gene-24.138-mRNA-1_1&gene=genemark-Arad1D-processed-gene-24.138&CDS=1-2424	YPR141C
OG0002951	augustus_masked-Arad1D-processed-gene-24.46-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-24.46&CDS=1-1200	YPL254W
OG0002952	genemark-Arad1D-processed-gene-24.160-mRNA-1_1&gene=genemark-Arad1D-processed-gene-24.160&CDS=1-1059	YPR140W
OG0002953	maker-Arad1D-snap-gene-24.113-mRNA-1_1&gene=maker-Arad1D-snap-gene-24.113&CDS=1-897	YPR139C
OG0002954	augustus_masked-Arad1D-processed-gene-24.30-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-24.30&CDS=1-681	YMR197C
OG0002955	augustus_masked-Arad1D-processed-gene-24.49-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-24.49&CDS=1-2394	YPR065W
OG0002956	augustus_masked-Arad1D-processed-gene-24.50-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-24.50&CDS=1-3024	YMR196W
OG0002957	genemark-Arad1D-processed-gene-24.165-mRNA-1_1&gene=genemark-Arad1D-processed-gene-24.165&CDS=1-837	YNL320W
OG0002958	augustus_masked-Arad1D-processed-gene-24.32-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-24.32&CDS=1-636	YOL139C
OG0002959	augustus_masked-Arad1D-processed-gene-25.0-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-25.0&CDS=1-3171	YNL321W
OG0002960	augustus_masked-Arad1D-processed-gene-25.3-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-25.3&CDS=1-609	YGR076C
OG0002961	augustus_masked-Arad1D-processed-gene-25.1-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-25.1&CDS=1-1254	YOL140W
OG0002962	augustus_masked-Arad1D-processed-gene-25.4-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-25.4&CDS=1-528	YNR049C
OG0002963	augustus_masked-Arad1D-processed-gene-25.6-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-25.6&CDS=1-978	YDL015C
OG0002964	maker-Arad1D-augustus-gene-25.173-mRNA-1_1&gene=maker-Arad1D-augustus-gene-25.173&CDS=1-339	YGR074W
OG0002965	augustus_masked-Arad1D-processed-gene-25.8-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-25.8&CDS=1-1362	YNR050C
OG0002966	augustus_masked-Arad1D-processed-gene-25.29-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-25.29&CDS=1-2169	YJR040W
OG0002967	augustus_masked-Arad1D-processed-gene-25.33-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-25.33&CDS=1-2679	YLL026W
OG0002968	augustus_masked-Arad1D-processed-gene-25.12-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-25.12&CDS=1-960	YOR271C
OG0002969	augustus_masked-Arad1D-processed-gene-25.34-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-25.34&CDS=1-1167	YMR208W
OG0002970	augustus_masked-Arad1D-processed-gene-25.35-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-25.35&CDS=1-1578	YMR217W
OG0002971	augustus_masked-Arad1D-processed-gene-25.13-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-25.13&CDS=1-909	YKL019W
OG0002972	augustus_masked-Arad1D-processed-gene-25.14-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-25.14&CDS=1-1128	YIR026C
OG0002973	augustus_masked-Arad1D-processed-gene-25.16-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-25.16&CDS=1-1512	YDR221W
OG0002974	augustus_masked-Arad1D-processed-gene-25.17-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-25.17&CDS=1-1218	YDR465C
OG0002975	augustus_masked-Arad1D-processed-gene-25.18-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-25.18&CDS=1-1587	YHR007C
OG0002976	maker-Arad1D-snap-gene-25.55-mRNA-1_1&gene=maker-Arad1D-snap-gene-25.55&CDS=1-2667	YKL064W
OG0002977	augustus_masked-Arad1D-processed-gene-25.41-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-25.41&CDS=1-1236	YGL196W
OG0002978	augustus_masked-Arad1D-processed-gene-25.44-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-25.44&CDS=1-1449	YNL142W
OG0002979	augustus_masked-Arad1D-processed-gene-25.45-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-25.45&CDS=1-2733	YCR057C
OG0002980	maker-Arad1D-augustus-gene-25.175-mRNA-1_1&gene=maker-Arad1D-augustus-gene-25.175&CDS=1-750	YCR059C
OG0002981	augustus_masked-Arad1D-processed-gene-25.21-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-25.21&CDS=1-2508	YLR278C
OG0002982	maker-Arad1D-snap-gene-25.58-mRNA-1_1&gene=maker-Arad1D-snap-gene-25.58&CDS=1-237	YDR320C-A
OG0002983	augustus_masked-Arad1D-processed-gene-25.48-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-25.48&CDS=1-765	YDR313C
OG0002984	augustus_masked-Arad1D-processed-gene-25.24-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-25.24&CDS=1-1017	YLR377C
OG0002985	augustus_masked-Arad1D-processed-gene-25.25-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-25.25&CDS=1-1464	YDL054C
OG0002986	augustus_masked-Arad1D-processed-gene-25.49-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-25.49&CDS=1-1494	YHR065C
OG0002987	augustus_masked-Arad1D-processed-gene-25.52-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-25.52&CDS=1-1083	YDL055C
OG0002988	genemark-Arad1D-processed-gene-26.123-mRNA-1_1&gene=genemark-Arad1D-processed-gene-26.123&CDS=1-1881	YLR352W
OG0002989	augustus_masked-Arad1D-processed-gene-26.67-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-26.67&CDS=1-924	YML095C
OG0002990	augustus_masked-Arad1D-processed-gene-26.87-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-26.87&CDS=1-1233	YER061C
OG0002991	augustus_masked-Arad1D-processed-gene-26.70-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-26.70&CDS=1-945	YHL013C
OG0002992	snap_masked-Arad1D-processed-gene-26.38-mRNA-1_1&gene=snap_masked-Arad1D-processed-gene-26.38&CDS=1-1617	YNL115C
OG0002993	augustus_masked-Arad1D-processed-gene-26.99-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-26.99&CDS=1-1662	YKR097W
OG0002994	augustus_masked-Arad1D-processed-gene-26.100-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-26.100&CDS=1-1419	YBR162C
OG0002995	maker-Arad1D-augustus-gene-26.118-mRNA-1_1&gene=maker-Arad1D-augustus-gene-26.118&CDS=1-237	YBR162W-A
OG0002996	augustus_masked-Arad1D-processed-gene-26.75-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-26.75&CDS=1-3609	YJL074C
OG0002997	augustus_masked-Arad1D-processed-gene-26.106-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-26.106&CDS=1-606	YDR032C
OG0002998	augustus_masked-Arad1D-processed-gene-26.77-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-26.77&CDS=1-993	YIL110W
OG0002999	augustus_masked-Arad1D-processed-gene-26.108-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-26.108&CDS=1-531	YGR113W
OG0003000	augustus_masked-Arad1D-processed-gene-26.78-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-26.78&CDS=1-750	YDR050C
OG0003001	augustus_masked-Arad1D-processed-gene-26.109-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-26.109&CDS=1-3396	YER013W
OG0003002	augustus_masked-Arad1D-processed-gene-26.110-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-26.110&CDS=1-585	YER012W
OG0003003	augustus_masked-Arad1D-processed-gene-26.79-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-26.79&CDS=1-2025	YKL179C
