	Saccharomyces_cerevisiae	yHMPu5000034885_Ogataea_zsoltii
OG0002681	YNL021W	augustus_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.69&CDS=1-2244
OG0002682	YNL022C	snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.352-mRNA-1_1&gene=snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.352&CDS=1-1314
OG0002683	YNL023C	snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-1.115-mRNA-1_1&gene=snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-1.115&CDS=1-2904
OG0002684	YNL024C-A	genemark-NODE_20_length_223538_cov_38.8343_ID_39-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_20_length_223538_cov_38.8343_ID_39-processed-gene-0.47&CDS=1-210
OG0002685	YNL025C	snap_masked-NODE_20_length_223538_cov_38.8343_ID_39-processed-gene-0.102-mRNA-1_1&gene=snap_masked-NODE_20_length_223538_cov_38.8343_ID_39-processed-gene-0.102&CDS=1-987
OG0002686	YNL026W	snap_masked-NODE_44_length_76293_cov_30.3159_ID_87-processed-gene-0.115-mRNA-1_1&gene=snap_masked-NODE_44_length_76293_cov_30.3159_ID_87-processed-gene-0.115&CDS=1-1476
OG0002687	YNL027W	snap_masked-NODE_20_length_223538_cov_38.8343_ID_39-processed-gene-0.129-mRNA-1_1&gene=snap_masked-NODE_20_length_223538_cov_38.8343_ID_39-processed-gene-0.129&CDS=1-2121
OG0002688	YNL032W	snap_masked-NODE_20_length_223538_cov_38.8343_ID_39-processed-gene-0.124-mRNA-1_1&gene=snap_masked-NODE_20_length_223538_cov_38.8343_ID_39-processed-gene-0.124&CDS=1-834
OG0002689	YNL035C	snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.354-mRNA-1_1&gene=snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.354&CDS=1-1164
OG0002690	YNL036W	snap_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-2.36-mRNA-1_1&gene=snap_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-2.36&CDS=1-843
OG0002691	YNL037C	maker-NODE_36_length_115515_cov_29.1138_ID_71-snap-gene-0.6-mRNA-1_1&gene=maker-NODE_36_length_115515_cov_29.1138_ID_71-snap-gene-0.6&CDS=1-2559
OG0002692	YNL039W	snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.307-mRNA-1_1&gene=snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.307&CDS=1-1893
OG0002693	YNL040W	snap_masked-NODE_28_length_169340_cov_34.4_ID_55-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_28_length_169340_cov_34.4_ID_55-processed-gene-0.47&CDS=1-1275
OG0002694	YNL041C	snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-1.130-mRNA-1_1&gene=snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-1.130&CDS=1-2382
OG0002695	YNL044W	augustus_masked-NODE_22_length_197219_cov_30.0249_ID_43-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_22_length_197219_cov_30.0249_ID_43-processed-gene-0.28&CDS=1-534
OG0002696	YNL045W	snap_masked-NODE_22_length_197219_cov_30.0249_ID_43-processed-gene-0.294-mRNA-1_1&gene=snap_masked-NODE_22_length_197219_cov_30.0249_ID_43-processed-gene-0.294&CDS=1-1914
OG0002697	YNL048W	snap_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-1.79-mRNA-1_1&gene=snap_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-1.79&CDS=1-1842
OG0002698	YNL049C	snap_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-1.9-mRNA-1_1&gene=snap_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-1.9&CDS=1-2769
OG0002699	YNL051W	snap_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-1.15-mRNA-1_1&gene=snap_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-1.15&CDS=1-1200
OG0002700	YNL055C	snap_masked-NODE_18_length_238426_cov_40.4936_ID_35-processed-gene-0.130-mRNA-1_1&gene=snap_masked-NODE_18_length_238426_cov_40.4936_ID_35-processed-gene-0.130&CDS=1-852
OG0002701	YNL056W	snap_masked-NODE_18_length_238426_cov_40.4936_ID_35-processed-gene-0.131-mRNA-1_1&gene=snap_masked-NODE_18_length_238426_cov_40.4936_ID_35-processed-gene-0.131&CDS=1-888
OG0002702	YNL059C	snap_masked-NODE_49_length_47699_cov_31.3729_ID_97-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_49_length_47699_cov_31.3729_ID_97-processed-gene-0.22&CDS=1-2256
OG0002703	YNL061W	snap_masked-NODE_49_length_47699_cov_31.3729_ID_97-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_49_length_47699_cov_31.3729_ID_97-processed-gene-0.9&CDS=1-1833
OG0002704	YNL062C	snap_masked-NODE_49_length_47699_cov_31.3729_ID_97-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_49_length_47699_cov_31.3729_ID_97-processed-gene-0.21&CDS=1-1317
OG0002705	YNL064C	snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-2.236-mRNA-1_1&gene=snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-2.236&CDS=1-1215
OG0002706	YNL069C	snap_masked-NODE_25_length_181391_cov_30.8946_ID_49-processed-gene-0.252-mRNA-1_1&gene=snap_masked-NODE_25_length_181391_cov_30.8946_ID_49-processed-gene-0.252&CDS=1-600
OG0002707	YNL071W	augustus_masked-NODE_29_length_167461_cov_42.2916_ID_57-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-NODE_29_length_167461_cov_42.2916_ID_57-processed-gene-0.156&CDS=1-2850
OG0002708	YNL073W	snap_masked-NODE_29_length_167461_cov_42.2916_ID_57-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_29_length_167461_cov_42.2916_ID_57-processed-gene-0.44&CDS=1-1647
OG0002709	YNL075W	snap_masked-NODE_19_length_231802_cov_29.4664_ID_37-processed-gene-0.138-mRNA-1_1&gene=snap_masked-NODE_19_length_231802_cov_29.4664_ID_37-processed-gene-0.138&CDS=1-849
OG0002710	YNL080C	snap_masked-NODE_23_length_192153_cov_28.0327_ID_45-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_23_length_192153_cov_28.0327_ID_45-processed-gene-0.70&CDS=1-1098
OG0002711	YNL081C	maker-NODE_23_length_192153_cov_28.0327_ID_45-snap-gene-0.300-mRNA-1_1&gene=maker-NODE_23_length_192153_cov_28.0327_ID_45-snap-gene-0.300&CDS=1-363
OG0002712	YNL082W	maker-NODE_1_length_742912_cov_33.9653_ID_1-augustus-gene-1.164-mRNA-1_1&gene=maker-NODE_1_length_742912_cov_33.9653_ID_1-augustus-gene-1.164&CDS=1-4026
OG0002713	YNL083W	snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-3.5-mRNA-1_1&gene=snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-3.5&CDS=1-1551
OG0002714	YNL084C	snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-5.30-mRNA-1_1&gene=snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-5.30&CDS=1-1131
OG0002715	YNL085W	augustus_masked-NODE_31_length_138543_cov_31.3823_ID_61-processed-gene-0.213-mRNA-1_1&gene=augustus_masked-NODE_31_length_138543_cov_31.3823_ID_61-processed-gene-0.213&CDS=1-2223
OG0002716	YNL088W	augustus_masked-NODE_16_length_268119_cov_31.1022_ID_31-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-NODE_16_length_268119_cov_31.1022_ID_31-processed-gene-1.65&CDS=1-4320
OG0002717	YNL091W	snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.200-mRNA-1_1&gene=snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.200&CDS=1-3216
OG0002718	YNL092W	augustus_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.12&CDS=1-1206
OG0002719	YNL094W	snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.252-mRNA-1_1&gene=snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.252&CDS=1-1902
OG0002720	YNL096C	snap_masked-NODE_25_length_181391_cov_30.8946_ID_49-processed-gene-0.210-mRNA-1_1&gene=snap_masked-NODE_25_length_181391_cov_30.8946_ID_49-processed-gene-0.210&CDS=1-567
OG0002721	YNL097C	augustus_masked-NODE_26_length_181048_cov_42.3995_ID_51-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-NODE_26_length_181048_cov_42.3995_ID_51-processed-gene-0.123&CDS=1-2259
OG0002722	YNL099C	snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.264-mRNA-1_1&gene=snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.264&CDS=1-654
OG0002723	YNL101W	snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.265-mRNA-1_1&gene=snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.265&CDS=1-1989
OG0002724	YNL102W	snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.322-mRNA-1_1&gene=snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.322&CDS=1-4308
OG0002725	YNL107W	snap_masked-NODE_19_length_231802_cov_29.4664_ID_37-processed-gene-0.117-mRNA-1_1&gene=snap_masked-NODE_19_length_231802_cov_29.4664_ID_37-processed-gene-0.117&CDS=1-657
OG0002726	YNL110C	snap_masked-NODE_29_length_167461_cov_42.2916_ID_57-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NODE_29_length_167461_cov_42.2916_ID_57-processed-gene-0.77&CDS=1-834
OG0002727	YNL111C	snap_masked-NODE_29_length_167461_cov_42.2916_ID_57-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_29_length_167461_cov_42.2916_ID_57-processed-gene-0.21&CDS=1-363
OG0002728	YNL113W	snap_masked-NODE_25_length_181391_cov_30.8946_ID_49-processed-gene-0.202-mRNA-1_1&gene=snap_masked-NODE_25_length_181391_cov_30.8946_ID_49-processed-gene-0.202&CDS=1-411
OG0002729	YNL118C	snap_masked-NODE_28_length_169340_cov_34.4_ID_55-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_28_length_169340_cov_34.4_ID_55-processed-gene-0.20&CDS=1-2571
OG0002730	YNL119W	snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-2.139-mRNA-1_1&gene=snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-2.139&CDS=1-1335
OG0002731	YNL122C	augustus_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.44&CDS=1-270
OG0002732	YNL123W	maker-NODE_6_length_396474_cov_30.9587_ID_11-augustus-gene-2.124-mRNA-1_1&gene=maker-NODE_6_length_396474_cov_30.9587_ID_11-augustus-gene-2.124&CDS=1-4017
OG0002733	YNL124W	snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.275-mRNA-1_1&gene=snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.275&CDS=1-1839
OG0002734	YNL127W	snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.271-mRNA-1_1&gene=snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.271&CDS=1-2889
OG0002735	YNL128W	snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.269-mRNA-1_1&gene=snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.269&CDS=1-1293
OG0002736	YNL129W	snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.274-mRNA-1_1&gene=snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.274&CDS=1-741
OG0002737	YNL132W	snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.325-mRNA-1_1&gene=snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.325&CDS=1-3162
OG0002738	YNL137C	snap_masked-NODE_49_length_47699_cov_31.3729_ID_97-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_49_length_47699_cov_31.3729_ID_97-processed-gene-0.8&CDS=1-2187
OG0002739	YNL138W	snap_masked-NODE_49_length_47699_cov_31.3729_ID_97-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_49_length_47699_cov_31.3729_ID_97-processed-gene-0.10&CDS=1-1578
OG0002740	YNL138W-A	augustus_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-2.128&CDS=1-240
OG0002741	YNL139C	snap_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-2.24-mRNA-1_1&gene=snap_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-2.24&CDS=1-4869
OG0002742	YNL141W	snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-1.164-mRNA-1_1&gene=snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-1.164&CDS=1-1068
OG0002743	YNL142W	snap_masked-NODE_18_length_238426_cov_40.4936_ID_35-processed-gene-0.115-mRNA-1_1&gene=snap_masked-NODE_18_length_238426_cov_40.4936_ID_35-processed-gene-0.115&CDS=1-1404
OG0002744	YNL149C	snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-0.90&CDS=1-381
OG0002745	YNL151C	snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-0.89-mRNA-1_1&gene=snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-0.89&CDS=1-672
OG0002746	YNL152W	snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-0.70&CDS=1-1344
OG0002747	YNL153C	snap_masked-NODE_34_length_122159_cov_30.0024_ID_67-processed-gene-0.177-mRNA-1_1&gene=snap_masked-NODE_34_length_122159_cov_30.0024_ID_67-processed-gene-0.177&CDS=1-387
OG0002748	YNL155W	snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-1.156-mRNA-1_1&gene=snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-1.156&CDS=1-879
OG0002749	YNL161W	maker-NODE_3_length_509586_cov_31.0256_ID_5-snap-gene-2.3-mRNA-1_1&gene=maker-NODE_3_length_509586_cov_31.0256_ID_5-snap-gene-2.3&CDS=1-4380
OG0002750	YNL163C	snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-0.43&CDS=1-3057
OG0002751	YNL166C	snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-2.150-mRNA-1_1&gene=snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-2.150&CDS=1-759
OG0002752	YNL168C	snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-5.153-mRNA-1_1&gene=snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-5.153&CDS=1-699
OG0002753	YNL169C	snap_masked-NODE_26_length_181048_cov_42.3995_ID_51-processed-gene-0.94-mRNA-1_1&gene=snap_masked-NODE_26_length_181048_cov_42.3995_ID_51-processed-gene-0.94&CDS=1-1719
OG0002754	YNL172W	snap_masked-NODE_26_length_181048_cov_42.3995_ID_51-processed-gene-0.89-mRNA-1_1&gene=snap_masked-NODE_26_length_181048_cov_42.3995_ID_51-processed-gene-0.89&CDS=1-4965
OG0002755	YNL175C	snap_masked-NODE_19_length_231802_cov_29.4664_ID_37-processed-gene-0.100-mRNA-1_1&gene=snap_masked-NODE_19_length_231802_cov_29.4664_ID_37-processed-gene-0.100&CDS=1-1095
OG0002756	YNL177C	snap_masked-NODE_18_length_238426_cov_40.4936_ID_35-processed-gene-0.110-mRNA-1_1&gene=snap_masked-NODE_18_length_238426_cov_40.4936_ID_35-processed-gene-0.110&CDS=1-855
OG0002757	YNL178W	snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.337-mRNA-1_1&gene=snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.337&CDS=1-720
OG0002758	YNL181W	snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.349-mRNA-1_1&gene=snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.349&CDS=1-1341
OG0002759	YNL182C	snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.299-mRNA-1_1&gene=snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.299&CDS=1-1440
OG0002760	YNL183C	snap_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-2.25-mRNA-1_1&gene=snap_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-2.25&CDS=1-2415
OG0002761	YNL185C	snap_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-2.26-mRNA-1_1&gene=snap_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-2.26&CDS=1-447
OG0002762	YNL186W	snap_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-2.53-mRNA-1_1&gene=snap_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-2.53&CDS=1-2205
OG0002763	YNL189W	snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-2.138-mRNA-1_1&gene=snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-2.138&CDS=1-1629
OG0002764	YNL191W	snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-2.168-mRNA-1_1&gene=snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-2.168&CDS=1-1092
OG0002765	YNL192W	augustus_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-2.78&CDS=1-2925
OG0002766	YNL193W	snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-2.157-mRNA-1_1&gene=snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-2.157&CDS=1-1545
OG0002767	YNL200C	snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-1.157-mRNA-1_1&gene=snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-1.157&CDS=1-705
OG0002768	YNL201C	snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.243-mRNA-1_1&gene=snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.243&CDS=1-2265
OG0002769	YNL202W	snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.244-mRNA-1_1&gene=snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.244&CDS=1-834
OG0002770	YNL206C	snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.249-mRNA-1_1&gene=snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.249&CDS=1-1236
OG0002771	YNL207W	maker-NODE_14_length_272433_cov_31.4939_ID_27-snap-gene-1.300-mRNA-1_1&gene=maker-NODE_14_length_272433_cov_31.4939_ID_27-snap-gene-1.300&CDS=1-3069
OG0002772	YNL209W	snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.207-mRNA-1_1&gene=snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.207&CDS=1-1839
OG0002773	YNL211C	snap_masked-NODE_40_length_98301_cov_29.074_ID_79-processed-gene-0.113-mRNA-1_1&gene=snap_masked-NODE_40_length_98301_cov_29.074_ID_79-processed-gene-0.113&CDS=1-222
OG0002774	YNL212W	snap_masked-NODE_40_length_98301_cov_29.074_ID_79-processed-gene-0.137-mRNA-1_1&gene=snap_masked-NODE_40_length_98301_cov_29.074_ID_79-processed-gene-0.137&CDS=1-2346
OG0002775	YNL216W	snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-1.133-mRNA-1_1&gene=snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-1.133&CDS=1-2151
OG0002776	YNL218W	maker-NODE_7_length_357092_cov_29.7097_ID_13-snap-gene-2.241-mRNA-1_1&gene=maker-NODE_7_length_357092_cov_29.7097_ID_13-snap-gene-2.241&CDS=1-2577
OG0002777	YNL219C	augustus_masked-NODE_50_length_46340_cov_28.7699_ID_99-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_50_length_46340_cov_28.7699_ID_99-processed-gene-0.47&CDS=1-2463
OG0002778	YNL220W	snap_masked-NODE_31_length_138543_cov_31.3823_ID_61-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_31_length_138543_cov_31.3823_ID_61-processed-gene-0.71&CDS=1-1284
OG0002779	YNL221C	augustus_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-0.106&CDS=1-3225
OG0002780	YNL222W	snap_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-1.30-mRNA-1_1&gene=snap_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-1.30&CDS=1-675
OG0002781	YNL223W	snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-0.98-mRNA-1_1&gene=snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-0.98&CDS=1-1731
OG0002782	YNL224C	snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-0.116-mRNA-1_1&gene=snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-0.116&CDS=1-2082
OG0002783	YNL227C	snap_masked-NODE_61_length_23267_cov_28.7695_ID_121-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_61_length_23267_cov_28.7695_ID_121-processed-gene-0.8&CDS=1-1635
OG0002784	YNL229C	snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-2.64-mRNA-1_1&gene=snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-2.64&CDS=1-921
OG0002785	YNL231C	snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-4.30-mRNA-1_1&gene=snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-4.30&CDS=1-1104
OG0002786	YNL232W	snap_masked-NODE_12_length_297239_cov_36.2077_ID_23-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_12_length_297239_cov_36.2077_ID_23-processed-gene-0.10&CDS=1-711
OG0002787	YNL233W	snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-4.28-mRNA-1_1&gene=snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-4.28&CDS=1-3573
OG0002788	YNL236W	snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-4.26-mRNA-1_1&gene=snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-4.26&CDS=1-3420
OG0002789	YNL237W	maker-NODE_33_length_126778_cov_31.2123_ID_65-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_33_length_126778_cov_31.2123_ID_65-snap-gene-0.1&CDS=1-3222
OG0002790	YNL238W	maker-NODE_33_length_126778_cov_31.2123_ID_65-augustus-gene-0.65-mRNA-1_1&gene=maker-NODE_33_length_126778_cov_31.2123_ID_65-augustus-gene-0.65&CDS=1-2799
OG0002791	YNL239W	snap_masked-NODE_33_length_126778_cov_31.2123_ID_65-processed-gene-0.138-mRNA-1_1&gene=snap_masked-NODE_33_length_126778_cov_31.2123_ID_65-processed-gene-0.138&CDS=1-1347
OG0002792	YNL240C	snap_masked-NODE_33_length_126778_cov_31.2123_ID_65-processed-gene-0.136-mRNA-1_1&gene=snap_masked-NODE_33_length_126778_cov_31.2123_ID_65-processed-gene-0.136&CDS=1-1611
OG0002793	YNL241C	snap_masked-NODE_33_length_126778_cov_31.2123_ID_65-processed-gene-0.137-mRNA-1_1&gene=snap_masked-NODE_33_length_126778_cov_31.2123_ID_65-processed-gene-0.137&CDS=1-1515
OG0002794	YNL242W	snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.255-mRNA-1_1&gene=snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.255&CDS=1-5523
OG0002795	YNL243W	snap_masked-NODE_85_length_4171_cov_67.6381_ID_169-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_85_length_4171_cov_67.6381_ID_169-processed-gene-0.1&CDS=1-3111
OG0002796	YNL244C	maker-NODE_72_length_7405_cov_32.2022_ID_143-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_72_length_7405_cov_32.2022_ID_143-snap-gene-0.0&CDS=1-327
OG0002797	YNL245C	snap_masked-NODE_72_length_7405_cov_32.2022_ID_143-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_72_length_7405_cov_32.2022_ID_143-processed-gene-0.2&CDS=1-564
OG0002798	YNL246W	maker-NODE_3_length_509586_cov_31.0256_ID_5-snap-gene-2.4-mRNA-1_1&gene=maker-NODE_3_length_509586_cov_31.0256_ID_5-snap-gene-2.4&CDS=1-810
OG0002799	YNL247W	snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-1.147-mRNA-1_1&gene=snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-1.147&CDS=1-2262
