	Saccharomyces_cerevisiae	yHMPu5000035271_Wickerhamomyces_bovis
OG0003093	YNL212W	augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-0.74&CDS=1-2370
OG0003094	YNL213C	snap_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-0.140-mRNA-1_1&gene=snap_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-0.140&CDS=1-681
OG0003095	YNL214W	augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-0.73&CDS=1-675
OG0003096	YNL216W	augustus_masked-NODE_31_length_114607_cov_26.3092_ID_3092-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_31_length_114607_cov_26.3092_ID_3092-processed-gene-0.15&CDS=1-1713
OG0003097	YNL217W	augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-0.70&CDS=1-837
OG0003098	YNL218W	augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-0.69&CDS=1-1626
OG0003099	YNL219C	maker-NODE_13_length_278934_cov_23.8117_ID_1820-snap-gene-0.50-mRNA-1_1&gene=maker-NODE_13_length_278934_cov_23.8117_ID_1820-snap-gene-0.50&CDS=1-2040
OG0003100	YNL220W	augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-0.67&CDS=1-1287
OG0003101	YNL221C	augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-0.89&CDS=1-2352
OG0003102	YNL222W	maker-NODE_13_length_278934_cov_23.8117_ID_1820-augustus-gene-0.54-mRNA-1_1&gene=maker-NODE_13_length_278934_cov_23.8117_ID_1820-augustus-gene-0.54&CDS=1-621
OG0003103	YNL223W	augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-0.65&CDS=1-1716
OG0003104	YNL224C	augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-0.87&CDS=1-2376
OG0003105	YNL227C	augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-0.64&CDS=1-1785
OG0003106	YNL229C	augustus_masked-NODE_6_length_370431_cov_22.3029_ID_1760-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-NODE_6_length_370431_cov_22.3029_ID_1760-processed-gene-2.129&CDS=1-1011
OG0003107	YNL230C	augustus_masked-NODE_16_length_241460_cov_22.8791_ID_4286-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_16_length_241460_cov_22.8791_ID_4286-processed-gene-0.35&CDS=1-870
OG0003108	YNL232W	augustus_masked-NODE_16_length_241460_cov_22.8791_ID_4286-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-NODE_16_length_241460_cov_22.8791_ID_4286-processed-gene-1.44&CDS=1-825
OG0003109	YNL233W	snap_masked-NODE_24_length_139379_cov_21.5415_ID_2650-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_24_length_139379_cov_21.5415_ID_2650-processed-gene-0.104&CDS=1-2448
OG0003110	YNL234W	augustus_masked-NODE_24_length_139379_cov_21.5415_ID_2650-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_24_length_139379_cov_21.5415_ID_2650-processed-gene-0.11&CDS=1-1008
OG0003111	YNL236W	maker-NODE_24_length_139379_cov_21.5415_ID_2650-augustus-gene-0.206-mRNA-1_1&gene=maker-NODE_24_length_139379_cov_21.5415_ID_2650-augustus-gene-0.206&CDS=1-2601
OG0003112	YNL237W	augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-7.84-mRNA-1_1&gene=augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-7.84&CDS=1-1323
OG0003113	YNL238W	maker-NODE_12_length_279838_cov_23.0736_ID_9675-augustus-gene-1.99-mRNA-1_1&gene=maker-NODE_12_length_279838_cov_23.0736_ID_9675-augustus-gene-1.99&CDS=1-2796
OG0003114	YNL239W	augustus_masked-NODE_12_length_279838_cov_23.0736_ID_9675-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_12_length_279838_cov_23.0736_ID_9675-processed-gene-0.73&CDS=1-1317
OG0003115	YNL240C	augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-7.83-mRNA-1_1&gene=augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-7.83&CDS=1-1566
OG0003116	YNL241C	augustus_masked-NODE_16_length_241460_cov_22.8791_ID_4286-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-NODE_16_length_241460_cov_22.8791_ID_4286-processed-gene-1.68&CDS=1-1524
OG0003117	YNL242W	augustus_masked-NODE_61_length_34174_cov_21.9468_ID_5095-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_61_length_34174_cov_21.9468_ID_5095-processed-gene-0.23&CDS=1-5184
OG0003118	YNL243W	augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.6&CDS=1-3141
OG0003119	YNL244C	augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.3&CDS=1-327
OG0003120	YNL245C	augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.50&CDS=1-795
OG0003121	YNL246W	augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.5&CDS=1-828
OG0003122	YNL247W	augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.11&CDS=1-2277
OG0003123	YNL248C	augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.13&CDS=1-1239
OG0003124	YNL250W	maker-NODE_13_length_278934_cov_23.8117_ID_1820-snap-gene-1.217-mRNA-1_1&gene=maker-NODE_13_length_278934_cov_23.8117_ID_1820-snap-gene-1.217&CDS=1-3864
OG0003125	YNL251C	augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.55&CDS=1-1794
OG0003126	YNL252C	augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.52&CDS=1-846
OG0003127	YNL254C	augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.51&CDS=1-1734
OG0003128	YNL256W	maker-NODE_13_length_278934_cov_23.8117_ID_1820-augustus-gene-1.206-mRNA-1_1&gene=maker-NODE_13_length_278934_cov_23.8117_ID_1820-augustus-gene-1.206&CDS=1-4191
OG0003129	YNL258C	augustus_masked-NODE_21_length_173256_cov_22.717_ID_2877-processed-gene-0.226-mRNA-1_1&gene=augustus_masked-NODE_21_length_173256_cov_22.717_ID_2877-processed-gene-0.226&CDS=1-2064
OG0003130	YNL259C	augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.15&CDS=1-216
OG0003131	YNL260C	maker-NODE_13_length_278934_cov_23.8117_ID_1820-snap-gene-1.213-mRNA-1_1&gene=maker-NODE_13_length_278934_cov_23.8117_ID_1820-snap-gene-1.213&CDS=1-1428
OG0003132	YNL261W	augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.60&CDS=1-1275
OG0003133	YNL262W	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-8.70-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-8.70&CDS=1-6576
OG0003134	YNL263C	genemark-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-8.10-mRNA-1_1&gene=genemark-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-8.10&CDS=1-993
OG0003135	YNL265C	maker-NODE_5_length_377811_cov_27.128_ID_2487-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_5_length_377811_cov_27.128_ID_2487-augustus-gene-0.2&CDS=1-894
OG0003136	YNL267W	augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-2.5-mRNA-1_1&gene=augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-2.5&CDS=1-2826
OG0003137	YNL272C	augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-2.11&CDS=1-1812
OG0003138	YNL273W	augustus_masked-NODE_18_length_228862_cov_23.6433_ID_2185-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-NODE_18_length_228862_cov_23.6433_ID_2185-processed-gene-1.88&CDS=1-3828
OG0003139	YNL274C	augustus_masked-NODE_40_length_64052_cov_22.9187_ID_4242-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_40_length_64052_cov_22.9187_ID_4242-processed-gene-0.23&CDS=1-1020
OG0003140	YNL275W	augustus_masked-NODE_36_length_81764_cov_29.3334_ID_3666-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_36_length_81764_cov_29.3334_ID_3666-processed-gene-0.53&CDS=1-1524
OG0003141	YNL277W	augustus_masked-NODE_36_length_81764_cov_29.3334_ID_3666-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_36_length_81764_cov_29.3334_ID_3666-processed-gene-0.75&CDS=1-1401
OG0003142	YNL279W	augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-2.28&CDS=1-2250
OG0003143	YNL280C	augustus_masked-NODE_6_length_370431_cov_22.3029_ID_1760-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-NODE_6_length_370431_cov_22.3029_ID_1760-processed-gene-2.128&CDS=1-1305
OG0003144	YNL281W	augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-1.82&CDS=1-441
OG0003145	YNL282W	augustus_masked-NODE_10_length_320851_cov_22.4291_ID_1790-processed-gene-2.132-mRNA-1_1&gene=augustus_masked-NODE_10_length_320851_cov_22.4291_ID_1790-processed-gene-2.132&CDS=1-672
OG0003146	YNL284C	augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-3.69&CDS=1-867
OG0003147	YNL286W	maker-NODE_57_length_37575_cov_21.9688_ID_5033-augustus-gene-0.84-mRNA-1_1&gene=maker-NODE_57_length_37575_cov_21.9688_ID_5033-augustus-gene-0.84&CDS=1-1059
OG0003148	YNL287W	augustus_masked-NODE_20_length_184838_cov_25.5018_ID_5407-processed-gene-0.241-mRNA-1_1&gene=augustus_masked-NODE_20_length_184838_cov_25.5018_ID_5407-processed-gene-0.241&CDS=1-2712
OG0003149	YNL288W	augustus_masked-NODE_20_length_184838_cov_25.5018_ID_5407-processed-gene-0.287-mRNA-1_1&gene=augustus_masked-NODE_20_length_184838_cov_25.5018_ID_5407-processed-gene-0.287&CDS=1-1239
OG0003150	YNL289W	augustus_masked-NODE_12_length_279838_cov_23.0736_ID_9675-processed-gene-1.278-mRNA-1_1&gene=augustus_masked-NODE_12_length_279838_cov_23.0736_ID_9675-processed-gene-1.278&CDS=1-867
OG0003151	YNL290W	augustus_masked-NODE_20_length_184838_cov_25.5018_ID_5407-processed-gene-0.277-mRNA-1_1&gene=augustus_masked-NODE_20_length_184838_cov_25.5018_ID_5407-processed-gene-0.277&CDS=1-981
OG0003152	YNL291C	augustus_masked-NODE_20_length_184838_cov_25.5018_ID_5407-processed-gene-0.235-mRNA-1_1&gene=augustus_masked-NODE_20_length_184838_cov_25.5018_ID_5407-processed-gene-0.235&CDS=1-1686
OG0003153	YNL292W	augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-6.148-mRNA-1_1&gene=augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-6.148&CDS=1-1215
OG0003154	YNL293W	augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-6.147-mRNA-1_1&gene=augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-6.147&CDS=1-1599
OG0003155	YNL297C	genemark-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-6.20-mRNA-1_1&gene=genemark-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-6.20&CDS=1-4509
OG0003156	YNL298W	augustus_masked-NODE_23_length_144444_cov_22.2236_ID_2713-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-NODE_23_length_144444_cov_22.2236_ID_2713-processed-gene-0.158&CDS=1-2559
OG0003157	YNL305C	augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-1.108&CDS=1-750
OG0003158	YNL306W	maker-NODE_29_length_119534_cov_22.7707_ID_4088-snap-gene-0.123-mRNA-1_1&gene=maker-NODE_29_length_119534_cov_22.7707_ID_4088-snap-gene-0.123&CDS=1-648
OG0003159	YNL307C	augustus_masked-NODE_29_length_119534_cov_22.7707_ID_4088-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_29_length_119534_cov_22.7707_ID_4088-processed-gene-0.101&CDS=1-1134
OG0003160	YNL308C	augustus_masked-NODE_30_length_117107_cov_22.465_ID_3048-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_30_length_117107_cov_22.465_ID_3048-processed-gene-0.48&CDS=1-1674
OG0003161	YNL310C	maker-NODE_3_length_686625_cov_22.7875_ID_2680-augustus-gene-5.109-mRNA-1_1&gene=maker-NODE_3_length_686625_cov_22.7875_ID_2680-augustus-gene-5.109&CDS=1-519
OG0003162	YNL311C	genemark-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-5.69-mRNA-1_1&gene=genemark-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-5.69&CDS=1-1386
OG0003163	YNL312W	augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-5.227-mRNA-1_1&gene=augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-5.227&CDS=1-774
OG0003164	YNL313C	augustus_masked-NODE_10_length_320851_cov_22.4291_ID_1790-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-NODE_10_length_320851_cov_22.4291_ID_1790-processed-gene-2.80&CDS=1-2730
OG0003165	YNL315C	augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-0.59&CDS=1-918
OG0003166	YNL316C	maker-NODE_8_length_336906_cov_25.1058_ID_2807-augustus-gene-0.98-mRNA-1_1&gene=maker-NODE_8_length_336906_cov_25.1058_ID_2807-augustus-gene-0.98&CDS=1-891
OG0003167	YNL317W	augustus_masked-NODE_23_length_144444_cov_22.2236_ID_2713-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-NODE_23_length_144444_cov_22.2236_ID_2713-processed-gene-0.159&CDS=1-1401
OG0003168	YNL320W	augustus_masked-NODE_12_length_279838_cov_23.0736_ID_9675-processed-gene-1.227-mRNA-1_1&gene=augustus_masked-NODE_12_length_279838_cov_23.0736_ID_9675-processed-gene-1.227&CDS=1-855
OG0003169	YNL321W	augustus_masked-NODE_12_length_279838_cov_23.0736_ID_9675-processed-gene-1.246-mRNA-1_1&gene=augustus_masked-NODE_12_length_279838_cov_23.0736_ID_9675-processed-gene-1.246&CDS=1-2886
OG0003170	YNL322C	augustus_masked-NODE_12_length_279838_cov_23.0736_ID_9675-processed-gene-1.210-mRNA-1_1&gene=augustus_masked-NODE_12_length_279838_cov_23.0736_ID_9675-processed-gene-1.210&CDS=1-840
OG0003171	YNL325C	augustus_masked-NODE_29_length_119534_cov_22.7707_ID_4088-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_29_length_119534_cov_22.7707_ID_4088-processed-gene-0.113&CDS=1-2730
OG0003172	YNL326C	augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-6.134-mRNA-1_1&gene=augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-6.134&CDS=1-801
OG0003173	YNL328C	augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-6.111-mRNA-1_1&gene=augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-6.111&CDS=1-405
OG0003174	YNL329C	augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-6.112-mRNA-1_1&gene=augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-6.112&CDS=1-2919
OG0003175	YNL330C	maker-NODE_2_length_865375_cov_22.6121_ID_9257-augustus-gene-6.54-mRNA-1_1&gene=maker-NODE_2_length_865375_cov_22.6121_ID_9257-augustus-gene-6.54&CDS=1-1311
OG0003176	YNR003C	augustus_masked-NODE_14_length_268870_cov_26.8865_ID_1946-processed-gene-1.185-mRNA-1_1&gene=augustus_masked-NODE_14_length_268870_cov_26.8865_ID_1946-processed-gene-1.185&CDS=1-894
OG0003177	YNR006W	augustus_masked-NODE_10_length_320851_cov_22.4291_ID_1790-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-NODE_10_length_320851_cov_22.4291_ID_1790-processed-gene-2.126&CDS=1-1998
OG0003178	YNR007C	augustus_masked-NODE_26_length_130411_cov_22.7649_ID_2775-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-NODE_26_length_130411_cov_22.7649_ID_2775-processed-gene-0.144&CDS=1-936
OG0003179	YNR008W	augustus_masked-NODE_26_length_130411_cov_22.7649_ID_2775-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_26_length_130411_cov_22.7649_ID_2775-processed-gene-0.103&CDS=1-1953
OG0003180	YNR012W	augustus_masked-NODE_23_length_144444_cov_22.2236_ID_2713-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-NODE_23_length_144444_cov_22.2236_ID_2713-processed-gene-0.152&CDS=1-1479
OG0003181	YNR015W	genemark-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-2.242-mRNA-1_1&gene=genemark-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-2.242&CDS=1-1161
OG0003182	YNR016C	augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-7.153-mRNA-1_1&gene=augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-7.153&CDS=1-6729
OG0003183	YNR017W	augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-2.21&CDS=1-636
OG0003184	YNR018W	augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-1.60&CDS=1-651
OG0003185	YNR019W	augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-1.55&CDS=1-1623
OG0003186	YNR020C	augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-1.53&CDS=1-726
OG0003187	YNR021W	augustus_masked-NODE_39_length_68748_cov_27.3738_ID_3862-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_39_length_68748_cov_27.3738_ID_3862-processed-gene-0.63&CDS=1-1101
OG0003188	YNR022C	augustus_masked-NODE_35_length_81782_cov_21.913_ID_3530-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_35_length_81782_cov_21.913_ID_3530-processed-gene-0.42&CDS=1-681
OG0003189	YNR023W	augustus_masked-NODE_35_length_81782_cov_21.913_ID_3530-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_35_length_81782_cov_21.913_ID_3530-processed-gene-0.58&CDS=1-1266
OG0003190	YNR029C	augustus_masked-NODE_49_length_50590_cov_22.9765_ID_4604-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_49_length_50590_cov_22.9765_ID_4604-processed-gene-0.37&CDS=1-1170
OG0003191	YNR030W	augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-0.40&CDS=1-1998
OG0003192	YNR032C-A	augustus_masked-NODE_76_length_17386_cov_26.0801_ID_12008-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_76_length_17386_cov_26.0801_ID_12008-processed-gene-0.22&CDS=1-219
OG0003193	YNR032W	augustus_masked-NODE_76_length_17386_cov_26.0801_ID_12008-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_76_length_17386_cov_26.0801_ID_12008-processed-gene-0.15&CDS=1-981
OG0003194	YNR033W	augustus_masked-NODE_76_length_17386_cov_26.0801_ID_12008-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_76_length_17386_cov_26.0801_ID_12008-processed-gene-0.16&CDS=1-2091
OG0003195	YNR035C	augustus_masked-NODE_76_length_17386_cov_26.0801_ID_12008-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_76_length_17386_cov_26.0801_ID_12008-processed-gene-0.18&CDS=1-939
OG0003196	YNR036C	augustus_masked-NODE_76_length_17386_cov_26.0801_ID_12008-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_76_length_17386_cov_26.0801_ID_12008-processed-gene-0.24&CDS=1-522
OG0003197	YNR037C	maker-NODE_60_length_34784_cov_26.1171_ID_5067-augustus-gene-0.63-mRNA-1_1&gene=maker-NODE_60_length_34784_cov_26.1171_ID_5067-augustus-gene-0.63&CDS=1-276
OG0003198	YNR038W	augustus_masked-NODE_76_length_17386_cov_26.0801_ID_12008-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_76_length_17386_cov_26.0801_ID_12008-processed-gene-0.25&CDS=1-1971
OG0003199	YNR039C	augustus_masked-NODE_22_length_169243_cov_28.4925_ID_3126-processed-gene-0.228-mRNA-1_1&gene=augustus_masked-NODE_22_length_169243_cov_28.4925_ID_3126-processed-gene-0.228&CDS=1-1635
OG0003200	YNR041C	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-5.48-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-5.48&CDS=1-1128
OG0003201	YNR043W	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-5.29-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-5.29&CDS=1-1191
OG0003202	YNR046W	augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-5.268-mRNA-1_1&gene=augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-5.268&CDS=1-387
