	Candida_boidinii_JCM9604	Saccharomyces_cerevisiae
OG0003261	-processed-gene-22.51-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-22.51&CDS=1-1896	YEL007W
OG0003262	-processed-gene-22.45-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-22.45&CDS=1-2142	YOR017W
OG0003263	-processed-gene-22.12-mRNA-1_1&gene=snap_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-22.12&CDS=1-1332	YOL030W
OG0003264	-processed-gene-22.54-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-22.54&CDS=1-4665	YOR336W
OG0003265	-snap-gene-22.40-mRNA-1_1&gene=maker-gi|1002316619|dbj|BCGP01000001.1|-snap-gene-22.40&CDS=1-1449	YDR221W
OG0003266	-processed-gene-23.21-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-23.21&CDS=1-3102	YPR019W
OG0003267	-processed-gene-23.23-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-23.23&CDS=1-432	YPR020W
OG0003268	-processed-gene-23.31-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-23.31&CDS=1-1815	YGL171W
OG0003269	-processed-gene-23.24-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-23.24&CDS=1-702	YLR312W-A
OG0003270	-processed-gene-23.25-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-23.25&CDS=1-4170	YLL021W
OG0003271	-processed-gene-23.33-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-23.33&CDS=1-2784	YLR141W
OG0003272	-processed-gene-23.28-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-23.28&CDS=1-483	YDR155C
OG0003273	-processed-gene-23.35-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-23.35&CDS=1-807	YDR152W
OG0003274	-processed-gene-23.48-mRNA-1_1&gene=genemark-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-23.48&CDS=1-1284	YDR161W
OG0003275	-processed-gene-23.36-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-23.36&CDS=1-1167	YDR162C
OG0003276	-processed-gene-23.30-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-23.30&CDS=1-1437	YLR105C
OG0003277	-processed-gene-23.37-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-23.37&CDS=1-1809	YPL014W
OG0003278	-processed-gene-24.5-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-24.5&CDS=1-429	YLR104W
OG0003279	-processed-gene-24.6-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-24.6&CDS=1-1641	YBR196C
OG0003280	-snap-gene-24.32-mRNA-1_1&gene=maker-gi|1002316619|dbj|BCGP01000001.1|-snap-gene-24.32&CDS=1-1599	YPL076W
OG0003281	-processed-gene-24.25-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-24.25&CDS=1-2616	YBR198C
OG0003282	-processed-gene-24.26-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-24.26&CDS=1-2079	YGL252C
OG0003283	-processed-gene-24.39-mRNA-1_1&gene=genemark-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-24.39&CDS=1-480	YOL026C
OG0003284	-processed-gene-24.10-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-24.10&CDS=1-2136	YMR186W
OG0003285	-processed-gene-24.74-mRNA-1_1&gene=snap_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-24.74&CDS=1-3882	YNL329C
OG0003286	-processed-gene-24.14-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-24.14&CDS=1-1815	YPL243W
OG0003287	-processed-gene-24.28-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-24.28&CDS=1-615	YHR089C
OG0003288	-processed-gene-24.17-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-24.17&CDS=1-2535	YHR154W
OG0003289	-processed-gene-24.18-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-24.18&CDS=1-894	YBL050W
OG0003290	-processed-gene-24.29-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-24.29&CDS=1-726	YDR437W
OG0003291	-processed-gene-24.19-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-24.19&CDS=1-1914	YNL045W
OG0003292	-processed-gene-24.21-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-24.21&CDS=1-525	YNL044W
OG0003293	-processed-gene-24.31-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-24.31&CDS=1-1773	YJL194W
OG0003294	-processed-gene-25.35-mRNA-1_1&gene=snap_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-25.35&CDS=1-6255	YCR033W
OG0003295	-snap-gene-25.108-mRNA-1_1&gene=maker-gi|1002316619|dbj|BCGP01000001.1|-snap-gene-25.108&CDS=1-3063	YCR053W
OG0003296	-processed-gene-25.3-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-25.3&CDS=1-1296	YEL056W
OG0003297	-processed-gene-25.4-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-25.4&CDS=1-684	YNR022C
OG0003298	-processed-gene-25.6-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-25.6&CDS=1-438	YPL225W
OG0003299	-processed-gene-25.7-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-25.7&CDS=1-774	YPL199C
OG0003300	-processed-gene-25.8-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-25.8&CDS=1-390	YDL092W
OG0003301	-processed-gene-25.94-mRNA-1_1&gene=genemark-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-25.94&CDS=1-1353	YDL090C
OG0003302	-processed-gene-25.45-mRNA-1_1&gene=snap_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-25.45&CDS=1-2427	YMR154C
OG0003303	-processed-gene-25.15-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-25.15&CDS=1-2358	YKL078W
OG0003304	-processed-gene-25.17-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-25.17&CDS=1-3411	YER176W
OG0003305	-processed-gene-25.18-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-25.18&CDS=1-1779	YLR107W
OG0003306	-processed-gene-25.70-mRNA-1_1&gene=snap_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-25.70&CDS=1-3150	YLR103C
OG0003307	-processed-gene-25.34-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-25.34&CDS=1-273	YDL045W-A
OG0003308	-processed-gene-26.85-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-26.85&CDS=1-2517	YDL040C
OG0003309	-processed-gene-26.86-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-26.86&CDS=1-1599	YDR168W
OG0003310	-processed-gene-26.90-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-26.90&CDS=1-519	YOL071W
OG0003311	-processed-gene-26.87-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-26.87&CDS=1-765	YOR202W
OG0003312	-processed-gene-26.91-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-26.91&CDS=1-1713	YPL112C
OG0003313	-processed-gene-26.93-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-26.93&CDS=1-4224	YPL268W
OG0003314	-processed-gene-26.108-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-26.108&CDS=1-1473	YBR247C
OG0003315	-processed-gene-26.94-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-26.94&CDS=1-1536	YGL097W
OG0003316	-processed-gene-26.32-mRNA-1_1&gene=snap_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-26.32&CDS=1-1296	YBR271W
OG0003317	-processed-gene-26.95-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-26.95&CDS=1-681	YJL072C
OG0003318	-processed-gene-26.96-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-26.96&CDS=1-1980	YJL071W
OG0003319	-processed-gene-26.98-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-26.98&CDS=1-1146	YPL209C
OG0003320	-processed-gene-26.111-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-26.111&CDS=1-1629	YGL064C
OG0003321	-processed-gene-26.99-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-26.99&CDS=1-1872	YPL210C
OG0003322	-processed-gene-26.112-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-26.112&CDS=1-543	YPL211W
OG0003323	-processed-gene-26.100-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-26.100&CDS=1-1737	YPL212C
OG0003324	-processed-gene-26.115-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-26.115&CDS=1-936	YBR040W
OG0003325	-processed-gene-26.116-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-26.116&CDS=1-2235	YBR043C
OG0003326	-processed-gene-26.103-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-26.103&CDS=1-1659	YCR014C
OG0003327	-processed-gene-26.105-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-26.105&CDS=1-975	YFR025C
OG0003328	-snap-gene-26.84-mRNA-1_1&gene=maker-gi|1002316619|dbj|BCGP01000001.1|-snap-gene-26.84&CDS=1-3006	YBR074W
OG0003329	-processed-gene-26.107-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-26.107&CDS=1-1086	YDR047W
OG0003330	-processed-gene-27.1-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-27.1&CDS=1-1920	YDR049W
OG0003331	-processed-gene-27.17-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-27.17&CDS=1-2997	YCR017C
OG0003332	-processed-gene-27.5-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-27.5&CDS=1-933	YFR004W
OG0003333	-processed-gene-27.18-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-27.18&CDS=1-1593	YFR005C
OG0003334	-processed-gene-27.6-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-27.6&CDS=1-1434	YFR006W
OG0003335	-processed-gene-27.19-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-27.19&CDS=1-2181	YLR274W
OG0003336	-processed-gene-27.7-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-27.7&CDS=1-2832	YPL128C
OG0003337	-processed-gene-27.8-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-27.8&CDS=1-1611	YFL016C
OG0003338	-processed-gene-27.22-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-27.22&CDS=1-954	YGR026W
OG0003339	-processed-gene-27.23-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-27.23&CDS=1-1446	YLR359W
OG0003340	-processed-gene-27.11-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-27.11&CDS=1-1104	YBR234C
OG0003341	-processed-gene-27.25-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-27.25&CDS=1-993	YBR053C
OG0003342	-processed-gene-27.13-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-27.13&CDS=1-2391	YJR053W
OG0003343	-processed-gene-27.27-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-27.27&CDS=1-1386	YFR007W
OG0003344	-snap-gene-28.64-mRNA-1_1&gene=maker-gi|1002316619|dbj|BCGP01000001.1|-snap-gene-28.64&CDS=1-1185	YPR004C
OG0003345	-processed-gene-28.5-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-28.5&CDS=1-5517	YML103C
OG0003346	-processed-gene-28.18-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-28.18&CDS=1-2223	YMR268C
OG0003347	-processed-gene-28.19-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-28.19&CDS=1-876	YMR269W
OG0003348	-augustus-gene-28.31-mRNA-1_1&gene=maker-gi|1002316619|dbj|BCGP01000001.1|-augustus-gene-28.31&CDS=1-372	YER009W
OG0003349	-processed-gene-28.21-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-28.21&CDS=1-1554	YDL054C
OG0003350	-processed-gene-28.10-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-28.10&CDS=1-2985	YNL186W
OG0003351	-processed-gene-28.11-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-28.11&CDS=1-450	YNL185C
OG0003352	-augustus-gene-28.32-mRNA-1_1&gene=maker-gi|1002316619|dbj|BCGP01000001.1|-augustus-gene-28.32&CDS=1-519	YNL147W
OG0003353	-processed-gene-28.25-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-28.25&CDS=1-525	YCR063W
OG0003354	-processed-gene-28.14-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-28.14&CDS=1-426	YPL059W
OG0003355	-processed-gene-28.15-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-28.15&CDS=1-636	YLR268W
OG0003356	-processed-gene-28.28-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-28.28&CDS=1-3207	YLR115W
OG0003357	-processed-gene-28.16-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-28.16&CDS=1-675	YDR140W
OG0003358	-processed-gene-28.29-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-28.29&CDS=1-5883	YDR141C
OG0003359	-processed-gene-29.67-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-29.67&CDS=1-4716	YBL047C
OG0003360	-processed-gene-29.84-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-29.84&CDS=1-513	YBL093C
OG0003361	-processed-gene-29.37-mRNA-1_1&gene=genemark-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-29.37&CDS=1-393	YBL092W
OG0003362	-processed-gene-29.72-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-29.72&CDS=1-4026	YAL026C
OG0003363	-processed-gene-29.74-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-29.74&CDS=1-1347	YOR323C
OG0003364	-snap-gene-29.31-mRNA-1_1&gene=maker-gi|1002316619|dbj|BCGP01000001.1|-snap-gene-29.31&CDS=1-1797	YER140W
OG0003365	-snap-gene-29.32-mRNA-1_1&gene=maker-gi|1002316619|dbj|BCGP01000001.1|-snap-gene-29.32&CDS=1-876	YDR064W
OG0003366	-processed-gene-29.78-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-29.78&CDS=1-1509	YNL026W
OG0003367	-processed-gene-29.92-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-29.92&CDS=1-1071	YIL083C
OG0003368	-processed-gene-29.80-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-29.80&CDS=1-609	YFL038C
OG0003369	-processed-gene-29.81-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-29.81&CDS=1-558	YLR065C
OG0003370	-processed-gene-29.82-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-29.82&CDS=1-1125	YFL039C
OG0003371	-processed-gene-30.13-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-30.13&CDS=1-1035	YDL115C
OG0003372	-processed-gene-30.2-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-30.2&CDS=1-963	YDL114W
OG0003373	-processed-gene-30.14-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-30.14&CDS=1-1143	YKL113C
OG0003374	-processed-gene-30.4-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-30.4&CDS=1-3345	YGL093W
OG0003375	-processed-gene-30.5-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-30.5&CDS=1-870	YOL003C
OG0003376	-processed-gene-30.36-mRNA-1_1&gene=snap_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-30.36&CDS=1-4137	YOL004W
OG0003377	-processed-gene-30.6-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-30.6&CDS=1-372	YOL005C
OG0003378	-processed-gene-30.18-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-30.18&CDS=1-2055	YMR001C
OG0003379	-processed-gene-30.7-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-30.7&CDS=1-2478	YOL006C
OG0003380	-processed-gene-30.9-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-30.9&CDS=1-930	YLR208W
OG0003381	-processed-gene-30.19-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-30.19&CDS=1-2739	YLR207W
OG0003382	-processed-gene-31.40-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-31.40&CDS=1-4389	YLR086W
OG0003383	-processed-gene-31.59-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-31.59&CDS=1-1497	YBR003W
OG0003384	-processed-gene-31.60-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-31.60&CDS=1-630	YDR002W
OG0003385	-processed-gene-31.44-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-31.44&CDS=1-597	YPR017C
OG0003386	-processed-gene-31.46-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-31.46&CDS=1-681	YOR283W
OG0003387	-processed-gene-31.47-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-31.47&CDS=1-2100	YOR317W
OG0003388	-processed-gene-31.64-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-31.64&CDS=1-1380	YGR110W
OG0003389	-processed-gene-31.51-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-31.51&CDS=1-1164	YBR192W
OG0003390	-processed-gene-31.52-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-31.52&CDS=1-639	YOR258W
OG0003391	-processed-gene-31.65-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-31.65&CDS=1-621	YBR193C
OG0003392	-processed-gene-31.66-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-31.66&CDS=1-705	YPL078C
OG0003393	-processed-gene-31.30-mRNA-1_1&gene=genemark-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-31.30&CDS=1-450	YLR170C
OG0003394	-processed-gene-31.55-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-31.55&CDS=1-1878	YDR330W
OG0003395	-snap-gene-31.37-mRNA-1_1&gene=maker-gi|1002316619|dbj|BCGP01000001.1|-snap-gene-31.37&CDS=1-3483	YLR240W
OG0003396	-processed-gene-31.68-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-31.68&CDS=1-1983	YDR332W
OG0003397	-processed-gene-31.18-mRNA-1_1&gene=genemark-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-31.18&CDS=1-1236	YDR331W
OG0003398	-processed-gene-32.2-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-32.2&CDS=1-1338	YDL193W
OG0003399	-processed-gene-32.43-mRNA-1_1&gene=genemark-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-32.43&CDS=1-3321	YDL190C
OG0003400	-processed-gene-32.18-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-32.18&CDS=1-780	YHR200W
OG0003401	-processed-gene-32.19-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-32.19&CDS=1-4359	YJR137C
OG0003402	-processed-gene-32.20-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-32.20&CDS=1-723	YOR111W
OG0003403	-processed-gene-32.7-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-32.7&CDS=1-858	YNL110C
OG0003404	-processed-gene-32.8-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-32.8&CDS=1-354	YNL111C
OG0003405	-processed-gene-32.21-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-32.21&CDS=1-897	YHR062C
OG0003406	-snap-gene-32.53-mRNA-1_1&gene=maker-gi|1002316619|dbj|BCGP01000001.1|-snap-gene-32.53&CDS=1-795	YNL155W
OG0003407	-processed-gene-32.22-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-32.22&CDS=1-2583	YBL097W
OG0003408	-processed-gene-32.24-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-32.24&CDS=1-603	YGL010W
OG0003409	-augustus-gene-32.89-mRNA-1_1&gene=maker-gi|1002316619|dbj|BCGP01000001.1|-augustus-gene-32.89&CDS=1-2232	YGL192W
OG0003410	-snap-gene-32.56-mRNA-1_1&gene=maker-gi|1002316619|dbj|BCGP01000001.1|-snap-gene-32.56&CDS=1-1515	YGL190C
OG0003411	-processed-gene-33.38-mRNA-1_1&gene=genemark-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-33.38&CDS=1-453	YGL187C
OG0003412	-processed-gene-33.4-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-33.4&CDS=1-3783	YDR060W
OG0003413	-processed-gene-33.5-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-33.5&CDS=1-2859	YBR083W
OG0003414	-processed-gene-33.24-mRNA-1_1&gene=snap_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-33.24&CDS=1-4200	YBL028C
OG0003415	-processed-gene-33.7-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-33.7&CDS=1-4608	YPR184W
OG0003416	-processed-gene-33.11-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-33.11&CDS=1-14724	YLR106C
OG0003417	-snap-gene-33.57-mRNA-1_1&gene=maker-gi|1002316619|dbj|BCGP01000001.1|-snap-gene-33.57&CDS=1-2529	YPL097W
OG0003418	-processed-gene-33.14-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-33.14&CDS=1-1344	YML080W
OG0003419	-snap-gene-34.72-mRNA-1_1&gene=maker-gi|1002316619|dbj|BCGP01000001.1|-snap-gene-34.72&CDS=1-2025	YIR029W
OG0003420	-snap-gene-34.73-mRNA-1_1&gene=maker-gi|1002316619|dbj|BCGP01000001.1|-snap-gene-34.73&CDS=1-942	YGR127W
OG0003421	-processed-gene-34.49-mRNA-1_1&gene=genemark-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-34.49&CDS=1-183	YML081C-A
OG0003422	-processed-gene-34.5-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-34.5&CDS=1-2853	YJR131W
OG0003423	-processed-gene-34.11-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-34.11&CDS=1-504	YHR191C
OG0003424	-processed-gene-34.6-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-34.6&CDS=1-897	YHR192W
OG0003425	-processed-gene-34.12-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-34.12&CDS=1-552	YHR193C
OG0003426	-processed-gene-34.29-mRNA-1_1&gene=snap_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-34.29&CDS=1-1647	YBL019W
OG0003427	-processed-gene-34.30-mRNA-1_1&gene=snap_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-34.30&CDS=1-3393	YJL156C
OG0003428	-processed-gene-34.15-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-34.15&CDS=1-234	YHR001W-A
