	Metschnikowia_bowlesiae	Saccharomyces_cerevisiae
OG0002633	augustus_masked-bow-b_s606-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-bow-b_s606-processed-gene-0.63&CDS=1-1404	YPR065W
OG0002634	augustus_masked-bow-b_s606-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-bow-b_s606-processed-gene-0.50&CDS=1-2022	YGR119C
OG0002635	augustus_masked-bow-b_s606-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-bow-b_s606-processed-gene-0.51&CDS=1-3411	YKR086W
OG0002636	genemark-bow-b_s606-processed-gene-0.98-mRNA-1_1&gene=genemark-bow-b_s606-processed-gene-0.98&CDS=1-858	YIL145C
OG0002637	augustus_masked-bow-b_s606-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-bow-b_s606-processed-gene-0.52&CDS=1-1140	YOR084W
OG0002638	augustus_masked-bow-b_s606-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-bow-b_s606-processed-gene-0.53&CDS=1-1050	YKR092C
OG0002639	augustus_masked-bow-b_s606-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-bow-b_s606-processed-gene-0.54&CDS=1-2583	YIL143C
OG0002640	genemark-bow-b_s607-processed-gene-0.60-mRNA-1_1&gene=genemark-bow-b_s607-processed-gene-0.60&CDS=1-1335	YOR023C
OG0002641	augustus_masked-bow-b_s607-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-bow-b_s607-processed-gene-0.82&CDS=1-741	YDR472W
OG0002642	augustus_masked-bow-b_s607-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-bow-b_s607-processed-gene-0.83&CDS=1-690	YHR013C
OG0002643	augustus_masked-bow-b_s607-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-bow-b_s607-processed-gene-0.102&CDS=1-762	YOR145C
OG0002644	augustus_masked-bow-b_s607-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-bow-b_s607-processed-gene-0.103&CDS=1-687	YOR148C
OG0002645	snap_masked-bow-b_s607-processed-gene-0.3-mRNA-1_1&gene=snap_masked-bow-b_s607-processed-gene-0.3&CDS=1-2994	YOR144C
OG0002646	augustus_masked-bow-b_s607-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-bow-b_s607-processed-gene-0.104&CDS=1-957	YDR392W
OG0002647	augustus_masked-bow-b_s607-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-bow-b_s607-processed-gene-0.86&CDS=1-294	YDR469W
OG0002648	augustus_masked-bow-b_s607-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-bow-b_s607-processed-gene-0.109&CDS=1-903	YJR142W
OG0002649	augustus_masked-bow-b_s607-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-bow-b_s607-processed-gene-0.91&CDS=1-828	YLR290C
OG0002650	augustus_masked-bow-b_s607-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-bow-b_s607-processed-gene-0.112&CDS=1-2766	YGL167C
OG0002651	maker-bow-b_s607-snap-gene-0.125-mRNA-1_1&gene=maker-bow-b_s607-snap-gene-0.125&CDS=1-3138	YLL031C
OG0002652	genemark-bow-b_s607-processed-gene-0.76-mRNA-1_1&gene=genemark-bow-b_s607-processed-gene-0.76&CDS=1-2175	YHR205W
OG0002653	snap_masked-bow-b_s607-processed-gene-0.15-mRNA-1_1&gene=snap_masked-bow-b_s607-processed-gene-0.15&CDS=1-228	YPL183W-A
OG0002654	snap_masked-bow-b_s607-processed-gene-0.39-mRNA-1_1&gene=snap_masked-bow-b_s607-processed-gene-0.39&CDS=1-2730	YPL180W
OG0002655	snap_masked-bow-b_s607-processed-gene-0.40-mRNA-1_1&gene=snap_masked-bow-b_s607-processed-gene-0.40&CDS=1-3615	YGL094C
OG0002656	augustus_masked-bow-b_s607-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-bow-b_s607-processed-gene-0.98&CDS=1-939	YKR025W
OG0002657	augustus_masked-bow-b_s607-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-bow-b_s607-processed-gene-0.99&CDS=1-2622	YKR024C
OG0002658	augustus_masked-bow-b_s608-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-bow-b_s608-processed-gene-0.41&CDS=1-1692	YOR348C
OG0002659	genemark-bow-b_s608-processed-gene-0.6-mRNA-1_1&gene=genemark-bow-b_s608-processed-gene-0.6&CDS=1-6027	YJL109C
OG0002660	augustus_masked-bow-b_s608-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-bow-b_s608-processed-gene-0.33&CDS=1-636	YKR014C
OG0002661	augustus_masked-bow-b_s608-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-bow-b_s608-processed-gene-0.42&CDS=1-450	YOR298C-A
OG0002662	augustus_masked-bow-b_s608-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-bow-b_s608-processed-gene-0.34&CDS=1-945	YDL015C
OG0002663	augustus_masked-bow-b_s608-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-bow-b_s608-processed-gene-0.43&CDS=1-5955	YBR034C
OG0002664	augustus_masked-bow-b_s608-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-bow-b_s608-processed-gene-0.35&CDS=1-1506	YKR023W
OG0002665	augustus_masked-bow-b_s608-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-bow-b_s608-processed-gene-0.45&CDS=1-1344	YKL108W
OG0002666	augustus_masked-bow-b_s608-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-bow-b_s608-processed-gene-0.46&CDS=1-1791	YMR098C
OG0002667	augustus_masked-bow-b_s608-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-bow-b_s608-processed-gene-0.36&CDS=1-738	YKL099C
OG0002668	augustus_masked-bow-b_s608-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-bow-b_s608-processed-gene-0.47&CDS=1-864	YKL110C
OG0002669	augustus_masked-bow-b_s608-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-bow-b_s608-processed-gene-0.37&CDS=1-1101	YMR097C
OG0002670	augustus_masked-bow-b_s608-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-bow-b_s608-processed-gene-0.48&CDS=1-1938	YMR106C
OG0002671	snap_masked-bow-b_s608-processed-gene-0.73-mRNA-1_1&gene=snap_masked-bow-b_s608-processed-gene-0.73&CDS=1-2091	YEL011W
OG0002672	snap_masked-bow-b_s608-processed-gene-0.74-mRNA-1_1&gene=snap_masked-bow-b_s608-processed-gene-0.74&CDS=1-1830	YMR092C
OG0002673	augustus_masked-bow-b_s608-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-bow-b_s608-processed-gene-0.50&CDS=1-1422	YJL081C
OG0002674	augustus_masked-bow-b_s608-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-bow-b_s608-processed-gene-0.51&CDS=1-1722	YKR016W
OG0002675	augustus_masked-bow-b_s608-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-bow-b_s608-processed-gene-0.40&CDS=1-3957	YKL215C
OG0002676	augustus_masked-bow-b_s609-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-bow-b_s609-processed-gene-0.8&CDS=1-561	YER042W
OG0002677	augustus_masked-bow-b_s609-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-bow-b_s609-processed-gene-0.9&CDS=1-1074	YBR087W
OG0002678	maker-bow-b_s609-augustus-gene-0.3-mRNA-1_1&gene=maker-bow-b_s609-augustus-gene-0.3&CDS=1-657	YKL041W
OG0002679	augustus_masked-bow-b_s609-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-bow-b_s609-processed-gene-0.26&CDS=1-675	YBL038W
OG0002680	augustus_masked-bow-b_s609-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-bow-b_s609-processed-gene-0.27&CDS=1-1344	YPR047W
OG0002681	augustus_masked-bow-b_s609-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-bow-b_s609-processed-gene-0.28&CDS=1-1794	YPR048W
OG0002682	augustus_masked-bow-b_s609-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-bow-b_s609-processed-gene-0.11&CDS=1-1716	YKR008W
OG0002683	augustus_masked-bow-b_s609-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-bow-b_s609-processed-gene-0.29&CDS=1-1443	YMR023C
OG0002684	augustus_masked-bow-b_s609-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-bow-b_s609-processed-gene-0.13&CDS=1-894	YOR311C
OG0002685	augustus_masked-bow-b_s609-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-bow-b_s609-processed-gene-0.14&CDS=1-654	YMR069W
OG0002686	augustus_masked-bow-b_s609-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-bow-b_s609-processed-gene-0.15&CDS=1-1437	YBR182C
OG0002687	augustus_masked-bow-b_s609-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-bow-b_s609-processed-gene-0.18&CDS=1-1257	YHR004C
OG0002688	augustus_masked-bow-b_s609-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-bow-b_s609-processed-gene-0.36&CDS=1-993	YKL085W
OG0002689	snap_masked-bow-b_s609-processed-gene-0.86-mRNA-1_1&gene=snap_masked-bow-b_s609-processed-gene-0.86&CDS=1-1947	YBR123C
OG0002690	genemark-bow-b_s609-processed-gene-0.69-mRNA-1_1&gene=genemark-bow-b_s609-processed-gene-0.69&CDS=1-3540	YPR003C
OG0002691	augustus_masked-bow-b_s61-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-bow-b_s61-processed-gene-0.61&CDS=1-762	YIL070C
OG0002692	genemark-bow-b_s61-processed-gene-0.38-mRNA-1_1&gene=genemark-bow-b_s61-processed-gene-0.38&CDS=1-1338	YDL155W
OG0002693	genemark-bow-b_s61-processed-gene-0.26-mRNA-1_1&gene=genemark-bow-b_s61-processed-gene-0.26&CDS=1-1926	YOL143C
OG0002694	augustus_masked-bow-b_s61-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-bow-b_s61-processed-gene-0.63&CDS=1-1833	YOL115W
OG0002695	augustus_masked-bow-b_s61-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-bow-b_s61-processed-gene-0.55&CDS=1-1023	YLR100W
OG0002696	augustus_masked-bow-b_s61-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-bow-b_s61-processed-gene-0.64&CDS=1-1844	YJL057C
OG0002697	augustus_masked-bow-b_s61-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-bow-b_s61-processed-gene-0.67&CDS=1-582	YOL114C
OG0002698	augustus_masked-bow-b_s61-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-bow-b_s61-processed-gene-0.57&CDS=1-507	YOL149W
OG0002699	augustus_masked-bow-b_s61-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-bow-b_s61-processed-gene-0.58&CDS=1-2946	YOL148C
OG0002700	augustus_masked-bow-b_s61-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-bow-b_s61-processed-gene-0.60&CDS=1-1734	YPL208W
OG0002701	augustus_masked-bow-b_s61-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-bow-b_s61-processed-gene-1.38&CDS=1-576	YBR106W
OG0002702	augustus_masked-bow-b_s61-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-bow-b_s61-processed-gene-1.37&CDS=1-498	YMR022W
OG0002703	genemark-bow-b_s61-processed-gene-1.70-mRNA-1_1&gene=genemark-bow-b_s61-processed-gene-1.70&CDS=1-1410	YMR020W
OG0002704	augustus_masked-bow-b_s61-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-bow-b_s61-processed-gene-1.41&CDS=1-435	YPL225W
OG0002705	snap_masked-bow-b_s61-processed-gene-1.7-mRNA-1_1&gene=snap_masked-bow-b_s61-processed-gene-1.7&CDS=1-897	YMR029C
OG0002706	maker-bow-b_s61-augustus-gene-1.35-mRNA-1_1&gene=maker-bow-b_s61-augustus-gene-1.35&CDS=1-4329	YPL226W
OG0002707	augustus_masked-bow-b_s61-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-bow-b_s61-processed-gene-1.56&CDS=1-636	YLR250W
OG0002708	genemark-bow-b_s61-processed-gene-1.76-mRNA-1_1&gene=genemark-bow-b_s61-processed-gene-1.76&CDS=1-546	YOR163W
OG0002709	augustus_masked-bow-b_s61-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-bow-b_s61-processed-gene-1.57&CDS=1-918	YOR164C
OG0002710	augustus_masked-bow-b_s61-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-bow-b_s61-processed-gene-1.46&CDS=1-819	YFR050C
OG0002711	genemark-bow-b_s61-processed-gene-1.80-mRNA-1_1&gene=genemark-bow-b_s61-processed-gene-1.80&CDS=1-1086	YGL248W
OG0002712	augustus_masked-bow-b_s61-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-bow-b_s61-processed-gene-1.58&CDS=1-1743	YFR051C
OG0002713	augustus_masked-bow-b_s61-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-bow-b_s61-processed-gene-1.48&CDS=1-273	YDL157C
OG0002714	augustus_masked-bow-b_s61-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-bow-b_s61-processed-gene-1.50&CDS=1-1563	YDL159W
OG0002715	augustus_masked-bow-b_s61-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-bow-b_s61-processed-gene-1.61&CDS=1-1296	YMR140W
OG0002716	augustus_masked-bow-b_s61-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-bow-b_s61-processed-gene-1.65&CDS=1-903	YER175C
OG0002717	augustus_masked-bow-b_s61-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-bow-b_s61-processed-gene-1.66&CDS=1-1074	YDR297W
OG0002718	augustus_masked-bow-b_s61-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-bow-b_s61-processed-gene-1.52&CDS=1-567	YKR068C
OG0002719	augustus_masked-bow-b_s610-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-0.5&CDS=1-4872	YLL048C
OG0002720	augustus_masked-bow-b_s610-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-0.6&CDS=1-1170	YHL036W
OG0002721	augustus_masked-bow-b_s610-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-0.21&CDS=1-1059	YMR166C
OG0002722	genemark-bow-b_s610-processed-gene-0.40-mRNA-1_1&gene=genemark-bow-b_s610-processed-gene-0.40&CDS=1-1230	YDL104C
OG0002723	augustus_masked-bow-b_s610-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-0.22&CDS=1-1032	YDL105W
OG0002724	augustus_masked-bow-b_s610-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-0.8&CDS=1-2106	YMR167W
OG0002725	genemark-bow-b_s610-processed-gene-0.43-mRNA-1_1&gene=genemark-bow-b_s610-processed-gene-0.43&CDS=1-609	YJR014W
OG0002726	augustus_masked-bow-b_s610-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-0.24&CDS=1-5295	YGL141W
OG0002727	augustus_masked-bow-b_s610-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-0.26&CDS=1-426	YBR167C
OG0002728	augustus_masked-bow-b_s610-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-0.27&CDS=1-528	YLR009W
OG0002729	augustus_masked-bow-b_s610-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-0.11&CDS=1-462	YLR008C
OG0002730	snap_masked-bow-b_s610-processed-gene-0.103-mRNA-1_1&gene=snap_masked-bow-b_s610-processed-gene-0.103&CDS=1-423	YGR203W
OG0002731	augustus_masked-bow-b_s610-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-0.13&CDS=1-1281	YGR202C
OG0002732	augustus_masked-bow-b_s610-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-0.14&CDS=1-1242	YLL006W
OG0002733	augustus_masked-bow-b_s610-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-0.28&CDS=1-759	YGR262C
OG0002734	maker-bow-b_s610-augustus-gene-0.2-mRNA-1_1&gene=maker-bow-b_s610-augustus-gene-0.2&CDS=1-1662	YGR062C
OG0002735	snap_masked-bow-b_s610-processed-gene-0.88-mRNA-1_1&gene=snap_masked-bow-b_s610-processed-gene-0.88&CDS=1-336	YGR063C
OG0002736	genemark-bow-b_s610-processed-gene-0.67-mRNA-1_1&gene=genemark-bow-b_s610-processed-gene-0.67&CDS=1-5415	YGR270W
OG0002737	augustus_masked-bow-b_s610-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-0.30&CDS=1-753	YGR172C
OG0002738	augustus_masked-bow-b_s610-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-0.16&CDS=1-4965	YGR170W
OG0002739	augustus_masked-bow-b_s610-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-0.31&CDS=1-2244	YGR264C
OG0002740	augustus_masked-bow-b_s610-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-0.17&CDS=1-1416	YMR293C
OG0002741	augustus_masked-bow-b_s610-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-0.32&CDS=1-822	YGR267C
OG0002742	genemark-bow-b_s610-processed-gene-0.71-mRNA-1_1&gene=genemark-bow-b_s610-processed-gene-0.71&CDS=1-3564	YDR293C
OG0002743	augustus_masked-bow-b_s610-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-0.34&CDS=1-1407	YJR006W
OG0002744	augustus_masked-bow-b_s610-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-0.35&CDS=1-2835	YLR014C
OG0002745	augustus_masked-bow-b_s610-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-0.36&CDS=1-2070	YGR266W
OG0002746	maker-bow-b_s610-augustus-gene-1.0-mRNA-1_1&gene=maker-bow-b_s610-augustus-gene-1.0&CDS=1-3567	YLR015W
OG0002747	augustus_masked-bow-b_s610-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-1.8&CDS=1-2946	YGR240C
OG0002748	maker-bow-b_s610-snap-gene-1.5-mRNA-1_1&gene=maker-bow-b_s610-snap-gene-1.5&CDS=1-432	YMR292W
OG0002749	augustus_masked-bow-b_s610-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-1.25&CDS=1-1758	YHR037W
OG0002750	augustus_masked-bow-b_s610-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-1.27&CDS=1-1101	YGR173W
OG0002751	augustus_masked-bow-b_s610-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-1.10&CDS=1-672	YGR271C-A
OG0002752	augustus_masked-bow-b_s610-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-1.28&CDS=1-5781	YGR271W
OG0002753	augustus_masked-bow-b_s610-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-1.11&CDS=1-1722	YMR290C
OG0002754	augustus_masked-bow-b_s610-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-1.12&CDS=1-462	YJL011C
OG0002755	maker-bow-b_s610-augustus-gene-1.2-mRNA-1_1&gene=maker-bow-b_s610-augustus-gene-1.2&CDS=1-3057	YMR154C
OG0002756	genemark-bow-b_s610-processed-gene-1.54-mRNA-1_1&gene=genemark-bow-b_s610-processed-gene-1.54&CDS=1-2700	YDL107W
OG0002757	augustus_masked-bow-b_s610-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-1.31&CDS=1-2478	YER157W
OG0002758	genemark-bow-b_s610-processed-gene-1.55-mRNA-1_1&gene=genemark-bow-b_s610-processed-gene-1.55&CDS=1-1758	YIL150C
OG0002759	genemark-bow-b_s610-processed-gene-1.57-mRNA-1_1&gene=genemark-bow-b_s610-processed-gene-1.57&CDS=1-1008	YER156C
OG0002760	augustus_masked-bow-b_s610-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-1.16&CDS=1-1059	YGL225W
OG0002761	augustus_masked-bow-b_s610-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-1.17&CDS=1-2955	YGL238W
OG0002762	augustus_masked-bow-b_s610-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-1.33&CDS=1-711	YGL237C
OG0002763	augustus_masked-bow-b_s610-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-1.34&CDS=1-882	YLR003C
OG0002764	genemark-bow-b_s610-processed-gene-1.61-mRNA-1_1&gene=genemark-bow-b_s610-processed-gene-1.61&CDS=1-2016	YGL236C
OG0002765	augustus_masked-bow-b_s610-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-1.21&CDS=1-894	YFR047C
OG0002766	augustus_masked-bow-b_s610-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-1.36&CDS=1-894	YGL240W
OG0002767	genemark-bow-b_s610-processed-gene-1.82-mRNA-1_1&gene=genemark-bow-b_s610-processed-gene-1.82&CDS=1-2277	YJL101C
OG0002768	augustus_masked-bow-b_s610-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-1.38&CDS=1-2379	YGL234W
OG0002769	augustus_masked-bow-b_s610-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-1.39&CDS=1-1101	YMR024W
OG0002770	augustus_masked-bow-b_s610-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-1.22&CDS=1-1110	YDR354W
OG0002771	augustus_masked-bow-b_s610-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-1.41&CDS=1-741	YDR412W
OG0002772	augustus_masked-bow-b_s610-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-1.23&CDS=1-555	YHR081W
OG0002773	augustus_masked-bow-b_s610-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-2.85&CDS=1-3426	YHR079C
OG0002774	maker-bow-b_s610-augustus-gene-2.0-mRNA-1_1&gene=maker-bow-b_s610-augustus-gene-2.0&CDS=1-1698	YDR328C
OG0002775	augustus_masked-bow-b_s610-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-2.112&CDS=1-1428	YDR330W
OG0002776	genemark-bow-b_s610-processed-gene-2.141-mRNA-1_1&gene=genemark-bow-b_s610-processed-gene-2.141&CDS=1-2259	YHR082C
OG0002777	augustus_masked-bow-b_s610-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-2.88&CDS=1-3102	YDR028C
OG0002778	augustus_masked-bow-b_s610-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-2.89&CDS=1-3402	YDR027C
OG0002779	genemark-bow-b_s610-processed-gene-2.172-mRNA-1_1&gene=genemark-bow-b_s610-processed-gene-2.172&CDS=1-1185	YPR118W
OG0002780	genemark-bow-b_s610-processed-gene-2.173-mRNA-1_1&gene=genemark-bow-b_s610-processed-gene-2.173&CDS=1-1395	YMR026C
OG0002781	augustus_masked-bow-b_s610-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-2.90&CDS=1-1308	YIL033C
OG0002782	augustus_masked-bow-b_s610-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-2.114&CDS=1-6528	YNL014W
OG0002783	maker-bow-b_s610-snap-gene-2.11-mRNA-1_1&gene=maker-bow-b_s610-snap-gene-2.11&CDS=1-1281	YCR047C
OG0002784	augustus_masked-bow-b_s610-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-2.118&CDS=1-687	YNR020C
OG0002785	augustus_masked-bow-b_s610-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-2.93&CDS=1-639	YCR051W
OG0002786	augustus_masked-bow-b_s610-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-2.94&CDS=1-1044	YNR021W
OG0002787	maker-bow-b_s610-augustus-gene-2.1-mRNA-1_1&gene=maker-bow-b_s610-augustus-gene-2.1&CDS=1-1746	YOR319W
OG0002788	augustus_masked-bow-b_s610-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-2.97&CDS=1-1431	YNR023W
OG0002789	augustus_masked-bow-b_s610-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-2.98&CDS=1-1728	YLL028W
OG0002790	augustus_masked-bow-b_s610-processed-gene-2.99-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-2.99&CDS=1-768	YNL312W
OG0002791	augustus_masked-bow-b_s610-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-2.100&CDS=1-723	YNL010W
OG0002792	genemark-bow-b_s610-processed-gene-2.158-mRNA-1_1&gene=genemark-bow-b_s610-processed-gene-2.158&CDS=1-1368	YPL203W
OG0002793	snap_masked-bow-b_s610-processed-gene-2.68-mRNA-1_1&gene=snap_masked-bow-b_s610-processed-gene-2.68&CDS=1-300	YGL070C
OG0002794	augustus_masked-bow-b_s610-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-2.102&CDS=1-513	YGL068W
OG0002795	augustus_masked-bow-b_s610-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-2.103&CDS=1-738	YKL206C
OG0002796	maker-bow-b_s610-augustus-gene-2.8-mRNA-1_1&gene=maker-bow-b_s610-augustus-gene-2.8&CDS=1-1965	YDL178W
OG0002797	augustus_masked-bow-b_s610-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-2.106&CDS=1-393	YKL170W
OG0002798	maker-bow-b_s610-augustus-gene-2.2-mRNA-1_1&gene=maker-bow-b_s610-augustus-gene-2.2&CDS=1-5181	YIL078W
