	Lachancea_thermotolerans	Saccharomyces_cerevisiae
OG0003052	augustus_masked-CU928171-processed-gene-3.145-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.145&CDS=1-975	YML019W
OG0003053	augustus_masked-CU928171-processed-gene-3.123-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.123&CDS=1-744	YDR439W
OG0003054	augustus_masked-CU928171-processed-gene-3.146-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.146&CDS=1-1893	YML020W
OG0003055	augustus_masked-CU928171-processed-gene-3.124-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.124&CDS=1-1023	YML021C
OG0003056	augustus_masked-CU928171-processed-gene-3.125-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.125&CDS=1-1575	YDR440W
OG0003057	augustus_masked-CU928171-processed-gene-3.147-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.147&CDS=1-558	YML022W
OG0003058	snap_masked-CU928171-processed-gene-3.21-mRNA-1_1&gene=snap_masked-CU928171-processed-gene-3.21&CDS=1-1623	YML023C
OG0003059	augustus_masked-CU928171-processed-gene-3.148-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.148&CDS=1-4068	YDR443C
OG0003060	augustus_masked-CU928171-processed-gene-3.126-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.126&CDS=1-1884	YDR444W
OG0003061	augustus_masked-CU928171-processed-gene-3.127-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.127&CDS=1-855	YDR446W
OG0003062	augustus_masked-CU928171-processed-gene-3.128-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.128&CDS=1-1305	YDR448W
OG0003063	augustus_masked-CU928171-processed-gene-3.151-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.151&CDS=1-1335	YDR449C
OG0003064	augustus_masked-CU928171-processed-gene-3.129-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.129&CDS=1-801	YML025C
OG0003065	augustus_masked-CU928171-processed-gene-3.152-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.152&CDS=1-1125	YML027W
OG0003066	genemark-CU928171-processed-gene-3.80-mRNA-1_1&gene=genemark-CU928171-processed-gene-3.80&CDS=1-2013	YDR452W
OG0003067	augustus_masked-CU928171-processed-gene-3.153-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.153&CDS=1-588	YML028W
OG0003068	augustus_masked-CU928171-processed-gene-3.154-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.154&CDS=1-2316	YML029W
OG0003069	augustus_masked-CU928171-processed-gene-3.155-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.155&CDS=1-480	YML030W
OG0003070	augustus_masked-CU928171-processed-gene-3.156-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.156&CDS=1-645	YDR454C
OG0003071	augustus_masked-CU928171-processed-gene-3.132-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.132&CDS=1-1836	YDR456W
OG0003072	augustus_masked-CU928171-processed-gene-3.157-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.157&CDS=1-1563	YML031W
OG0003073	augustus_masked-CU928171-processed-gene-3.133-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.133&CDS=1-1437	YML032C
OG0003074	augustus_masked-CU928171-processed-gene-4.64-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.64&CDS=1-9762	YDR457W
OG0003075	snap_masked-CU928171-processed-gene-4.13-mRNA-1_1&gene=snap_masked-CU928171-processed-gene-4.13&CDS=1-2406	YML034W
OG0003076	genemark-CU928171-processed-gene-4.111-mRNA-1_1&gene=genemark-CU928171-processed-gene-4.111&CDS=1-2274	YML035C
OG0003077	augustus_masked-CU928171-processed-gene-4.88-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.88&CDS=1-1101	YDR459C
OG0003078	augustus_masked-CU928171-processed-gene-4.67-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.67&CDS=1-966	YDR460W
OG0003079	augustus_masked-CU928171-processed-gene-4.89-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.89&CDS=1-522	YML036W
OG0003080	snap_masked-CU928171-processed-gene-4.16-mRNA-1_1&gene=snap_masked-CU928171-processed-gene-4.16&CDS=1-1152	YML037C
OG0003081	augustus_masked-CU928171-processed-gene-4.69-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.69&CDS=1-441	YDR462W
OG0003082	augustus_masked-CU928171-processed-gene-4.70-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.70&CDS=1-1110	YML038C
OG0003083	augustus_masked-CU928171-processed-gene-4.71-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.71&CDS=1-1614	YDR463W
OG0003084	snap_masked-CU928171-processed-gene-4.20-mRNA-1_1&gene=snap_masked-CU928171-processed-gene-4.20&CDS=1-4635	YDR464W
OG0003085	augustus_masked-CU928171-processed-gene-4.90-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.90&CDS=1-1608	YHR007C
OG0003086	augustus_masked-CU928171-processed-gene-4.91-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.91&CDS=1-1209	YDR465C
OG0003087	augustus_masked-CU928171-processed-gene-4.92-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.92&CDS=1-684	YHR008C
OG0003088	augustus_masked-CU928171-processed-gene-4.73-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.73&CDS=1-1959	YDR466W
OG0003089	augustus_masked-CU928171-processed-gene-4.93-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.93&CDS=1-1476	YHR009C
OG0003090	augustus_masked-CU928171-processed-gene-4.94-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.94&CDS=1-621	YDR468C
OG0003091	augustus_masked-CU928171-processed-gene-4.74-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.74&CDS=1-270	YDR469W
OG0003092	augustus_masked-CU928171-processed-gene-4.95-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.95&CDS=1-1413	YDR470C
OG0003093	maker-CU928171-augustus-gene-4.4-mRNA-1_1&gene=maker-CU928171-augustus-gene-4.4&CDS=1-2046	YHR011W
OG0003094	augustus_masked-CU928171-processed-gene-4.97-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.97&CDS=1-681	YHR013C
OG0003095	snap_masked-CU928171-processed-gene-4.25-mRNA-1_1&gene=snap_masked-CU928171-processed-gene-4.25&CDS=1-963	YDR472W
OG0003096	snap_masked-CU928171-processed-gene-4.27-mRNA-1_1&gene=snap_masked-CU928171-processed-gene-4.27&CDS=1-1632	YOR023C
OG0003097	augustus_masked-CU928171-processed-gene-4.79-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.79&CDS=1-2580	YOR021C
OG0003098	augustus_masked-CU928171-processed-gene-4.98-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.98&CDS=1-216	YOR020W-A
OG0003099	augustus_masked-CU928171-processed-gene-4.80-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.80&CDS=1-315	YOR020C
OG0003100	genemark-CU928171-processed-gene-4.145-mRNA-1_1&gene=genemark-CU928171-processed-gene-4.145&CDS=1-1266	YDR473C
OG0003101	genemark-CU928171-processed-gene-4.147-mRNA-1_1&gene=genemark-CU928171-processed-gene-4.147&CDS=1-1299	YDR476C
OG0003102	genemark-CU928171-processed-gene-4.127-mRNA-1_1&gene=genemark-CU928171-processed-gene-4.127&CDS=1-1791	YDR477W
OG0003103	augustus_masked-CU928171-processed-gene-4.82-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.82&CDS=1-1491	YOR025W
OG0003104	augustus_masked-CU928171-processed-gene-4.101-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.101&CDS=1-858	YJR096W
OG0003105	augustus_masked-CU928171-processed-gene-4.102-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.102&CDS=1-1023	YJR095W
OG0003106	genemark-CU928171-processed-gene-4.152-mRNA-1_1&gene=genemark-CU928171-processed-gene-4.152&CDS=1-4566	YDR301W
OG0003107	augustus_masked-CU928171-processed-gene-4.86-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.86&CDS=1-1263	YDR300C
OG0003108	augustus_masked-CU928171-processed-gene-4.105-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.105&CDS=1-1056	YHR034C
OG0003109	augustus_masked-CU928171-processed-gene-4.106-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.106&CDS=1-1593	YDR299W
OG0003110	augustus_masked-CU928171-processed-gene-4.87-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.87&CDS=1-618	YDR298C
OG0003111	augustus_masked-CU928171-processed-gene-4.107-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.107&CDS=1-1011	YDR297W
OG0003112	augustus_masked-CU928171-processed-gene-4.108-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.108&CDS=1-642	YDR296W
OG0003113	augustus_masked-CU928171-processed-gene-5.102-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-5.102&CDS=1-3798	YDR295C
OG0003114	augustus_masked-CU928171-processed-gene-5.103-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-5.103&CDS=1-1683	YDR294C
OG0003115	augustus_masked-CU928171-processed-gene-5.104-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-5.104&CDS=1-1230	YHR036W
OG0003116	augustus_masked-CU928171-processed-gene-5.105-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-5.105&CDS=1-1719	YHR037W
OG0003117	augustus_masked-CU928171-processed-gene-5.106-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-5.106&CDS=1-4278	YDR293C
OG0003118	augustus_masked-CU928171-processed-gene-5.107-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-5.107&CDS=1-2328	YHR039C
OG0003119	augustus_masked-CU928171-processed-gene-5.108-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-5.108&CDS=1-1122	YHR040W
OG0003120	augustus_masked-CU928171-processed-gene-5.109-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-5.109&CDS=1-1758	YDR292C
OG0003121	augustus_masked-CU928171-processed-gene-5.132-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-5.132&CDS=1-3216	YDR291W
OG0003122	augustus_masked-CU928171-processed-gene-5.110-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-5.110&CDS=1-1059	YDR289C
OG0003123	augustus_masked-CU928171-processed-gene-5.133-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-5.133&CDS=1-636	YHR041C
OG0003124	augustus_masked-CU928171-processed-gene-5.134-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-5.134&CDS=1-5130	YDR283C
OG0003125	augustus_masked-CU928171-processed-gene-5.135-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-5.135&CDS=1-876	YDR284C
OG0003126	snap_masked-CU928171-processed-gene-5.11-mRNA-1_1&gene=snap_masked-CU928171-processed-gene-5.11&CDS=1-2373	YDR285W
OG0003127	augustus_masked-CU928171-processed-gene-5.136-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-5.136&CDS=1-324	YDR286C
OG0003128	augustus_masked-CU928171-processed-gene-5.112-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-5.112&CDS=1-888	YDR287W
OG0003129	augustus_masked-CU928171-processed-gene-5.113-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-5.113&CDS=1-924	YDR288W
OG0003130	augustus_masked-CU928171-processed-gene-5.114-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-5.114&CDS=1-2070	YHR042W
OG0003131	augustus_masked-CU928171-processed-gene-5.115-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-5.115&CDS=1-1176	YDR282C
OG0003132	augustus_masked-CU928171-processed-gene-5.137-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-5.137&CDS=1-915	YDR280W
OG0003133	augustus_masked-CU928171-processed-gene-5.138-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-5.138&CDS=1-987	YDR279W
OG0003134	augustus_masked-CU928171-processed-gene-5.116-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-5.116&CDS=1-1671	YHR045W
OG0003135	maker-CU928171-augustus-gene-5.100-mRNA-1_1&gene=maker-CU928171-augustus-gene-5.100&CDS=1-3459	YKL157W
OG0003136	augustus_masked-CU928171-processed-gene-5.117-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-5.117&CDS=1-1440	YHR048W
OG0003137	augustus_masked-CU928171-processed-gene-5.118-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-5.118&CDS=1-708	YHR049W
OG0003138	snap_masked-CU928171-processed-gene-5.20-mRNA-1_1&gene=snap_masked-CU928171-processed-gene-5.20&CDS=1-630	YKL159C
OG0003139	snap_masked-CU928171-processed-gene-5.21-mRNA-1_1&gene=snap_masked-CU928171-processed-gene-5.21&CDS=1-450	YHR051W
OG0003140	augustus_masked-CU928171-processed-gene-5.140-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-5.140&CDS=1-441	YKL160W
OG0003141	augustus_masked-CU928171-processed-gene-5.120-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-5.120&CDS=1-1224	YHR052W
OG0003142	augustus_masked-CU928171-processed-gene-5.141-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-5.141&CDS=1-1815	YHR032W
OG0003143	augustus_masked-CU928171-processed-gene-5.123-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-5.123&CDS=1-1497	YHR030C
OG0003144	augustus_masked-CU928171-processed-gene-5.124-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-5.124&CDS=1-870	YHR029C
OG0003145	augustus_masked-CU928171-processed-gene-5.126-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-5.126&CDS=1-2922	YHR027C
OG0003146	augustus_masked-CU928171-processed-gene-5.142-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-5.142&CDS=1-1695	YHR025W
OG0003147	snap_masked-CU928171-processed-gene-5.29-mRNA-1_1&gene=snap_masked-CU928171-processed-gene-5.29&CDS=1-1395	YHR024C
OG0003148	augustus_masked-CU928171-processed-gene-5.144-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-5.144&CDS=1-2064	YKL155C
OG0003149	maker-CU928171-augustus-gene-5.99-mRNA-1_1&gene=maker-CU928171-augustus-gene-5.99&CDS=1-777	YKL154W
OG0003150	genemark-CU928171-processed-gene-6.55-mRNA-1_1&gene=genemark-CU928171-processed-gene-6.55&CDS=1-5013	YJL039C
OG0003151	augustus_masked-CU928171-processed-gene-6.102-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-6.102&CDS=1-6651	YJL042W
OG0003152	augustus_masked-CU928171-processed-gene-6.101-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-6.101&CDS=1-1128	YJL044C
OG0003153	augustus_masked-CU928171-processed-gene-6.103-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-6.103&CDS=1-741	YKL152C
OG0003154	augustus_masked-CU928171-processed-gene-6.124-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-6.124&CDS=1-954	YKL151C
OG0003155	augustus_masked-CU928171-processed-gene-6.104-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-6.104&CDS=1-876	YKL150W
OG0003156	augustus_masked-CU928171-processed-gene-6.125-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-6.125&CDS=1-1101	YKL149C
OG0003157	augustus_masked-CU928171-processed-gene-6.126-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-6.126&CDS=1-1911	YKL148C
OG0003158	maker-CU928171-augustus-gene-6.0-mRNA-1_1&gene=maker-CU928171-augustus-gene-6.0&CDS=1-3147	YKL145W
OG0003159	augustus_masked-CU928171-processed-gene-6.127-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-6.127&CDS=1-624	YKL144C
OG0003160	augustus_masked-CU928171-processed-gene-6.106-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-6.106&CDS=1-2100	YKL142W
OG0003161	augustus_masked-CU928171-processed-gene-6.128-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-6.128&CDS=1-2010	YJL010C
OG0003162	augustus_masked-CU928171-processed-gene-6.129-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-6.129&CDS=1-1692	YJL008C
OG0003163	augustus_masked-CU928171-processed-gene-6.107-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-6.107&CDS=1-2415	YJL029C
OG0003164	augustus_masked-CU928171-processed-gene-6.130-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-6.130&CDS=1-597	YJL030W
OG0003165	augustus_masked-CU928171-processed-gene-6.108-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-6.108&CDS=1-996	YJL031C
OG0003166	genemark-CU928171-processed-gene-6.88-mRNA-1_1&gene=genemark-CU928171-processed-gene-6.88&CDS=1-972	YJL006C
OG0003167	augustus_masked-CU928171-processed-gene-6.132-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-6.132&CDS=1-2292	YJL033W
OG0003168	augustus_masked-CU928171-processed-gene-6.109-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-6.109&CDS=1-636	YLR016C
OG0003169	augustus_masked-CU928171-processed-gene-6.110-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-6.110&CDS=1-750	YJL035C
OG0003170	augustus_masked-CU928171-processed-gene-6.134-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-6.134&CDS=1-1263	YJL036W
OG0003171	augustus_masked-CU928171-processed-gene-6.135-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-6.135&CDS=1-1380	YLR015W
OG0003172	augustus_masked-CU928171-processed-gene-6.111-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-6.111&CDS=1-2598	YLR014C
OG0003173	augustus_masked-CU928171-processed-gene-6.112-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-6.112&CDS=1-972	YOR100C
OG0003174	maker-CU928171-augustus-gene-6.2-mRNA-1_1&gene=maker-CU928171-augustus-gene-6.2&CDS=1-567	YOR096W
OG0003175	augustus_masked-CU928171-processed-gene-6.115-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-6.115&CDS=1-825	YOR095C
OG0003176	augustus_masked-CU928171-processed-gene-6.139-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-6.139&CDS=1-552	YOR094W
OG0003177	augustus_masked-CU928171-processed-gene-6.116-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-6.116&CDS=1-4839	YOR093C
OG0003178	genemark-CU928171-processed-gene-6.74-mRNA-1_1&gene=genemark-CU928171-processed-gene-6.74&CDS=1-1743	YNL094W
OG0003179	augustus_masked-CU928171-processed-gene-6.140-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-6.140&CDS=1-1023	YOR091W
OG0003180	augustus_masked-CU928171-processed-gene-6.118-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-6.118&CDS=1-2121	YOR090C
OG0003181	augustus_masked-CU928171-processed-gene-6.141-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-6.141&CDS=1-2037	YOR087W
OG0003182	augustus_masked-CU928171-processed-gene-6.119-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-6.119&CDS=1-3756	YNL091W
OG0003183	augustus_masked-CU928171-processed-gene-6.120-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-6.120&CDS=1-561	YNL090W
OG0003184	augustus_masked-CU928171-processed-gene-6.121-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-6.121&CDS=1-4308	YNL088W
OG0003185	augustus_masked-CU928171-processed-gene-6.122-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-6.122&CDS=1-3528	YOR086C
OG0003186	augustus_masked-CU928171-processed-gene-6.123-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-6.123&CDS=1-291	YNL086W
OG0003187	augustus_masked-CU928171-processed-gene-6.142-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-6.142&CDS=1-1041	YOR085W
OG0003188	augustus_masked-CU928171-processed-gene-7.95-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-7.95&CDS=1-2412	YNL085W
OG0003189	augustus_masked-CU928171-processed-gene-7.96-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-7.96&CDS=1-1581	YIL142W
OG0003190	augustus_masked-CU928171-processed-gene-7.98-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-7.98&CDS=1-1212	YNL084C
OG0003191	augustus_masked-CU928171-processed-gene-7.97-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-7.97&CDS=1-2472	YIL140W
OG0003192	genemark-CU928171-processed-gene-7.57-mRNA-1_1&gene=genemark-CU928171-processed-gene-7.57&CDS=1-1545	YNL083W
OG0003193	genemark-CU928171-processed-gene-7.79-mRNA-1_1&gene=genemark-CU928171-processed-gene-7.79&CDS=1-729	YIL139C
OG0003194	genemark-CU928171-processed-gene-7.58-mRNA-1_1&gene=genemark-CU928171-processed-gene-7.58&CDS=1-2718	YNL082W
OG0003195	augustus_masked-CU928171-processed-gene-7.118-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-7.118&CDS=1-447	YNL081C
OG0003196	augustus_masked-CU928171-processed-gene-7.119-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-7.119&CDS=1-1056	YNL080C
OG0003197	augustus_masked-CU928171-processed-gene-7.120-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-7.120&CDS=1-804	YML110C
OG0003198	maker-CU928171-augustus-gene-7.1-mRNA-1_1&gene=maker-CU928171-augustus-gene-7.1&CDS=1-483	YNL079C
OG0003199	augustus_masked-CU928171-processed-gene-7.122-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-7.122&CDS=1-1386	YNL077W
OG0003200	augustus_masked-CU928171-processed-gene-7.100-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-7.100&CDS=1-2700	YIL137C
OG0003201	snap_masked-CU928171-processed-gene-7.13-mRNA-1_1&gene=snap_masked-CU928171-processed-gene-7.13&CDS=1-1632	YIL136W
OG0003202	snap_masked-CU928171-processed-gene-7.14-mRNA-1_1&gene=snap_masked-CU928171-processed-gene-7.14&CDS=1-1743	YNL076W
OG0003203	genemark-CU928171-processed-gene-7.62-mRNA-1_1&gene=genemark-CU928171-processed-gene-7.62&CDS=1-849	YNL075W
OG0003204	augustus_masked-CU928171-processed-gene-7.103-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-7.103&CDS=1-1572	YNL073W
OG0003205	augustus_masked-CU928171-processed-gene-7.104-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-7.104&CDS=1-939	YNL072W
OG0003206	augustus_masked-CU928171-processed-gene-7.105-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-7.105&CDS=1-1413	YNL071W
OG0003207	maker-CU928171-augustus-gene-7.0-mRNA-1_1&gene=maker-CU928171-augustus-gene-7.0&CDS=1-1131	YIL134W
OG0003208	augustus_masked-CU928171-processed-gene-7.125-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-7.125&CDS=1-600	YIL133C
