	Saccharomyces_cerevisiae	yHMPu5000035040_Ambrosiozyma_maleeae
OG0002459	YML059C	augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-6.51-mRNA-1_1&gene=augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-6.51&CDS=1-4866
OG0002460	YML060W	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-1.91&CDS=1-1080
OG0002461	YML064C	snap_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-9.41-mRNA-1_1&gene=snap_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-9.41&CDS=1-591
OG0002462	YML065W	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-9.103-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-9.103&CDS=1-2352
OG0002463	YML068W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-11.69-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-11.69&CDS=1-1431
OG0002464	YML069W	augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-5.98-mRNA-1_1&gene=augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-5.98&CDS=1-1665
OG0002465	YML076C	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-13.95-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-13.95&CDS=1-2787
OG0002466	YML077W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-13.120-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-13.120&CDS=1-654
OG0002467	YML079W	snap_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-4.110-mRNA-1_1&gene=snap_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-4.110&CDS=1-627
OG0002468	YML080W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-12.49-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-12.49&CDS=1-1290
OG0002469	YML081C-A	maker-NODE_7_length_668977_cov_43.4603_ID_13-snap-gene-4.48-mRNA-1_1&gene=maker-NODE_7_length_668977_cov_43.4603_ID_13-snap-gene-4.48&CDS=1-183
OG0002470	YML085C	augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-6.190-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-6.190&CDS=1-1344
OG0002471	YML086C	augustus_masked-NODE_28_length_97988_cov_49.1149_ID_55-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_28_length_97988_cov_49.1149_ID_55-processed-gene-0.47&CDS=1-1596
OG0002472	YML088W	augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-2.164-mRNA-1_1&gene=augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-2.164&CDS=1-2187
OG0002473	YML092C	maker-NODE_8_length_556485_cov_39.8289_ID_15-augustus-gene-2.147-mRNA-1_1&gene=maker-NODE_8_length_556485_cov_39.8289_ID_15-augustus-gene-2.147&CDS=1-777
OG0002474	YML093W	augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-4.186-mRNA-1_1&gene=augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-4.186&CDS=1-2631
OG0002475	YML094W	genemark-NODE_28_length_97988_cov_49.1149_ID_55-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_28_length_97988_cov_49.1149_ID_55-processed-gene-0.99&CDS=1-483
OG0002476	YML095C	augustus_masked-NODE_24_length_160991_cov_50.864_ID_47-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-NODE_24_length_160991_cov_50.864_ID_47-processed-gene-0.145&CDS=1-966
OG0002477	YML096W	augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-2.78&CDS=1-1758
OG0002478	YML097C	augustus_masked-NODE_11_length_412070_cov_44.6161_ID_21-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-NODE_11_length_412070_cov_44.6161_ID_21-processed-gene-1.119&CDS=1-2049
OG0002479	YML098W	augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-4.133-mRNA-1_1&gene=augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-4.133&CDS=1-423
OG0002480	YML099C	maker-NODE_9_length_553621_cov_69.3391_ID_17-snap-gene-4.73-mRNA-1_1&gene=maker-NODE_9_length_553621_cov_69.3391_ID_17-snap-gene-4.73&CDS=1-3573
OG0002481	YML102W	snap_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-1.8-mRNA-1_1&gene=snap_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-1.8&CDS=1-2052
OG0002482	YML103C	maker-NODE_1_length_1450014_cov_38.9627_ID_1-augustus-gene-11.80-mRNA-1_1&gene=maker-NODE_1_length_1450014_cov_38.9627_ID_1-augustus-gene-11.80&CDS=1-4923
OG0002483	YML104C	snap_masked-NODE_27_length_114979_cov_45.4315_ID_53-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_27_length_114979_cov_45.4315_ID_53-processed-gene-0.16&CDS=1-3579
OG0002484	YML105C	augustus_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-5.74-mRNA-1_1&gene=augustus_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-5.74&CDS=1-837
OG0002485	YML108W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-0.106&CDS=1-414
OG0002486	YML110C	augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-2.124&CDS=1-885
OG0002487	YML114C	genemark-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-2.94-mRNA-1_1&gene=genemark-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-2.94&CDS=1-2298
OG0002488	YML121W	augustus_masked-NODE_20_length_229787_cov_48.6478_ID_39-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-NODE_20_length_229787_cov_48.6478_ID_39-processed-gene-1.49&CDS=1-951
OG0002489	YML123C	augustus_masked-NODE_11_length_412070_cov_44.6161_ID_21-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-NODE_11_length_412070_cov_44.6161_ID_21-processed-gene-1.103&CDS=1-1692
OG0002490	YML125C	augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-2.161-mRNA-1_1&gene=augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-2.161&CDS=1-930
OG0002491	YML126C	augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-4.145-mRNA-1_1&gene=augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-4.145&CDS=1-1341
OG0002492	YML127W	augustus_masked-NODE_28_length_97988_cov_49.1149_ID_55-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_28_length_97988_cov_49.1149_ID_55-processed-gene-0.23&CDS=1-1641
OG0002493	YML129C	augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-1.63&CDS=1-210
OG0002494	YML130C	augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-4.131-mRNA-1_1&gene=augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-4.131&CDS=1-1743
OG0002495	YML131W	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-0.6&CDS=1-1107
OG0002496	YMR001C	augustus_masked-NODE_28_length_97988_cov_49.1149_ID_55-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_28_length_97988_cov_49.1149_ID_55-processed-gene-0.28&CDS=1-1938
OG0002497	YMR002W	augustus_masked-NODE_28_length_97988_cov_49.1149_ID_55-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_28_length_97988_cov_49.1149_ID_55-processed-gene-0.29&CDS=1-462
OG0002498	YMR004W	maker-NODE_10_length_550745_cov_39.138_ID_19-augustus-gene-1.132-mRNA-1_1&gene=maker-NODE_10_length_550745_cov_39.138_ID_19-augustus-gene-1.132&CDS=1-1800
OG0002499	YMR005W	augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-1.17&CDS=1-1359
OG0002500	YMR009W	snap_masked-NODE_20_length_229787_cov_48.6478_ID_39-processed-gene-1.122-mRNA-1_1&gene=snap_masked-NODE_20_length_229787_cov_48.6478_ID_39-processed-gene-1.122&CDS=1-531
OG0002501	YMR010W	augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-2.119&CDS=1-1284
OG0002502	YMR012W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-11.58-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-11.58&CDS=1-4002
OG0002503	YMR013C	augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-1.25&CDS=1-1764
OG0002504	YMR014W	augustus_masked-NODE_23_length_184207_cov_38.6036_ID_45-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_23_length_184207_cov_38.6036_ID_45-processed-gene-0.90&CDS=1-1398
OG0002505	YMR015C	augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-5.40-mRNA-1_1&gene=augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-5.40&CDS=1-1584
OG0002506	YMR022W	augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-3.103-mRNA-1_1&gene=augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-3.103&CDS=1-504
OG0002507	YMR023C	genemark-NODE_11_length_412070_cov_44.6161_ID_21-processed-gene-2.31-mRNA-1_1&gene=genemark-NODE_11_length_412070_cov_44.6161_ID_21-processed-gene-2.31&CDS=1-1497
OG0002508	YMR024W	augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-0.47&CDS=1-1107
OG0002509	YMR026C	augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-6.55-mRNA-1_1&gene=augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-6.55&CDS=1-1188
OG0002510	YMR027W	augustus_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-1.32&CDS=1-1383
OG0002511	YMR028W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-12.46-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-12.46&CDS=1-1125
OG0002512	YMR029C	snap_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-3.112-mRNA-1_1&gene=snap_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-3.112&CDS=1-1956
OG0002513	YMR034C	augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-0.122&CDS=1-1407
OG0002514	YMR035W	augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-5.50-mRNA-1_1&gene=augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-5.50&CDS=1-582
OG0002515	YMR036C	augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-5.68-mRNA-1_1&gene=augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-5.68&CDS=1-2769
OG0002516	YMR038C	augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-5.67-mRNA-1_1&gene=augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-5.67&CDS=1-741
OG0002517	YMR039C	augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-0.105&CDS=1-459
OG0002518	YMR041C	augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-0.88&CDS=1-999
OG0002519	YMR042W	augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-0.22&CDS=1-594
OG0002520	YMR044W	augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-4.120-mRNA-1_1&gene=augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-4.120&CDS=1-1512
OG0002521	YMR048W	augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-2.136-mRNA-1_1&gene=augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-2.136&CDS=1-882
OG0002522	YMR049C	augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-6.193-mRNA-1_1&gene=augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-6.193&CDS=1-2484
OG0002523	YMR055C	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-2.64&CDS=1-1029
OG0002524	YMR060C	snap_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-1.103-mRNA-1_1&gene=snap_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-1.103&CDS=1-948
OG0002525	YMR061W	augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-1.6&CDS=1-1923
OG0002526	YMR062C	augustus_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-0.110&CDS=1-1338
OG0002527	YMR067C	augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-2.8&CDS=1-1434
OG0002528	YMR068W	augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-1.30&CDS=1-2220
OG0002529	YMR069W	snap_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-3.86-mRNA-1_1&gene=snap_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-3.86&CDS=1-663
OG0002530	YMR071C	augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-1.29&CDS=1-495
OG0002531	YMR073C	snap_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-0.30&CDS=1-546
OG0002532	YMR074C	genemark-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-0.89-mRNA-1_1&gene=genemark-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-0.89&CDS=1-411
OG0002533	YMR075W	augustus_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-0.114&CDS=1-1851
OG0002534	YMR076C	augustus_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-0.94&CDS=1-3708
OG0002535	YMR077C	augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-0.106&CDS=1-633
OG0002536	YMR078C	snap_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-2.13-mRNA-1_1&gene=snap_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-2.13&CDS=1-2610
OG0002537	YMR079W	augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-1.44&CDS=1-909
OG0002538	YMR080C	snap_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-1.194-mRNA-1_1&gene=snap_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-1.194&CDS=1-3012
OG0002539	YMR087W	augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-0.105&CDS=1-924
OG0002540	YMR088C	snap_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-0.82-mRNA-1_1&gene=snap_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-0.82&CDS=1-1809
OG0002541	YMR091C	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-3.70-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-3.70&CDS=1-1248
OG0002542	YMR092C	augustus_masked-NODE_28_length_97988_cov_49.1149_ID_55-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_28_length_97988_cov_49.1149_ID_55-processed-gene-0.21&CDS=1-1773
OG0002543	YMR093W	augustus_masked-NODE_28_length_97988_cov_49.1149_ID_55-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_28_length_97988_cov_49.1149_ID_55-processed-gene-0.14&CDS=1-1503
OG0002544	YMR097C	augustus_masked-NODE_32_length_18570_cov_51.2389_ID_63-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_32_length_18570_cov_51.2389_ID_63-processed-gene-0.15&CDS=1-1095
OG0002545	YMR098C	snap_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-2.16-mRNA-1_1&gene=snap_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-2.16&CDS=1-1524
OG0002546	YMR099C	augustus_masked-NODE_24_length_160991_cov_50.864_ID_47-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-NODE_24_length_160991_cov_50.864_ID_47-processed-gene-0.152&CDS=1-894
OG0002547	YMR100W	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-2.78&CDS=1-2916
OG0002548	YMR106C	snap_masked-NODE_28_length_97988_cov_49.1149_ID_55-processed-gene-0.125-mRNA-1_1&gene=snap_masked-NODE_28_length_97988_cov_49.1149_ID_55-processed-gene-0.125&CDS=1-2205
OG0002549	YMR108W	augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-3.96-mRNA-1_1&gene=augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-3.96&CDS=1-2013
OG0002550	YMR109W	augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-0.43&CDS=1-3798
OG0002551	YMR110C	augustus_masked-NODE_28_length_97988_cov_49.1149_ID_55-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_28_length_97988_cov_49.1149_ID_55-processed-gene-0.39&CDS=1-1512
OG0002552	YMR113W	snap_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-6.39-mRNA-1_1&gene=snap_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-6.39&CDS=1-1266
OG0002553	YMR114C	augustus_masked-NODE_28_length_97988_cov_49.1149_ID_55-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_28_length_97988_cov_49.1149_ID_55-processed-gene-0.34&CDS=1-822
OG0002554	YMR116C	maker-NODE_28_length_97988_cov_49.1149_ID_55-augustus-gene-0.49-mRNA-1_1&gene=maker-NODE_28_length_97988_cov_49.1149_ID_55-augustus-gene-0.49&CDS=1-936
OG0002555	YMR117C	maker-NODE_6_length_707688_cov_38.2434_ID_11-augustus-gene-6.44-mRNA-1_1&gene=maker-NODE_6_length_707688_cov_38.2434_ID_11-augustus-gene-6.44&CDS=1-591
OG0002556	YMR120C	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-1.116&CDS=1-1779
OG0002557	YMR121C	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-1.117&CDS=1-612
OG0002558	YMR123W	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-1.95&CDS=1-291
OG0002559	YMR125W	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-1.98&CDS=1-2988
OG0002560	YMR126C	augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-1.23&CDS=1-903
OG0002561	YMR127C	augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-1.125&CDS=1-1056
OG0002562	YMR128W	augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-1.161-mRNA-1_1&gene=augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-1.161&CDS=1-3786
OG0002563	YMR129W	augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-6.214-mRNA-1_1&gene=augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-6.214&CDS=1-3852
OG0002564	YMR130W	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-7.68-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-7.68&CDS=1-1908
OG0002565	YMR131C	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-6.81-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-6.81&CDS=1-1572
OG0002566	YMR134W	augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-6.237-mRNA-1_1&gene=augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-6.237&CDS=1-699
OG0002567	YMR135C	augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-0.57&CDS=1-1545
OG0002568	YMR137C	augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-3.115&CDS=1-1803
OG0002569	YMR139W	augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-0.32&CDS=1-1176
OG0002570	YMR140W	augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-2.122&CDS=1-1521
OG0002571	YMR149W	augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-2.76&CDS=1-825
OG0002572	YMR150C	augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-2.57&CDS=1-606
OG0002573	YMR152W	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-5.49-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-5.49&CDS=1-1110
