	Naumovozyma_castellii	Saccharomyces_cerevisiae
OG0003093	augustus_masked-HE576757-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.80&CDS=1-1425	YDR423C
OG0003094	augustus_masked-HE576757-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.81&CDS=1-270	YDR424C
OG0003095	augustus_masked-HE576757-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.61&CDS=1-1200	YDR427W
OG0003096	augustus_masked-HE576757-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.82&CDS=1-3591	YDR430C
OG0003097	augustus_masked-HE576757-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.62&CDS=1-1137	YDR432W
OG0003098	augustus_masked-HE576757-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.63&CDS=1-1548	YDR434W
OG0003099	augustus_masked-HE576757-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.64&CDS=1-984	YML015C
OG0003100	augustus_masked-HE576757-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.83&CDS=1-1005	YDR435C
OG0003101	genemark-HE576757-processed-gene-2.22-mRNA-1_1&gene=genemark-HE576757-processed-gene-2.22&CDS=1-450	YDR437W
OG0003102	augustus_masked-HE576757-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.67&CDS=1-660	YDR439W
OG0003103	augustus_masked-HE576757-processed-gene-2.68-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.68&CDS=1-1890	YDR440W
OG0003104	augustus_masked-HE576757-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.84&CDS=1-4080	YDR443C
OG0003105	genemark-HE576757-processed-gene-2.26-mRNA-1_1&gene=genemark-HE576757-processed-gene-2.26&CDS=1-1965	YDR444W
OG0003106	augustus_masked-HE576757-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.70&CDS=1-873	YDR446W
OG0003107	augustus_masked-HE576757-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.71&CDS=1-1314	YDR448W
OG0003108	augustus_masked-HE576757-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.86&CDS=1-1320	YDR449C
OG0003109	augustus_masked-HE576757-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.72&CDS=1-2103	YDR452W
OG0003110	augustus_masked-HE576757-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.88&CDS=1-558	YDR454C
OG0003111	augustus_masked-HE576757-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.73&CDS=1-1959	YDR456W
OG0003112	augustus_masked-HE576757-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.74&CDS=1-9777	YDR457W
OG0003113	augustus_masked-HE576757-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.90&CDS=1-891	YDR459C
OG0003114	augustus_masked-HE576757-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.91&CDS=1-2058	YKL112W
OG0003115	augustus_masked-HE576757-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.75&CDS=1-1137	YKL113C
OG0003116	augustus_masked-HE576757-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.76&CDS=1-888	YMR099C
OG0003117	augustus_masked-HE576757-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.77&CDS=1-1836	YMR100W
OG0003118	augustus_masked-HE576757-processed-gene-3.99-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-3.99&CDS=1-1029	YMR101C
OG0003119	genemark-HE576757-processed-gene-3.4-mRNA-1_1&gene=genemark-HE576757-processed-gene-3.4&CDS=1-2022	YKL126W
OG0003120	augustus_masked-HE576757-processed-gene-3.102-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-3.102&CDS=1-1875	YMR106C
OG0003121	snap_masked-HE576757-processed-gene-3.49-mRNA-1_1&gene=snap_masked-HE576757-processed-gene-3.49&CDS=1-1089	YHL022C
OG0003122	augustus_masked-HE576757-processed-gene-3.116-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-3.116&CDS=1-1566	YMR110C
OG0003123	genemark-HE576757-processed-gene-3.26-mRNA-1_1&gene=genemark-HE576757-processed-gene-3.26&CDS=1-1287	YAL012W
OG0003124	augustus_masked-HE576757-processed-gene-3.103-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-3.103&CDS=1-426	YOL040C
OG0003125	maker-HE576757-snap-gene-3.48-mRNA-1_1&gene=maker-HE576757-snap-gene-3.48&CDS=1-1410	YAL013W
OG0003126	genemark-HE576757-processed-gene-3.8-mRNA-1_1&gene=genemark-HE576757-processed-gene-3.8&CDS=1-855	YAL014C
OG0003127	genemark-HE576757-processed-gene-3.9-mRNA-1_1&gene=genemark-HE576757-processed-gene-3.9&CDS=1-1338	YAL015C
OG0003128	augustus_masked-HE576757-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-3.119&CDS=1-1818	YAL016W
OG0003129	augustus_masked-HE576757-processed-gene-3.105-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-3.105&CDS=1-903	YAL018C
OG0003130	genemark-HE576757-processed-gene-3.30-mRNA-1_1&gene=genemark-HE576757-processed-gene-3.30&CDS=1-2967	YOL051W
OG0003131	snap_masked-HE576757-processed-gene-3.82-mRNA-1_1&gene=snap_masked-HE576757-processed-gene-3.82&CDS=1-3162	YAL019W
OG0003132	snap_masked-HE576757-processed-gene-3.60-mRNA-1_1&gene=snap_masked-HE576757-processed-gene-3.60&CDS=1-1107	YAL020C
OG0003133	genemark-HE576757-processed-gene-3.12-mRNA-1_1&gene=genemark-HE576757-processed-gene-3.12&CDS=1-2565	YAL021C
OG0003134	genemark-HE576757-processed-gene-3.13-mRNA-1_1&gene=genemark-HE576757-processed-gene-3.13&CDS=1-1308	YAL022C
OG0003135	augustus_masked-HE576757-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-3.108&CDS=1-4092	YAL024C
OG0003136	augustus_masked-HE576757-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-3.109&CDS=1-4053	YAL026C
OG0003137	snap_masked-HE576757-processed-gene-3.68-mRNA-1_1&gene=snap_masked-HE576757-processed-gene-3.68&CDS=1-2214	YAL031C
OG0003138	snap_masked-HE576757-processed-gene-3.69-mRNA-1_1&gene=snap_masked-HE576757-processed-gene-3.69&CDS=1-642	YOR016C
OG0003139	snap_masked-HE576757-processed-gene-3.87-mRNA-1_1&gene=snap_masked-HE576757-processed-gene-3.87&CDS=1-546	YAL008W
OG0003140	genemark-HE576757-processed-gene-3.37-mRNA-1_1&gene=genemark-HE576757-processed-gene-3.37&CDS=1-1005	YAL009W
OG0003141	augustus_masked-HE576757-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-3.111&CDS=1-1356	YAL010C
OG0003142	augustus_masked-HE576757-processed-gene-3.126-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-3.126&CDS=1-4071	YMR111C
OG0003143	augustus_masked-HE576757-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-3.112&CDS=1-1359	YMR115W
OG0003144	augustus_masked-HE576757-processed-gene-3.128-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-3.128&CDS=1-666	YMR117C
OG0003145	snap_masked-HE576757-processed-gene-3.71-mRNA-1_1&gene=snap_masked-HE576757-processed-gene-3.71&CDS=1-1899	YMR119W
OG0003146	genemark-HE576757-processed-gene-3.22-mRNA-1_1&gene=genemark-HE576757-processed-gene-3.22&CDS=1-588	YMR123W
OG0003147	genemark-HE576757-processed-gene-3.23-mRNA-1_1&gene=genemark-HE576757-processed-gene-3.23&CDS=1-3015	YMR124W
OG0003148	augustus_masked-HE576757-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-3.115&CDS=1-2592	YMR125W
OG0003149	augustus_masked-HE576757-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-3.130&CDS=1-1245	YMR126C
OG0003150	genemark-HE576757-processed-gene-4.113-mRNA-1_1&gene=genemark-HE576757-processed-gene-4.113&CDS=1-1059	YMR127C
OG0003151	augustus_masked-HE576757-processed-gene-4.0-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.0&CDS=1-3981	YMR129W
OG0003152	augustus_masked-HE576757-processed-gene-4.1-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.1&CDS=1-930	YMR130W
OG0003153	augustus_masked-HE576757-processed-gene-4.4-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.4&CDS=1-1533	YMR131C
OG0003154	augustus_masked-HE576757-processed-gene-4.5-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.5&CDS=1-618	YMR132C
OG0003155	snap_masked-HE576757-processed-gene-4.51-mRNA-1_1&gene=snap_masked-HE576757-processed-gene-4.51&CDS=1-936	YMR133W
OG0003156	genemark-HE576757-processed-gene-4.112-mRNA-1_1&gene=genemark-HE576757-processed-gene-4.112&CDS=1-723	YMR134W
OG0003157	snap_masked-HE576757-processed-gene-4.78-mRNA-1_1&gene=snap_masked-HE576757-processed-gene-4.78&CDS=1-1194	YMR135C
OG0003158	snap_masked-HE576757-processed-gene-4.56-mRNA-1_1&gene=snap_masked-HE576757-processed-gene-4.56&CDS=1-2352	YHR182W
OG0003159	augustus_masked-HE576757-processed-gene-4.7-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.7&CDS=1-1467	YHR183W
OG0003160	snap_masked-HE576757-processed-gene-4.58-mRNA-1_1&gene=snap_masked-HE576757-processed-gene-4.58&CDS=1-1596	YHR184W
OG0003161	augustus_masked-HE576757-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.27&CDS=1-4569	YHR186C
OG0003162	augustus_masked-HE576757-processed-gene-4.28-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.28&CDS=1-1722	YJL008C
OG0003163	augustus_masked-HE576757-processed-gene-4.9-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.9&CDS=1-3450	YJL029C
OG0003164	augustus_masked-HE576757-processed-gene-4.29-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.29&CDS=1-990	YJL006C
OG0003165	augustus_masked-HE576757-processed-gene-4.10-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.10&CDS=1-3207	YGR274C
OG0003166	augustus_masked-HE576757-processed-gene-4.31-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.31&CDS=1-1602	YMR297W
OG0003167	augustus_masked-HE576757-processed-gene-4.11-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.11&CDS=1-2262	YMR296C
OG0003168	snap_masked-HE576757-processed-gene-4.84-mRNA-1_1&gene=snap_masked-HE576757-processed-gene-4.84&CDS=1-1158	YMR294W
OG0003169	augustus_masked-HE576757-processed-gene-4.12-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.12&CDS=1-1446	YMR293C
OG0003170	augustus_masked-HE576757-processed-gene-4.33-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.33&CDS=1-414	YMR292W
OG0003171	augustus_masked-HE576757-processed-gene-4.34-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.34&CDS=1-516	YLL036C
OG0003172	genemark-HE576757-processed-gene-4.146-mRNA-1_1&gene=genemark-HE576757-processed-gene-4.146&CDS=1-1833	YMR291W
OG0003173	augustus_masked-HE576757-processed-gene-4.13-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.13&CDS=1-1524	YMR290C
OG0003174	augustus_masked-HE576757-processed-gene-4.14-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.14&CDS=1-2235	YGR264C
OG0003175	snap_masked-HE576757-processed-gene-4.88-mRNA-1_1&gene=snap_masked-HE576757-processed-gene-4.88&CDS=1-1086	YMR289W
OG0003176	augustus_masked-HE576757-processed-gene-4.37-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.37&CDS=1-2853	YMR288W
OG0003177	augustus_masked-HE576757-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.15&CDS=1-1974	YHR188C
OG0003178	augustus_masked-HE576757-processed-gene-4.38-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.38&CDS=1-924	YHR187W
OG0003179	augustus_masked-HE576757-processed-gene-4.16-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.16&CDS=1-2034	YJL010C
OG0003180	augustus_masked-HE576757-processed-gene-4.39-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.39&CDS=1-2028	YKL143W
OG0003181	augustus_masked-HE576757-processed-gene-4.17-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.17&CDS=1-666	YKL144C
OG0003182	augustus_masked-HE576757-processed-gene-4.40-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.40&CDS=1-1422	YKL145W
OG0003183	augustus_masked-HE576757-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.41&CDS=1-2004	YKL146W
OG0003184	augustus_masked-HE576757-processed-gene-4.18-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.18&CDS=1-1905	YKL148C
OG0003185	augustus_masked-HE576757-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.19&CDS=1-1281	YKL149C
OG0003186	augustus_masked-HE576757-processed-gene-4.42-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.42&CDS=1-897	YKL150W
OG0003187	augustus_masked-HE576757-processed-gene-4.20-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.20&CDS=1-1008	YKL151C
OG0003188	augustus_masked-HE576757-processed-gene-4.21-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.21&CDS=1-744	YKL152C
OG0003189	snap_masked-HE576757-processed-gene-4.97-mRNA-1_1&gene=snap_masked-HE576757-processed-gene-4.97&CDS=1-786	YKL154W
OG0003190	augustus_masked-HE576757-processed-gene-4.22-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.22&CDS=1-1770	YKL155C
OG0003191	genemark-HE576757-processed-gene-4.158-mRNA-1_1&gene=genemark-HE576757-processed-gene-4.158&CDS=1-636	YKL159C
OG0003192	augustus_masked-HE576757-processed-gene-4.24-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.24&CDS=1-1044	YDR279W
OG0003193	augustus_masked-HE576757-processed-gene-4.25-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.25&CDS=1-915	YKL107W
OG0003194	augustus_masked-HE576757-processed-gene-4.48-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.48&CDS=1-894	YDR288W
OG0003195	augustus_masked-HE576757-processed-gene-5.46-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-5.46&CDS=1-876	YDR287W
OG0003196	genemark-HE576757-processed-gene-5.3-mRNA-1_1&gene=genemark-HE576757-processed-gene-5.3&CDS=1-336	YDR286C
OG0003197	maker-HE576757-augustus-gene-5.0-mRNA-1_1&gene=maker-HE576757-augustus-gene-5.0&CDS=1-2493	YDR285W
OG0003198	augustus_masked-HE576757-processed-gene-5.44-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-5.44&CDS=1-912	YDR284C
OG0003199	augustus_masked-HE576757-processed-gene-5.45-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-5.45&CDS=1-4830	YDR283C
OG0003200	augustus_masked-HE576757-processed-gene-5.68-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-5.68&CDS=1-1104	YDR289C
OG0003201	augustus_masked-HE576757-processed-gene-5.50-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-5.50&CDS=1-1809	YDR294C
OG0003202	augustus_masked-HE576757-processed-gene-5.51-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-5.51&CDS=1-4803	YDR293C
OG0003203	augustus_masked-HE576757-processed-gene-5.52-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-5.52&CDS=1-1830	YDR292C
OG0003204	snap_masked-HE576757-processed-gene-5.109-mRNA-1_1&gene=snap_masked-HE576757-processed-gene-5.109&CDS=1-3183	YDR291W
OG0003205	augustus_masked-HE576757-processed-gene-5.53-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-5.53&CDS=1-627	YDR298C
OG0003206	augustus_masked-HE576757-processed-gene-5.70-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-5.70&CDS=1-675	YDR296W
OG0003207	augustus_masked-HE576757-processed-gene-5.54-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-5.54&CDS=1-2079	YDR295C
OG0003208	augustus_masked-HE576757-processed-gene-5.55-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-5.55&CDS=1-1626	YDR299W
OG0003209	augustus_masked-HE576757-processed-gene-5.71-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-5.71&CDS=1-1269	YDR300C
OG0003210	augustus_masked-HE576757-processed-gene-5.56-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-5.56&CDS=1-4020	YDR301W
OG0003211	augustus_masked-HE576757-processed-gene-5.57-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-5.57&CDS=1-645	YDR302W
OG0003212	augustus_masked-HE576757-processed-gene-5.72-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-5.72&CDS=1-2505	YDR303C
OG0003213	maker-HE576757-augustus-gene-5.1-mRNA-1_1&gene=maker-HE576757-augustus-gene-5.1&CDS=1-1293	YDR305C
OG0003214	augustus_masked-HE576757-processed-gene-5.74-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-5.74&CDS=1-1476	YDR306C
OG0003215	augustus_masked-HE576757-processed-gene-5.59-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-5.59&CDS=1-2178	YDR307W
OG0003216	augustus_masked-HE576757-processed-gene-5.75-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-5.75&CDS=1-453	YDR308C
OG0003217	augustus_masked-HE576757-processed-gene-5.60-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-5.60&CDS=1-831	YDR313C
OG0003218	augustus_masked-HE576757-processed-gene-5.61-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-5.61&CDS=1-1506	YHR065C
OG0003219	genemark-HE576757-processed-gene-5.39-mRNA-1_1&gene=genemark-HE576757-processed-gene-5.39&CDS=1-2937	YDR310C
OG0003220	augustus_masked-HE576757-processed-gene-5.78-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-5.78&CDS=1-912	YDR315C
OG0003221	augustus_masked-HE576757-processed-gene-5.62-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-5.62&CDS=1-1245	YDR316W
OG0003222	augustus_masked-HE576757-processed-gene-5.63-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-5.63&CDS=1-705	YHR071W
OG0003223	augustus_masked-HE576757-processed-gene-5.64-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-5.64&CDS=1-843	YDR318W
OG0003224	augustus_masked-HE576757-processed-gene-5.79-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-5.79&CDS=1-2100	YDR320C
OG0003225	snap_masked-HE576757-processed-gene-5.122-mRNA-1_1&gene=snap_masked-HE576757-processed-gene-5.122&CDS=1-216	YDR320C-A
OG0003226	augustus_masked-HE576757-processed-gene-5.65-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-5.65&CDS=1-1146	YDR321W
OG0003227	augustus_masked-HE576757-processed-gene-5.66-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-5.66&CDS=1-900	YDR322W
OG0003228	genemark-HE576757-processed-gene-5.43-mRNA-1_1&gene=genemark-HE576757-processed-gene-5.43&CDS=1-4209	YDR324C
OG0003229	augustus_masked-HE576757-processed-gene-5.67-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-5.67&CDS=1-3141	YDR325W
OG0003230	augustus_masked-HE576757-processed-gene-6.2-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-6.2&CDS=1-3999	YDR326C
OG0003231	augustus_masked-HE576757-processed-gene-6.3-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-6.3&CDS=1-1827	YDR328C
OG0003232	augustus_masked-HE576757-processed-gene-6.0-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-6.0&CDS=1-1509	YDR330W
OG0003233	maker-HE576757-augustus-gene-6.84-mRNA-1_1&gene=maker-HE576757-augustus-gene-6.84&CDS=1-3174	YDR332W
OG0003234	augustus_masked-HE576757-processed-gene-6.17-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-6.17&CDS=1-2154	YDR333C
OG0003235	augustus_masked-HE576757-processed-gene-6.4-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-6.4&CDS=1-978	YHR085W
OG0003236	snap_masked-HE576757-processed-gene-6.44-mRNA-1_1&gene=snap_masked-HE576757-processed-gene-6.44&CDS=1-4368	YDR334W
OG0003237	genemark-HE576757-processed-gene-6.93-mRNA-1_1&gene=genemark-HE576757-processed-gene-6.93&CDS=1-888	YDR336W
OG0003238	genemark-HE576757-processed-gene-6.94-mRNA-1_1&gene=genemark-HE576757-processed-gene-6.94&CDS=1-783	YDR337W
OG0003239	augustus_masked-HE576757-processed-gene-6.18-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-6.18&CDS=1-2082	YDR338C
OG0003240	augustus_masked-HE576757-processed-gene-6.19-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-6.19&CDS=1-567	YDR339C
OG0003241	augustus_masked-HE576757-processed-gene-6.22-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-6.22&CDS=1-1413	YDR346C
OG0003242	augustus_masked-HE576757-processed-gene-6.6-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-6.6&CDS=1-945	YDR347W
OG0003243	genemark-HE576757-processed-gene-6.115-mRNA-1_1&gene=genemark-HE576757-processed-gene-6.115&CDS=1-1419	YDR348C
OG0003244	snap_masked-HE576757-processed-gene-6.69-mRNA-1_1&gene=snap_masked-HE576757-processed-gene-6.69&CDS=1-1911	YDR349C
OG0003245	augustus_masked-HE576757-processed-gene-6.7-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-6.7&CDS=1-11196	YHR099W
OG0003246	augustus_masked-HE576757-processed-gene-6.24-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-6.24&CDS=1-2085	YDR350C
OG0003247	snap_masked-HE576757-processed-gene-6.53-mRNA-1_1&gene=snap_masked-HE576757-processed-gene-6.53&CDS=1-2886	YDR356W
OG0003248	genemark-HE576757-processed-gene-6.118-mRNA-1_1&gene=genemark-HE576757-processed-gene-6.118&CDS=1-348	YDR357C
OG0003249	genemark-HE576757-processed-gene-6.102-mRNA-1_1&gene=genemark-HE576757-processed-gene-6.102&CDS=1-1725	YHR108W
OG0003250	augustus_masked-HE576757-processed-gene-6.25-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-6.25&CDS=1-2856	YDR359C
OG0003251	augustus_masked-HE576757-processed-gene-6.26-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-6.26&CDS=1-867	YDR361C
OG0003252	augustus_masked-HE576757-processed-gene-6.11-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-6.11&CDS=1-1320	YHR111W
