	Saccharomyces_cerevisiae	yHMPu5000034903_Ogataea_naganishii
OG0003016	YOL077W-A	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-5.132-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-5.132&CDS=1-201
OG0003017	YOL078W	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-5.109-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-5.109&CDS=1-2856
OG0003018	YOL080C	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-5.110-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-5.110&CDS=1-750
OG0003019	YOL086W-A	maker-NODE_5_length_775831_cov_75.5812_ID_9-augustus-gene-5.143-mRNA-1_1&gene=maker-NODE_5_length_775831_cov_75.5812_ID_9-augustus-gene-5.143&CDS=1-453
OG0003020	YOL090W	augustus_masked-NODE_18_length_201343_cov_74.0127_ID_35-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-NODE_18_length_201343_cov_74.0127_ID_35-processed-gene-1.118&CDS=1-2916
OG0003021	YOL093W	genemark-NODE_18_length_201343_cov_74.0127_ID_35-processed-gene-1.22-mRNA-1_1&gene=genemark-NODE_18_length_201343_cov_74.0127_ID_35-processed-gene-1.22&CDS=1-1020
OG0003022	YOL094C	maker-NODE_18_length_201343_cov_74.0127_ID_35-augustus-gene-1.54-mRNA-1_1&gene=maker-NODE_18_length_201343_cov_74.0127_ID_35-augustus-gene-1.54&CDS=1-2829
OG0003023	YOL095C	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-7.108-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-7.108&CDS=1-2088
OG0003024	YOL096C	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-5.104-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-5.104&CDS=1-909
OG0003025	YOL097C	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-6.13-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-6.13&CDS=1-1281
OG0003026	YOL098C	augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-0.17&CDS=1-3138
OG0003027	YOL102C	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-5.135-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-5.135&CDS=1-687
OG0003028	YOL107W	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-4.43-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-4.43&CDS=1-1023
OG0003029	YOL108C	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-4.21-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-4.21&CDS=1-591
OG0003030	YOL110W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-4.134-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-4.134&CDS=1-573
OG0003031	YOL111C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-4.116-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-4.116&CDS=1-1533
OG0003032	YOL115W	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-2.81&CDS=1-1971
OG0003033	YOL123W	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.205-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.205&CDS=1-1770
OG0003034	YOL124C	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.242-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.242&CDS=1-1410
OG0003035	YOL125W	augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-0.31&CDS=1-1428
OG0003036	YOL127W	maker-NODE_5_length_775831_cov_75.5812_ID_9-augustus-gene-6.252-mRNA-1_1&gene=maker-NODE_5_length_775831_cov_75.5812_ID_9-augustus-gene-6.252&CDS=1-1065
OG0003037	YOL129W	maker-NODE_5_length_775831_cov_75.5812_ID_9-snap-gene-6.260-mRNA-1_1&gene=maker-NODE_5_length_775831_cov_75.5812_ID_9-snap-gene-6.260&CDS=1-1806
OG0003038	YOL132W	maker-NODE_5_length_775831_cov_75.5812_ID_9-augustus-gene-6.258-mRNA-1_1&gene=maker-NODE_5_length_775831_cov_75.5812_ID_9-augustus-gene-6.258&CDS=1-1386
OG0003039	YOL133W	genemark-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.73-mRNA-1_1&gene=genemark-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.73&CDS=1-486
OG0003040	YOL135C	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.199-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.199&CDS=1-843
OG0003041	YOL136C	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-6.7-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-6.7&CDS=1-975
OG0003042	YOL137W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-7.124-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-7.124&CDS=1-1434
OG0003043	YOL138C	augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-0.79&CDS=1-4098
OG0003044	YOL139C	augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-0.76&CDS=1-672
OG0003045	YOL141W	augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-0.69&CDS=1-3129
OG0003046	YOL142W	augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-0.70&CDS=1-702
OG0003047	YOL143C	snap_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-0.124-mRNA-1_1&gene=snap_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-0.124&CDS=1-489
OG0003048	YOL144W	augustus_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-0.58&CDS=1-1590
OG0003049	YOL145C	augustus_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-0.79&CDS=1-3441
OG0003050	YOL146W	augustus_masked-NODE_19_length_201287_cov_70.2906_ID_37-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_19_length_201287_cov_70.2906_ID_37-processed-gene-0.5&CDS=1-582
OG0003051	YOL147C	augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-2.59&CDS=1-768
OG0003052	YOL148C	augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-2.53&CDS=1-2007
OG0003053	YOR001W	augustus_masked-NODE_14_length_373348_cov_79.2154_ID_27-processed-gene-2.198-mRNA-1_1&gene=augustus_masked-NODE_14_length_373348_cov_79.2154_ID_27-processed-gene-2.198&CDS=1-2352
OG0003054	YOR002W	maker-NODE_24_length_91208_cov_71.2268_ID_47-snap-gene-0.4-mRNA-1_1&gene=maker-NODE_24_length_91208_cov_71.2268_ID_47-snap-gene-0.4&CDS=1-3732
OG0003055	YOR004W	augustus_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-1.66&CDS=1-876
OG0003056	YOR005C	snap_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-2.92-mRNA-1_1&gene=snap_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-2.92&CDS=1-2811
OG0003057	YOR006C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-2.16&CDS=1-969
OG0003058	YOR007C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-2.15&CDS=1-1119
OG0003059	YOR014W	augustus_masked-NODE_27_length_38318_cov_102.224_ID_53-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_27_length_38318_cov_102.224_ID_53-processed-gene-0.13&CDS=1-2100
OG0003060	YOR017W	augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-0.25&CDS=1-2286
OG0003061	YOR020C	augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-5.290-mRNA-1_1&gene=augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-5.290&CDS=1-309
OG0003062	YOR021C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-6.89-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-6.89&CDS=1-615
OG0003063	YOR022C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-6.69-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-6.69&CDS=1-2283
OG0003064	YOR023C	augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-5.243-mRNA-1_1&gene=augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-5.243&CDS=1-1638
OG0003065	YOR025W	genemark-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-1.40-mRNA-1_1&gene=genemark-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-1.40&CDS=1-1155
OG0003066	YOR027W	augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-0.35&CDS=1-1731
OG0003067	YOR032C	augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-1.96&CDS=1-3804
OG0003068	YOR035C	snap_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-3.66-mRNA-1_1&gene=snap_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-3.66&CDS=1-2133
OG0003069	YOR036W	augustus_masked-NODE_16_length_269614_cov_67.8004_ID_31-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-NODE_16_length_269614_cov_67.8004_ID_31-processed-gene-1.144&CDS=1-900
OG0003070	YOR037W	augustus_masked-NODE_16_length_269614_cov_67.8004_ID_31-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-NODE_16_length_269614_cov_67.8004_ID_31-processed-gene-1.143&CDS=1-1818
OG0003071	YOR038C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-4.148-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-4.148&CDS=1-3075
OG0003072	YOR039W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-4.126-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-4.126&CDS=1-738
OG0003073	YOR042W	genemark-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-5.138-mRNA-1_1&gene=genemark-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-5.138&CDS=1-1242
OG0003074	YOR043W	augustus_masked-NODE_18_length_201343_cov_74.0127_ID_35-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_18_length_201343_cov_74.0127_ID_35-processed-gene-0.17&CDS=1-1110
OG0003075	YOR046C	augustus_masked-NODE_18_length_201343_cov_74.0127_ID_35-processed-gene-1.154-mRNA-1_1&gene=augustus_masked-NODE_18_length_201343_cov_74.0127_ID_35-processed-gene-1.154&CDS=1-1467
OG0003076	YOR048C	augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-0.51&CDS=1-4170
OG0003077	YOR049C	augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-2.17&CDS=1-1242
OG0003078	YOR051C	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-5.68-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-5.68&CDS=1-1275
OG0003079	YOR052C	snap_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-5.45-mRNA-1_1&gene=snap_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-5.45&CDS=1-567
OG0003080	YOR056C	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.231-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.231&CDS=1-1449
OG0003081	YOR057W	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.193-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.193&CDS=1-1182
OG0003082	YOR058C	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.232-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.232&CDS=1-2265
OG0003083	YOR059C	snap_masked-NODE_13_length_392829_cov_74.6598_ID_25-processed-gene-1.67-mRNA-1_1&gene=snap_masked-NODE_13_length_392829_cov_74.6598_ID_25-processed-gene-1.67&CDS=1-1506
OG0003084	YOR063W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-2.45&CDS=1-1167
OG0003085	YOR065W	augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-3.93&CDS=1-921
OG0003086	YOR067C	augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-3.108&CDS=1-1614
OG0003087	YOR069W	augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-4.156-mRNA-1_1&gene=augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-4.156&CDS=1-2355
OG0003088	YOR070C	augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-2.69&CDS=1-1689
OG0003089	YOR074C	augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-3.111&CDS=1-897
OG0003090	YOR075W	augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-4.133-mRNA-1_1&gene=augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-4.133&CDS=1-1074
OG0003091	YOR077W	augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-1.32&CDS=1-864
OG0003092	YOR079C	augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-1.21&CDS=1-918
OG0003093	YOR080W	snap_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-1.95-mRNA-1_1&gene=snap_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-1.95&CDS=1-1818
OG0003094	YOR085W	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-4.29-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-4.29&CDS=1-2391
OG0003095	YOR087W	snap_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-5.23-mRNA-1_1&gene=snap_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-5.23&CDS=1-1929
OG0003096	YOR090C	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-5.56-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-5.56&CDS=1-1761
OG0003097	YOR091W	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-5.70-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-5.70&CDS=1-1086
OG0003098	YOR093C	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-4.28-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-4.28&CDS=1-5364
OG0003099	YOR094W	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-5.59-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-5.59&CDS=1-513
OG0003100	YOR095C	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-5.77-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-5.77&CDS=1-735
OG0003101	YOR100C	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-2.42&CDS=1-843
OG0003102	YOR103C	augustus_masked-NODE_16_length_269614_cov_67.8004_ID_31-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_16_length_269614_cov_67.8004_ID_31-processed-gene-0.31&CDS=1-450
OG0003103	YOR104W	augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-2.159-mRNA-1_1&gene=augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-2.159&CDS=1-432
OG0003104	YOR111W	genemark-NODE_20_length_184659_cov_71.8452_ID_39-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_20_length_184659_cov_71.8452_ID_39-processed-gene-0.28&CDS=1-666
OG0003105	YOR113W	augustus_masked-NODE_20_length_184659_cov_71.8452_ID_39-processed-gene-0.163-mRNA-1_1&gene=augustus_masked-NODE_20_length_184659_cov_71.8452_ID_39-processed-gene-0.163&CDS=1-2331
OG0003106	YOR116C	augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-1.100&CDS=1-4401
OG0003107	YOR117W	augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-1.102&CDS=1-1278
OG0003108	YOR118W	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-6.68-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-6.68&CDS=1-1764
OG0003109	YOR119C	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-6.33-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-6.33&CDS=1-1542
OG0003110	YOR122C	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-6.30-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-6.30&CDS=1-375
OG0003111	YOR123C	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-6.29-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-6.29&CDS=1-1389
OG0003112	YOR124C	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-6.66-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-6.66&CDS=1-4980
OG0003113	YOR125C	genemark-NODE_16_length_269614_cov_67.8004_ID_31-processed-gene-1.219-mRNA-1_1&gene=genemark-NODE_16_length_269614_cov_67.8004_ID_31-processed-gene-1.219&CDS=1-663
OG0003114	YOR126C	augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-2.32&CDS=1-744
OG0003115	YOR128C	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-5.89-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-5.89&CDS=1-1707
OG0003116	YOR130C	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-6.62-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-6.62&CDS=1-963
OG0003117	YOR131C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-7.113-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-7.113&CDS=1-708
OG0003118	YOR132W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-7.134-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-7.134&CDS=1-1743
OG0003119	YOR136W	augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-4.193-mRNA-1_1&gene=augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-4.193&CDS=1-1125
OG0003120	YOR141C	augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-5.111-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-5.111&CDS=1-2988
OG0003121	YOR142W	augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-5.107-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-5.107&CDS=1-957
OG0003122	YOR143C	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-1.95&CDS=1-879
OG0003123	YOR144C	snap_masked-NODE_13_length_392829_cov_74.6598_ID_25-processed-gene-1.82-mRNA-1_1&gene=snap_masked-NODE_13_length_392829_cov_74.6598_ID_25-processed-gene-1.82&CDS=1-2388
OG0003124	YOR145C	genemark-NODE_21_length_176952_cov_79.863_ID_41-processed-gene-0.166-mRNA-1_1&gene=genemark-NODE_21_length_176952_cov_79.863_ID_41-processed-gene-0.166&CDS=1-1362
OG0003125	YOR147W	augustus_masked-NODE_18_length_201343_cov_74.0127_ID_35-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_18_length_201343_cov_74.0127_ID_35-processed-gene-0.34&CDS=1-2217
OG0003126	YOR148C	snap_masked-NODE_26_length_44827_cov_80.5645_ID_51-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_26_length_44827_cov_80.5645_ID_51-processed-gene-0.71&CDS=1-786
OG0003127	YOR149C	augustus_masked-NODE_26_length_44827_cov_80.5645_ID_51-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_26_length_44827_cov_80.5645_ID_51-processed-gene-0.9&CDS=1-1626
OG0003128	YOR150W	augustus_masked-NODE_26_length_44827_cov_80.5645_ID_51-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_26_length_44827_cov_80.5645_ID_51-processed-gene-0.7&CDS=1-525
OG0003129	YOR151C	augustus_masked-NODE_26_length_44827_cov_80.5645_ID_51-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_26_length_44827_cov_80.5645_ID_51-processed-gene-0.18&CDS=1-3852
