	Saccharomyces_cerevisiae	yHMPu5000035687_Cyberlindnera_suaveolens
OG0003588	YPL239W	augustus_masked-NODE_18_length_202049_cov_15.7082_ID_6519-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-NODE_18_length_202049_cov_15.7082_ID_6519-processed-gene-1.117&CDS=1-594
OG0003589	YPL242C	augustus_masked-NODE_42_length_92544_cov_16.747_ID_9372-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-NODE_42_length_92544_cov_16.747_ID_9372-processed-gene-0.129&CDS=1-4509
OG0003590	YPL243W	augustus_masked-NODE_60_length_69805_cov_15.6166_ID_7763-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_60_length_69805_cov_15.6166_ID_7763-processed-gene-0.59&CDS=1-1545
OG0003591	YPL244C	augustus_masked-NODE_60_length_69805_cov_15.6166_ID_7763-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_60_length_69805_cov_15.6166_ID_7763-processed-gene-0.43&CDS=1-942
OG0003592	YPL246C	maker-NODE_18_length_202049_cov_15.7082_ID_6519-augustus-gene-1.162-mRNA-1_1&gene=maker-NODE_18_length_202049_cov_15.7082_ID_6519-augustus-gene-1.162&CDS=1-1479
OG0003593	YPL247C	maker-NODE_4_length_384378_cov_15.8714_ID_4871-augustus-gene-2.230-mRNA-1_1&gene=maker-NODE_4_length_384378_cov_15.8714_ID_4871-augustus-gene-2.230&CDS=1-1185
OG0003594	YPL248C	augustus_masked-NODE_4_length_384378_cov_15.8714_ID_4871-processed-gene-2.179-mRNA-1_1&gene=augustus_masked-NODE_4_length_384378_cov_15.8714_ID_4871-processed-gene-2.179&CDS=1-2397
OG0003595	YPL249C	genemark-NODE_4_length_384378_cov_15.8714_ID_4871-processed-gene-2.77-mRNA-1_1&gene=genemark-NODE_4_length_384378_cov_15.8714_ID_4871-processed-gene-2.77&CDS=1-2514
OG0003596	YPL252C	augustus_masked-NODE_36_length_104753_cov_15.7737_ID_6090-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_36_length_104753_cov_15.7737_ID_6090-processed-gene-0.104&CDS=1-507
OG0003597	YPL254W	augustus_masked-NODE_36_length_104753_cov_15.7737_ID_6090-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_36_length_104753_cov_15.7737_ID_6090-processed-gene-0.79&CDS=1-1101
OG0003598	YPL260W	augustus_masked-NODE_12_length_229447_cov_15.6454_ID_14397-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-NODE_12_length_229447_cov_15.6454_ID_14397-processed-gene-1.62&CDS=1-1455
OG0003599	YPL262W	augustus_masked-NODE_29_length_117812_cov_16.6217_ID_5815-processed-gene-0.181-mRNA-1_1&gene=augustus_masked-NODE_29_length_117812_cov_16.6217_ID_5815-processed-gene-0.181&CDS=1-1452
OG0003600	YPL263C	augustus_masked-NODE_21_length_188852_cov_16.1861_ID_6861-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_21_length_188852_cov_16.1861_ID_6861-processed-gene-0.0&CDS=1-1884
OG0003601	YPL266W	augustus_masked-NODE_21_length_188852_cov_16.1861_ID_6861-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_21_length_188852_cov_16.1861_ID_6861-processed-gene-0.43&CDS=1-972
OG0003602	YPL267W	augustus_masked-NODE_29_length_117812_cov_16.6217_ID_5815-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-NODE_29_length_117812_cov_16.6217_ID_5815-processed-gene-0.159&CDS=1-1875
OG0003603	YPL268W	augustus_masked-NODE_73_length_52820_cov_15.245_ID_8889-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_73_length_52820_cov_15.245_ID_8889-processed-gene-0.25&CDS=1-2313
OG0003604	YPL269W	maker-NODE_29_length_117812_cov_16.6217_ID_5815-snap-gene-0.67-mRNA-1_1&gene=maker-NODE_29_length_117812_cov_16.6217_ID_5815-snap-gene-0.67&CDS=1-2439
OG0003605	YPL271W	genemark-NODE_29_length_117812_cov_16.6217_ID_5815-processed-gene-0.131-mRNA-1_1&gene=genemark-NODE_29_length_117812_cov_16.6217_ID_5815-processed-gene-0.131&CDS=1-183
OG0003606	YPR002W	augustus_masked-NODE_40_length_95927_cov_15.5978_ID_5171-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_40_length_95927_cov_15.5978_ID_5171-processed-gene-0.76&CDS=1-1494
OG0003607	YPR003C	genemark-NODE_18_length_202049_cov_15.7082_ID_6519-processed-gene-1.102-mRNA-1_1&gene=genemark-NODE_18_length_202049_cov_15.7082_ID_6519-processed-gene-1.102&CDS=1-2112
OG0003608	YPR004C	augustus_masked-NODE_65_length_59853_cov_16.0632_ID_10182-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_65_length_59853_cov_16.0632_ID_10182-processed-gene-0.70&CDS=1-1002
OG0003609	YPR010C	augustus_masked-NODE_17_length_210586_cov_18.3491_ID_13553-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-NODE_17_length_210586_cov_18.3491_ID_13553-processed-gene-1.12&CDS=1-3507
OG0003610	YPR011C	maker-NODE_2_length_423965_cov_15.6981_ID_4771-snap-gene-0.100-mRNA-1_1&gene=maker-NODE_2_length_423965_cov_15.6981_ID_4771-snap-gene-0.100&CDS=1-1131
OG0003611	YPR016C	augustus_masked-NODE_18_length_202049_cov_15.7082_ID_6519-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-NODE_18_length_202049_cov_15.7082_ID_6519-processed-gene-1.134&CDS=1-735
OG0003612	YPR017C	augustus_masked-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-1.70&CDS=1-396
OG0003613	YPR018W	augustus_masked-NODE_29_length_117812_cov_16.6217_ID_5815-processed-gene-0.183-mRNA-1_1&gene=augustus_masked-NODE_29_length_117812_cov_16.6217_ID_5815-processed-gene-0.183&CDS=1-1464
OG0003614	YPR019W	augustus_masked-NODE_29_length_117812_cov_16.6217_ID_5815-processed-gene-0.182-mRNA-1_1&gene=augustus_masked-NODE_29_length_117812_cov_16.6217_ID_5815-processed-gene-0.182&CDS=1-2736
OG0003615	YPR020W	augustus_masked-NODE_17_length_210586_cov_18.3491_ID_13553-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_17_length_210586_cov_18.3491_ID_13553-processed-gene-0.83&CDS=1-411
OG0003616	YPR021C	augustus_masked-NODE_4_length_384378_cov_15.8714_ID_4871-processed-gene-2.168-mRNA-1_1&gene=augustus_masked-NODE_4_length_384378_cov_15.8714_ID_4871-processed-gene-2.168&CDS=1-2454
OG0003617	YPR022C	augustus_masked-NODE_4_length_384378_cov_15.8714_ID_4871-processed-gene-2.167-mRNA-1_1&gene=augustus_masked-NODE_4_length_384378_cov_15.8714_ID_4871-processed-gene-2.167&CDS=1-2571
OG0003618	YPR023C	augustus_masked-NODE_49_length_79320_cov_15.7312_ID_7492-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_49_length_79320_cov_15.7312_ID_7492-processed-gene-0.92&CDS=1-945
OG0003619	YPR024W	genemark-NODE_14_length_221288_cov_16.0768_ID_5705-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_14_length_221288_cov_16.0768_ID_5705-processed-gene-0.7&CDS=1-2190
OG0003620	YPR025C	maker-NODE_43_length_91435_cov_15.6844_ID_7007-augustus-gene-0.154-mRNA-1_1&gene=maker-NODE_43_length_91435_cov_15.6844_ID_7007-augustus-gene-0.154&CDS=1-996
OG0003621	YPR026W	augustus_masked-NODE_43_length_91435_cov_15.6844_ID_7007-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_43_length_91435_cov_15.6844_ID_7007-processed-gene-0.120&CDS=1-3006
OG0003622	YPR028W	maker-NODE_2_length_423965_cov_15.6981_ID_4771-augustus-gene-3.143-mRNA-1_1&gene=maker-NODE_2_length_423965_cov_15.6981_ID_4771-augustus-gene-3.143&CDS=1-534
OG0003623	YPR029C	augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-3.127-mRNA-1_1&gene=augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-3.127&CDS=1-2451
OG0003624	YPR031W	maker-NODE_8_length_281708_cov_15.4654_ID_4841-augustus-gene-1.101-mRNA-1_1&gene=maker-NODE_8_length_281708_cov_15.4654_ID_4841-augustus-gene-1.101&CDS=1-3165
OG0003625	YPR033C	augustus_masked-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-1.27&CDS=1-2751
OG0003626	YPR035W	augustus_masked-NODE_28_length_119648_cov_16.0167_ID_7057-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_28_length_119648_cov_16.0167_ID_7057-processed-gene-0.120&CDS=1-1116
OG0003627	YPR036W	augustus_masked-NODE_28_length_119648_cov_16.0167_ID_7057-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_28_length_119648_cov_16.0167_ID_7057-processed-gene-0.119&CDS=1-1437
OG0003628	YPR037C	augustus_masked-NODE_28_length_119648_cov_16.0167_ID_7057-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_28_length_119648_cov_16.0167_ID_7057-processed-gene-0.91&CDS=1-606
OG0003629	YPR040W	augustus_masked-NODE_28_length_119648_cov_16.0167_ID_7057-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-NODE_28_length_119648_cov_16.0167_ID_7057-processed-gene-0.117&CDS=1-1077
OG0003630	YPR041W	augustus_masked-NODE_28_length_119648_cov_16.0167_ID_7057-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_28_length_119648_cov_16.0167_ID_7057-processed-gene-0.116&CDS=1-1200
OG0003631	YPR045C	augustus_masked-NODE_31_length_115741_cov_15.751_ID_5875-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_31_length_115741_cov_15.751_ID_5875-processed-gene-0.42&CDS=1-1311
OG0003632	YPR047W	augustus_masked-NODE_19_length_195766_cov_16.9769_ID_5328-processed-gene-0.160-mRNA-1_1&gene=augustus_masked-NODE_19_length_195766_cov_16.9769_ID_5328-processed-gene-0.160&CDS=1-1338
OG0003633	YPR048W	augustus_masked-NODE_70_length_54856_cov_16.2992_ID_8288-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_70_length_54856_cov_16.2992_ID_8288-processed-gene-0.64&CDS=1-1749
OG0003634	YPR049C	augustus_masked-NODE_19_length_195766_cov_16.9769_ID_5328-processed-gene-0.216-mRNA-1_1&gene=augustus_masked-NODE_19_length_195766_cov_16.9769_ID_5328-processed-gene-0.216&CDS=1-3477
OG0003635	YPR051W	augustus_masked-NODE_19_length_195766_cov_16.9769_ID_5328-processed-gene-0.169-mRNA-1_1&gene=augustus_masked-NODE_19_length_195766_cov_16.9769_ID_5328-processed-gene-0.169&CDS=1-534
OG0003636	YPR054W	augustus_masked-NODE_6_length_345438_cov_15.5357_ID_5106-processed-gene-2.210-mRNA-1_1&gene=augustus_masked-NODE_6_length_345438_cov_15.5357_ID_5106-processed-gene-2.210&CDS=1-1101
OG0003637	YPR056W	augustus_masked-NODE_19_length_195766_cov_16.9769_ID_5328-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-NODE_19_length_195766_cov_16.9769_ID_5328-processed-gene-0.162&CDS=1-1047
OG0003638	YPR060C	augustus_masked-NODE_6_length_345438_cov_15.5357_ID_5106-processed-gene-2.242-mRNA-1_1&gene=augustus_masked-NODE_6_length_345438_cov_15.5357_ID_5106-processed-gene-2.242&CDS=1-777
OG0003639	YPR061C	augustus_masked-NODE_6_length_345438_cov_15.5357_ID_5106-processed-gene-2.243-mRNA-1_1&gene=augustus_masked-NODE_6_length_345438_cov_15.5357_ID_5106-processed-gene-2.243&CDS=1-825
OG0003640	YPR062W	augustus_masked-NODE_19_length_195766_cov_16.9769_ID_5328-processed-gene-0.168-mRNA-1_1&gene=augustus_masked-NODE_19_length_195766_cov_16.9769_ID_5328-processed-gene-0.168&CDS=1-453
OG0003641	YPR063C	augustus_masked-NODE_19_length_195766_cov_16.9769_ID_5328-processed-gene-0.215-mRNA-1_1&gene=augustus_masked-NODE_19_length_195766_cov_16.9769_ID_5328-processed-gene-0.215&CDS=1-375
OG0003642	YPR065W	augustus_masked-NODE_41_length_94782_cov_16.4488_ID_6813-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NODE_41_length_94782_cov_16.4488_ID_6813-processed-gene-0.115&CDS=1-990
OG0003643	YPR066W	augustus_masked-NODE_4_length_384378_cov_15.8714_ID_4871-processed-gene-2.132-mRNA-1_1&gene=augustus_masked-NODE_4_length_384378_cov_15.8714_ID_4871-processed-gene-2.132&CDS=1-987
OG0003644	YPR070W	augustus_masked-NODE_10_length_264305_cov_15.4558_ID_6033-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-NODE_10_length_264305_cov_15.4558_ID_6033-processed-gene-1.146&CDS=1-1068
OG0003645	YPR073C	augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-0.125&CDS=1-486
OG0003646	YPR074C	augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-0.126&CDS=1-2040
OG0003647	YPR075C	augustus_masked-NODE_37_length_103410_cov_15.6937_ID_6128-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_37_length_103410_cov_15.6937_ID_6128-processed-gene-0.86&CDS=1-540
OG0003648	YPR079W	genemark-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-0.76&CDS=1-963
OG0003649	YPR082C	augustus_masked-NODE_55_length_74264_cov_15.6684_ID_7608-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_55_length_74264_cov_15.6684_ID_7608-processed-gene-0.106&CDS=1-426
OG0003650	YPR083W	augustus_masked-NODE_27_length_127853_cov_16.2189_ID_7326-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_27_length_127853_cov_16.2189_ID_7326-processed-gene-0.53&CDS=1-1215
OG0003651	YPR084W	augustus_masked-NODE_27_length_127853_cov_16.2189_ID_7326-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_27_length_127853_cov_16.2189_ID_7326-processed-gene-0.24&CDS=1-1188
OG0003652	YPR085C	augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-2.7-mRNA-1_1&gene=augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-2.7&CDS=1-1266
OG0003653	YPR086W	augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-3.92-mRNA-1_1&gene=augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-3.92&CDS=1-1005
OG0003654	YPR088C	augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-2.24&CDS=1-1581
OG0003655	YPR089W	augustus_masked-NODE_73_length_52820_cov_15.245_ID_8889-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_73_length_52820_cov_15.245_ID_8889-processed-gene-0.11&CDS=1-2340
OG0003656	YPR091C	augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-2.28&CDS=1-2721
OG0003657	YPR094W	snap_masked-NODE_21_length_188852_cov_16.1861_ID_6861-processed-gene-0.242-mRNA-1_1&gene=snap_masked-NODE_21_length_188852_cov_16.1861_ID_6861-processed-gene-0.242&CDS=1-327
OG0003658	YPR095C	augustus_masked-NODE_21_length_188852_cov_16.1861_ID_6861-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_21_length_188852_cov_16.1861_ID_6861-processed-gene-0.82&CDS=1-2238
OG0003659	YPR097W	augustus_masked-NODE_21_length_188852_cov_16.1861_ID_6861-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_21_length_188852_cov_16.1861_ID_6861-processed-gene-0.44&CDS=1-2817
OG0003660	YPR098C	augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-4.114-mRNA-1_1&gene=augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-4.114&CDS=1-471
OG0003661	YPR100W	augustus_masked-NODE_56_length_74108_cov_17.7586_ID_9702-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_56_length_74108_cov_17.7586_ID_9702-processed-gene-0.101&CDS=1-417
OG0003662	YPR103W	augustus_masked-NODE_23_length_175574_cov_15.6038_ID_6752-processed-gene-0.160-mRNA-1_1&gene=augustus_masked-NODE_23_length_175574_cov_15.6038_ID_6752-processed-gene-0.160&CDS=1-852
OG0003663	YPR104C	augustus_masked-NODE_23_length_175574_cov_15.6038_ID_6752-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_23_length_175574_cov_15.6038_ID_6752-processed-gene-0.119&CDS=1-3102
OG0003664	YPR105C	augustus_masked-NODE_53_length_74984_cov_15.5447_ID_7522-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_53_length_74984_cov_15.5447_ID_7522-processed-gene-0.66&CDS=1-2310
OG0003665	YPR106W	augustus_masked-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-1.20&CDS=1-1227
OG0003666	YPR107C	augustus_masked-NODE_53_length_74984_cov_15.5447_ID_7522-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_53_length_74984_cov_15.5447_ID_7522-processed-gene-0.50&CDS=1-639
OG0003667	YPR108W	augustus_masked-NODE_42_length_92544_cov_16.747_ID_9372-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-NODE_42_length_92544_cov_16.747_ID_9372-processed-gene-0.155&CDS=1-1209
OG0003668	YPR110C	augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-2.20&CDS=1-1008
OG0003669	YPR112C	augustus_masked-NODE_18_length_202049_cov_15.7082_ID_6519-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_18_length_202049_cov_15.7082_ID_6519-processed-gene-0.81&CDS=1-2475
OG0003670	YPR113W	augustus_masked-NODE_34_length_110513_cov_16.7138_ID_15698-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-NODE_34_length_110513_cov_16.7138_ID_15698-processed-gene-0.105&CDS=1-651
OG0003671	YPR122W	augustus_masked-NODE_58_length_70823_cov_17.6654_ID_7793-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_58_length_70823_cov_17.6654_ID_7793-processed-gene-0.53&CDS=1-3477
OG0003672	YPR124W	augustus_masked-NODE_47_length_86062_cov_15.8563_ID_7278-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_47_length_86062_cov_15.8563_ID_7278-processed-gene-0.28&CDS=1-648
OG0003673	YPR127W	augustus_masked-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-1.87&CDS=1-1002
OG0003674	YPR128C	augustus_masked-NODE_41_length_94782_cov_16.4488_ID_6813-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-NODE_41_length_94782_cov_16.4488_ID_6813-processed-gene-0.111&CDS=1-936
OG0003675	YPR129W	snap_masked-NODE_41_length_94782_cov_16.4488_ID_6813-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_41_length_94782_cov_16.4488_ID_6813-processed-gene-0.26&CDS=1-609
OG0003676	YPR131C	augustus_masked-NODE_41_length_94782_cov_16.4488_ID_6813-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_41_length_94782_cov_16.4488_ID_6813-processed-gene-0.110&CDS=1-564
OG0003677	YPR133C	augustus_masked-NODE_41_length_94782_cov_16.4488_ID_6813-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-NODE_41_length_94782_cov_16.4488_ID_6813-processed-gene-0.135&CDS=1-1224
OG0003678	YPR135W	augustus_masked-NODE_41_length_94782_cov_16.4488_ID_6813-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-NODE_41_length_94782_cov_16.4488_ID_6813-processed-gene-0.138&CDS=1-2472
OG0003679	YPR137W	maker-NODE_41_length_94782_cov_16.4488_ID_6813-augustus-gene-0.106-mRNA-1_1&gene=maker-NODE_41_length_94782_cov_16.4488_ID_6813-augustus-gene-0.106&CDS=1-2448
OG0003680	YPR139C	augustus_masked-NODE_60_length_69805_cov_15.6166_ID_7763-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_60_length_69805_cov_15.6166_ID_7763-processed-gene-0.50&CDS=1-813
OG0003681	YPR140W	augustus_masked-NODE_60_length_69805_cov_15.6166_ID_7763-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_60_length_69805_cov_15.6166_ID_7763-processed-gene-0.37&CDS=1-1140
OG0003682	YPR141C	augustus_masked-NODE_60_length_69805_cov_15.6166_ID_7763-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_60_length_69805_cov_15.6166_ID_7763-processed-gene-0.38&CDS=1-2088
OG0003683	YPR143W	augustus_masked-NODE_60_length_69805_cov_15.6166_ID_7763-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_60_length_69805_cov_15.6166_ID_7763-processed-gene-0.52&CDS=1-693
OG0003684	YPR144C	augustus_masked-NODE_14_length_221288_cov_16.0768_ID_5705-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-NODE_14_length_221288_cov_16.0768_ID_5705-processed-gene-1.85&CDS=1-1593
OG0003685	YPR147C	genemark-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-3.167-mRNA-1_1&gene=genemark-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-3.167&CDS=1-891
OG0003686	YPR152C	snap_masked-NODE_37_length_103410_cov_15.6937_ID_6128-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_37_length_103410_cov_15.6937_ID_6128-processed-gene-0.23&CDS=1-1389
OG0003687	YPR155C	augustus_masked-NODE_37_length_103410_cov_15.6937_ID_6128-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_37_length_103410_cov_15.6937_ID_6128-processed-gene-0.73&CDS=1-1977
OG0003688	YPR159W	augustus_masked-NODE_37_length_103410_cov_15.6937_ID_6128-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_37_length_103410_cov_15.6937_ID_6128-processed-gene-0.72&CDS=1-2034
OG0003689	YPR160W	augustus_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-2.91&CDS=1-2607
OG0003690	YPR163C	augustus_masked-NODE_32_length_114752_cov_15.8803_ID_7121-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_32_length_114752_cov_15.8803_ID_7121-processed-gene-0.24&CDS=1-1251
OG0003691	YPR166C	augustus_masked-NODE_41_length_94782_cov_16.4488_ID_6813-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-NODE_41_length_94782_cov_16.4488_ID_6813-processed-gene-0.128&CDS=1-345
OG0003692	YPR167C	augustus_masked-NODE_33_length_112801_cov_16.0057_ID_7973-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-NODE_33_length_112801_cov_16.0057_ID_7973-processed-gene-0.147&CDS=1-822
OG0003693	YPR168W	augustus_masked-NODE_33_length_112801_cov_16.0057_ID_7973-processed-gene-0.172-mRNA-1_1&gene=augustus_masked-NODE_33_length_112801_cov_16.0057_ID_7973-processed-gene-0.172&CDS=1-429
OG0003694	YPR169W	genemark-NODE_66_length_59368_cov_19.114_ID_8320-processed-gene-0.45-mRNA-1_1&gene=genemark-NODE_66_length_59368_cov_19.114_ID_8320-processed-gene-0.45&CDS=1-1287
OG0003695	YPR173C	augustus_masked-NODE_28_length_119648_cov_16.0167_ID_7057-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_28_length_119648_cov_16.0167_ID_7057-processed-gene-0.68&CDS=1-1275
OG0003696	YPR175W	augustus_masked-NODE_28_length_119648_cov_16.0167_ID_7057-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_28_length_119648_cov_16.0167_ID_7057-processed-gene-0.96&CDS=1-1848
OG0003697	YPR176C	augustus_masked-NODE_28_length_119648_cov_16.0167_ID_7057-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-NODE_28_length_119648_cov_16.0167_ID_7057-processed-gene-0.99&CDS=1-951
